# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=14,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,25,31,31,0,34,34,31,31,
(29,34),-1.81231 # DEPENDENCYPART_ARC
(29,35),-1.09883 # DEPENDENCYPART_ARC
(30,1),-3.83031 # DEPENDENCYPART_ARC
(30,2),-3.91957 # DEPENDENCYPART_ARC
(30,3),-4.2392 # DEPENDENCYPART_ARC
(30,4),-3.70198 # DEPENDENCYPART_ARC
(30,5),-2.86663 # DEPENDENCYPART_ARC
(30,6),-4.07751 # DEPENDENCYPART_ARC
(30,7),-3.40063 # DEPENDENCYPART_ARC
(30,8),-2.51359 # DEPENDENCYPART_ARC
(30,9),-3.72282 # DEPENDENCYPART_ARC
(30,10),-2.51261 # DEPENDENCYPART_ARC
(30,11),-2.22946 # DEPENDENCYPART_ARC
(30,12),-3.21564 # DEPENDENCYPART_ARC
(30,13),0.163067 # DEPENDENCYPART_ARC
(30,14),-1.67872 # DEPENDENCYPART_ARC
(30,15),-2.47392 # DEPENDENCYPART_ARC
(30,16),-2.35292 # DEPENDENCYPART_ARC
(30,17),-2.19445 # DEPENDENCYPART_ARC
(30,18),-1.83097 # DEPENDENCYPART_ARC
(30,19),-2.31984 # DEPENDENCYPART_ARC
(30,20),-2.30451 # DEPENDENCYPART_ARC
(30,21),-2.16373 # DEPENDENCYPART_ARC
(30,22),-1.97668 # DEPENDENCYPART_ARC
(30,23),-0.787406 # DEPENDENCYPART_ARC
(30,24),-1.81887 # DEPENDENCYPART_ARC
(30,25),-1.51 # DEPENDENCYPART_ARC
(30,26),-1.31878 # DEPENDENCYPART_ARC
(30,27),-0.97689 # DEPENDENCYPART_ARC
(30,28),-0.685227 # DEPENDENCYPART_ARC
(30,29),0.425372 # DEPENDENCYPART_ARC
(30,31),-0.103264 # DEPENDENCYPART_ARC
(30,32),-1.52248 # DEPENDENCYPART_ARC
(30,33),-1.52211 # DEPENDENCYPART_ARC
(30,34),-1.7218 # DEPENDENCYPART_ARC
(30,35),-1.66569 # DEPENDENCYPART_ARC
(31,1),-0.0854461 # DEPENDENCYPART_ARC
(31,2),-2.4883 # DEPENDENCYPART_ARC
(31,3),-3.78328 # DEPENDENCYPART_ARC
(31,4),-1.37465 # DEPENDENCYPART_ARC
(31,5),-4.24654 # DEPENDENCYPART_ARC
(31,6),-3.26647 # DEPENDENCYPART_ARC
(31,7),-3.93444 # DEPENDENCYPART_ARC
(31,8),-3.9017 # DEPENDENCYPART_ARC
(31,9),-3.32211 # DEPENDENCYPART_ARC
(31,10),-0.676958 # DEPENDENCYPART_ARC
(31,11),-2.94366 # DEPENDENCYPART_ARC
(31,12),-1.47096 # DEPENDENCYPART_ARC
(31,13),1.55863 # DEPENDENCYPART_ARC
(31,14),1.06449 # DEPENDENCYPART_ARC
(31,15),0.0350208 # DEPENDENCYPART_ARC
(31,16),-0.102972 # DEPENDENCYPART_ARC
(31,17),-0.374842 # DEPENDENCYPART_ARC
(31,18),-1.54852 # DEPENDENCYPART_ARC
(31,19),-0.893811 # DEPENDENCYPART_ARC
(31,20),-0.940944 # DEPENDENCYPART_ARC
(31,21),-1.59337 # DEPENDENCYPART_ARC
(31,22),0.254064 # DEPENDENCYPART_ARC
(31,23),-0.919714 # DEPENDENCYPART_ARC
(31,24),-0.394209 # DEPENDENCYPART_ARC
(31,25),1.42781 # DEPENDENCYPART_ARC
(31,26),0.0640699 # DEPENDENCYPART_ARC
(31,27),-0.0636539 # DEPENDENCYPART_ARC
(31,28),0.0956346 # DEPENDENCYPART_ARC
(31,29),3.62433 # DEPENDENCYPART_ARC
(31,30),3.67784 # DEPENDENCYPART_ARC
(31,32),1.46825 # DEPENDENCYPART_ARC
(31,33),1.54134 # DEPENDENCYPART_ARC
(31,34),1.90621 # DEPENDENCYPART_ARC
(31,35),6.62252 # DEPENDENCYPART_ARC
(32,1),-4.88629 # DEPENDENCYPART_ARC
(32,2),-4.47872 # DEPENDENCYPART_ARC
(32,3),-5.1287 # DEPENDENCYPART_ARC
(32,4),-4.54048 # DEPENDENCYPART_ARC
(32,5),-3.93845 # DEPENDENCYPART_ARC
(32,6),-4.90147 # DEPENDENCYPART_ARC
(32,7),-4.20207 # DEPENDENCYPART_ARC
(32,8),-3.74496 # DEPENDENCYPART_ARC
(32,9),-4.64316 # DEPENDENCYPART_ARC
(32,10),-3.64316 # DEPENDENCYPART_ARC
(32,11),-3.41158 # DEPENDENCYPART_ARC
(32,12),-4.16999 # DEPENDENCYPART_ARC
(32,13),-3.66497 # DEPENDENCYPART_ARC
(32,14),-3.56382 # DEPENDENCYPART_ARC
(32,15),-3.09839 # DEPENDENCYPART_ARC
(32,16),-3.18427 # DEPENDENCYPART_ARC
(32,17),-3.10093 # DEPENDENCYPART_ARC
(32,18),-2.74968 # DEPENDENCYPART_ARC
(32,19),-2.93193 # DEPENDENCYPART_ARC
(32,20),-3.30428 # DEPENDENCYPART_ARC
(32,21),-2.75957 # DEPENDENCYPART_ARC
(32,22),-3.1384 # DEPENDENCYPART_ARC
(32,23),-1.84645 # DEPENDENCYPART_ARC
(32,24),-2.74905 # DEPENDENCYPART_ARC
(32,25),-2.20115 # DEPENDENCYPART_ARC
(32,26),-1.96921 # DEPENDENCYPART_ARC
(32,27),-1.8149 # DEPENDENCYPART_ARC
(32,28),-1.66154 # DEPENDENCYPART_ARC
(32,29),-1.18234 # DEPENDENCYPART_ARC
(32,30),-1.18602 # DEPENDENCYPART_ARC
(32,31),-0.712222 # DEPENDENCYPART_ARC
(32,33),0.296399 # DEPENDENCYPART_ARC
(32,34),0.243035 # DEPENDENCYPART_ARC
(32,35),-0.538831 # DEPENDENCYPART_ARC
(33,1),-5.90973 # DEPENDENCYPART_ARC
(33,2),-4.63875 # DEPENDENCYPART_ARC
(33,3),-7.90024 # DEPENDENCYPART_ARC
(33,4),-4.51798 # DEPENDENCYPART_ARC
(33,5),-7.46586 # DEPENDENCYPART_ARC
(33,6),-7.65431 # DEPENDENCYPART_ARC
(33,7),-3.4881 # DEPENDENCYPART_ARC
(33,8),-6.24188 # DEPENDENCYPART_ARC
(33,9),-7.62213 # DEPENDENCYPART_ARC
(33,10),-3.53778 # DEPENDENCYPART_ARC
(33,11),-5.31888 # DEPENDENCYPART_ARC
(33,12),-5.60367 # DEPENDENCYPART_ARC
(33,13),-3.04226 # DEPENDENCYPART_ARC
(33,14),-4.16491 # DEPENDENCYPART_ARC
(33,15),-3.69124 # DEPENDENCYPART_ARC
(33,16),-3.386 # DEPENDENCYPART_ARC
(33,17),-3.30809 # DEPENDENCYPART_ARC
(33,18),-3.54892 # DEPENDENCYPART_ARC
(33,19),-3.5417 # DEPENDENCYPART_ARC
(33,20),-4.68412 # DEPENDENCYPART_ARC
(33,21),-3.30816 # DEPENDENCYPART_ARC
(33,22),-3.1444 # DEPENDENCYPART_ARC
(33,23),-2.44434 # DEPENDENCYPART_ARC
(33,24),-3.48589 # DEPENDENCYPART_ARC
(33,25),-2.67583 # DEPENDENCYPART_ARC
(33,26),-2.06566 # DEPENDENCYPART_ARC
(33,27),-1.90117 # DEPENDENCYPART_ARC
(33,28),-1.55409 # DEPENDENCYPART_ARC
(33,29),-1.05059 # DEPENDENCYPART_ARC
(33,30),-0.913932 # DEPENDENCYPART_ARC
(33,31),-0.32801 # DEPENDENCYPART_ARC
(33,32),1.52106 # DEPENDENCYPART_ARC
(33,34),1.3226 # DEPENDENCYPART_ARC
(33,35),-0.097968 # DEPENDENCYPART_ARC
(34,1),-6.11859 # DEPENDENCYPART_ARC
(34,2),-2.92578 # DEPENDENCYPART_ARC
(34,3),-10.8468 # DEPENDENCYPART_ARC
(34,4),-2.05399 # DEPENDENCYPART_ARC
(34,5),-9.17165 # DEPENDENCYPART_ARC
(34,6),-6.93822 # DEPENDENCYPART_ARC
(34,7),-2.39624 # DEPENDENCYPART_ARC
(34,8),-6.86116 # DEPENDENCYPART_ARC
(34,9),-7.3264 # DEPENDENCYPART_ARC
(34,10),-2.56268 # DEPENDENCYPART_ARC
(34,11),-5.73993 # DEPENDENCYPART_ARC
(34,12),-5.17369 # DEPENDENCYPART_ARC
(34,13),-0.449158 # DEPENDENCYPART_ARC
(34,14),-2.4124 # DEPENDENCYPART_ARC
(34,15),-2.56082 # DEPENDENCYPART_ARC
(34,16),-2.48016 # DEPENDENCYPART_ARC
(34,17),-2.30769 # DEPENDENCYPART_ARC
(34,18),-0.477949 # DEPENDENCYPART_ARC
(34,19),-1.0857 # DEPENDENCYPART_ARC
(34,20),-3.50323 # DEPENDENCYPART_ARC
(34,21),-3.34015 # DEPENDENCYPART_ARC
(34,22),-0.651743 # DEPENDENCYPART_ARC
(34,23),-0.552946 # DEPENDENCYPART_ARC
(34,24),-1.74966 # DEPENDENCYPART_ARC
(34,25),-0.761524 # DEPENDENCYPART_ARC
(34,26),-1.57758 # DEPENDENCYPART_ARC
(34,27),-1.23132 # DEPENDENCYPART_ARC
(34,28),-1.30257 # DEPENDENCYPART_ARC
(34,29),0.419053 # DEPENDENCYPART_ARC
(34,30),0.711727 # DEPENDENCYPART_ARC
(34,31),0.493762 # DEPENDENCYPART_ARC
(34,32),4.37092 # DEPENDENCYPART_ARC
(34,33),4.25273 # DEPENDENCYPART_ARC
(34,35),0.369123 # DEPENDENCYPART_ARC
(35,1),-3.74311 # DEPENDENCYPART_ARC
(35,2),-5.75388 # DEPENDENCYPART_ARC
(35,3),-2.78451 # DEPENDENCYPART_ARC
(35,4),-5.12651 # DEPENDENCYPART_ARC
(35,5),-3.21865 # DEPENDENCYPART_ARC
(35,6),-2.57242 # DEPENDENCYPART_ARC
(35,7),-4.21092 # DEPENDENCYPART_ARC
(35,8),-3.06349 # DEPENDENCYPART_ARC
(35,9),-2.51064 # DEPENDENCYPART_ARC
(35,10),-1.26655 # DEPENDENCYPART_ARC
(35,11),-2.88231 # DEPENDENCYPART_ARC
(35,12),-2.50417 # DEPENDENCYPART_ARC
(35,13),-2.28571 # DEPENDENCYPART_ARC
(35,14),-2.23348 # DEPENDENCYPART_ARC
(35,15),-2.98425 # DEPENDENCYPART_ARC
(35,16),-2.13813 # DEPENDENCYPART_ARC
(35,17),-1.99063 # DEPENDENCYPART_ARC
(35,18),-2.30166 # DEPENDENCYPART_ARC
(35,19),-2.38931 # DEPENDENCYPART_ARC
(35,20),-1.32026 # DEPENDENCYPART_ARC
(35,21),-1.94527 # DEPENDENCYPART_ARC
(35,22),-1.96644 # DEPENDENCYPART_ARC
(35,23),-1.5428 # DEPENDENCYPART_ARC
(35,24),-1.61315 # DEPENDENCYPART_ARC
(35,25),-1.26864 # DEPENDENCYPART_ARC
(35,26),-1.42792 # DEPENDENCYPART_ARC
(35,27),-1.37285 # DEPENDENCYPART_ARC
(35,28),-0.86643 # DEPENDENCYPART_ARC
(35,29),0.184136 # DEPENDENCYPART_ARC
(35,30),-1.22606 # DEPENDENCYPART_ARC
(35,31),-0.471515 # DEPENDENCYPART_ARC
(35,32),-0.300332 # DEPENDENCYPART_ARC
(35,33),-1.19978 # DEPENDENCYPART_ARC
(35,34),-1.42161 # DEPENDENCYPART_ARC
