# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(29,1),-5.2088 # DEPENDENCYPART_ARC
(29,2),-3.45962 # DEPENDENCYPART_ARC
(29,3),-3.7355 # DEPENDENCYPART_ARC
(29,4),-3.29145 # DEPENDENCYPART_ARC
(29,5),-4.42192 # DEPENDENCYPART_ARC
(29,6),-5.01055 # DEPENDENCYPART_ARC
(29,7),-3.63229 # DEPENDENCYPART_ARC
(29,8),-3.06988 # DEPENDENCYPART_ARC
(29,9),-3.29124 # DEPENDENCYPART_ARC
(29,10),-3.26894 # DEPENDENCYPART_ARC
(29,11),-2.92944 # DEPENDENCYPART_ARC
(29,12),-0.220521 # DEPENDENCYPART_ARC
(29,13),-2.23262 # DEPENDENCYPART_ARC
(29,14),-2.54215 # DEPENDENCYPART_ARC
(29,15),-2.19554 # DEPENDENCYPART_ARC
(29,16),-1.89884 # DEPENDENCYPART_ARC
(29,17),-2.04625 # DEPENDENCYPART_ARC
(29,18),-2.66526 # DEPENDENCYPART_ARC
(29,19),-2.32409 # DEPENDENCYPART_ARC
(29,20),-1.37314 # DEPENDENCYPART_ARC
(29,21),-1.048 # DEPENDENCYPART_ARC
(29,22),-1.25811 # DEPENDENCYPART_ARC
(29,23),-0.640683 # DEPENDENCYPART_ARC
(29,24),-0.876796 # DEPENDENCYPART_ARC
(29,25),-0.940407 # DEPENDENCYPART_ARC
(29,26),-0.51068 # DEPENDENCYPART_ARC
(29,27),0.00546658 # DEPENDENCYPART_ARC
(29,28),2.11859 # DEPENDENCYPART_ARC
(29,30),1.47606 # DEPENDENCYPART_ARC
(29,31),0.348475 # DEPENDENCYPART_ARC
(29,32),-0.639682 # DEPENDENCYPART_ARC
(29,33),-0.471183 # DEPENDENCYPART_ARC
(29,34),-0.230121 # DEPENDENCYPART_ARC
(29,35),-0.880585 # DEPENDENCYPART_ARC
(29,36),-0.795341 # DEPENDENCYPART_ARC
(30,1),-4.39133 # DEPENDENCYPART_ARC
(30,2),-5.51126 # DEPENDENCYPART_ARC
(30,3),-8.25946 # DEPENDENCYPART_ARC
(30,4),-3.35183 # DEPENDENCYPART_ARC
(30,5),-8.10259 # DEPENDENCYPART_ARC
(30,6),-9.30532 # DEPENDENCYPART_ARC
(30,7),-3.0084 # DEPENDENCYPART_ARC
(30,8),-4.96605 # DEPENDENCYPART_ARC
(30,9),-3.3644 # DEPENDENCYPART_ARC
(30,10),-2.7985 # DEPENDENCYPART_ARC
(30,11),-2.43233 # DEPENDENCYPART_ARC
(30,12),-2.57432 # DEPENDENCYPART_ARC
(30,13),-2.06384 # DEPENDENCYPART_ARC
(30,14),-4.83831 # DEPENDENCYPART_ARC
(30,15),-1.8004 # DEPENDENCYPART_ARC
(30,16),-2.53445 # DEPENDENCYPART_ARC
(30,17),-1.68646 # DEPENDENCYPART_ARC
(30,18),-1.89965 # DEPENDENCYPART_ARC
(30,19),-1.14365 # DEPENDENCYPART_ARC
(30,20),-2.07961 # DEPENDENCYPART_ARC
(30,21),-1.08951 # DEPENDENCYPART_ARC
(30,22),-1.85124 # DEPENDENCYPART_ARC
(30,23),-0.460151 # DEPENDENCYPART_ARC
(30,24),1.59515 # DEPENDENCYPART_ARC
(30,25),0.332889 # DEPENDENCYPART_ARC
(30,26),-0.589846 # DEPENDENCYPART_ARC
(30,27),0.515492 # DEPENDENCYPART_ARC
(30,28),5.65973 # DEPENDENCYPART_ARC
(30,29),5.33422 # DEPENDENCYPART_ARC
(30,31),2.95205 # DEPENDENCYPART_ARC
(30,32),0.513467 # DEPENDENCYPART_ARC
(30,33),0.681089 # DEPENDENCYPART_ARC
(30,34),1.72024 # DEPENDENCYPART_ARC
(30,35),0.42398 # DEPENDENCYPART_ARC
(30,36),1.05122 # DEPENDENCYPART_ARC
(31,1),-4.67391 # DEPENDENCYPART_ARC
(31,2),-4.42531 # DEPENDENCYPART_ARC
(31,3),-4.9499 # DEPENDENCYPART_ARC
(31,4),-3.61092 # DEPENDENCYPART_ARC
(31,5),-3.98502 # DEPENDENCYPART_ARC
(31,6),-3.9834 # DEPENDENCYPART_ARC
(31,7),-3.56677 # DEPENDENCYPART_ARC
(31,8),-3.76176 # DEPENDENCYPART_ARC
(31,9),-2.21257 # DEPENDENCYPART_ARC
(31,10),-3.20311 # DEPENDENCYPART_ARC
(31,11),-2.58942 # DEPENDENCYPART_ARC
(31,12),-2.88613 # DEPENDENCYPART_ARC
(31,13),-2.69181 # DEPENDENCYPART_ARC
(31,14),-3.05132 # DEPENDENCYPART_ARC
(31,15),-2.38602 # DEPENDENCYPART_ARC
(31,16),-1.85017 # DEPENDENCYPART_ARC
(31,17),-1.98482 # DEPENDENCYPART_ARC
(31,18),-2.32022 # DEPENDENCYPART_ARC
(31,19),-1.98493 # DEPENDENCYPART_ARC
(31,20),-1.87241 # DEPENDENCYPART_ARC
(31,21),-1.26845 # DEPENDENCYPART_ARC
(31,22),-1.47444 # DEPENDENCYPART_ARC
(31,23),-0.88961 # DEPENDENCYPART_ARC
(31,24),-1.61858 # DEPENDENCYPART_ARC
(31,25),-0.869508 # DEPENDENCYPART_ARC
(31,26),-1.30905 # DEPENDENCYPART_ARC
(31,27),-0.595258 # DEPENDENCYPART_ARC
(31,28),-0.186592 # DEPENDENCYPART_ARC
(31,29),-0.843657 # DEPENDENCYPART_ARC
(31,30),-0.364598 # DEPENDENCYPART_ARC
(31,32),0.49826 # DEPENDENCYPART_ARC
(31,33),1.31082 # DEPENDENCYPART_ARC
(31,34),0.151864 # DEPENDENCYPART_ARC
(31,35),3.23271 # DEPENDENCYPART_ARC
(31,36),-1.1315 # DEPENDENCYPART_ARC
(32,1),-6.21551 # DEPENDENCYPART_ARC
(32,2),-5.88589 # DEPENDENCYPART_ARC
(32,3),-5.9807 # DEPENDENCYPART_ARC
(32,4),-5.05037 # DEPENDENCYPART_ARC
(32,5),-5.3913 # DEPENDENCYPART_ARC
(32,6),-5.36313 # DEPENDENCYPART_ARC
(32,7),-4.80458 # DEPENDENCYPART_ARC
(32,8),-5.56199 # DEPENDENCYPART_ARC
(32,9),-5.166 # DEPENDENCYPART_ARC
(32,10),-4.53442 # DEPENDENCYPART_ARC
(32,11),-4.57126 # DEPENDENCYPART_ARC
(32,12),-4.32175 # DEPENDENCYPART_ARC
(32,13),-4.37216 # DEPENDENCYPART_ARC
(32,14),-4.75335 # DEPENDENCYPART_ARC
(32,15),-3.55523 # DEPENDENCYPART_ARC
(32,16),-3.64563 # DEPENDENCYPART_ARC
(32,17),-3.79998 # DEPENDENCYPART_ARC
(32,18),-4.20195 # DEPENDENCYPART_ARC
(32,19),-3.6328 # DEPENDENCYPART_ARC
(32,20),-3.49326 # DEPENDENCYPART_ARC
(32,21),-3.23059 # DEPENDENCYPART_ARC
(32,22),-2.96344 # DEPENDENCYPART_ARC
(32,23),-2.69795 # DEPENDENCYPART_ARC
(32,24),-3.55266 # DEPENDENCYPART_ARC
(32,25),-3.04216 # DEPENDENCYPART_ARC
(32,26),-3.28622 # DEPENDENCYPART_ARC
(32,27),-2.56278 # DEPENDENCYPART_ARC
(32,28),-1.76734 # DEPENDENCYPART_ARC
(32,29),-2.07723 # DEPENDENCYPART_ARC
(32,30),-2.44387 # DEPENDENCYPART_ARC
(32,31),-1.15881 # DEPENDENCYPART_ARC
(32,33),-0.326093 # DEPENDENCYPART_ARC
(32,34),-1.67474 # DEPENDENCYPART_ARC
(32,35),-1.69212 # DEPENDENCYPART_ARC
(32,36),-2.69935 # DEPENDENCYPART_ARC
(33,1),-6.1314 # DEPENDENCYPART_ARC
(33,2),-9.11898 # DEPENDENCYPART_ARC
(33,3),-10.4889 # DEPENDENCYPART_ARC
(33,4),-4.58053 # DEPENDENCYPART_ARC
(33,5),-10.5594 # DEPENDENCYPART_ARC
(33,6),-11.3382 # DEPENDENCYPART_ARC
(33,7),-3.82381 # DEPENDENCYPART_ARC
(33,8),-7.59539 # DEPENDENCYPART_ARC
(33,9),-4.29527 # DEPENDENCYPART_ARC
(33,10),-4.13336 # DEPENDENCYPART_ARC
(33,11),-4.51301 # DEPENDENCYPART_ARC
(33,12),-5.40306 # DEPENDENCYPART_ARC
(33,13),-3.81343 # DEPENDENCYPART_ARC
(33,14),-7.2673 # DEPENDENCYPART_ARC
(33,15),-2.93137 # DEPENDENCYPART_ARC
(33,16),-4.23988 # DEPENDENCYPART_ARC
(33,17),-3.03002 # DEPENDENCYPART_ARC
(33,18),-2.41228 # DEPENDENCYPART_ARC
(33,19),-2.15349 # DEPENDENCYPART_ARC
(33,20),-5.52482 # DEPENDENCYPART_ARC
(33,21),-3.51148 # DEPENDENCYPART_ARC
(33,22),-4.16372 # DEPENDENCYPART_ARC
(33,23),-1.75799 # DEPENDENCYPART_ARC
(33,24),-1.61637 # DEPENDENCYPART_ARC
(33,25),-1.32985 # DEPENDENCYPART_ARC
(33,26),-2.97189 # DEPENDENCYPART_ARC
(33,27),-1.19249 # DEPENDENCYPART_ARC
(33,28),0.619231 # DEPENDENCYPART_ARC
(33,29),1.05333 # DEPENDENCYPART_ARC
(33,30),-1.4263 # DEPENDENCYPART_ARC
(33,31),0.344579 # DEPENDENCYPART_ARC
(33,32),5.7784 # DEPENDENCYPART_ARC
(33,34),4.09701 # DEPENDENCYPART_ARC
(33,35),0.262845 # DEPENDENCYPART_ARC
(33,36),-0.535238 # DEPENDENCYPART_ARC
(34,1),-5.65455 # DEPENDENCYPART_ARC
(34,2),-5.77675 # DEPENDENCYPART_ARC
(34,3),-5.74414 # DEPENDENCYPART_ARC
(34,4),-3.73739 # DEPENDENCYPART_ARC
(34,5),-3.6325 # DEPENDENCYPART_ARC
(34,6),-3.65335 # DEPENDENCYPART_ARC
(34,7),-3.38419 # DEPENDENCYPART_ARC
(34,8),-4.61378 # DEPENDENCYPART_ARC
(34,9),-3.19148 # DEPENDENCYPART_ARC
(34,10),-2.38477 # DEPENDENCYPART_ARC
(34,11),-2.64822 # DEPENDENCYPART_ARC
(34,12),-2.58793 # DEPENDENCYPART_ARC
(34,13),-2.63922 # DEPENDENCYPART_ARC
(34,14),-3.75387 # DEPENDENCYPART_ARC
(34,15),-2.5179 # DEPENDENCYPART_ARC
(34,16),-2.31382 # DEPENDENCYPART_ARC
(34,17),-2.16138 # DEPENDENCYPART_ARC
(34,18),-2.08602 # DEPENDENCYPART_ARC
(34,19),-2.10511 # DEPENDENCYPART_ARC
(34,20),-1.81389 # DEPENDENCYPART_ARC
(34,21),-1.79458 # DEPENDENCYPART_ARC
(34,22),-1.72811 # DEPENDENCYPART_ARC
(34,23),-2.0524 # DEPENDENCYPART_ARC
(34,24),-2.14285 # DEPENDENCYPART_ARC
(34,25),-1.03222 # DEPENDENCYPART_ARC
(34,26),-1.86895 # DEPENDENCYPART_ARC
(34,27),-1.50085 # DEPENDENCYPART_ARC
(34,28),0.216454 # DEPENDENCYPART_ARC
(34,29),-0.458445 # DEPENDENCYPART_ARC
(34,30),-0.840647 # DEPENDENCYPART_ARC
(34,31),-0.259564 # DEPENDENCYPART_ARC
(34,32),1.54917 # DEPENDENCYPART_ARC
(34,33),0.358708 # DEPENDENCYPART_ARC
(34,35),-0.176644 # DEPENDENCYPART_ARC
(34,36),-0.987194 # DEPENDENCYPART_ARC
(35,1),-4.7764 # DEPENDENCYPART_ARC
(35,2),-7.66771 # DEPENDENCYPART_ARC
(35,3),-9.53426 # DEPENDENCYPART_ARC
(35,4),-4.22365 # DEPENDENCYPART_ARC
(35,5),-9.41834 # DEPENDENCYPART_ARC
(35,6),-10.3511 # DEPENDENCYPART_ARC
(35,7),-3.45046 # DEPENDENCYPART_ARC
(35,8),-6.29891 # DEPENDENCYPART_ARC
(35,9),-3.08036 # DEPENDENCYPART_ARC
(35,10),-3.29769 # DEPENDENCYPART_ARC
(35,11),-3.72186 # DEPENDENCYPART_ARC
(35,12),-5.01301 # DEPENDENCYPART_ARC
(35,13),-4.39032 # DEPENDENCYPART_ARC
(35,14),-6.24423 # DEPENDENCYPART_ARC
(35,15),-2.33326 # DEPENDENCYPART_ARC
(35,16),-3.45312 # DEPENDENCYPART_ARC
(35,17),-2.36765 # DEPENDENCYPART_ARC
(35,18),-1.59517 # DEPENDENCYPART_ARC
(35,19),-1.87619 # DEPENDENCYPART_ARC
(35,20),-4.51216 # DEPENDENCYPART_ARC
(35,21),-2.80068 # DEPENDENCYPART_ARC
(35,22),-3.51685 # DEPENDENCYPART_ARC
(35,23),-1.4392 # DEPENDENCYPART_ARC
(35,24),-0.202508 # DEPENDENCYPART_ARC
(35,25),-1.43221 # DEPENDENCYPART_ARC
(35,26),-1.87011 # DEPENDENCYPART_ARC
(35,27),-0.506467 # DEPENDENCYPART_ARC
(35,28),-0.852706 # DEPENDENCYPART_ARC
(35,29),0.0203609 # DEPENDENCYPART_ARC
(35,30),-0.926699 # DEPENDENCYPART_ARC
(35,31),0.534131 # DEPENDENCYPART_ARC
(35,32),2.22835 # DEPENDENCYPART_ARC
(35,33),4.67634 # DEPENDENCYPART_ARC
(35,34),1.18311 # DEPENDENCYPART_ARC
(35,36),0.26396 # DEPENDENCYPART_ARC
(36,1),-5.78268 # DEPENDENCYPART_ARC
(36,2),-3.88302 # DEPENDENCYPART_ARC
(36,3),-3.89648 # DEPENDENCYPART_ARC
(36,4),-2.90379 # DEPENDENCYPART_ARC
(36,5),-4.17666 # DEPENDENCYPART_ARC
(36,6),-3.60234 # DEPENDENCYPART_ARC
(36,7),-2.10924 # DEPENDENCYPART_ARC
(36,8),-3.15849 # DEPENDENCYPART_ARC
(36,9),-2.41032 # DEPENDENCYPART_ARC
(36,10),-2.43747 # DEPENDENCYPART_ARC
(36,11),-2.79258 # DEPENDENCYPART_ARC
(36,12),-3.24742 # DEPENDENCYPART_ARC
(36,13),-3.23588 # DEPENDENCYPART_ARC
(36,14),-2.70685 # DEPENDENCYPART_ARC
(36,15),-3.17357 # DEPENDENCYPART_ARC
(36,16),-2.94455 # DEPENDENCYPART_ARC
(36,17),-1.21458 # DEPENDENCYPART_ARC
(36,18),-2.05507 # DEPENDENCYPART_ARC
(36,19),-1.26032 # DEPENDENCYPART_ARC
(36,20),-2.51048 # DEPENDENCYPART_ARC
(36,21),-2.37559 # DEPENDENCYPART_ARC
(36,22),-2.30339 # DEPENDENCYPART_ARC
(36,23),-2.26899 # DEPENDENCYPART_ARC
(36,24),-1.43269 # DEPENDENCYPART_ARC
(36,25),-1.84774 # DEPENDENCYPART_ARC
(36,26),-1.17717 # DEPENDENCYPART_ARC
(36,27),-1.99351 # DEPENDENCYPART_ARC
(36,28),-1.00161 # DEPENDENCYPART_ARC
(36,29),-1.05249 # DEPENDENCYPART_ARC
(36,30),-1.03575 # DEPENDENCYPART_ARC
(36,31),-1.60194 # DEPENDENCYPART_ARC
(36,32),-0.662833 # DEPENDENCYPART_ARC
(36,33),-1.1354 # DEPENDENCYPART_ARC
(36,34),-1.10872 # DEPENDENCYPART_ARC
(36,35),-1.36858 # DEPENDENCYPART_ARC
