# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,20,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(28,7),-2.83506 # DEPENDENCYPART_ARC
(28,8),-3.70705 # DEPENDENCYPART_ARC
(28,9),-1.6449 # DEPENDENCYPART_ARC
(28,10),-2.22819 # DEPENDENCYPART_ARC
(28,11),-2.37871 # DEPENDENCYPART_ARC
(28,12),-1.11853 # DEPENDENCYPART_ARC
(28,13),-1.39132 # DEPENDENCYPART_ARC
(28,14),-1.86666 # DEPENDENCYPART_ARC
(28,15),-0.5744 # DEPENDENCYPART_ARC
(28,16),-1.96307 # DEPENDENCYPART_ARC
(28,17),-1.65453 # DEPENDENCYPART_ARC
(28,18),0.265416 # DEPENDENCYPART_ARC
(28,19),0.168533 # DEPENDENCYPART_ARC
(28,20),-0.447858 # DEPENDENCYPART_ARC
(28,21),-0.180984 # DEPENDENCYPART_ARC
(28,22),0.673576 # DEPENDENCYPART_ARC
(28,23),-0.118219 # DEPENDENCYPART_ARC
(28,24),-0.044229 # DEPENDENCYPART_ARC
(28,25),0.0578024 # DEPENDENCYPART_ARC
(28,26),1.71468 # DEPENDENCYPART_ARC
(28,27),2.37356 # DEPENDENCYPART_ARC
(28,29),4.45943 # DEPENDENCYPART_ARC
(28,30),3.94096 # DEPENDENCYPART_ARC
(28,31),3.47341 # DEPENDENCYPART_ARC
(28,32),3.36233 # DEPENDENCYPART_ARC
(28,33),0.168086 # DEPENDENCYPART_ARC
(28,34),0.697582 # DEPENDENCYPART_ARC
(28,35),0.808336 # DEPENDENCYPART_ARC
(28,36),0.770078 # DEPENDENCYPART_ARC
(28,37),-0.407795 # DEPENDENCYPART_ARC
(29,1),-5.28438 # DEPENDENCYPART_ARC
(29,2),-5.01423 # DEPENDENCYPART_ARC
(29,3),-3.93165 # DEPENDENCYPART_ARC
(29,4),-4.25414 # DEPENDENCYPART_ARC
(29,5),-5.4022 # DEPENDENCYPART_ARC
(29,6),-4.77132 # DEPENDENCYPART_ARC
(29,7),-5.0416 # DEPENDENCYPART_ARC
(29,8),-5.68059 # DEPENDENCYPART_ARC
(29,9),-3.35795 # DEPENDENCYPART_ARC
(29,10),-3.84156 # DEPENDENCYPART_ARC
(29,11),-4.18573 # DEPENDENCYPART_ARC
(29,12),-3.74124 # DEPENDENCYPART_ARC
(29,13),-4.2657 # DEPENDENCYPART_ARC
(29,14),-3.67811 # DEPENDENCYPART_ARC
(29,15),-2.55289 # DEPENDENCYPART_ARC
(29,16),-4.01976 # DEPENDENCYPART_ARC
(29,17),-3.21524 # DEPENDENCYPART_ARC
(29,18),-2.96203 # DEPENDENCYPART_ARC
(29,19),-2.42512 # DEPENDENCYPART_ARC
(29,20),-2.49639 # DEPENDENCYPART_ARC
(29,21),-2.78945 # DEPENDENCYPART_ARC
(29,22),-1.52102 # DEPENDENCYPART_ARC
(29,23),-2.08354 # DEPENDENCYPART_ARC
(29,24),-2.01759 # DEPENDENCYPART_ARC
(29,25),-2.0893 # DEPENDENCYPART_ARC
(29,26),-1.67096 # DEPENDENCYPART_ARC
(29,27),-0.670807 # DEPENDENCYPART_ARC
(29,28),-0.710695 # DEPENDENCYPART_ARC
(29,30),1.5032 # DEPENDENCYPART_ARC
(29,31),-0.537877 # DEPENDENCYPART_ARC
(29,32),0.0306831 # DEPENDENCYPART_ARC
(29,33),-1.03098 # DEPENDENCYPART_ARC
(29,34),-0.950406 # DEPENDENCYPART_ARC
(29,35),-1.39362 # DEPENDENCYPART_ARC
(29,36),-1.732 # DEPENDENCYPART_ARC
(29,37),-0.687956 # DEPENDENCYPART_ARC
(30,1),-3.72164 # DEPENDENCYPART_ARC
(30,2),-3.56402 # DEPENDENCYPART_ARC
(30,3),-2.27707 # DEPENDENCYPART_ARC
(30,4),-2.74388 # DEPENDENCYPART_ARC
(30,5),-3.97516 # DEPENDENCYPART_ARC
(30,6),-3.24931 # DEPENDENCYPART_ARC
(30,7),-3.85536 # DEPENDENCYPART_ARC
(30,8),-4.72269 # DEPENDENCYPART_ARC
(30,9),-1.54303 # DEPENDENCYPART_ARC
(30,10),-2.57887 # DEPENDENCYPART_ARC
(30,11),-2.72955 # DEPENDENCYPART_ARC
(30,12),-2.55324 # DEPENDENCYPART_ARC
(30,13),-2.49008 # DEPENDENCYPART_ARC
(30,14),-2.53903 # DEPENDENCYPART_ARC
(30,15),-0.831153 # DEPENDENCYPART_ARC
(30,16),-2.73063 # DEPENDENCYPART_ARC
(30,17),-1.62304 # DEPENDENCYPART_ARC
(30,18),-1.50993 # DEPENDENCYPART_ARC
(30,19),-0.55686 # DEPENDENCYPART_ARC
(30,20),-0.902205 # DEPENDENCYPART_ARC
(30,21),-0.923918 # DEPENDENCYPART_ARC
(30,22),0.0272435 # DEPENDENCYPART_ARC
(30,23),-0.349891 # DEPENDENCYPART_ARC
(30,24),-0.793647 # DEPENDENCYPART_ARC
(30,25),-0.719626 # DEPENDENCYPART_ARC
(30,26),-0.379795 # DEPENDENCYPART_ARC
(30,27),0.283904 # DEPENDENCYPART_ARC
(30,28),0.423069 # DEPENDENCYPART_ARC
(30,29),1.90712 # DEPENDENCYPART_ARC
(30,31),0.31919 # DEPENDENCYPART_ARC
(30,32),0.468484 # DEPENDENCYPART_ARC
(30,33),-0.344768 # DEPENDENCYPART_ARC
(30,34),-0.725859 # DEPENDENCYPART_ARC
(30,35),-1.29092 # DEPENDENCYPART_ARC
(30,36),-0.75819 # DEPENDENCYPART_ARC
(30,37),-0.356304 # DEPENDENCYPART_ARC
(31,1),-3.87023 # DEPENDENCYPART_ARC
(31,2),-3.10905 # DEPENDENCYPART_ARC
(31,3),-3.50462 # DEPENDENCYPART_ARC
(31,4),-3.73145 # DEPENDENCYPART_ARC
(31,5),-2.66492 # DEPENDENCYPART_ARC
(31,6),-3.30644 # DEPENDENCYPART_ARC
(31,7),-2.57261 # DEPENDENCYPART_ARC
(31,8),-3.28809 # DEPENDENCYPART_ARC
(31,9),-2.89118 # DEPENDENCYPART_ARC
(31,10),-3.16314 # DEPENDENCYPART_ARC
(31,11),-2.6537 # DEPENDENCYPART_ARC
(31,12),-2.67152 # DEPENDENCYPART_ARC
(31,13),-2.61957 # DEPENDENCYPART_ARC
(31,14),-2.68055 # DEPENDENCYPART_ARC
(31,15),-2.26091 # DEPENDENCYPART_ARC
(31,16),-1.91521 # DEPENDENCYPART_ARC
(31,17),-0.294894 # DEPENDENCYPART_ARC
(31,18),-1.82003 # DEPENDENCYPART_ARC
(31,19),-2.62213 # DEPENDENCYPART_ARC
(31,20),-2.07413 # DEPENDENCYPART_ARC
(31,21),-1.53811 # DEPENDENCYPART_ARC
(31,22),-1.3407 # DEPENDENCYPART_ARC
(31,23),-1.71533 # DEPENDENCYPART_ARC
(31,24),-1.60855 # DEPENDENCYPART_ARC
(31,25),-1.5835 # DEPENDENCYPART_ARC
(31,26),-1.43139 # DEPENDENCYPART_ARC
(31,27),-1.11596 # DEPENDENCYPART_ARC
(31,28),-0.564697 # DEPENDENCYPART_ARC
(31,29),-0.961263 # DEPENDENCYPART_ARC
(31,30),-0.278557 # DEPENDENCYPART_ARC
(31,32),0.127921 # DEPENDENCYPART_ARC
(31,33),-0.569253 # DEPENDENCYPART_ARC
(31,34),-0.899921 # DEPENDENCYPART_ARC
(31,35),-1.19997 # DEPENDENCYPART_ARC
(31,36),-1.40806 # DEPENDENCYPART_ARC
(31,37),-0.741038 # DEPENDENCYPART_ARC
(32,1),-4.30946 # DEPENDENCYPART_ARC
(32,2),-0.968372 # DEPENDENCYPART_ARC
(32,3),-3.65089 # DEPENDENCYPART_ARC
(32,4),-3.78161 # DEPENDENCYPART_ARC
(32,5),-4.00591 # DEPENDENCYPART_ARC
(32,6),-3.28541 # DEPENDENCYPART_ARC
(32,7),-3.77207 # DEPENDENCYPART_ARC
(32,8),-3.11072 # DEPENDENCYPART_ARC
(32,9),-3.18344 # DEPENDENCYPART_ARC
(32,10),-3.20433 # DEPENDENCYPART_ARC
(32,11),-2.8121 # DEPENDENCYPART_ARC
(32,12),-2.65041 # DEPENDENCYPART_ARC
(32,13),-2.96384 # DEPENDENCYPART_ARC
(32,14),-2.83207 # DEPENDENCYPART_ARC
(32,15),-2.48726 # DEPENDENCYPART_ARC
(32,16),-2.54885 # DEPENDENCYPART_ARC
(32,17),-2.67894 # DEPENDENCYPART_ARC
(32,18),-2.3847 # DEPENDENCYPART_ARC
(32,19),-2.54444 # DEPENDENCYPART_ARC
(32,20),-2.16302 # DEPENDENCYPART_ARC
(32,21),-1.87341 # DEPENDENCYPART_ARC
(32,22),-1.49307 # DEPENDENCYPART_ARC
(32,23),-1.73703 # DEPENDENCYPART_ARC
(32,24),-1.7818 # DEPENDENCYPART_ARC
(32,25),-1.1843 # DEPENDENCYPART_ARC
(32,26),-1.81555 # DEPENDENCYPART_ARC
(32,27),-1.07667 # DEPENDENCYPART_ARC
(32,28),-0.909344 # DEPENDENCYPART_ARC
(32,29),-0.763394 # DEPENDENCYPART_ARC
(32,30),-0.855246 # DEPENDENCYPART_ARC
(32,31),-0.418139 # DEPENDENCYPART_ARC
(32,33),3.01516 # DEPENDENCYPART_ARC
(32,34),1.5169 # DEPENDENCYPART_ARC
(32,35),0.239367 # DEPENDENCYPART_ARC
(32,36),0.653081 # DEPENDENCYPART_ARC
(32,37),0.0759516 # DEPENDENCYPART_ARC
(33,1),-4.22206 # DEPENDENCYPART_ARC
(33,2),-4.48234 # DEPENDENCYPART_ARC
(33,3),-3.88972 # DEPENDENCYPART_ARC
(33,4),-4.81843 # DEPENDENCYPART_ARC
(33,5),-4.66329 # DEPENDENCYPART_ARC
(33,6),-4.01624 # DEPENDENCYPART_ARC
(33,7),-4.32939 # DEPENDENCYPART_ARC
(33,8),-4.78502 # DEPENDENCYPART_ARC
(33,9),-3.1747 # DEPENDENCYPART_ARC
(33,10),-3.63253 # DEPENDENCYPART_ARC
(33,11),-3.75544 # DEPENDENCYPART_ARC
(33,12),-1.87268 # DEPENDENCYPART_ARC
(33,13),-2.84967 # DEPENDENCYPART_ARC
(33,14),-3.15964 # DEPENDENCYPART_ARC
(33,15),-2.12127 # DEPENDENCYPART_ARC
(33,16),-3.49 # DEPENDENCYPART_ARC
(33,17),-2.87372 # DEPENDENCYPART_ARC
(33,18),-1.22742 # DEPENDENCYPART_ARC
(33,19),-1.87975 # DEPENDENCYPART_ARC
(33,20),-2.23084 # DEPENDENCYPART_ARC
(33,21),-1.55375 # DEPENDENCYPART_ARC
(33,22),-1.16877 # DEPENDENCYPART_ARC
(33,23),-2.0519 # DEPENDENCYPART_ARC
(33,24),-1.99416 # DEPENDENCYPART_ARC
(33,25),-2.04274 # DEPENDENCYPART_ARC
(33,26),-1.03612 # DEPENDENCYPART_ARC
(33,27),-0.530636 # DEPENDENCYPART_ARC
(33,28),-0.506541 # DEPENDENCYPART_ARC
(33,29),-0.846657 # DEPENDENCYPART_ARC
(33,30),-0.533666 # DEPENDENCYPART_ARC
(33,31),0.0119132 # DEPENDENCYPART_ARC
(33,32),0.581195 # DEPENDENCYPART_ARC
(33,34),4.53377 # DEPENDENCYPART_ARC
(33,35),1.42839 # DEPENDENCYPART_ARC
(33,36),2.58638 # DEPENDENCYPART_ARC
(33,37),-0.318504 # DEPENDENCYPART_ARC
(34,1),-4.55158 # DEPENDENCYPART_ARC
(34,2),-4.37082 # DEPENDENCYPART_ARC
(34,3),-3.56299 # DEPENDENCYPART_ARC
(34,4),-3.3114 # DEPENDENCYPART_ARC
(34,5),-4.59742 # DEPENDENCYPART_ARC
(34,6),-3.89376 # DEPENDENCYPART_ARC
(34,7),-4.36618 # DEPENDENCYPART_ARC
(34,8),-4.86244 # DEPENDENCYPART_ARC
(34,9),-2.74367 # DEPENDENCYPART_ARC
(34,10),-2.7767 # DEPENDENCYPART_ARC
(34,11),-3.69174 # DEPENDENCYPART_ARC
(34,12),-2.76457 # DEPENDENCYPART_ARC
(34,13),-3.48223 # DEPENDENCYPART_ARC
(34,14),-2.53187 # DEPENDENCYPART_ARC
(34,15),-1.87237 # DEPENDENCYPART_ARC
(34,16),-3.35762 # DEPENDENCYPART_ARC
(34,17),-1.71809 # DEPENDENCYPART_ARC
(34,18),-2.24299 # DEPENDENCYPART_ARC
(34,19),-1.30126 # DEPENDENCYPART_ARC
(34,20),-1.93334 # DEPENDENCYPART_ARC
(34,21),-1.85486 # DEPENDENCYPART_ARC
(34,22),-1.35447 # DEPENDENCYPART_ARC
(34,23),-1.4829 # DEPENDENCYPART_ARC
(34,24),-1.23005 # DEPENDENCYPART_ARC
(34,25),-1.74792 # DEPENDENCYPART_ARC
(34,26),-1.61499 # DEPENDENCYPART_ARC
(34,27),-0.727185 # DEPENDENCYPART_ARC
(34,28),-1.65197 # DEPENDENCYPART_ARC
(34,29),0.139238 # DEPENDENCYPART_ARC
(34,30),-0.222132 # DEPENDENCYPART_ARC
(34,31),0.263372 # DEPENDENCYPART_ARC
(34,32),0.242897 # DEPENDENCYPART_ARC
(34,33),0.63714 # DEPENDENCYPART_ARC
(34,35),0.795874 # DEPENDENCYPART_ARC
(34,36),0.883113 # DEPENDENCYPART_ARC
(34,37),0.139108 # DEPENDENCYPART_ARC
(35,1),-4.37833 # DEPENDENCYPART_ARC
(35,2),-4.40136 # DEPENDENCYPART_ARC
(35,3),-3.66965 # DEPENDENCYPART_ARC
(35,4),-4.51909 # DEPENDENCYPART_ARC
(35,5),-4.47675 # DEPENDENCYPART_ARC
(35,6),-4.03445 # DEPENDENCYPART_ARC
(35,7),-4.44606 # DEPENDENCYPART_ARC
(35,8),-3.10264 # DEPENDENCYPART_ARC
(35,9),-3.08897 # DEPENDENCYPART_ARC
(35,10),-3.50379 # DEPENDENCYPART_ARC
(35,11),-4.00007 # DEPENDENCYPART_ARC
(35,12),-2.72026 # DEPENDENCYPART_ARC
(35,13),-3.19709 # DEPENDENCYPART_ARC
(35,14),-3.32238 # DEPENDENCYPART_ARC
(35,15),-2.83906 # DEPENDENCYPART_ARC
(35,16),-3.49229 # DEPENDENCYPART_ARC
(35,17),-2.87844 # DEPENDENCYPART_ARC
(35,18),-2.96938 # DEPENDENCYPART_ARC
(35,19),-3.06066 # DEPENDENCYPART_ARC
(35,20),-2.69754 # DEPENDENCYPART_ARC
(35,21),-2.50824 # DEPENDENCYPART_ARC
(35,22),-1.82517 # DEPENDENCYPART_ARC
(35,23),-2.39153 # DEPENDENCYPART_ARC
(35,24),-2.1736 # DEPENDENCYPART_ARC
(35,25),-2.25614 # DEPENDENCYPART_ARC
(35,26),-2.29408 # DEPENDENCYPART_ARC
(35,27),-0.988632 # DEPENDENCYPART_ARC
(35,28),-1.54653 # DEPENDENCYPART_ARC
(35,29),-1.55725 # DEPENDENCYPART_ARC
(35,30),-1.30398 # DEPENDENCYPART_ARC
(35,31),-1.11493 # DEPENDENCYPART_ARC
(35,32),-1.38153 # DEPENDENCYPART_ARC
(35,33),-0.289498 # DEPENDENCYPART_ARC
(35,34),0.0249011 # DEPENDENCYPART_ARC
(35,36),0.492428 # DEPENDENCYPART_ARC
(35,37),-1.26544 # DEPENDENCYPART_ARC
(36,1),-4.10455 # DEPENDENCYPART_ARC
(36,2),-3.75892 # DEPENDENCYPART_ARC
(36,3),-8.83616 # DEPENDENCYPART_ARC
(36,4),-6.40867 # DEPENDENCYPART_ARC
(36,5),-9.73419 # DEPENDENCYPART_ARC
(36,6),-3.24454 # DEPENDENCYPART_ARC
(36,7),-8.94011 # DEPENDENCYPART_ARC
(36,8),-3.27945 # DEPENDENCYPART_ARC
(36,9),-5.33656 # DEPENDENCYPART_ARC
(36,10),-4.62028 # DEPENDENCYPART_ARC
(36,11),-4.51446 # DEPENDENCYPART_ARC
(36,12),-2.21093 # DEPENDENCYPART_ARC
(36,13),-4.64618 # DEPENDENCYPART_ARC
(36,14),-4.1347 # DEPENDENCYPART_ARC
(36,15),-0.937015 # DEPENDENCYPART_ARC
(36,16),-5.09155 # DEPENDENCYPART_ARC
(36,17),-1.22756 # DEPENDENCYPART_ARC
(36,18),-1.57401 # DEPENDENCYPART_ARC
(36,19),-1.78235 # DEPENDENCYPART_ARC
(36,20),-3.75976 # DEPENDENCYPART_ARC
(36,21),-2.65105 # DEPENDENCYPART_ARC
(36,22),-0.66796 # DEPENDENCYPART_ARC
(36,23),-1.09721 # DEPENDENCYPART_ARC
(36,24),-1.94012 # DEPENDENCYPART_ARC
(36,25),-1.61233 # DEPENDENCYPART_ARC
(36,26),-0.817801 # DEPENDENCYPART_ARC
(36,27),-0.21507 # DEPENDENCYPART_ARC
(36,28),-0.921749 # DEPENDENCYPART_ARC
(36,29),-0.84241 # DEPENDENCYPART_ARC
(36,30),-1.44021 # DEPENDENCYPART_ARC
(36,31),0.0251034 # DEPENDENCYPART_ARC
(36,32),0.213112 # DEPENDENCYPART_ARC
(36,33),0.593131 # DEPENDENCYPART_ARC
(36,34),0.762433 # DEPENDENCYPART_ARC
(36,35),5.27911 # DEPENDENCYPART_ARC
(36,37),-0.962976 # DEPENDENCYPART_ARC
(37,1),-3.17291 # DEPENDENCYPART_ARC
(37,2),-2.66445 # DEPENDENCYPART_ARC
(37,3),-3.82507 # DEPENDENCYPART_ARC
(37,4),-4.29204 # DEPENDENCYPART_ARC
(37,5),-4.53199 # DEPENDENCYPART_ARC
(37,6),-4.32689 # DEPENDENCYPART_ARC
(37,7),-3.87933 # DEPENDENCYPART_ARC
(37,8),-4.27706 # DEPENDENCYPART_ARC
(37,9),-3.2036 # DEPENDENCYPART_ARC
(37,10),-3.60168 # DEPENDENCYPART_ARC
(37,11),-2.19693 # DEPENDENCYPART_ARC
(37,12),-3.62031 # DEPENDENCYPART_ARC
(37,13),-3.84749 # DEPENDENCYPART_ARC
(37,14),-3.33372 # DEPENDENCYPART_ARC
(37,15),-2.81795 # DEPENDENCYPART_ARC
(37,16),-3.5833 # DEPENDENCYPART_ARC
(37,17),-1.60127 # DEPENDENCYPART_ARC
(37,18),-2.16076 # DEPENDENCYPART_ARC
(37,19),-1.99632 # DEPENDENCYPART_ARC
(37,20),-2.48136 # DEPENDENCYPART_ARC
(37,21),-2.10488 # DEPENDENCYPART_ARC
(37,22),-1.86544 # DEPENDENCYPART_ARC
(37,23),-2.24327 # DEPENDENCYPART_ARC
(37,24),-2.16681 # DEPENDENCYPART_ARC
(37,25),-1.37749 # DEPENDENCYPART_ARC
(37,26),-1.60445 # DEPENDENCYPART_ARC
(37,27),-1.76904 # DEPENDENCYPART_ARC
(37,28),-1.93176 # DEPENDENCYPART_ARC
(37,29),-1.7325 # DEPENDENCYPART_ARC
(37,30),-1.59792 # DEPENDENCYPART_ARC
(37,31),-0.305337 # DEPENDENCYPART_ARC
(37,32),-1.3089 # DEPENDENCYPART_ARC
(37,33),-1.12506 # DEPENDENCYPART_ARC
(37,34),-1.00875 # DEPENDENCYPART_ARC
(37,35),-0.694584 # DEPENDENCYPART_ARC
(37,36),-1.79557 # DEPENDENCYPART_ARC
