# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,6,13,10,13,16,14,10,19,13,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(31,28),-0.6271 # DEPENDENCYPART_ARC
(31,29),0.216898 # DEPENDENCYPART_ARC
(31,30),0.194665 # DEPENDENCYPART_ARC
(31,32),1.17125 # DEPENDENCYPART_ARC
(31,33),0.136805 # DEPENDENCYPART_ARC
(32,1),-4.14828 # DEPENDENCYPART_ARC
(32,2),-2.2732 # DEPENDENCYPART_ARC
(32,3),-3.78592 # DEPENDENCYPART_ARC
(32,4),-8.97675 # DEPENDENCYPART_ARC
(32,5),-5.22666 # DEPENDENCYPART_ARC
(32,6),-5.54164 # DEPENDENCYPART_ARC
(32,7),-2.57603 # DEPENDENCYPART_ARC
(32,8),-5.01519 # DEPENDENCYPART_ARC
(32,9),-2.41157 # DEPENDENCYPART_ARC
(32,10),-5.27782 # DEPENDENCYPART_ARC
(32,11),-2.31755 # DEPENDENCYPART_ARC
(32,12),-4.39055 # DEPENDENCYPART_ARC
(32,13),-4.11488 # DEPENDENCYPART_ARC
(32,14),-1.82934 # DEPENDENCYPART_ARC
(32,15),-3.85768 # DEPENDENCYPART_ARC
(32,16),-4.38969 # DEPENDENCYPART_ARC
(32,17),-1.88647 # DEPENDENCYPART_ARC
(32,18),-2.22272 # DEPENDENCYPART_ARC
(32,19),-1.35477 # DEPENDENCYPART_ARC
(32,20),-4.72364 # DEPENDENCYPART_ARC
(32,21),-3.32265 # DEPENDENCYPART_ARC
(32,22),-0.85351 # DEPENDENCYPART_ARC
(32,23),-0.901671 # DEPENDENCYPART_ARC
(32,24),-0.603322 # DEPENDENCYPART_ARC
(32,25),-0.326824 # DEPENDENCYPART_ARC
(32,26),1.01691 # DEPENDENCYPART_ARC
(32,27),0.101991 # DEPENDENCYPART_ARC
(32,28),-0.00851138 # DEPENDENCYPART_ARC
(32,29),2.5419 # DEPENDENCYPART_ARC
(32,30),0.455992 # DEPENDENCYPART_ARC
(32,31),3.45709 # DEPENDENCYPART_ARC
(32,33),-0.0150914 # DEPENDENCYPART_ARC
(33,1),-1.54552 # DEPENDENCYPART_ARC
(33,2),-4.68853 # DEPENDENCYPART_ARC
(33,3),-3.71947 # DEPENDENCYPART_ARC
(33,4),-3.40555 # DEPENDENCYPART_ARC
(33,5),-3.82598 # DEPENDENCYPART_ARC
(33,6),-2.43413 # DEPENDENCYPART_ARC
(33,7),-4.11367 # DEPENDENCYPART_ARC
(33,8),-3.49917 # DEPENDENCYPART_ARC
(33,9),-2.48038 # DEPENDENCYPART_ARC
(33,10),-2.5118 # DEPENDENCYPART_ARC
(33,11),-1.44741 # DEPENDENCYPART_ARC
(33,12),-2.42421 # DEPENDENCYPART_ARC
(33,13),-2.20509 # DEPENDENCYPART_ARC
(33,14),-2.76722 # DEPENDENCYPART_ARC
(33,15),-2.0373 # DEPENDENCYPART_ARC
(33,16),-2.11791 # DEPENDENCYPART_ARC
(33,17),-0.903497 # DEPENDENCYPART_ARC
(33,18),-1.65832 # DEPENDENCYPART_ARC
(33,19),-2.12894 # DEPENDENCYPART_ARC
(33,20),-1.773 # DEPENDENCYPART_ARC
(33,21),-1.79278 # DEPENDENCYPART_ARC
(33,22),-2.04959 # DEPENDENCYPART_ARC
(33,23),-1.56195 # DEPENDENCYPART_ARC
(33,24),-1.66139 # DEPENDENCYPART_ARC
(33,25),-1.69491 # DEPENDENCYPART_ARC
(33,26),-1.03726 # DEPENDENCYPART_ARC
(33,27),-1.59068 # DEPENDENCYPART_ARC
(33,28),-1.51806 # DEPENDENCYPART_ARC
(33,29),-1.42918 # DEPENDENCYPART_ARC
(33,30),-1.0906 # DEPENDENCYPART_ARC
(33,31),-1.54703 # DEPENDENCYPART_ARC
(33,32),-1.58226 # DEPENDENCYPART_ARC
