# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(28,9),-3.04472 # DEPENDENCYPART_ARC
(28,10),-2.84407 # DEPENDENCYPART_ARC
(28,11),-2.82893 # DEPENDENCYPART_ARC
(28,12),-3.08516 # DEPENDENCYPART_ARC
(28,13),-1.82508 # DEPENDENCYPART_ARC
(28,14),-2.88602 # DEPENDENCYPART_ARC
(28,15),-1.9137 # DEPENDENCYPART_ARC
(28,16),-2.64529 # DEPENDENCYPART_ARC
(28,17),-2.30173 # DEPENDENCYPART_ARC
(28,18),-2.25268 # DEPENDENCYPART_ARC
(28,19),-1.43945 # DEPENDENCYPART_ARC
(28,20),-1.73178 # DEPENDENCYPART_ARC
(28,21),-2.28815 # DEPENDENCYPART_ARC
(28,22),-1.22235 # DEPENDENCYPART_ARC
(28,23),-1.95851 # DEPENDENCYPART_ARC
(28,24),-0.794967 # DEPENDENCYPART_ARC
(28,25),-1.00139 # DEPENDENCYPART_ARC
(28,26),0.0840229 # DEPENDENCYPART_ARC
(28,27),-0.653872 # DEPENDENCYPART_ARC
(28,29),0.533117 # DEPENDENCYPART_ARC
(28,30),3.40518 # DEPENDENCYPART_ARC
(28,31),0.496615 # DEPENDENCYPART_ARC
(28,32),0.297709 # DEPENDENCYPART_ARC
(28,33),-0.759128 # DEPENDENCYPART_ARC
(28,34),-0.478694 # DEPENDENCYPART_ARC
(28,35),-0.307778 # DEPENDENCYPART_ARC
(28,36),0.493806 # DEPENDENCYPART_ARC
(28,37),0.92687 # DEPENDENCYPART_ARC
(29,1),-4.04733 # DEPENDENCYPART_ARC
(29,2),-5.36538 # DEPENDENCYPART_ARC
(29,3),-3.23835 # DEPENDENCYPART_ARC
(29,4),-5.64902 # DEPENDENCYPART_ARC
(29,5),-6.22786 # DEPENDENCYPART_ARC
(29,6),-4.03553 # DEPENDENCYPART_ARC
(29,7),-3.65222 # DEPENDENCYPART_ARC
(29,8),-3.80959 # DEPENDENCYPART_ARC
(29,9),-3.21061 # DEPENDENCYPART_ARC
(29,10),-3.64486 # DEPENDENCYPART_ARC
(29,11),-2.90503 # DEPENDENCYPART_ARC
(29,12),-3.89439 # DEPENDENCYPART_ARC
(29,13),-2.82063 # DEPENDENCYPART_ARC
(29,14),-3.44827 # DEPENDENCYPART_ARC
(29,15),-1.33647 # DEPENDENCYPART_ARC
(29,16),-3.00184 # DEPENDENCYPART_ARC
(29,17),-2.52117 # DEPENDENCYPART_ARC
(29,18),-2.70176 # DEPENDENCYPART_ARC
(29,19),-1.68997 # DEPENDENCYPART_ARC
(29,20),-1.08037 # DEPENDENCYPART_ARC
(29,21),-2.9071 # DEPENDENCYPART_ARC
(29,22),-1.7213 # DEPENDENCYPART_ARC
(29,23),-1.9776 # DEPENDENCYPART_ARC
(29,24),-0.272748 # DEPENDENCYPART_ARC
(29,25),-0.329471 # DEPENDENCYPART_ARC
(29,26),0.436473 # DEPENDENCYPART_ARC
(29,27),0.254962 # DEPENDENCYPART_ARC
(29,28),1.43769 # DEPENDENCYPART_ARC
(29,30),0.898867 # DEPENDENCYPART_ARC
(29,31),-0.519608 # DEPENDENCYPART_ARC
(29,32),-0.371799 # DEPENDENCYPART_ARC
(29,33),-1.17236 # DEPENDENCYPART_ARC
(29,34),1.04944 # DEPENDENCYPART_ARC
(29,35),-0.893953 # DEPENDENCYPART_ARC
(29,36),-0.427932 # DEPENDENCYPART_ARC
(29,37),-0.77422 # DEPENDENCYPART_ARC
(30,1),0.986064 # DEPENDENCYPART_ARC
(30,2),-1.87694 # DEPENDENCYPART_ARC
(30,3),-1.75128 # DEPENDENCYPART_ARC
(30,4),-1.99156 # DEPENDENCYPART_ARC
(30,5),-1.65927 # DEPENDENCYPART_ARC
(30,6),-1.10054 # DEPENDENCYPART_ARC
(30,7),-1.29822 # DEPENDENCYPART_ARC
(30,8),-0.968585 # DEPENDENCYPART_ARC
(30,9),-0.81474 # DEPENDENCYPART_ARC
(30,10),-0.545933 # DEPENDENCYPART_ARC
(30,11),-0.441809 # DEPENDENCYPART_ARC
(30,12),-1.3156 # DEPENDENCYPART_ARC
(30,13),-1.58598 # DEPENDENCYPART_ARC
(30,14),-1.45272 # DEPENDENCYPART_ARC
(30,15),-0.735977 # DEPENDENCYPART_ARC
(30,16),-0.923271 # DEPENDENCYPART_ARC
(30,17),-0.166974 # DEPENDENCYPART_ARC
(30,18),-0.229537 # DEPENDENCYPART_ARC
(30,19),0.138143 # DEPENDENCYPART_ARC
(30,20),0.0940978 # DEPENDENCYPART_ARC
(30,21),-0.559078 # DEPENDENCYPART_ARC
(30,22),-0.212077 # DEPENDENCYPART_ARC
(30,23),-0.2595 # DEPENDENCYPART_ARC
(30,24),1.61338 # DEPENDENCYPART_ARC
(30,25),0.318392 # DEPENDENCYPART_ARC
(30,26),0.548969 # DEPENDENCYPART_ARC
(30,27),1.18536 # DEPENDENCYPART_ARC
(30,28),1.27193 # DEPENDENCYPART_ARC
(30,29),2.89625 # DEPENDENCYPART_ARC
(30,31),3.96031 # DEPENDENCYPART_ARC
(30,32),3.00017 # DEPENDENCYPART_ARC
(30,33),0.509212 # DEPENDENCYPART_ARC
(30,34),0.155123 # DEPENDENCYPART_ARC
(30,35),1.18985 # DEPENDENCYPART_ARC
(30,36),3.58889 # DEPENDENCYPART_ARC
(30,37),2.60249 # DEPENDENCYPART_ARC
(31,1),-3.21402 # DEPENDENCYPART_ARC
(31,2),-3.40538 # DEPENDENCYPART_ARC
(31,3),-3.72917 # DEPENDENCYPART_ARC
(31,4),-2.66752 # DEPENDENCYPART_ARC
(31,5),-4.00771 # DEPENDENCYPART_ARC
(31,6),-3.1737 # DEPENDENCYPART_ARC
(31,7),-2.61888 # DEPENDENCYPART_ARC
(31,8),-2.6164 # DEPENDENCYPART_ARC
(31,9),-2.63207 # DEPENDENCYPART_ARC
(31,10),-2.66645 # DEPENDENCYPART_ARC
(31,11),-2.49294 # DEPENDENCYPART_ARC
(31,12),-2.54973 # DEPENDENCYPART_ARC
(31,13),-1.45662 # DEPENDENCYPART_ARC
(31,14),-2.33821 # DEPENDENCYPART_ARC
(31,15),-1.90179 # DEPENDENCYPART_ARC
(31,16),-2.1453 # DEPENDENCYPART_ARC
(31,17),-1.59289 # DEPENDENCYPART_ARC
(31,18),-2.02868 # DEPENDENCYPART_ARC
(31,19),-1.86712 # DEPENDENCYPART_ARC
(31,20),-0.999492 # DEPENDENCYPART_ARC
(31,21),-1.86376 # DEPENDENCYPART_ARC
(31,22),-0.791591 # DEPENDENCYPART_ARC
(31,23),-1.37162 # DEPENDENCYPART_ARC
(31,24),-1.09161 # DEPENDENCYPART_ARC
(31,25),-1.27595 # DEPENDENCYPART_ARC
(31,26),0.212586 # DEPENDENCYPART_ARC
(31,27),-0.80303 # DEPENDENCYPART_ARC
(31,28),0.415075 # DEPENDENCYPART_ARC
(31,29),-0.369232 # DEPENDENCYPART_ARC
(31,30),0.124343 # DEPENDENCYPART_ARC
(31,32),0.211405 # DEPENDENCYPART_ARC
(31,33),-0.690141 # DEPENDENCYPART_ARC
(31,34),-1.127 # DEPENDENCYPART_ARC
(31,35),-0.773226 # DEPENDENCYPART_ARC
(31,36),-2.02051 # DEPENDENCYPART_ARC
(31,37),-0.933345 # DEPENDENCYPART_ARC
(32,1),-3.26444 # DEPENDENCYPART_ARC
(32,2),-3.38248 # DEPENDENCYPART_ARC
(32,3),-3.65099 # DEPENDENCYPART_ARC
(32,4),-3.27021 # DEPENDENCYPART_ARC
(32,5),-3.4088 # DEPENDENCYPART_ARC
(32,6),-2.2986 # DEPENDENCYPART_ARC
(32,7),-3.0309 # DEPENDENCYPART_ARC
(32,8),-3.14878 # DEPENDENCYPART_ARC
(32,9),-2.63061 # DEPENDENCYPART_ARC
(32,10),-2.6221 # DEPENDENCYPART_ARC
(32,11),-2.37151 # DEPENDENCYPART_ARC
(32,12),-2.38604 # DEPENDENCYPART_ARC
(32,13),-2.23107 # DEPENDENCYPART_ARC
(32,14),-2.70782 # DEPENDENCYPART_ARC
(32,15),-1.36483 # DEPENDENCYPART_ARC
(32,16),-1.65724 # DEPENDENCYPART_ARC
(32,17),-1.70764 # DEPENDENCYPART_ARC
(32,18),-1.32956 # DEPENDENCYPART_ARC
(32,19),-1.4803 # DEPENDENCYPART_ARC
(32,20),-1.89916 # DEPENDENCYPART_ARC
(32,21),-2.11097 # DEPENDENCYPART_ARC
(32,22),-1.53811 # DEPENDENCYPART_ARC
(32,23),-1.88286 # DEPENDENCYPART_ARC
(32,24),-0.821175 # DEPENDENCYPART_ARC
(32,25),-1.09336 # DEPENDENCYPART_ARC
(32,26),-0.398487 # DEPENDENCYPART_ARC
(32,27),-0.287297 # DEPENDENCYPART_ARC
(32,28),0.792023 # DEPENDENCYPART_ARC
(32,29),0.217328 # DEPENDENCYPART_ARC
(32,30),-0.506716 # DEPENDENCYPART_ARC
(32,31),1.71228 # DEPENDENCYPART_ARC
(32,33),2.13666 # DEPENDENCYPART_ARC
(32,34),1.35489 # DEPENDENCYPART_ARC
(32,35),3.0832 # DEPENDENCYPART_ARC
(32,36),0.577571 # DEPENDENCYPART_ARC
(32,37),0.790976 # DEPENDENCYPART_ARC
(33,1),-4.53539 # DEPENDENCYPART_ARC
(33,2),-6.28575 # DEPENDENCYPART_ARC
(33,3),-3.87913 # DEPENDENCYPART_ARC
(33,4),-6.42788 # DEPENDENCYPART_ARC
(33,5),-6.90935 # DEPENDENCYPART_ARC
(33,6),-4.73377 # DEPENDENCYPART_ARC
(33,7),-4.56847 # DEPENDENCYPART_ARC
(33,8),-4.62263 # DEPENDENCYPART_ARC
(33,9),-4.10565 # DEPENDENCYPART_ARC
(33,10),-4.55916 # DEPENDENCYPART_ARC
(33,11),-3.66555 # DEPENDENCYPART_ARC
(33,12),-4.76719 # DEPENDENCYPART_ARC
(33,13),-4.10416 # DEPENDENCYPART_ARC
(33,14),-4.35799 # DEPENDENCYPART_ARC
(33,15),-1.93721 # DEPENDENCYPART_ARC
(33,16),-3.68431 # DEPENDENCYPART_ARC
(33,17),-3.3753 # DEPENDENCYPART_ARC
(33,18),-3.55935 # DEPENDENCYPART_ARC
(33,19),-2.97689 # DEPENDENCYPART_ARC
(33,20),-2.40208 # DEPENDENCYPART_ARC
(33,21),-4.39929 # DEPENDENCYPART_ARC
(33,22),-3.28934 # DEPENDENCYPART_ARC
(33,23),-2.88095 # DEPENDENCYPART_ARC
(33,24),-1.69071 # DEPENDENCYPART_ARC
(33,25),-2.10673 # DEPENDENCYPART_ARC
(33,26),-1.14086 # DEPENDENCYPART_ARC
(33,27),-1.81444 # DEPENDENCYPART_ARC
(33,28),-0.632556 # DEPENDENCYPART_ARC
(33,29),0.428212 # DEPENDENCYPART_ARC
(33,30),-0.965267 # DEPENDENCYPART_ARC
(33,31),0.169693 # DEPENDENCYPART_ARC
(33,32),0.907366 # DEPENDENCYPART_ARC
(33,34),4.47373 # DEPENDENCYPART_ARC
(33,35),0.583304 # DEPENDENCYPART_ARC
(33,36),0.122036 # DEPENDENCYPART_ARC
(33,37),0.322854 # DEPENDENCYPART_ARC
(34,1),-4.80604 # DEPENDENCYPART_ARC
(34,2),-4.06447 # DEPENDENCYPART_ARC
(34,3),-5.06081 # DEPENDENCYPART_ARC
(34,4),-3.01315 # DEPENDENCYPART_ARC
(34,5),-4.64419 # DEPENDENCYPART_ARC
(34,6),-3.04295 # DEPENDENCYPART_ARC
(34,7),-3.63069 # DEPENDENCYPART_ARC
(34,8),-3.0004 # DEPENDENCYPART_ARC
(34,9),-2.67594 # DEPENDENCYPART_ARC
(34,10),-3.06819 # DEPENDENCYPART_ARC
(34,11),-2.59624 # DEPENDENCYPART_ARC
(34,12),-2.90908 # DEPENDENCYPART_ARC
(34,13),-2.1092 # DEPENDENCYPART_ARC
(34,14),-2.62355 # DEPENDENCYPART_ARC
(34,15),-1.85796 # DEPENDENCYPART_ARC
(34,16),-2.33901 # DEPENDENCYPART_ARC
(34,17),-2.59906 # DEPENDENCYPART_ARC
(34,18),-1.79944 # DEPENDENCYPART_ARC
(34,19),-2.32678 # DEPENDENCYPART_ARC
(34,20),-1.85648 # DEPENDENCYPART_ARC
(34,21),-2.55031 # DEPENDENCYPART_ARC
(34,22),-1.24522 # DEPENDENCYPART_ARC
(34,23),-1.89053 # DEPENDENCYPART_ARC
(34,24),-1.29638 # DEPENDENCYPART_ARC
(34,25),-1.26601 # DEPENDENCYPART_ARC
(34,26),-0.594594 # DEPENDENCYPART_ARC
(34,27),-1.56618 # DEPENDENCYPART_ARC
(34,28),-0.46184 # DEPENDENCYPART_ARC
(34,29),-0.0921597 # DEPENDENCYPART_ARC
(34,30),-0.747358 # DEPENDENCYPART_ARC
(34,31),-0.351466 # DEPENDENCYPART_ARC
(34,32),0.42861 # DEPENDENCYPART_ARC
(34,33),1.21348 # DEPENDENCYPART_ARC
(34,35),-0.493407 # DEPENDENCYPART_ARC
(34,36),-1.30115 # DEPENDENCYPART_ARC
(34,37),-1.10564 # DEPENDENCYPART_ARC
(35,1),-4.11278 # DEPENDENCYPART_ARC
(35,2),-4.22007 # DEPENDENCYPART_ARC
(35,3),-4.53134 # DEPENDENCYPART_ARC
(35,4),-8.60921 # DEPENDENCYPART_ARC
(35,5),-6.4424 # DEPENDENCYPART_ARC
(35,6),-3.54939 # DEPENDENCYPART_ARC
(35,7),-6.16108 # DEPENDENCYPART_ARC
(35,8),-5.89189 # DEPENDENCYPART_ARC
(35,9),-3.80774 # DEPENDENCYPART_ARC
(35,10),-3.73518 # DEPENDENCYPART_ARC
(35,11),-3.1471 # DEPENDENCYPART_ARC
(35,12),-2.78557 # DEPENDENCYPART_ARC
(35,13),-1.7077 # DEPENDENCYPART_ARC
(35,14),-1.6527 # DEPENDENCYPART_ARC
(35,15),-2.37216 # DEPENDENCYPART_ARC
(35,16),-1.53557 # DEPENDENCYPART_ARC
(35,17),-3.9569 # DEPENDENCYPART_ARC
(35,18),-2.31347 # DEPENDENCYPART_ARC
(35,19),-1.51991 # DEPENDENCYPART_ARC
(35,20),-1.87564 # DEPENDENCYPART_ARC
(35,21),-3.57239 # DEPENDENCYPART_ARC
(35,22),-1.1989 # DEPENDENCYPART_ARC
(35,23),-1.23637 # DEPENDENCYPART_ARC
(35,24),-0.486595 # DEPENDENCYPART_ARC
(35,25),-0.76604 # DEPENDENCYPART_ARC
(35,26),-0.907222 # DEPENDENCYPART_ARC
(35,27),-1.22943 # DEPENDENCYPART_ARC
(35,28),-0.841771 # DEPENDENCYPART_ARC
(35,29),1.43142 # DEPENDENCYPART_ARC
(35,30),0.113564 # DEPENDENCYPART_ARC
(35,31),0.529534 # DEPENDENCYPART_ARC
(35,32),0.639035 # DEPENDENCYPART_ARC
(35,33),4.55225 # DEPENDENCYPART_ARC
(35,34),1.50943 # DEPENDENCYPART_ARC
(35,36),0.678563 # DEPENDENCYPART_ARC
(35,37),0.0878049 # DEPENDENCYPART_ARC
(36,1),-3.86012 # DEPENDENCYPART_ARC
(36,2),-4.00049 # DEPENDENCYPART_ARC
(36,3),-5.01345 # DEPENDENCYPART_ARC
(36,4),-3.94658 # DEPENDENCYPART_ARC
(36,5),-3.84633 # DEPENDENCYPART_ARC
(36,6),-3.26093 # DEPENDENCYPART_ARC
(36,7),-3.18157 # DEPENDENCYPART_ARC
(36,8),-3.11254 # DEPENDENCYPART_ARC
(36,9),-3.13866 # DEPENDENCYPART_ARC
(36,10),-3.39068 # DEPENDENCYPART_ARC
(36,11),-2.93736 # DEPENDENCYPART_ARC
(36,12),-3.30963 # DEPENDENCYPART_ARC
(36,13),-1.58737 # DEPENDENCYPART_ARC
(36,14),-3.18067 # DEPENDENCYPART_ARC
(36,15),-2.36203 # DEPENDENCYPART_ARC
(36,16),-2.79444 # DEPENDENCYPART_ARC
(36,17),-2.73651 # DEPENDENCYPART_ARC
(36,18),-2.28889 # DEPENDENCYPART_ARC
(36,19),-2.75569 # DEPENDENCYPART_ARC
(36,20),-2.57297 # DEPENDENCYPART_ARC
(36,21),-1.86783 # DEPENDENCYPART_ARC
(36,22),-0.792777 # DEPENDENCYPART_ARC
(36,23),-1.63521 # DEPENDENCYPART_ARC
(36,24),-1.58238 # DEPENDENCYPART_ARC
(36,25),-1.71899 # DEPENDENCYPART_ARC
(36,26),-1.39877 # DEPENDENCYPART_ARC
(36,27),-1.58965 # DEPENDENCYPART_ARC
(36,28),-1.2617 # DEPENDENCYPART_ARC
(36,29),-1.44127 # DEPENDENCYPART_ARC
(36,30),-0.881605 # DEPENDENCYPART_ARC
(36,31),-1.71268 # DEPENDENCYPART_ARC
(36,32),-1.13305 # DEPENDENCYPART_ARC
(36,33),-1.06929 # DEPENDENCYPART_ARC
(36,34),-1.33601 # DEPENDENCYPART_ARC
(36,35),-1.45916 # DEPENDENCYPART_ARC
(36,37),-0.458717 # DEPENDENCYPART_ARC
(37,1),-1.43481 # DEPENDENCYPART_ARC
(37,2),-4.28217 # DEPENDENCYPART_ARC
(37,3),-4.63565 # DEPENDENCYPART_ARC
(37,4),-4.14704 # DEPENDENCYPART_ARC
(37,5),-5.02656 # DEPENDENCYPART_ARC
(37,6),-4.0529 # DEPENDENCYPART_ARC
(37,7),-4.16203 # DEPENDENCYPART_ARC
(37,8),-4.22741 # DEPENDENCYPART_ARC
(37,9),-3.73008 # DEPENDENCYPART_ARC
(37,10),-3.43044 # DEPENDENCYPART_ARC
(37,11),-3.57257 # DEPENDENCYPART_ARC
(37,12),-3.34941 # DEPENDENCYPART_ARC
(37,13),-2.9682 # DEPENDENCYPART_ARC
(37,14),-3.39651 # DEPENDENCYPART_ARC
(37,15),-2.59181 # DEPENDENCYPART_ARC
(37,16),-2.98793 # DEPENDENCYPART_ARC
(37,17),-3.43578 # DEPENDENCYPART_ARC
(37,18),-2.80403 # DEPENDENCYPART_ARC
(37,19),-2.64215 # DEPENDENCYPART_ARC
(37,20),-2.93201 # DEPENDENCYPART_ARC
(37,21),-3.0428 # DEPENDENCYPART_ARC
(37,22),-1.96468 # DEPENDENCYPART_ARC
(37,23),-2.50629 # DEPENDENCYPART_ARC
(37,24),-1.92774 # DEPENDENCYPART_ARC
(37,25),-1.55408 # DEPENDENCYPART_ARC
(37,26),-1.62468 # DEPENDENCYPART_ARC
(37,27),-2.24722 # DEPENDENCYPART_ARC
(37,28),-1.20602 # DEPENDENCYPART_ARC
(37,29),-1.86171 # DEPENDENCYPART_ARC
(37,30),-1.2298 # DEPENDENCYPART_ARC
(37,31),-1.83043 # DEPENDENCYPART_ARC
(37,32),-1.28584 # DEPENDENCYPART_ARC
(37,33),-1.26905 # DEPENDENCYPART_ARC
(37,34),-0.781666 # DEPENDENCYPART_ARC
(37,35),-1.15859 # DEPENDENCYPART_ARC
(37,36),-0.22138 # DEPENDENCYPART_ARC
