# _root_ Una altra de les novetats d' aquest any ha estat l' excés d' oferta per a Roma , Londres i París , destins per als quals ha estat possible trobar bitllet fins a última hora .
#goldHeads=3,1,10,5,3,3,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,28,24,25,28,23,28,28,30,30,32,35,33,10,
#predictedHeads=2,10,2,5,3,5,8,6,10,0,12,10,12,13,10,15,16,17,17,17,17,23,17,23,24,25,28,23,28,28,30,30,32,35,33,10,
(29,2),-3.01165 # DEPENDENCYPART_ARC
(29,3),-3.86001 # DEPENDENCYPART_ARC
(29,4),-3.17224 # DEPENDENCYPART_ARC
(29,5),-4.99189 # DEPENDENCYPART_ARC
(29,6),-2.90819 # DEPENDENCYPART_ARC
(29,7),-2.88054 # DEPENDENCYPART_ARC
(29,8),-4.43465 # DEPENDENCYPART_ARC
(29,9),-3.17652 # DEPENDENCYPART_ARC
(29,10),-3.48864 # DEPENDENCYPART_ARC
(29,11),-2.18755 # DEPENDENCYPART_ARC
(29,12),-3.82333 # DEPENDENCYPART_ARC
(29,13),-1.96238 # DEPENDENCYPART_ARC
(29,14),-3.29674 # DEPENDENCYPART_ARC
(29,15),-2.05773 # DEPENDENCYPART_ARC
(29,16),-2.51722 # DEPENDENCYPART_ARC
(29,17),-3.16494 # DEPENDENCYPART_ARC
(29,18),-2.95145 # DEPENDENCYPART_ARC
(29,19),-2.65895 # DEPENDENCYPART_ARC
(29,20),-1.59336 # DEPENDENCYPART_ARC
(29,21),-2.73073 # DEPENDENCYPART_ARC
(29,22),-1.75019 # DEPENDENCYPART_ARC
(29,23),-3.40142 # DEPENDENCYPART_ARC
(29,24),-0.307441 # DEPENDENCYPART_ARC
(29,25),-0.922447 # DEPENDENCYPART_ARC
(29,26),-1.22948 # DEPENDENCYPART_ARC
(29,27),-1.35387 # DEPENDENCYPART_ARC
(29,28),-0.900271 # DEPENDENCYPART_ARC
(29,30),0.0445663 # DEPENDENCYPART_ARC
(29,31),-1.07003 # DEPENDENCYPART_ARC
(29,32),-1.88322 # DEPENDENCYPART_ARC
(29,33),-2.00226 # DEPENDENCYPART_ARC
(29,34),-1.28176 # DEPENDENCYPART_ARC
(29,35),-2.01703 # DEPENDENCYPART_ARC
(29,36),-1.8126 # DEPENDENCYPART_ARC
(30,1),-3.07789 # DEPENDENCYPART_ARC
(30,2),-2.09649 # DEPENDENCYPART_ARC
(30,3),-5.61692 # DEPENDENCYPART_ARC
(30,4),-3.52778 # DEPENDENCYPART_ARC
(30,5),-1.22876 # DEPENDENCYPART_ARC
(30,6),-3.6994 # DEPENDENCYPART_ARC
(30,7),-2.90609 # DEPENDENCYPART_ARC
(30,8),-2.34549 # DEPENDENCYPART_ARC
(30,9),-0.969218 # DEPENDENCYPART_ARC
(30,10),-3.0602 # DEPENDENCYPART_ARC
(30,11),-2.59019 # DEPENDENCYPART_ARC
(30,12),-0.66232 # DEPENDENCYPART_ARC
(30,13),-2.90972 # DEPENDENCYPART_ARC
(30,14),-0.617417 # DEPENDENCYPART_ARC
(30,15),-1.94116 # DEPENDENCYPART_ARC
(30,16),-0.985251 # DEPENDENCYPART_ARC
(30,17),-0.753694 # DEPENDENCYPART_ARC
(30,18),-3.62016 # DEPENDENCYPART_ARC
(30,19),-0.042607 # DEPENDENCYPART_ARC
(30,20),-1.38553 # DEPENDENCYPART_ARC
(30,21),-0.406844 # DEPENDENCYPART_ARC
(30,22),-0.945804 # DEPENDENCYPART_ARC
(30,23),0.295033 # DEPENDENCYPART_ARC
(30,24),-0.563916 # DEPENDENCYPART_ARC
(30,25),0.580108 # DEPENDENCYPART_ARC
(30,26),0.514512 # DEPENDENCYPART_ARC
(30,27),3.28247 # DEPENDENCYPART_ARC
(30,28),1.92655 # DEPENDENCYPART_ARC
(30,29),1.02136 # DEPENDENCYPART_ARC
(30,31),4.30927 # DEPENDENCYPART_ARC
(30,32),3.17446 # DEPENDENCYPART_ARC
(30,33),2.36396 # DEPENDENCYPART_ARC
(30,34),0.0116641 # DEPENDENCYPART_ARC
(30,35),1.56312 # DEPENDENCYPART_ARC
(30,36),3.59754 # DEPENDENCYPART_ARC
(31,1),-7.69675 # DEPENDENCYPART_ARC
(31,2),-4.74472 # DEPENDENCYPART_ARC
(31,3),-3.57951 # DEPENDENCYPART_ARC
(31,4),-10.3163 # DEPENDENCYPART_ARC
(31,5),-4.55105 # DEPENDENCYPART_ARC
(31,6),-2.61805 # DEPENDENCYPART_ARC
(31,7),-7.96468 # DEPENDENCYPART_ARC
(31,8),-3.8228 # DEPENDENCYPART_ARC
(31,9),-4.06246 # DEPENDENCYPART_ARC
(31,10),-4.38304 # DEPENDENCYPART_ARC
(31,11),-6.87834 # DEPENDENCYPART_ARC
(31,12),-3.4093 # DEPENDENCYPART_ARC
(31,13),-2.48587 # DEPENDENCYPART_ARC
(31,14),-2.74941 # DEPENDENCYPART_ARC
(31,15),-2.21578 # DEPENDENCYPART_ARC
(31,16),-2.55236 # DEPENDENCYPART_ARC
(31,17),-2.74318 # DEPENDENCYPART_ARC
(31,18),-2.2935 # DEPENDENCYPART_ARC
(31,19),-2.79873 # DEPENDENCYPART_ARC
(31,20),-2.12561 # DEPENDENCYPART_ARC
(31,21),-2.75928 # DEPENDENCYPART_ARC
(31,22),-1.75695 # DEPENDENCYPART_ARC
(31,23),-3.08663 # DEPENDENCYPART_ARC
(31,24),-1.44435 # DEPENDENCYPART_ARC
(31,25),-1.14662 # DEPENDENCYPART_ARC
(31,26),-2.67075 # DEPENDENCYPART_ARC
(31,27),-2.4451 # DEPENDENCYPART_ARC
(31,28),-2.85834 # DEPENDENCYPART_ARC
(31,29),0.173695 # DEPENDENCYPART_ARC
(31,30),0.0115892 # DEPENDENCYPART_ARC
(31,32),1.65713 # DEPENDENCYPART_ARC
(31,33),1.18289 # DEPENDENCYPART_ARC
(31,34),-0.187894 # DEPENDENCYPART_ARC
(31,35),0.529681 # DEPENDENCYPART_ARC
(31,36),0.926276 # DEPENDENCYPART_ARC
(32,1),-3.40945 # DEPENDENCYPART_ARC
(32,2),-2.98082 # DEPENDENCYPART_ARC
(32,3),-5.01778 # DEPENDENCYPART_ARC
(32,4),-2.71481 # DEPENDENCYPART_ARC
(32,5),-4.00603 # DEPENDENCYPART_ARC
(32,6),-4.25264 # DEPENDENCYPART_ARC
(32,7),-3.10004 # DEPENDENCYPART_ARC
(32,8),-3.88137 # DEPENDENCYPART_ARC
(32,9),-1.09245 # DEPENDENCYPART_ARC
(32,10),-2.19561 # DEPENDENCYPART_ARC
(32,11),-3.10745 # DEPENDENCYPART_ARC
(32,12),-3.55942 # DEPENDENCYPART_ARC
(32,13),-3.34267 # DEPENDENCYPART_ARC
(32,14),-3.04595 # DEPENDENCYPART_ARC
(32,15),-2.9964 # DEPENDENCYPART_ARC
(32,16),-3.45814 # DEPENDENCYPART_ARC
(32,17),-3.06799 # DEPENDENCYPART_ARC
(32,18),-2.15838 # DEPENDENCYPART_ARC
(32,19),-2.94883 # DEPENDENCYPART_ARC
(32,20),-1.6332 # DEPENDENCYPART_ARC
(32,21),-3.16349 # DEPENDENCYPART_ARC
(32,22),-1.49736 # DEPENDENCYPART_ARC
(32,23),-2.82672 # DEPENDENCYPART_ARC
(32,24),-1.73243 # DEPENDENCYPART_ARC
(32,25),-1.9721 # DEPENDENCYPART_ARC
(32,26),-2.07697 # DEPENDENCYPART_ARC
(32,27),-1.11193 # DEPENDENCYPART_ARC
(32,28),-1.80138 # DEPENDENCYPART_ARC
(32,29),-1.29247 # DEPENDENCYPART_ARC
(32,30),0.0460173 # DEPENDENCYPART_ARC
(32,31),0.0247852 # DEPENDENCYPART_ARC
(32,33),3.46575 # DEPENDENCYPART_ARC
(32,34),1.40936 # DEPENDENCYPART_ARC
(32,35),2.53616 # DEPENDENCYPART_ARC
(32,36),-0.00418534 # DEPENDENCYPART_ARC
(33,1),-3.98506 # DEPENDENCYPART_ARC
(33,2),-3.84699 # DEPENDENCYPART_ARC
(33,3),-6.39629 # DEPENDENCYPART_ARC
(33,4),-3.08865 # DEPENDENCYPART_ARC
(33,5),-4.51711 # DEPENDENCYPART_ARC
(33,6),-5.20805 # DEPENDENCYPART_ARC
(33,7),-3.56737 # DEPENDENCYPART_ARC
(33,8),-4.42703 # DEPENDENCYPART_ARC
(33,9),-1.94951 # DEPENDENCYPART_ARC
(33,10),-2.97555 # DEPENDENCYPART_ARC
(33,11),-3.55269 # DEPENDENCYPART_ARC
(33,12),-4.25494 # DEPENDENCYPART_ARC
(33,13),-4.09211 # DEPENDENCYPART_ARC
(33,14),-3.56096 # DEPENDENCYPART_ARC
(33,15),-3.29522 # DEPENDENCYPART_ARC
(33,16),-4.27544 # DEPENDENCYPART_ARC
(33,17),-3.69909 # DEPENDENCYPART_ARC
(33,18),-3.43765 # DEPENDENCYPART_ARC
(33,19),-3.43704 # DEPENDENCYPART_ARC
(33,20),-2.13709 # DEPENDENCYPART_ARC
(33,21),-3.64351 # DEPENDENCYPART_ARC
(33,22),-2.65947 # DEPENDENCYPART_ARC
(33,23),-3.20257 # DEPENDENCYPART_ARC
(33,24),-1.63191 # DEPENDENCYPART_ARC
(33,25),-2.34134 # DEPENDENCYPART_ARC
(33,26),-2.59015 # DEPENDENCYPART_ARC
(33,27),-1.64109 # DEPENDENCYPART_ARC
(33,28),-2.42103 # DEPENDENCYPART_ARC
(33,29),-1.98109 # DEPENDENCYPART_ARC
(33,30),-0.792436 # DEPENDENCYPART_ARC
(33,31),-1.24409 # DEPENDENCYPART_ARC
(33,32),1.20731 # DEPENDENCYPART_ARC
(33,34),2.5677 # DEPENDENCYPART_ARC
(33,35),4.77031 # DEPENDENCYPART_ARC
(33,36),0.359691 # DEPENDENCYPART_ARC
(34,1),-3.08703 # DEPENDENCYPART_ARC
(34,2),-3.32069 # DEPENDENCYPART_ARC
(34,3),-4.93869 # DEPENDENCYPART_ARC
(34,4),-3.47139 # DEPENDENCYPART_ARC
(34,5),-5.1248 # DEPENDENCYPART_ARC
(34,6),-3.89109 # DEPENDENCYPART_ARC
(34,7),-3.10758 # DEPENDENCYPART_ARC
(34,8),-4.60069 # DEPENDENCYPART_ARC
(34,9),-3.23 # DEPENDENCYPART_ARC
(34,10),-3.319 # DEPENDENCYPART_ARC
(34,11),-2.73268 # DEPENDENCYPART_ARC
(34,12),-4.26453 # DEPENDENCYPART_ARC
(34,13),-3.21343 # DEPENDENCYPART_ARC
(34,14),-3.53981 # DEPENDENCYPART_ARC
(34,15),-3.26974 # DEPENDENCYPART_ARC
(34,16),-3.74484 # DEPENDENCYPART_ARC
(34,17),-3.62555 # DEPENDENCYPART_ARC
(34,18),-3.50772 # DEPENDENCYPART_ARC
(34,19),-3.34535 # DEPENDENCYPART_ARC
(34,20),-1.96789 # DEPENDENCYPART_ARC
(34,21),-3.49154 # DEPENDENCYPART_ARC
(34,22),-2.59466 # DEPENDENCYPART_ARC
(34,23),-4.24647 # DEPENDENCYPART_ARC
(34,24),-2.10054 # DEPENDENCYPART_ARC
(34,25),-2.23967 # DEPENDENCYPART_ARC
(34,26),-2.60181 # DEPENDENCYPART_ARC
(34,27),-2.74973 # DEPENDENCYPART_ARC
(34,28),-2.85685 # DEPENDENCYPART_ARC
(34,29),-2.24879 # DEPENDENCYPART_ARC
(34,30),-1.63615 # DEPENDENCYPART_ARC
(34,31),-1.44716 # DEPENDENCYPART_ARC
(34,32),0.0212158 # DEPENDENCYPART_ARC
(34,33),0.713577 # DEPENDENCYPART_ARC
(34,35),1.26633 # DEPENDENCYPART_ARC
(34,36),-0.898138 # DEPENDENCYPART_ARC
(35,1),-5.83949 # DEPENDENCYPART_ARC
(35,2),-3.69948 # DEPENDENCYPART_ARC
(35,3),-3.69262 # DEPENDENCYPART_ARC
(35,4),-9.31333 # DEPENDENCYPART_ARC
(35,5),-2.51464 # DEPENDENCYPART_ARC
(35,6),-1.95896 # DEPENDENCYPART_ARC
(35,7),-7.62427 # DEPENDENCYPART_ARC
(35,8),-2.89252 # DEPENDENCYPART_ARC
(35,9),-3.08651 # DEPENDENCYPART_ARC
(35,10),-2.71652 # DEPENDENCYPART_ARC
(35,11),-6.73307 # DEPENDENCYPART_ARC
(35,12),-2.62744 # DEPENDENCYPART_ARC
(35,13),-1.80783 # DEPENDENCYPART_ARC
(35,14),-1.12078 # DEPENDENCYPART_ARC
(35,15),-1.75787 # DEPENDENCYPART_ARC
(35,16),-2.16967 # DEPENDENCYPART_ARC
(35,17),-1.25386 # DEPENDENCYPART_ARC
(35,18),-1.2169 # DEPENDENCYPART_ARC
(35,19),-1.7386 # DEPENDENCYPART_ARC
(35,20),-0.980439 # DEPENDENCYPART_ARC
(35,21),-1.63076 # DEPENDENCYPART_ARC
(35,22),-0.82519 # DEPENDENCYPART_ARC
(35,23),-1.73631 # DEPENDENCYPART_ARC
(35,24),-1.20957 # DEPENDENCYPART_ARC
(35,25),-0.385594 # DEPENDENCYPART_ARC
(35,26),-1.54472 # DEPENDENCYPART_ARC
(35,27),-1.85952 # DEPENDENCYPART_ARC
(35,28),-1.75124 # DEPENDENCYPART_ARC
(35,29),0.432825 # DEPENDENCYPART_ARC
(35,30),-0.531711 # DEPENDENCYPART_ARC
(35,31),-0.278295 # DEPENDENCYPART_ARC
(35,32),0.904141 # DEPENDENCYPART_ARC
(35,33),1.1921 # DEPENDENCYPART_ARC
(35,34),5.47156 # DEPENDENCYPART_ARC
(35,36),0.335242 # DEPENDENCYPART_ARC
(36,1),-4.88044 # DEPENDENCYPART_ARC
(36,2),-4.22362 # DEPENDENCYPART_ARC
(36,3),-4.53971 # DEPENDENCYPART_ARC
(36,4),-4.81176 # DEPENDENCYPART_ARC
(36,5),-5.06916 # DEPENDENCYPART_ARC
(36,6),-3.96437 # DEPENDENCYPART_ARC
(36,7),-4.53205 # DEPENDENCYPART_ARC
(36,8),-4.90908 # DEPENDENCYPART_ARC
(36,9),-4.61967 # DEPENDENCYPART_ARC
(36,10),-4.68854 # DEPENDENCYPART_ARC
(36,11),-4.58264 # DEPENDENCYPART_ARC
(36,12),-4.75316 # DEPENDENCYPART_ARC
(36,13),-3.78715 # DEPENDENCYPART_ARC
(36,14),-4.60172 # DEPENDENCYPART_ARC
(36,15),-3.77 # DEPENDENCYPART_ARC
(36,16),-3.57983 # DEPENDENCYPART_ARC
(36,17),-4.48098 # DEPENDENCYPART_ARC
(36,18),-3.38841 # DEPENDENCYPART_ARC
(36,19),-4.26577 # DEPENDENCYPART_ARC
(36,20),-3.52711 # DEPENDENCYPART_ARC
(36,21),-4.46059 # DEPENDENCYPART_ARC
(36,22),-3.42731 # DEPENDENCYPART_ARC
(36,23),-4.34292 # DEPENDENCYPART_ARC
(36,24),-3.46854 # DEPENDENCYPART_ARC
(36,25),-3.45109 # DEPENDENCYPART_ARC
(36,26),-3.70009 # DEPENDENCYPART_ARC
(36,27),-4.04201 # DEPENDENCYPART_ARC
(36,28),-3.90785 # DEPENDENCYPART_ARC
(36,29),-3.29202 # DEPENDENCYPART_ARC
(36,30),-3.51484 # DEPENDENCYPART_ARC
(36,31),-3.44127 # DEPENDENCYPART_ARC
(36,32),-2.31388 # DEPENDENCYPART_ARC
(36,33),-2.06274 # DEPENDENCYPART_ARC
(36,34),-2.00483 # DEPENDENCYPART_ARC
(36,35),-1.87313 # DEPENDENCYPART_ARC
