# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,17,37,37,34,37,40,38,37,34,
(24,27),0.208561 # DEPENDENCYPART_ARC
(24,28),-0.573593 # DEPENDENCYPART_ARC
(24,29),-0.711884 # DEPENDENCYPART_ARC
(24,30),-0.966579 # DEPENDENCYPART_ARC
(24,31),-1.56218 # DEPENDENCYPART_ARC
(24,32),-1.19729 # DEPENDENCYPART_ARC
(24,33),-2.93522 # DEPENDENCYPART_ARC
(24,34),-2.44889 # DEPENDENCYPART_ARC
(24,35),-1.33021 # DEPENDENCYPART_ARC
(24,36),-2.50666 # DEPENDENCYPART_ARC
(24,37),-2.71768 # DEPENDENCYPART_ARC
(24,38),-3.73659 # DEPENDENCYPART_ARC
(24,39),-1.98992 # DEPENDENCYPART_ARC
(24,40),-1.3212 # DEPENDENCYPART_ARC
(24,41),-1.5362 # DEPENDENCYPART_ARC
(24,42),-0.0388177 # DEPENDENCYPART_ARC
(25,1),-0.118216 # DEPENDENCYPART_ARC
(25,2),1.13402 # DEPENDENCYPART_ARC
(25,3),-1.34943 # DEPENDENCYPART_ARC
(25,4),-1.49458 # DEPENDENCYPART_ARC
(25,5),-2.90452 # DEPENDENCYPART_ARC
(25,6),-2.58995 # DEPENDENCYPART_ARC
(25,7),-2.10387 # DEPENDENCYPART_ARC
(25,8),-1.91655 # DEPENDENCYPART_ARC
(25,9),-1.45309 # DEPENDENCYPART_ARC
(25,10),-2.2562 # DEPENDENCYPART_ARC
(25,11),-1.57118 # DEPENDENCYPART_ARC
(25,12),-1.58714 # DEPENDENCYPART_ARC
(25,13),-2.15229 # DEPENDENCYPART_ARC
(25,14),-1.06204 # DEPENDENCYPART_ARC
(25,15),0.546875 # DEPENDENCYPART_ARC
(25,16),0.348299 # DEPENDENCYPART_ARC
(25,17),1.26056 # DEPENDENCYPART_ARC
(25,18),0.540315 # DEPENDENCYPART_ARC
(25,19),-0.362459 # DEPENDENCYPART_ARC
(25,20),-0.317108 # DEPENDENCYPART_ARC
(25,21),-0.675191 # DEPENDENCYPART_ARC
(25,22),0.462047 # DEPENDENCYPART_ARC
(25,23),3.22932 # DEPENDENCYPART_ARC
(25,24),4.03282 # DEPENDENCYPART_ARC
(25,26),-1.2325 # DEPENDENCYPART_ARC
(25,27),3.76262 # DEPENDENCYPART_ARC
(25,28),0.976446 # DEPENDENCYPART_ARC
(25,29),0.873769 # DEPENDENCYPART_ARC
(25,30),-3.31871 # DEPENDENCYPART_ARC
(25,31),0.841631 # DEPENDENCYPART_ARC
(25,32),0.922012 # DEPENDENCYPART_ARC
(25,33),0.739844 # DEPENDENCYPART_ARC
(25,34),-0.111691 # DEPENDENCYPART_ARC
(25,35),-0.528371 # DEPENDENCYPART_ARC
(25,36),-1.41381 # DEPENDENCYPART_ARC
(25,37),-0.0171771 # DEPENDENCYPART_ARC
(25,38),-1.15042 # DEPENDENCYPART_ARC
(25,39),-3.70773 # DEPENDENCYPART_ARC
(25,40),-1.97308 # DEPENDENCYPART_ARC
(25,41),0.234261 # DEPENDENCYPART_ARC
(25,42),3.15393 # DEPENDENCYPART_ARC
(26,1),-3.44045 # DEPENDENCYPART_ARC
(26,2),-3.36472 # DEPENDENCYPART_ARC
(26,3),-4.20483 # DEPENDENCYPART_ARC
(26,4),-3.22581 # DEPENDENCYPART_ARC
(26,5),-3.5054 # DEPENDENCYPART_ARC
(26,6),-3.27352 # DEPENDENCYPART_ARC
(26,7),-3.4576 # DEPENDENCYPART_ARC
(26,8),-3.11303 # DEPENDENCYPART_ARC
(26,9),-3.6843 # DEPENDENCYPART_ARC
(26,10),-3.22067 # DEPENDENCYPART_ARC
(26,11),-3.31287 # DEPENDENCYPART_ARC
(26,12),-3.51227 # DEPENDENCYPART_ARC
(26,13),-3.30961 # DEPENDENCYPART_ARC
(26,14),-2.47933 # DEPENDENCYPART_ARC
(26,15),-3.05611 # DEPENDENCYPART_ARC
(26,16),-2.91522 # DEPENDENCYPART_ARC
(26,17),-2.64663 # DEPENDENCYPART_ARC
(26,18),-2.99997 # DEPENDENCYPART_ARC
(26,19),-3.04947 # DEPENDENCYPART_ARC
(26,20),-2.74542 # DEPENDENCYPART_ARC
(26,21),-2.87379 # DEPENDENCYPART_ARC
(26,22),-2.29038 # DEPENDENCYPART_ARC
(26,23),-1.89979 # DEPENDENCYPART_ARC
(26,24),-1.58239 # DEPENDENCYPART_ARC
(26,25),-0.196632 # DEPENDENCYPART_ARC
(26,27),0.197864 # DEPENDENCYPART_ARC
(26,28),-1.20701 # DEPENDENCYPART_ARC
(26,29),-1.1633 # DEPENDENCYPART_ARC
(26,30),-1.35071 # DEPENDENCYPART_ARC
(26,31),-2.49686 # DEPENDENCYPART_ARC
(26,32),-2.42402 # DEPENDENCYPART_ARC
(26,33),-4.09841 # DEPENDENCYPART_ARC
(26,34),-2.94955 # DEPENDENCYPART_ARC
(26,35),-2.66429 # DEPENDENCYPART_ARC
(26,36),-3.52188 # DEPENDENCYPART_ARC
(26,37),-3.25216 # DEPENDENCYPART_ARC
(26,38),-4.85823 # DEPENDENCYPART_ARC
(26,39),-3.0127 # DEPENDENCYPART_ARC
(26,40),-4.22102 # DEPENDENCYPART_ARC
(26,41),-3.1211 # DEPENDENCYPART_ARC
(26,42),-3.22639 # DEPENDENCYPART_ARC
(27,1),-0.921109 # DEPENDENCYPART_ARC
(27,2),-0.364844 # DEPENDENCYPART_ARC
(27,3),-2.45472 # DEPENDENCYPART_ARC
(27,4),-2.36304 # DEPENDENCYPART_ARC
(27,5),-1.95971 # DEPENDENCYPART_ARC
(27,6),-3.3703 # DEPENDENCYPART_ARC
(27,7),-1.4113 # DEPENDENCYPART_ARC
(27,8),-1.32008 # DEPENDENCYPART_ARC
(27,9),-1.18723 # DEPENDENCYPART_ARC
(27,10),-2.27988 # DEPENDENCYPART_ARC
(27,11),-1.13028 # DEPENDENCYPART_ARC
(27,12),-0.92026 # DEPENDENCYPART_ARC
(27,13),-0.467129 # DEPENDENCYPART_ARC
(27,14),-1.59704 # DEPENDENCYPART_ARC
(27,15),-1.19918 # DEPENDENCYPART_ARC
(27,16),-0.261654 # DEPENDENCYPART_ARC
(27,17),0.232487 # DEPENDENCYPART_ARC
(27,18),-1.21222 # DEPENDENCYPART_ARC
(27,19),-0.479563 # DEPENDENCYPART_ARC
(27,20),-0.473319 # DEPENDENCYPART_ARC
(27,21),-0.460053 # DEPENDENCYPART_ARC
(27,22),0.260814 # DEPENDENCYPART_ARC
(27,23),0.912848 # DEPENDENCYPART_ARC
(27,24),1.92354 # DEPENDENCYPART_ARC
(27,25),2.0125 # DEPENDENCYPART_ARC
(27,26),5.34369 # DEPENDENCYPART_ARC
(27,28),0.0261275 # DEPENDENCYPART_ARC
(27,29),0.28176 # DEPENDENCYPART_ARC
(27,30),-1.45562 # DEPENDENCYPART_ARC
(27,31),0.930389 # DEPENDENCYPART_ARC
(27,32),1.45582 # DEPENDENCYPART_ARC
(27,33),-1.56042 # DEPENDENCYPART_ARC
(27,34),-0.342093 # DEPENDENCYPART_ARC
(27,35),-2.13452 # DEPENDENCYPART_ARC
(27,36),-2.05798 # DEPENDENCYPART_ARC
(27,37),-1.04139 # DEPENDENCYPART_ARC
(27,38),-2.48023 # DEPENDENCYPART_ARC
(27,39),-2.68985 # DEPENDENCYPART_ARC
(27,40),-1.34555 # DEPENDENCYPART_ARC
(27,41),-1.42263 # DEPENDENCYPART_ARC
(27,42),0.516992 # DEPENDENCYPART_ARC
(28,1),-2.88423 # DEPENDENCYPART_ARC
(28,2),-3.66009 # DEPENDENCYPART_ARC
(28,3),-3.0106 # DEPENDENCYPART_ARC
(28,4),-3.191 # DEPENDENCYPART_ARC
(28,5),-2.99939 # DEPENDENCYPART_ARC
(28,6),-3.45749 # DEPENDENCYPART_ARC
(28,7),-3.70086 # DEPENDENCYPART_ARC
(28,8),-2.66281 # DEPENDENCYPART_ARC
(28,9),-2.90056 # DEPENDENCYPART_ARC
(28,10),-3.52411 # DEPENDENCYPART_ARC
(28,11),-3.57664 # DEPENDENCYPART_ARC
(28,12),-2.67698 # DEPENDENCYPART_ARC
(28,13),-3.36302 # DEPENDENCYPART_ARC
(28,14),-2.93712 # DEPENDENCYPART_ARC
(28,15),-2.65478 # DEPENDENCYPART_ARC
(28,16),-2.47561 # DEPENDENCYPART_ARC
(28,17),-3.23031 # DEPENDENCYPART_ARC
(28,18),-2.3115 # DEPENDENCYPART_ARC
(28,19),-3.17681 # DEPENDENCYPART_ARC
(28,20),-2.27857 # DEPENDENCYPART_ARC
(28,21),-3.08249 # DEPENDENCYPART_ARC
(28,22),-2.13608 # DEPENDENCYPART_ARC
(28,23),-2.48981 # DEPENDENCYPART_ARC
(28,24),-2.09842 # DEPENDENCYPART_ARC
(28,25),-2.10841 # DEPENDENCYPART_ARC
(28,26),-0.932106 # DEPENDENCYPART_ARC
(28,27),-1.13641 # DEPENDENCYPART_ARC
(28,29),1.01718 # DEPENDENCYPART_ARC
(28,30),-0.347305 # DEPENDENCYPART_ARC
(28,31),-0.0204857 # DEPENDENCYPART_ARC
(28,32),0.00741248 # DEPENDENCYPART_ARC
(28,33),-0.776516 # DEPENDENCYPART_ARC
(28,34),-0.442117 # DEPENDENCYPART_ARC
(28,35),0.298679 # DEPENDENCYPART_ARC
(28,36),-1.21512 # DEPENDENCYPART_ARC
(28,37),-0.68187 # DEPENDENCYPART_ARC
(28,38),-0.962546 # DEPENDENCYPART_ARC
(28,39),-1.56586 # DEPENDENCYPART_ARC
(28,40),-1.08672 # DEPENDENCYPART_ARC
(28,41),0.0396323 # DEPENDENCYPART_ARC
(28,42),-0.218395 # DEPENDENCYPART_ARC
(29,1),-3.07678 # DEPENDENCYPART_ARC
(29,2),-3.74175 # DEPENDENCYPART_ARC
(29,3),-3.15826 # DEPENDENCYPART_ARC
(29,4),-3.39261 # DEPENDENCYPART_ARC
(29,5),-3.17629 # DEPENDENCYPART_ARC
(29,6),-3.60038 # DEPENDENCYPART_ARC
(29,7),-3.73143 # DEPENDENCYPART_ARC
(29,8),-2.83253 # DEPENDENCYPART_ARC
(29,9),-3.02748 # DEPENDENCYPART_ARC
(29,10),-3.62598 # DEPENDENCYPART_ARC
(29,11),-3.70432 # DEPENDENCYPART_ARC
(29,12),-2.80478 # DEPENDENCYPART_ARC
(29,13),-3.5038 # DEPENDENCYPART_ARC
(29,14),-3.02105 # DEPENDENCYPART_ARC
(29,15),-2.85292 # DEPENDENCYPART_ARC
(29,16),-2.6304 # DEPENDENCYPART_ARC
(29,17),-3.3494 # DEPENDENCYPART_ARC
(29,18),-2.57715 # DEPENDENCYPART_ARC
(29,19),-3.19386 # DEPENDENCYPART_ARC
(29,20),-2.52207 # DEPENDENCYPART_ARC
(29,21),-3.17152 # DEPENDENCYPART_ARC
(29,22),-2.39181 # DEPENDENCYPART_ARC
(29,23),-2.77776 # DEPENDENCYPART_ARC
(29,24),-2.41747 # DEPENDENCYPART_ARC
(29,25),-2.46366 # DEPENDENCYPART_ARC
(29,26),-1.81008 # DEPENDENCYPART_ARC
(29,27),-1.95987 # DEPENDENCYPART_ARC
(29,28),-0.548158 # DEPENDENCYPART_ARC
(29,30),-0.103075 # DEPENDENCYPART_ARC
(29,31),-0.0953952 # DEPENDENCYPART_ARC
(29,32),-0.158659 # DEPENDENCYPART_ARC
(29,33),-1.08388 # DEPENDENCYPART_ARC
(29,34),-0.856066 # DEPENDENCYPART_ARC
(29,35),-0.237448 # DEPENDENCYPART_ARC
(29,36),-1.47599 # DEPENDENCYPART_ARC
(29,37),-1.03375 # DEPENDENCYPART_ARC
(29,38),-1.36249 # DEPENDENCYPART_ARC
(29,39),-1.97508 # DEPENDENCYPART_ARC
(29,40),-1.49136 # DEPENDENCYPART_ARC
(29,41),-0.63107 # DEPENDENCYPART_ARC
(29,42),-0.745479 # DEPENDENCYPART_ARC
(30,1),-2.57 # DEPENDENCYPART_ARC
(30,2),-3.23294 # DEPENDENCYPART_ARC
(30,3),-4.17957 # DEPENDENCYPART_ARC
(30,4),-2.80628 # DEPENDENCYPART_ARC
(30,5),-3.31121 # DEPENDENCYPART_ARC
(30,6),-3.4902 # DEPENDENCYPART_ARC
(30,7),-3.42109 # DEPENDENCYPART_ARC
(30,8),-2.31512 # DEPENDENCYPART_ARC
(30,9),-3.55278 # DEPENDENCYPART_ARC
(30,10),-3.23722 # DEPENDENCYPART_ARC
(30,11),-3.17506 # DEPENDENCYPART_ARC
(30,12),-3.55324 # DEPENDENCYPART_ARC
(30,13),-2.8413 # DEPENDENCYPART_ARC
(30,14),-1.99938 # DEPENDENCYPART_ARC
(30,15),-2.32565 # DEPENDENCYPART_ARC
(30,16),-2.29092 # DEPENDENCYPART_ARC
(30,17),-2.46261 # DEPENDENCYPART_ARC
(30,18),-3.0704 # DEPENDENCYPART_ARC
(30,19),-2.74045 # DEPENDENCYPART_ARC
(30,20),-2.40498 # DEPENDENCYPART_ARC
(30,21),-2.65351 # DEPENDENCYPART_ARC
(30,22),-1.99388 # DEPENDENCYPART_ARC
(30,23),-2.17574 # DEPENDENCYPART_ARC
(30,24),-2.38322 # DEPENDENCYPART_ARC
(30,25),-1.64013 # DEPENDENCYPART_ARC
(30,26),-0.0543622 # DEPENDENCYPART_ARC
(30,27),-1.44002 # DEPENDENCYPART_ARC
(30,28),-0.424295 # DEPENDENCYPART_ARC
(30,29),0.683481 # DEPENDENCYPART_ARC
(30,31),1.15087 # DEPENDENCYPART_ARC
(30,32),0.0742681 # DEPENDENCYPART_ARC
(30,33),-1.62917 # DEPENDENCYPART_ARC
(30,34),-1.061 # DEPENDENCYPART_ARC
(30,35),-0.928802 # DEPENDENCYPART_ARC
(30,36),-2.14277 # DEPENDENCYPART_ARC
(30,37),-2.08248 # DEPENDENCYPART_ARC
(30,38),-3.05707 # DEPENDENCYPART_ARC
(30,39),-1.62276 # DEPENDENCYPART_ARC
(30,40),-3.30302 # DEPENDENCYPART_ARC
(30,41),-2.02534 # DEPENDENCYPART_ARC
(30,42),-2.07561 # DEPENDENCYPART_ARC
(31,1),-1.79808 # DEPENDENCYPART_ARC
(31,2),-1.50419 # DEPENDENCYPART_ARC
(31,3),-3.34061 # DEPENDENCYPART_ARC
(31,4),-3.73801 # DEPENDENCYPART_ARC
(31,5),-3.04413 # DEPENDENCYPART_ARC
(31,6),-6.54818 # DEPENDENCYPART_ARC
(31,7),-3.52373 # DEPENDENCYPART_ARC
(31,8),-2.18529 # DEPENDENCYPART_ARC
(31,9),-2.44978 # DEPENDENCYPART_ARC
(31,10),-5.5023 # DEPENDENCYPART_ARC
(31,11),-2.85833 # DEPENDENCYPART_ARC
(31,12),-2.22066 # DEPENDENCYPART_ARC
(31,13),-2.23311 # DEPENDENCYPART_ARC
(31,14),-2.65352 # DEPENDENCYPART_ARC
(31,15),-2.88038 # DEPENDENCYPART_ARC
(31,16),-0.943312 # DEPENDENCYPART_ARC
(31,17),-1.25889 # DEPENDENCYPART_ARC
(31,18),-2.35402 # DEPENDENCYPART_ARC
(31,19),-1.85386 # DEPENDENCYPART_ARC
(31,20),-1.60218 # DEPENDENCYPART_ARC
(31,21),-1.98846 # DEPENDENCYPART_ARC
(31,22),-1.552 # DEPENDENCYPART_ARC
(31,23),-0.827125 # DEPENDENCYPART_ARC
(31,24),-0.953512 # DEPENDENCYPART_ARC
(31,25),-0.335889 # DEPENDENCYPART_ARC
(31,26),0.138837 # DEPENDENCYPART_ARC
(31,27),-1.61311 # DEPENDENCYPART_ARC
(31,28),0.325187 # DEPENDENCYPART_ARC
(31,29),1.1132 # DEPENDENCYPART_ARC
(31,30),5.13632 # DEPENDENCYPART_ARC
(31,32),1.80423 # DEPENDENCYPART_ARC
(31,33),-0.793634 # DEPENDENCYPART_ARC
(31,34),-0.380388 # DEPENDENCYPART_ARC
(31,35),-1.93539 # DEPENDENCYPART_ARC
(31,36),-1.39644 # DEPENDENCYPART_ARC
(31,37),-0.777242 # DEPENDENCYPART_ARC
(31,38),-1.8676 # DEPENDENCYPART_ARC
(31,39),-3.09255 # DEPENDENCYPART_ARC
(31,40),-2.02369 # DEPENDENCYPART_ARC
(31,41),-0.770838 # DEPENDENCYPART_ARC
(31,42),0.327888 # DEPENDENCYPART_ARC
(32,1),-2.99395 # DEPENDENCYPART_ARC
(32,2),-0.30802 # DEPENDENCYPART_ARC
(32,3),-2.98188 # DEPENDENCYPART_ARC
(32,4),-4.14464 # DEPENDENCYPART_ARC
(32,5),-6.56935 # DEPENDENCYPART_ARC
(32,6),-4.13114 # DEPENDENCYPART_ARC
(32,7),-1.3567 # DEPENDENCYPART_ARC
(32,8),-4.93073 # DEPENDENCYPART_ARC
(32,9),-5.10514 # DEPENDENCYPART_ARC
(32,10),-3.75158 # DEPENDENCYPART_ARC
(32,11),-0.900291 # DEPENDENCYPART_ARC
(32,12),-3.75462 # DEPENDENCYPART_ARC
(32,13),-1.8418 # DEPENDENCYPART_ARC
(32,14),-1.95073 # DEPENDENCYPART_ARC
(32,15),-1.5741 # DEPENDENCYPART_ARC
(32,16),-2.82426 # DEPENDENCYPART_ARC
(32,17),0.047081 # DEPENDENCYPART_ARC
(32,18),-0.991903 # DEPENDENCYPART_ARC
(32,19),-1.15827 # DEPENDENCYPART_ARC
(32,20),-3.71153 # DEPENDENCYPART_ARC
(32,21),-1.80676 # DEPENDENCYPART_ARC
(32,22),-1.84136 # DEPENDENCYPART_ARC
(32,23),-0.775699 # DEPENDENCYPART_ARC
(32,24),-0.945991 # DEPENDENCYPART_ARC
(32,25),-0.304203 # DEPENDENCYPART_ARC
(32,26),-1.14101 # DEPENDENCYPART_ARC
(32,27),0.752841 # DEPENDENCYPART_ARC
(32,28),1.76705 # DEPENDENCYPART_ARC
(32,29),1.40235 # DEPENDENCYPART_ARC
(32,30),0.355469 # DEPENDENCYPART_ARC
(32,31),2.28991 # DEPENDENCYPART_ARC
(32,33),2.90972 # DEPENDENCYPART_ARC
(32,34),0.785684 # DEPENDENCYPART_ARC
(32,35),0.0857008 # DEPENDENCYPART_ARC
(32,36),-1.14975 # DEPENDENCYPART_ARC
(32,37),1.13389 # DEPENDENCYPART_ARC
(32,38),-0.593183 # DEPENDENCYPART_ARC
(32,39),-3.84712 # DEPENDENCYPART_ARC
(32,40),-0.886348 # DEPENDENCYPART_ARC
(32,41),1.06079 # DEPENDENCYPART_ARC
(32,42),4.20975 # DEPENDENCYPART_ARC
(33,1),-2.99906 # DEPENDENCYPART_ARC
(33,2),-2.94569 # DEPENDENCYPART_ARC
(33,3),-6.86581 # DEPENDENCYPART_ARC
(33,4),-3.65818 # DEPENDENCYPART_ARC
(33,5),-6.26654 # DEPENDENCYPART_ARC
(33,6),-3.57274 # DEPENDENCYPART_ARC
(33,7),-4.84539 # DEPENDENCYPART_ARC
(33,8),-2.76924 # DEPENDENCYPART_ARC
(33,9),-5.75955 # DEPENDENCYPART_ARC
(33,10),-3.46815 # DEPENDENCYPART_ARC
(33,11),-4.86285 # DEPENDENCYPART_ARC
(33,12),-5.58081 # DEPENDENCYPART_ARC
(33,13),-4.57258 # DEPENDENCYPART_ARC
(33,14),-3.45034 # DEPENDENCYPART_ARC
(33,15),-3.85462 # DEPENDENCYPART_ARC
(33,16),-2.10271 # DEPENDENCYPART_ARC
(33,17),-2.44803 # DEPENDENCYPART_ARC
(33,18),-4.22504 # DEPENDENCYPART_ARC
(33,19),-4.11054 # DEPENDENCYPART_ARC
(33,20),-3.92619 # DEPENDENCYPART_ARC
(33,21),-3.96889 # DEPENDENCYPART_ARC
(33,22),-2.72855 # DEPENDENCYPART_ARC
(33,23),-1.99047 # DEPENDENCYPART_ARC
(33,24),-3.20001 # DEPENDENCYPART_ARC
(33,25),-2.22877 # DEPENDENCYPART_ARC
(33,26),-2.22282 # DEPENDENCYPART_ARC
(33,27),-3.12388 # DEPENDENCYPART_ARC
(33,28),-1.91727 # DEPENDENCYPART_ARC
(33,29),-2.18866 # DEPENDENCYPART_ARC
(33,30),-1.22716 # DEPENDENCYPART_ARC
(33,31),-1.89102 # DEPENDENCYPART_ARC
(33,32),0.211681 # DEPENDENCYPART_ARC
(33,34),2.98577 # DEPENDENCYPART_ARC
(33,35),-0.396203 # DEPENDENCYPART_ARC
(33,36),-1.58761 # DEPENDENCYPART_ARC
(33,37),0.725982 # DEPENDENCYPART_ARC
(33,38),-0.65578 # DEPENDENCYPART_ARC
(33,39),-3.21591 # DEPENDENCYPART_ARC
(33,40),-0.935771 # DEPENDENCYPART_ARC
(33,41),-0.803141 # DEPENDENCYPART_ARC
(33,42),-0.267335 # DEPENDENCYPART_ARC
(34,1),-1.23836 # DEPENDENCYPART_ARC
(34,2),1.41703 # DEPENDENCYPART_ARC
(34,3),-0.810191 # DEPENDENCYPART_ARC
(34,4),-2.15208 # DEPENDENCYPART_ARC
(34,5),-3.71264 # DEPENDENCYPART_ARC
(34,6),-2.33436 # DEPENDENCYPART_ARC
(34,7),-0.959018 # DEPENDENCYPART_ARC
(34,8),-4.00297 # DEPENDENCYPART_ARC
(34,9),-2.74822 # DEPENDENCYPART_ARC
(34,10),-1.96142 # DEPENDENCYPART_ARC
(34,11),-0.569415 # DEPENDENCYPART_ARC
(34,12),-1.32427 # DEPENDENCYPART_ARC
(34,13),-1.03914 # DEPENDENCYPART_ARC
(34,14),-0.561421 # DEPENDENCYPART_ARC
(34,15),-1.83837 # DEPENDENCYPART_ARC
(34,16),-1.55326 # DEPENDENCYPART_ARC
(34,17),1.40864 # DEPENDENCYPART_ARC
(34,18),2.15728 # DEPENDENCYPART_ARC
(34,19),0.424893 # DEPENDENCYPART_ARC
(34,20),-1.79293 # DEPENDENCYPART_ARC
(34,21),-0.127986 # DEPENDENCYPART_ARC
(34,22),-1.24508 # DEPENDENCYPART_ARC
(34,23),1.13733 # DEPENDENCYPART_ARC
(34,24),2.02419 # DEPENDENCYPART_ARC
(34,25),1.70955 # DEPENDENCYPART_ARC
(34,26),0.538228 # DEPENDENCYPART_ARC
(34,27),1.65116 # DEPENDENCYPART_ARC
(34,28),2.80928 # DEPENDENCYPART_ARC
(34,29),2.1263 # DEPENDENCYPART_ARC
(34,30),1.17022 # DEPENDENCYPART_ARC
(34,31),3.03554 # DEPENDENCYPART_ARC
(34,32),4.81177 # DEPENDENCYPART_ARC
(34,33),4.82585 # DEPENDENCYPART_ARC
(34,35),1.55357 # DEPENDENCYPART_ARC
(34,36),1.5033 # DEPENDENCYPART_ARC
(34,37),3.26585 # DEPENDENCYPART_ARC
(34,38),1.28182 # DEPENDENCYPART_ARC
(34,39),-1.69435 # DEPENDENCYPART_ARC
(34,40),0.252056 # DEPENDENCYPART_ARC
(34,41),1.53208 # DEPENDENCYPART_ARC
(34,42),4.49846 # DEPENDENCYPART_ARC
(35,1),-3.60973 # DEPENDENCYPART_ARC
(35,2),-4.81256 # DEPENDENCYPART_ARC
(35,3),-4.80497 # DEPENDENCYPART_ARC
(35,4),-4.30446 # DEPENDENCYPART_ARC
(35,5),-4.38156 # DEPENDENCYPART_ARC
(35,6),-4.485 # DEPENDENCYPART_ARC
(35,7),-5.04603 # DEPENDENCYPART_ARC
(35,8),-3.53189 # DEPENDENCYPART_ARC
(35,9),-4.43483 # DEPENDENCYPART_ARC
(35,10),-4.64121 # DEPENDENCYPART_ARC
(35,11),-4.93669 # DEPENDENCYPART_ARC
(35,12),-4.17961 # DEPENDENCYPART_ARC
(35,13),-4.82049 # DEPENDENCYPART_ARC
(35,14),-4.38615 # DEPENDENCYPART_ARC
(35,15),-3.96186 # DEPENDENCYPART_ARC
(35,16),-3.35696 # DEPENDENCYPART_ARC
(35,17),-4.39096 # DEPENDENCYPART_ARC
(35,18),-3.76742 # DEPENDENCYPART_ARC
(35,19),-4.45037 # DEPENDENCYPART_ARC
(35,20),-3.5868 # DEPENDENCYPART_ARC
(35,21),-4.40268 # DEPENDENCYPART_ARC
(35,22),-3.69685 # DEPENDENCYPART_ARC
(35,23),-3.60927 # DEPENDENCYPART_ARC
(35,24),-3.67138 # DEPENDENCYPART_ARC
(35,25),-3.87732 # DEPENDENCYPART_ARC
(35,26),-3.82924 # DEPENDENCYPART_ARC
(35,27),-3.85969 # DEPENDENCYPART_ARC
(35,28),-3.08912 # DEPENDENCYPART_ARC
(35,29),-3.06061 # DEPENDENCYPART_ARC
(35,30),-3.04308 # DEPENDENCYPART_ARC
(35,31),-3.29579 # DEPENDENCYPART_ARC
(35,32),-2.97383 # DEPENDENCYPART_ARC
(35,33),-1.68192 # DEPENDENCYPART_ARC
(35,34),-1.32688 # DEPENDENCYPART_ARC
(35,36),-0.435294 # DEPENDENCYPART_ARC
(35,37),-0.566436 # DEPENDENCYPART_ARC
(35,38),-1.9376 # DEPENDENCYPART_ARC
(35,39),-3.49656 # DEPENDENCYPART_ARC
(35,40),-3.12867 # DEPENDENCYPART_ARC
(35,41),-2.61101 # DEPENDENCYPART_ARC
(35,42),-2.13382 # DEPENDENCYPART_ARC
(36,1),-3.46196 # DEPENDENCYPART_ARC
(36,2),-3.83971 # DEPENDENCYPART_ARC
(36,3),-4.68913 # DEPENDENCYPART_ARC
(36,4),-3.77208 # DEPENDENCYPART_ARC
(36,5),-3.82805 # DEPENDENCYPART_ARC
(36,6),-5.19787 # DEPENDENCYPART_ARC
(36,7),-4.21286 # DEPENDENCYPART_ARC
(36,8),-3.67172 # DEPENDENCYPART_ARC
(36,9),-3.4583 # DEPENDENCYPART_ARC
(36,10),-4.9431 # DEPENDENCYPART_ARC
(36,11),-4.37276 # DEPENDENCYPART_ARC
(36,12),-3.66416 # DEPENDENCYPART_ARC
(36,13),-4.10872 # DEPENDENCYPART_ARC
(36,14),-3.97808 # DEPENDENCYPART_ARC
(36,15),-3.38912 # DEPENDENCYPART_ARC
(36,16),-2.84766 # DEPENDENCYPART_ARC
(36,17),-3.39418 # DEPENDENCYPART_ARC
(36,18),-4.09772 # DEPENDENCYPART_ARC
(36,19),-3.66887 # DEPENDENCYPART_ARC
(36,20),-3.05036 # DEPENDENCYPART_ARC
(36,21),-3.6138 # DEPENDENCYPART_ARC
(36,22),-2.74643 # DEPENDENCYPART_ARC
(36,23),-2.8011 # DEPENDENCYPART_ARC
(36,24),-3.05363 # DEPENDENCYPART_ARC
(36,25),-3.04224 # DEPENDENCYPART_ARC
(36,26),-3.25219 # DEPENDENCYPART_ARC
(36,27),-3.32915 # DEPENDENCYPART_ARC
(36,28),-2.03279 # DEPENDENCYPART_ARC
(36,29),-1.74541 # DEPENDENCYPART_ARC
(36,30),-2.86567 # DEPENDENCYPART_ARC
(36,31),-2.93928 # DEPENDENCYPART_ARC
(36,32),-2.20426 # DEPENDENCYPART_ARC
(36,33),-1.33827 # DEPENDENCYPART_ARC
(36,34),-1.34112 # DEPENDENCYPART_ARC
(36,35),0.140578 # DEPENDENCYPART_ARC
(36,37),-0.0815603 # DEPENDENCYPART_ARC
(36,38),-1.16735 # DEPENDENCYPART_ARC
(36,39),-1.92405 # DEPENDENCYPART_ARC
(36,40),-0.688619 # DEPENDENCYPART_ARC
(36,41),-0.961803 # DEPENDENCYPART_ARC
(36,42),-0.427265 # DEPENDENCYPART_ARC
(37,1),-3.30066 # DEPENDENCYPART_ARC
(37,2),-0.588438 # DEPENDENCYPART_ARC
