# _root_ En el cas del disc de Belén_Alonso , la fotografia de llibret és de Julia_Llona i el disseny de Juanjo_Melgar ; en el disc de Díaz , la fotografia i el disseny del llibret són de Carlos_Roche .
#goldHeads=13,3,1,3,4,3,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,35,24,22,24,25,22,29,35,29,32,29,29,33,13,35,36,13,
#predictedHeads=13,3,1,3,4,5,6,1,10,13,10,11,0,13,14,13,18,13,18,19,13,18,24,22,24,25,22,29,35,29,32,29,32,33,13,35,36,13,
(32,28),1.60997 # DEPENDENCYPART_ARC
(32,29),-0.832816 # DEPENDENCYPART_ARC
(32,30),0.701813 # DEPENDENCYPART_ARC
(32,31),4.10716 # DEPENDENCYPART_ARC
(32,33),3.53983 # DEPENDENCYPART_ARC
(32,34),1.32979 # DEPENDENCYPART_ARC
(32,35),1.18478 # DEPENDENCYPART_ARC
(32,36),0.58241 # DEPENDENCYPART_ARC
(32,37),-0.492025 # DEPENDENCYPART_ARC
(32,38),0.455676 # DEPENDENCYPART_ARC
(33,1),-4.92705 # DEPENDENCYPART_ARC
(33,2),-4.41161 # DEPENDENCYPART_ARC
(33,3),-4.31162 # DEPENDENCYPART_ARC
(33,4),-5.32198 # DEPENDENCYPART_ARC
(33,5),-4.15158 # DEPENDENCYPART_ARC
(33,6),-3.56985 # DEPENDENCYPART_ARC
(33,7),-3.67287 # DEPENDENCYPART_ARC
(33,8),-2.16103 # DEPENDENCYPART_ARC
(33,9),-3.01107 # DEPENDENCYPART_ARC
(33,10),-2.86398 # DEPENDENCYPART_ARC
(33,11),-3.03367 # DEPENDENCYPART_ARC
(33,12),-3.56958 # DEPENDENCYPART_ARC
(33,13),-2.54357 # DEPENDENCYPART_ARC
(33,14),-2.17101 # DEPENDENCYPART_ARC
(33,15),-2.48658 # DEPENDENCYPART_ARC
(33,16),-2.26921 # DEPENDENCYPART_ARC
(33,17),-2.93174 # DEPENDENCYPART_ARC
(33,18),-3.05502 # DEPENDENCYPART_ARC
(33,19),-1.95781 # DEPENDENCYPART_ARC
(33,20),-2.526 # DEPENDENCYPART_ARC
(33,21),-0.805148 # DEPENDENCYPART_ARC
(33,22),-1.88017 # DEPENDENCYPART_ARC
(33,23),-2.19748 # DEPENDENCYPART_ARC
(33,24),-2.57891 # DEPENDENCYPART_ARC
(33,25),-1.21607 # DEPENDENCYPART_ARC
(33,26),-1.85554 # DEPENDENCYPART_ARC
(33,27),-0.788791 # DEPENDENCYPART_ARC
(33,28),-0.565848 # DEPENDENCYPART_ARC
(33,29),-0.86155 # DEPENDENCYPART_ARC
(33,30),-0.811937 # DEPENDENCYPART_ARC
(33,31),0.0455726 # DEPENDENCYPART_ARC
(33,32),-0.296557 # DEPENDENCYPART_ARC
(33,34),4.6238 # DEPENDENCYPART_ARC
(33,35),0.389098 # DEPENDENCYPART_ARC
(33,36),-1.03306 # DEPENDENCYPART_ARC
(33,37),-0.714633 # DEPENDENCYPART_ARC
(33,38),-1.05891 # DEPENDENCYPART_ARC
(34,1),-5.31379 # DEPENDENCYPART_ARC
(34,2),-14.1095 # DEPENDENCYPART_ARC
(34,3),-4.03377 # DEPENDENCYPART_ARC
(34,4),-5.15124 # DEPENDENCYPART_ARC
(34,5),-3.17288 # DEPENDENCYPART_ARC
(34,6),-3.67427 # DEPENDENCYPART_ARC
(34,7),-3.19183 # DEPENDENCYPART_ARC
(34,8),-3.6895 # DEPENDENCYPART_ARC
(34,9),-6.54593 # DEPENDENCYPART_ARC
(34,10),-3.40327 # DEPENDENCYPART_ARC
(34,11),-2.96432 # DEPENDENCYPART_ARC
(34,12),-2.8408 # DEPENDENCYPART_ARC
(34,13),-2.29135 # DEPENDENCYPART_ARC
(34,14),-2.38792 # DEPENDENCYPART_ARC
(34,15),-2.15041 # DEPENDENCYPART_ARC
(34,16),-1.30269 # DEPENDENCYPART_ARC
(34,17),-6.57017 # DEPENDENCYPART_ARC
(34,18),-2.6388 # DEPENDENCYPART_ARC
(34,19),-1.8991 # DEPENDENCYPART_ARC
(34,20),-2.13038 # DEPENDENCYPART_ARC
(34,21),-2.97961 # DEPENDENCYPART_ARC
(34,22),-1.43046 # DEPENDENCYPART_ARC
(34,23),-3.66792 # DEPENDENCYPART_ARC
(34,24),-2.1038 # DEPENDENCYPART_ARC
(34,25),-1.11624 # DEPENDENCYPART_ARC
(34,26),-1.49257 # DEPENDENCYPART_ARC
(34,27),-1.59752 # DEPENDENCYPART_ARC
(34,28),-0.129625 # DEPENDENCYPART_ARC
(34,29),-1.65953 # DEPENDENCYPART_ARC
(34,30),-0.528579 # DEPENDENCYPART_ARC
(34,31),1.10416 # DEPENDENCYPART_ARC
(34,32),-0.264029 # DEPENDENCYPART_ARC
(34,33),1.31818 # DEPENDENCYPART_ARC
(34,35),-0.161154 # DEPENDENCYPART_ARC
(34,36),-1.05784 # DEPENDENCYPART_ARC
(34,37),-1.27409 # DEPENDENCYPART_ARC
(34,38),-1.87538 # DEPENDENCYPART_ARC
(35,1),-2.90535 # DEPENDENCYPART_ARC
(35,2),-5.77382 # DEPENDENCYPART_ARC
(35,3),0.248148 # DEPENDENCYPART_ARC
(35,4),-4.75582 # DEPENDENCYPART_ARC
(35,5),-0.462166 # DEPENDENCYPART_ARC
(35,6),-7.83961 # DEPENDENCYPART_ARC
(35,7),-0.739105 # DEPENDENCYPART_ARC
(35,8),-4.40192 # DEPENDENCYPART_ARC
(35,9),-3.52785 # DEPENDENCYPART_ARC
(35,10),0.540006 # DEPENDENCYPART_ARC
(35,11),-6.45416 # DEPENDENCYPART_ARC
(35,12),-0.934054 # DEPENDENCYPART_ARC
(35,13),-0.826613 # DEPENDENCYPART_ARC
(35,14),-5.22735 # DEPENDENCYPART_ARC
(35,15),0.20177 # DEPENDENCYPART_ARC
(35,16),-0.0379071 # DEPENDENCYPART_ARC
(35,17),-3.27794 # DEPENDENCYPART_ARC
(35,18),1.21013 # DEPENDENCYPART_ARC
(35,19),-4.39781 # DEPENDENCYPART_ARC
(35,20),-0.215623 # DEPENDENCYPART_ARC
(35,21),-1.06791 # DEPENDENCYPART_ARC
(35,22),-0.098278 # DEPENDENCYPART_ARC
(35,23),-2.48759 # DEPENDENCYPART_ARC
(35,24),0.786767 # DEPENDENCYPART_ARC
(35,25),-2.96349 # DEPENDENCYPART_ARC
(35,26),-0.211185 # DEPENDENCYPART_ARC
(35,27),-1.62598 # DEPENDENCYPART_ARC
(35,28),-1.56966 # DEPENDENCYPART_ARC
(35,29),1.42836 # DEPENDENCYPART_ARC
(35,30),0.412138 # DEPENDENCYPART_ARC
(35,31),-0.83505 # DEPENDENCYPART_ARC
(35,32),1.68938 # DEPENDENCYPART_ARC
(35,33),-0.258087 # DEPENDENCYPART_ARC
(35,34),1.04751 # DEPENDENCYPART_ARC
(35,36),2.0774 # DEPENDENCYPART_ARC
(35,37),2.59629 # DEPENDENCYPART_ARC
(35,38),3.49898 # DEPENDENCYPART_ARC
(36,1),-5.33498 # DEPENDENCYPART_ARC
(36,2),-4.70856 # DEPENDENCYPART_ARC
(36,3),-4.22566 # DEPENDENCYPART_ARC
(36,4),-5.00189 # DEPENDENCYPART_ARC
(36,5),-4.02959 # DEPENDENCYPART_ARC
(36,6),-4.68292 # DEPENDENCYPART_ARC
(36,7),-3.87195 # DEPENDENCYPART_ARC
(36,8),-4.64508 # DEPENDENCYPART_ARC
(36,9),-3.6975 # DEPENDENCYPART_ARC
(36,10),-3.37523 # DEPENDENCYPART_ARC
(36,11),-4.18342 # DEPENDENCYPART_ARC
(36,12),-3.30704 # DEPENDENCYPART_ARC
(36,13),-3.73983 # DEPENDENCYPART_ARC
(36,14),-3.73307 # DEPENDENCYPART_ARC
(36,15),-3.17014 # DEPENDENCYPART_ARC
(36,16),-2.81354 # DEPENDENCYPART_ARC
(36,17),-3.24906 # DEPENDENCYPART_ARC
(36,18),-3.0313 # DEPENDENCYPART_ARC
(36,19),-3.20476 # DEPENDENCYPART_ARC
(36,20),-3.01537 # DEPENDENCYPART_ARC
(36,21),-1.95464 # DEPENDENCYPART_ARC
(36,22),-2.73919 # DEPENDENCYPART_ARC
(36,23),-2.58626 # DEPENDENCYPART_ARC
(36,24),-2.47926 # DEPENDENCYPART_ARC
(36,25),-2.57849 # DEPENDENCYPART_ARC
(36,26),-2.43327 # DEPENDENCYPART_ARC
(36,27),-2.33414 # DEPENDENCYPART_ARC
(36,28),-1.61124 # DEPENDENCYPART_ARC
(36,29),-1.68771 # DEPENDENCYPART_ARC
(36,30),-1.5365 # DEPENDENCYPART_ARC
(36,31),-1.33465 # DEPENDENCYPART_ARC
(36,32),-1.7784 # DEPENDENCYPART_ARC
(36,33),-0.874178 # DEPENDENCYPART_ARC
(36,34),-0.896157 # DEPENDENCYPART_ARC
(36,35),0.721905 # DEPENDENCYPART_ARC
(36,37),5.13708 # DEPENDENCYPART_ARC
(36,38),-0.113342 # DEPENDENCYPART_ARC
(37,1),-5.64693 # DEPENDENCYPART_ARC
(37,2),-15.9019 # DEPENDENCYPART_ARC
(37,3),-4.19425 # DEPENDENCYPART_ARC
(37,4),-5.62707 # DEPENDENCYPART_ARC
(37,5),-3.37043 # DEPENDENCYPART_ARC
(37,6),-4.39097 # DEPENDENCYPART_ARC
(37,7),-2.93958 # DEPENDENCYPART_ARC
(37,8),-3.08805 # DEPENDENCYPART_ARC
(37,9),-7.80672 # DEPENDENCYPART_ARC
(37,10),-3.72864 # DEPENDENCYPART_ARC
(37,11),-3.52229 # DEPENDENCYPART_ARC
(37,12),-2.71875 # DEPENDENCYPART_ARC
(37,13),-2.86719 # DEPENDENCYPART_ARC
(37,14),-3.32893 # DEPENDENCYPART_ARC
(37,15),-2.4841 # DEPENDENCYPART_ARC
(37,16),-1.6667 # DEPENDENCYPART_ARC
(37,17),-9.13288 # DEPENDENCYPART_ARC
(37,18),-3.18125 # DEPENDENCYPART_ARC
(37,19),-2.82575 # DEPENDENCYPART_ARC
(37,20),-2.14263 # DEPENDENCYPART_ARC
(37,21),-3.35994 # DEPENDENCYPART_ARC
(37,22),-2.18618 # DEPENDENCYPART_ARC
(37,23),-6.31948 # DEPENDENCYPART_ARC
(37,24),-2.84785 # DEPENDENCYPART_ARC
(37,25),-2.00104 # DEPENDENCYPART_ARC
(37,26),-1.7493 # DEPENDENCYPART_ARC
(37,27),-1.69805 # DEPENDENCYPART_ARC
(37,28),-2.35828 # DEPENDENCYPART_ARC
(37,29),-2.23477 # DEPENDENCYPART_ARC
(37,30),-1.21879 # DEPENDENCYPART_ARC
(37,31),-2.68465 # DEPENDENCYPART_ARC
(37,32),-1.89575 # DEPENDENCYPART_ARC
(37,33),-0.863112 # DEPENDENCYPART_ARC
(37,34),-0.422217 # DEPENDENCYPART_ARC
(37,35),-0.635097 # DEPENDENCYPART_ARC
(37,36),1.02194 # DEPENDENCYPART_ARC
(37,38),-0.594788 # DEPENDENCYPART_ARC
(38,16),-2.5783 # DEPENDENCYPART_ARC
(38,30),-2.268 # DEPENDENCYPART_ARC
