# _root_ La dona va aparcar i va mirar d' agafar un taxi , moment en el qual l' acusat ' la va agafar pels cabells , va iniciar un forcejament i una persecució fins a introduir -la de_nou en el cotxe ' .
#goldHeads=2,4,4,0,4,9,9,9,4,11,9,13,9,22,16,14,18,22,22,22,22,13,22,23,22,27,22,29,27,29,32,29,27,33,34,35,35,35,40,38,22,4,
#predictedHeads=2,4,4,0,4,9,9,9,4,11,9,13,11,9,16,14,18,14,22,22,22,18,22,23,22,27,4,29,27,29,32,29,27,33,34,35,35,35,40,38,27,4,
(24,28),-1.74696 # DEPENDENCYPART_ARC
(24,29),-0.192583 # DEPENDENCYPART_ARC
(24,30),0.901614 # DEPENDENCYPART_ARC
(24,31),-2.85068 # DEPENDENCYPART_ARC
(24,32),-0.658355 # DEPENDENCYPART_ARC
(24,33),-0.802842 # DEPENDENCYPART_ARC
(24,34),-1.61073 # DEPENDENCYPART_ARC
(24,35),-2.45225 # DEPENDENCYPART_ARC
(24,36),-2.17747 # DEPENDENCYPART_ARC
(24,37),-1.63182 # DEPENDENCYPART_ARC
(24,38),-1.94694 # DEPENDENCYPART_ARC
(24,39),-3.25472 # DEPENDENCYPART_ARC
(24,40),-1.10958 # DEPENDENCYPART_ARC
(24,41),-0.356047 # DEPENDENCYPART_ARC
(24,42),1.09593 # DEPENDENCYPART_ARC
(25,1),-4.07473 # DEPENDENCYPART_ARC
(25,2),-4.38444 # DEPENDENCYPART_ARC
(25,3),-3.9704 # DEPENDENCYPART_ARC
(25,4),-3.94488 # DEPENDENCYPART_ARC
(25,5),-3.12118 # DEPENDENCYPART_ARC
(25,6),-4.00599 # DEPENDENCYPART_ARC
(25,7),-4.05814 # DEPENDENCYPART_ARC
(25,8),-3.32063 # DEPENDENCYPART_ARC
(25,9),-3.78716 # DEPENDENCYPART_ARC
(25,10),-3.6834 # DEPENDENCYPART_ARC
(25,11),-4.08768 # DEPENDENCYPART_ARC
(25,12),-3.02586 # DEPENDENCYPART_ARC
(25,13),-3.80638 # DEPENDENCYPART_ARC
(25,14),-2.96561 # DEPENDENCYPART_ARC
(25,15),-3.45765 # DEPENDENCYPART_ARC
(25,16),-3.49579 # DEPENDENCYPART_ARC
(25,17),-3.37971 # DEPENDENCYPART_ARC
(25,18),-3.62092 # DEPENDENCYPART_ARC
(25,19),-2.53145 # DEPENDENCYPART_ARC
(25,20),-2.73841 # DEPENDENCYPART_ARC
(25,21),-2.9037 # DEPENDENCYPART_ARC
(25,22),-2.48625 # DEPENDENCYPART_ARC
(25,23),-1.4401 # DEPENDENCYPART_ARC
(25,24),-1.42491 # DEPENDENCYPART_ARC
(25,26),-1.07891 # DEPENDENCYPART_ARC
(25,27),-2.16267 # DEPENDENCYPART_ARC
(25,28),-2.99119 # DEPENDENCYPART_ARC
(25,29),-2.65187 # DEPENDENCYPART_ARC
(25,30),-1.97552 # DEPENDENCYPART_ARC
(25,31),-3.13301 # DEPENDENCYPART_ARC
(25,32),-2.64795 # DEPENDENCYPART_ARC
(25,33),-2.6504 # DEPENDENCYPART_ARC
(25,34),-2.67282 # DEPENDENCYPART_ARC
(25,35),-2.51231 # DEPENDENCYPART_ARC
(25,36),-3.03723 # DEPENDENCYPART_ARC
(25,37),-2.93468 # DEPENDENCYPART_ARC
(25,38),-2.64311 # DEPENDENCYPART_ARC
(25,39),-3.46137 # DEPENDENCYPART_ARC
(25,40),-2.99555 # DEPENDENCYPART_ARC
(25,41),-2.28437 # DEPENDENCYPART_ARC
(25,42),-2.41808 # DEPENDENCYPART_ARC
(26,1),-5.9687 # DEPENDENCYPART_ARC
(26,2),-2.02616 # DEPENDENCYPART_ARC
(26,3),-1.99371 # DEPENDENCYPART_ARC
(26,4),-2.67946 # DEPENDENCYPART_ARC
(26,5),-3.06125 # DEPENDENCYPART_ARC
(26,6),-0.675785 # DEPENDENCYPART_ARC
(26,7),-1.74483 # DEPENDENCYPART_ARC
(26,8),-4.05432 # DEPENDENCYPART_ARC
(26,9),-2.43897 # DEPENDENCYPART_ARC
(26,10),-4.65021 # DEPENDENCYPART_ARC
(26,11),-1.63844 # DEPENDENCYPART_ARC
(26,12),-3.22399 # DEPENDENCYPART_ARC
(26,13),-2.29963 # DEPENDENCYPART_ARC
(26,14),-2.14672 # DEPENDENCYPART_ARC
(26,15),-4.30975 # DEPENDENCYPART_ARC
(26,16),-3.1649 # DEPENDENCYPART_ARC
(26,17),-3.99459 # DEPENDENCYPART_ARC
(26,18),-1.13731 # DEPENDENCYPART_ARC
(26,19),-0.821817 # DEPENDENCYPART_ARC
(26,20),-2.84629 # DEPENDENCYPART_ARC
(26,21),0.438291 # DEPENDENCYPART_ARC
(26,22),-1.36132 # DEPENDENCYPART_ARC
(26,23),-1.33764 # DEPENDENCYPART_ARC
(26,24),-1.2661 # DEPENDENCYPART_ARC
(26,25),-0.725595 # DEPENDENCYPART_ARC
(26,27),1.09793 # DEPENDENCYPART_ARC
(26,28),-3.63764 # DEPENDENCYPART_ARC
(26,29),-0.251503 # DEPENDENCYPART_ARC
(26,30),-0.396428 # DEPENDENCYPART_ARC
(26,31),-4.02573 # DEPENDENCYPART_ARC
(26,32),-1.38718 # DEPENDENCYPART_ARC
(26,33),0.245394 # DEPENDENCYPART_ARC
(26,34),-0.0923117 # DEPENDENCYPART_ARC
(26,35),-1.08565 # DEPENDENCYPART_ARC
(26,36),-1.92119 # DEPENDENCYPART_ARC
(26,37),-2.25569 # DEPENDENCYPART_ARC
(26,38),-1.65835 # DEPENDENCYPART_ARC
(26,39),-4.9544 # DEPENDENCYPART_ARC
(26,40),-2.10552 # DEPENDENCYPART_ARC
(26,41),1.00502 # DEPENDENCYPART_ARC
(26,42),3.47927 # DEPENDENCYPART_ARC
(27,1),-2.99415 # DEPENDENCYPART_ARC
(27,2),0.75693 # DEPENDENCYPART_ARC
(27,3),-0.490424 # DEPENDENCYPART_ARC
(27,4),-1.31835 # DEPENDENCYPART_ARC
(27,5),-0.203068 # DEPENDENCYPART_ARC
(27,6),0.932297 # DEPENDENCYPART_ARC
(27,7),0.149125 # DEPENDENCYPART_ARC
(27,8),-1.61712 # DEPENDENCYPART_ARC
(27,9),-0.371464 # DEPENDENCYPART_ARC
(27,10),-1.56918 # DEPENDENCYPART_ARC
(27,11),0.208603 # DEPENDENCYPART_ARC
(27,12),-1.32529 # DEPENDENCYPART_ARC
(27,13),-0.0994686 # DEPENDENCYPART_ARC
(27,14),0.00051827 # DEPENDENCYPART_ARC
(27,15),-1.60294 # DEPENDENCYPART_ARC
(27,16),-0.44403 # DEPENDENCYPART_ARC
(27,17),-1.18407 # DEPENDENCYPART_ARC
(27,18),0.513039 # DEPENDENCYPART_ARC
(27,19),1.76049 # DEPENDENCYPART_ARC
(27,20),1.07463 # DEPENDENCYPART_ARC
(27,21),2.34176 # DEPENDENCYPART_ARC
(27,22),0.725813 # DEPENDENCYPART_ARC
(27,23),0.850268 # DEPENDENCYPART_ARC
(27,24),1.13137 # DEPENDENCYPART_ARC
(27,25),0.516541 # DEPENDENCYPART_ARC
(27,26),6.44969 # DEPENDENCYPART_ARC
(27,28),-0.232794 # DEPENDENCYPART_ARC
(27,29),4.08338 # DEPENDENCYPART_ARC
(27,30),2.0312 # DEPENDENCYPART_ARC
(27,31),-1.03252 # DEPENDENCYPART_ARC
(27,32),1.94872 # DEPENDENCYPART_ARC
(27,33),2.86469 # DEPENDENCYPART_ARC
(27,34),1.82826 # DEPENDENCYPART_ARC
(27,35),2.68705 # DEPENDENCYPART_ARC
(27,36),1.61963 # DEPENDENCYPART_ARC
(27,37),0.18997 # DEPENDENCYPART_ARC
(27,38),-0.331914 # DEPENDENCYPART_ARC
(27,39),-2.13513 # DEPENDENCYPART_ARC
(27,40),0.63889 # DEPENDENCYPART_ARC
(27,41),2.20066 # DEPENDENCYPART_ARC
(27,42),5.89083 # DEPENDENCYPART_ARC
(28,1),-5.75565 # DEPENDENCYPART_ARC
(28,2),-5.15044 # DEPENDENCYPART_ARC
(28,3),-5.48986 # DEPENDENCYPART_ARC
(28,4),-5.34453 # DEPENDENCYPART_ARC
(28,5),-4.00771 # DEPENDENCYPART_ARC
(28,6),-5.39947 # DEPENDENCYPART_ARC
(28,7),-5.23892 # DEPENDENCYPART_ARC
(28,8),-3.05085 # DEPENDENCYPART_ARC
(28,9),-5.19188 # DEPENDENCYPART_ARC
(28,10),-5.05417 # DEPENDENCYPART_ARC
(28,11),-4.63547 # DEPENDENCYPART_ARC
(28,12),-3.12586 # DEPENDENCYPART_ARC
(28,13),-4.30863 # DEPENDENCYPART_ARC
(28,14),-3.29691 # DEPENDENCYPART_ARC
(28,15),-4.27784 # DEPENDENCYPART_ARC
(28,16),-4.89976 # DEPENDENCYPART_ARC
(28,17),-5.13983 # DEPENDENCYPART_ARC
(28,18),-4.1979 # DEPENDENCYPART_ARC
(28,19),-2.88108 # DEPENDENCYPART_ARC
(28,20),-4.34548 # DEPENDENCYPART_ARC
(28,21),-4.24287 # DEPENDENCYPART_ARC
(28,22),-3.89865 # DEPENDENCYPART_ARC
(28,23),-2.26067 # DEPENDENCYPART_ARC
(28,24),-3.43498 # DEPENDENCYPART_ARC
(28,25),-2.09158 # DEPENDENCYPART_ARC
(28,26),-2.56886 # DEPENDENCYPART_ARC
(28,27),-1.60515 # DEPENDENCYPART_ARC
(28,29),1.77843 # DEPENDENCYPART_ARC
(28,30),-0.348348 # DEPENDENCYPART_ARC
(28,31),0.738636 # DEPENDENCYPART_ARC
(28,32),-0.0709108 # DEPENDENCYPART_ARC
(28,33),-1.23938 # DEPENDENCYPART_ARC
(28,34),-2.287 # DEPENDENCYPART_ARC
(28,35),-1.61395 # DEPENDENCYPART_ARC
(28,36),-2.1137 # DEPENDENCYPART_ARC
(28,37),-1.83198 # DEPENDENCYPART_ARC
(28,38),-3.64837 # DEPENDENCYPART_ARC
(28,39),-2.51442 # DEPENDENCYPART_ARC
(28,40),-2.95383 # DEPENDENCYPART_ARC
(28,41),-3.11466 # DEPENDENCYPART_ARC
(28,42),-2.94254 # DEPENDENCYPART_ARC
(29,1),-9.02579 # DEPENDENCYPART_ARC
(29,2),-3.36346 # DEPENDENCYPART_ARC
(29,3),-2.63193 # DEPENDENCYPART_ARC
(29,4),-2.84023 # DEPENDENCYPART_ARC
(29,5),-0.935608 # DEPENDENCYPART_ARC
(29,6),-2.52392 # DEPENDENCYPART_ARC
(29,7),-2.80297 # DEPENDENCYPART_ARC
(29,8),-1.61492 # DEPENDENCYPART_ARC
(29,9),-1.91673 # DEPENDENCYPART_ARC
(29,10),-5.14426 # DEPENDENCYPART_ARC
(29,11),-2.98796 # DEPENDENCYPART_ARC
(29,12),-2.08739 # DEPENDENCYPART_ARC
(29,13),-2.30782 # DEPENDENCYPART_ARC
(29,14),-0.70517 # DEPENDENCYPART_ARC
(29,15),-5.29848 # DEPENDENCYPART_ARC
(29,16),-4.72378 # DEPENDENCYPART_ARC
(29,17),-3.90719 # DEPENDENCYPART_ARC
(29,18),-2.36801 # DEPENDENCYPART_ARC
(29,19),-1.55989 # DEPENDENCYPART_ARC
(29,20),-1.89386 # DEPENDENCYPART_ARC
(29,21),-1.534 # DEPENDENCYPART_ARC
(29,22),-1.45178 # DEPENDENCYPART_ARC
(29,23),-0.363673 # DEPENDENCYPART_ARC
(29,24),-1.34749 # DEPENDENCYPART_ARC
(29,25),-0.3356 # DEPENDENCYPART_ARC
(29,26),0.0389233 # DEPENDENCYPART_ARC
(29,27),0.823222 # DEPENDENCYPART_ARC
(29,28),4.32386 # DEPENDENCYPART_ARC
(29,30),2.83036 # DEPENDENCYPART_ARC
(29,31),-0.212056 # DEPENDENCYPART_ARC
(29,32),2.03312 # DEPENDENCYPART_ARC
(29,33),1.25921 # DEPENDENCYPART_ARC
(29,34),0.6016 # DEPENDENCYPART_ARC
(29,35),1.18351 # DEPENDENCYPART_ARC
(29,36),-0.850887 # DEPENDENCYPART_ARC
(29,37),-0.423223 # DEPENDENCYPART_ARC
(29,38),-0.522532 # DEPENDENCYPART_ARC
(29,39),-1.72348 # DEPENDENCYPART_ARC
(29,40),0.159439 # DEPENDENCYPART_ARC
(29,41),0.603046 # DEPENDENCYPART_ARC
(29,42),1.66616 # DEPENDENCYPART_ARC
(30,1),-4.29876 # DEPENDENCYPART_ARC
(30,2),-4.80483 # DEPENDENCYPART_ARC
(30,3),-4.31271 # DEPENDENCYPART_ARC
(30,4),-4.44481 # DEPENDENCYPART_ARC
(30,5),-3.4906 # DEPENDENCYPART_ARC
(30,6),-4.36604 # DEPENDENCYPART_ARC
(30,7),-4.27635 # DEPENDENCYPART_ARC
(30,8),-3.88255 # DEPENDENCYPART_ARC
(30,9),-4.28612 # DEPENDENCYPART_ARC
(30,10),-4.19627 # DEPENDENCYPART_ARC
(30,11),-4.51555 # DEPENDENCYPART_ARC
(30,12),-3.86258 # DEPENDENCYPART_ARC
(30,13),-4.34005 # DEPENDENCYPART_ARC
(30,14),-3.27399 # DEPENDENCYPART_ARC
(30,15),-4.02615 # DEPENDENCYPART_ARC
(30,16),-4.04767 # DEPENDENCYPART_ARC
(30,17),-4.01869 # DEPENDENCYPART_ARC
(30,18),-4.17307 # DEPENDENCYPART_ARC
(30,19),-3.4632 # DEPENDENCYPART_ARC
(30,20),-3.41386 # DEPENDENCYPART_ARC
(30,21),-3.83965 # DEPENDENCYPART_ARC
(30,22),-3.61249 # DEPENDENCYPART_ARC
(30,23),-2.69997 # DEPENDENCYPART_ARC
(30,24),-3.52225 # DEPENDENCYPART_ARC
(30,25),-2.78501 # DEPENDENCYPART_ARC
(30,26),-3.01605 # DEPENDENCYPART_ARC
(30,27),-2.59111 # DEPENDENCYPART_ARC
(30,28),-1.3155 # DEPENDENCYPART_ARC
(30,29),-1.41009 # DEPENDENCYPART_ARC
(30,31),-1.8644 # DEPENDENCYPART_ARC
(30,32),-1.11227 # DEPENDENCYPART_ARC
(30,33),-1.62184 # DEPENDENCYPART_ARC
(30,34),-1.60762 # DEPENDENCYPART_ARC
(30,35),-1.35937 # DEPENDENCYPART_ARC
(30,36),-2.88162 # DEPENDENCYPART_ARC
(30,37),-3.20519 # DEPENDENCYPART_ARC
(30,38),-2.75647 # DEPENDENCYPART_ARC
(30,39),-3.98506 # DEPENDENCYPART_ARC
(30,40),-3.40363 # DEPENDENCYPART_ARC
(30,41),-2.29146 # DEPENDENCYPART_ARC
(30,42),-2.16989 # DEPENDENCYPART_ARC
(31,1),-5.204 # DEPENDENCYPART_ARC
(31,2),-4.03581 # DEPENDENCYPART_ARC
(31,3),-4.4805 # DEPENDENCYPART_ARC
(31,4),-4.35242 # DEPENDENCYPART_ARC
(31,5),-2.88575 # DEPENDENCYPART_ARC
(31,6),-4.48071 # DEPENDENCYPART_ARC
(31,7),-4.1899 # DEPENDENCYPART_ARC
(31,8),-3.33792 # DEPENDENCYPART_ARC
(31,9),-4.16463 # DEPENDENCYPART_ARC
(31,10),-4.34655 # DEPENDENCYPART_ARC
(31,11),-3.93413 # DEPENDENCYPART_ARC
(31,12),-2.29634 # DEPENDENCYPART_ARC
(31,13),-3.71937 # DEPENDENCYPART_ARC
(31,14),-2.94481 # DEPENDENCYPART_ARC
(31,15),-3.55715 # DEPENDENCYPART_ARC
(31,16),-4.12008 # DEPENDENCYPART_ARC
(31,17),-4.39747 # DEPENDENCYPART_ARC
(31,18),-3.60021 # DEPENDENCYPART_ARC
(31,19),-2.08953 # DEPENDENCYPART_ARC
(31,20),-3.69336 # DEPENDENCYPART_ARC
(31,21),-3.30828 # DEPENDENCYPART_ARC
(31,22),-3.09199 # DEPENDENCYPART_ARC
(31,23),-1.61621 # DEPENDENCYPART_ARC
(31,24),-3.00444 # DEPENDENCYPART_ARC
(31,25),-1.58481 # DEPENDENCYPART_ARC
(31,26),-2.57826 # DEPENDENCYPART_ARC
(31,27),-2.11968 # DEPENDENCYPART_ARC
(31,28),-0.507811 # DEPENDENCYPART_ARC
(31,29),-1.32826 # DEPENDENCYPART_ARC
(31,30),0.108295 # DEPENDENCYPART_ARC
(31,32),2.02401 # DEPENDENCYPART_ARC
(31,33),0.210571 # DEPENDENCYPART_ARC
(31,34),-1.43693 # DEPENDENCYPART_ARC
(31,35),-0.821923 # DEPENDENCYPART_ARC
(31,36),-1.59059 # DEPENDENCYPART_ARC
(31,37),-1.64126 # DEPENDENCYPART_ARC
(31,38),-3.12551 # DEPENDENCYPART_ARC
(31,39),-3.0306 # DEPENDENCYPART_ARC
(31,40),-3.23831 # DEPENDENCYPART_ARC
(31,41),-2.02622 # DEPENDENCYPART_ARC
(31,42),-2.23923 # DEPENDENCYPART_ARC
(32,1),-9.07119 # DEPENDENCYPART_ARC
(32,2),-2.78527 # DEPENDENCYPART_ARC
(32,3),-2.65202 # DEPENDENCYPART_ARC
(32,4),-2.43678 # DEPENDENCYPART_ARC
(32,5),-0.922523 # DEPENDENCYPART_ARC
(32,6),-2.17502 # DEPENDENCYPART_ARC
(32,7),-1.88091 # DEPENDENCYPART_ARC
(32,8),-2.15461 # DEPENDENCYPART_ARC
(32,9),-1.16824 # DEPENDENCYPART_ARC
(32,10),-5.96358 # DEPENDENCYPART_ARC
(32,11),-3.27968 # DEPENDENCYPART_ARC
(32,12),-1.43709 # DEPENDENCYPART_ARC
(32,13),-2.47358 # DEPENDENCYPART_ARC
(32,14),-1.70699 # DEPENDENCYPART_ARC
(32,15),-6.14859 # DEPENDENCYPART_ARC
(32,16),-5.39569 # DEPENDENCYPART_ARC
(32,17),-4.70431 # DEPENDENCYPART_ARC
(32,18),-2.51751 # DEPENDENCYPART_ARC
(32,19),-1.51337 # DEPENDENCYPART_ARC
(32,20),-1.84192 # DEPENDENCYPART_ARC
(32,21),-1.18254 # DEPENDENCYPART_ARC
(32,22),-0.497283 # DEPENDENCYPART_ARC
(32,23),-0.843711 # DEPENDENCYPART_ARC
(32,24),-1.22061 # DEPENDENCYPART_ARC
(32,25),-0.157589 # DEPENDENCYPART_ARC
(32,26),0.192615 # DEPENDENCYPART_ARC
(32,27),0.447807 # DEPENDENCYPART_ARC
(32,28),1.44232 # DEPENDENCYPART_ARC
(32,29),-0.351123 # DEPENDENCYPART_ARC
(32,30),1.19145 # DEPENDENCYPART_ARC
(32,31),5.13953 # DEPENDENCYPART_ARC
(32,33),1.78664 # DEPENDENCYPART_ARC
(32,34),1.26917 # DEPENDENCYPART_ARC
(32,35),1.86546 # DEPENDENCYPART_ARC
(32,36),-1.31327 # DEPENDENCYPART_ARC
(32,37),-0.209445 # DEPENDENCYPART_ARC
(32,38),-0.439573 # DEPENDENCYPART_ARC
(32,39),-2.16752 # DEPENDENCYPART_ARC
(32,40),-0.710424 # DEPENDENCYPART_ARC
(32,41),0.868232 # DEPENDENCYPART_ARC
(32,42),1.20509 # DEPENDENCYPART_ARC
(33,1),-2.83761 # DEPENDENCYPART_ARC
(33,2),-3.97476 # DEPENDENCYPART_ARC
(33,3),-1.32949 # DEPENDENCYPART_ARC
(33,4),-1.83516 # DEPENDENCYPART_ARC
(33,5),-1.76197 # DEPENDENCYPART_ARC
(33,6),-1.36037 # DEPENDENCYPART_ARC
(33,7),-1.85505 # DEPENDENCYPART_ARC
(33,8),-3.84432 # DEPENDENCYPART_ARC
(33,9),-1.34496 # DEPENDENCYPART_ARC
(33,10),-3.01666 # DEPENDENCYPART_ARC
(33,11),-3.80683 # DEPENDENCYPART_ARC
(33,12),-2.46982 # DEPENDENCYPART_ARC
(33,13),-3.29876 # DEPENDENCYPART_ARC
(33,14),-3.3321 # DEPENDENCYPART_ARC
(33,15),-2.45125 # DEPENDENCYPART_ARC
(33,16),-2.47591 # DEPENDENCYPART_ARC
(33,17),-2.57614 # DEPENDENCYPART_ARC
(33,18),-3.09962 # DEPENDENCYPART_ARC
(33,19),-0.912632 # DEPENDENCYPART_ARC
(33,20),-2.87848 # DEPENDENCYPART_ARC
(33,21),-1.19322 # DEPENDENCYPART_ARC
(33,22),-1.46077 # DEPENDENCYPART_ARC
(33,23),-2.26354 # DEPENDENCYPART_ARC
(33,24),-2.3596 # DEPENDENCYPART_ARC
(33,25),-1.16693 # DEPENDENCYPART_ARC
(33,26),-0.532059 # DEPENDENCYPART_ARC
(33,27),-0.600045 # DEPENDENCYPART_ARC
(33,28),-1.02746 # DEPENDENCYPART_ARC
(33,29),-1.36606 # DEPENDENCYPART_ARC
(33,30),-0.776832 # DEPENDENCYPART_ARC
(33,31),0.521968 # DEPENDENCYPART_ARC
(33,32),0.0718074 # DEPENDENCYPART_ARC
(33,34),3.9541 # DEPENDENCYPART_ARC
(33,35),2.41255 # DEPENDENCYPART_ARC
(33,36),-0.771859 # DEPENDENCYPART_ARC
(33,37),-0.217867 # DEPENDENCYPART_ARC
(33,38),-0.137789 # DEPENDENCYPART_ARC
(33,39),-2.98719 # DEPENDENCYPART_ARC
(33,40),-0.878338 # DEPENDENCYPART_ARC
(33,41),-0.0221717 # DEPENDENCYPART_ARC
(33,42),-0.613084 # DEPENDENCYPART_ARC
(34,1),-3.52846 # DEPENDENCYPART_ARC
(34,2),-4.62264 # DEPENDENCYPART_ARC
(34,3),-3.1427 # DEPENDENCYPART_ARC
(34,4),-3.26236 # DEPENDENCYPART_ARC
(34,5),-2.81421 # DEPENDENCYPART_ARC
(34,6),-2.86735 # DEPENDENCYPART_ARC
(34,7),-3.10393 # DEPENDENCYPART_ARC
(34,8),-5.09611 # DEPENDENCYPART_ARC
(34,9),-2.86035 # DEPENDENCYPART_ARC
(34,10),-3.80949 # DEPENDENCYPART_ARC
(34,11),-4.45328 # DEPENDENCYPART_ARC
(34,12),-4.27481 # DEPENDENCYPART_ARC
(34,13),-4.19382 # DEPENDENCYPART_ARC
(34,14),-4.02719 # DEPENDENCYPART_ARC
(34,15),-3.15064 # DEPENDENCYPART_ARC
(34,16),-3.30613 # DEPENDENCYPART_ARC
(34,17),-3.27682 # DEPENDENCYPART_ARC
(34,18),-3.79142 # DEPENDENCYPART_ARC
(34,19),-3.07362 # DEPENDENCYPART_ARC
(34,20),-3.55857 # DEPENDENCYPART_ARC
(34,21),-2.16511 # DEPENDENCYPART_ARC
(34,22),-2.25361 # DEPENDENCYPART_ARC
(34,23),-3.15788 # DEPENDENCYPART_ARC
(34,24),-3.04003 # DEPENDENCYPART_ARC
(34,25),-2.62845 # DEPENDENCYPART_ARC
(34,26),-1.34731 # DEPENDENCYPART_ARC
(34,27),-1.36328 # DEPENDENCYPART_ARC
(34,28),-2.16574 # DEPENDENCYPART_ARC
(34,29),-2.17808 # DEPENDENCYPART_ARC
(34,30),-1.53226 # DEPENDENCYPART_ARC
(34,31),-0.926068 # DEPENDENCYPART_ARC
(34,32),-1.29789 # DEPENDENCYPART_ARC
(34,33),0.618494 # DEPENDENCYPART_ARC
(34,35),4.46292 # DEPENDENCYPART_ARC
(34,36),1.81644 # DEPENDENCYPART_ARC
(34,37),0.257819 # DEPENDENCYPART_ARC
(34,38),0.166017 # DEPENDENCYPART_ARC
(34,39),-2.03901 # DEPENDENCYPART_ARC
(34,40),0.504052 # DEPENDENCYPART_ARC
(34,41),0.646342 # DEPENDENCYPART_ARC
(34,42),0.197094 # DEPENDENCYPART_ARC
(35,1),-5.01271 # DEPENDENCYPART_ARC
(35,2),-2.4038 # DEPENDENCYPART_ARC
(35,3),-2.28144 # DEPENDENCYPART_ARC
(35,4),-3.31795 # DEPENDENCYPART_ARC
(35,5),-3.6765 # DEPENDENCYPART_ARC
(35,6),-1.62028 # DEPENDENCYPART_ARC
(35,7),-1.59628 # DEPENDENCYPART_ARC
(35,8),-3.27548 # DEPENDENCYPART_ARC
(35,9),-2.62894 # DEPENDENCYPART_ARC
(35,10),-4.02485 # DEPENDENCYPART_ARC
(35,11),-3.0683 # DEPENDENCYPART_ARC
(35,12),-4.78092 # DEPENDENCYPART_ARC
(35,13),-3.08627 # DEPENDENCYPART_ARC
(35,14),-2.22856 # DEPENDENCYPART_ARC
(35,15),-4.09785 # DEPENDENCYPART_ARC
(35,16),-2.11419 # DEPENDENCYPART_ARC
(35,17),-3.64949 # DEPENDENCYPART_ARC
(35,18),-2.22735 # DEPENDENCYPART_ARC
(35,19),-2.36963 # DEPENDENCYPART_ARC
(35,20),-1.06772 # DEPENDENCYPART_ARC
(35,21),0.314334 # DEPENDENCYPART_ARC
(35,22),-1.65201 # DEPENDENCYPART_ARC
(35,23),-0.99563 # DEPENDENCYPART_ARC
(35,24),-1.27433 # DEPENDENCYPART_ARC
(35,25),-2.74956 # DEPENDENCYPART_ARC
(35,26),0.958038 # DEPENDENCYPART_ARC
(35,27),-1.10747 # DEPENDENCYPART_ARC
(35,28),-1.23917 # DEPENDENCYPART_ARC
(35,29),-0.306781 # DEPENDENCYPART_ARC
(35,30),-1.18784 # DEPENDENCYPART_ARC
(35,31),-0.0218967 # DEPENDENCYPART_ARC
(35,32),0.286542 # DEPENDENCYPART_ARC
(35,33),0.610574 # DEPENDENCYPART_ARC
(35,34),1.82503 # DEPENDENCYPART_ARC
(35,36),4.68127 # DEPENDENCYPART_ARC
(35,37),2.67564 # DEPENDENCYPART_ARC
(35,38),2.65045 # DEPENDENCYPART_ARC
(35,39),-1.62493 # DEPENDENCYPART_ARC
(35,40),2.36008 # DEPENDENCYPART_ARC
(35,41),1.77563 # DEPENDENCYPART_ARC
(35,42),2.67001 # DEPENDENCYPART_ARC
(36,1),-6.48345 # DEPENDENCYPART_ARC
(36,2),-4.51423 # DEPENDENCYPART_ARC
(36,3),-3.05569 # DEPENDENCYPART_ARC
(36,4),-3.84745 # DEPENDENCYPART_ARC
(36,5),-3.62345 # DEPENDENCYPART_ARC
(36,6),-2.97283 # DEPENDENCYPART_ARC
(36,7),-3.67474 # DEPENDENCYPART_ARC
(36,8),-3.15827 # DEPENDENCYPART_ARC
(36,9),-3.56884 # DEPENDENCYPART_ARC
(36,10),-5.7787 # DEPENDENCYPART_ARC
(36,11),-4.54517 # DEPENDENCYPART_ARC
(36,12),-2.83939 # DEPENDENCYPART_ARC
(36,13),-4.30816 # DEPENDENCYPART_ARC
(36,14),-3.17401 # DEPENDENCYPART_ARC
(36,15),-4.5981 # DEPENDENCYPART_ARC
(36,16),-4.18499 # DEPENDENCYPART_ARC
(36,17),-4.04422 # DEPENDENCYPART_ARC
(36,18),-4.2632 # DEPENDENCYPART_ARC
(36,19),-1.83694 # DEPENDENCYPART_ARC
(36,20),-4.27645 # DEPENDENCYPART_ARC
(36,21),-2.45035 # DEPENDENCYPART_ARC
(36,22),-3.20798 # DEPENDENCYPART_ARC
(36,23),-2.49158 # DEPENDENCYPART_ARC
(36,24),-3.8451 # DEPENDENCYPART_ARC
(36,25),-2.33095 # DEPENDENCYPART_ARC
(36,26),-2.12826 # DEPENDENCYPART_ARC
(36,27),-2.80267 # DEPENDENCYPART_ARC
(36,28),-3.21302 # DEPENDENCYPART_ARC
(36,29),-3.30963 # DEPENDENCYPART_ARC
(36,30),-1.81827 # DEPENDENCYPART_ARC
(36,31),-1.96808 # DEPENDENCYPART_ARC
(36,32),-3.1619 # DEPENDENCYPART_ARC
(36,33),-1.2799 # DEPENDENCYPART_ARC
(36,34),-0.97554 # DEPENDENCYPART_ARC
(36,35),-0.410318 # DEPENDENCYPART_ARC
(36,37),0.505842 # DEPENDENCYPART_ARC
(36,38),-0.815721 # DEPENDENCYPART_ARC
(36,39),-0.46716 # DEPENDENCYPART_ARC
(36,40),-1.32547 # DEPENDENCYPART_ARC
(36,41),-0.542291 # DEPENDENCYPART_ARC
(36,42),-0.0784634 # DEPENDENCYPART_ARC
(37,1),-2.55541 # DEPENDENCYPART_ARC
(37,2),-3.8134 # DEPENDENCYPART_ARC
(37,3),-2.31691 # DEPENDENCYPART_ARC
(37,4),-2.54574 # DEPENDENCYPART_ARC
