# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,16,7,4,7,10,7,4,16,4,16,16,4,18,16,16,21,19,21,16,25,21,27,25,27,28,25,30,31,32,4,
(30,25),-1.43867 # DEPENDENCYPART_ARC
(30,26),-0.193478 # DEPENDENCYPART_ARC
(30,27),-1.08261 # DEPENDENCYPART_ARC
(30,28),0.0123904 # DEPENDENCYPART_ARC
(30,29),0.325122 # DEPENDENCYPART_ARC
(30,31),3.79801 # DEPENDENCYPART_ARC
(30,32),-0.046254 # DEPENDENCYPART_ARC
(30,33),1.06469 # DEPENDENCYPART_ARC
(30,34),-0.523926 # DEPENDENCYPART_ARC
(31,1),-13.1927 # DEPENDENCYPART_ARC
(31,2),-4.93787 # DEPENDENCYPART_ARC
(31,3),-4.32093 # DEPENDENCYPART_ARC
(31,4),-4.2419 # DEPENDENCYPART_ARC
(31,5),-1.88343 # DEPENDENCYPART_ARC
(31,6),-9.60458 # DEPENDENCYPART_ARC
(31,7),-4.56303 # DEPENDENCYPART_ARC
(31,8),-2.71878 # DEPENDENCYPART_ARC
(31,9),-7.91679 # DEPENDENCYPART_ARC
(31,10),-4.72073 # DEPENDENCYPART_ARC
(31,11),-3.59231 # DEPENDENCYPART_ARC
(31,12),-2.57902 # DEPENDENCYPART_ARC
(31,13),-4.40043 # DEPENDENCYPART_ARC
(31,14),-3.23613 # DEPENDENCYPART_ARC
(31,15),-4.13403 # DEPENDENCYPART_ARC
(31,16),-3.70586 # DEPENDENCYPART_ARC
(31,17),-5.59038 # DEPENDENCYPART_ARC
(31,18),-3.7905 # DEPENDENCYPART_ARC
(31,19),-3.07668 # DEPENDENCYPART_ARC
(31,20),-6.10665 # DEPENDENCYPART_ARC
(31,21),-3.26965 # DEPENDENCYPART_ARC
(31,22),-3.34677 # DEPENDENCYPART_ARC
(31,23),-2.52786 # DEPENDENCYPART_ARC
(31,24),-3.07493 # DEPENDENCYPART_ARC
(31,25),-2.73233 # DEPENDENCYPART_ARC
(31,26),-0.0106562 # DEPENDENCYPART_ARC
(31,27),-2.36291 # DEPENDENCYPART_ARC
(31,28),-1.59252 # DEPENDENCYPART_ARC
(31,29),-0.774397 # DEPENDENCYPART_ARC
(31,30),0.189216 # DEPENDENCYPART_ARC
(31,32),2.95834 # DEPENDENCYPART_ARC
(31,33),1.51164 # DEPENDENCYPART_ARC
(31,34),0.489962 # DEPENDENCYPART_ARC
(32,1),-3.91769 # DEPENDENCYPART_ARC
(32,2),-3.41875 # DEPENDENCYPART_ARC
(32,3),-3.01367 # DEPENDENCYPART_ARC
(32,4),-2.69401 # DEPENDENCYPART_ARC
(32,5),-1.27228 # DEPENDENCYPART_ARC
(32,6),-3.0677 # DEPENDENCYPART_ARC
(32,7),-3.20143 # DEPENDENCYPART_ARC
(32,8),-2.18988 # DEPENDENCYPART_ARC
(32,9),-2.58838 # DEPENDENCYPART_ARC
(32,10),-3.48696 # DEPENDENCYPART_ARC
(32,11),-3.78707 # DEPENDENCYPART_ARC
(32,12),-1.68197 # DEPENDENCYPART_ARC
(32,13),-0.563758 # DEPENDENCYPART_ARC
(32,14),-2.3067 # DEPENDENCYPART_ARC
(32,15),-2.21718 # DEPENDENCYPART_ARC
(32,16),-2.33912 # DEPENDENCYPART_ARC
(32,17),-2.75817 # DEPENDENCYPART_ARC
(32,18),-2.56158 # DEPENDENCYPART_ARC
(32,19),-2.63374 # DEPENDENCYPART_ARC
(32,20),-2.14348 # DEPENDENCYPART_ARC
(32,21),-2.40232 # DEPENDENCYPART_ARC
(32,22),-2.40728 # DEPENDENCYPART_ARC
(32,23),-1.75171 # DEPENDENCYPART_ARC
(32,24),-0.936204 # DEPENDENCYPART_ARC
(32,25),-1.02883 # DEPENDENCYPART_ARC
(32,26),-0.817512 # DEPENDENCYPART_ARC
(32,27),-1.2165 # DEPENDENCYPART_ARC
(32,28),-0.47132 # DEPENDENCYPART_ARC
(32,29),-0.772843 # DEPENDENCYPART_ARC
(32,30),0.289654 # DEPENDENCYPART_ARC
(32,31),0.81364 # DEPENDENCYPART_ARC
(32,33),4.01948 # DEPENDENCYPART_ARC
(32,34),-0.292629 # DEPENDENCYPART_ARC
(33,1),-12.8543 # DEPENDENCYPART_ARC
(33,2),-3.81677 # DEPENDENCYPART_ARC
(33,3),-3.10759 # DEPENDENCYPART_ARC
(33,4),-2.70779 # DEPENDENCYPART_ARC
(33,5),-0.537552 # DEPENDENCYPART_ARC
(33,6),-8.96042 # DEPENDENCYPART_ARC
(33,7),-3.32328 # DEPENDENCYPART_ARC
(33,8),-1.39557 # DEPENDENCYPART_ARC
(33,9),-7.08732 # DEPENDENCYPART_ARC
(33,10),-3.10611 # DEPENDENCYPART_ARC
(33,11),-2.55152 # DEPENDENCYPART_ARC
(33,12),-1.12975 # DEPENDENCYPART_ARC
(33,13),-3.35861 # DEPENDENCYPART_ARC
(33,14),-1.99298 # DEPENDENCYPART_ARC
(33,15),-2.70586 # DEPENDENCYPART_ARC
(33,16),-2.10335 # DEPENDENCYPART_ARC
(33,17),-4.52156 # DEPENDENCYPART_ARC
(33,18),-2.38332 # DEPENDENCYPART_ARC
(33,19),-1.80378 # DEPENDENCYPART_ARC
(33,20),-5.46416 # DEPENDENCYPART_ARC
(33,21),-2.15229 # DEPENDENCYPART_ARC
(33,22),-1.77987 # DEPENDENCYPART_ARC
(33,23),-1.2513 # DEPENDENCYPART_ARC
(33,24),-1.79573 # DEPENDENCYPART_ARC
(33,25),-1.21458 # DEPENDENCYPART_ARC
(33,26),0.269698 # DEPENDENCYPART_ARC
(33,27),-1.29576 # DEPENDENCYPART_ARC
(33,28),-0.486554 # DEPENDENCYPART_ARC
(33,29),0.0155787 # DEPENDENCYPART_ARC
(33,30),0.240491 # DEPENDENCYPART_ARC
(33,31),1.02855 # DEPENDENCYPART_ARC
(33,32),1.79316 # DEPENDENCYPART_ARC
(33,34),-0.594782 # DEPENDENCYPART_ARC
(34,1),-5.20628 # DEPENDENCYPART_ARC
(34,2),-5.49091 # DEPENDENCYPART_ARC
(34,3),-4.90048 # DEPENDENCYPART_ARC
(34,4),-4.94475 # DEPENDENCYPART_ARC
(34,5),-3.94035 # DEPENDENCYPART_ARC
(34,6),-4.95646 # DEPENDENCYPART_ARC
(34,7),-5.25584 # DEPENDENCYPART_ARC
(34,8),-4.12037 # DEPENDENCYPART_ARC
(34,9),-5.03267 # DEPENDENCYPART_ARC
(34,10),-5.34447 # DEPENDENCYPART_ARC
(34,11),-4.29965 # DEPENDENCYPART_ARC
(34,12),-4.37416 # DEPENDENCYPART_ARC
(34,13),-4.9335 # DEPENDENCYPART_ARC
(34,14),-4.50608 # DEPENDENCYPART_ARC
(34,15),-4.82854 # DEPENDENCYPART_ARC
(34,16),-4.74576 # DEPENDENCYPART_ARC
(34,17),-4.59214 # DEPENDENCYPART_ARC
(34,18),-4.77904 # DEPENDENCYPART_ARC
(34,19),-3.74843 # DEPENDENCYPART_ARC
(34,20),-4.55677 # DEPENDENCYPART_ARC
(34,21),-4.67527 # DEPENDENCYPART_ARC
(34,22),-4.66232 # DEPENDENCYPART_ARC
(34,23),-3.69836 # DEPENDENCYPART_ARC
(34,24),-4.28414 # DEPENDENCYPART_ARC
(34,25),-4.17209 # DEPENDENCYPART_ARC
(34,26),-3.95317 # DEPENDENCYPART_ARC
(34,27),-4.0576 # DEPENDENCYPART_ARC
(34,28),-3.03135 # DEPENDENCYPART_ARC
(34,29),-3.81993 # DEPENDENCYPART_ARC
(34,30),-2.65357 # DEPENDENCYPART_ARC
(34,31),-3.3392 # DEPENDENCYPART_ARC
(34,32),-2.21685 # DEPENDENCYPART_ARC
(34,33),-2.22015 # DEPENDENCYPART_ARC
