# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=3,3,11,5,3,5,6,7,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,14,28,28,28,15,30,28,30,33,28,33,34,35,14,
(28,5),-2.07078 # DEPENDENCYPART_ARC
(28,6),-4.65318 # DEPENDENCYPART_ARC
(28,7),-4.2864 # DEPENDENCYPART_ARC
(28,8),-3.61542 # DEPENDENCYPART_ARC
(28,9),-1.8573 # DEPENDENCYPART_ARC
(28,10),-0.662199 # DEPENDENCYPART_ARC
(28,11),-1.29557 # DEPENDENCYPART_ARC
(28,12),2.00899 # DEPENDENCYPART_ARC
(28,13),-0.677716 # DEPENDENCYPART_ARC
(28,14),0.343036 # DEPENDENCYPART_ARC
(28,15),-1.44195 # DEPENDENCYPART_ARC
(28,16),0.553403 # DEPENDENCYPART_ARC
(28,17),-0.647391 # DEPENDENCYPART_ARC
(28,18),-0.558318 # DEPENDENCYPART_ARC
(28,19),-2.64388 # DEPENDENCYPART_ARC
(28,20),-0.687886 # DEPENDENCYPART_ARC
(28,21),-0.258905 # DEPENDENCYPART_ARC
(28,22),-1.74071 # DEPENDENCYPART_ARC
(28,23),-1.40789 # DEPENDENCYPART_ARC
(28,24),1.081 # DEPENDENCYPART_ARC
(28,25),2.31426 # DEPENDENCYPART_ARC
(28,26),3.31139 # DEPENDENCYPART_ARC
(28,27),4.56614 # DEPENDENCYPART_ARC
(28,29),1.67906 # DEPENDENCYPART_ARC
(28,30),2.03427 # DEPENDENCYPART_ARC
(28,31),0.748916 # DEPENDENCYPART_ARC
(28,32),-1.01679 # DEPENDENCYPART_ARC
(28,33),2.39674 # DEPENDENCYPART_ARC
(28,34),0.597579 # DEPENDENCYPART_ARC
(28,35),1.00316 # DEPENDENCYPART_ARC
(28,36),1.20608 # DEPENDENCYPART_ARC
(28,37),2.6614 # DEPENDENCYPART_ARC
(29,1),-4.70858 # DEPENDENCYPART_ARC
(29,2),-4.28495 # DEPENDENCYPART_ARC
(29,3),-4.57716 # DEPENDENCYPART_ARC
(29,4),-4.49463 # DEPENDENCYPART_ARC
(29,5),-4.54275 # DEPENDENCYPART_ARC
(29,6),-3.70599 # DEPENDENCYPART_ARC
(29,7),-4.46542 # DEPENDENCYPART_ARC
(29,8),-3.76735 # DEPENDENCYPART_ARC
(29,9),-4.18619 # DEPENDENCYPART_ARC
(29,10),-4.2967 # DEPENDENCYPART_ARC
(29,11),-4.37776 # DEPENDENCYPART_ARC
(29,12),-3.36238 # DEPENDENCYPART_ARC
(29,13),-4.14957 # DEPENDENCYPART_ARC
(29,14),-3.99413 # DEPENDENCYPART_ARC
(29,15),-4.09613 # DEPENDENCYPART_ARC
(29,16),-3.21745 # DEPENDENCYPART_ARC
(29,17),-3.87002 # DEPENDENCYPART_ARC
(29,18),-3.8675 # DEPENDENCYPART_ARC
(29,19),-2.94368 # DEPENDENCYPART_ARC
(29,20),-3.73134 # DEPENDENCYPART_ARC
(29,21),-3.60715 # DEPENDENCYPART_ARC
(29,22),-2.81974 # DEPENDENCYPART_ARC
(29,23),-3.44758 # DEPENDENCYPART_ARC
(29,24),-2.81033 # DEPENDENCYPART_ARC
(29,25),-2.45106 # DEPENDENCYPART_ARC
(29,26),-2.25718 # DEPENDENCYPART_ARC
(29,27),-2.19885 # DEPENDENCYPART_ARC
(29,28),-1.40405 # DEPENDENCYPART_ARC
(29,30),-0.88988 # DEPENDENCYPART_ARC
(29,31),-1.05272 # DEPENDENCYPART_ARC
(29,32),-1.90936 # DEPENDENCYPART_ARC
(29,33),-1.45442 # DEPENDENCYPART_ARC
(29,34),-1.64603 # DEPENDENCYPART_ARC
(29,35),-1.68186 # DEPENDENCYPART_ARC
(29,36),-1.70871 # DEPENDENCYPART_ARC
(29,37),-0.895596 # DEPENDENCYPART_ARC
(30,1),-2.52503 # DEPENDENCYPART_ARC
(30,2),-1.97963 # DEPENDENCYPART_ARC
(30,3),-2.43475 # DEPENDENCYPART_ARC
(30,4),-2.43934 # DEPENDENCYPART_ARC
(30,5),-4.17015 # DEPENDENCYPART_ARC
(30,6),-2.41548 # DEPENDENCYPART_ARC
(30,7),-3.81505 # DEPENDENCYPART_ARC
(30,8),-2.17066 # DEPENDENCYPART_ARC
(30,9),-3.36718 # DEPENDENCYPART_ARC
(30,10),-2.11883 # DEPENDENCYPART_ARC
(30,11),-2.20891 # DEPENDENCYPART_ARC
(30,12),-0.736591 # DEPENDENCYPART_ARC
(30,13),-3.00218 # DEPENDENCYPART_ARC
(30,14),-1.86241 # DEPENDENCYPART_ARC
(30,15),-1.84754 # DEPENDENCYPART_ARC
(30,16),-0.539049 # DEPENDENCYPART_ARC
(30,17),-1.68665 # DEPENDENCYPART_ARC
(30,18),-2.55981 # DEPENDENCYPART_ARC
(30,19),-1.13225 # DEPENDENCYPART_ARC
(30,20),-1.37315 # DEPENDENCYPART_ARC
(30,21),-2.18589 # DEPENDENCYPART_ARC
(30,22),-0.941415 # DEPENDENCYPART_ARC
(30,23),-1.80161 # DEPENDENCYPART_ARC
(30,24),-0.526767 # DEPENDENCYPART_ARC
(30,25),-0.478388 # DEPENDENCYPART_ARC
(30,26),-0.232082 # DEPENDENCYPART_ARC
(30,27),-0.218184 # DEPENDENCYPART_ARC
(30,28),0.236408 # DEPENDENCYPART_ARC
(30,29),3.08269 # DEPENDENCYPART_ARC
(30,31),2.87984 # DEPENDENCYPART_ARC
(30,32),0.411023 # DEPENDENCYPART_ARC
(30,33),0.0413452 # DEPENDENCYPART_ARC
(30,34),-0.192155 # DEPENDENCYPART_ARC
(30,35),-0.111935 # DEPENDENCYPART_ARC
(30,36),-0.155593 # DEPENDENCYPART_ARC
(30,37),0.257874 # DEPENDENCYPART_ARC
(31,1),-4.1039 # DEPENDENCYPART_ARC
(31,2),-3.81411 # DEPENDENCYPART_ARC
(31,3),-4.09784 # DEPENDENCYPART_ARC
(31,4),-4.00061 # DEPENDENCYPART_ARC
(31,5),-4.21938 # DEPENDENCYPART_ARC
(31,6),-3.33786 # DEPENDENCYPART_ARC
(31,7),-4.08937 # DEPENDENCYPART_ARC
(31,8),-3.30511 # DEPENDENCYPART_ARC
(31,9),-3.93066 # DEPENDENCYPART_ARC
(31,10),-3.86672 # DEPENDENCYPART_ARC
(31,11),-3.78438 # DEPENDENCYPART_ARC
(31,12),-2.90779 # DEPENDENCYPART_ARC
(31,13),-3.78614 # DEPENDENCYPART_ARC
(31,14),-3.5406 # DEPENDENCYPART_ARC
(31,15),-3.52766 # DEPENDENCYPART_ARC
(31,16),-2.73794 # DEPENDENCYPART_ARC
(31,17),-3.45868 # DEPENDENCYPART_ARC
(31,18),-3.47516 # DEPENDENCYPART_ARC
(31,19),-2.58775 # DEPENDENCYPART_ARC
(31,20),-3.36805 # DEPENDENCYPART_ARC
(31,21),-3.22795 # DEPENDENCYPART_ARC
(31,22),-2.48368 # DEPENDENCYPART_ARC
(31,23),-3.15378 # DEPENDENCYPART_ARC
(31,24),-2.44568 # DEPENDENCYPART_ARC
(31,25),-2.2321 # DEPENDENCYPART_ARC
(31,26),-2.20215 # DEPENDENCYPART_ARC
(31,27),-2.42838 # DEPENDENCYPART_ARC
(31,28),-2.23637 # DEPENDENCYPART_ARC
(31,29),-1.21616 # DEPENDENCYPART_ARC
(31,30),-0.863601 # DEPENDENCYPART_ARC
(31,32),-0.806411 # DEPENDENCYPART_ARC
(31,33),-0.750465 # DEPENDENCYPART_ARC
(31,34),-1.14937 # DEPENDENCYPART_ARC
(31,35),-1.40756 # DEPENDENCYPART_ARC
(31,36),-1.44194 # DEPENDENCYPART_ARC
(31,37),-0.510378 # DEPENDENCYPART_ARC
(32,1),-4.1392 # DEPENDENCYPART_ARC
(32,2),-3.7501 # DEPENDENCYPART_ARC
(32,3),-4.36225 # DEPENDENCYPART_ARC
(32,4),-4.59939 # DEPENDENCYPART_ARC
(32,5),-4.39511 # DEPENDENCYPART_ARC
(32,6),-3.33274 # DEPENDENCYPART_ARC
(32,7),-4.25871 # DEPENDENCYPART_ARC
(32,8),-2.58805 # DEPENDENCYPART_ARC
(32,9),-3.2903 # DEPENDENCYPART_ARC
(32,10),-3.98466 # DEPENDENCYPART_ARC
(32,11),-3.89587 # DEPENDENCYPART_ARC
(32,12),-2.21751 # DEPENDENCYPART_ARC
(32,13),-2.99353 # DEPENDENCYPART_ARC
(32,14),-3.62029 # DEPENDENCYPART_ARC
(32,15),-3.34513 # DEPENDENCYPART_ARC
(32,16),-1.75944 # DEPENDENCYPART_ARC
(32,17),-3.30329 # DEPENDENCYPART_ARC
(32,18),-3.1462 # DEPENDENCYPART_ARC
(32,19),-2.15223 # DEPENDENCYPART_ARC
(32,20),-2.36512 # DEPENDENCYPART_ARC
(32,21),-2.84238 # DEPENDENCYPART_ARC
(32,22),-1.77569 # DEPENDENCYPART_ARC
(32,23),-2.8227 # DEPENDENCYPART_ARC
(32,24),-1.28841 # DEPENDENCYPART_ARC
(32,25),-1.47881 # DEPENDENCYPART_ARC
(32,26),-1.42428 # DEPENDENCYPART_ARC
(32,27),-1.42369 # DEPENDENCYPART_ARC
(32,28),-1.54734 # DEPENDENCYPART_ARC
(32,29),-0.350044 # DEPENDENCYPART_ARC
(32,30),-0.21569 # DEPENDENCYPART_ARC
(32,31),0.978167 # DEPENDENCYPART_ARC
(32,33),0.945922 # DEPENDENCYPART_ARC
(32,34),0.686546 # DEPENDENCYPART_ARC
(32,35),-2.19275 # DEPENDENCYPART_ARC
(32,36),-2.41155 # DEPENDENCYPART_ARC
(32,37),-1.59702 # DEPENDENCYPART_ARC
(33,1),-4.28555 # DEPENDENCYPART_ARC
(33,2),-3.00796 # DEPENDENCYPART_ARC
(33,3),-3.63491 # DEPENDENCYPART_ARC
(33,4),-9.61179 # DEPENDENCYPART_ARC
(33,5),-4.09068 # DEPENDENCYPART_ARC
(33,6),-3.62526 # DEPENDENCYPART_ARC
(33,7),-3.77752 # DEPENDENCYPART_ARC
(33,8),-2.14107 # DEPENDENCYPART_ARC
(33,9),-3.24086 # DEPENDENCYPART_ARC
(33,10),-3.37688 # DEPENDENCYPART_ARC
(33,11),-3.45095 # DEPENDENCYPART_ARC
(33,12),-0.558262 # DEPENDENCYPART_ARC
(33,13),-2.76351 # DEPENDENCYPART_ARC
(33,14),-2.89374 # DEPENDENCYPART_ARC
(33,15),-2.801 # DEPENDENCYPART_ARC
(33,16),-2.89547 # DEPENDENCYPART_ARC
(33,17),-4.33385 # DEPENDENCYPART_ARC
(33,18),-2.55961 # DEPENDENCYPART_ARC
(33,19),-2.58694 # DEPENDENCYPART_ARC
(33,20),-2.73842 # DEPENDENCYPART_ARC
(33,21),-2.34687 # DEPENDENCYPART_ARC
(33,22),-2.50979 # DEPENDENCYPART_ARC
(33,23),-1.85949 # DEPENDENCYPART_ARC
(33,24),-1.22645 # DEPENDENCYPART_ARC
(33,25),-0.976647 # DEPENDENCYPART_ARC
(33,26),-0.436158 # DEPENDENCYPART_ARC
(33,27),0.524226 # DEPENDENCYPART_ARC
(33,28),-1.39273 # DEPENDENCYPART_ARC
(33,29),0.997516 # DEPENDENCYPART_ARC
(33,30),0.603425 # DEPENDENCYPART_ARC
(33,31),1.79526 # DEPENDENCYPART_ARC
(33,32),4.53475 # DEPENDENCYPART_ARC
(33,34),3.91972 # DEPENDENCYPART_ARC
(33,35),1.25301 # DEPENDENCYPART_ARC
(33,36),0.890381 # DEPENDENCYPART_ARC
(33,37),1.36662 # DEPENDENCYPART_ARC
(34,1),-3.49489 # DEPENDENCYPART_ARC
(34,2),-3.83722 # DEPENDENCYPART_ARC
(34,3),-3.94641 # DEPENDENCYPART_ARC
(34,4),-2.84038 # DEPENDENCYPART_ARC
(34,5),-4.12691 # DEPENDENCYPART_ARC
(34,6),-5.04295 # DEPENDENCYPART_ARC
(34,7),-4.18142 # DEPENDENCYPART_ARC
(34,8),-4.31107 # DEPENDENCYPART_ARC
(34,9),-4.1257 # DEPENDENCYPART_ARC
(34,10),-2.84706 # DEPENDENCYPART_ARC
(34,11),-3.21091 # DEPENDENCYPART_ARC
(34,12),-1.00373 # DEPENDENCYPART_ARC
(34,13),-3.88209 # DEPENDENCYPART_ARC
(34,14),-2.05061 # DEPENDENCYPART_ARC
(34,15),-2.44558 # DEPENDENCYPART_ARC
(34,16),-1.04547 # DEPENDENCYPART_ARC
(34,17),-2.40955 # DEPENDENCYPART_ARC
(34,18),-2.752 # DEPENDENCYPART_ARC
(34,19),-2.20897 # DEPENDENCYPART_ARC
(34,20),-2.51869 # DEPENDENCYPART_ARC
(34,21),-2.81354 # DEPENDENCYPART_ARC
(34,22),-2.10652 # DEPENDENCYPART_ARC
(34,23),-2.36635 # DEPENDENCYPART_ARC
(34,24),-0.929829 # DEPENDENCYPART_ARC
(34,25),-1.4019 # DEPENDENCYPART_ARC
(34,26),-0.483416 # DEPENDENCYPART_ARC
(34,27),-0.665921 # DEPENDENCYPART_ARC
(34,28),-0.390828 # DEPENDENCYPART_ARC
(34,29),0.00786531 # DEPENDENCYPART_ARC
(34,30),-0.170713 # DEPENDENCYPART_ARC
(34,31),-0.232743 # DEPENDENCYPART_ARC
(34,32),0.744268 # DEPENDENCYPART_ARC
(34,33),0.517852 # DEPENDENCYPART_ARC
(34,35),4.4475 # DEPENDENCYPART_ARC
(34,36),0.873776 # DEPENDENCYPART_ARC
(34,37),-0.239156 # DEPENDENCYPART_ARC
(35,1),-4.79781 # DEPENDENCYPART_ARC
(35,2),-4.16626 # DEPENDENCYPART_ARC
(35,3),-4.87734 # DEPENDENCYPART_ARC
(35,4),-9.55497 # DEPENDENCYPART_ARC
(35,5),-3.98691 # DEPENDENCYPART_ARC
(35,6),-3.69141 # DEPENDENCYPART_ARC
(35,7),-3.40687 # DEPENDENCYPART_ARC
(35,8),-2.96052 # DEPENDENCYPART_ARC
(35,9),-3.75315 # DEPENDENCYPART_ARC
(35,10),-2.83163 # DEPENDENCYPART_ARC
(35,11),-4.17704 # DEPENDENCYPART_ARC
(35,12),-1.20087 # DEPENDENCYPART_ARC
(35,13),-3.42882 # DEPENDENCYPART_ARC
(35,14),-2.38048 # DEPENDENCYPART_ARC
(35,15),-3.55255 # DEPENDENCYPART_ARC
(35,16),-3.58851 # DEPENDENCYPART_ARC
(35,17),-6.061 # DEPENDENCYPART_ARC
(35,18),-3.57061 # DEPENDENCYPART_ARC
(35,19),-2.75177 # DEPENDENCYPART_ARC
(35,20),-4.03002 # DEPENDENCYPART_ARC
(35,21),-3.15472 # DEPENDENCYPART_ARC
(35,22),-2.62331 # DEPENDENCYPART_ARC
(35,23),-2.85213 # DEPENDENCYPART_ARC
(35,24),-2.54991 # DEPENDENCYPART_ARC
(35,25),-1.55697 # DEPENDENCYPART_ARC
(35,26),-1.06269 # DEPENDENCYPART_ARC
(35,27),-0.673756 # DEPENDENCYPART_ARC
(35,28),-2.14285 # DEPENDENCYPART_ARC
(35,29),-0.248941 # DEPENDENCYPART_ARC
(35,30),-0.779441 # DEPENDENCYPART_ARC
(35,31),-0.106291 # DEPENDENCYPART_ARC
(35,32),1.83851 # DEPENDENCYPART_ARC
(35,33),-0.724886 # DEPENDENCYPART_ARC
(35,34),1.47205 # DEPENDENCYPART_ARC
(35,36),4.19682 # DEPENDENCYPART_ARC
(35,37),0.147619 # DEPENDENCYPART_ARC
(36,1),-3.33387 # DEPENDENCYPART_ARC
(36,2),-4.84207 # DEPENDENCYPART_ARC
(36,3),-3.52529 # DEPENDENCYPART_ARC
(36,4),-2.66926 # DEPENDENCYPART_ARC
(36,5),-4.3128 # DEPENDENCYPART_ARC
(36,6),-5.35947 # DEPENDENCYPART_ARC
(36,7),-4.57484 # DEPENDENCYPART_ARC
(36,8),-5.62834 # DEPENDENCYPART_ARC
(36,9),-4.46188 # DEPENDENCYPART_ARC
(36,10),-2.99078 # DEPENDENCYPART_ARC
(36,11),-3.4556 # DEPENDENCYPART_ARC
(36,12),-1.36151 # DEPENDENCYPART_ARC
(36,13),-4.23788 # DEPENDENCYPART_ARC
(36,14),-2.69319 # DEPENDENCYPART_ARC
(36,15),-3.17255 # DEPENDENCYPART_ARC
(36,16),-2.43134 # DEPENDENCYPART_ARC
(36,17),-2.87769 # DEPENDENCYPART_ARC
(36,18),-2.98179 # DEPENDENCYPART_ARC
(36,19),-3.25442 # DEPENDENCYPART_ARC
(36,20),-2.22655 # DEPENDENCYPART_ARC
(36,21),-3.23641 # DEPENDENCYPART_ARC
(36,22),-1.81311 # DEPENDENCYPART_ARC
(36,23),-2.60148 # DEPENDENCYPART_ARC
(36,24),-1.53498 # DEPENDENCYPART_ARC
(36,25),-2.35209 # DEPENDENCYPART_ARC
(36,26),-1.27155 # DEPENDENCYPART_ARC
(36,27),-1.83052 # DEPENDENCYPART_ARC
(36,28),-2.06646 # DEPENDENCYPART_ARC
(36,29),-0.167783 # DEPENDENCYPART_ARC
(36,30),-0.979559 # DEPENDENCYPART_ARC
(36,31),-0.548071 # DEPENDENCYPART_ARC
(36,32),0.460793 # DEPENDENCYPART_ARC
(36,33),-1.11998 # DEPENDENCYPART_ARC
(36,34),1.1 # DEPENDENCYPART_ARC
(36,35),0.368354 # DEPENDENCYPART_ARC
(36,37),-0.722046 # DEPENDENCYPART_ARC
(37,1),-4.92571 # DEPENDENCYPART_ARC
(37,2),-4.59815 # DEPENDENCYPART_ARC
(37,3),-4.71907 # DEPENDENCYPART_ARC
(37,4),-4.71901 # DEPENDENCYPART_ARC
(37,5),-4.89274 # DEPENDENCYPART_ARC
(37,6),-4.17235 # DEPENDENCYPART_ARC
(37,7),-4.66122 # DEPENDENCYPART_ARC
(37,8),-3.79552 # DEPENDENCYPART_ARC
(37,9),-4.63501 # DEPENDENCYPART_ARC
(37,10),-4.52433 # DEPENDENCYPART_ARC
(37,11),-4.59089 # DEPENDENCYPART_ARC
(37,12),-3.56316 # DEPENDENCYPART_ARC
(37,13),-4.48313 # DEPENDENCYPART_ARC
(37,14),-4.21889 # DEPENDENCYPART_ARC
(37,15),-4.22393 # DEPENDENCYPART_ARC
(37,16),-3.50733 # DEPENDENCYPART_ARC
(37,17),-4.02799 # DEPENDENCYPART_ARC
(37,18),-4.06687 # DEPENDENCYPART_ARC
(37,19),-3.28424 # DEPENDENCYPART_ARC
(37,20),-3.97461 # DEPENDENCYPART_ARC
(37,21),-3.97183 # DEPENDENCYPART_ARC
(37,22),-3.15621 # DEPENDENCYPART_ARC
(37,23),-3.93656 # DEPENDENCYPART_ARC
(37,24),-3.20243 # DEPENDENCYPART_ARC
(37,25),-2.95757 # DEPENDENCYPART_ARC
(37,26),-2.96306 # DEPENDENCYPART_ARC
(37,27),-3.47581 # DEPENDENCYPART_ARC
(37,28),-3.59629 # DEPENDENCYPART_ARC
(37,29),-2.59135 # DEPENDENCYPART_ARC
(37,30),-3.22038 # DEPENDENCYPART_ARC
(37,31),-2.42975 # DEPENDENCYPART_ARC
(37,32),-2.73687 # DEPENDENCYPART_ARC
(37,33),-2.94235 # DEPENDENCYPART_ARC
(37,34),-1.84887 # DEPENDENCYPART_ARC
(37,35),-2.1841 # DEPENDENCYPART_ARC
(37,36),-1.00402 # DEPENDENCYPART_ARC
