# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,4,21,22,26,26,23,26,31,31,31,23,31,4,
(31,26),0.248981 # DEPENDENCYPART_ARC
(31,27),0.858524 # DEPENDENCYPART_ARC
(31,28),1.92336 # DEPENDENCYPART_ARC
(31,29),3.74363 # DEPENDENCYPART_ARC
(31,30),2.45042 # DEPENDENCYPART_ARC
(31,32),3.98978 # DEPENDENCYPART_ARC
(31,33),2.0773 # DEPENDENCYPART_ARC
(32,1),-5.20663 # DEPENDENCYPART_ARC
(32,2),-5.53616 # DEPENDENCYPART_ARC
(32,3),-4.89065 # DEPENDENCYPART_ARC
(32,4),-1.61232 # DEPENDENCYPART_ARC
(32,5),-1.25684 # DEPENDENCYPART_ARC
(32,6),-4.73516 # DEPENDENCYPART_ARC
(32,7),-3.69468 # DEPENDENCYPART_ARC
(32,8),-5.36243 # DEPENDENCYPART_ARC
(32,9),-3.83115 # DEPENDENCYPART_ARC
(32,10),-3.83207 # DEPENDENCYPART_ARC
(32,11),-1.00809 # DEPENDENCYPART_ARC
(32,12),0.470772 # DEPENDENCYPART_ARC
(32,13),-1.49568 # DEPENDENCYPART_ARC
(32,14),-1.01284 # DEPENDENCYPART_ARC
(32,15),0.207813 # DEPENDENCYPART_ARC
(32,16),-3.50435 # DEPENDENCYPART_ARC
(32,17),-1.77986 # DEPENDENCYPART_ARC
(32,18),-2.76568 # DEPENDENCYPART_ARC
(32,19),-3.59837 # DEPENDENCYPART_ARC
(32,20),-0.933233 # DEPENDENCYPART_ARC
(32,21),-0.0880608 # DEPENDENCYPART_ARC
(32,22),-1.96542 # DEPENDENCYPART_ARC
(32,23),-3.28469 # DEPENDENCYPART_ARC
(32,24),-0.169398 # DEPENDENCYPART_ARC
(32,25),0.653447 # DEPENDENCYPART_ARC
(32,26),-1.04957 # DEPENDENCYPART_ARC
(32,27),-0.269416 # DEPENDENCYPART_ARC
(32,28),0.816807 # DEPENDENCYPART_ARC
(32,29),2.11189 # DEPENDENCYPART_ARC
(32,30),0.994146 # DEPENDENCYPART_ARC
(32,31),2.99678 # DEPENDENCYPART_ARC
(32,33),3.7745 # DEPENDENCYPART_ARC
(33,1),-4.96216 # DEPENDENCYPART_ARC
(33,2),-5.82304 # DEPENDENCYPART_ARC
(33,3),-5.75459 # DEPENDENCYPART_ARC
(33,4),-5.69456 # DEPENDENCYPART_ARC
(33,5),-4.7766 # DEPENDENCYPART_ARC
(33,6),-5.63823 # DEPENDENCYPART_ARC
(33,7),-5.81923 # DEPENDENCYPART_ARC
(33,8),-5.11751 # DEPENDENCYPART_ARC
(33,9),-5.54365 # DEPENDENCYPART_ARC
(33,10),-5.61767 # DEPENDENCYPART_ARC
(33,11),-4.97607 # DEPENDENCYPART_ARC
(33,12),-5.56344 # DEPENDENCYPART_ARC
(33,13),-5.56098 # DEPENDENCYPART_ARC
(33,14),-4.77152 # DEPENDENCYPART_ARC
(33,15),-4.50538 # DEPENDENCYPART_ARC
(33,16),-5.28806 # DEPENDENCYPART_ARC
(33,17),-5.3117 # DEPENDENCYPART_ARC
(33,18),-4.50363 # DEPENDENCYPART_ARC
(33,19),-5.25268 # DEPENDENCYPART_ARC
(33,20),-5.21458 # DEPENDENCYPART_ARC
(33,21),-5.11428 # DEPENDENCYPART_ARC
(33,22),-4.79682 # DEPENDENCYPART_ARC
(33,23),-4.11561 # DEPENDENCYPART_ARC
(33,24),-4.56009 # DEPENDENCYPART_ARC
(33,25),-4.95671 # DEPENDENCYPART_ARC
(33,26),-5.05016 # DEPENDENCYPART_ARC
(33,27),-4.02545 # DEPENDENCYPART_ARC
(33,28),-4.15297 # DEPENDENCYPART_ARC
(33,29),-4.32421 # DEPENDENCYPART_ARC
(33,30),-3.22333 # DEPENDENCYPART_ARC
(33,31),-3.46028 # DEPENDENCYPART_ARC
(33,32),-2.61852 # DEPENDENCYPART_ARC
