# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,6,15,18,8,18,19,20,21,22,22,18,32,26,27,28,6,32,6,32,33,6,
(29,31),-0.812229 # DEPENDENCYPART_ARC
(29,32),-0.595637 # DEPENDENCYPART_ARC
(29,33),0.308293 # DEPENDENCYPART_ARC
(29,34),0.0238651 # DEPENDENCYPART_ARC
(29,35),0.144655 # DEPENDENCYPART_ARC
(30,1),-4.29374 # DEPENDENCYPART_ARC
(30,2),-4.87919 # DEPENDENCYPART_ARC
(30,3),-3.96836 # DEPENDENCYPART_ARC
(30,4),-4.76633 # DEPENDENCYPART_ARC
(30,5),-4.15848 # DEPENDENCYPART_ARC
(30,6),-3.9737 # DEPENDENCYPART_ARC
(30,7),-3.4916 # DEPENDENCYPART_ARC
(30,8),-4.32295 # DEPENDENCYPART_ARC
(30,9),-3.41078 # DEPENDENCYPART_ARC
(30,10),-3.77713 # DEPENDENCYPART_ARC
(30,11),-4.08615 # DEPENDENCYPART_ARC
(30,12),-3.39367 # DEPENDENCYPART_ARC
(30,13),-3.98191 # DEPENDENCYPART_ARC
(30,14),-3.38156 # DEPENDENCYPART_ARC
(30,15),-3.21773 # DEPENDENCYPART_ARC
(30,16),-3.35059 # DEPENDENCYPART_ARC
(30,17),-3.43149 # DEPENDENCYPART_ARC
(30,18),-3.50801 # DEPENDENCYPART_ARC
(30,19),-2.82066 # DEPENDENCYPART_ARC
(30,20),-3.02318 # DEPENDENCYPART_ARC
(30,21),-2.70674 # DEPENDENCYPART_ARC
(30,22),-3.44954 # DEPENDENCYPART_ARC
(30,23),-2.6369 # DEPENDENCYPART_ARC
(30,24),-3.41746 # DEPENDENCYPART_ARC
(30,25),-2.84384 # DEPENDENCYPART_ARC
(30,26),-2.04567 # DEPENDENCYPART_ARC
(30,27),-2.36002 # DEPENDENCYPART_ARC
(30,28),-1.50797 # DEPENDENCYPART_ARC
(30,29),-1.50223 # DEPENDENCYPART_ARC
(30,31),-1.57001 # DEPENDENCYPART_ARC
(30,32),-1.36666 # DEPENDENCYPART_ARC
(30,33),-1.9405 # DEPENDENCYPART_ARC
(30,34),-1.82854 # DEPENDENCYPART_ARC
(30,35),-1.70468 # DEPENDENCYPART_ARC
(31,1),-2.61279 # DEPENDENCYPART_ARC
(31,2),-2.99656 # DEPENDENCYPART_ARC
(31,3),-3.74207 # DEPENDENCYPART_ARC
(31,4),-3.28927 # DEPENDENCYPART_ARC
(31,5),-2.25395 # DEPENDENCYPART_ARC
(31,6),-1.81329 # DEPENDENCYPART_ARC
(31,7),-1.95961 # DEPENDENCYPART_ARC
(31,8),-2.73201 # DEPENDENCYPART_ARC
(31,9),-1.7088 # DEPENDENCYPART_ARC
(31,10),-1.67816 # DEPENDENCYPART_ARC
(31,11),-2.18544 # DEPENDENCYPART_ARC
(31,12),-1.34685 # DEPENDENCYPART_ARC
(31,13),-2.47478 # DEPENDENCYPART_ARC
(31,14),-1.05133 # DEPENDENCYPART_ARC
(31,15),-0.633228 # DEPENDENCYPART_ARC
(31,16),-1.53717 # DEPENDENCYPART_ARC
(31,17),-1.89189 # DEPENDENCYPART_ARC
(31,18),-1.48803 # DEPENDENCYPART_ARC
(31,19),-1.41286 # DEPENDENCYPART_ARC
(31,20),-0.633072 # DEPENDENCYPART_ARC
(31,21),-0.598807 # DEPENDENCYPART_ARC
(31,22),-1.30351 # DEPENDENCYPART_ARC
(31,23),-0.99382 # DEPENDENCYPART_ARC
(31,24),-1.51958 # DEPENDENCYPART_ARC
(31,25),-0.609711 # DEPENDENCYPART_ARC
(31,26),-0.550637 # DEPENDENCYPART_ARC
(31,27),-0.380066 # DEPENDENCYPART_ARC
(31,28),0.313759 # DEPENDENCYPART_ARC
(31,29),0.183954 # DEPENDENCYPART_ARC
(31,30),0.839795 # DEPENDENCYPART_ARC
(31,32),2.99075 # DEPENDENCYPART_ARC
(31,33),1.03013 # DEPENDENCYPART_ARC
(31,34),2.05331 # DEPENDENCYPART_ARC
(31,35),0.40524 # DEPENDENCYPART_ARC
(32,1),-2.22868 # DEPENDENCYPART_ARC
(32,2),-2.96667 # DEPENDENCYPART_ARC
(32,3),0.675795 # DEPENDENCYPART_ARC
(32,4),-2.73583 # DEPENDENCYPART_ARC
(32,5),-1.18785 # DEPENDENCYPART_ARC
(32,6),-1.6557 # DEPENDENCYPART_ARC
(32,7),-0.68807 # DEPENDENCYPART_ARC
(32,8),-2.20003 # DEPENDENCYPART_ARC
(32,9),-0.227835 # DEPENDENCYPART_ARC
(32,10),-0.909551 # DEPENDENCYPART_ARC
(32,11),-2.15579 # DEPENDENCYPART_ARC
(32,12),0.410645 # DEPENDENCYPART_ARC
(32,13),-1.74725 # DEPENDENCYPART_ARC
(32,14),-0.156446 # DEPENDENCYPART_ARC
(32,15),-0.473037 # DEPENDENCYPART_ARC
(32,16),-0.446094 # DEPENDENCYPART_ARC
(32,17),-1.0893 # DEPENDENCYPART_ARC
(32,18),-0.35829 # DEPENDENCYPART_ARC
(32,19),0.997477 # DEPENDENCYPART_ARC
(32,20),0.0908856 # DEPENDENCYPART_ARC
(32,21),0.252957 # DEPENDENCYPART_ARC
(32,22),-0.887758 # DEPENDENCYPART_ARC
(32,23),-0.632731 # DEPENDENCYPART_ARC
(32,24),-1.05446 # DEPENDENCYPART_ARC
(32,25),-0.581097 # DEPENDENCYPART_ARC
(32,26),1.09294 # DEPENDENCYPART_ARC
(32,27),0.697029 # DEPENDENCYPART_ARC
(32,28),0.99763 # DEPENDENCYPART_ARC
(32,29),-0.0152263 # DEPENDENCYPART_ARC
(32,30),0.613064 # DEPENDENCYPART_ARC
(32,31),2.23622 # DEPENDENCYPART_ARC
(32,33),1.98972 # DEPENDENCYPART_ARC
(32,34),1.41496 # DEPENDENCYPART_ARC
(32,35),0.990151 # DEPENDENCYPART_ARC
(33,1),-2.62408 # DEPENDENCYPART_ARC
(33,2),-3.1757 # DEPENDENCYPART_ARC
(33,3),-4.55372 # DEPENDENCYPART_ARC
(33,4),-4.65271 # DEPENDENCYPART_ARC
(33,5),-2.65003 # DEPENDENCYPART_ARC
(33,6),-3.05422 # DEPENDENCYPART_ARC
(33,7),-1.9271 # DEPENDENCYPART_ARC
(33,8),-4.30086 # DEPENDENCYPART_ARC
(33,9),-1.43413 # DEPENDENCYPART_ARC
(33,10),-1.445 # DEPENDENCYPART_ARC
(33,11),-2.49485 # DEPENDENCYPART_ARC
(33,12),-1.66936 # DEPENDENCYPART_ARC
(33,13),-2.60607 # DEPENDENCYPART_ARC
(33,14),-1.32283 # DEPENDENCYPART_ARC
(33,15),-0.991384 # DEPENDENCYPART_ARC
(33,16),-1.65255 # DEPENDENCYPART_ARC
(33,17),-1.74889 # DEPENDENCYPART_ARC
(33,18),-1.93006 # DEPENDENCYPART_ARC
(33,19),-2.4754 # DEPENDENCYPART_ARC
(33,20),-1.07713 # DEPENDENCYPART_ARC
(33,21),-0.7121 # DEPENDENCYPART_ARC
(33,22),-1.62771 # DEPENDENCYPART_ARC
(33,23),-1.01394 # DEPENDENCYPART_ARC
(33,24),-1.90482 # DEPENDENCYPART_ARC
(33,25),-0.832127 # DEPENDENCYPART_ARC
(33,26),-1.74573 # DEPENDENCYPART_ARC
(33,27),-1.09037 # DEPENDENCYPART_ARC
(33,28),-1.27999 # DEPENDENCYPART_ARC
(33,29),-0.796587 # DEPENDENCYPART_ARC
(33,30),-0.326257 # DEPENDENCYPART_ARC
(33,31),0.501886 # DEPENDENCYPART_ARC
(33,32),0.334441 # DEPENDENCYPART_ARC
(33,34),4.54788 # DEPENDENCYPART_ARC
(33,35),0.0188545 # DEPENDENCYPART_ARC
(34,1),-7.86932 # DEPENDENCYPART_ARC
(34,2),-4.24563 # DEPENDENCYPART_ARC
(34,3),-5.06749 # DEPENDENCYPART_ARC
(34,4),-3.02592 # DEPENDENCYPART_ARC
(34,5),-4.65952 # DEPENDENCYPART_ARC
(34,6),-3.03247 # DEPENDENCYPART_ARC
(34,7),-3.99753 # DEPENDENCYPART_ARC
(34,8),-2.73136 # DEPENDENCYPART_ARC
(34,9),-3.36446 # DEPENDENCYPART_ARC
(34,10),-4.73021 # DEPENDENCYPART_ARC
(34,11),-3.33258 # DEPENDENCYPART_ARC
(34,12),-2.47956 # DEPENDENCYPART_ARC
(34,13),-2.36955 # DEPENDENCYPART_ARC
(34,14),-2.06391 # DEPENDENCYPART_ARC
(34,15),-2.2717 # DEPENDENCYPART_ARC
(34,16),-2.96169 # DEPENDENCYPART_ARC
(34,17),-1.463 # DEPENDENCYPART_ARC
(34,18),-3.15468 # DEPENDENCYPART_ARC
(34,19),-2.31018 # DEPENDENCYPART_ARC
(34,20),-2.12103 # DEPENDENCYPART_ARC
(34,21),-2.25836 # DEPENDENCYPART_ARC
(34,22),-1.63194 # DEPENDENCYPART_ARC
(34,23),-1.83322 # DEPENDENCYPART_ARC
(34,24),-2.02499 # DEPENDENCYPART_ARC
(34,25),-1.56659 # DEPENDENCYPART_ARC
(34,26),-1.14289 # DEPENDENCYPART_ARC
(34,27),-0.99376 # DEPENDENCYPART_ARC
(34,28),-1.65638 # DEPENDENCYPART_ARC
(34,29),-1.01 # DEPENDENCYPART_ARC
(34,30),-1.05723 # DEPENDENCYPART_ARC
(34,31),-0.0954755 # DEPENDENCYPART_ARC
(34,32),0.507827 # DEPENDENCYPART_ARC
(34,33),0.611288 # DEPENDENCYPART_ARC
(34,35),-0.449083 # DEPENDENCYPART_ARC
(35,1),-4.74197 # DEPENDENCYPART_ARC
(35,2),-5.08748 # DEPENDENCYPART_ARC
(35,3),-4.28234 # DEPENDENCYPART_ARC
(35,4),-4.9558 # DEPENDENCYPART_ARC
(35,5),-3.92487 # DEPENDENCYPART_ARC
(35,6),-4.34262 # DEPENDENCYPART_ARC
(35,7),-3.90939 # DEPENDENCYPART_ARC
(35,8),-4.58309 # DEPENDENCYPART_ARC
(35,9),-3.81896 # DEPENDENCYPART_ARC
(35,10),-4.34882 # DEPENDENCYPART_ARC
(35,11),-4.52638 # DEPENDENCYPART_ARC
(35,12),-3.48366 # DEPENDENCYPART_ARC
(35,13),-4.48713 # DEPENDENCYPART_ARC
(35,14),-3.59026 # DEPENDENCYPART_ARC
(35,15),-3.72146 # DEPENDENCYPART_ARC
(35,16),-3.36721 # DEPENDENCYPART_ARC
(35,17),-3.21569 # DEPENDENCYPART_ARC
(35,18),-3.47371 # DEPENDENCYPART_ARC
(35,19),-3.18896 # DEPENDENCYPART_ARC
(35,20),-3.54031 # DEPENDENCYPART_ARC
(35,21),-3.23496 # DEPENDENCYPART_ARC
(35,22),-4.00088 # DEPENDENCYPART_ARC
(35,23),-3.18528 # DEPENDENCYPART_ARC
(35,24),-4.22253 # DEPENDENCYPART_ARC
(35,25),-3.15674 # DEPENDENCYPART_ARC
(35,26),-3.09652 # DEPENDENCYPART_ARC
(35,27),-3.45587 # DEPENDENCYPART_ARC
(35,28),-2.93022 # DEPENDENCYPART_ARC
(35,29),-3.69134 # DEPENDENCYPART_ARC
(35,30),-2.99756 # DEPENDENCYPART_ARC
(35,31),-2.67339 # DEPENDENCYPART_ARC
(35,32),-2.86254 # DEPENDENCYPART_ARC
(35,33),-2.2048 # DEPENDENCYPART_ARC
(35,34),-2.22015 # DEPENDENCYPART_ARC
