# _root_ Aquesta primera edició de la Fira tindrà com_a escenari el municipi de l' Estany , però com en el cas de la Festa serà itinerant pels 10 municipis del Moianès , i se celebrarà sempre el primer cap de setmana de juny .
#goldHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,11,7,24,17,20,18,20,23,21,7,24,24,28,26,28,29,26,24,34,24,34,38,38,34,38,39,38,41,7,
#predictedHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,7,7,24,24,20,18,20,23,21,7,24,25,28,26,28,29,24,7,34,24,34,38,38,34,38,39,38,41,7,
(24,1),-2.86614 # DEPENDENCYPART_ARC
(24,2),-0.938683 # DEPENDENCYPART_ARC
(24,3),-0.801275 # DEPENDENCYPART_ARC
(24,4),-3.82274 # DEPENDENCYPART_ARC
(24,5),-1.96201 # DEPENDENCYPART_ARC
(24,6),-0.0362531 # DEPENDENCYPART_ARC
(24,7),-1.08505 # DEPENDENCYPART_ARC
(24,8),-0.91849 # DEPENDENCYPART_ARC
(24,9),-0.634313 # DEPENDENCYPART_ARC
(24,10),-2.12646 # DEPENDENCYPART_ARC
(24,11),0.422014 # DEPENDENCYPART_ARC
(24,12),-2.20388 # DEPENDENCYPART_ARC
(24,13),-1.48423 # DEPENDENCYPART_ARC
(24,14),-0.25671 # DEPENDENCYPART_ARC
(24,15),1.00586 # DEPENDENCYPART_ARC
(24,16),0.505391 # DEPENDENCYPART_ARC
(24,17),1.48977 # DEPENDENCYPART_ARC
(24,18),1.59402 # DEPENDENCYPART_ARC
(24,19),-0.540482 # DEPENDENCYPART_ARC
(24,20),2.39051 # DEPENDENCYPART_ARC
(24,21),0.381327 # DEPENDENCYPART_ARC
(24,22),1.34273 # DEPENDENCYPART_ARC
(24,23),2.94864 # DEPENDENCYPART_ARC
(24,25),3.87433 # DEPENDENCYPART_ARC
(24,26),1.83973 # DEPENDENCYPART_ARC
(24,27),0.319235 # DEPENDENCYPART_ARC
(24,28),2.13289 # DEPENDENCYPART_ARC
(24,29),-0.00755866 # DEPENDENCYPART_ARC
(24,30),0.579679 # DEPENDENCYPART_ARC
(24,31),1.56276 # DEPENDENCYPART_ARC
(24,32),3.15112 # DEPENDENCYPART_ARC
(24,33),-0.511858 # DEPENDENCYPART_ARC
(24,34),2.808 # DEPENDENCYPART_ARC
(24,35),-0.297254 # DEPENDENCYPART_ARC
(24,36),-3.08426 # DEPENDENCYPART_ARC
(24,37),-1.25345 # DEPENDENCYPART_ARC
(24,38),-0.261386 # DEPENDENCYPART_ARC
(24,39),-0.832817 # DEPENDENCYPART_ARC
(24,40),-1.08538 # DEPENDENCYPART_ARC
(24,41),-0.81992 # DEPENDENCYPART_ARC
(24,42),-0.473024 # DEPENDENCYPART_ARC
(24,43),5.67171 # DEPENDENCYPART_ARC
(25,1),-1.90029 # DEPENDENCYPART_ARC
(25,2),-4.12275 # DEPENDENCYPART_ARC
(25,3),-3.83473 # DEPENDENCYPART_ARC
(25,4),-2.96737 # DEPENDENCYPART_ARC
(25,5),-1.7349 # DEPENDENCYPART_ARC
(25,6),-3.47909 # DEPENDENCYPART_ARC
(25,7),-2.64965 # DEPENDENCYPART_ARC
(25,8),-2.67489 # DEPENDENCYPART_ARC
(25,9),-3.51925 # DEPENDENCYPART_ARC
(25,10),-1.69123 # DEPENDENCYPART_ARC
(25,11),-3.42912 # DEPENDENCYPART_ARC
(25,12),-1.55407 # DEPENDENCYPART_ARC
(25,13),-1.70022 # DEPENDENCYPART_ARC
(25,14),-2.90341 # DEPENDENCYPART_ARC
(25,15),-1.88781 # DEPENDENCYPART_ARC
(25,16),-1.34869 # DEPENDENCYPART_ARC
(25,17),-1.26361 # DEPENDENCYPART_ARC
(25,18),-0.71135 # DEPENDENCYPART_ARC
(25,19),-1.21421 # DEPENDENCYPART_ARC
(25,20),-2.23665 # DEPENDENCYPART_ARC
(25,21),-0.074104 # DEPENDENCYPART_ARC
(25,22),0.427968 # DEPENDENCYPART_ARC
(25,23),-0.732849 # DEPENDENCYPART_ARC
(25,24),-0.222308 # DEPENDENCYPART_ARC
(25,26),2.71554 # DEPENDENCYPART_ARC
(25,27),0.145776 # DEPENDENCYPART_ARC
(25,28),-0.242747 # DEPENDENCYPART_ARC
(25,29),-0.755906 # DEPENDENCYPART_ARC
(25,30),-0.125565 # DEPENDENCYPART_ARC
(25,31),0.246757 # DEPENDENCYPART_ARC
(25,32),0.476531 # DEPENDENCYPART_ARC
(25,33),-0.922736 # DEPENDENCYPART_ARC
(25,34),0.351732 # DEPENDENCYPART_ARC
(25,35),-1.12227 # DEPENDENCYPART_ARC
(25,36),-2.75528 # DEPENDENCYPART_ARC
(25,37),-1.09158 # DEPENDENCYPART_ARC
(25,38),-2.03373 # DEPENDENCYPART_ARC
(25,39),-3.36391 # DEPENDENCYPART_ARC
(25,40),-2.09554 # DEPENDENCYPART_ARC
(25,41),-4.47244 # DEPENDENCYPART_ARC
(25,42),-1.28522 # DEPENDENCYPART_ARC
(25,43),-0.948079 # DEPENDENCYPART_ARC
(26,1),-1.27637 # DEPENDENCYPART_ARC
(26,2),-2.21673 # DEPENDENCYPART_ARC
(26,3),-2.00237 # DEPENDENCYPART_ARC
(26,4),-2.8734 # DEPENDENCYPART_ARC
(26,5),-1.01387 # DEPENDENCYPART_ARC
(26,6),-1.91624 # DEPENDENCYPART_ARC
(26,7),-1.59627 # DEPENDENCYPART_ARC
(26,8),-2.05432 # DEPENDENCYPART_ARC
(26,9),-1.8262 # DEPENDENCYPART_ARC
(26,10),-0.903309 # DEPENDENCYPART_ARC
(26,11),-1.78471 # DEPENDENCYPART_ARC
(26,12),-1.44862 # DEPENDENCYPART_ARC
(26,13),-1.30486 # DEPENDENCYPART_ARC
(26,14),-1.46506 # DEPENDENCYPART_ARC
(26,15),-0.922987 # DEPENDENCYPART_ARC
(26,16),-0.129092 # DEPENDENCYPART_ARC
(26,17),-0.41548 # DEPENDENCYPART_ARC
(26,18),-0.83494 # DEPENDENCYPART_ARC
(26,19),-0.14329 # DEPENDENCYPART_ARC
(26,20),-1.34736 # DEPENDENCYPART_ARC
(26,21),-0.353169 # DEPENDENCYPART_ARC
(26,22),1.03949 # DEPENDENCYPART_ARC
(26,23),-0.462343 # DEPENDENCYPART_ARC
(26,24),0.299507 # DEPENDENCYPART_ARC
(26,25),0.434082 # DEPENDENCYPART_ARC
(26,27),1.42472 # DEPENDENCYPART_ARC
(26,28),4.39857 # DEPENDENCYPART_ARC
(26,29),0.372624 # DEPENDENCYPART_ARC
(26,30),0.5638 # DEPENDENCYPART_ARC
(26,31),1.31511 # DEPENDENCYPART_ARC
(26,32),0.683485 # DEPENDENCYPART_ARC
(26,33),-2.22983 # DEPENDENCYPART_ARC
(26,34),-1.02629 # DEPENDENCYPART_ARC
(26,35),-0.717156 # DEPENDENCYPART_ARC
(26,36),-2.99283 # DEPENDENCYPART_ARC
(26,37),-3.30622 # DEPENDENCYPART_ARC
(26,38),-4.78353 # DEPENDENCYPART_ARC
(26,39),-1.19148 # DEPENDENCYPART_ARC
(26,40),-6.86589 # DEPENDENCYPART_ARC
(26,41),-1.31254 # DEPENDENCYPART_ARC
(26,42),-2.7704 # DEPENDENCYPART_ARC
(26,43),1.11475 # DEPENDENCYPART_ARC
(27,1),-4.35498 # DEPENDENCYPART_ARC
(27,2),-3.41228 # DEPENDENCYPART_ARC
(27,3),-4.29016 # DEPENDENCYPART_ARC
(27,4),-2.1428 # DEPENDENCYPART_ARC
(27,5),-4.51275 # DEPENDENCYPART_ARC
(27,6),-4.23309 # DEPENDENCYPART_ARC
(27,7),-3.40243 # DEPENDENCYPART_ARC
(27,8),-2.42082 # DEPENDENCYPART_ARC
(27,9),-3.66016 # DEPENDENCYPART_ARC
(27,10),-3.55102 # DEPENDENCYPART_ARC
(27,11),-3.56859 # DEPENDENCYPART_ARC
(27,12),-1.69728 # DEPENDENCYPART_ARC
(27,13),-3.21494 # DEPENDENCYPART_ARC
(27,14),-3.49541 # DEPENDENCYPART_ARC
(27,15),-3.62137 # DEPENDENCYPART_ARC
(27,16),-2.51509 # DEPENDENCYPART_ARC
(27,17),-2.41004 # DEPENDENCYPART_ARC
(27,18),-1.85925 # DEPENDENCYPART_ARC
(27,19),-2.61493 # DEPENDENCYPART_ARC
(27,20),-2.92963 # DEPENDENCYPART_ARC
(27,21),-1.24929 # DEPENDENCYPART_ARC
(27,22),-1.74934 # DEPENDENCYPART_ARC
(27,23),-2.46491 # DEPENDENCYPART_ARC
(27,24),-2.02047 # DEPENDENCYPART_ARC
(27,25),-0.460339 # DEPENDENCYPART_ARC
(27,26),0.274502 # DEPENDENCYPART_ARC
(27,28),1.19497 # DEPENDENCYPART_ARC
(27,29),0.294883 # DEPENDENCYPART_ARC
(27,30),-0.11032 # DEPENDENCYPART_ARC
(27,31),-0.445568 # DEPENDENCYPART_ARC
(27,32),0.2892 # DEPENDENCYPART_ARC
(27,33),-0.812642 # DEPENDENCYPART_ARC
(27,34),-0.250629 # DEPENDENCYPART_ARC
(27,35),-1.61849 # DEPENDENCYPART_ARC
(27,36),-1.88125 # DEPENDENCYPART_ARC
(27,37),-1.30457 # DEPENDENCYPART_ARC
(27,38),-1.42469 # DEPENDENCYPART_ARC
(27,39),-1.60484 # DEPENDENCYPART_ARC
(27,40),-1.57499 # DEPENDENCYPART_ARC
(27,41),-1.61768 # DEPENDENCYPART_ARC
(27,42),-1.3338 # DEPENDENCYPART_ARC
(27,43),-0.462135 # DEPENDENCYPART_ARC
(28,1),-6.48247 # DEPENDENCYPART_ARC
(28,2),-4.36337 # DEPENDENCYPART_ARC
(28,3),-3.54142 # DEPENDENCYPART_ARC
(28,4),-1.77723 # DEPENDENCYPART_ARC
(28,5),-4.66141 # DEPENDENCYPART_ARC
(28,6),-2.79004 # DEPENDENCYPART_ARC
(28,7),-0.637579 # DEPENDENCYPART_ARC
(28,8),-1.34572 # DEPENDENCYPART_ARC
(28,9),-2.24276 # DEPENDENCYPART_ARC
(28,10),-4.8746 # DEPENDENCYPART_ARC
(28,11),-2.59694 # DEPENDENCYPART_ARC
(28,12),-0.950622 # DEPENDENCYPART_ARC
(28,13),-3.64441 # DEPENDENCYPART_ARC
(28,14),-2.34594 # DEPENDENCYPART_ARC
(28,15),-1.14843 # DEPENDENCYPART_ARC
(28,16),-1.35367 # DEPENDENCYPART_ARC
(28,17),-0.622947 # DEPENDENCYPART_ARC
(28,18),0.0656534 # DEPENDENCYPART_ARC
(28,19),-1.41566 # DEPENDENCYPART_ARC
(28,20),-1.76158 # DEPENDENCYPART_ARC
(28,21),0.152102 # DEPENDENCYPART_ARC
(28,22),0.265409 # DEPENDENCYPART_ARC
(28,23),-1.01229 # DEPENDENCYPART_ARC
(28,24),0.288074 # DEPENDENCYPART_ARC
(28,25),-0.6164 # DEPENDENCYPART_ARC
(28,26),1.53136 # DEPENDENCYPART_ARC
(28,27),3.1121 # DEPENDENCYPART_ARC
(28,29),3.32046 # DEPENDENCYPART_ARC
(28,30),0.99519 # DEPENDENCYPART_ARC
(28,31),0.804042 # DEPENDENCYPART_ARC
(28,32),0.975656 # DEPENDENCYPART_ARC
(28,33),0.597188 # DEPENDENCYPART_ARC
(28,34),0.996853 # DEPENDENCYPART_ARC
(28,35),-0.613487 # DEPENDENCYPART_ARC
(28,36),-2.0437 # DEPENDENCYPART_ARC
(28,37),-1.25738 # DEPENDENCYPART_ARC
(28,38),-0.636424 # DEPENDENCYPART_ARC
(28,39),-0.77398 # DEPENDENCYPART_ARC
(28,40),-1.08214 # DEPENDENCYPART_ARC
(28,41),-1.71335 # DEPENDENCYPART_ARC
(28,42),-0.769341 # DEPENDENCYPART_ARC
(28,43),1.52156 # DEPENDENCYPART_ARC
(29,1),-2.36593 # DEPENDENCYPART_ARC
(29,2),-2.44024 # DEPENDENCYPART_ARC
(29,3),-3.10985 # DEPENDENCYPART_ARC
(29,4),-3.14636 # DEPENDENCYPART_ARC
(29,5),-2.08928 # DEPENDENCYPART_ARC
(29,6),-3.08391 # DEPENDENCYPART_ARC
(29,7),-3.07204 # DEPENDENCYPART_ARC
(29,8),-3.09284 # DEPENDENCYPART_ARC
(29,9),-2.72689 # DEPENDENCYPART_ARC
(29,10),-2.4774 # DEPENDENCYPART_ARC
(29,11),-2.88753 # DEPENDENCYPART_ARC
(29,12),-1.70975 # DEPENDENCYPART_ARC
(29,13),-1.85498 # DEPENDENCYPART_ARC
(29,14),-2.4163 # DEPENDENCYPART_ARC
(29,15),-2.11077 # DEPENDENCYPART_ARC
(29,16),-0.981388 # DEPENDENCYPART_ARC
(29,17),-1.06564 # DEPENDENCYPART_ARC
(29,18),-1.9784 # DEPENDENCYPART_ARC
(29,19),-1.72451 # DEPENDENCYPART_ARC
(29,20),-2.47603 # DEPENDENCYPART_ARC
(29,21),-1.29545 # DEPENDENCYPART_ARC
(29,22),-0.73281 # DEPENDENCYPART_ARC
(29,23),-1.80294 # DEPENDENCYPART_ARC
(29,24),-1.98444 # DEPENDENCYPART_ARC
(29,25),-1.3162 # DEPENDENCYPART_ARC
(29,26),-0.924113 # DEPENDENCYPART_ARC
(29,27),0.0144034 # DEPENDENCYPART_ARC
(29,28),-0.72528 # DEPENDENCYPART_ARC
(29,30),3.97646 # DEPENDENCYPART_ARC
(29,31),0.437495 # DEPENDENCYPART_ARC
(29,32),0.135803 # DEPENDENCYPART_ARC
(29,33),-1.93391 # DEPENDENCYPART_ARC
(29,34),-0.231422 # DEPENDENCYPART_ARC
(29,35),-1.241 # DEPENDENCYPART_ARC
(29,36),-2.91358 # DEPENDENCYPART_ARC
(29,37),-3.21522 # DEPENDENCYPART_ARC
(29,38),-3.91374 # DEPENDENCYPART_ARC
(29,39),-1.34213 # DEPENDENCYPART_ARC
(29,40),-5.60121 # DEPENDENCYPART_ARC
(29,41),-1.66757 # DEPENDENCYPART_ARC
(29,42),-3.11017 # DEPENDENCYPART_ARC
(29,43),0.00199289 # DEPENDENCYPART_ARC
(30,1),-8.07453 # DEPENDENCYPART_ARC
(30,2),-4.3864 # DEPENDENCYPART_ARC
(30,3),-3.78321 # DEPENDENCYPART_ARC
(30,4),-3.13654 # DEPENDENCYPART_ARC
(30,5),-6.09814 # DEPENDENCYPART_ARC
(30,6),-3.68572 # DEPENDENCYPART_ARC
(30,7),-2.49568 # DEPENDENCYPART_ARC
(30,8),-2.84741 # DEPENDENCYPART_ARC
(30,9),-2.66875 # DEPENDENCYPART_ARC
(30,10),-7.41245 # DEPENDENCYPART_ARC
(30,11),-3.24222 # DEPENDENCYPART_ARC
(30,12),-2.24371 # DEPENDENCYPART_ARC
(30,13),-4.85891 # DEPENDENCYPART_ARC
(30,14),-3.01998 # DEPENDENCYPART_ARC
(30,15),-2.32437 # DEPENDENCYPART_ARC
(30,16),-2.14679 # DEPENDENCYPART_ARC
(30,17),-1.3975 # DEPENDENCYPART_ARC
(30,18),-1.71076 # DEPENDENCYPART_ARC
(30,19),-4.10388 # DEPENDENCYPART_ARC
(30,20),-2.41761 # DEPENDENCYPART_ARC
(30,21),-1.20722 # DEPENDENCYPART_ARC
(30,22),-1.26817 # DEPENDENCYPART_ARC
(30,23),-2.05368 # DEPENDENCYPART_ARC
(30,24),-1.69551 # DEPENDENCYPART_ARC
(30,25),-1.75664 # DEPENDENCYPART_ARC
(30,26),-0.400888 # DEPENDENCYPART_ARC
(30,27),0.261878 # DEPENDENCYPART_ARC
(30,28),0.0123164 # DEPENDENCYPART_ARC
(30,29),1.32865 # DEPENDENCYPART_ARC
(30,31),0.310775 # DEPENDENCYPART_ARC
(30,32),0.199555 # DEPENDENCYPART_ARC
(30,33),-0.317618 # DEPENDENCYPART_ARC
(30,34),-0.0405043 # DEPENDENCYPART_ARC
(30,35),-1.65001 # DEPENDENCYPART_ARC
(30,36),-2.07555 # DEPENDENCYPART_ARC
(30,37),-1.28729 # DEPENDENCYPART_ARC
(30,38),-1.31275 # DEPENDENCYPART_ARC
(30,39),-1.40958 # DEPENDENCYPART_ARC
(30,40),-1.29211 # DEPENDENCYPART_ARC
(30,41),-2.56427 # DEPENDENCYPART_ARC
(30,42),-1.7522 # DEPENDENCYPART_ARC
(30,43),0.633303 # DEPENDENCYPART_ARC
(31,1),-3.83389 # DEPENDENCYPART_ARC
(31,2),-2.73876 # DEPENDENCYPART_ARC
(31,3),-4.3124 # DEPENDENCYPART_ARC
(31,4),-3.78486 # DEPENDENCYPART_ARC
(31,5),-3.83144 # DEPENDENCYPART_ARC
(31,6),-4.25249 # DEPENDENCYPART_ARC
(31,7),-3.66504 # DEPENDENCYPART_ARC
(31,8),-3.15772 # DEPENDENCYPART_ARC
(31,9),-3.9171 # DEPENDENCYPART_ARC
(31,10),-3.60229 # DEPENDENCYPART_ARC
(31,11),-3.77915 # DEPENDENCYPART_ARC
(31,12),-3.13788 # DEPENDENCYPART_ARC
(31,13),-3.48224 # DEPENDENCYPART_ARC
(31,14),-3.79384 # DEPENDENCYPART_ARC
(31,15),-2.47479 # DEPENDENCYPART_ARC
(31,16),-2.66549 # DEPENDENCYPART_ARC
(31,17),-2.70895 # DEPENDENCYPART_ARC
(31,18),-2.84106 # DEPENDENCYPART_ARC
(31,19),-3.43581 # DEPENDENCYPART_ARC
(31,20),-3.65794 # DEPENDENCYPART_ARC
(31,21),-2.70993 # DEPENDENCYPART_ARC
(31,22),-3.29109 # DEPENDENCYPART_ARC
(31,23),-3.36105 # DEPENDENCYPART_ARC
(31,24),-2.97657 # DEPENDENCYPART_ARC
(31,25),-2.2209 # DEPENDENCYPART_ARC
(31,26),-1.97847 # DEPENDENCYPART_ARC
(31,27),-2.16808 # DEPENDENCYPART_ARC
(31,28),-2.44275 # DEPENDENCYPART_ARC
(31,29),-1.31363 # DEPENDENCYPART_ARC
(31,30),-1.30126 # DEPENDENCYPART_ARC
(31,32),-0.366551 # DEPENDENCYPART_ARC
(31,33),-1.00697 # DEPENDENCYPART_ARC
(31,34),-0.89459 # DEPENDENCYPART_ARC
(31,35),-1.87865 # DEPENDENCYPART_ARC
(31,36),-2.38841 # DEPENDENCYPART_ARC
(31,37),-1.87835 # DEPENDENCYPART_ARC
(31,38),-1.89565 # DEPENDENCYPART_ARC
(31,39),-1.89778 # DEPENDENCYPART_ARC
(31,40),-2.02038 # DEPENDENCYPART_ARC
(31,41),-1.90956 # DEPENDENCYPART_ARC
(31,42),-1.76511 # DEPENDENCYPART_ARC
(31,43),-1.31846 # DEPENDENCYPART_ARC
(32,1),-4.72652 # DEPENDENCYPART_ARC
(32,2),-4.35319 # DEPENDENCYPART_ARC
(32,3),-4.95007 # DEPENDENCYPART_ARC
(32,4),-4.20638 # DEPENDENCYPART_ARC
(32,5),-4.48117 # DEPENDENCYPART_ARC
(32,6),-4.96406 # DEPENDENCYPART_ARC
(32,7),-4.4106 # DEPENDENCYPART_ARC
(32,8),-3.90861 # DEPENDENCYPART_ARC
(32,9),-4.66553 # DEPENDENCYPART_ARC
(32,10),-4.23591 # DEPENDENCYPART_ARC
(32,11),-4.65826 # DEPENDENCYPART_ARC
(32,12),-3.5263 # DEPENDENCYPART_ARC
(32,13),-4.11268 # DEPENDENCYPART_ARC
(32,14),-4.43233 # DEPENDENCYPART_ARC
(32,15),-3.81836 # DEPENDENCYPART_ARC
(32,16),-3.26341 # DEPENDENCYPART_ARC
(32,17),-3.16176 # DEPENDENCYPART_ARC
(32,18),-3.35708 # DEPENDENCYPART_ARC
(32,19),-4.11732 # DEPENDENCYPART_ARC
(32,20),-4.25198 # DEPENDENCYPART_ARC
(32,21),-3.25706 # DEPENDENCYPART_ARC
(32,22),-3.86437 # DEPENDENCYPART_ARC
(32,23),-4.05446 # DEPENDENCYPART_ARC
(32,24),-3.62086 # DEPENDENCYPART_ARC
(32,25),-3.50398 # DEPENDENCYPART_ARC
(32,26),-2.54487 # DEPENDENCYPART_ARC
(32,27),-2.92005 # DEPENDENCYPART_ARC
(32,28),-3.23413 # DEPENDENCYPART_ARC
(32,29),-1.932 # DEPENDENCYPART_ARC
(32,30),-2.50091 # DEPENDENCYPART_ARC
(32,31),-0.963231 # DEPENDENCYPART_ARC
(32,33),-1.41176 # DEPENDENCYPART_ARC
(32,34),-1.981 # DEPENDENCYPART_ARC
(32,35),-3.62861 # DEPENDENCYPART_ARC
(32,36),-4.45847 # DEPENDENCYPART_ARC
(32,37),-3.54099 # DEPENDENCYPART_ARC
(32,38),-4.19708 # DEPENDENCYPART_ARC
(32,39),-4.00437 # DEPENDENCYPART_ARC
(32,40),-4.48555 # DEPENDENCYPART_ARC
(32,41),-4.13528 # DEPENDENCYPART_ARC
(32,42),-4.03243 # DEPENDENCYPART_ARC
(32,43),-2.78087 # DEPENDENCYPART_ARC
(33,1),-5.73505 # DEPENDENCYPART_ARC
(33,2),-3.91601 # DEPENDENCYPART_ARC
(33,3),-3.83989 # DEPENDENCYPART_ARC
(33,4),-2.39622 # DEPENDENCYPART_ARC
(33,5),-5.48561 # DEPENDENCYPART_ARC
(33,6),-3.81575 # DEPENDENCYPART_ARC
(33,7),-3.24051 # DEPENDENCYPART_ARC
(33,8),-3.04222 # DEPENDENCYPART_ARC
(33,9),-3.59411 # DEPENDENCYPART_ARC
(33,10),-4.25028 # DEPENDENCYPART_ARC
(33,11),-3.57649 # DEPENDENCYPART_ARC
(33,12),-2.24068 # DEPENDENCYPART_ARC
(33,13),-3.53225 # DEPENDENCYPART_ARC
(33,14),-3.3133 # DEPENDENCYPART_ARC
(33,15),-2.78886 # DEPENDENCYPART_ARC
(33,16),-2.53721 # DEPENDENCYPART_ARC
(33,17),-2.41999 # DEPENDENCYPART_ARC
(33,18),-2.24209 # DEPENDENCYPART_ARC
(33,19),-3.2511 # DEPENDENCYPART_ARC
(33,20),-3.23895 # DEPENDENCYPART_ARC
(33,21),-1.96302 # DEPENDENCYPART_ARC
(33,22),-3.13843 # DEPENDENCYPART_ARC
(33,23),-2.92296 # DEPENDENCYPART_ARC
(33,24),-2.39247 # DEPENDENCYPART_ARC
(33,25),-2.48433 # DEPENDENCYPART_ARC
(33,26),-1.70725 # DEPENDENCYPART_ARC
(33,27),-1.62822 # DEPENDENCYPART_ARC
(33,28),-2.47065 # DEPENDENCYPART_ARC
(33,29),-1.44691 # DEPENDENCYPART_ARC
(33,30),-1.99009 # DEPENDENCYPART_ARC
(33,31),-0.947641 # DEPENDENCYPART_ARC
(33,32),-0.249906 # DEPENDENCYPART_ARC
(33,34),0.158252 # DEPENDENCYPART_ARC
(33,35),-1.09829 # DEPENDENCYPART_ARC
(33,36),-1.75913 # DEPENDENCYPART_ARC
(33,37),-1.4213 # DEPENDENCYPART_ARC
(33,38),-1.18248 # DEPENDENCYPART_ARC
(33,39),-1.63607 # DEPENDENCYPART_ARC
(33,40),-1.3774 # DEPENDENCYPART_ARC
(33,41),-1.73875 # DEPENDENCYPART_ARC
(33,42),-1.88264 # DEPENDENCYPART_ARC
(33,43),-0.464105 # DEPENDENCYPART_ARC
(34,1),-4.49365 # DEPENDENCYPART_ARC
(34,2),-2.98037 # DEPENDENCYPART_ARC
(34,3),-2.85001 # DEPENDENCYPART_ARC
(34,4),-6.86932 # DEPENDENCYPART_ARC
(34,5),-3.28181 # DEPENDENCYPART_ARC
(34,6),-1.33892 # DEPENDENCYPART_ARC
(34,7),-3.56619 # DEPENDENCYPART_ARC
(34,8),-3.46757 # DEPENDENCYPART_ARC
(34,9),-2.73161 # DEPENDENCYPART_ARC
(34,10),-3.91364 # DEPENDENCYPART_ARC
(34,11),-1.62124 # DEPENDENCYPART_ARC
(34,12),-4.94246 # DEPENDENCYPART_ARC
(34,13),-3.28717 # DEPENDENCYPART_ARC
(34,14),-1.95712 # DEPENDENCYPART_ARC
(34,15),-0.718391 # DEPENDENCYPART_ARC
(34,16),-0.807103 # DEPENDENCYPART_ARC
(34,17),-1.51093 # DEPENDENCYPART_ARC
(34,18),-0.550818 # DEPENDENCYPART_ARC
(34,19),-3.0501 # DEPENDENCYPART_ARC
(34,20),0.749133 # DEPENDENCYPART_ARC
(34,21),-2.75492 # DEPENDENCYPART_ARC
(34,22),-1.9452 # DEPENDENCYPART_ARC
(34,23),0.380933 # DEPENDENCYPART_ARC
(34,24),-1.61576 # DEPENDENCYPART_ARC
(34,25),-0.296698 # DEPENDENCYPART_ARC
(34,26),-1.43824 # DEPENDENCYPART_ARC
(34,27),-0.522578 # DEPENDENCYPART_ARC
(34,28),-0.564801 # DEPENDENCYPART_ARC
(34,29),-1.52105 # DEPENDENCYPART_ARC
(34,30),-0.610298 # DEPENDENCYPART_ARC
(34,31),0.680161 # DEPENDENCYPART_ARC
(34,32),1.34419 # DEPENDENCYPART_ARC
(34,33),5.03679 # DEPENDENCYPART_ARC
(34,35),3.30206 # DEPENDENCYPART_ARC
(34,36),-0.951244 # DEPENDENCYPART_ARC
(34,37),1.17326 # DEPENDENCYPART_ARC
(34,38),2.62652 # DEPENDENCYPART_ARC
(34,39),0.749356 # DEPENDENCYPART_ARC
(34,40),1.45836 # DEPENDENCYPART_ARC
(34,41),0.0588944 # DEPENDENCYPART_ARC
(34,42),1.23976 # DEPENDENCYPART_ARC
(34,43),3.77731 # DEPENDENCYPART_ARC
(35,1),-3.57378 # DEPENDENCYPART_ARC
(35,2),-2.90451 # DEPENDENCYPART_ARC
(35,3),-5.30619 # DEPENDENCYPART_ARC
(35,4),-4.16073 # DEPENDENCYPART_ARC
(35,5),-3.54794 # DEPENDENCYPART_ARC
(35,6),-4.71954 # DEPENDENCYPART_ARC
(35,7),-3.21229 # DEPENDENCYPART_ARC
(35,8),-2.6327 # DEPENDENCYPART_ARC
(35,9),-4.4099 # DEPENDENCYPART_ARC
(35,10),-3.20249 # DEPENDENCYPART_ARC
(35,11),-4.18004 # DEPENDENCYPART_ARC
(35,12),-2.87412 # DEPENDENCYPART_ARC
(35,13),-2.92537 # DEPENDENCYPART_ARC
(35,14),-3.97723 # DEPENDENCYPART_ARC
(35,15),-3.18625 # DEPENDENCYPART_ARC
(35,16),-2.47848 # DEPENDENCYPART_ARC
(35,17),-2.47316 # DEPENDENCYPART_ARC
(35,18),-2.08729 # DEPENDENCYPART_ARC
(35,19),-2.91662 # DEPENDENCYPART_ARC
(35,20),-3.37953 # DEPENDENCYPART_ARC
(35,21),-2.27843 # DEPENDENCYPART_ARC
(35,22),-2.89647 # DEPENDENCYPART_ARC
(35,23),-3.113 # DEPENDENCYPART_ARC
(35,24),-2.54134 # DEPENDENCYPART_ARC
(35,25),-1.8279 # DEPENDENCYPART_ARC
(35,26),-1.44575 # DEPENDENCYPART_ARC
(35,27),-2.09282 # DEPENDENCYPART_ARC
(35,28),-2.47533 # DEPENDENCYPART_ARC
(35,29),-1.32642 # DEPENDENCYPART_ARC
(35,30),-2.23618 # DEPENDENCYPART_ARC
(35,31),-1.87263 # DEPENDENCYPART_ARC
(35,32),-1.49281 # DEPENDENCYPART_ARC
(35,33),-1.05852 # DEPENDENCYPART_ARC
(35,34),0.151282 # DEPENDENCYPART_ARC
(35,36),0.59315 # DEPENDENCYPART_ARC
(35,37),0.147316 # DEPENDENCYPART_ARC
(35,38),-0.418697 # DEPENDENCYPART_ARC
(35,39),-0.962255 # DEPENDENCYPART_ARC
(35,40),-0.646556 # DEPENDENCYPART_ARC
(35,41),-1.44832 # DEPENDENCYPART_ARC
(35,42),-0.815092 # DEPENDENCYPART_ARC
(35,43),-1.83439 # DEPENDENCYPART_ARC
(36,1),-4.72934 # DEPENDENCYPART_ARC
(36,2),-4.14585 # DEPENDENCYPART_ARC
(36,3),-4.60427 # DEPENDENCYPART_ARC
(36,4),-4.54671 # DEPENDENCYPART_ARC
(36,5),-4.79553 # DEPENDENCYPART_ARC
(36,6),-3.78315 # DEPENDENCYPART_ARC
