# _root_ تَجْدُرُ الإِشارَةُ إِلَى أَنَّ بونومى البالِغُ مِن العُمْرِ 44 عاماً , وَ هُوَ مُحام سابِقٌ , كانَ يَعْمَلُ رَئِيساً لِ مَجْلِسِ إِدارَةِ شَرِكَةِ / إِس آي أَي / المَسْؤُولَةِ عَن إِدارَةِ مَطارَيْ ليناتى ومالبينسا فِي مِيلانُو خِلالَ الفَتْرَةِ مِن 1997 ـ 1999 .
#goldHeads=0,1,2,3,6,12,6,7,8,9,10,4,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,32,35,29,37,38,41,39,41,0,
#predictedHeads=0,1,1,3,4,5,6,7,8,9,10,14,14,17,14,15,4,17,18,19,20,21,22,27,27,27,21,27,23,29,30,31,34,32,31,35,31,37,38,39,39,41,0,
(23,29),1.41827 # DEPENDENCYPART_ARC
(23,30),0.115988 # DEPENDENCYPART_ARC
(23,31),-0.523538 # DEPENDENCYPART_ARC
(23,32),0.214253 # DEPENDENCYPART_ARC
(23,33),-0.33992 # DEPENDENCYPART_ARC
(23,34),-0.0392438 # DEPENDENCYPART_ARC
(23,35),-0.0687869 # DEPENDENCYPART_ARC
(23,36),-1.0898 # DEPENDENCYPART_ARC
(23,37),-0.427434 # DEPENDENCYPART_ARC
(23,38),-1.30093 # DEPENDENCYPART_ARC
(23,39),-1.10086 # DEPENDENCYPART_ARC
(23,40),-1.00758 # DEPENDENCYPART_ARC
(23,41),-0.757221 # DEPENDENCYPART_ARC
(23,42),-1.14745 # DEPENDENCYPART_ARC
(23,43),-1.36234 # DEPENDENCYPART_ARC
(24,1),-2.50713 # DEPENDENCYPART_ARC
(24,2),-2.09323 # DEPENDENCYPART_ARC
(24,3),-1.81993 # DEPENDENCYPART_ARC
(24,4),-1.14895 # DEPENDENCYPART_ARC
(24,5),-1.2454 # DEPENDENCYPART_ARC
(24,6),-1.18925 # DEPENDENCYPART_ARC
(24,7),-1.6415 # DEPENDENCYPART_ARC
(24,8),-1.13121 # DEPENDENCYPART_ARC
(24,9),-0.682901 # DEPENDENCYPART_ARC
(24,10),-1.51223 # DEPENDENCYPART_ARC
(24,11),-1.24055 # DEPENDENCYPART_ARC
(24,12),-0.977727 # DEPENDENCYPART_ARC
(24,13),-0.826651 # DEPENDENCYPART_ARC
(24,14),-0.931933 # DEPENDENCYPART_ARC
(24,15),-0.816177 # DEPENDENCYPART_ARC
(24,16),-0.877897 # DEPENDENCYPART_ARC
(24,17),-1.02081 # DEPENDENCYPART_ARC
(24,18),-0.83727 # DEPENDENCYPART_ARC
(24,19),-0.367876 # DEPENDENCYPART_ARC
(24,20),-0.461691 # DEPENDENCYPART_ARC
(24,21),0.447663 # DEPENDENCYPART_ARC
(24,22),0.54897 # DEPENDENCYPART_ARC
(24,23),0.799345 # DEPENDENCYPART_ARC
(24,25),0.647541 # DEPENDENCYPART_ARC
(24,26),0.147135 # DEPENDENCYPART_ARC
(24,27),0.4749 # DEPENDENCYPART_ARC
(24,28),0.482568 # DEPENDENCYPART_ARC
(24,29),0.0245664 # DEPENDENCYPART_ARC
(24,30),-0.534828 # DEPENDENCYPART_ARC
(24,31),-0.469882 # DEPENDENCYPART_ARC
(24,32),-0.503225 # DEPENDENCYPART_ARC
(24,33),-0.540914 # DEPENDENCYPART_ARC
(24,34),-0.505551 # DEPENDENCYPART_ARC
(24,35),-1.06233 # DEPENDENCYPART_ARC
(24,36),-0.561072 # DEPENDENCYPART_ARC
(24,37),-0.856508 # DEPENDENCYPART_ARC
(24,38),-0.776004 # DEPENDENCYPART_ARC
(24,39),-0.908245 # DEPENDENCYPART_ARC
(24,40),-0.329155 # DEPENDENCYPART_ARC
(24,41),-0.620888 # DEPENDENCYPART_ARC
(24,42),-0.679054 # DEPENDENCYPART_ARC
(24,43),-0.824324 # DEPENDENCYPART_ARC
(25,1),-1.45456 # DEPENDENCYPART_ARC
(25,2),-1.63002 # DEPENDENCYPART_ARC
(25,3),-1.44277 # DEPENDENCYPART_ARC
(25,4),-1.5904 # DEPENDENCYPART_ARC
(25,5),-1.14732 # DEPENDENCYPART_ARC
(25,6),-1.09452 # DEPENDENCYPART_ARC
(25,7),-1.19598 # DEPENDENCYPART_ARC
(25,8),-1.27933 # DEPENDENCYPART_ARC
(25,9),-1.03671 # DEPENDENCYPART_ARC
(25,10),-1.2007 # DEPENDENCYPART_ARC
(25,11),-1.56823 # DEPENDENCYPART_ARC
(25,12),-1.37445 # DEPENDENCYPART_ARC
(25,13),-1.0125 # DEPENDENCYPART_ARC
(25,14),-1.07276 # DEPENDENCYPART_ARC
(25,15),-0.950376 # DEPENDENCYPART_ARC
(25,16),-1.10402 # DEPENDENCYPART_ARC
(25,17),-0.877985 # DEPENDENCYPART_ARC
(25,18),-0.573585 # DEPENDENCYPART_ARC
(25,19),-0.749249 # DEPENDENCYPART_ARC
(25,20),-0.573679 # DEPENDENCYPART_ARC
(25,21),-0.40748 # DEPENDENCYPART_ARC
(25,22),-0.333747 # DEPENDENCYPART_ARC
(25,23),-0.164698 # DEPENDENCYPART_ARC
(25,24),0.26355 # DEPENDENCYPART_ARC
(25,26),0.230819 # DEPENDENCYPART_ARC
(25,27),-0.304654 # DEPENDENCYPART_ARC
(25,28),0.19161 # DEPENDENCYPART_ARC
(25,29),-0.427221 # DEPENDENCYPART_ARC
(25,30),-0.501535 # DEPENDENCYPART_ARC
(25,31),-0.694523 # DEPENDENCYPART_ARC
(25,32),-0.7175 # DEPENDENCYPART_ARC
(25,33),-0.762137 # DEPENDENCYPART_ARC
(25,34),-0.759515 # DEPENDENCYPART_ARC
(25,35),-0.531848 # DEPENDENCYPART_ARC
(25,36),-0.740807 # DEPENDENCYPART_ARC
(25,37),-0.669216 # DEPENDENCYPART_ARC
(25,38),-0.730743 # DEPENDENCYPART_ARC
(25,39),-0.599906 # DEPENDENCYPART_ARC
(25,40),-0.569643 # DEPENDENCYPART_ARC
(25,41),-0.824156 # DEPENDENCYPART_ARC
(25,42),-0.581629 # DEPENDENCYPART_ARC
(25,43),-0.519101 # DEPENDENCYPART_ARC
(26,1),-0.997297 # DEPENDENCYPART_ARC
(26,2),-1.46176 # DEPENDENCYPART_ARC
(26,3),-1.16763 # DEPENDENCYPART_ARC
(26,4),-1.47081 # DEPENDENCYPART_ARC
(26,5),-0.90292 # DEPENDENCYPART_ARC
(26,6),-0.738066 # DEPENDENCYPART_ARC
(26,7),-0.872203 # DEPENDENCYPART_ARC
(26,8),-1.06482 # DEPENDENCYPART_ARC
(26,9),-0.856486 # DEPENDENCYPART_ARC
(26,10),-0.890943 # DEPENDENCYPART_ARC
(26,11),-1.06742 # DEPENDENCYPART_ARC
(26,12),-1.26465 # DEPENDENCYPART_ARC
(26,13),-0.784706 # DEPENDENCYPART_ARC
(26,14),-0.832998 # DEPENDENCYPART_ARC
(26,15),-0.672985 # DEPENDENCYPART_ARC
(26,16),-0.621205 # DEPENDENCYPART_ARC
(26,17),-0.590901 # DEPENDENCYPART_ARC
(26,18),-0.386628 # DEPENDENCYPART_ARC
(26,19),-0.44153 # DEPENDENCYPART_ARC
(26,20),-0.452976 # DEPENDENCYPART_ARC
(26,21),-0.272586 # DEPENDENCYPART_ARC
(26,22),-0.118159 # DEPENDENCYPART_ARC
(26,23),-0.0212559 # DEPENDENCYPART_ARC
(26,24),0.584794 # DEPENDENCYPART_ARC
(26,25),0.857226 # DEPENDENCYPART_ARC
(26,27),0.166213 # DEPENDENCYPART_ARC
(26,28),0.292814 # DEPENDENCYPART_ARC
(26,29),-0.462427 # DEPENDENCYPART_ARC
(26,30),-0.600442 # DEPENDENCYPART_ARC
(26,31),-0.739775 # DEPENDENCYPART_ARC
(26,32),-0.839593 # DEPENDENCYPART_ARC
(26,33),-0.89974 # DEPENDENCYPART_ARC
(26,34),-0.911121 # DEPENDENCYPART_ARC
(26,35),-0.678417 # DEPENDENCYPART_ARC
(26,36),-0.758555 # DEPENDENCYPART_ARC
(26,37),-0.832617 # DEPENDENCYPART_ARC
(26,38),-0.892258 # DEPENDENCYPART_ARC
(26,39),-0.804961 # DEPENDENCYPART_ARC
(26,40),-0.620211 # DEPENDENCYPART_ARC
(26,41),-0.992654 # DEPENDENCYPART_ARC
(26,42),-0.665538 # DEPENDENCYPART_ARC
(26,43),-0.495277 # DEPENDENCYPART_ARC
(27,1),-0.414525 # DEPENDENCYPART_ARC
(27,2),-0.603476 # DEPENDENCYPART_ARC
(27,3),-0.605554 # DEPENDENCYPART_ARC
(27,4),-0.751003 # DEPENDENCYPART_ARC
(27,5),-0.312546 # DEPENDENCYPART_ARC
(27,6),-0.364895 # DEPENDENCYPART_ARC
(27,7),-0.239956 # DEPENDENCYPART_ARC
(27,8),-0.3354 # DEPENDENCYPART_ARC
(27,9),-0.224897 # DEPENDENCYPART_ARC
(27,10),-0.33361 # DEPENDENCYPART_ARC
(27,11),-0.24762 # DEPENDENCYPART_ARC
(27,12),-0.509018 # DEPENDENCYPART_ARC
(27,13),-0.241617 # DEPENDENCYPART_ARC
(27,14),-0.250303 # DEPENDENCYPART_ARC
(27,15),-0.0395638 # DEPENDENCYPART_ARC
(27,16),-0.0101644 # DEPENDENCYPART_ARC
(27,17),0.0681573 # DEPENDENCYPART_ARC
(27,18),0.21011 # DEPENDENCYPART_ARC
(27,19),0.094507 # DEPENDENCYPART_ARC
(27,20),0.183078 # DEPENDENCYPART_ARC
(27,21),0.164264 # DEPENDENCYPART_ARC
(27,22),0.395477 # DEPENDENCYPART_ARC
(27,23),0.571685 # DEPENDENCYPART_ARC
(27,24),1.33417 # DEPENDENCYPART_ARC
(27,25),1.98306 # DEPENDENCYPART_ARC
(27,26),2.24739 # DEPENDENCYPART_ARC
(27,28),1.20393 # DEPENDENCYPART_ARC
(27,29),-0.0490017 # DEPENDENCYPART_ARC
(27,30),-0.468786 # DEPENDENCYPART_ARC
(27,31),-0.614902 # DEPENDENCYPART_ARC
(27,32),-0.698482 # DEPENDENCYPART_ARC
(27,33),-0.863825 # DEPENDENCYPART_ARC
(27,34),-0.881632 # DEPENDENCYPART_ARC
(27,35),-0.666764 # DEPENDENCYPART_ARC
(27,36),-0.717351 # DEPENDENCYPART_ARC
(27,37),-0.690683 # DEPENDENCYPART_ARC
(27,38),-0.852494 # DEPENDENCYPART_ARC
(27,39),-0.814742 # DEPENDENCYPART_ARC
(27,40),-0.636161 # DEPENDENCYPART_ARC
(27,41),-0.885375 # DEPENDENCYPART_ARC
(27,42),-0.647193 # DEPENDENCYPART_ARC
(27,43),-0.235075 # DEPENDENCYPART_ARC
(28,1),-2.48359 # DEPENDENCYPART_ARC
(28,2),-2.15474 # DEPENDENCYPART_ARC
(28,3),-1.76084 # DEPENDENCYPART_ARC
(28,4),-1.48468 # DEPENDENCYPART_ARC
(28,5),-1.53519 # DEPENDENCYPART_ARC
(28,6),-1.23838 # DEPENDENCYPART_ARC
(28,7),-1.92348 # DEPENDENCYPART_ARC
(28,8),-1.3498 # DEPENDENCYPART_ARC
(28,9),-1.02478 # DEPENDENCYPART_ARC
(28,10),-1.55503 # DEPENDENCYPART_ARC
(28,11),-1.16246 # DEPENDENCYPART_ARC
(28,12),-0.887817 # DEPENDENCYPART_ARC
(28,13),-0.852921 # DEPENDENCYPART_ARC
(28,14),-1.37363 # DEPENDENCYPART_ARC
(28,15),-0.375009 # DEPENDENCYPART_ARC
(28,16),-0.843701 # DEPENDENCYPART_ARC
(28,17),-1.14441 # DEPENDENCYPART_ARC
(28,18),-0.880209 # DEPENDENCYPART_ARC
(28,19),-0.796718 # DEPENDENCYPART_ARC
(28,20),-0.805284 # DEPENDENCYPART_ARC
(28,21),-0.0883185 # DEPENDENCYPART_ARC
(28,22),-0.152031 # DEPENDENCYPART_ARC
(28,23),0.00381596 # DEPENDENCYPART_ARC
(28,24),0.126442 # DEPENDENCYPART_ARC
(28,25),-0.110469 # DEPENDENCYPART_ARC
(28,26),-0.0844587 # DEPENDENCYPART_ARC
(28,27),0.269526 # DEPENDENCYPART_ARC
(28,29),0.414604 # DEPENDENCYPART_ARC
(28,30),-0.942115 # DEPENDENCYPART_ARC
(28,31),-0.825648 # DEPENDENCYPART_ARC
(28,32),-0.923468 # DEPENDENCYPART_ARC
(28,33),-0.917017 # DEPENDENCYPART_ARC
(28,34),-1.01999 # DEPENDENCYPART_ARC
(28,35),-1.32502 # DEPENDENCYPART_ARC
(28,36),-0.866048 # DEPENDENCYPART_ARC
(28,37),-1.20952 # DEPENDENCYPART_ARC
(28,38),-1.40084 # DEPENDENCYPART_ARC
(28,39),-1.39286 # DEPENDENCYPART_ARC
(28,40),-0.814675 # DEPENDENCYPART_ARC
(28,41),-1.08285 # DEPENDENCYPART_ARC
(28,42),-0.962373 # DEPENDENCYPART_ARC
(28,43),-1.14468 # DEPENDENCYPART_ARC
(29,1),-2.84399 # DEPENDENCYPART_ARC
(29,2),-5.16977 # DEPENDENCYPART_ARC
(29,3),-1.90321 # DEPENDENCYPART_ARC
(29,4),-1.4316 # DEPENDENCYPART_ARC
(29,5),-2.14928 # DEPENDENCYPART_ARC
(29,6),-2.42221 # DEPENDENCYPART_ARC
(29,7),-1.86362 # DEPENDENCYPART_ARC
(29,8),-3.82703 # DEPENDENCYPART_ARC
(29,9),-1.16626 # DEPENDENCYPART_ARC
(29,10),-2.52221 # DEPENDENCYPART_ARC
(29,11),-1.35683 # DEPENDENCYPART_ARC
(29,12),-1.65387 # DEPENDENCYPART_ARC
(29,13),-1.92472 # DEPENDENCYPART_ARC
(29,14),-1.89435 # DEPENDENCYPART_ARC
(29,15),-1.46418 # DEPENDENCYPART_ARC
(29,16),-1.24997 # DEPENDENCYPART_ARC
(29,17),-1.25108 # DEPENDENCYPART_ARC
(29,18),-1.87588 # DEPENDENCYPART_ARC
(29,19),-1.68168 # DEPENDENCYPART_ARC
(29,20),-0.986046 # DEPENDENCYPART_ARC
(29,21),-2.31997 # DEPENDENCYPART_ARC
(29,22),-3.38613 # DEPENDENCYPART_ARC
(29,23),-3.27493 # DEPENDENCYPART_ARC
(29,24),-0.522078 # DEPENDENCYPART_ARC
(29,25),-0.382557 # DEPENDENCYPART_ARC
(29,26),-0.327844 # DEPENDENCYPART_ARC
(29,27),-0.0974508 # DEPENDENCYPART_ARC
(29,28),0.294597 # DEPENDENCYPART_ARC
(29,30),1.40868 # DEPENDENCYPART_ARC
(29,31),-0.992075 # DEPENDENCYPART_ARC
(29,32),-0.575264 # DEPENDENCYPART_ARC
(29,33),-0.0395117 # DEPENDENCYPART_ARC
(29,34),-0.104072 # DEPENDENCYPART_ARC
(29,35),0.19106 # DEPENDENCYPART_ARC
(29,36),-0.63189 # DEPENDENCYPART_ARC
(29,37),-0.404449 # DEPENDENCYPART_ARC
(29,38),-1.97108 # DEPENDENCYPART_ARC
(29,39),-0.243122 # DEPENDENCYPART_ARC
(29,40),-0.678322 # DEPENDENCYPART_ARC
(29,41),-0.232626 # DEPENDENCYPART_ARC
(29,42),-0.589397 # DEPENDENCYPART_ARC
(29,43),-0.80025 # DEPENDENCYPART_ARC
(30,1),-1.57141 # DEPENDENCYPART_ARC
(30,2),-1.8132 # DEPENDENCYPART_ARC
(30,3),-3.14348 # DEPENDENCYPART_ARC
(30,4),-2.08921 # DEPENDENCYPART_ARC
(30,5),-1.60386 # DEPENDENCYPART_ARC
(30,6),-1.84152 # DEPENDENCYPART_ARC
(30,7),-2.97023 # DEPENDENCYPART_ARC
(30,8),-1.5979 # DEPENDENCYPART_ARC
(30,9),-1.49683 # DEPENDENCYPART_ARC
(30,10),-1.33415 # DEPENDENCYPART_ARC
(30,11),-1.51651 # DEPENDENCYPART_ARC
(30,12),-1.28927 # DEPENDENCYPART_ARC
(30,13),-0.679656 # DEPENDENCYPART_ARC
(30,14),-1.25536 # DEPENDENCYPART_ARC
(30,15),-1.44025 # DEPENDENCYPART_ARC
(30,16),-1.38033 # DEPENDENCYPART_ARC
(30,17),-1.01763 # DEPENDENCYPART_ARC
(30,18),-0.730684 # DEPENDENCYPART_ARC
(30,19),-0.682821 # DEPENDENCYPART_ARC
(30,20),-1.5301 # DEPENDENCYPART_ARC
(30,21),-0.62327 # DEPENDENCYPART_ARC
(30,22),-0.706873 # DEPENDENCYPART_ARC
(30,23),-0.491498 # DEPENDENCYPART_ARC
(30,24),-0.718418 # DEPENDENCYPART_ARC
(30,25),-0.5709 # DEPENDENCYPART_ARC
(30,26),-0.446656 # DEPENDENCYPART_ARC
(30,27),-0.425584 # DEPENDENCYPART_ARC
(30,28),-0.287756 # DEPENDENCYPART_ARC
(30,29),-0.199544 # DEPENDENCYPART_ARC
(30,31),2.4435 # DEPENDENCYPART_ARC
(30,32),0.934238 # DEPENDENCYPART_ARC
(30,33),0.0451938 # DEPENDENCYPART_ARC
(30,34),0.186222 # DEPENDENCYPART_ARC
(30,35),-0.341331 # DEPENDENCYPART_ARC
(30,36),-0.13257 # DEPENDENCYPART_ARC
(30,37),-0.215313 # DEPENDENCYPART_ARC
(30,38),0.560355 # DEPENDENCYPART_ARC
(30,39),-0.572249 # DEPENDENCYPART_ARC
(30,40),-0.423467 # DEPENDENCYPART_ARC
(30,41),0.0872066 # DEPENDENCYPART_ARC
(30,42),-0.394084 # DEPENDENCYPART_ARC
(30,43),-0.906719 # DEPENDENCYPART_ARC
(31,1),-4.24479 # DEPENDENCYPART_ARC
(31,2),-3.54163 # DEPENDENCYPART_ARC
(31,3),-2.58032 # DEPENDENCYPART_ARC
(31,4),-2.18368 # DEPENDENCYPART_ARC
(31,5),-1.82678 # DEPENDENCYPART_ARC
(31,6),-2.34279 # DEPENDENCYPART_ARC
(31,7),-2.10491 # DEPENDENCYPART_ARC
(31,8),-3.92662 # DEPENDENCYPART_ARC
(31,9),-1.80674 # DEPENDENCYPART_ARC
(31,10),-3.23794 # DEPENDENCYPART_ARC
(31,11),-1.76492 # DEPENDENCYPART_ARC
(31,12),-2.30758 # DEPENDENCYPART_ARC
(31,13),-3.74982 # DEPENDENCYPART_ARC
(31,14),-2.15537 # DEPENDENCYPART_ARC
(31,15),-2.11909 # DEPENDENCYPART_ARC
(31,16),-1.92489 # DEPENDENCYPART_ARC
(31,17),-2.4555 # DEPENDENCYPART_ARC
(31,18),-2.94444 # DEPENDENCYPART_ARC
(31,19),-2.14836 # DEPENDENCYPART_ARC
(31,20),-1.32405 # DEPENDENCYPART_ARC
(31,21),-3.04943 # DEPENDENCYPART_ARC
(31,22),-3.27367 # DEPENDENCYPART_ARC
(31,23),-3.30778 # DEPENDENCYPART_ARC
(31,24),-0.486036 # DEPENDENCYPART_ARC
(31,25),-0.866282 # DEPENDENCYPART_ARC
(31,26),-0.798394 # DEPENDENCYPART_ARC
(31,27),-0.670254 # DEPENDENCYPART_ARC
(31,28),-0.335108 # DEPENDENCYPART_ARC
(31,29),-2.76886 # DEPENDENCYPART_ARC
(31,30),0.202099 # DEPENDENCYPART_ARC
(31,32),3.05213 # DEPENDENCYPART_ARC
(31,33),0.778093 # DEPENDENCYPART_ARC
(31,34),0.882347 # DEPENDENCYPART_ARC
(31,35),1.4628 # DEPENDENCYPART_ARC
(31,36),-0.020312 # DEPENDENCYPART_ARC
(31,37),0.968889 # DEPENDENCYPART_ARC
(31,38),0.015478 # DEPENDENCYPART_ARC
(31,39),0.342354 # DEPENDENCYPART_ARC
(31,40),0.0166902 # DEPENDENCYPART_ARC
(31,41),-0.0989017 # DEPENDENCYPART_ARC
(31,42),-0.29846 # DEPENDENCYPART_ARC
(31,43),-0.519697 # DEPENDENCYPART_ARC
(32,1),-3.99209 # DEPENDENCYPART_ARC
(32,2),-3.54514 # DEPENDENCYPART_ARC
(32,3),-2.53162 # DEPENDENCYPART_ARC
(32,4),-2.05989 # DEPENDENCYPART_ARC
(32,5),-1.81336 # DEPENDENCYPART_ARC
(32,6),-2.11529 # DEPENDENCYPART_ARC
(32,7),-2.06545 # DEPENDENCYPART_ARC
(32,8),-3.81963 # DEPENDENCYPART_ARC
(32,9),-1.70174 # DEPENDENCYPART_ARC
(32,10),-3.18667 # DEPENDENCYPART_ARC
(32,11),-2.21292 # DEPENDENCYPART_ARC
(32,12),-2.21149 # DEPENDENCYPART_ARC
(32,13),-4.13885 # DEPENDENCYPART_ARC
(32,14),-2.05144 # DEPENDENCYPART_ARC
(32,15),-1.95839 # DEPENDENCYPART_ARC
(32,16),-1.85261 # DEPENDENCYPART_ARC
(32,17),-1.95659 # DEPENDENCYPART_ARC
(32,18),-2.46455 # DEPENDENCYPART_ARC
(32,19),-2.115 # DEPENDENCYPART_ARC
(32,20),-1.4723 # DEPENDENCYPART_ARC
(32,21),-2.65017 # DEPENDENCYPART_ARC
(32,22),-3.12967 # DEPENDENCYPART_ARC
(32,23),-3.17593 # DEPENDENCYPART_ARC
(32,24),-0.710746 # DEPENDENCYPART_ARC
(32,25),-0.738123 # DEPENDENCYPART_ARC
(32,26),-0.805618 # DEPENDENCYPART_ARC
(32,27),-0.701014 # DEPENDENCYPART_ARC
(32,28),-0.438464 # DEPENDENCYPART_ARC
(32,29),-2.81973 # DEPENDENCYPART_ARC
(32,30),-0.410201 # DEPENDENCYPART_ARC
(32,31),-1.97045 # DEPENDENCYPART_ARC
(32,33),1.28933 # DEPENDENCYPART_ARC
(32,34),1.38179 # DEPENDENCYPART_ARC
(32,35),1.403 # DEPENDENCYPART_ARC
(32,36),0.140982 # DEPENDENCYPART_ARC
(32,37),0.396415 # DEPENDENCYPART_ARC
(32,38),-1.13171 # DEPENDENCYPART_ARC
(32,39),0.171785 # DEPENDENCYPART_ARC
(32,40),-0.288781 # DEPENDENCYPART_ARC
(32,41),-0.0141561 # DEPENDENCYPART_ARC
(32,42),-0.395553 # DEPENDENCYPART_ARC
(32,43),-0.874678 # DEPENDENCYPART_ARC
(33,1),-2.21662 # DEPENDENCYPART_ARC
(33,2),-2.59963 # DEPENDENCYPART_ARC
(33,3),-2.27005 # DEPENDENCYPART_ARC
(33,4),-2.35873 # DEPENDENCYPART_ARC
(33,5),-4.1221 # DEPENDENCYPART_ARC
(33,6),-2.44418 # DEPENDENCYPART_ARC
(33,7),-2.32368 # DEPENDENCYPART_ARC
(33,8),-2.15485 # DEPENDENCYPART_ARC
(33,9),-1.90411 # DEPENDENCYPART_ARC
(33,10),-2.24088 # DEPENDENCYPART_ARC
(33,11),-3.00974 # DEPENDENCYPART_ARC
(33,12),-2.69144 # DEPENDENCYPART_ARC
(33,13),-1.69691 # DEPENDENCYPART_ARC
(33,14),-1.94489 # DEPENDENCYPART_ARC
(33,15),-1.99397 # DEPENDENCYPART_ARC
(33,16),-2.59235 # DEPENDENCYPART_ARC
(33,17),-1.35539 # DEPENDENCYPART_ARC
(33,18),-1.24906 # DEPENDENCYPART_ARC
(33,19),-1.66107 # DEPENDENCYPART_ARC
(33,20),-1.64744 # DEPENDENCYPART_ARC
(33,21),-1.49775 # DEPENDENCYPART_ARC
(33,22),-1.51418 # DEPENDENCYPART_ARC
(33,23),-1.39187 # DEPENDENCYPART_ARC
(33,24),-1.28295 # DEPENDENCYPART_ARC
(33,25),-0.519205 # DEPENDENCYPART_ARC
(33,26),-0.493772 # DEPENDENCYPART_ARC
(33,27),-0.56183 # DEPENDENCYPART_ARC
(33,28),-1.06022 # DEPENDENCYPART_ARC
(33,29),-1.05917 # DEPENDENCYPART_ARC
(33,30),-1.00687 # DEPENDENCYPART_ARC
(33,31),-0.410754 # DEPENDENCYPART_ARC
(33,32),-0.0687364 # DEPENDENCYPART_ARC
(33,34),0.819168 # DEPENDENCYPART_ARC
(33,35),0.353832 # DEPENDENCYPART_ARC
(33,36),-0.0551229 # DEPENDENCYPART_ARC
(33,37),0.203395 # DEPENDENCYPART_ARC
(33,38),-0.154993 # DEPENDENCYPART_ARC
(33,39),0.00237181 # DEPENDENCYPART_ARC
(33,40),-0.552332 # DEPENDENCYPART_ARC
(33,41),-0.626089 # DEPENDENCYPART_ARC
(33,42),-0.601413 # DEPENDENCYPART_ARC
(33,43),-0.905021 # DEPENDENCYPART_ARC
(34,1),-1.48844 # DEPENDENCYPART_ARC
(34,2),-1.95165 # DEPENDENCYPART_ARC
(34,3),-1.74065 # DEPENDENCYPART_ARC
(34,4),-1.70522 # DEPENDENCYPART_ARC
(34,5),-2.99717 # DEPENDENCYPART_ARC
(34,6),-1.71836 # DEPENDENCYPART_ARC
(34,7),-1.62351 # DEPENDENCYPART_ARC
(34,8),-1.43881 # DEPENDENCYPART_ARC
(34,9),-1.08039 # DEPENDENCYPART_ARC
(34,10),-1.53408 # DEPENDENCYPART_ARC
(34,11),-2.23893 # DEPENDENCYPART_ARC
(34,12),-2.04408 # DEPENDENCYPART_ARC
(34,13),-1.24169 # DEPENDENCYPART_ARC
(34,14),-1.11115 # DEPENDENCYPART_ARC
(34,15),-1.25098 # DEPENDENCYPART_ARC
(34,16),-1.82751 # DEPENDENCYPART_ARC
(34,17),-0.777815 # DEPENDENCYPART_ARC
(34,18),-0.468516 # DEPENDENCYPART_ARC
(34,19),-0.845194 # DEPENDENCYPART_ARC
(34,20),-0.961343 # DEPENDENCYPART_ARC
(34,21),-0.817847 # DEPENDENCYPART_ARC
(34,22),-0.751234 # DEPENDENCYPART_ARC
(34,23),-0.714787 # DEPENDENCYPART_ARC
(34,24),-0.421637 # DEPENDENCYPART_ARC
(34,25),0.2874 # DEPENDENCYPART_ARC
(34,26),0.186289 # DEPENDENCYPART_ARC
(34,27),0.340419 # DEPENDENCYPART_ARC
(34,28),-0.435126 # DEPENDENCYPART_ARC
(34,29),-0.455793 # DEPENDENCYPART_ARC
(34,30),-0.277475 # DEPENDENCYPART_ARC
(34,31),-0.0824298 # DEPENDENCYPART_ARC
(34,32),0.295204 # DEPENDENCYPART_ARC
(34,33),1.90736 # DEPENDENCYPART_ARC
(34,35),0.8966 # DEPENDENCYPART_ARC
(34,36),0.0948389 # DEPENDENCYPART_ARC
(34,37),0.226172 # DEPENDENCYPART_ARC
(34,38),-0.115737 # DEPENDENCYPART_ARC
(34,39),-0.0473618 # DEPENDENCYPART_ARC
(34,40),-0.578734 # DEPENDENCYPART_ARC
(34,41),-0.628365 # DEPENDENCYPART_ARC
(34,42),-0.683482 # DEPENDENCYPART_ARC
(34,43),-0.559659 # DEPENDENCYPART_ARC
(35,1),-2.3709 # DEPENDENCYPART_ARC
(35,2),-2.65004 # DEPENDENCYPART_ARC
(35,3),-4.92418 # DEPENDENCYPART_ARC
(35,4),-3.15287 # DEPENDENCYPART_ARC
(35,5),-2.13943 # DEPENDENCYPART_ARC
(35,6),-1.81985 # DEPENDENCYPART_ARC
(35,7),-4.40434 # DEPENDENCYPART_ARC
(35,8),-2.23504 # DEPENDENCYPART_ARC
(35,9),-1.63992 # DEPENDENCYPART_ARC
(35,10),-2.17284 # DEPENDENCYPART_ARC
(35,11),-1.91446 # DEPENDENCYPART_ARC
(35,12),-2.13451 # DEPENDENCYPART_ARC
(35,13),-1.2474 # DEPENDENCYPART_ARC
(35,14),-2.17315 # DEPENDENCYPART_ARC
(35,15),-1.52012 # DEPENDENCYPART_ARC
(35,16),-1.32448 # DEPENDENCYPART_ARC
(35,17),-1.41428 # DEPENDENCYPART_ARC
(35,18),-1.21775 # DEPENDENCYPART_ARC
(35,19),-1.21932 # DEPENDENCYPART_ARC
(35,20),-2.8761 # DEPENDENCYPART_ARC
(35,21),-1.38307 # DEPENDENCYPART_ARC
(35,22),-1.40247 # DEPENDENCYPART_ARC
(35,23),-1.18764 # DEPENDENCYPART_ARC
(35,24),-0.943627 # DEPENDENCYPART_ARC
(35,25),-0.852618 # DEPENDENCYPART_ARC
(35,26),-0.91409 # DEPENDENCYPART_ARC
(35,27),-0.942881 # DEPENDENCYPART_ARC
