# _root_ خَصَّصَت الحُكُومَةُ المِصْرِيَّةُ 5,2 بِلْيُونِ جُنَيْهٍ ( 585 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ شَرِكَةِ الحَدِيدِ وَ الصُلْبِ وَ 5,1 بِلْيُونٍ ( 153 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ قِطاعِ الغَزْلِ وَ النَسِيجِ فِي الوَقْتِ الَّذِي سَ تَمْتَنِعُ عَن بَيْعِ 115 شَرِكَةً تابِعَةً سابِقاً لِ وِزارَةِ الاِقْتِصادِ قَبْلَ إِلْغائِ ها .
#goldHeads=18,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,32,21,19,18,21,22,23,21,18,26,27,30,28,30,0,32,32,36,32,36,37,38,39,40,41,41,43,44,41,46,47,0,
#predictedHeads=0,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,14,21,19,18,21,22,23,21,1,26,27,30,28,30,31,32,33,36,33,36,37,38,39,40,41,42,43,44,36,46,47,0,
(20,22),0.0197444 # DEPENDENCYPART_ARC
(20,23),-1.25958 # DEPENDENCYPART_ARC
(20,24),0.154869 # DEPENDENCYPART_ARC
(20,25),-0.527968 # DEPENDENCYPART_ARC
(20,26),-0.592318 # DEPENDENCYPART_ARC
(20,27),-1.61951 # DEPENDENCYPART_ARC
(20,28),-1.19948 # DEPENDENCYPART_ARC
(20,29),-1.14437 # DEPENDENCYPART_ARC
(20,30),-0.888708 # DEPENDENCYPART_ARC
(20,31),-2.26268 # DEPENDENCYPART_ARC
(20,32),-1.5904 # DEPENDENCYPART_ARC
(20,33),-2.66745 # DEPENDENCYPART_ARC
(20,34),-0.310382 # DEPENDENCYPART_ARC
(20,35),-1.7962 # DEPENDENCYPART_ARC
(20,36),-2.03315 # DEPENDENCYPART_ARC
(20,37),-2.52262 # DEPENDENCYPART_ARC
(20,38),-3.94392 # DEPENDENCYPART_ARC
(20,39),-2.14369 # DEPENDENCYPART_ARC
(20,40),-4.27273 # DEPENDENCYPART_ARC
(20,41),-5.38587 # DEPENDENCYPART_ARC
(20,42),-4.60775 # DEPENDENCYPART_ARC
(20,43),-3.07146 # DEPENDENCYPART_ARC
(20,44),-4.72225 # DEPENDENCYPART_ARC
(20,45),-3.94804 # DEPENDENCYPART_ARC
(20,46),-2.32682 # DEPENDENCYPART_ARC
(20,47),-5.31319 # DEPENDENCYPART_ARC
(20,48),-7.54078 # DEPENDENCYPART_ARC
(20,49),-3.2393 # DEPENDENCYPART_ARC
(21,1),-1.55251 # DEPENDENCYPART_ARC
(21,2),-1.93924 # DEPENDENCYPART_ARC
(21,3),-0.465104 # DEPENDENCYPART_ARC
(21,4),0.0926287 # DEPENDENCYPART_ARC
(21,5),-1.24665 # DEPENDENCYPART_ARC
(21,6),-1.42158 # DEPENDENCYPART_ARC
(21,7),-0.702187 # DEPENDENCYPART_ARC
(21,8),0.145637 # DEPENDENCYPART_ARC
(21,9),-0.914707 # DEPENDENCYPART_ARC
(21,10),-0.975167 # DEPENDENCYPART_ARC
(21,11),-0.451456 # DEPENDENCYPART_ARC
(21,12),-0.479635 # DEPENDENCYPART_ARC
(21,13),-0.220143 # DEPENDENCYPART_ARC
(21,14),0.0623033 # DEPENDENCYPART_ARC
(21,15),0.0651935 # DEPENDENCYPART_ARC
(21,16),-0.124138 # DEPENDENCYPART_ARC
(21,17),0.454837 # DEPENDENCYPART_ARC
(21,18),0.112202 # DEPENDENCYPART_ARC
(21,19),1.74682 # DEPENDENCYPART_ARC
(21,20),0.961065 # DEPENDENCYPART_ARC
(21,22),0.788029 # DEPENDENCYPART_ARC
(21,23),0.237449 # DEPENDENCYPART_ARC
(21,24),0.0769179 # DEPENDENCYPART_ARC
(21,25),0.87445 # DEPENDENCYPART_ARC
(21,26),-0.252105 # DEPENDENCYPART_ARC
(21,27),-0.458214 # DEPENDENCYPART_ARC
(21,28),-0.585565 # DEPENDENCYPART_ARC
(21,29),-0.730688 # DEPENDENCYPART_ARC
(21,30),-0.593399 # DEPENDENCYPART_ARC
(21,31),-0.877822 # DEPENDENCYPART_ARC
(21,32),-1.55538 # DEPENDENCYPART_ARC
(21,33),-1.28819 # DEPENDENCYPART_ARC
(21,34),-0.868582 # DEPENDENCYPART_ARC
(21,35),-0.59336 # DEPENDENCYPART_ARC
(21,36),-0.776883 # DEPENDENCYPART_ARC
(21,37),-1.38165 # DEPENDENCYPART_ARC
(21,38),-1.97433 # DEPENDENCYPART_ARC
(21,39),-1.14172 # DEPENDENCYPART_ARC
(21,40),-2.11683 # DEPENDENCYPART_ARC
(21,41),-1.83257 # DEPENDENCYPART_ARC
(21,42),-1.9558 # DEPENDENCYPART_ARC
(21,43),-1.7838 # DEPENDENCYPART_ARC
(21,44),-2.62291 # DEPENDENCYPART_ARC
(21,45),-2.89725 # DEPENDENCYPART_ARC
(21,46),-2.04718 # DEPENDENCYPART_ARC
(21,47),-3.12885 # DEPENDENCYPART_ARC
(21,48),-1.40623 # DEPENDENCYPART_ARC
(21,49),-3.36848 # DEPENDENCYPART_ARC
(22,1),-0.941782 # DEPENDENCYPART_ARC
(22,2),-1.0047 # DEPENDENCYPART_ARC
(22,3),-0.746454 # DEPENDENCYPART_ARC
(22,4),-1.01552 # DEPENDENCYPART_ARC
(22,5),-0.968374 # DEPENDENCYPART_ARC
(22,6),-0.665553 # DEPENDENCYPART_ARC
(22,7),-0.461329 # DEPENDENCYPART_ARC
(22,8),-0.971502 # DEPENDENCYPART_ARC
(22,9),-0.732218 # DEPENDENCYPART_ARC
(22,10),-0.489006 # DEPENDENCYPART_ARC
(22,11),-0.681236 # DEPENDENCYPART_ARC
(22,12),-0.261076 # DEPENDENCYPART_ARC
(22,13),-0.453024 # DEPENDENCYPART_ARC
(22,14),-0.295557 # DEPENDENCYPART_ARC
(22,15),-0.112882 # DEPENDENCYPART_ARC
(22,16),-0.470988 # DEPENDENCYPART_ARC
(22,17),0.220077 # DEPENDENCYPART_ARC
(22,18),-0.348237 # DEPENDENCYPART_ARC
(22,19),-0.0830516 # DEPENDENCYPART_ARC
(22,20),0.877992 # DEPENDENCYPART_ARC
(22,21),0.815251 # DEPENDENCYPART_ARC
(22,23),2.53506 # DEPENDENCYPART_ARC
(22,24),0.593077 # DEPENDENCYPART_ARC
(22,25),0.561019 # DEPENDENCYPART_ARC
(22,26),-0.463586 # DEPENDENCYPART_ARC
(22,27),-0.132435 # DEPENDENCYPART_ARC
(22,28),-0.431709 # DEPENDENCYPART_ARC
(22,29),-0.443398 # DEPENDENCYPART_ARC
(22,30),-0.40716 # DEPENDENCYPART_ARC
(22,31),-0.627342 # DEPENDENCYPART_ARC
(22,32),-1.38598 # DEPENDENCYPART_ARC
(22,33),-1.11988 # DEPENDENCYPART_ARC
(22,34),-0.485759 # DEPENDENCYPART_ARC
(22,35),-0.581681 # DEPENDENCYPART_ARC
(22,36),-0.475284 # DEPENDENCYPART_ARC
(22,37),-2.48216 # DEPENDENCYPART_ARC
(22,38),-1.54669 # DEPENDENCYPART_ARC
(22,39),-2.04309 # DEPENDENCYPART_ARC
(22,40),-1.18185 # DEPENDENCYPART_ARC
(22,41),-0.790285 # DEPENDENCYPART_ARC
(22,42),-0.837912 # DEPENDENCYPART_ARC
(22,43),-2.6997 # DEPENDENCYPART_ARC
(22,44),-2.07308 # DEPENDENCYPART_ARC
(22,45),-2.41592 # DEPENDENCYPART_ARC
(22,46),-2.79539 # DEPENDENCYPART_ARC
(22,47),-2.7157 # DEPENDENCYPART_ARC
(22,48),-1.14031 # DEPENDENCYPART_ARC
(22,49),-2.16431 # DEPENDENCYPART_ARC
(23,1),-2.26547 # DEPENDENCYPART_ARC
(23,2),-2.39608 # DEPENDENCYPART_ARC
(23,3),-2.14225 # DEPENDENCYPART_ARC
(23,4),-1.30517 # DEPENDENCYPART_ARC
(23,5),-2.29941 # DEPENDENCYPART_ARC
(23,6),-2.25023 # DEPENDENCYPART_ARC
(23,7),-1.38071 # DEPENDENCYPART_ARC
(23,8),-1.27762 # DEPENDENCYPART_ARC
(23,9),-1.61046 # DEPENDENCYPART_ARC
(23,10),-2.03141 # DEPENDENCYPART_ARC
(23,11),-1.38145 # DEPENDENCYPART_ARC
(23,12),-1.52809 # DEPENDENCYPART_ARC
(23,13),-1.74518 # DEPENDENCYPART_ARC
(23,14),-1.55878 # DEPENDENCYPART_ARC
(23,15),-1.80432 # DEPENDENCYPART_ARC
(23,16),-0.888019 # DEPENDENCYPART_ARC
(23,17),-1.48747 # DEPENDENCYPART_ARC
(23,18),-0.966139 # DEPENDENCYPART_ARC
(23,19),-0.789983 # DEPENDENCYPART_ARC
(23,20),-1.14815 # DEPENDENCYPART_ARC
(23,21),-0.236656 # DEPENDENCYPART_ARC
(23,22),-0.169168 # DEPENDENCYPART_ARC
(23,24),2.60544 # DEPENDENCYPART_ARC
(23,25),-0.249024 # DEPENDENCYPART_ARC
(23,26),-0.300579 # DEPENDENCYPART_ARC
(23,27),-1.43153 # DEPENDENCYPART_ARC
(23,28),-0.790814 # DEPENDENCYPART_ARC
(23,29),-0.637529 # DEPENDENCYPART_ARC
(23,30),-0.352943 # DEPENDENCYPART_ARC
(23,31),-2.00383 # DEPENDENCYPART_ARC
(23,32),-1.23883 # DEPENDENCYPART_ARC
(23,33),-2.57735 # DEPENDENCYPART_ARC
(23,34),-0.671768 # DEPENDENCYPART_ARC
(23,35),-1.7988 # DEPENDENCYPART_ARC
(23,36),-2.90116 # DEPENDENCYPART_ARC
(23,37),-2.52699 # DEPENDENCYPART_ARC
(23,38),-3.92587 # DEPENDENCYPART_ARC
(23,39),-2.08099 # DEPENDENCYPART_ARC
(23,40),-3.40744 # DEPENDENCYPART_ARC
(23,41),-4.7793 # DEPENDENCYPART_ARC
(23,42),-3.38521 # DEPENDENCYPART_ARC
(23,43),-3.2292 # DEPENDENCYPART_ARC
(23,44),-4.5343 # DEPENDENCYPART_ARC
(23,45),-3.57927 # DEPENDENCYPART_ARC
(23,46),-2.49871 # DEPENDENCYPART_ARC
(23,47),-5.73869 # DEPENDENCYPART_ARC
(23,48),-5.97764 # DEPENDENCYPART_ARC
(23,49),-3.87821 # DEPENDENCYPART_ARC
(24,1),-3.0517 # DEPENDENCYPART_ARC
(24,2),-2.95504 # DEPENDENCYPART_ARC
(24,3),-2.63846 # DEPENDENCYPART_ARC
(24,4),-1.13773 # DEPENDENCYPART_ARC
(24,5),-2.85007 # DEPENDENCYPART_ARC
(24,6),-2.72231 # DEPENDENCYPART_ARC
(24,7),-1.54764 # DEPENDENCYPART_ARC
(24,8),-1.05081 # DEPENDENCYPART_ARC
(24,9),-2.20909 # DEPENDENCYPART_ARC
(24,10),-2.58171 # DEPENDENCYPART_ARC
(24,11),-1.48361 # DEPENDENCYPART_ARC
(24,12),-1.70656 # DEPENDENCYPART_ARC
(24,13),-2.43825 # DEPENDENCYPART_ARC
(24,14),-2.58713 # DEPENDENCYPART_ARC
(24,15),-1.94016 # DEPENDENCYPART_ARC
(24,16),-0.953326 # DEPENDENCYPART_ARC
(24,17),-1.43629 # DEPENDENCYPART_ARC
(24,18),-0.765419 # DEPENDENCYPART_ARC
(24,19),-0.779672 # DEPENDENCYPART_ARC
(24,20),-1.60875 # DEPENDENCYPART_ARC
(24,21),-0.521689 # DEPENDENCYPART_ARC
(24,22),-0.395965 # DEPENDENCYPART_ARC
(24,23),-0.553692 # DEPENDENCYPART_ARC
(24,25),-1.05965 # DEPENDENCYPART_ARC
(24,26),-1.46481 # DEPENDENCYPART_ARC
(24,27),-3.12738 # DEPENDENCYPART_ARC
(24,28),-2.70597 # DEPENDENCYPART_ARC
(24,29),-2.58722 # DEPENDENCYPART_ARC
(24,30),-2.34336 # DEPENDENCYPART_ARC
(24,31),-3.68844 # DEPENDENCYPART_ARC
(24,32),-2.78425 # DEPENDENCYPART_ARC
(24,33),-4.08567 # DEPENDENCYPART_ARC
(24,34),-1.81229 # DEPENDENCYPART_ARC
(24,35),-3.32702 # DEPENDENCYPART_ARC
(24,36),-3.30069 # DEPENDENCYPART_ARC
(24,37),-3.81268 # DEPENDENCYPART_ARC
(24,38),-5.22677 # DEPENDENCYPART_ARC
(24,39),-3.48629 # DEPENDENCYPART_ARC
(24,40),-5.59239 # DEPENDENCYPART_ARC
(24,41),-6.29086 # DEPENDENCYPART_ARC
(24,42),-5.7791 # DEPENDENCYPART_ARC
(24,43),-3.93005 # DEPENDENCYPART_ARC
(24,44),-5.97028 # DEPENDENCYPART_ARC
(24,45),-5.30585 # DEPENDENCYPART_ARC
(24,46),-3.57601 # DEPENDENCYPART_ARC
(24,47),-6.73837 # DEPENDENCYPART_ARC
(24,48),-8.42485 # DEPENDENCYPART_ARC
(24,49),-4.75809 # DEPENDENCYPART_ARC
(25,1),-2.4334 # DEPENDENCYPART_ARC
(25,2),-2.35999 # DEPENDENCYPART_ARC
(25,3),-1.2444 # DEPENDENCYPART_ARC
(25,4),-2.3232 # DEPENDENCYPART_ARC
(25,5),-1.50482 # DEPENDENCYPART_ARC
(25,6),-1.62593 # DEPENDENCYPART_ARC
(25,7),-1.41321 # DEPENDENCYPART_ARC
(25,8),-1.90468 # DEPENDENCYPART_ARC
(25,9),-1.28002 # DEPENDENCYPART_ARC
(25,10),-1.42594 # DEPENDENCYPART_ARC
(25,11),-1.43786 # DEPENDENCYPART_ARC
(25,12),-1.34485 # DEPENDENCYPART_ARC
(25,13),-0.848557 # DEPENDENCYPART_ARC
(25,14),-0.681131 # DEPENDENCYPART_ARC
(25,15),-0.693682 # DEPENDENCYPART_ARC
(25,16),-0.848571 # DEPENDENCYPART_ARC
(25,17),-0.804655 # DEPENDENCYPART_ARC
(25,18),-0.659744 # DEPENDENCYPART_ARC
(25,19),-0.502427 # DEPENDENCYPART_ARC
(25,20),-0.632035 # DEPENDENCYPART_ARC
(25,21),-0.111077 # DEPENDENCYPART_ARC
(25,22),-0.0181401 # DEPENDENCYPART_ARC
(25,23),0.0115032 # DEPENDENCYPART_ARC
(25,24),0.326727 # DEPENDENCYPART_ARC
(25,26),-0.178317 # DEPENDENCYPART_ARC
(25,27),-0.619799 # DEPENDENCYPART_ARC
(25,28),-0.68902 # DEPENDENCYPART_ARC
(25,29),-0.842394 # DEPENDENCYPART_ARC
(25,30),-0.783217 # DEPENDENCYPART_ARC
(25,31),-1.12553 # DEPENDENCYPART_ARC
(25,32),-1.51773 # DEPENDENCYPART_ARC
(25,33),-1.33713 # DEPENDENCYPART_ARC
(25,34),-1.08261 # DEPENDENCYPART_ARC
(25,35),-0.887458 # DEPENDENCYPART_ARC
(25,36),-1.0039 # DEPENDENCYPART_ARC
(25,37),-1.80257 # DEPENDENCYPART_ARC
(25,38),-1.95109 # DEPENDENCYPART_ARC
(25,39),-1.03969 # DEPENDENCYPART_ARC
(25,40),-2.0432 # DEPENDENCYPART_ARC
(25,41),-1.95221 # DEPENDENCYPART_ARC
(25,42),-2.03205 # DEPENDENCYPART_ARC
(25,43),-2.04211 # DEPENDENCYPART_ARC
(25,44),-2.25878 # DEPENDENCYPART_ARC
(25,45),-2.3379 # DEPENDENCYPART_ARC
(25,46),-2.21763 # DEPENDENCYPART_ARC
(25,47),-2.48617 # DEPENDENCYPART_ARC
(25,48),-1.73098 # DEPENDENCYPART_ARC
(25,49),-2.45677 # DEPENDENCYPART_ARC
(26,1),-2.92795 # DEPENDENCYPART_ARC
(26,2),-2.14933 # DEPENDENCYPART_ARC
(26,3),-1.45202 # DEPENDENCYPART_ARC
(26,4),-1.25306 # DEPENDENCYPART_ARC
(26,5),-1.96372 # DEPENDENCYPART_ARC
(26,6),-1.4095 # DEPENDENCYPART_ARC
(26,7),-1.19803 # DEPENDENCYPART_ARC
(26,8),-0.952414 # DEPENDENCYPART_ARC
(26,9),-1.42155 # DEPENDENCYPART_ARC
(26,10),-1.09914 # DEPENDENCYPART_ARC
(26,11),-1.65771 # DEPENDENCYPART_ARC
(26,12),-2.55897 # DEPENDENCYPART_ARC
(26,13),-0.907305 # DEPENDENCYPART_ARC
(26,14),-0.834953 # DEPENDENCYPART_ARC
(26,15),-0.684164 # DEPENDENCYPART_ARC
(26,16),-0.642851 # DEPENDENCYPART_ARC
(26,17),-0.616708 # DEPENDENCYPART_ARC
(26,18),-0.505026 # DEPENDENCYPART_ARC
(26,19),-0.543691 # DEPENDENCYPART_ARC
(26,20),-0.438508 # DEPENDENCYPART_ARC
(26,21),-0.39669 # DEPENDENCYPART_ARC
(26,22),-0.366248 # DEPENDENCYPART_ARC
(26,23),-0.170505 # DEPENDENCYPART_ARC
(26,24),0.226577 # DEPENDENCYPART_ARC
(26,25),0.119772 # DEPENDENCYPART_ARC
(26,27),2.61518 # DEPENDENCYPART_ARC
(26,28),0.412476 # DEPENDENCYPART_ARC
(26,29),-0.684068 # DEPENDENCYPART_ARC
(26,30),0.618313 # DEPENDENCYPART_ARC
(26,31),-1.34596 # DEPENDENCYPART_ARC
(26,32),-1.11989 # DEPENDENCYPART_ARC
(26,33),-1.30059 # DEPENDENCYPART_ARC
(26,34),-0.3289 # DEPENDENCYPART_ARC
(26,35),-0.373658 # DEPENDENCYPART_ARC
(26,36),-1.32212 # DEPENDENCYPART_ARC
(26,37),-1.38032 # DEPENDENCYPART_ARC
(26,38),-2.19009 # DEPENDENCYPART_ARC
(26,39),-1.67138 # DEPENDENCYPART_ARC
(26,40),-3.11072 # DEPENDENCYPART_ARC
(26,41),-1.45598 # DEPENDENCYPART_ARC
(26,42),-1.52455 # DEPENDENCYPART_ARC
(26,43),-1.7359 # DEPENDENCYPART_ARC
(26,44),-3.29876 # DEPENDENCYPART_ARC
(26,45),-4.20686 # DEPENDENCYPART_ARC
(26,46),-1.87446 # DEPENDENCYPART_ARC
(26,47),-3.97636 # DEPENDENCYPART_ARC
(26,48),-1.14572 # DEPENDENCYPART_ARC
(26,49),-3.21236 # DEPENDENCYPART_ARC
(27,1),-3.05275 # DEPENDENCYPART_ARC
(27,2),-3.25805 # DEPENDENCYPART_ARC
(27,3),-2.76098 # DEPENDENCYPART_ARC
(27,4),-1.56142 # DEPENDENCYPART_ARC
(27,5),-3.302 # DEPENDENCYPART_ARC
(27,6),-2.9651 # DEPENDENCYPART_ARC
(27,7),-1.628 # DEPENDENCYPART_ARC
(27,8),-1.195 # DEPENDENCYPART_ARC
(27,9),-2.28304 # DEPENDENCYPART_ARC
(27,10),-2.52121 # DEPENDENCYPART_ARC
(27,11),-1.56894 # DEPENDENCYPART_ARC
(27,12),-1.82995 # DEPENDENCYPART_ARC
(27,13),-2.69244 # DEPENDENCYPART_ARC
(27,14),-2.65267 # DEPENDENCYPART_ARC
(27,15),-2.31708 # DEPENDENCYPART_ARC
(27,16),-1.31275 # DEPENDENCYPART_ARC
(27,17),-1.96878 # DEPENDENCYPART_ARC
(27,18),-1.11854 # DEPENDENCYPART_ARC
(27,19),-1.02155 # DEPENDENCYPART_ARC
(27,20),-1.8309 # DEPENDENCYPART_ARC
(27,21),-0.898402 # DEPENDENCYPART_ARC
(27,22),-0.785816 # DEPENDENCYPART_ARC
(27,23),-1.18504 # DEPENDENCYPART_ARC
(27,24),-1.38512 # DEPENDENCYPART_ARC
(27,25),-0.380074 # DEPENDENCYPART_ARC
(27,26),0.131764 # DEPENDENCYPART_ARC
(27,28),2.01657 # DEPENDENCYPART_ARC
(27,29),1.16712 # DEPENDENCYPART_ARC
(27,30),0.913658 # DEPENDENCYPART_ARC
(27,31),-0.783966 # DEPENDENCYPART_ARC
(27,32),0.471352 # DEPENDENCYPART_ARC
(27,33),-1.21144 # DEPENDENCYPART_ARC
(27,34),0.44669 # DEPENDENCYPART_ARC
(27,35),-0.730691 # DEPENDENCYPART_ARC
(27,36),-1.48394 # DEPENDENCYPART_ARC
(27,37),-0.739509 # DEPENDENCYPART_ARC
(27,38),-2.45663 # DEPENDENCYPART_ARC
(27,39),-1.0938 # DEPENDENCYPART_ARC
(27,40),-1.96759 # DEPENDENCYPART_ARC
(27,41),-3.52413 # DEPENDENCYPART_ARC
(27,42),-2.61126 # DEPENDENCYPART_ARC
(27,43),-0.567474 # DEPENDENCYPART_ARC
(27,44),-2.71784 # DEPENDENCYPART_ARC
(27,45),-2.05749 # DEPENDENCYPART_ARC
(27,46),-0.396435 # DEPENDENCYPART_ARC
(27,47),-3.78995 # DEPENDENCYPART_ARC
(27,48),-4.27404 # DEPENDENCYPART_ARC
(27,49),-2.26702 # DEPENDENCYPART_ARC
(28,1),-2.84494 # DEPENDENCYPART_ARC
(28,2),-2.91684 # DEPENDENCYPART_ARC
(28,3),-2.18302 # DEPENDENCYPART_ARC
(28,4),-1.1606 # DEPENDENCYPART_ARC
(28,5),-2.95534 # DEPENDENCYPART_ARC
(28,6),-2.66193 # DEPENDENCYPART_ARC
(28,7),-1.66066 # DEPENDENCYPART_ARC
(28,8),-0.65053 # DEPENDENCYPART_ARC
(28,9),-1.87831 # DEPENDENCYPART_ARC
(28,10),-2.18735 # DEPENDENCYPART_ARC
(28,11),-1.42712 # DEPENDENCYPART_ARC
(28,12),-1.58965 # DEPENDENCYPART_ARC
(28,13),-2.26821 # DEPENDENCYPART_ARC
(28,14),-2.37934 # DEPENDENCYPART_ARC
(28,15),-2.06251 # DEPENDENCYPART_ARC
(28,16),-0.956195 # DEPENDENCYPART_ARC
(28,17),-1.62596 # DEPENDENCYPART_ARC
(28,18),-0.741645 # DEPENDENCYPART_ARC
(28,19),-0.600293 # DEPENDENCYPART_ARC
(28,20),-1.58727 # DEPENDENCYPART_ARC
(28,21),-0.575259 # DEPENDENCYPART_ARC
(28,22),-0.402193 # DEPENDENCYPART_ARC
(28,23),-0.940825 # DEPENDENCYPART_ARC
(28,24),-1.08935 # DEPENDENCYPART_ARC
(28,25),-0.356355 # DEPENDENCYPART_ARC
(28,26),-0.167229 # DEPENDENCYPART_ARC
(28,27),-0.604247 # DEPENDENCYPART_ARC
(28,29),2.62812 # DEPENDENCYPART_ARC
(28,30),1.48385 # DEPENDENCYPART_ARC
(28,31),-0.435416 # DEPENDENCYPART_ARC
(28,32),0.598592 # DEPENDENCYPART_ARC
(28,33),-1.03892 # DEPENDENCYPART_ARC
(28,34),0.557103 # DEPENDENCYPART_ARC
(28,35),-0.655427 # DEPENDENCYPART_ARC
(28,36),-1.21244 # DEPENDENCYPART_ARC
(28,37),-0.797104 # DEPENDENCYPART_ARC
(28,38),-2.18787 # DEPENDENCYPART_ARC
(28,39),-1.12985 # DEPENDENCYPART_ARC
(28,40),-1.74579 # DEPENDENCYPART_ARC
(28,41),-2.85408 # DEPENDENCYPART_ARC
(28,42),-1.99056 # DEPENDENCYPART_ARC
(28,43),-1.07445 # DEPENDENCYPART_ARC
(28,44),-2.55808 # DEPENDENCYPART_ARC
(28,45),-1.60923 # DEPENDENCYPART_ARC
(28,46),-0.645206 # DEPENDENCYPART_ARC
(28,47),-3.40614 # DEPENDENCYPART_ARC
(28,48),-3.69083 # DEPENDENCYPART_ARC
(28,49),-2.33579 # DEPENDENCYPART_ARC
(29,1),-3.02028 # DEPENDENCYPART_ARC
(29,2),-3.39643 # DEPENDENCYPART_ARC
(29,3),-1.85671 # DEPENDENCYPART_ARC
(29,4),-1.53403 # DEPENDENCYPART_ARC
(29,5),-3.86844 # DEPENDENCYPART_ARC
(29,6),-3.46164 # DEPENDENCYPART_ARC
(29,7),-2.64547 # DEPENDENCYPART_ARC
(29,8),-1.555 # DEPENDENCYPART_ARC
(29,9),-2.93347 # DEPENDENCYPART_ARC
(29,10),-2.92899 # DEPENDENCYPART_ARC
(29,11),-2.32574 # DEPENDENCYPART_ARC
(29,12),-2.37218 # DEPENDENCYPART_ARC
(29,13),-3.04723 # DEPENDENCYPART_ARC
(29,14),-3.0907 # DEPENDENCYPART_ARC
(29,15),-2.75092 # DEPENDENCYPART_ARC
(29,16),-1.6226 # DEPENDENCYPART_ARC
(29,17),-2.26386 # DEPENDENCYPART_ARC
(29,18),-1.40825 # DEPENDENCYPART_ARC
(29,19),-1.09105 # DEPENDENCYPART_ARC
(29,20),-2.36064 # DEPENDENCYPART_ARC
(29,21),-1.50922 # DEPENDENCYPART_ARC
(29,22),-0.940113 # DEPENDENCYPART_ARC
(29,23),-2.16586 # DEPENDENCYPART_ARC
(29,24),-1.9915 # DEPENDENCYPART_ARC
(29,25),-1.16364 # DEPENDENCYPART_ARC
(29,26),-1.00872 # DEPENDENCYPART_ARC
(29,27),-1.85563 # DEPENDENCYPART_ARC
(29,28),-1.42993 # DEPENDENCYPART_ARC
(29,30),-0.263567 # DEPENDENCYPART_ARC
(29,31),-1.81227 # DEPENDENCYPART_ARC
(29,32),-1.03266 # DEPENDENCYPART_ARC
(29,33),-2.83385 # DEPENDENCYPART_ARC
(29,34),-0.975275 # DEPENDENCYPART_ARC
(29,35),-2.22621 # DEPENDENCYPART_ARC
(29,36),-2.58664 # DEPENDENCYPART_ARC
(29,37),-2.31176 # DEPENDENCYPART_ARC
(29,38),-3.71655 # DEPENDENCYPART_ARC
(29,39),-2.35444 # DEPENDENCYPART_ARC
(29,40),-5.3387 # DEPENDENCYPART_ARC
(29,41),-5.8214 # DEPENDENCYPART_ARC
(29,42),-5.98544 # DEPENDENCYPART_ARC
(29,43),-2.18428 # DEPENDENCYPART_ARC
(29,44),-4.73307 # DEPENDENCYPART_ARC
(29,45),-3.84049 # DEPENDENCYPART_ARC
(29,46),-2.34029 # DEPENDENCYPART_ARC
(29,47),-4.95464 # DEPENDENCYPART_ARC
(29,48),-6.36227 # DEPENDENCYPART_ARC
(29,49),-3.79611 # DEPENDENCYPART_ARC
(30,1),-0.944956 # DEPENDENCYPART_ARC
(30,2),-0.620985 # DEPENDENCYPART_ARC
(30,3),-1.80154 # DEPENDENCYPART_ARC
(30,4),-2.25785 # DEPENDENCYPART_ARC
(30,5),-1.42286 # DEPENDENCYPART_ARC
(30,6),-1.84507 # DEPENDENCYPART_ARC
(30,7),-1.84603 # DEPENDENCYPART_ARC
(30,8),-1.9113 # DEPENDENCYPART_ARC
(30,9),-2.51046 # DEPENDENCYPART_ARC
(30,10),-1.4938 # DEPENDENCYPART_ARC
(30,11),-2.62726 # DEPENDENCYPART_ARC
(30,12),-1.26054 # DEPENDENCYPART_ARC
(30,13),-0.0746442 # DEPENDENCYPART_ARC
(30,14),-0.526212 # DEPENDENCYPART_ARC
(30,15),0.644892 # DEPENDENCYPART_ARC
(30,16),-1.55981 # DEPENDENCYPART_ARC
(30,17),-0.845188 # DEPENDENCYPART_ARC
(30,18),-1.05191 # DEPENDENCYPART_ARC
(30,19),-0.584649 # DEPENDENCYPART_ARC
(30,20),0.128622 # DEPENDENCYPART_ARC
(30,21),-0.316658 # DEPENDENCYPART_ARC
(30,22),-0.185461 # DEPENDENCYPART_ARC
(30,23),0.158296 # DEPENDENCYPART_ARC
(30,24),0.243405 # DEPENDENCYPART_ARC
(30,25),-0.735151 # DEPENDENCYPART_ARC
(30,26),-0.234498 # DEPENDENCYPART_ARC
(30,27),1.69838 # DEPENDENCYPART_ARC
(30,28),1.17023 # DEPENDENCYPART_ARC
(30,29),3.16199 # DEPENDENCYPART_ARC
(30,31),2.02477 # DEPENDENCYPART_ARC
(30,32),0.264631 # DEPENDENCYPART_ARC
(30,33),0.132848 # DEPENDENCYPART_ARC
(30,34),-0.331242 # DEPENDENCYPART_ARC
(30,35),-0.445814 # DEPENDENCYPART_ARC
(30,36),0.00209477 # DEPENDENCYPART_ARC
(30,37),-0.547271 # DEPENDENCYPART_ARC
(30,38),-1.31756 # DEPENDENCYPART_ARC
(30,39),-0.885205 # DEPENDENCYPART_ARC
(30,40),-1.18158 # DEPENDENCYPART_ARC
(30,41),-1.69207 # DEPENDENCYPART_ARC
