# _root_ تَوَقَّعَت الحُكُومَةُ المِصْرِيَّةُ زِيادَةً فِي حَجْمِ مُوازَنَةِ السَنَةِ المُقْبِلَةِ بِ نِسْبَةِ 13 فِي المِئَةِ إِلَى 140 بِلْيُونَ جُنَيْهٍ ( 33 بِلْيُونَ دُولارٍ ) اِرْتِفاعاً مِن 8,126 بِلْيُونَ جُنَيْهٍ ( 7,29 بِلْيُونَ دُولارٍ ) لِ المُوازَنَةِ الحالِيَّةِ . وَ شَدَّدَ وَزِيرُ المالِ مِدْحَت حَسانَيْن فِي تَصْرِيحٍ لِ » الحَياَةِ « عَلَى ضَرُورَةِ أَن تَتَحَوَّلَ مُوازَنَةُ الدَوْلَةِ إِلَى » مُوازَنَةِ مَوارِدَ وَ بَرامِجَ وَ أَداءٍ وَ لَيْسَت مُوازَنَةِ إِنْفاقٍ « مُشِيراً إِلَى أَنَّ المُشْكِلَةَ تَكْمُنُ فِي تَراجُعِ حَجْمِ الإِيراداتِ وَ اِرْتِفاعِ حَجْمِ الإِنْفاقِ سَنَوِيّاً .
#goldHeads=0,1,2,1,4,5,6,7,8,4,10,11,12,13,4,19,16,17,15,19,20,21,19,4,24,29,26,27,25,29,30,31,29,24,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,64,64,60,58,60,60,60,56,66,64,66,64,39,69,70,73,71,73,78,75,76,74,78,79,80,78,0,
#predictedHeads=0,1,2,1,1,5,6,7,8,1,10,11,12,13,1,19,16,17,15,19,20,21,19,19,24,25,26,27,24,29,30,31,29,1,34,35,0,0,38,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,58,56,60,58,60,60,60,60,64,78,66,58,39,69,70,73,71,73,74,75,76,75,78,79,80,78,0,
(43,37),-0.974554 # DEPENDENCYPART_ARC
(43,38),-1.17446 # DEPENDENCYPART_ARC
(43,39),-0.754916 # DEPENDENCYPART_ARC
(43,40),-0.389951 # DEPENDENCYPART_ARC
(43,41),0.21222 # DEPENDENCYPART_ARC
(43,42),2.46875 # DEPENDENCYPART_ARC
(43,44),0.207151 # DEPENDENCYPART_ARC
(43,45),-0.267795 # DEPENDENCYPART_ARC
(43,46),-0.359135 # DEPENDENCYPART_ARC
(43,47),-0.42 # DEPENDENCYPART_ARC
(43,48),-0.813942 # DEPENDENCYPART_ARC
(43,49),-0.100691 # DEPENDENCYPART_ARC
(43,50),-1.12795 # DEPENDENCYPART_ARC
(43,51),-0.98278 # DEPENDENCYPART_ARC
(43,52),-0.751777 # DEPENDENCYPART_ARC
(43,53),-1.41306 # DEPENDENCYPART_ARC
(43,54),-1.4404 # DEPENDENCYPART_ARC
(43,55),-1.6724 # DEPENDENCYPART_ARC
(43,56),-1.44588 # DEPENDENCYPART_ARC
(43,57),-1.67339 # DEPENDENCYPART_ARC
(43,58),-1.62194 # DEPENDENCYPART_ARC
(43,59),-1.77714 # DEPENDENCYPART_ARC
(43,60),-1.29413 # DEPENDENCYPART_ARC
(43,61),-2.05725 # DEPENDENCYPART_ARC
(43,62),-1.41309 # DEPENDENCYPART_ARC
(43,63),-2.1565 # DEPENDENCYPART_ARC
(43,64),-1.77788 # DEPENDENCYPART_ARC
(43,65),-2.38873 # DEPENDENCYPART_ARC
(43,66),-2.30636 # DEPENDENCYPART_ARC
(43,67),-2.60047 # DEPENDENCYPART_ARC
(43,68),-1.95571 # DEPENDENCYPART_ARC
(43,69),-3.32355 # DEPENDENCYPART_ARC
(43,70),-2.13537 # DEPENDENCYPART_ARC
(43,71),-2.20604 # DEPENDENCYPART_ARC
(43,72),-2.85977 # DEPENDENCYPART_ARC
(43,73),-2.93097 # DEPENDENCYPART_ARC
(43,74),-2.47855 # DEPENDENCYPART_ARC
(43,75),-3.0411 # DEPENDENCYPART_ARC
(43,76),-3.0574 # DEPENDENCYPART_ARC
(43,77),-3.27646 # DEPENDENCYPART_ARC
(43,78),-2.50516 # DEPENDENCYPART_ARC
(43,79),-3.2895 # DEPENDENCYPART_ARC
(43,80),-3.39378 # DEPENDENCYPART_ARC
(43,81),-3.48964 # DEPENDENCYPART_ARC
(43,82),-4.43961 # DEPENDENCYPART_ARC
(43,83),-3.87021 # DEPENDENCYPART_ARC
(44,1),-3.1413 # DEPENDENCYPART_ARC
(44,2),-3.75593 # DEPENDENCYPART_ARC
(44,3),-2.58148 # DEPENDENCYPART_ARC
(44,4),-3.23353 # DEPENDENCYPART_ARC
(44,5),-8.0489 # DEPENDENCYPART_ARC
(44,6),-3.24331 # DEPENDENCYPART_ARC
(44,7),-3.20011 # DEPENDENCYPART_ARC
(44,8),-3.14712 # DEPENDENCYPART_ARC
(44,9),-2.26433 # DEPENDENCYPART_ARC
(44,10),-6.66357 # DEPENDENCYPART_ARC
(44,11),-2.97715 # DEPENDENCYPART_ARC
(44,12),-1.98633 # DEPENDENCYPART_ARC
(44,13),-6.47709 # DEPENDENCYPART_ARC
(44,14),-2.43868 # DEPENDENCYPART_ARC
(44,15),-5.14621 # DEPENDENCYPART_ARC
(44,16),-1.60127 # DEPENDENCYPART_ARC
(44,17),-2.69175 # DEPENDENCYPART_ARC
(44,18),-2.4319 # DEPENDENCYPART_ARC
(44,19),-1.05489 # DEPENDENCYPART_ARC
(44,20),-1.64756 # DEPENDENCYPART_ARC
(44,21),-2.48773 # DEPENDENCYPART_ARC
(44,22),-2.29691 # DEPENDENCYPART_ARC
(44,23),-1.6528 # DEPENDENCYPART_ARC
(44,24),-1.63098 # DEPENDENCYPART_ARC
(44,25),-3.58075 # DEPENDENCYPART_ARC
(44,26),-1.27288 # DEPENDENCYPART_ARC
(44,27),-1.89159 # DEPENDENCYPART_ARC
(44,28),-1.57618 # DEPENDENCYPART_ARC
(44,29),-0.765138 # DEPENDENCYPART_ARC
(44,30),-1.28976 # DEPENDENCYPART_ARC
(44,31),-1.62486 # DEPENDENCYPART_ARC
(44,32),-1.36527 # DEPENDENCYPART_ARC
(44,33),-1.12127 # DEPENDENCYPART_ARC
(44,34),-2.33433 # DEPENDENCYPART_ARC
(44,35),-1.17462 # DEPENDENCYPART_ARC
(44,36),-1.29699 # DEPENDENCYPART_ARC
(44,37),-0.614222 # DEPENDENCYPART_ARC
(44,38),-0.949574 # DEPENDENCYPART_ARC
(44,39),-0.721041 # DEPENDENCYPART_ARC
(44,40),-0.866351 # DEPENDENCYPART_ARC
(44,41),-0.665426 # DEPENDENCYPART_ARC
(44,42),-0.446655 # DEPENDENCYPART_ARC
(44,43),-0.235605 # DEPENDENCYPART_ARC
(44,45),2.58659 # DEPENDENCYPART_ARC
(44,46),0.0529306 # DEPENDENCYPART_ARC
(44,47),-0.688851 # DEPENDENCYPART_ARC
(44,48),-0.297984 # DEPENDENCYPART_ARC
(44,49),-0.254103 # DEPENDENCYPART_ARC
(44,50),-0.951569 # DEPENDENCYPART_ARC
(44,51),-0.0956996 # DEPENDENCYPART_ARC
(44,52),-0.965425 # DEPENDENCYPART_ARC
(44,53),-1.53686 # DEPENDENCYPART_ARC
(44,54),-1.66301 # DEPENDENCYPART_ARC
(44,55),-1.92296 # DEPENDENCYPART_ARC
(44,56),-1.6608 # DEPENDENCYPART_ARC
(44,57),-2.3189 # DEPENDENCYPART_ARC
(44,58),-2.34978 # DEPENDENCYPART_ARC
(44,59),-2.81366 # DEPENDENCYPART_ARC
(44,60),-1.25871 # DEPENDENCYPART_ARC
(44,61),-3.18438 # DEPENDENCYPART_ARC
(44,62),-1.82637 # DEPENDENCYPART_ARC
(44,63),-3.65332 # DEPENDENCYPART_ARC
(44,64),-3.48067 # DEPENDENCYPART_ARC
(44,65),-2.8096 # DEPENDENCYPART_ARC
(44,66),-3.98041 # DEPENDENCYPART_ARC
(44,67),-4.44317 # DEPENDENCYPART_ARC
(44,68),-2.64162 # DEPENDENCYPART_ARC
(44,69),-2.40044 # DEPENDENCYPART_ARC
(44,70),-2.70696 # DEPENDENCYPART_ARC
(44,71),-4.3832 # DEPENDENCYPART_ARC
(44,72),-5.14597 # DEPENDENCYPART_ARC
(44,73),-3.54465 # DEPENDENCYPART_ARC
(44,74),-3.49014 # DEPENDENCYPART_ARC
(44,75),-4.71219 # DEPENDENCYPART_ARC
(44,76),-6.27561 # DEPENDENCYPART_ARC
(44,77),-6.54927 # DEPENDENCYPART_ARC
(44,78),-4.37498 # DEPENDENCYPART_ARC
(44,79),-6.97849 # DEPENDENCYPART_ARC
(44,80),-7.30968 # DEPENDENCYPART_ARC
(44,81),-7.72109 # DEPENDENCYPART_ARC
(44,82),-3.62729 # DEPENDENCYPART_ARC
(44,83),-6.45834 # DEPENDENCYPART_ARC
(45,1),-4.99382 # DEPENDENCYPART_ARC
(45,2),-4.90888 # DEPENDENCYPART_ARC
(45,3),-3.59497 # DEPENDENCYPART_ARC
(45,4),-4.83583 # DEPENDENCYPART_ARC
(45,5),-3.48863 # DEPENDENCYPART_ARC
(45,6),-4.76277 # DEPENDENCYPART_ARC
(45,7),-4.99737 # DEPENDENCYPART_ARC
(45,8),-4.9543 # DEPENDENCYPART_ARC
(45,9),-3.72032 # DEPENDENCYPART_ARC
(45,10),-2.24744 # DEPENDENCYPART_ARC
(45,11),-4.9403 # DEPENDENCYPART_ARC
(45,12),-2.2047 # DEPENDENCYPART_ARC
(45,13),-3.14093 # DEPENDENCYPART_ARC
(45,14),-4.70595 # DEPENDENCYPART_ARC
(45,15),-2.94251 # DEPENDENCYPART_ARC
(45,16),-1.81974 # DEPENDENCYPART_ARC
(45,17),-3.51304 # DEPENDENCYPART_ARC
(45,18),-3.76344 # DEPENDENCYPART_ARC
(45,19),-2.78369 # DEPENDENCYPART_ARC
(45,20),-1.7572 # DEPENDENCYPART_ARC
(45,21),-3.40185 # DEPENDENCYPART_ARC
(45,22),-3.60732 # DEPENDENCYPART_ARC
(45,23),-2.75549 # DEPENDENCYPART_ARC
(45,24),-2.87947 # DEPENDENCYPART_ARC
(45,25),-1.95409 # DEPENDENCYPART_ARC
(45,26),-1.56005 # DEPENDENCYPART_ARC
(45,27),-2.77871 # DEPENDENCYPART_ARC
(45,28),-3.01851 # DEPENDENCYPART_ARC
(45,29),-1.88853 # DEPENDENCYPART_ARC
(45,30),-1.5338 # DEPENDENCYPART_ARC
(45,31),-2.63812 # DEPENDENCYPART_ARC
(45,32),-2.79969 # DEPENDENCYPART_ARC
(45,33),-1.83203 # DEPENDENCYPART_ARC
(45,34),-1.72937 # DEPENDENCYPART_ARC
(45,35),-3.08182 # DEPENDENCYPART_ARC
(45,36),-2.94187 # DEPENDENCYPART_ARC
(45,37),-1.59068 # DEPENDENCYPART_ARC
(45,38),-1.26771 # DEPENDENCYPART_ARC
(45,39),-1.46962 # DEPENDENCYPART_ARC
(45,40),-1.42292 # DEPENDENCYPART_ARC
(45,41),-1.49358 # DEPENDENCYPART_ARC
(45,42),-0.793655 # DEPENDENCYPART_ARC
(45,43),-0.553928 # DEPENDENCYPART_ARC
(45,44),0.0401725 # DEPENDENCYPART_ARC
(45,46),2.58377 # DEPENDENCYPART_ARC
(45,47),-0.0503425 # DEPENDENCYPART_ARC
(45,48),-0.221972 # DEPENDENCYPART_ARC
(45,49),0.251031 # DEPENDENCYPART_ARC
(45,50),0.87035 # DEPENDENCYPART_ARC
(45,51),-0.617004 # DEPENDENCYPART_ARC
(45,52),-0.15475 # DEPENDENCYPART_ARC
(45,53),-1.31117 # DEPENDENCYPART_ARC
(45,54),-1.9198 # DEPENDENCYPART_ARC
(45,55),-1.11736 # DEPENDENCYPART_ARC
(45,56),-0.268294 # DEPENDENCYPART_ARC
(45,57),-2.04621 # DEPENDENCYPART_ARC
(45,58),-1.88804 # DEPENDENCYPART_ARC
(45,59),-1.48602 # DEPENDENCYPART_ARC
(45,60),-0.657925 # DEPENDENCYPART_ARC
(45,61),-2.62756 # DEPENDENCYPART_ARC
(45,62),-1.12293 # DEPENDENCYPART_ARC
(45,63),-3.15569 # DEPENDENCYPART_ARC
(45,64),-1.7974 # DEPENDENCYPART_ARC
(45,65),-3.99152 # DEPENDENCYPART_ARC
(45,66),-3.76519 # DEPENDENCYPART_ARC
(45,67),-3.36342 # DEPENDENCYPART_ARC
(45,68),-2.41733 # DEPENDENCYPART_ARC
(45,69),-4.78287 # DEPENDENCYPART_ARC
(45,70),-1.8302 # DEPENDENCYPART_ARC
(45,71),-3.36806 # DEPENDENCYPART_ARC
(45,72),-5.43441 # DEPENDENCYPART_ARC
(45,73),-4.95399 # DEPENDENCYPART_ARC
(45,74),-2.57621 # DEPENDENCYPART_ARC
(45,75),-5.70175 # DEPENDENCYPART_ARC
(45,76),-5.4378 # DEPENDENCYPART_ARC
(45,77),-5.27555 # DEPENDENCYPART_ARC
(45,78),-4.09092 # DEPENDENCYPART_ARC
(45,79),-6.74867 # DEPENDENCYPART_ARC
(45,80),-6.48042 # DEPENDENCYPART_ARC
(45,81),-6.37193 # DEPENDENCYPART_ARC
(45,82),-7.027 # DEPENDENCYPART_ARC
(45,83),-4.12554 # DEPENDENCYPART_ARC
(46,1),-6.10044 # DEPENDENCYPART_ARC
(46,2),-4.35116 # DEPENDENCYPART_ARC
(46,3),-2.46728 # DEPENDENCYPART_ARC
(46,4),-4.22436 # DEPENDENCYPART_ARC
(46,5),-8.14656 # DEPENDENCYPART_ARC
(46,6),-3.78384 # DEPENDENCYPART_ARC
(46,7),-3.85827 # DEPENDENCYPART_ARC
(46,8),-3.67517 # DEPENDENCYPART_ARC
(46,9),-2.0101 # DEPENDENCYPART_ARC
(46,10),-4.41191 # DEPENDENCYPART_ARC
(46,11),-3.36022 # DEPENDENCYPART_ARC
(46,12),-1.89494 # DEPENDENCYPART_ARC
(46,13),-6.39319 # DEPENDENCYPART_ARC
(46,14),-3.08537 # DEPENDENCYPART_ARC
(46,15),-4.94474 # DEPENDENCYPART_ARC
(46,16),-1.52088 # DEPENDENCYPART_ARC
(46,17),-2.86996 # DEPENDENCYPART_ARC
(46,18),-2.75819 # DEPENDENCYPART_ARC
(46,19),-2.11864 # DEPENDENCYPART_ARC
(46,20),-1.44082 # DEPENDENCYPART_ARC
(46,21),-2.53996 # DEPENDENCYPART_ARC
(46,22),-2.55417 # DEPENDENCYPART_ARC
(46,23),-2.57838 # DEPENDENCYPART_ARC
(46,24),-2.1329 # DEPENDENCYPART_ARC
(46,25),-3.6371 # DEPENDENCYPART_ARC
(46,26),-1.09054 # DEPENDENCYPART_ARC
(46,27),-1.88876 # DEPENDENCYPART_ARC
(46,28),-1.76425 # DEPENDENCYPART_ARC
(46,29),-1.44449 # DEPENDENCYPART_ARC
(46,30),-1.01947 # DEPENDENCYPART_ARC
(46,31),-1.59504 # DEPENDENCYPART_ARC
(46,32),-1.53084 # DEPENDENCYPART_ARC
(46,33),-1.65337 # DEPENDENCYPART_ARC
(46,34),-2.09488 # DEPENDENCYPART_ARC
(46,35),-0.925807 # DEPENDENCYPART_ARC
(46,36),-1.1514 # DEPENDENCYPART_ARC
(46,37),-1.20455 # DEPENDENCYPART_ARC
(46,38),-1.10981 # DEPENDENCYPART_ARC
(46,39),-1.0583 # DEPENDENCYPART_ARC
(46,40),-0.643616 # DEPENDENCYPART_ARC
(46,41),-0.572974 # DEPENDENCYPART_ARC
(46,42),-0.80624 # DEPENDENCYPART_ARC
(46,43),-0.813242 # DEPENDENCYPART_ARC
(46,44),-0.144175 # DEPENDENCYPART_ARC
(46,45),0.847862 # DEPENDENCYPART_ARC
(46,47),0.201636 # DEPENDENCYPART_ARC
(46,48),1.82114 # DEPENDENCYPART_ARC
(46,49),0.162029 # DEPENDENCYPART_ARC
(46,50),-0.599479 # DEPENDENCYPART_ARC
(46,51),0.581149 # DEPENDENCYPART_ARC
(46,52),-0.186901 # DEPENDENCYPART_ARC
(46,53),-0.885035 # DEPENDENCYPART_ARC
(46,54),-1.08509 # DEPENDENCYPART_ARC
(46,55),-1.62144 # DEPENDENCYPART_ARC
(46,56),-1.21377 # DEPENDENCYPART_ARC
(46,57),-2.49951 # DEPENDENCYPART_ARC
(46,58),-1.92425 # DEPENDENCYPART_ARC
(46,59),-2.63152 # DEPENDENCYPART_ARC
(46,60),-0.641302 # DEPENDENCYPART_ARC
(46,61),-3.2223 # DEPENDENCYPART_ARC
(46,62),-1.21447 # DEPENDENCYPART_ARC
(46,63),-3.88846 # DEPENDENCYPART_ARC
(46,64),-2.79291 # DEPENDENCYPART_ARC
(46,65),-2.23222 # DEPENDENCYPART_ARC
(46,66),-4.53354 # DEPENDENCYPART_ARC
(46,67),-4.94943 # DEPENDENCYPART_ARC
(46,68),-2.16823 # DEPENDENCYPART_ARC
(46,69),-1.72219 # DEPENDENCYPART_ARC
(46,70),-2.79402 # DEPENDENCYPART_ARC
(46,71),-4.70908 # DEPENDENCYPART_ARC
(46,72),-5.92304 # DEPENDENCYPART_ARC
(46,73),-2.78982 # DEPENDENCYPART_ARC
(46,74),-3.56394 # DEPENDENCYPART_ARC
(46,75),-5.77127 # DEPENDENCYPART_ARC
(46,76),-7.03207 # DEPENDENCYPART_ARC
(46,77),-7.69602 # DEPENDENCYPART_ARC
(46,78),-4.13185 # DEPENDENCYPART_ARC
(46,79),-8.34982 # DEPENDENCYPART_ARC
(46,80),-8.92889 # DEPENDENCYPART_ARC
(46,81),-9.5367 # DEPENDENCYPART_ARC
(46,82),-2.81442 # DEPENDENCYPART_ARC
(46,83),-5.88596 # DEPENDENCYPART_ARC
(47,1),-4.50244 # DEPENDENCYPART_ARC
(47,2),-5.40697 # DEPENDENCYPART_ARC
(47,3),-2.6387 # DEPENDENCYPART_ARC
(47,4),-5.07309 # DEPENDENCYPART_ARC
(47,5),-4.49752 # DEPENDENCYPART_ARC
(47,6),-4.36488 # DEPENDENCYPART_ARC
(47,7),-4.05036 # DEPENDENCYPART_ARC
(47,8),-3.99187 # DEPENDENCYPART_ARC
(47,9),-2.35145 # DEPENDENCYPART_ARC
(47,10),-3.41418 # DEPENDENCYPART_ARC
(47,11),-3.8775 # DEPENDENCYPART_ARC
(47,12),-4.54333 # DEPENDENCYPART_ARC
(47,13),-3.78353 # DEPENDENCYPART_ARC
(47,14),-3.72166 # DEPENDENCYPART_ARC
(47,15),-3.34335 # DEPENDENCYPART_ARC
(47,16),-4.21178 # DEPENDENCYPART_ARC
(47,17),-3.12709 # DEPENDENCYPART_ARC
(47,18),-3.24805 # DEPENDENCYPART_ARC
(47,19),-2.39705 # DEPENDENCYPART_ARC
(47,20),-3.59887 # DEPENDENCYPART_ARC
(47,21),-2.87266 # DEPENDENCYPART_ARC
(47,22),-2.99112 # DEPENDENCYPART_ARC
(47,23),-2.42325 # DEPENDENCYPART_ARC
(47,24),-3.10325 # DEPENDENCYPART_ARC
(47,25),-2.73252 # DEPENDENCYPART_ARC
(47,26),-2.97518 # DEPENDENCYPART_ARC
(47,27),-2.15094 # DEPENDENCYPART_ARC
(47,28),-2.35977 # DEPENDENCYPART_ARC
(47,29),-1.6807 # DEPENDENCYPART_ARC
(47,30),-2.51138 # DEPENDENCYPART_ARC
(47,31),-1.90549 # DEPENDENCYPART_ARC
(47,32),-2.13914 # DEPENDENCYPART_ARC
(47,33),-1.72039 # DEPENDENCYPART_ARC
(47,34),-1.88748 # DEPENDENCYPART_ARC
(47,35),-1.41824 # DEPENDENCYPART_ARC
(47,36),-1.47389 # DEPENDENCYPART_ARC
(47,37),-1.27593 # DEPENDENCYPART_ARC
(47,38),-1.32908 # DEPENDENCYPART_ARC
(47,39),-1.05791 # DEPENDENCYPART_ARC
(47,40),-1.19873 # DEPENDENCYPART_ARC
(47,41),-1.09144 # DEPENDENCYPART_ARC
(47,42),-0.682747 # DEPENDENCYPART_ARC
(47,43),-0.745149 # DEPENDENCYPART_ARC
(47,44),-0.871828 # DEPENDENCYPART_ARC
(47,45),-0.34651 # DEPENDENCYPART_ARC
(47,46),-0.224085 # DEPENDENCYPART_ARC
(47,48),0.0217216 # DEPENDENCYPART_ARC
(47,49),-0.0274881 # DEPENDENCYPART_ARC
(47,50),-0.825695 # DEPENDENCYPART_ARC
(47,51),-0.972203 # DEPENDENCYPART_ARC
(47,52),-1.11018 # DEPENDENCYPART_ARC
(47,53),-1.08204 # DEPENDENCYPART_ARC
(47,54),-1.74824 # DEPENDENCYPART_ARC
(47,55),-1.78317 # DEPENDENCYPART_ARC
(47,56),-1.5733 # DEPENDENCYPART_ARC
(47,57),-1.98593 # DEPENDENCYPART_ARC
(47,58),-2.08732 # DEPENDENCYPART_ARC
(47,59),-1.98083 # DEPENDENCYPART_ARC
(47,60),-1.77696 # DEPENDENCYPART_ARC
(47,61),-1.99253 # DEPENDENCYPART_ARC
(47,62),-1.81657 # DEPENDENCYPART_ARC
(47,63),-2.16856 # DEPENDENCYPART_ARC
(47,64),-1.96941 # DEPENDENCYPART_ARC
(47,65),-1.70131 # DEPENDENCYPART_ARC
(47,66),-2.51409 # DEPENDENCYPART_ARC
(47,67),-2.44838 # DEPENDENCYPART_ARC
(47,68),-3.3204 # DEPENDENCYPART_ARC
(47,69),-2.2291 # DEPENDENCYPART_ARC
(47,70),-2.63522 # DEPENDENCYPART_ARC
(47,71),-2.43633 # DEPENDENCYPART_ARC
(47,72),-2.92131 # DEPENDENCYPART_ARC
(47,73),-2.04283 # DEPENDENCYPART_ARC
(47,74),-4.00354 # DEPENDENCYPART_ARC
(47,75),-3.26761 # DEPENDENCYPART_ARC
(47,76),-3.30648 # DEPENDENCYPART_ARC
(47,77),-3.30177 # DEPENDENCYPART_ARC
(47,78),-3.18404 # DEPENDENCYPART_ARC
(47,79),-3.69598 # DEPENDENCYPART_ARC
(47,80),-3.7559 # DEPENDENCYPART_ARC
(47,81),-3.78692 # DEPENDENCYPART_ARC
(47,82),-3.77125 # DEPENDENCYPART_ARC
(47,83),-4.76594 # DEPENDENCYPART_ARC
(48,1),-3.74557 # DEPENDENCYPART_ARC
(48,2),-4.65056 # DEPENDENCYPART_ARC
(48,3),-3.02073 # DEPENDENCYPART_ARC
(48,4),-4.23357 # DEPENDENCYPART_ARC
(48,5),-2.68038 # DEPENDENCYPART_ARC
(48,6),-4.69003 # DEPENDENCYPART_ARC
(48,7),-4.5972 # DEPENDENCYPART_ARC
(48,8),-4.10464 # DEPENDENCYPART_ARC
(48,9),-2.68525 # DEPENDENCYPART_ARC
(48,10),-2.12811 # DEPENDENCYPART_ARC
(48,11),-4.07398 # DEPENDENCYPART_ARC
(48,12),-1.77283 # DEPENDENCYPART_ARC
(48,13),-2.21567 # DEPENDENCYPART_ARC
(48,14),-3.97016 # DEPENDENCYPART_ARC
(48,15),-2.08072 # DEPENDENCYPART_ARC
(48,16),-1.73616 # DEPENDENCYPART_ARC
(48,17),-3.5834 # DEPENDENCYPART_ARC
(48,18),-2.75911 # DEPENDENCYPART_ARC
(48,19),-2.42213 # DEPENDENCYPART_ARC
(48,20),-1.41678 # DEPENDENCYPART_ARC
(48,21),-3.21534 # DEPENDENCYPART_ARC
(48,22),-2.57222 # DEPENDENCYPART_ARC
(48,23),-2.13738 # DEPENDENCYPART_ARC
(48,24),-2.31152 # DEPENDENCYPART_ARC
(48,25),-1.6528 # DEPENDENCYPART_ARC
(48,26),-1.37669 # DEPENDENCYPART_ARC
(48,27),-2.97625 # DEPENDENCYPART_ARC
(48,28),-2.10566 # DEPENDENCYPART_ARC
(48,29),-1.58428 # DEPENDENCYPART_ARC
(48,30),-1.11709 # DEPENDENCYPART_ARC
(48,31),-2.62643 # DEPENDENCYPART_ARC
(48,32),-1.92776 # DEPENDENCYPART_ARC
(48,33),-1.29491 # DEPENDENCYPART_ARC
(48,34),-1.34994 # DEPENDENCYPART_ARC
(48,35),-2.65549 # DEPENDENCYPART_ARC
(48,36),-1.83347 # DEPENDENCYPART_ARC
(48,37),-1.00161 # DEPENDENCYPART_ARC
(48,38),-1.29951 # DEPENDENCYPART_ARC
(48,39),-1.70658 # DEPENDENCYPART_ARC
(48,40),-1.79066 # DEPENDENCYPART_ARC
(48,41),-1.43493 # DEPENDENCYPART_ARC
(48,42),0.00166189 # DEPENDENCYPART_ARC
(48,43),-0.43911 # DEPENDENCYPART_ARC
(48,44),-0.527122 # DEPENDENCYPART_ARC
(48,45),-0.84251 # DEPENDENCYPART_ARC
(48,46),-0.0439656 # DEPENDENCYPART_ARC
(48,47),2.08899 # DEPENDENCYPART_ARC
(48,49),1.91833 # DEPENDENCYPART_ARC
(48,50),-0.534942 # DEPENDENCYPART_ARC
(48,51),-0.649625 # DEPENDENCYPART_ARC
(48,52),-0.557753 # DEPENDENCYPART_ARC
(48,53),-1.22667 # DEPENDENCYPART_ARC
(48,54),-2.28049 # DEPENDENCYPART_ARC
(48,55),-1.4118 # DEPENDENCYPART_ARC
(48,56),-1.05181 # DEPENDENCYPART_ARC
(48,57),-0.87875 # DEPENDENCYPART_ARC
(48,58),-1.93845 # DEPENDENCYPART_ARC
(48,59),-2.14474 # DEPENDENCYPART_ARC
(48,60),-1.26961 # DEPENDENCYPART_ARC
(48,61),-2.36617 # DEPENDENCYPART_ARC
(48,62),-1.28859 # DEPENDENCYPART_ARC
(48,63),-2.60108 # DEPENDENCYPART_ARC
(48,64),-1.43453 # DEPENDENCYPART_ARC
(48,65),-2.02295 # DEPENDENCYPART_ARC
(48,66),-2.96118 # DEPENDENCYPART_ARC
(48,67),-3.03132 # DEPENDENCYPART_ARC
(48,68),-1.11464 # DEPENDENCYPART_ARC
(48,69),-3.55168 # DEPENDENCYPART_ARC
(48,70),-1.62749 # DEPENDENCYPART_ARC
(48,71),-2.13136 # DEPENDENCYPART_ARC
(48,72),-5.02867 # DEPENDENCYPART_ARC
(48,73),-2.65015 # DEPENDENCYPART_ARC
(48,74),-1.98133 # DEPENDENCYPART_ARC
(48,75),-3.57282 # DEPENDENCYPART_ARC
(48,76),-3.71164 # DEPENDENCYPART_ARC
(48,77),-3.98997 # DEPENDENCYPART_ARC
(48,78),-2.20443 # DEPENDENCYPART_ARC
(48,79),-4.29683 # DEPENDENCYPART_ARC
(48,80),-4.42442 # DEPENDENCYPART_ARC
(48,81),-4.25744 # DEPENDENCYPART_ARC
(48,82),-4.83282 # DEPENDENCYPART_ARC
(48,83),-3.30337 # DEPENDENCYPART_ARC
(49,1),-4.68784 # DEPENDENCYPART_ARC
(49,2),-5.7615 # DEPENDENCYPART_ARC
(49,3),-2.7706 # DEPENDENCYPART_ARC
(49,4),-5.27496 # DEPENDENCYPART_ARC
(49,5),-4.61634 # DEPENDENCYPART_ARC
(49,6),-4.74969 # DEPENDENCYPART_ARC
(49,7),-4.6451 # DEPENDENCYPART_ARC
(49,8),-4.64792 # DEPENDENCYPART_ARC
(49,9),-2.49129 # DEPENDENCYPART_ARC
(49,10),-3.59315 # DEPENDENCYPART_ARC
(49,11),-4.22029 # DEPENDENCYPART_ARC
(49,12),-4.72727 # DEPENDENCYPART_ARC
(49,13),-3.91301 # DEPENDENCYPART_ARC
(49,14),-4.09001 # DEPENDENCYPART_ARC
(49,15),-3.46735 # DEPENDENCYPART_ARC
(49,16),-4.49328 # DEPENDENCYPART_ARC
(49,17),-3.8237 # DEPENDENCYPART_ARC
(49,18),-3.77128 # DEPENDENCYPART_ARC
(49,19),-2.58607 # DEPENDENCYPART_ARC
(49,20),-3.79112 # DEPENDENCYPART_ARC
(49,21),-3.27109 # DEPENDENCYPART_ARC
(49,22),-3.29638 # DEPENDENCYPART_ARC
(49,23),-2.50336 # DEPENDENCYPART_ARC
(49,24),-3.27114 # DEPENDENCYPART_ARC
(49,25),-2.91064 # DEPENDENCYPART_ARC
(49,26),-3.257 # DEPENDENCYPART_ARC
(49,27),-2.88243 # DEPENDENCYPART_ARC
(49,28),-2.88461 # DEPENDENCYPART_ARC
(49,29),-1.80719 # DEPENDENCYPART_ARC
