# _root_ وَ تُعارِضُ إِيرانُ ، ثانِي أَكْبَرِ مُنْتِجٍ لِ النَفْطِ فِي أُوبِك حَيْثُ يَبْلُغُ إِنْتاجُ ها 3,7 مِلْيُون بَرْمِيلٍ فِي اليَوْمِ بَيْنَ ها 2,4 مِلْيُون بَرْمِيلٍ مُخَصَّصَةٍ لِ التَصْدِيرِ ، أَيَّ رَفْعٍ لِ الإِنْتاجِ رَغْمَ اِعْتِمادِ ها عَلَى عائِداتِ النَفْطِ .
#goldHeads=0,0,4,2,4,5,6,7,8,6,10,11,12,13,14,13,16,17,18,19,16,21,21,23,24,23,26,27,4,2,30,31,32,2,34,35,35,37,38,0,
#predictedHeads=0,0,2,3,2,5,6,7,8,9,10,11,12,13,14,13,16,17,13,19,16,21,26,23,24,16,26,27,28,29,30,31,32,33,34,35,35,37,38,0,
(25,30),-2.39763 # DEPENDENCYPART_ARC
(25,31),-1.34153 # DEPENDENCYPART_ARC
(25,32),-1.03586 # DEPENDENCYPART_ARC
(25,33),-2.42341 # DEPENDENCYPART_ARC
(25,34),-0.920444 # DEPENDENCYPART_ARC
(25,35),-2.94215 # DEPENDENCYPART_ARC
(25,36),-3.29948 # DEPENDENCYPART_ARC
(25,37),-1.74193 # DEPENDENCYPART_ARC
(25,38),-3.39619 # DEPENDENCYPART_ARC
(25,39),-2.22246 # DEPENDENCYPART_ARC
(25,40),-2.13005 # DEPENDENCYPART_ARC
(26,1),-2.01505 # DEPENDENCYPART_ARC
(26,2),-2.70234 # DEPENDENCYPART_ARC
(26,3),-1.93861 # DEPENDENCYPART_ARC
(26,4),-0.935273 # DEPENDENCYPART_ARC
(26,5),-2.32686 # DEPENDENCYPART_ARC
(26,6),-1.82968 # DEPENDENCYPART_ARC
(26,7),-3.30405 # DEPENDENCYPART_ARC
(26,8),-1.18038 # DEPENDENCYPART_ARC
(26,9),-2.60021 # DEPENDENCYPART_ARC
(26,10),-0.855577 # DEPENDENCYPART_ARC
(26,11),-1.15346 # DEPENDENCYPART_ARC
(26,12),-0.754869 # DEPENDENCYPART_ARC
(26,13),-1.99331 # DEPENDENCYPART_ARC
(26,14),-1.26968 # DEPENDENCYPART_ARC
(26,15),-2.04254 # DEPENDENCYPART_ARC
(26,16),0.138118 # DEPENDENCYPART_ARC
(26,17),-1.02791 # DEPENDENCYPART_ARC
(26,18),-2.27831 # DEPENDENCYPART_ARC
(26,19),-0.312589 # DEPENDENCYPART_ARC
(26,20),-1.36505 # DEPENDENCYPART_ARC
(26,21),-0.209398 # DEPENDENCYPART_ARC
(26,22),-1.43569 # DEPENDENCYPART_ARC
(26,23),0.590684 # DEPENDENCYPART_ARC
(26,24),0.294253 # DEPENDENCYPART_ARC
(26,25),-0.48269 # DEPENDENCYPART_ARC
(26,27),1.24902 # DEPENDENCYPART_ARC
(26,28),0.221655 # DEPENDENCYPART_ARC
(26,29),0.404415 # DEPENDENCYPART_ARC
(26,30),-0.916639 # DEPENDENCYPART_ARC
(26,31),-0.465417 # DEPENDENCYPART_ARC
(26,32),-0.244575 # DEPENDENCYPART_ARC
(26,33),-0.923433 # DEPENDENCYPART_ARC
(26,34),-0.00660422 # DEPENDENCYPART_ARC
(26,35),-1.30159 # DEPENDENCYPART_ARC
(26,36),-0.144844 # DEPENDENCYPART_ARC
(26,37),-0.7143 # DEPENDENCYPART_ARC
(26,38),-1.58045 # DEPENDENCYPART_ARC
(26,39),-1.27147 # DEPENDENCYPART_ARC
(26,40),-1.09565 # DEPENDENCYPART_ARC
(27,1),-2.78075 # DEPENDENCYPART_ARC
(27,2),-3.21531 # DEPENDENCYPART_ARC
(27,3),-1.89496 # DEPENDENCYPART_ARC
(27,4),-2.88403 # DEPENDENCYPART_ARC
(27,5),-2.30441 # DEPENDENCYPART_ARC
(27,6),-1.71654 # DEPENDENCYPART_ARC
(27,7),-1.81623 # DEPENDENCYPART_ARC
(27,8),-2.85284 # DEPENDENCYPART_ARC
(27,9),-1.55831 # DEPENDENCYPART_ARC
(27,10),-3.05344 # DEPENDENCYPART_ARC
(27,11),-1.452 # DEPENDENCYPART_ARC
(27,12),-0.926715 # DEPENDENCYPART_ARC
(27,13),-2.11841 # DEPENDENCYPART_ARC
(27,14),-1.08815 # DEPENDENCYPART_ARC
(27,15),-0.890557 # DEPENDENCYPART_ARC
(27,16),-0.926448 # DEPENDENCYPART_ARC
(27,17),-1.06653 # DEPENDENCYPART_ARC
(27,18),-0.790105 # DEPENDENCYPART_ARC
(27,19),-1.65066 # DEPENDENCYPART_ARC
(27,20),-0.351 # DEPENDENCYPART_ARC
(27,21),-1.12157 # DEPENDENCYPART_ARC
(27,22),-0.523686 # DEPENDENCYPART_ARC
(27,23),-0.567802 # DEPENDENCYPART_ARC
(27,24),-0.341424 # DEPENDENCYPART_ARC
(27,25),0.0914491 # DEPENDENCYPART_ARC
(27,26),-0.338091 # DEPENDENCYPART_ARC
(27,28),2.84113 # DEPENDENCYPART_ARC
(27,29),-0.424105 # DEPENDENCYPART_ARC
(27,30),-0.731684 # DEPENDENCYPART_ARC
(27,31),-1.2085 # DEPENDENCYPART_ARC
(27,32),-1.15791 # DEPENDENCYPART_ARC
(27,33),-0.836095 # DEPENDENCYPART_ARC
(27,34),-1.11484 # DEPENDENCYPART_ARC
(27,35),-1.53418 # DEPENDENCYPART_ARC
(27,36),-0.704824 # DEPENDENCYPART_ARC
(27,37),-1.57766 # DEPENDENCYPART_ARC
(27,38),-2.15175 # DEPENDENCYPART_ARC
(27,39),-3.24178 # DEPENDENCYPART_ARC
(27,40),-2.67779 # DEPENDENCYPART_ARC
(28,1),-3.22152 # DEPENDENCYPART_ARC
(28,2),-2.61741 # DEPENDENCYPART_ARC
(28,3),-2.58652 # DEPENDENCYPART_ARC
(28,4),-2.97137 # DEPENDENCYPART_ARC
(28,5),-2.62778 # DEPENDENCYPART_ARC
(28,6),-2.92019 # DEPENDENCYPART_ARC
(28,7),-3.53966 # DEPENDENCYPART_ARC
(28,8),-2.88179 # DEPENDENCYPART_ARC
(28,9),-3.17475 # DEPENDENCYPART_ARC
(28,10),-2.73364 # DEPENDENCYPART_ARC
(28,11),-1.98769 # DEPENDENCYPART_ARC
(28,12),-1.83254 # DEPENDENCYPART_ARC
(28,13),-1.84393 # DEPENDENCYPART_ARC
(28,14),-2.44807 # DEPENDENCYPART_ARC
(28,15),-4.18554 # DEPENDENCYPART_ARC
(28,16),-1.65368 # DEPENDENCYPART_ARC
(28,17),-1.65644 # DEPENDENCYPART_ARC
(28,18),-2.37943 # DEPENDENCYPART_ARC
(28,19),-1.69344 # DEPENDENCYPART_ARC
(28,20),-2.32433 # DEPENDENCYPART_ARC
(28,21),-1.53729 # DEPENDENCYPART_ARC
(28,22),-3.15516 # DEPENDENCYPART_ARC
(28,23),-1.26736 # DEPENDENCYPART_ARC
(28,24),-1.01634 # DEPENDENCYPART_ARC
(28,25),-1.90287 # DEPENDENCYPART_ARC
(28,26),-1.289 # DEPENDENCYPART_ARC
(28,27),-0.292611 # DEPENDENCYPART_ARC
(28,29),0.925853 # DEPENDENCYPART_ARC
(28,30),0.0256869 # DEPENDENCYPART_ARC
(28,31),-0.532119 # DEPENDENCYPART_ARC
(28,32),0.00623376 # DEPENDENCYPART_ARC
(28,33),-1.1551 # DEPENDENCYPART_ARC
(28,34),-0.0636999 # DEPENDENCYPART_ARC
(28,35),-1.56917 # DEPENDENCYPART_ARC
(28,36),-2.06011 # DEPENDENCYPART_ARC
(28,37),-0.380451 # DEPENDENCYPART_ARC
(28,38),-2.46193 # DEPENDENCYPART_ARC
(28,39),-1.16907 # DEPENDENCYPART_ARC
(28,40),-1.13191 # DEPENDENCYPART_ARC
(29,1),-1.88222 # DEPENDENCYPART_ARC
(29,2),-1.16697 # DEPENDENCYPART_ARC
(29,3),-2.50169 # DEPENDENCYPART_ARC
(29,4),-1.38084 # DEPENDENCYPART_ARC
(29,5),-2.51568 # DEPENDENCYPART_ARC
(29,6),-1.59671 # DEPENDENCYPART_ARC
(29,7),-2.46364 # DEPENDENCYPART_ARC
(29,8),-1.62639 # DEPENDENCYPART_ARC
(29,9),-1.68139 # DEPENDENCYPART_ARC
(29,10),-1.44536 # DEPENDENCYPART_ARC
(29,11),-1.77058 # DEPENDENCYPART_ARC
(29,12),-1.07459 # DEPENDENCYPART_ARC
(29,13),-0.717256 # DEPENDENCYPART_ARC
(29,14),-1.32754 # DEPENDENCYPART_ARC
(29,15),-0.906397 # DEPENDENCYPART_ARC
(29,16),-1.7923 # DEPENDENCYPART_ARC
(29,17),-0.943761 # DEPENDENCYPART_ARC
(29,18),-0.872147 # DEPENDENCYPART_ARC
(29,19),-0.704615 # DEPENDENCYPART_ARC
(29,20),-0.629476 # DEPENDENCYPART_ARC
(29,21),-0.649058 # DEPENDENCYPART_ARC
(29,22),-0.603646 # DEPENDENCYPART_ARC
(29,23),-0.811114 # DEPENDENCYPART_ARC
(29,24),-0.135988 # DEPENDENCYPART_ARC
(29,25),0.145642 # DEPENDENCYPART_ARC
(29,26),-0.45824 # DEPENDENCYPART_ARC
(29,27),-0.0986972 # DEPENDENCYPART_ARC
(29,28),0.667486 # DEPENDENCYPART_ARC
(29,30),0.0664859 # DEPENDENCYPART_ARC
(29,31),-0.687406 # DEPENDENCYPART_ARC
(29,32),-0.651621 # DEPENDENCYPART_ARC
(29,33),-1.02432 # DEPENDENCYPART_ARC
(29,34),-0.845174 # DEPENDENCYPART_ARC
(29,35),-1.42091 # DEPENDENCYPART_ARC
(29,36),-0.961788 # DEPENDENCYPART_ARC
(29,37),-1.0222 # DEPENDENCYPART_ARC
(29,38),-1.66196 # DEPENDENCYPART_ARC
(29,39),-1.54278 # DEPENDENCYPART_ARC
(29,40),-0.506468 # DEPENDENCYPART_ARC
(30,1),-2.69834 # DEPENDENCYPART_ARC
(30,2),-2.09668 # DEPENDENCYPART_ARC
(30,3),-2.03868 # DEPENDENCYPART_ARC
(30,4),-2.30921 # DEPENDENCYPART_ARC
(30,5),-2.01833 # DEPENDENCYPART_ARC
(30,6),-2.27368 # DEPENDENCYPART_ARC
(30,7),-2.63399 # DEPENDENCYPART_ARC
(30,8),-2.68732 # DEPENDENCYPART_ARC
(30,9),-2.70621 # DEPENDENCYPART_ARC
(30,10),-2.13268 # DEPENDENCYPART_ARC
(30,11),-1.35508 # DEPENDENCYPART_ARC
(30,12),-1.38462 # DEPENDENCYPART_ARC
(30,13),-1.322 # DEPENDENCYPART_ARC
(30,14),-1.15737 # DEPENDENCYPART_ARC
(30,15),-4.38777 # DEPENDENCYPART_ARC
(30,16),-1.13864 # DEPENDENCYPART_ARC
(30,17),-1.16581 # DEPENDENCYPART_ARC
(30,18),-1.46119 # DEPENDENCYPART_ARC
(30,19),-1.15276 # DEPENDENCYPART_ARC
(30,20),-1.54252 # DEPENDENCYPART_ARC
(30,21),-1.09497 # DEPENDENCYPART_ARC
(30,22),-3.48788 # DEPENDENCYPART_ARC
(30,23),-0.688545 # DEPENDENCYPART_ARC
(30,24),-0.687382 # DEPENDENCYPART_ARC
(30,25),-1.14733 # DEPENDENCYPART_ARC
(30,26),-1.3882 # DEPENDENCYPART_ARC
(30,27),-0.426564 # DEPENDENCYPART_ARC
(30,28),-0.882904 # DEPENDENCYPART_ARC
(30,29),0.295406 # DEPENDENCYPART_ARC
(30,31),2.4923 # DEPENDENCYPART_ARC
(30,32),0.847882 # DEPENDENCYPART_ARC
(30,33),-0.190058 # DEPENDENCYPART_ARC
(30,34),0.437522 # DEPENDENCYPART_ARC
(30,35),-1.21276 # DEPENDENCYPART_ARC
(30,36),-0.348603 # DEPENDENCYPART_ARC
(30,37),0.149794 # DEPENDENCYPART_ARC
(30,38),-1.49512 # DEPENDENCYPART_ARC
(30,39),-0.319201 # DEPENDENCYPART_ARC
(30,40),0.142571 # DEPENDENCYPART_ARC
(31,1),-2.79714 # DEPENDENCYPART_ARC
(31,2),-2.90029 # DEPENDENCYPART_ARC
(31,3),-2.01585 # DEPENDENCYPART_ARC
(31,4),-2.73917 # DEPENDENCYPART_ARC
(31,5),-2.02497 # DEPENDENCYPART_ARC
(31,6),-2.34839 # DEPENDENCYPART_ARC
(31,7),-3.14955 # DEPENDENCYPART_ARC
(31,8),-2.73769 # DEPENDENCYPART_ARC
(31,9),-2.83607 # DEPENDENCYPART_ARC
(31,10),-2.4755 # DEPENDENCYPART_ARC
(31,11),-1.32562 # DEPENDENCYPART_ARC
(31,12),-1.37633 # DEPENDENCYPART_ARC
(31,13),-2.1722 # DEPENDENCYPART_ARC
(31,14),-1.65231 # DEPENDENCYPART_ARC
(31,15),-3.7142 # DEPENDENCYPART_ARC
(31,16),-1.08564 # DEPENDENCYPART_ARC
(31,17),-1.31609 # DEPENDENCYPART_ARC
(31,18),-2.01936 # DEPENDENCYPART_ARC
(31,19),-1.17242 # DEPENDENCYPART_ARC
(31,20),-1.72985 # DEPENDENCYPART_ARC
(31,21),-1.07215 # DEPENDENCYPART_ARC
(31,22),-2.96327 # DEPENDENCYPART_ARC
(31,23),-0.777278 # DEPENDENCYPART_ARC
(31,24),-0.741175 # DEPENDENCYPART_ARC
(31,25),-1.66496 # DEPENDENCYPART_ARC
(31,26),-2.28665 # DEPENDENCYPART_ARC
(31,27),-0.49964 # DEPENDENCYPART_ARC
(31,28),-1.13838 # DEPENDENCYPART_ARC
(31,29),-0.651093 # DEPENDENCYPART_ARC
(31,30),-0.157023 # DEPENDENCYPART_ARC
(31,32),1.7562 # DEPENDENCYPART_ARC
(31,33),0.0436973 # DEPENDENCYPART_ARC
(31,34),0.809806 # DEPENDENCYPART_ARC
(31,35),-1.28859 # DEPENDENCYPART_ARC
(31,36),-0.893478 # DEPENDENCYPART_ARC
(31,37),0.234441 # DEPENDENCYPART_ARC
(31,38),-1.74207 # DEPENDENCYPART_ARC
(31,39),-0.655861 # DEPENDENCYPART_ARC
(31,40),-0.720624 # DEPENDENCYPART_ARC
(32,1),-3.5014 # DEPENDENCYPART_ARC
(32,2),-3.85379 # DEPENDENCYPART_ARC
(32,3),-1.71898 # DEPENDENCYPART_ARC
(32,4),-3.27104 # DEPENDENCYPART_ARC
(32,5),-2.74123 # DEPENDENCYPART_ARC
(32,6),-1.59223 # DEPENDENCYPART_ARC
(32,7),-2.39703 # DEPENDENCYPART_ARC
(32,8),-3.75288 # DEPENDENCYPART_ARC
(32,9),-2.12925 # DEPENDENCYPART_ARC
(32,10),-4.07297 # DEPENDENCYPART_ARC
(32,11),-1.7533 # DEPENDENCYPART_ARC
(32,12),-0.893184 # DEPENDENCYPART_ARC
(32,13),-2.60556 # DEPENDENCYPART_ARC
(32,14),-1.55609 # DEPENDENCYPART_ARC
(32,15),-1.22183 # DEPENDENCYPART_ARC
(32,16),-0.94156 # DEPENDENCYPART_ARC
(32,17),-1.67474 # DEPENDENCYPART_ARC
(32,18),-1.21735 # DEPENDENCYPART_ARC
(32,19),-2.30114 # DEPENDENCYPART_ARC
(32,20),-0.703594 # DEPENDENCYPART_ARC
(32,21),-1.66165 # DEPENDENCYPART_ARC
(32,22),-0.774877 # DEPENDENCYPART_ARC
(32,23),-0.858561 # DEPENDENCYPART_ARC
(32,24),-1.12939 # DEPENDENCYPART_ARC
(32,25),-0.707473 # DEPENDENCYPART_ARC
(32,26),-1.05272 # DEPENDENCYPART_ARC
(32,27),-1.04546 # DEPENDENCYPART_ARC
(32,28),-0.262677 # DEPENDENCYPART_ARC
(32,29),-0.772316 # DEPENDENCYPART_ARC
(32,30),0.053026 # DEPENDENCYPART_ARC
(32,31),0.860885 # DEPENDENCYPART_ARC
(32,33),2.97007 # DEPENDENCYPART_ARC
(32,34),-0.159709 # DEPENDENCYPART_ARC
(32,35),0.410035 # DEPENDENCYPART_ARC
(32,36),-0.111568 # DEPENDENCYPART_ARC
(32,37),-0.959653 # DEPENDENCYPART_ARC
(32,38),-0.289464 # DEPENDENCYPART_ARC
(32,39),-1.57772 # DEPENDENCYPART_ARC
(32,40),-1.5363 # DEPENDENCYPART_ARC
(33,1),-3.848 # DEPENDENCYPART_ARC
(33,2),-3.23033 # DEPENDENCYPART_ARC
(33,3),-2.70758 # DEPENDENCYPART_ARC
(33,4),-3.26242 # DEPENDENCYPART_ARC
(33,5),-2.7648 # DEPENDENCYPART_ARC
(33,6),-2.85102 # DEPENDENCYPART_ARC
(33,7),-3.70972 # DEPENDENCYPART_ARC
(33,8),-3.33558 # DEPENDENCYPART_ARC
(33,9),-3.74789 # DEPENDENCYPART_ARC
(33,10),-3.2586 # DEPENDENCYPART_ARC
(33,11),-2.25544 # DEPENDENCYPART_ARC
(33,12),-2.2931 # DEPENDENCYPART_ARC
(33,13),-2.08983 # DEPENDENCYPART_ARC
(33,14),-2.59907 # DEPENDENCYPART_ARC
(33,15),-4.82043 # DEPENDENCYPART_ARC
(33,16),-1.8268 # DEPENDENCYPART_ARC
(33,17),-1.86652 # DEPENDENCYPART_ARC
(33,18),-2.77329 # DEPENDENCYPART_ARC
(33,19),-2.02725 # DEPENDENCYPART_ARC
(33,20),-2.6553 # DEPENDENCYPART_ARC
(33,21),-1.8357 # DEPENDENCYPART_ARC
(33,22),-3.95091 # DEPENDENCYPART_ARC
(33,23),-1.46029 # DEPENDENCYPART_ARC
(33,24),-1.553 # DEPENDENCYPART_ARC
(33,25),-2.47504 # DEPENDENCYPART_ARC
(33,26),-1.73075 # DEPENDENCYPART_ARC
(33,27),-1.33559 # DEPENDENCYPART_ARC
(33,28),-2.17162 # DEPENDENCYPART_ARC
(33,29),-1.55268 # DEPENDENCYPART_ARC
(33,30),-1.81009 # DEPENDENCYPART_ARC
(33,31),-1.57416 # DEPENDENCYPART_ARC
(33,32),-0.207989 # DEPENDENCYPART_ARC
(33,34),0.836965 # DEPENDENCYPART_ARC
(33,35),-0.827345 # DEPENDENCYPART_ARC
(33,36),-1.15155 # DEPENDENCYPART_ARC
(33,37),-0.102215 # DEPENDENCYPART_ARC
(33,38),-2.48292 # DEPENDENCYPART_ARC
(33,39),-1.12085 # DEPENDENCYPART_ARC
(33,40),-1.28153 # DEPENDENCYPART_ARC
(34,1),-2.9997 # DEPENDENCYPART_ARC
(34,2),-2.35434 # DEPENDENCYPART_ARC
(34,3),-2.16457 # DEPENDENCYPART_ARC
(34,4),-2.76629 # DEPENDENCYPART_ARC
(34,5),-1.91167 # DEPENDENCYPART_ARC
(34,6),-1.83957 # DEPENDENCYPART_ARC
(34,7),-1.85132 # DEPENDENCYPART_ARC
(34,8),-3.74047 # DEPENDENCYPART_ARC
(34,9),-1.45853 # DEPENDENCYPART_ARC
(34,10),-4.07696 # DEPENDENCYPART_ARC
(34,11),-1.95766 # DEPENDENCYPART_ARC
(34,12),-1.48575 # DEPENDENCYPART_ARC
(34,13),-1.65677 # DEPENDENCYPART_ARC
(34,14),-1.09731 # DEPENDENCYPART_ARC
(34,15),-1.05174 # DEPENDENCYPART_ARC
(34,16),-1.29412 # DEPENDENCYPART_ARC
(34,17),-1.40804 # DEPENDENCYPART_ARC
(34,18),-0.859815 # DEPENDENCYPART_ARC
(34,19),-2.43303 # DEPENDENCYPART_ARC
(34,20),-0.740238 # DEPENDENCYPART_ARC
(34,21),-1.95909 # DEPENDENCYPART_ARC
(34,22),-0.799522 # DEPENDENCYPART_ARC
(34,23),-1.07505 # DEPENDENCYPART_ARC
(34,24),-1.13243 # DEPENDENCYPART_ARC
(34,25),-0.939224 # DEPENDENCYPART_ARC
(34,26),-1.30574 # DEPENDENCYPART_ARC
(34,27),-1.37307 # DEPENDENCYPART_ARC
(34,28),-0.649557 # DEPENDENCYPART_ARC
(34,29),-1.13401 # DEPENDENCYPART_ARC
(34,30),-0.599261 # DEPENDENCYPART_ARC
(34,31),-0.249758 # DEPENDENCYPART_ARC
(34,32),-0.253475 # DEPENDENCYPART_ARC
(34,33),0.772756 # DEPENDENCYPART_ARC
(34,35),1.9203 # DEPENDENCYPART_ARC
(34,36),0.468644 # DEPENDENCYPART_ARC
(34,37),-0.702615 # DEPENDENCYPART_ARC
(34,38),0.0935719 # DEPENDENCYPART_ARC
(34,39),-0.946981 # DEPENDENCYPART_ARC
(34,40),-0.938568 # DEPENDENCYPART_ARC
(35,1),-3.52141 # DEPENDENCYPART_ARC
(35,2),-3.49363 # DEPENDENCYPART_ARC
(35,3),-2.6115 # DEPENDENCYPART_ARC
(35,4),-3.09489 # DEPENDENCYPART_ARC
(35,5),-2.33112 # DEPENDENCYPART_ARC
(35,6),-2.45269 # DEPENDENCYPART_ARC
(35,7),-3.1823 # DEPENDENCYPART_ARC
(35,8),-3.21915 # DEPENDENCYPART_ARC
(35,9),-3.19564 # DEPENDENCYPART_ARC
(35,10),-2.91128 # DEPENDENCYPART_ARC
(35,11),-1.85172 # DEPENDENCYPART_ARC
(35,12),-1.89781 # DEPENDENCYPART_ARC
(35,13),-2.59794 # DEPENDENCYPART_ARC
(35,14),-2.30719 # DEPENDENCYPART_ARC
(35,15),-5.23886 # DEPENDENCYPART_ARC
(35,16),-1.3457 # DEPENDENCYPART_ARC
(35,17),-1.6016 # DEPENDENCYPART_ARC
(35,18),-2.20055 # DEPENDENCYPART_ARC
(35,19),-1.66912 # DEPENDENCYPART_ARC
(35,20),-2.26961 # DEPENDENCYPART_ARC
(35,21),-1.70669 # DEPENDENCYPART_ARC
(35,22),-4.48327 # DEPENDENCYPART_ARC
(35,23),-1.15296 # DEPENDENCYPART_ARC
(35,24),-1.18434 # DEPENDENCYPART_ARC
(35,25),-1.82339 # DEPENDENCYPART_ARC
(35,26),-2.20898 # DEPENDENCYPART_ARC
(35,27),-1.11606 # DEPENDENCYPART_ARC
(35,28),-1.80726 # DEPENDENCYPART_ARC
(35,29),-1.24309 # DEPENDENCYPART_ARC
(35,30),-1.13686 # DEPENDENCYPART_ARC
(35,31),-1.21029 # DEPENDENCYPART_ARC
(35,32),-0.531767 # DEPENDENCYPART_ARC
(35,33),-1.07047 # DEPENDENCYPART_ARC
(35,34),0.270624 # DEPENDENCYPART_ARC
(35,36),3.51233 # DEPENDENCYPART_ARC
(35,37),1.50571 # DEPENDENCYPART_ARC
(35,38),-0.0929805 # DEPENDENCYPART_ARC
(35,39),0.653927 # DEPENDENCYPART_ARC
(35,40),-0.297091 # DEPENDENCYPART_ARC
(36,1),-2.91092 # DEPENDENCYPART_ARC
(36,2),-3.19198 # DEPENDENCYPART_ARC
(36,3),-1.974 # DEPENDENCYPART_ARC
(36,4),-2.35221 # DEPENDENCYPART_ARC
(36,5),-2.65182 # DEPENDENCYPART_ARC
(36,6),-1.71153 # DEPENDENCYPART_ARC
(36,7),-2.86796 # DEPENDENCYPART_ARC
(36,8),-2.41316 # DEPENDENCYPART_ARC
(36,9),-3.0121 # DEPENDENCYPART_ARC
(36,10),-2.211 # DEPENDENCYPART_ARC
(36,11),-1.63553 # DEPENDENCYPART_ARC
(36,13),-2.06158 # DEPENDENCYPART_ARC
(36,14),-2.28889 # DEPENDENCYPART_ARC
(36,17),-1.48769 # DEPENDENCYPART_ARC
(36,18),-2.19799 # DEPENDENCYPART_ARC
(36,19),-1.60265 # DEPENDENCYPART_ARC
(36,20),-2.12851 # DEPENDENCYPART_ARC
(36,21),-1.4034 # DEPENDENCYPART_ARC
(36,24),-1.22064 # DEPENDENCYPART_ARC
(36,25),-1.91295 # DEPENDENCYPART_ARC
(36,26),-1.80469 # DEPENDENCYPART_ARC
(36,27),-1.30124 # DEPENDENCYPART_ARC
(36,28),-2.03614 # DEPENDENCYPART_ARC
(36,29),-1.07286 # DEPENDENCYPART_ARC
(36,30),-1.48372 # DEPENDENCYPART_ARC
(36,31),-1.60446 # DEPENDENCYPART_ARC
(36,32),-0.907794 # DEPENDENCYPART_ARC
(36,33),-1.5032 # DEPENDENCYPART_ARC
(36,34),-0.599055 # DEPENDENCYPART_ARC
(36,35),-0.703661 # DEPENDENCYPART_ARC
(36,37),0.00139466 # DEPENDENCYPART_ARC
(36,38),-1.52401 # DEPENDENCYPART_ARC
(36,39),-1.93366 # DEPENDENCYPART_ARC
(36,40),-0.826779 # DEPENDENCYPART_ARC
(37,1),-2.21801 # DEPENDENCYPART_ARC
(37,2),-2.20505 # DEPENDENCYPART_ARC
(37,3),-2.02361 # DEPENDENCYPART_ARC
(37,4),-3.2128 # DEPENDENCYPART_ARC
(37,5),-1.47759 # DEPENDENCYPART_ARC
(37,6),-1.78822 # DEPENDENCYPART_ARC
(37,7),-1.13 # DEPENDENCYPART_ARC
(37,8),-4.0063 # DEPENDENCYPART_ARC
(37,9),-0.994487 # DEPENDENCYPART_ARC
(37,10),-4.11577 # DEPENDENCYPART_ARC
(37,11),-1.65432 # DEPENDENCYPART_ARC
(37,12),-1.25016 # DEPENDENCYPART_ARC
(37,13),-1.53584 # DEPENDENCYPART_ARC
(37,14),-0.854356 # DEPENDENCYPART_ARC
(37,15),-1.19974 # DEPENDENCYPART_ARC
(37,16),-1.29795 # DEPENDENCYPART_ARC
(37,17),-0.614322 # DEPENDENCYPART_ARC
(37,18),-0.337143 # DEPENDENCYPART_ARC
(37,19),-2.65244 # DEPENDENCYPART_ARC
(37,20),-0.321143 # DEPENDENCYPART_ARC
(37,21),-1.83513 # DEPENDENCYPART_ARC
(37,22),-0.718526 # DEPENDENCYPART_ARC
(37,23),-0.99571 # DEPENDENCYPART_ARC
(37,24),-0.563566 # DEPENDENCYPART_ARC
(37,25),-0.343981 # DEPENDENCYPART_ARC
(37,26),-0.984564 # DEPENDENCYPART_ARC
(37,27),-1.62343 # DEPENDENCYPART_ARC
(37,28),-0.383513 # DEPENDENCYPART_ARC
(37,29),-1.18601 # DEPENDENCYPART_ARC
(37,30),-0.23657 # DEPENDENCYPART_ARC
(37,31),-0.0794396 # DEPENDENCYPART_ARC
(37,32),-0.926878 # DEPENDENCYPART_ARC
(37,33),0.106878 # DEPENDENCYPART_ARC
(37,34),-0.38192 # DEPENDENCYPART_ARC
(37,35),0.311349 # DEPENDENCYPART_ARC
(37,36),0.356903 # DEPENDENCYPART_ARC
(37,38),2.38299 # DEPENDENCYPART_ARC
(37,39),0.442523 # DEPENDENCYPART_ARC
(37,40),-0.160985 # DEPENDENCYPART_ARC
(38,1),-3.54939 # DEPENDENCYPART_ARC
(38,2),-3.87492 # DEPENDENCYPART_ARC
(38,3),-2.34852 # DEPENDENCYPART_ARC
(38,4),-3.23007 # DEPENDENCYPART_ARC
(38,5),-2.71114 # DEPENDENCYPART_ARC
(38,6),-3.20383 # DEPENDENCYPART_ARC
(38,7),-4.39985 # DEPENDENCYPART_ARC
(38,8),-3.442 # DEPENDENCYPART_ARC
(38,9),-3.86706 # DEPENDENCYPART_ARC
(38,10),-3.23335 # DEPENDENCYPART_ARC
(38,11),-1.7702 # DEPENDENCYPART_ARC
(38,12),-1.84472 # DEPENDENCYPART_ARC
(38,13),-2.91812 # DEPENDENCYPART_ARC
(38,14),-2.72092 # DEPENDENCYPART_ARC
(38,15),-7.92897 # DEPENDENCYPART_ARC
(38,16),-1.61446 # DEPENDENCYPART_ARC
(38,17),-1.82768 # DEPENDENCYPART_ARC
(38,18),-3.07526 # DEPENDENCYPART_ARC
(38,19),-1.96483 # DEPENDENCYPART_ARC
(38,20),-2.95722 # DEPENDENCYPART_ARC
(38,21),-1.9072 # DEPENDENCYPART_ARC
(38,22),-6.80571 # DEPENDENCYPART_ARC
(38,23),-1.23827 # DEPENDENCYPART_ARC
(38,24),-1.30849 # DEPENDENCYPART_ARC
(38,25),-2.97151 # DEPENDENCYPART_ARC
(38,26),-2.7251 # DEPENDENCYPART_ARC
(38,27),-1.41549 # DEPENDENCYPART_ARC
(38,28),-2.60112 # DEPENDENCYPART_ARC
(38,29),-1.33619 # DEPENDENCYPART_ARC
(38,30),-2.28253 # DEPENDENCYPART_ARC
