# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,8,8,2,8,9,10,9,12,13,14,15,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(21,17),-0.672653 # DEPENDENCYPART_ARC
(21,18),-0.449973 # DEPENDENCYPART_ARC
(21,19),-1.75437 # DEPENDENCYPART_ARC
(21,20),0.201979 # DEPENDENCYPART_ARC
(21,22),1.87528 # DEPENDENCYPART_ARC
(21,23),1.20023 # DEPENDENCYPART_ARC
(21,24),0.783523 # DEPENDENCYPART_ARC
(21,25),-0.961611 # DEPENDENCYPART_ARC
(21,26),-0.0560948 # DEPENDENCYPART_ARC
(21,27),0.352468 # DEPENDENCYPART_ARC
(21,28),-0.721274 # DEPENDENCYPART_ARC
(21,29),-0.497285 # DEPENDENCYPART_ARC
(21,30),-1.0788 # DEPENDENCYPART_ARC
(21,31),-1.05221 # DEPENDENCYPART_ARC
(21,32),-0.886798 # DEPENDENCYPART_ARC
(21,33),-1.33941 # DEPENDENCYPART_ARC
(21,34),-1.89742 # DEPENDENCYPART_ARC
(21,35),-1.48493 # DEPENDENCYPART_ARC
(21,36),-3.86177 # DEPENDENCYPART_ARC
(21,37),-3.27007 # DEPENDENCYPART_ARC
(21,38),-2.99672 # DEPENDENCYPART_ARC
(21,39),-2.80053 # DEPENDENCYPART_ARC
(21,40),-3.04443 # DEPENDENCYPART_ARC
(21,41),-3.5873 # DEPENDENCYPART_ARC
(21,42),-2.88665 # DEPENDENCYPART_ARC
(21,43),-1.82875 # DEPENDENCYPART_ARC
(21,44),-4.0818 # DEPENDENCYPART_ARC
(21,45),-4.57683 # DEPENDENCYPART_ARC
(21,46),-5.0562 # DEPENDENCYPART_ARC
(21,47),-3.16052 # DEPENDENCYPART_ARC
(22,1),-2.49242 # DEPENDENCYPART_ARC
(22,2),-2.30238 # DEPENDENCYPART_ARC
(22,3),-2.20716 # DEPENDENCYPART_ARC
(22,4),-2.17749 # DEPENDENCYPART_ARC
(22,5),-1.64781 # DEPENDENCYPART_ARC
(22,6),-0.934689 # DEPENDENCYPART_ARC
(22,7),-2.7995 # DEPENDENCYPART_ARC
(22,8),-1.55788 # DEPENDENCYPART_ARC
(22,9),-2.46278 # DEPENDENCYPART_ARC
(22,10),-2.08202 # DEPENDENCYPART_ARC
(22,11),-2.36977 # DEPENDENCYPART_ARC
(22,12),-1.18702 # DEPENDENCYPART_ARC
(22,13),-1.09387 # DEPENDENCYPART_ARC
(22,14),-1.29772 # DEPENDENCYPART_ARC
(22,15),-0.997979 # DEPENDENCYPART_ARC
(22,16),-1.13146 # DEPENDENCYPART_ARC
(22,17),-0.620345 # DEPENDENCYPART_ARC
(22,18),-0.453081 # DEPENDENCYPART_ARC
(22,19),-1.8378 # DEPENDENCYPART_ARC
(22,20),-0.278506 # DEPENDENCYPART_ARC
(22,21),-0.765335 # DEPENDENCYPART_ARC
(22,23),3.34811 # DEPENDENCYPART_ARC
(22,24),1.19756 # DEPENDENCYPART_ARC
(22,25),-0.624806 # DEPENDENCYPART_ARC
(22,26),0.522706 # DEPENDENCYPART_ARC
(22,27),0.848657 # DEPENDENCYPART_ARC
(22,28),-0.532493 # DEPENDENCYPART_ARC
(22,29),-0.507023 # DEPENDENCYPART_ARC
(22,30),-0.752456 # DEPENDENCYPART_ARC
(22,31),-0.686083 # DEPENDENCYPART_ARC
(22,32),-0.130786 # DEPENDENCYPART_ARC
(22,33),-1.04541 # DEPENDENCYPART_ARC
(22,34),-1.57015 # DEPENDENCYPART_ARC
(22,35),-1.00664 # DEPENDENCYPART_ARC
(22,36),-3.41545 # DEPENDENCYPART_ARC
(22,37),-3.06032 # DEPENDENCYPART_ARC
(22,38),-2.49437 # DEPENDENCYPART_ARC
(22,39),-2.30943 # DEPENDENCYPART_ARC
(22,40),-2.43918 # DEPENDENCYPART_ARC
(22,41),-3.58256 # DEPENDENCYPART_ARC
(22,42),-2.74688 # DEPENDENCYPART_ARC
(22,43),-2.01864 # DEPENDENCYPART_ARC
(22,44),-3.61609 # DEPENDENCYPART_ARC
(22,45),-3.74948 # DEPENDENCYPART_ARC
(22,46),-5.04847 # DEPENDENCYPART_ARC
(22,47),-2.92912 # DEPENDENCYPART_ARC
(23,1),-3.29478 # DEPENDENCYPART_ARC
(23,2),-3.24128 # DEPENDENCYPART_ARC
(23,3),-1.72395 # DEPENDENCYPART_ARC
(23,4),-2.41918 # DEPENDENCYPART_ARC
(23,5),-2.0106 # DEPENDENCYPART_ARC
(23,6),-1.16741 # DEPENDENCYPART_ARC
(23,7),-4.36121 # DEPENDENCYPART_ARC
(23,8),-1.63556 # DEPENDENCYPART_ARC
(23,9),-4.37855 # DEPENDENCYPART_ARC
(23,10),-3.35352 # DEPENDENCYPART_ARC
(23,11),-3.48153 # DEPENDENCYPART_ARC
(23,12),-1.36579 # DEPENDENCYPART_ARC
(23,13),-1.17131 # DEPENDENCYPART_ARC
(23,14),-1.41076 # DEPENDENCYPART_ARC
(23,15),-1.41664 # DEPENDENCYPART_ARC
(23,16),-2.39135 # DEPENDENCYPART_ARC
(23,17),-0.886563 # DEPENDENCYPART_ARC
(23,18),-0.668713 # DEPENDENCYPART_ARC
(23,19),-3.5259 # DEPENDENCYPART_ARC
(23,20),-0.609131 # DEPENDENCYPART_ARC
(23,21),-2.287 # DEPENDENCYPART_ARC
(23,22),-1.90353 # DEPENDENCYPART_ARC
(23,24),1.69272 # DEPENDENCYPART_ARC
(23,25),-0.65014 # DEPENDENCYPART_ARC
(23,26),-0.289509 # DEPENDENCYPART_ARC
(23,27),0.51244 # DEPENDENCYPART_ARC
(23,28),-0.933806 # DEPENDENCYPART_ARC
(23,29),-0.415533 # DEPENDENCYPART_ARC
(23,30),-1.56492 # DEPENDENCYPART_ARC
(23,31),-0.883893 # DEPENDENCYPART_ARC
(23,32),-0.474035 # DEPENDENCYPART_ARC
(23,33),-0.600077 # DEPENDENCYPART_ARC
(23,34),-2.35794 # DEPENDENCYPART_ARC
(23,35),-1.20016 # DEPENDENCYPART_ARC
(23,36),-3.97719 # DEPENDENCYPART_ARC
(23,37),-3.29049 # DEPENDENCYPART_ARC
(23,38),-3.0246 # DEPENDENCYPART_ARC
(23,39),-3.17775 # DEPENDENCYPART_ARC
(23,40),-3.89001 # DEPENDENCYPART_ARC
(23,41),-3.74112 # DEPENDENCYPART_ARC
(23,42),-2.49575 # DEPENDENCYPART_ARC
(23,43),-1.7638 # DEPENDENCYPART_ARC
(23,44),-4.71639 # DEPENDENCYPART_ARC
(23,45),-4.29308 # DEPENDENCYPART_ARC
(23,46),-6.03669 # DEPENDENCYPART_ARC
(23,47),-3.08051 # DEPENDENCYPART_ARC
(24,1),-2.15783 # DEPENDENCYPART_ARC
(24,2),-1.55026 # DEPENDENCYPART_ARC
(24,3),-1.30218 # DEPENDENCYPART_ARC
(24,4),-1.03886 # DEPENDENCYPART_ARC
(24,5),-1.84281 # DEPENDENCYPART_ARC
(24,6),-2.47431 # DEPENDENCYPART_ARC
(24,7),-0.290519 # DEPENDENCYPART_ARC
(24,8),-2.34728 # DEPENDENCYPART_ARC
(24,9),-0.770287 # DEPENDENCYPART_ARC
(24,10),-0.984286 # DEPENDENCYPART_ARC
(24,11),-0.550817 # DEPENDENCYPART_ARC
(24,12),-2.40422 # DEPENDENCYPART_ARC
(24,13),-1.26106 # DEPENDENCYPART_ARC
(24,14),-1.15418 # DEPENDENCYPART_ARC
(24,15),-1.01772 # DEPENDENCYPART_ARC
(24,16),-0.503595 # DEPENDENCYPART_ARC
(24,17),-0.815293 # DEPENDENCYPART_ARC
(24,18),-0.833899 # DEPENDENCYPART_ARC
(24,19),-0.069628 # DEPENDENCYPART_ARC
(24,20),-0.934119 # DEPENDENCYPART_ARC
(24,21),-0.214234 # DEPENDENCYPART_ARC
(24,22),-0.149921 # DEPENDENCYPART_ARC
(24,23),0.625192 # DEPENDENCYPART_ARC
(24,25),2.49872 # DEPENDENCYPART_ARC
(24,26),0.709863 # DEPENDENCYPART_ARC
(24,27),0.477635 # DEPENDENCYPART_ARC
(24,28),0.171695 # DEPENDENCYPART_ARC
(24,29),-0.072476 # DEPENDENCYPART_ARC
(24,30),-0.676643 # DEPENDENCYPART_ARC
(24,31),-0.647944 # DEPENDENCYPART_ARC
(24,32),-0.909311 # DEPENDENCYPART_ARC
(24,33),-0.763951 # DEPENDENCYPART_ARC
(24,34),-0.42908 # DEPENDENCYPART_ARC
(24,35),-1.24619 # DEPENDENCYPART_ARC
(24,36),-1.33129 # DEPENDENCYPART_ARC
(24,37),-2.14978 # DEPENDENCYPART_ARC
(24,38),-2.58499 # DEPENDENCYPART_ARC
(24,39),-2.98687 # DEPENDENCYPART_ARC
(24,40),-3.09275 # DEPENDENCYPART_ARC
(24,41),-2.14803 # DEPENDENCYPART_ARC
(24,42),-1.89498 # DEPENDENCYPART_ARC
(24,43),-1.4638 # DEPENDENCYPART_ARC
(24,44),-3.51289 # DEPENDENCYPART_ARC
(24,45),-3.89575 # DEPENDENCYPART_ARC
(24,46),-1.019 # DEPENDENCYPART_ARC
(24,47),-3.00927 # DEPENDENCYPART_ARC
(25,1),-2.86847 # DEPENDENCYPART_ARC
(25,2),-3.79021 # DEPENDENCYPART_ARC
(25,3),-3.55932 # DEPENDENCYPART_ARC
(25,4),-2.41577 # DEPENDENCYPART_ARC
(25,5),-1.72761 # DEPENDENCYPART_ARC
(25,6),-1.02278 # DEPENDENCYPART_ARC
(25,7),-3.7203 # DEPENDENCYPART_ARC
(25,8),-1.6961 # DEPENDENCYPART_ARC
(25,9),-3.59613 # DEPENDENCYPART_ARC
(25,10),-3.24971 # DEPENDENCYPART_ARC
(25,11),-4.00957 # DEPENDENCYPART_ARC
(25,12),-1.52695 # DEPENDENCYPART_ARC
(25,13),-1.23298 # DEPENDENCYPART_ARC
(25,14),-1.28605 # DEPENDENCYPART_ARC
(25,15),-1.23037 # DEPENDENCYPART_ARC
(25,16),-1.80817 # DEPENDENCYPART_ARC
(25,17),-0.923856 # DEPENDENCYPART_ARC
(25,18),-0.541686 # DEPENDENCYPART_ARC
(25,19),-3.00037 # DEPENDENCYPART_ARC
(25,20),-0.78226 # DEPENDENCYPART_ARC
(25,21),-2.448 # DEPENDENCYPART_ARC
(25,22),-2.28801 # DEPENDENCYPART_ARC
(25,23),-2.36768 # DEPENDENCYPART_ARC
(25,24),0.177824 # DEPENDENCYPART_ARC
(25,26),2.42351 # DEPENDENCYPART_ARC
(25,27),1.33903 # DEPENDENCYPART_ARC
(25,28),-0.684789 # DEPENDENCYPART_ARC
(25,29),0.14483 # DEPENDENCYPART_ARC
(25,30),-0.110142 # DEPENDENCYPART_ARC
(25,31),-0.542552 # DEPENDENCYPART_ARC
(25,32),-0.369719 # DEPENDENCYPART_ARC
(25,33),-0.388022 # DEPENDENCYPART_ARC
(25,34),-0.952442 # DEPENDENCYPART_ARC
(25,35),-1.01618 # DEPENDENCYPART_ARC
(25,36),-3.53471 # DEPENDENCYPART_ARC
(25,37),-1.95612 # DEPENDENCYPART_ARC
(25,38),-1.59332 # DEPENDENCYPART_ARC
(25,39),-1.7794 # DEPENDENCYPART_ARC
(25,40),-2.4173 # DEPENDENCYPART_ARC
(25,41),-3.57982 # DEPENDENCYPART_ARC
(25,42),-1.85464 # DEPENDENCYPART_ARC
(25,43),-1.30685 # DEPENDENCYPART_ARC
(25,44),-2.92256 # DEPENDENCYPART_ARC
(25,45),-3.29881 # DEPENDENCYPART_ARC
(25,46),-4.89293 # DEPENDENCYPART_ARC
(25,47),-2.40818 # DEPENDENCYPART_ARC
(26,1),-2.98853 # DEPENDENCYPART_ARC
(26,2),-2.82126 # DEPENDENCYPART_ARC
(26,3),-2.02477 # DEPENDENCYPART_ARC
(26,4),-3.01235 # DEPENDENCYPART_ARC
(26,5),-2.54682 # DEPENDENCYPART_ARC
(26,6),-1.33917 # DEPENDENCYPART_ARC
(26,7),-3.17914 # DEPENDENCYPART_ARC
(26,8),-2.12923 # DEPENDENCYPART_ARC
(26,9),-3.17403 # DEPENDENCYPART_ARC
(26,10),-2.93743 # DEPENDENCYPART_ARC
(26,11),-2.87117 # DEPENDENCYPART_ARC
(26,12),-1.92908 # DEPENDENCYPART_ARC
(26,13),-1.4572 # DEPENDENCYPART_ARC
(26,14),-1.50253 # DEPENDENCYPART_ARC
(26,15),-1.84611 # DEPENDENCYPART_ARC
(26,16),-1.85256 # DEPENDENCYPART_ARC
(26,17),-1.15112 # DEPENDENCYPART_ARC
(26,18),-1.02521 # DEPENDENCYPART_ARC
(26,19),-2.45468 # DEPENDENCYPART_ARC
(26,20),-1.23103 # DEPENDENCYPART_ARC
(26,21),-2.28896 # DEPENDENCYPART_ARC
(26,22),-2.10212 # DEPENDENCYPART_ARC
(26,23),-1.89113 # DEPENDENCYPART_ARC
(26,24),-0.730754 # DEPENDENCYPART_ARC
(26,25),-1.44239 # DEPENDENCYPART_ARC
(26,27),0.342403 # DEPENDENCYPART_ARC
(26,28),-0.0662211 # DEPENDENCYPART_ARC
(26,29),-1.25026 # DEPENDENCYPART_ARC
(26,30),-2.03867 # DEPENDENCYPART_ARC
(26,31),-1.79059 # DEPENDENCYPART_ARC
(26,32),-1.72224 # DEPENDENCYPART_ARC
(26,33),-1.51594 # DEPENDENCYPART_ARC
(26,34),-2.58337 # DEPENDENCYPART_ARC
(26,35),-2.35698 # DEPENDENCYPART_ARC
(26,36),-4.16976 # DEPENDENCYPART_ARC
(26,37),-4.58351 # DEPENDENCYPART_ARC
(26,38),-3.35542 # DEPENDENCYPART_ARC
(26,39),-3.48364 # DEPENDENCYPART_ARC
(26,40),-4.69978 # DEPENDENCYPART_ARC
(26,41),-4.44899 # DEPENDENCYPART_ARC
(26,42),-3.28452 # DEPENDENCYPART_ARC
(26,43),-2.84379 # DEPENDENCYPART_ARC
(26,44),-5.28915 # DEPENDENCYPART_ARC
(26,45),-4.74397 # DEPENDENCYPART_ARC
(26,46),-5.71901 # DEPENDENCYPART_ARC
(26,47),-3.94509 # DEPENDENCYPART_ARC
(27,1),-2.70517 # DEPENDENCYPART_ARC
(27,2),-1.57497 # DEPENDENCYPART_ARC
(27,3),-0.208071 # DEPENDENCYPART_ARC
(27,4),-2.2021 # DEPENDENCYPART_ARC
(27,5),-2.44917 # DEPENDENCYPART_ARC
(27,6),-0.968461 # DEPENDENCYPART_ARC
(27,7),-0.946098 # DEPENDENCYPART_ARC
(27,8),-0.923886 # DEPENDENCYPART_ARC
(27,9),-0.705761 # DEPENDENCYPART_ARC
(27,10),-1.04384 # DEPENDENCYPART_ARC
(27,11),-0.787698 # DEPENDENCYPART_ARC
(27,12),-0.831113 # DEPENDENCYPART_ARC
(27,13),-0.739196 # DEPENDENCYPART_ARC
(27,14),-0.0676392 # DEPENDENCYPART_ARC
(27,15),-0.905922 # DEPENDENCYPART_ARC
(27,16),-0.250607 # DEPENDENCYPART_ARC
(27,17),0.430816 # DEPENDENCYPART_ARC
(27,18),-0.107977 # DEPENDENCYPART_ARC
(27,19),0.0627024 # DEPENDENCYPART_ARC
(27,20),-0.391221 # DEPENDENCYPART_ARC
(27,21),0.334929 # DEPENDENCYPART_ARC
(27,22),-0.193237 # DEPENDENCYPART_ARC
(27,23),0.161413 # DEPENDENCYPART_ARC
(27,24),0.152662 # DEPENDENCYPART_ARC
(27,25),0.91286 # DEPENDENCYPART_ARC
(27,26),1.33641 # DEPENDENCYPART_ARC
(27,28),1.5997 # DEPENDENCYPART_ARC
(27,29),-0.0128351 # DEPENDENCYPART_ARC
(27,30),0.4992 # DEPENDENCYPART_ARC
(27,31),-0.0449546 # DEPENDENCYPART_ARC
(27,32),-0.240839 # DEPENDENCYPART_ARC
(27,33),-0.542276 # DEPENDENCYPART_ARC
(27,34),0.103076 # DEPENDENCYPART_ARC
(27,35),-1.37332 # DEPENDENCYPART_ARC
(27,36),-0.108081 # DEPENDENCYPART_ARC
(27,37),-0.60422 # DEPENDENCYPART_ARC
(27,38),-0.830348 # DEPENDENCYPART_ARC
(27,39),-0.57161 # DEPENDENCYPART_ARC
(27,40),-1.00421 # DEPENDENCYPART_ARC
(27,41),-0.864994 # DEPENDENCYPART_ARC
(27,42),-1.34787 # DEPENDENCYPART_ARC
(27,43),-1.30295 # DEPENDENCYPART_ARC
(27,44),-2.27823 # DEPENDENCYPART_ARC
(27,45),-1.01645 # DEPENDENCYPART_ARC
(27,46),-1.94575 # DEPENDENCYPART_ARC
(27,47),-1.19087 # DEPENDENCYPART_ARC
(28,1),-2.94335 # DEPENDENCYPART_ARC
(28,2),-2.40514 # DEPENDENCYPART_ARC
(28,3),-2.11102 # DEPENDENCYPART_ARC
(28,4),-3.8572 # DEPENDENCYPART_ARC
(28,5),-1.60021 # DEPENDENCYPART_ARC
(28,6),-2.31392 # DEPENDENCYPART_ARC
(28,7),-4.75543 # DEPENDENCYPART_ARC
(28,8),-1.50365 # DEPENDENCYPART_ARC
(28,9),-4.16884 # DEPENDENCYPART_ARC
(28,10),-3.1392 # DEPENDENCYPART_ARC
(28,11),-3.96301 # DEPENDENCYPART_ARC
(28,12),-1.1907 # DEPENDENCYPART_ARC
(28,13),-1.51705 # DEPENDENCYPART_ARC
(28,14),-1.7448 # DEPENDENCYPART_ARC
(28,15),-1.06889 # DEPENDENCYPART_ARC
(28,16),-2.96799 # DEPENDENCYPART_ARC
(28,17),-0.949705 # DEPENDENCYPART_ARC
(28,18),-1.2361 # DEPENDENCYPART_ARC
(28,19),-3.55176 # DEPENDENCYPART_ARC
(28,20),-1.00083 # DEPENDENCYPART_ARC
(28,21),-2.04705 # DEPENDENCYPART_ARC
(28,22),-2.08097 # DEPENDENCYPART_ARC
(28,23),-2.67792 # DEPENDENCYPART_ARC
(28,24),-0.558166 # DEPENDENCYPART_ARC
(28,25),-2.41409 # DEPENDENCYPART_ARC
(28,26),-1.02935 # DEPENDENCYPART_ARC
(28,27),0.193662 # DEPENDENCYPART_ARC
(28,29),1.11565 # DEPENDENCYPART_ARC
(28,30),0.218437 # DEPENDENCYPART_ARC
(28,31),-0.00686836 # DEPENDENCYPART_ARC
(28,32),-0.224121 # DEPENDENCYPART_ARC
(28,33),-0.248851 # DEPENDENCYPART_ARC
(28,34),-0.881809 # DEPENDENCYPART_ARC
(28,35),-0.315812 # DEPENDENCYPART_ARC
(28,36),-1.31896 # DEPENDENCYPART_ARC
(28,37),-2.29405 # DEPENDENCYPART_ARC
(28,38),-1.71035 # DEPENDENCYPART_ARC
(28,39),-1.91172 # DEPENDENCYPART_ARC
(28,40),-2.04831 # DEPENDENCYPART_ARC
(28,41),-1.62064 # DEPENDENCYPART_ARC
(28,42),-1.46993 # DEPENDENCYPART_ARC
(28,43),-0.739536 # DEPENDENCYPART_ARC
(28,44),-2.28838 # DEPENDENCYPART_ARC
(28,45),-2.28594 # DEPENDENCYPART_ARC
(28,46),-1.85659 # DEPENDENCYPART_ARC
(28,47),-1.74475 # DEPENDENCYPART_ARC
(29,1),-1.58619 # DEPENDENCYPART_ARC
(29,2),-1.29344 # DEPENDENCYPART_ARC
(29,3),-1.06959 # DEPENDENCYPART_ARC
(29,4),-1.79662 # DEPENDENCYPART_ARC
(29,5),-1.55953 # DEPENDENCYPART_ARC
(29,6),-1.62207 # DEPENDENCYPART_ARC
(29,7),-1.8722 # DEPENDENCYPART_ARC
(29,8),-1.35471 # DEPENDENCYPART_ARC
(29,9),-1.378 # DEPENDENCYPART_ARC
(29,10),-1.38485 # DEPENDENCYPART_ARC
(29,11),-1.26268 # DEPENDENCYPART_ARC
(29,12),-0.935962 # DEPENDENCYPART_ARC
(29,13),-1.16597 # DEPENDENCYPART_ARC
(29,14),-0.906601 # DEPENDENCYPART_ARC
(29,15),-0.883966 # DEPENDENCYPART_ARC
(29,16),-1.06239 # DEPENDENCYPART_ARC
(29,17),-0.953298 # DEPENDENCYPART_ARC
(29,18),-0.755817 # DEPENDENCYPART_ARC
(29,19),-0.791588 # DEPENDENCYPART_ARC
(29,20),-0.545332 # DEPENDENCYPART_ARC
(29,21),-0.651662 # DEPENDENCYPART_ARC
(29,22),-0.425476 # DEPENDENCYPART_ARC
(29,23),-0.386296 # DEPENDENCYPART_ARC
(29,24),-0.19606 # DEPENDENCYPART_ARC
(29,25),0.0587499 # DEPENDENCYPART_ARC
(29,26),0.219257 # DEPENDENCYPART_ARC
(29,27),-0.182516 # DEPENDENCYPART_ARC
(29,28),0.307598 # DEPENDENCYPART_ARC
(29,30),2.56017 # DEPENDENCYPART_ARC
(29,31),0.7069 # DEPENDENCYPART_ARC
(29,32),0.00660344 # DEPENDENCYPART_ARC
(29,33),0.955707 # DEPENDENCYPART_ARC
(29,34),0.275957 # DEPENDENCYPART_ARC
(29,35),-0.251657 # DEPENDENCYPART_ARC
(29,36),0.0797297 # DEPENDENCYPART_ARC
(29,37),-0.548485 # DEPENDENCYPART_ARC
(29,38),-0.819493 # DEPENDENCYPART_ARC
(29,39),-0.917295 # DEPENDENCYPART_ARC
(29,40),-1.01613 # DEPENDENCYPART_ARC
(29,41),-0.46285 # DEPENDENCYPART_ARC
(29,42),-0.88438 # DEPENDENCYPART_ARC
(29,43),-1.41199 # DEPENDENCYPART_ARC
(29,44),-0.37342 # DEPENDENCYPART_ARC
(29,45),-2.01565 # DEPENDENCYPART_ARC
(29,46),-0.694885 # DEPENDENCYPART_ARC
(29,47),-1.52493 # DEPENDENCYPART_ARC
(30,1),-2.8448 # DEPENDENCYPART_ARC
(30,2),-3.02575 # DEPENDENCYPART_ARC
(30,3),-2.87344 # DEPENDENCYPART_ARC
(30,4),-2.23783 # DEPENDENCYPART_ARC
(30,5),-1.82225 # DEPENDENCYPART_ARC
(30,6),-1.32485 # DEPENDENCYPART_ARC
(30,7),-3.32553 # DEPENDENCYPART_ARC
(30,8),-2.11078 # DEPENDENCYPART_ARC
(30,9),-3.21592 # DEPENDENCYPART_ARC
(30,10),-2.45498 # DEPENDENCYPART_ARC
(30,11),-2.24844 # DEPENDENCYPART_ARC
(30,12),-1.5464 # DEPENDENCYPART_ARC
(30,13),-1.17484 # DEPENDENCYPART_ARC
(30,14),-1.16506 # DEPENDENCYPART_ARC
(30,15),-1.15689 # DEPENDENCYPART_ARC
(30,16),-1.812 # DEPENDENCYPART_ARC
(30,17),-0.977319 # DEPENDENCYPART_ARC
(30,18),-0.587663 # DEPENDENCYPART_ARC
(30,19),-2.41831 # DEPENDENCYPART_ARC
(30,20),-0.963668 # DEPENDENCYPART_ARC
(30,21),-1.98761 # DEPENDENCYPART_ARC
(30,22),-1.88508 # DEPENDENCYPART_ARC
(30,23),-1.27433 # DEPENDENCYPART_ARC
(30,24),-0.821826 # DEPENDENCYPART_ARC
(30,25),-1.93124 # DEPENDENCYPART_ARC
(30,26),-1.05953 # DEPENDENCYPART_ARC
(30,27),-0.433466 # DEPENDENCYPART_ARC
(30,28),-0.971312 # DEPENDENCYPART_ARC
(30,29),0.145722 # DEPENDENCYPART_ARC
(30,31),0.695204 # DEPENDENCYPART_ARC
(30,32),-0.457544 # DEPENDENCYPART_ARC
(30,33),-0.934824 # DEPENDENCYPART_ARC
(30,34),-1.40401 # DEPENDENCYPART_ARC
(30,35),-1.55106 # DEPENDENCYPART_ARC
(30,36),-3.03325 # DEPENDENCYPART_ARC
(30,37),-3.06832 # DEPENDENCYPART_ARC
(30,38),-2.43392 # DEPENDENCYPART_ARC
(30,39),-2.27997 # DEPENDENCYPART_ARC
(30,40),-3.22472 # DEPENDENCYPART_ARC
(30,41),-3.39307 # DEPENDENCYPART_ARC
(30,42),-2.68969 # DEPENDENCYPART_ARC
(30,43),-2.17759 # DEPENDENCYPART_ARC
(30,44),-4.1815 # DEPENDENCYPART_ARC
(30,45),-3.05892 # DEPENDENCYPART_ARC
(30,46),-3.77467 # DEPENDENCYPART_ARC
(30,47),-2.8684 # DEPENDENCYPART_ARC
(31,1),-3.68007 # DEPENDENCYPART_ARC
(31,2),-3.93001 # DEPENDENCYPART_ARC
(31,3),-2.06585 # DEPENDENCYPART_ARC
(31,4),-4.25554 # DEPENDENCYPART_ARC
(31,5),-2.62048 # DEPENDENCYPART_ARC
(31,6),-2.72111 # DEPENDENCYPART_ARC
(31,7),-3.66169 # DEPENDENCYPART_ARC
(31,8),-2.79814 # DEPENDENCYPART_ARC
(31,9),-3.19361 # DEPENDENCYPART_ARC
(31,10),-3.02373 # DEPENDENCYPART_ARC
(31,11),-2.75196 # DEPENDENCYPART_ARC
(31,12),-2.44781 # DEPENDENCYPART_ARC
(31,13),-2.39006 # DEPENDENCYPART_ARC
(31,14),-2.05879 # DEPENDENCYPART_ARC
(31,15),-1.85904 # DEPENDENCYPART_ARC
(31,16),-2.74553 # DEPENDENCYPART_ARC
(31,17),-2.40763 # DEPENDENCYPART_ARC
(31,18),-2.03422 # DEPENDENCYPART_ARC
(31,19),-2.18211 # DEPENDENCYPART_ARC
(31,20),-1.92913 # DEPENDENCYPART_ARC
(31,21),-1.68447 # DEPENDENCYPART_ARC
(31,22),-1.58899 # DEPENDENCYPART_ARC
(31,23),-1.65069 # DEPENDENCYPART_ARC
(31,24),-1.42649 # DEPENDENCYPART_ARC
(31,25),-1.20943 # DEPENDENCYPART_ARC
(31,26),-0.987434 # DEPENDENCYPART_ARC
(31,27),-1.33927 # DEPENDENCYPART_ARC
(31,28),-1.17161 # DEPENDENCYPART_ARC
(31,29),-0.448062 # DEPENDENCYPART_ARC
(31,30),-0.597396 # DEPENDENCYPART_ARC
(31,32),-0.939294 # DEPENDENCYPART_ARC
(31,33),-1.79144 # DEPENDENCYPART_ARC
(31,34),-1.81089 # DEPENDENCYPART_ARC
(31,35),-2.04889 # DEPENDENCYPART_ARC
(31,36),-1.85623 # DEPENDENCYPART_ARC
(31,37),-2.61645 # DEPENDENCYPART_ARC
(31,38),-2.68092 # DEPENDENCYPART_ARC
(31,39),-2.72696 # DEPENDENCYPART_ARC
(31,40),-2.74165 # DEPENDENCYPART_ARC
(31,41),-2.40865 # DEPENDENCYPART_ARC
(31,42),-2.73401 # DEPENDENCYPART_ARC
(31,43),-2.40799 # DEPENDENCYPART_ARC
(31,44),-2.98809 # DEPENDENCYPART_ARC
(31,45),-3.11571 # DEPENDENCYPART_ARC
(31,46),-3.20546 # DEPENDENCYPART_ARC
(31,47),-2.69506 # DEPENDENCYPART_ARC
(32,1),-4.0221 # DEPENDENCYPART_ARC
(32,2),-2.4908 # DEPENDENCYPART_ARC
(32,3),-1.0212 # DEPENDENCYPART_ARC
(32,4),-3.34977 # DEPENDENCYPART_ARC
(32,5),-3.52361 # DEPENDENCYPART_ARC
(32,6),-1.3105 # DEPENDENCYPART_ARC
(32,7),-2.51492 # DEPENDENCYPART_ARC
(32,8),-1.41937 # DEPENDENCYPART_ARC
(32,9),-2.21696 # DEPENDENCYPART_ARC
(32,10),-2.28283 # DEPENDENCYPART_ARC
(32,11),-2.18768 # DEPENDENCYPART_ARC
