# _root_ وَ كانَ خَطُّ الإِنْتاجِ هٰذا قَد بَدَأَ بِناؤُ هُ فِي مايُو 2002 , وَ طاقَتُ هُ الإِنْتاجِيَّةُ التصميمية 150 أَلْفَ طُنِّ سَنَوِيّاً , وَ مُنْتَجاتُ هُ تُناسِبُ قِطاعَيْ العُمْرانِ وَ الأَجْهِزَةِ الكَهْرَبائِيَّةِ المَنْزِلِيَّةِ .
#goldHeads=0,14,2,3,3,7,2,7,8,7,10,11,12,0,19,15,15,15,14,19,20,19,22,14,27,25,14,27,30,28,30,31,31,0,
#predictedHeads=0,0,2,3,4,7,2,7,8,7,10,11,12,3,14,15,15,15,18,19,20,21,22,14,24,25,25,27,30,28,30,31,31,0,
(1,14),(14,12),-0.837473 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.875105 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-1.09367 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.813827 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.745917 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.742343 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.841932 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-1.11196 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.981626 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.764687 # DEPENDENCYPART_GRANDPAR
(1,14),(14,23),-0.932909 # DEPENDENCYPART_GRANDPAR
(1,14),(14,24),-0.999662 # DEPENDENCYPART_GRANDPAR
(1,14),(14,25),-1.00951 # DEPENDENCYPART_GRANDPAR
(1,14),(14,26),-0.695156 # DEPENDENCYPART_GRANDPAR
(1,14),(14,27),-0.54222 # DEPENDENCYPART_GRANDPAR
(1,14),(14,28),-1.05861 # DEPENDENCYPART_GRANDPAR
(1,14),(14,29),-0.993569 # DEPENDENCYPART_GRANDPAR
(1,14),(14,30),-1.08715 # DEPENDENCYPART_GRANDPAR
(1,14),(14,31),-0.985145 # DEPENDENCYPART_GRANDPAR
(1,14),(14,34),-1.74748 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.25366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0234585 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.828739 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.738442 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.440988 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.834331 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.301363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0707489 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.158487 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.408504 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.123551 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.333414 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),0.0474957 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.421467 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.190071 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.362088 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.834331 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.300512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.750223 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.136967 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.389736 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.0925332 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.293412 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),0.0259749 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.374662 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),0.34313 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.772601 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0354806 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0607447 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.257452 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.842896 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.437654 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.369621 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.602329 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.463941 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),0.183291 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.575618 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.183552 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.238633 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),0.293297 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),0.400041 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),0.24075 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.127014 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.0114659 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.291081 # DEPENDENCYPART_GRANDPAR
(2,7),(7,20),0.0587084 # DEPENDENCYPART_GRANDPAR
(2,7),(7,21),-0.098677 # DEPENDENCYPART_GRANDPAR
(2,7),(7,22),0.237711 # DEPENDENCYPART_GRANDPAR
(2,7),(7,23),0.23622 # DEPENDENCYPART_GRANDPAR
(2,7),(7,24),0.160881 # DEPENDENCYPART_GRANDPAR
(2,7),(7,25),0.0259278 # DEPENDENCYPART_GRANDPAR
(2,7),(7,28),0.0561775 # DEPENDENCYPART_GRANDPAR
(2,7),(7,29),-0.491183 # DEPENDENCYPART_GRANDPAR
(2,7),(7,30),-0.137938 # DEPENDENCYPART_GRANDPAR
(2,7),(7,32),-0.767924 # DEPENDENCYPART_GRANDPAR
(2,7),(7,33),-0.82453 # DEPENDENCYPART_GRANDPAR
(2,7),(7,34),-0.160712 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.300511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,6),0.481928 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),0.0236097 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),0.392321 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.173326 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.278486 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.155237 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.345343 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),0.0811198 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.219552 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.221788 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.0749282 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.090682 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.841578 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.530808 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.203971 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.249896 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.0699613 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.327372 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),0.14029 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.176305 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.155059 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.12275 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.233759 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.204512 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.241383 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.105584 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.339315 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.169562 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.26854 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),0.0591813 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.260612 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.0702145 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.424604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,11),-0.0633991 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.301128 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.96198 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.344503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.720471 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.0948775 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.0964927 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.521535 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),0.101882 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),0.196433 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.191068 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.336631 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),0.0728842 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.272366 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),0.240021 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.289162 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.130907 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.211766 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.0442169 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.275593 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),0.114586 # DEPENDENCYPART_GRANDPAR
(2,14),(14,21),-0.0532942 # DEPENDENCYPART_GRANDPAR
(2,14),(14,22),0.142943 # DEPENDENCYPART_GRANDPAR
(2,14),(14,23),0.127716 # DEPENDENCYPART_GRANDPAR
(2,14),(14,24),0.120969 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),0.0743392 # DEPENDENCYPART_GRANDPAR
(2,14),(14,26),-0.330326 # DEPENDENCYPART_GRANDPAR
(2,14),(14,27),-0.852151 # DEPENDENCYPART_GRANDPAR
(2,14),(14,28),0.104589 # DEPENDENCYPART_GRANDPAR
(2,14),(14,29),-0.442772 # DEPENDENCYPART_GRANDPAR
(2,14),(14,30),-0.17785 # DEPENDENCYPART_GRANDPAR
(2,14),(14,31),-0.101262 # DEPENDENCYPART_GRANDPAR
(2,14),(14,34),-0.257992 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.349989 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),0.160362 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.142767 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.471085 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.0235107 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.263516 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.00311797 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),0.30749 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.131193 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.408386 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.322507 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.111325 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.279207 # DEPENDENCYPART_GRANDPAR
(2,18),(18,22),0.0667355 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),0.0993419 # DEPENDENCYPART_GRANDPAR
(2,18),(18,24),0.113958 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.154703 # DEPENDENCYPART_GRANDPAR
(2,18),(18,28),-0.124453 # DEPENDENCYPART_GRANDPAR
(2,18),(18,31),-0.330255 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.107347 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.198638 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.0737599 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.263913 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),0.106286 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),0.130107 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),0.0326349 # DEPENDENCYPART_GRANDPAR
(2,19),(19,27),-0.700336 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.483125 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),0.230584 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.0526199 # DEPENDENCYPART_GRANDPAR
(2,24),(24,2),-0.344503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,24),(24,3),0.720471 # DEPENDENCYPART_GRANDPAR
(2,24),(24,4),-0.0948775 # DEPENDENCYPART_GRANDPAR
(2,24),(24,6),0.521535 # DEPENDENCYPART_GRANDPAR
(2,24),(24,7),0.101882 # DEPENDENCYPART_GRANDPAR
(2,24),(24,8),0.196433 # DEPENDENCYPART_GRANDPAR
(2,24),(24,9),-0.191068 # DEPENDENCYPART_GRANDPAR
(2,24),(24,10),0.336631 # DEPENDENCYPART_GRANDPAR
(2,24),(24,11),0.0728842 # DEPENDENCYPART_GRANDPAR
(2,24),(24,12),-0.272366 # DEPENDENCYPART_GRANDPAR
(2,24),(24,13),0.240021 # DEPENDENCYPART_GRANDPAR
(2,24),(24,15),-0.0267569 # DEPENDENCYPART_GRANDPAR
(2,24),(24,16),-0.434229 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.401146 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),-0.112868 # DEPENDENCYPART_GRANDPAR
(2,24),(24,19),-0.320163 # DEPENDENCYPART_GRANDPAR
(2,24),(24,20),-0.198411 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.366117 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.0618104 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),0.182944 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),0.0743392 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),-0.330326 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-0.852151 # DEPENDENCYPART_GRANDPAR
(2,24),(24,28),0.104589 # DEPENDENCYPART_GRANDPAR
(2,24),(24,29),-0.442772 # DEPENDENCYPART_GRANDPAR
(2,24),(24,30),-0.17785 # DEPENDENCYPART_GRANDPAR
(2,24),(24,31),-0.101262 # DEPENDENCYPART_GRANDPAR
(2,24),(24,32),-0.852676 # DEPENDENCYPART_GRANDPAR
(2,24),(24,33),-0.909282 # DEPENDENCYPART_GRANDPAR
(2,24),(24,34),-0.257992 # DEPENDENCYPART_GRANDPAR
(2,30),(30,2),-0.344503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,30),(30,3),0.720471 # DEPENDENCYPART_GRANDPAR
(2,30),(30,4),-0.0948775 # DEPENDENCYPART_GRANDPAR
(2,30),(30,7),0.101882 # DEPENDENCYPART_GRANDPAR
(2,30),(30,8),0.196433 # DEPENDENCYPART_GRANDPAR
(2,30),(30,9),-0.191068 # DEPENDENCYPART_GRANDPAR
(2,30),(30,16),-0.434229 # DEPENDENCYPART_GRANDPAR
(2,30),(30,19),-0.320163 # DEPENDENCYPART_GRANDPAR
(2,30),(30,20),-0.198411 # DEPENDENCYPART_GRANDPAR
(2,30),(30,21),-0.366117 # DEPENDENCYPART_GRANDPAR
(2,30),(30,25),-0.241579 # DEPENDENCYPART_GRANDPAR
(2,30),(30,26),-0.633648 # DEPENDENCYPART_GRANDPAR
(2,30),(30,27),-0.72874 # DEPENDENCYPART_GRANDPAR
(2,30),(30,28),-0.21133 # DEPENDENCYPART_GRANDPAR
(2,30),(30,29),-0.75869 # DEPENDENCYPART_GRANDPAR
(2,30),(30,31),-0.101262 # DEPENDENCYPART_GRANDPAR
(2,30),(30,32),-0.852676 # DEPENDENCYPART_GRANDPAR
(2,30),(30,33),-0.909282 # DEPENDENCYPART_GRANDPAR
(2,30),(30,34),-0.257992 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.20057 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.11348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.116017 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.688043 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.595202 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.176561 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.16615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.168682 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.525884 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.644924 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.822654 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.551289 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.942545 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.899858 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.920356 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.568664 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.11844 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.706433 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.903651 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.941359 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-0.654863 # DEPENDENCYPART_GRANDPAR
(3,2),(2,30),-0.888913 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.843208 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.857454 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.381998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.04903 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0275488 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0191013 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0687159 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.217988 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.00515099 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.0660249 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.590066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.401201 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.20959 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.433306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.557078 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0834987 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0467789 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.850515 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.660297 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.330967 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0731623 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.226623 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0554251 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),0.288331 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0997141 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.174088 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.175184 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.115339 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),0.363625 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.260543 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),0.0161921 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.179068 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.09936 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),0.0487512 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.053364 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.397415 # DEPENDENCYPART_GRANDPAR
(3,7),(7,24),0.0291396 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),0.256195 # DEPENDENCYPART_GRANDPAR
(3,7),(7,28),0.151521 # DEPENDENCYPART_GRANDPAR
(3,7),(7,29),0.0933366 # DEPENDENCYPART_GRANDPAR
(3,7),(7,30),-0.204911 # DEPENDENCYPART_GRANDPAR
(3,7),(7,32),-0.62633 # DEPENDENCYPART_GRANDPAR
(3,7),(7,33),-0.571249 # DEPENDENCYPART_GRANDPAR
(3,7),(7,34),-0.960183 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.857454 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.123935 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.215114 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.0306096 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.219458 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.250989 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.18478 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.0780219 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.0981322 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.318148 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.398093 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.11832 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.354172 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0132352 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.338721 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.84834 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.0476876 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.217731 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.408406 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.15957 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.255458 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.243873 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.110406 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),0.265473 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),0.010255 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.220336 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.267203 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.46351 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.877047 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.877785 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.507634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.469626 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.00438663 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.148639 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.330578 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.164143 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.22127 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.179981 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.346019 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.283923 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.346089 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.247156 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.317575 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.252014 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.0311197 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.170378 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.208801 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.0708157 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.0651846 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.53126 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),0.0630324 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),0.139726 # DEPENDENCYPART_GRANDPAR
(3,14),(14,26),-0.528492 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.125664 # DEPENDENCYPART_GRANDPAR
(3,14),(14,28),0.0350522 # DEPENDENCYPART_GRANDPAR
(3,14),(14,29),-0.0231322 # DEPENDENCYPART_GRANDPAR
(3,14),(14,30),-0.171018 # DEPENDENCYPART_GRANDPAR
(3,14),(14,31),-0.110653 # DEPENDENCYPART_GRANDPAR
(3,14),(14,34),-1.08234 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.201247 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.121314 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.44573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,7),-0.944823 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.882189 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0201352 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.020895 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.4984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.534508 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.901704 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.1371 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.801077 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.993954 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.00566 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.974022 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.855651 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.41448 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.950662 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.03589 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.31697 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-0.96929 # DEPENDENCYPART_GRANDPAR
(4,2),(2,30),-1.00746 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.00461525 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.170984 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.52244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.827594 # DEPENDENCYPART_GRANDPAR
