# _root_ وَ تُعارِضُ إِيرانُ ، ثانِي أَكْبَرِ مُنْتِجٍ لِ النَفْطِ فِي أُوبِك حَيْثُ يَبْلُغُ إِنْتاجُ ها 3,7 مِلْيُون بَرْمِيلٍ فِي اليَوْمِ بَيْنَ ها 2,4 مِلْيُون بَرْمِيلٍ مُخَصَّصَةٍ لِ التَصْدِيرِ ، أَيَّ رَفْعٍ لِ الإِنْتاجِ رَغْمَ اِعْتِمادِ ها عَلَى عائِداتِ النَفْطِ .
#goldHeads=0,0,4,2,4,5,6,7,8,6,10,11,12,13,14,13,16,17,18,19,16,21,21,23,24,23,26,27,4,2,30,31,32,2,34,35,35,37,38,0,
#predictedHeads=0,0,2,3,2,5,6,7,8,9,10,11,12,13,14,13,16,17,13,19,23,21,26,23,24,16,26,27,28,13,30,31,32,30,34,35,35,37,38,0,
(7,3),(3,9),-0.549524 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.176283 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.135848 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),0.140976 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.218745 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.13463 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.182861 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.653116 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.580568 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.00975959 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.108585 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.109597 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0829556 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0770958 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.22043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.219424 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.646771 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.691767 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.850806 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.735891 # DEPENDENCYPART_GRANDPAR
(7,5),(5,13),-0.622009 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.966595 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.788769 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.871891 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.153497 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.280845 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.059727 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.231459 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.13869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.184062 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.565028 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.653606 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.716253 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.575402 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.67319 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.766348 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.686032 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.492922 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.771451 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.592611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.350472 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.127015 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.0798786 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.0804136 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.102854 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.148452 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0867701 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.068836 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.0601052 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.161813 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.111115 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.282978 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.67405 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.670839 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.493694 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.592606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),0.362214 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.0386654 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.07129 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.0943335 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0785399 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.0422738 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.106382 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.143706 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),-0.0836755 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.660128 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-0.744124 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.456 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.561831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),0.42948 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.0052972 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.0439726 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.311859 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.0856678 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),-0.157643 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.313173 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.504528 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.22982 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.271618 # DEPENDENCYPART_GRANDPAR
(7,13),(13,1),-0.676166 # DEPENDENCYPART_GRANDPAR
(7,13),(13,3),-0.830323 # DEPENDENCYPART_GRANDPAR
(7,13),(13,4),-0.706609 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.518955 # DEPENDENCYPART_GRANDPAR
(7,13),(13,7),-0.688552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,13),(13,8),0.305349 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.132184 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.165576 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.437859 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.283833 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.152082 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.00515239 # DEPENDENCYPART_GRANDPAR
(7,13),(13,17),-0.00199057 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.192622 # DEPENDENCYPART_GRANDPAR
(7,13),(13,19),-0.00884369 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),0.011295 # DEPENDENCYPART_GRANDPAR
(7,13),(13,21),-0.122003 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.083932 # DEPENDENCYPART_GRANDPAR
(7,13),(13,24),-0.182611 # DEPENDENCYPART_GRANDPAR
(7,13),(13,25),-0.339817 # DEPENDENCYPART_GRANDPAR
(7,13),(13,26),-1.25123 # DEPENDENCYPART_GRANDPAR
(7,13),(13,27),-0.349791 # DEPENDENCYPART_GRANDPAR
(7,13),(13,28),-0.334824 # DEPENDENCYPART_GRANDPAR
(7,13),(13,29),-0.716021 # DEPENDENCYPART_GRANDPAR
(7,13),(13,30),-0.333705 # DEPENDENCYPART_GRANDPAR
(7,13),(13,31),-0.382752 # DEPENDENCYPART_GRANDPAR
(7,13),(13,32),-0.575231 # DEPENDENCYPART_GRANDPAR
(7,13),(13,33),-0.38019 # DEPENDENCYPART_GRANDPAR
(7,13),(13,34),-0.471237 # DEPENDENCYPART_GRANDPAR
(7,13),(13,35),-0.372802 # DEPENDENCYPART_GRANDPAR
(7,13),(13,37),-0.359353 # DEPENDENCYPART_GRANDPAR
(7,13),(13,38),-0.398674 # DEPENDENCYPART_GRANDPAR
(7,13),(13,39),-0.741715 # DEPENDENCYPART_GRANDPAR
(7,13),(13,40),-1.20456 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),-0.315015 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),-0.372031 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.11147 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.319679 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.318231 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),-0.489991 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.286852 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),-0.283854 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),-0.282462 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-1.4299 # DEPENDENCYPART_GRANDPAR
(7,16),(16,29),-0.774034 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.111462 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.379108 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.267888 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.221489 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.17965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,16),-0.836973 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.148939 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.49689 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.307689 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.48034 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.170423 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.285251 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.17643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.245974 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.779367 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.744353 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.615227 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.838387 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-1.12324 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.823386 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-1.20657 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.44379 # DEPENDENCYPART_GRANDPAR
(8,2),(2,19),-1.01538 # DEPENDENCYPART_GRANDPAR
(8,2),(2,20),-1.39832 # DEPENDENCYPART_GRANDPAR
(8,2),(2,21),-1.42661 # DEPENDENCYPART_GRANDPAR
(8,2),(2,24),-1.44105 # DEPENDENCYPART_GRANDPAR
(8,2),(2,25),-1.70117 # DEPENDENCYPART_GRANDPAR
(8,2),(2,26),-1.33797 # DEPENDENCYPART_GRANDPAR
(8,2),(2,27),-0.688775 # DEPENDENCYPART_GRANDPAR
(8,2),(2,30),-1.46567 # DEPENDENCYPART_GRANDPAR
(8,2),(2,31),-1.83392 # DEPENDENCYPART_GRANDPAR
(8,2),(2,32),-0.634604 # DEPENDENCYPART_GRANDPAR
(8,2),(2,34),-0.907873 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.014715 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.189711 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.364833 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.126926 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),-0.169895 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.16134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,10),-0.761026 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.831114 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0692005 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.0606424 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.194498 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0978631 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.0954052 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.189852 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.16692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.265404 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.769722 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.752269 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.604614 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.853726 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-1.36944 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.83656 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-1.00574 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0838484 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.275241 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.116456 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.169318 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.223811 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.16655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.205132 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.764903 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.614669 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.828025 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.0691534 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0605703 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.194522 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.105622 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.16266 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.0671288 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.16692 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.265404 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.769722 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.752269 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.604614 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.853726 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.36944 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.83656 # DEPENDENCYPART_GRANDPAR
(8,9),(9,10),-0.158397 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0865911 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.0259133 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.117889 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.333534 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.74279 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.153019 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.394413 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.723354 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.832653 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.98815 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.793211 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.722775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.226619 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.115956 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.10279 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.31488 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.467348 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.317971 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.118426 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.107397 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-0.677575 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-0.627258 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.905917 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.710979 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.580616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.373216 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.187491 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.232438 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.0843305 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.371483 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.459476 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.693581 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.402758 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.865859 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.944253 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.937243 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.830569 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.798736 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.710613 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.810068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.123337 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.300692 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.293108 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.351326 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.689315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.345969 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.294648 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.930332 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-1.05605 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.792875 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.761042 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.702778 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.776156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),0.272908 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.340457 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.107894 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.509652 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.425984 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.741331 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.273361 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.377924 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.94637 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.996722 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.973013 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.85583 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.824005 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.730602 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.903044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),0.151303 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.466458 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.468925 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.203673 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.144765 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.118547 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.433171 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.0545427 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.272662 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.230481 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.243647 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.309957 # DEPENDENCYPART_GRANDPAR
(9,13),(13,25),-0.639691 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-1.03281 # DEPENDENCYPART_GRANDPAR
(9,13),(13,27),-0.380442 # DEPENDENCYPART_GRANDPAR
(9,13),(13,28),-0.615557 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-0.525376 # DEPENDENCYPART_GRANDPAR
(9,13),(13,30),-0.570256 # DEPENDENCYPART_GRANDPAR
(9,13),(13,31),-0.734359 # DEPENDENCYPART_GRANDPAR
(9,13),(13,32),-0.549155 # DEPENDENCYPART_GRANDPAR
(9,13),(13,33),-0.584886 # DEPENDENCYPART_GRANDPAR
(9,13),(13,34),-0.504686 # DEPENDENCYPART_GRANDPAR
(9,13),(13,35),-0.722643 # DEPENDENCYPART_GRANDPAR
(9,13),(13,37),-0.353804 # DEPENDENCYPART_GRANDPAR
(9,13),(13,38),-0.5321 # DEPENDENCYPART_GRANDPAR
(9,13),(13,39),-1.10464 # DEPENDENCYPART_GRANDPAR
(9,13),(13,40),-1.20977 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.235787 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0967053 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.232138 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.338664 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.648509 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.282089 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.479239 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.277047 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.232825 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.331183 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.530074 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.478925 # DEPENDENCYPART_GRANDPAR
(9,14),(14,32),-0.647638 # DEPENDENCYPART_GRANDPAR
(9,14),(14,34),-0.69137 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.659208 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.484979 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.455663 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.285969 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.431042 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.726794 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.330393 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.564065 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.388768 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-1.2093 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.581202 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),-0.628904 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.398074 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.551821 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.863159 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.425081 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.386419 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.209444 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.357777 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.459998 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.756043 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.0464859 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.16845 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.057187 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),0.00331674 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),0.0471527 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.979329 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),0.149092 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),0.11543 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.137907 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),0.0249397 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.0392461 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),0.0905284 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.25785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-0.896015 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.0901916 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.182345 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.0276535 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.00489071 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),0.0874337 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.0648234 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.170083 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.00433895 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.27712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,11),-0.210872 # DEPENDENCYPART_GRANDPAR
(10,5),(5,12),-0.530376 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.920428 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-1.37696 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.980638 # DEPENDENCYPART_GRANDPAR
(10,5),(5,19),-1.14764 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.0902342 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.182266 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0276819 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0126538 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.00467684 # DEPENDENCYPART_GRANDPAR
