# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,10,2,16,14,16,16,18,19,20,21,21,23,20,25,26,27,0,
(2,10),(10,14),0.0204141 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.420492 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-0.285475 # DEPENDENCYPART_GRANDPAR
(2,10),(10,28),-0.685193 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.316635 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0526628 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.210086 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.0980095 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.0980912 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.331762 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),0.0455038 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.0500919 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.86012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,11),-0.0523836 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.254586 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.00800083 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-1.0024 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.165739 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.769091 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.0816981 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.287326 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.0361605 # DEPENDENCYPART_GRANDPAR
(2,14),(14,20),-0.0803785 # DEPENDENCYPART_GRANDPAR
(2,14),(14,25),0.0422999 # DEPENDENCYPART_GRANDPAR
(2,14),(14,29),-0.435242 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.740545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),0.3092 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.325379 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.084386 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),0.181883 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.21849 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.717925 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.0437044 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.175556 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),0.167655 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.611538 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.28314 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),0.0666064 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.0779052 # DEPENDENCYPART_GRANDPAR
(2,16),(16,20),-0.297597 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.42344 # DEPENDENCYPART_GRANDPAR
(2,16),(16,22),-0.468424 # DEPENDENCYPART_GRANDPAR
(2,16),(16,24),-0.436396 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),0.0827122 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-0.191723 # DEPENDENCYPART_GRANDPAR
(2,16),(16,27),-0.461867 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.991394 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.752373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,15),-0.749658 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.035219 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.0972274 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.010408 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.311157 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.369758 # DEPENDENCYPART_GRANDPAR
(2,19),(19,23),0.0119986 # DEPENDENCYPART_GRANDPAR
(2,19),(19,24),-0.315688 # DEPENDENCYPART_GRANDPAR
(2,19),(19,25),0.176267 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.419976 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.471858 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.286855 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.437021 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),0.0834444 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-0.191723 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),-0.458402 # DEPENDENCYPART_GRANDPAR
(2,20),(20,28),-0.566514 # DEPENDENCYPART_GRANDPAR
(2,21),(21,16),-0.451279 # DEPENDENCYPART_GRANDPAR
(2,21),(21,19),-0.0601009 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.440097 # DEPENDENCYPART_GRANDPAR
(2,21),(21,22),-0.434258 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.297058 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.00975739 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-0.210474 # DEPENDENCYPART_GRANDPAR
(2,21),(21,29),-0.509158 # DEPENDENCYPART_GRANDPAR
(2,23),(23,20),-0.347111 # DEPENDENCYPART_GRANDPAR
(2,23),(23,21),-0.465981 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.415958 # DEPENDENCYPART_GRANDPAR
(2,23),(23,25),0.0659709 # DEPENDENCYPART_GRANDPAR
(2,23),(23,26),-0.194082 # DEPENDENCYPART_GRANDPAR
(2,23),(23,27),-0.46319 # DEPENDENCYPART_GRANDPAR
(2,23),(23,28),-0.551976 # DEPENDENCYPART_GRANDPAR
(2,23),(23,29),-0.540141 # DEPENDENCYPART_GRANDPAR
(2,25),(25,1),-1.12232 # DEPENDENCYPART_GRANDPAR
(2,25),(25,2),-0.897344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,25),(25,3),0.317726 # DEPENDENCYPART_GRANDPAR
(2,25),(25,4),0.250944 # DEPENDENCYPART_GRANDPAR
(2,25),(25,5),-0.0305591 # DEPENDENCYPART_GRANDPAR
(2,25),(25,7),0.171409 # DEPENDENCYPART_GRANDPAR
(2,25),(25,8),-0.209964 # DEPENDENCYPART_GRANDPAR
(2,25),(25,9),-0.819989 # DEPENDENCYPART_GRANDPAR
(2,25),(25,11),-0.0205308 # DEPENDENCYPART_GRANDPAR
(2,25),(25,15),-0.800673 # DEPENDENCYPART_GRANDPAR
(2,25),(25,16),-0.350759 # DEPENDENCYPART_GRANDPAR
(2,25),(25,17),-0.420561 # DEPENDENCYPART_GRANDPAR
(2,25),(25,18),-0.0568041 # DEPENDENCYPART_GRANDPAR
(2,25),(25,19),-0.0573066 # DEPENDENCYPART_GRANDPAR
(2,25),(25,20),-0.337188 # DEPENDENCYPART_GRANDPAR
(2,25),(25,21),-0.416612 # DEPENDENCYPART_GRANDPAR
(2,25),(25,22),-0.441865 # DEPENDENCYPART_GRANDPAR
(2,25),(25,23),-0.331449 # DEPENDENCYPART_GRANDPAR
(2,25),(25,24),-0.493564 # DEPENDENCYPART_GRANDPAR
(2,25),(25,26),-0.353791 # DEPENDENCYPART_GRANDPAR
(2,25),(25,27),-0.413803 # DEPENDENCYPART_GRANDPAR
(2,25),(25,28),-0.380141 # DEPENDENCYPART_GRANDPAR
(2,25),(25,29),-0.494559 # DEPENDENCYPART_GRANDPAR
(2,28),(28,24),-0.577737 # DEPENDENCYPART_GRANDPAR
(2,28),(28,27),-0.507198 # DEPENDENCYPART_GRANDPAR
(2,28),(28,29),-0.54253 # DEPENDENCYPART_GRANDPAR
(2,29),(29,26),-0.284815 # DEPENDENCYPART_GRANDPAR
(2,29),(29,27),-0.48151 # DEPENDENCYPART_GRANDPAR
(2,29),(29,28),-0.702915 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.104286 # DEPENDENCYPART_GRANDPAR
(3,1),(1,4),-0.24393 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.684009 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.80969 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.657618 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.32543 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0148003 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0845301 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.13436 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.47013 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.804566 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.47119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.000141746 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0506183 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.250843 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.430412 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.229969 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0771731 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.0904906 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.266994 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.0429423 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.571621 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.48492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.511701 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.412408 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.117723 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.310194 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.493075 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.259062 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0834927 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.332124 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.194339 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.639163 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.809812 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.616794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.315174 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.545769 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.1368 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.104852 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.400302 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.161439 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.0552428 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.0106434 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.291262 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.564027 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.134673 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.353349 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.188538 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.16813 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.100134 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.14862 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.119899 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.495148 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.80969 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.225139 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0722151 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.321597 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.115426 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.3066 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.663732 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-0.374305 # DEPENDENCYPART_GRANDPAR
(3,14),(14,29),-1.04327 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),-0.795598 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-1.04748 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.0741532 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.899702 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.396174 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.811807 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.765272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.258247 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.692208 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.0796488 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.556824 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.288604 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.383061 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.732464 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.321873 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.153587 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.578762 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.236847 # DEPENDENCYPART_GRANDPAR
(3,18),(18,23),-0.704606 # DEPENDENCYPART_GRANDPAR
(3,18),(18,24),-0.571888 # DEPENDENCYPART_GRANDPAR
(3,18),(18,25),-0.362235 # DEPENDENCYPART_GRANDPAR
(3,18),(18,26),-0.498763 # DEPENDENCYPART_GRANDPAR
(3,18),(18,27),-0.375271 # DEPENDENCYPART_GRANDPAR
(3,18),(18,28),-0.828953 # DEPENDENCYPART_GRANDPAR
(3,18),(18,29),-0.997498 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0120648 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.02049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.684767 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0144145 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.01902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0875979 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.686075 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.687441 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.76162 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.610214 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.09512 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.80518 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.578678 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.59133 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.777285 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),0.0156341 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.00191031 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0366314 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.0692455 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0340523 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0147848 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.0044542 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.362884 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.0681301 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),0.16671 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.707017 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.386104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.535713 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0531421 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0420904 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0738916 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.101475 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.17165 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.48571 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.139347 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),0.103254 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.633298 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.78289 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.56148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.44023 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.168472 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.0733357 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.141285 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0688476 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.134282 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.35248 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.369996 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.121211 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.00606274 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.00934028 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0199862 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0381686 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.253325 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.326398 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.288759 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.0255324 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.209831 # DEPENDENCYPART_GRANDPAR
(4,9),(9,5),0.516036 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.133129 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.00318199 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.00994164 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.225431 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.332321 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.0633278 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.176327 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.330252 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0106808 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.52067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.199602 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.795258 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.907107 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.613681 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.891308 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.859628 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.981208 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.32408 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.746796 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.719504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.244957 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.269529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.185804 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.327291 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.169083 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.305521 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.192762 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.346901 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.989974 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.36877 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.759591 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.853266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.36989 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.0519564 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0934726 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.228126 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.0773924 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.26111 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.0823396 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),0.458498 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.124884 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.317559 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.0274889 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.00619049 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.171771 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.293766 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.261403 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.063816 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.301381 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.871117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.372233 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.438347 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0742152 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.270489 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.26404 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.32929 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.754368 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.727549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.511238 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.0729022 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.258455 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.289806 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.0383527 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0129454 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.0605205 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.243954 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.268851 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-0.28974 # DEPENDENCYPART_GRANDPAR
(5,10),(10,28),-0.690412 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.249865 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.202281 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0631818 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.164217 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.30504 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.192281 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.34642 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.421447 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.178405 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0343826 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.216368 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.31131 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.989853 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.320952 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.329526 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.126373 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.121159 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.393801 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.421451 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-0.362249 # DEPENDENCYPART_GRANDPAR
(5,14),(14,29),-1.00417 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.975667 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-1.26476 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.336962 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.620273 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.488923 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.991876 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-1.39036 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.783047 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.999565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),-0.215733 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.530477 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.17455 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.364201 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.55009 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.3333 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.248968 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.351356 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.127692 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.360138 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.576756 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.357629 # DEPENDENCYPART_GRANDPAR
(5,18),(18,26),-0.269974 # DEPENDENCYPART_GRANDPAR
(5,18),(18,27),-0.265582 # DEPENDENCYPART_GRANDPAR
(5,18),(18,28),-0.468382 # DEPENDENCYPART_GRANDPAR
(5,18),(18,29),-0.966059 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.325704 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0588007 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.006198 # DEPENDENCYPART_GRANDPAR
