# _root_ تَجْدُرُ الإِشارَةُ إِلَى أَنَّ بونومى البالِغُ مِن العُمْرِ 44 عاماً , وَ هُوَ مُحام سابِقٌ , كانَ يَعْمَلُ رَئِيساً لِ مَجْلِسِ إِدارَةِ شَرِكَةِ / إِس آي أَي / المَسْؤُولَةِ عَن إِدارَةِ مَطارَيْ ليناتى ومالبينسا فِي مِيلانُو خِلالَ الفَتْرَةِ مِن 1997 ـ 1999 .
#goldHeads=0,1,2,3,6,12,6,7,8,9,10,4,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,32,35,29,37,38,41,39,41,0,
#predictedHeads=0,1,1,3,4,5,5,7,8,9,10,0,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,31,35,31,37,38,39,40,41,0,
(1,4),(4,2),0.588222 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),0.157343 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),0.111768 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.40862 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),0.150458 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.493097 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.0498131 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.304104 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.028148 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),0.185739 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.476412 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.579983 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.516818 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.0746441 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),0.243164 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.391564 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.238686 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.897288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.647647 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),0.17688 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.091097 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.514199 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.12451 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.368733 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.185404 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.178717 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),0.0946934 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.455619 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.622171 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.225214 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),0.0660921 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.59122 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.162458 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.936591 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-1.18889 # DEPENDENCYPART_GRANDPAR
(1,6),(6,2),0.632558 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),0.202215 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.119888 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),0.260844 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.274408 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),0.0176174 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.154582 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.876654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.757187 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),0.100248 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),0.0957957 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0564595 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.643003 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.247146 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0163434 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.0532167 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.170649 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.0144011 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.32086 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),0.0484656 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0271709 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.124408 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.156568 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),0.126752 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.470462 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),-0.399518 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.529042 # DEPENDENCYPART_GRANDPAR
(1,8),(8,17),0.145545 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),0.149062 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.458216 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.178303 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.154941 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),0.0177022 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.590799 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.201437 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),0.107837 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.582762 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.349043 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.165324 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),0.123095 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.475203 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.405046 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.539243 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.85667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,9),-0.045877 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.231415 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.897711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.774172 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),0.288287 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.328963 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.0604552 # DEPENDENCYPART_GRANDPAR
(1,12),(12,6),-0.600815 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),0.103698 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.351006 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.0220282 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.148607 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.0809234 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.56773 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.224262 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.533302 # DEPENDENCYPART_GRANDPAR
(1,12),(12,16),-0.188086 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.0795763 # DEPENDENCYPART_GRANDPAR
(1,12),(12,18),-0.710894 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.360027 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.265355 # DEPENDENCYPART_GRANDPAR
(1,12),(12,40),-0.498336 # DEPENDENCYPART_GRANDPAR
(1,12),(12,42),-0.491127 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.744676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.77651 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),0.326808 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.192501 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.488647 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),0.206193 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.348666 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.15479 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.175215 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.296596 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.399773 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.529041 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.203063 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),0.145545 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.542229 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.520142 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.216862 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.105094 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.533097 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.103848 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),0.145547 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.154582 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.85667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,14),-0.513088 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.736878 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),0.0384769 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.651718 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.0101142 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.615973 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.726635 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.228851 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.0393823 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.577184 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.277949 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.91976 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-1.16902 # DEPENDENCYPART_GRANDPAR
(1,18),(18,23),-1.27551 # DEPENDENCYPART_GRANDPAR
(1,18),(18,24),-0.465101 # DEPENDENCYPART_GRANDPAR
(1,18),(18,28),-0.541711 # DEPENDENCYPART_GRANDPAR
(1,18),(18,29),-1.01563 # DEPENDENCYPART_GRANDPAR
(1,18),(18,30),-0.140242 # DEPENDENCYPART_GRANDPAR
(1,18),(18,31),-1.21757 # DEPENDENCYPART_GRANDPAR
(1,18),(18,32),-1.09512 # DEPENDENCYPART_GRANDPAR
(1,18),(18,33),-0.520015 # DEPENDENCYPART_GRANDPAR
(1,18),(18,34),-0.342177 # DEPENDENCYPART_GRANDPAR
(1,18),(18,35),-0.747132 # DEPENDENCYPART_GRANDPAR
(1,18),(18,37),-0.155778 # DEPENDENCYPART_GRANDPAR
(1,18),(18,38),-0.787728 # DEPENDENCYPART_GRANDPAR
(1,18),(18,39),-0.746068 # DEPENDENCYPART_GRANDPAR
(1,18),(18,41),-0.0586955 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.615736 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.746124 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.996883 # DEPENDENCYPART_GRANDPAR
(1,20),(20,23),-1.09907 # DEPENDENCYPART_GRANDPAR
(1,29),(29,19),-0.721123 # DEPENDENCYPART_GRANDPAR
(1,29),(29,21),-1.05785 # DEPENDENCYPART_GRANDPAR
(1,29),(29,22),-1.30456 # DEPENDENCYPART_GRANDPAR
(1,29),(29,23),-1.4069 # DEPENDENCYPART_GRANDPAR
(1,29),(29,28),-0.631716 # DEPENDENCYPART_GRANDPAR
(1,29),(29,30),0.0917464 # DEPENDENCYPART_GRANDPAR
(1,29),(29,31),-1.13785 # DEPENDENCYPART_GRANDPAR
(1,29),(29,32),-1.018 # DEPENDENCYPART_GRANDPAR
(1,29),(29,33),-0.424545 # DEPENDENCYPART_GRANDPAR
(1,29),(29,34),-0.246708 # DEPENDENCYPART_GRANDPAR
(1,29),(29,35),-0.609077 # DEPENDENCYPART_GRANDPAR
(1,29),(29,37),-0.0168027 # DEPENDENCYPART_GRANDPAR
(1,29),(29,39),-0.488883 # DEPENDENCYPART_GRANDPAR
(1,30),(30,23),-1.304 # DEPENDENCYPART_GRANDPAR
(1,30),(30,28),-0.682204 # DEPENDENCYPART_GRANDPAR
(1,30),(30,29),-1.16752 # DEPENDENCYPART_GRANDPAR
(1,30),(30,31),-1.10124 # DEPENDENCYPART_GRANDPAR
(1,30),(30,32),-0.977061 # DEPENDENCYPART_GRANDPAR
(1,30),(30,33),-0.437066 # DEPENDENCYPART_GRANDPAR
(1,30),(30,34),-0.259229 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.59178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.148224 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.148793 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.280353 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.12053 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.640724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.284409 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0430265 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.287105 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.177454 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.417837 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.140554 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.820575 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.210212 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0928313 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.0250306 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.469781 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.952971 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.292291 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.227532 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.629666 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.566887 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.06171 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.530801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.297942 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.128151 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.438734 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.211315 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.434437 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.842689 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.234831 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.23583 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.486382 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-1.10435 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.31691 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.370141 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-1.0067 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.611413 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-1.11916 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-1.14086 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.58182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.265628 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0950761 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.215878 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.437247 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.211467 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.566149 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-1.07491 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.570647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.174019 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0171587 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0870921 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.567669 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.206313 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.0752151 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.604068 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.172942 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0744787 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.245085 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.993458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),0.143473 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.513813 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.582972 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.481744 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.6581 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.675253 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.552389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.106701 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.126454 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.295622 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.201905 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.0295469 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.110073 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.187661 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.0995924 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.293488 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.309218 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.318766 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),0.0762623 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.236831 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),0.0415415 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.0292524 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.60297 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.682115 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.46018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.759333 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0645544 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.225927 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.157313 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0756399 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0332286 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),0.0598572 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.264626 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.380441 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.0781696 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.309558 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.544424 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.0647593 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.63715 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.82705 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.692298 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.409826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.804936 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.311277 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.124603 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.0279516 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.0384445 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0030139 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.0645288 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.07237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),0.0227239 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.459956 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.476668 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.862862 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.709822 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.892978 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.455335 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.552702 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.881028 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.62765 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.470809 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.630759 # DEPENDENCYPART_GRANDPAR
(4,1),(1,20),-1.00916 # DEPENDENCYPART_GRANDPAR
(4,1),(1,29),-1.21025 # DEPENDENCYPART_GRANDPAR
(4,1),(1,30),-1.28227 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.121526 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.952398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),0.119051 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.353305 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.364408 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.113205 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.97131 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.120655 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.356511 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.80494 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.79976 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.699928 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.410386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.215085 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.323187 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.024053 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.0165848 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.19356 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.0913098 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.00588683 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.0471176 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),0.178086 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.247961 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.468412 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.148302 # DEPENDENCYPART_GRANDPAR
(4,5),(5,21),-0.49448 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.567976 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.82487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.717445 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.259143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),0.372987 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0368216 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.0276201 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.126628 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.835041 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.860016 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.719952 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.372741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.725381 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.304976 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.0902673 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.0165008 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.0599672 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.244178 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.120746 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.0852736 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.892936 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.166639 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.210995 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.157351 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0947213 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.00535694 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.193852 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.10257 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.450656 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.322729 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.0727597 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.144808 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),0.150315 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.0435162 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.0406259 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.134842 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.29908 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.0219231 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.276803 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),0.154695 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0948384 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.00655314 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.195693 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.109147 # DEPENDENCYPART_GRANDPAR
