# _root_ تَوَقَّعَت الحُكُومَةُ المِصْرِيَّةُ زِيادَةً فِي حَجْمِ مُوازَنَةِ السَنَةِ المُقْبِلَةِ بِ نِسْبَةِ 13 فِي المِئَةِ إِلَى 140 بِلْيُونَ جُنَيْهٍ ( 33 بِلْيُونَ دُولارٍ ) اِرْتِفاعاً مِن 8,126 بِلْيُونَ جُنَيْهٍ ( 7,29 بِلْيُونَ دُولارٍ ) لِ المُوازَنَةِ الحالِيَّةِ . وَ شَدَّدَ وَزِيرُ المالِ مِدْحَت حَسانَيْن فِي تَصْرِيحٍ لِ » الحَياَةِ « عَلَى ضَرُورَةِ أَن تَتَحَوَّلَ مُوازَنَةُ الدَوْلَةِ إِلَى » مُوازَنَةِ مَوارِدَ وَ بَرامِجَ وَ أَداءٍ وَ لَيْسَت مُوازَنَةِ إِنْفاقٍ « مُشِيراً إِلَى أَنَّ المُشْكِلَةَ تَكْمُنُ فِي تَراجُعِ حَجْمِ الإِيراداتِ وَ اِرْتِفاعِ حَجْمِ الإِنْفاقِ سَنَوِيّاً .
#goldHeads=0,1,2,1,4,5,6,7,8,4,10,11,12,13,4,19,16,17,15,19,20,21,19,4,24,29,26,27,25,29,30,31,29,24,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,64,64,60,58,60,60,60,56,66,64,66,64,39,69,70,73,71,73,78,75,76,74,78,79,80,78,0,
#predictedHeads=0,1,2,1,1,5,6,7,8,1,10,11,12,13,1,19,16,17,15,19,20,21,19,19,24,29,26,27,25,29,30,31,29,1,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,58,56,60,58,60,60,60,60,64,65,66,58,39,69,70,73,71,73,74,75,78,76,78,79,80,39,0,
(69,67),(69,73),0.062966 # DEPENDENCYPART_SIBL
(69,67),(69,74),0.0310657 # DEPENDENCYPART_SIBL
(69,68),(69,70),-0.0440525 # DEPENDENCYPART_SIBL
(69,68),(69,71),-0.0754418 # DEPENDENCYPART_SIBL
(69,68),(69,72),-0.0363381 # DEPENDENCYPART_SIBL
(69,68),(69,73),-0.0202646 # DEPENDENCYPART_SIBL
(69,68),(69,74),-0.0629152 # DEPENDENCYPART_SIBL
(69,70),(69,71),-0.0286297 # DEPENDENCYPART_SIBL
(69,70),(69,72),0.0185049 # DEPENDENCYPART_SIBL
(69,70),(69,73),0.0129407 # DEPENDENCYPART_SIBL
(69,70),(69,74),0.0948777 # DEPENDENCYPART_SIBL
(69,71),(69,72),-0.1376 # DEPENDENCYPART_SIBL
(69,71),(69,73),0.00776579 # DEPENDENCYPART_SIBL
(69,71),(69,74),-0.0317928 # DEPENDENCYPART_SIBL
(69,72),(69,73),0.0676208 # DEPENDENCYPART_SIBL
(69,72),(69,74),0.185858 # DEPENDENCYPART_SIBL
(69,73),(69,74),0.0797845 # DEPENDENCYPART_SIBL
(70,68),(70,69),0.0330588 # DEPENDENCYPART_SIBL
(70,68),(70,71),-0.106211 # DEPENDENCYPART_SIBL
(70,68),(70,72),-0.0713043 # DEPENDENCYPART_SIBL
(70,69),(70,71),-0.0629388 # DEPENDENCYPART_SIBL
(70,69),(70,72),-0.0358945 # DEPENDENCYPART_SIBL
(70,71),(70,72),-0.267791 # DEPENDENCYPART_SIBL
(71,1),(71,65),-0.131516 # DEPENDENCYPART_SIBL
(71,1),(71,66),-0.0439119 # DEPENDENCYPART_SIBL
(71,1),(71,67),-0.0439119 # DEPENDENCYPART_SIBL
(71,1),(71,72),-0.0691279 # DEPENDENCYPART_SIBL
(71,1),(71,73),-0.0197293 # DEPENDENCYPART_SIBL
(71,1),(71,74),-0.077464 # DEPENDENCYPART_SIBL
(71,1),(71,75),-0.0704187 # DEPENDENCYPART_SIBL
(71,1),(71,76),-0.0718157 # DEPENDENCYPART_SIBL
(71,1),(71,78),-0.0338332 # DEPENDENCYPART_SIBL
(71,1),(71,79),-0.0662565 # DEPENDENCYPART_SIBL
(71,1),(71,82),-0.0721734 # DEPENDENCYPART_SIBL
(71,65),(71,66),-0.036905 # DEPENDENCYPART_SIBL
(71,65),(71,67),-0.036905 # DEPENDENCYPART_SIBL
(71,65),(71,72),-0.0260308 # DEPENDENCYPART_SIBL
(71,65),(71,73),0.00239785 # DEPENDENCYPART_SIBL
(71,65),(71,74),-0.0623947 # DEPENDENCYPART_SIBL
(71,65),(71,75),-0.0273217 # DEPENDENCYPART_SIBL
(71,65),(71,76),-0.0287186 # DEPENDENCYPART_SIBL
(71,65),(71,78),-0.00866536 # DEPENDENCYPART_SIBL
(71,65),(71,79),-0.0231595 # DEPENDENCYPART_SIBL
(71,65),(71,82),-0.0605904 # DEPENDENCYPART_SIBL
(71,66),(71,67),-0.139914 # DEPENDENCYPART_SIBL
(71,66),(71,72),-0.0501509 # DEPENDENCYPART_SIBL
(71,66),(71,73),-0.0858139 # DEPENDENCYPART_SIBL
(71,66),(71,74),-0.0595016 # DEPENDENCYPART_SIBL
(71,66),(71,75),-0.0515187 # DEPENDENCYPART_SIBL
(71,66),(71,76),-0.0576447 # DEPENDENCYPART_SIBL
(71,66),(71,78),-0.0355817 # DEPENDENCYPART_SIBL
(71,66),(71,79),-0.0385843 # DEPENDENCYPART_SIBL
(71,66),(71,82),-0.00348423 # DEPENDENCYPART_SIBL
(71,67),(71,72),-0.0501509 # DEPENDENCYPART_SIBL
(71,67),(71,73),-0.0858139 # DEPENDENCYPART_SIBL
(71,67),(71,74),-0.0595016 # DEPENDENCYPART_SIBL
(71,67),(71,75),-0.0515187 # DEPENDENCYPART_SIBL
(71,67),(71,76),-0.0576447 # DEPENDENCYPART_SIBL
(71,67),(71,78),-0.0355817 # DEPENDENCYPART_SIBL
(71,67),(71,79),-0.0385843 # DEPENDENCYPART_SIBL
(71,67),(71,82),-0.00348423 # DEPENDENCYPART_SIBL
(71,72),(71,73),-0.248671 # DEPENDENCYPART_SIBL
(71,72),(71,74),-0.0418973 # DEPENDENCYPART_SIBL
(71,72),(71,75),-0.0174436 # DEPENDENCYPART_SIBL
(71,72),(71,76),-0.0373516 # DEPENDENCYPART_SIBL
(71,72),(71,78),-0.255549 # DEPENDENCYPART_SIBL
(71,72),(71,79),0.00324294 # DEPENDENCYPART_SIBL
(71,72),(71,82),-0.0363648 # DEPENDENCYPART_SIBL
(71,73),(71,74),-0.0820267 # DEPENDENCYPART_SIBL
(71,73),(71,75),-0.118301 # DEPENDENCYPART_SIBL
(71,73),(71,76),-0.124494 # DEPENDENCYPART_SIBL
(71,73),(71,78),-0.420095 # DEPENDENCYPART_SIBL
(71,73),(71,79),-0.105826 # DEPENDENCYPART_SIBL
(71,73),(71,82),-0.128518 # DEPENDENCYPART_SIBL
(71,74),(71,75),-0.0216637 # DEPENDENCYPART_SIBL
(71,74),(71,76),-0.0284033 # DEPENDENCYPART_SIBL
(71,74),(71,78),-0.223911 # DEPENDENCYPART_SIBL
(71,74),(71,79),0.00105887 # DEPENDENCYPART_SIBL
(71,74),(71,82),-0.104468 # DEPENDENCYPART_SIBL
(71,75),(71,76),-0.0299112 # DEPENDENCYPART_SIBL
(71,75),(71,78),-0.249089 # DEPENDENCYPART_SIBL
(71,75),(71,79),0.0106833 # DEPENDENCYPART_SIBL
(71,75),(71,82),-0.033311 # DEPENDENCYPART_SIBL
(71,76),(71,78),-0.258925 # DEPENDENCYPART_SIBL
(71,76),(71,79),-0.00614382 # DEPENDENCYPART_SIBL
(71,76),(71,82),-0.0348988 # DEPENDENCYPART_SIBL
(71,78),(71,79),0.0403789 # DEPENDENCYPART_SIBL
(71,78),(71,82),0.0158607 # DEPENDENCYPART_SIBL
(71,79),(71,82),-0.0235474 # DEPENDENCYPART_SIBL
(72,73),(72,74),-0.00601315 # DEPENDENCYPART_SIBL
(72,73),(72,75),-0.0034609 # DEPENDENCYPART_SIBL
(72,73),(72,76),-0.00417989 # DEPENDENCYPART_SIBL
(72,74),(72,75),0.0331377 # DEPENDENCYPART_SIBL
(72,74),(72,76),0.0321932 # DEPENDENCYPART_SIBL
(72,75),(72,76),-0.103466 # DEPENDENCYPART_SIBL
(73,61),(73,63),-0.22755 # DEPENDENCYPART_SIBL
(73,61),(73,66),-0.22755 # DEPENDENCYPART_SIBL
(73,61),(73,67),-0.22755 # DEPENDENCYPART_SIBL
(73,61),(73,70),-0.0530037 # DEPENDENCYPART_SIBL
(73,61),(73,71),-0.05039 # DEPENDENCYPART_SIBL
(73,61),(73,72),-0.22755 # DEPENDENCYPART_SIBL
(73,61),(73,74),0.0269088 # DEPENDENCYPART_SIBL
(73,61),(73,75),-0.0257669 # DEPENDENCYPART_SIBL
(73,61),(73,76),-0.0306142 # DEPENDENCYPART_SIBL
(73,61),(73,77),-0.0269499 # DEPENDENCYPART_SIBL
(73,61),(73,78),-0.0101473 # DEPENDENCYPART_SIBL
(73,61),(73,79),-0.0212788 # DEPENDENCYPART_SIBL
(73,61),(73,80),-0.0306142 # DEPENDENCYPART_SIBL
(73,61),(73,81),-0.0269499 # DEPENDENCYPART_SIBL
(73,61),(73,82),0.00126051 # DEPENDENCYPART_SIBL
(73,63),(73,66),-0.227634 # DEPENDENCYPART_SIBL
(73,63),(73,67),-0.227634 # DEPENDENCYPART_SIBL
(73,63),(73,70),-0.0530037 # DEPENDENCYPART_SIBL
(73,63),(73,71),-0.05039 # DEPENDENCYPART_SIBL
(73,63),(73,72),-0.227634 # DEPENDENCYPART_SIBL
(73,63),(73,74),0.0268948 # DEPENDENCYPART_SIBL
(73,63),(73,75),-0.0260537 # DEPENDENCYPART_SIBL
(73,63),(73,76),-0.030901 # DEPENDENCYPART_SIBL
(73,63),(73,77),-0.0272367 # DEPENDENCYPART_SIBL
(73,63),(73,78),-0.0101963 # DEPENDENCYPART_SIBL
(73,63),(73,79),-0.0215656 # DEPENDENCYPART_SIBL
(73,63),(73,80),-0.030901 # DEPENDENCYPART_SIBL
(73,63),(73,81),-0.0272367 # DEPENDENCYPART_SIBL
(73,63),(73,82),0.00126051 # DEPENDENCYPART_SIBL
(73,66),(73,67),-0.22755 # DEPENDENCYPART_SIBL
(73,66),(73,70),-0.0530037 # DEPENDENCYPART_SIBL
(73,66),(73,71),-0.05039 # DEPENDENCYPART_SIBL
(73,66),(73,72),-0.22755 # DEPENDENCYPART_SIBL
(73,66),(73,74),0.0269088 # DEPENDENCYPART_SIBL
(73,66),(73,75),-0.0257669 # DEPENDENCYPART_SIBL
(73,66),(73,76),-0.0306142 # DEPENDENCYPART_SIBL
(73,66),(73,77),-0.0269499 # DEPENDENCYPART_SIBL
(73,66),(73,78),-0.0101473 # DEPENDENCYPART_SIBL
(73,66),(73,79),-0.0212788 # DEPENDENCYPART_SIBL
(73,66),(73,80),-0.0306142 # DEPENDENCYPART_SIBL
(73,66),(73,81),-0.0269499 # DEPENDENCYPART_SIBL
(73,66),(73,82),0.00126051 # DEPENDENCYPART_SIBL
(73,67),(73,70),-0.0530037 # DEPENDENCYPART_SIBL
(73,67),(73,71),-0.05039 # DEPENDENCYPART_SIBL
(73,67),(73,72),-0.22755 # DEPENDENCYPART_SIBL
(73,67),(73,74),0.0269088 # DEPENDENCYPART_SIBL
(73,67),(73,75),-0.0257669 # DEPENDENCYPART_SIBL
(73,67),(73,76),-0.0306142 # DEPENDENCYPART_SIBL
(73,67),(73,77),-0.0269499 # DEPENDENCYPART_SIBL
(73,67),(73,78),-0.0101473 # DEPENDENCYPART_SIBL
(73,67),(73,79),-0.0212788 # DEPENDENCYPART_SIBL
(73,67),(73,80),-0.0306142 # DEPENDENCYPART_SIBL
(73,67),(73,81),-0.0269499 # DEPENDENCYPART_SIBL
(73,67),(73,82),0.00126051 # DEPENDENCYPART_SIBL
(73,70),(73,71),0.0307485 # DEPENDENCYPART_SIBL
(73,70),(73,72),-0.0754301 # DEPENDENCYPART_SIBL
(73,70),(73,74),-0.0536056 # DEPENDENCYPART_SIBL
(73,70),(73,75),-0.0237022 # DEPENDENCYPART_SIBL
(73,70),(73,76),-0.0238485 # DEPENDENCYPART_SIBL
(73,70),(73,77),-0.0237022 # DEPENDENCYPART_SIBL
(73,70),(73,78),-0.0100019 # DEPENDENCYPART_SIBL
(73,70),(73,79),-0.0190697 # DEPENDENCYPART_SIBL
(73,70),(73,80),-0.0238485 # DEPENDENCYPART_SIBL
(73,70),(73,81),-0.0237022 # DEPENDENCYPART_SIBL
(73,70),(73,82),-0.0282439 # DEPENDENCYPART_SIBL
(73,71),(73,72),-0.101102 # DEPENDENCYPART_SIBL
(73,71),(73,74),-0.0399659 # DEPENDENCYPART_SIBL
(73,71),(73,75),-0.0242696 # DEPENDENCYPART_SIBL
(73,71),(73,76),-0.0245964 # DEPENDENCYPART_SIBL
(73,71),(73,77),-0.0242696 # DEPENDENCYPART_SIBL
(73,71),(73,78),-0.0940439 # DEPENDENCYPART_SIBL
(73,71),(73,79),-0.0246833 # DEPENDENCYPART_SIBL
(73,71),(73,80),-0.0245964 # DEPENDENCYPART_SIBL
(73,71),(73,81),-0.0242696 # DEPENDENCYPART_SIBL
(73,71),(73,82),-0.0291437 # DEPENDENCYPART_SIBL
(73,72),(73,74),0.0255073 # DEPENDENCYPART_SIBL
(73,72),(73,75),-0.0238234 # DEPENDENCYPART_SIBL
(73,72),(73,76),-0.0286706 # DEPENDENCYPART_SIBL
(73,72),(73,77),-0.0250064 # DEPENDENCYPART_SIBL
(73,72),(73,78),-0.0116773 # DEPENDENCYPART_SIBL
(73,72),(73,79),-0.0193352 # DEPENDENCYPART_SIBL
(73,72),(73,80),-0.0286706 # DEPENDENCYPART_SIBL
(73,72),(73,81),-0.0250064 # DEPENDENCYPART_SIBL
(73,72),(73,82),-0.00014097 # DEPENDENCYPART_SIBL
(73,74),(73,75),0.0119875 # DEPENDENCYPART_SIBL
(73,74),(73,76),0.0116436 # DEPENDENCYPART_SIBL
(73,74),(73,77),0.0121278 # DEPENDENCYPART_SIBL
(73,74),(73,78),-0.113971 # DEPENDENCYPART_SIBL
(73,74),(73,79),0.0170937 # DEPENDENCYPART_SIBL
(73,74),(73,80),0.0116436 # DEPENDENCYPART_SIBL
(73,74),(73,81),0.0121278 # DEPENDENCYPART_SIBL
(73,74),(73,82),-0.0517269 # DEPENDENCYPART_SIBL
(73,75),(73,76),-0.0516516 # DEPENDENCYPART_SIBL
(73,75),(73,77),-0.0498774 # DEPENDENCYPART_SIBL
(73,75),(73,78),-0.316433 # DEPENDENCYPART_SIBL
(73,75),(73,79),-0.0399872 # DEPENDENCYPART_SIBL
(73,75),(73,80),-0.0516516 # DEPENDENCYPART_SIBL
(73,75),(73,81),-0.0498774 # DEPENDENCYPART_SIBL
(73,75),(73,82),0.00919424 # DEPENDENCYPART_SIBL
(73,76),(73,77),-0.0578727 # DEPENDENCYPART_SIBL
(73,76),(73,78),-0.319173 # DEPENDENCYPART_SIBL
(73,76),(73,79),-0.0479825 # DEPENDENCYPART_SIBL
(73,76),(73,80),-0.0596469 # DEPENDENCYPART_SIBL
(73,76),(73,81),-0.0578727 # DEPENDENCYPART_SIBL
(73,76),(73,82),0.0126236 # DEPENDENCYPART_SIBL
(73,77),(73,78),-0.317711 # DEPENDENCYPART_SIBL
(73,77),(73,79),-0.0421687 # DEPENDENCYPART_SIBL
(73,77),(73,80),-0.0538331 # DEPENDENCYPART_SIBL
(73,77),(73,81),-0.0520589 # DEPENDENCYPART_SIBL
(73,77),(73,82),0.00919606 # DEPENDENCYPART_SIBL
(73,78),(73,79),0.0015022 # DEPENDENCYPART_SIBL
(73,78),(73,80),-0.00451498 # DEPENDENCYPART_SIBL
(73,78),(73,81),-0.00444152 # DEPENDENCYPART_SIBL
(73,78),(73,82),-0.000307099 # DEPENDENCYPART_SIBL
(73,79),(73,80),-0.0511474 # DEPENDENCYPART_SIBL
(73,79),(73,81),-0.0493732 # DEPENDENCYPART_SIBL
(73,79),(73,82),0.00919123 # DEPENDENCYPART_SIBL
(73,80),(73,81),-0.0578727 # DEPENDENCYPART_SIBL
(73,80),(73,82),0.0126236 # DEPENDENCYPART_SIBL
(73,81),(73,82),0.00919606 # DEPENDENCYPART_SIBL
(74,75),(74,76),-0.104964 # DEPENDENCYPART_SIBL
(74,75),(74,77),-0.103261 # DEPENDENCYPART_SIBL
(74,75),(74,78),-0.484534 # DEPENDENCYPART_SIBL
(74,76),(74,77),-0.115798 # DEPENDENCYPART_SIBL
(74,76),(74,78),-0.489802 # DEPENDENCYPART_SIBL
(74,77),(74,78),-0.485794 # DEPENDENCYPART_SIBL
(75,76),(75,77),-0.0864039 # DEPENDENCYPART_SIBL
(75,76),(75,78),-0.225071 # DEPENDENCYPART_SIBL
(75,76),(75,79),-0.076523 # DEPENDENCYPART_SIBL
(75,76),(75,80),-0.0895903 # DEPENDENCYPART_SIBL
(75,76),(75,81),-0.0864039 # DEPENDENCYPART_SIBL
(75,77),(75,78),-0.238178 # DEPENDENCYPART_SIBL
(75,77),(75,79),-0.0840895 # DEPENDENCYPART_SIBL
(75,77),(75,80),-0.0971569 # DEPENDENCYPART_SIBL
(75,77),(75,81),-0.0939704 # DEPENDENCYPART_SIBL
(75,78),(75,79),0.08107 # DEPENDENCYPART_SIBL
(75,78),(75,80),0.0743525 # DEPENDENCYPART_SIBL
(75,78),(75,81),0.0751356 # DEPENDENCYPART_SIBL
(75,79),(75,80),-0.0930696 # DEPENDENCYPART_SIBL
(75,79),(75,81),-0.0898832 # DEPENDENCYPART_SIBL
(75,80),(75,81),-0.0864039 # DEPENDENCYPART_SIBL
(76,75),(76,77),-0.000410024 # DEPENDENCYPART_SIBL
(76,75),(76,78),-0.027702 # DEPENDENCYPART_SIBL
(76,75),(76,79),0.00525556 # DEPENDENCYPART_SIBL
(76,75),(76,80),-0.00569322 # DEPENDENCYPART_SIBL
(76,75),(76,81),-0.000410024 # DEPENDENCYPART_SIBL
(76,75),(76,82),-0.0164096 # DEPENDENCYPART_SIBL
(76,77),(76,78),-0.254092 # DEPENDENCYPART_SIBL
(76,77),(76,79),-0.104996 # DEPENDENCYPART_SIBL
(76,77),(76,80),-0.118064 # DEPENDENCYPART_SIBL
(76,77),(76,81),-0.114877 # DEPENDENCYPART_SIBL
(76,77),(76,82),0.0316124 # DEPENDENCYPART_SIBL
(76,78),(76,79),0.0752711 # DEPENDENCYPART_SIBL
(76,78),(76,80),0.0685535 # DEPENDENCYPART_SIBL
(76,78),(76,81),0.0693366 # DEPENDENCYPART_SIBL
(76,78),(76,82),0.170683 # DEPENDENCYPART_SIBL
(76,79),(76,80),-0.113976 # DEPENDENCYPART_SIBL
(76,79),(76,81),-0.11079 # DEPENDENCYPART_SIBL
(76,79),(76,82),0.0367585 # DEPENDENCYPART_SIBL
(76,80),(76,81),-0.107311 # DEPENDENCYPART_SIBL
(76,80),(76,82),0.0537997 # DEPENDENCYPART_SIBL
(76,81),(76,82),0.0316124 # DEPENDENCYPART_SIBL
(77,75),(77,76),-0.0991896 # DEPENDENCYPART_SIBL
(77,75),(77,78),-0.0276177 # DEPENDENCYPART_SIBL
(77,75),(77,79),0.00592711 # DEPENDENCYPART_SIBL
(77,76),(77,78),-0.0292161 # DEPENDENCYPART_SIBL
(77,76),(77,79),0.000547365 # DEPENDENCYPART_SIBL
(77,78),(77,79),0.0787503 # DEPENDENCYPART_SIBL
(78,65),(78,66),-0.127804 # DEPENDENCYPART_SIBL
(78,65),(78,67),-0.127804 # DEPENDENCYPART_SIBL
(78,65),(78,71),-0.0900839 # DEPENDENCYPART_SIBL
(78,65),(78,72),-0.128127 # DEPENDENCYPART_SIBL
(78,65),(78,73),-0.223423 # DEPENDENCYPART_SIBL
(78,65),(78,74),-0.0770561 # DEPENDENCYPART_SIBL
(78,65),(78,75),-0.127804 # DEPENDENCYPART_SIBL
(78,65),(78,76),-0.127829 # DEPENDENCYPART_SIBL
(78,65),(78,77),-0.127804 # DEPENDENCYPART_SIBL
(78,65),(78,79),0.0149898 # DEPENDENCYPART_SIBL
(78,65),(78,80),0.00395682 # DEPENDENCYPART_SIBL
(78,65),(78,81),0.00944511 # DEPENDENCYPART_SIBL
(78,65),(78,82),-0.00588736 # DEPENDENCYPART_SIBL
(78,66),(78,67),-0.193982 # DEPENDENCYPART_SIBL
(78,66),(78,71),-0.0283142 # DEPENDENCYPART_SIBL
(78,66),(78,72),-0.194305 # DEPENDENCYPART_SIBL
(78,66),(78,73),0.00865781 # DEPENDENCYPART_SIBL
(78,66),(78,74),-0.015017 # DEPENDENCYPART_SIBL
(78,66),(78,75),-0.193982 # DEPENDENCYPART_SIBL
(78,66),(78,76),-0.194007 # DEPENDENCYPART_SIBL
(78,66),(78,77),-0.193982 # DEPENDENCYPART_SIBL
(78,66),(78,79),0.0530096 # DEPENDENCYPART_SIBL
(78,66),(78,80),0.0242292 # DEPENDENCYPART_SIBL
(78,66),(78,81),0.0358088 # DEPENDENCYPART_SIBL
(78,66),(78,82),0.0149487 # DEPENDENCYPART_SIBL
(78,67),(78,71),-0.0283142 # DEPENDENCYPART_SIBL
(78,67),(78,72),-0.194305 # DEPENDENCYPART_SIBL
(78,67),(78,73),0.00865781 # DEPENDENCYPART_SIBL
(78,67),(78,74),-0.015017 # DEPENDENCYPART_SIBL
(78,67),(78,75),-0.193982 # DEPENDENCYPART_SIBL
(78,67),(78,76),-0.194007 # DEPENDENCYPART_SIBL
(78,67),(78,77),-0.193982 # DEPENDENCYPART_SIBL
(78,67),(78,79),0.0530096 # DEPENDENCYPART_SIBL
(78,67),(78,80),0.0242292 # DEPENDENCYPART_SIBL
(78,67),(78,81),0.0358088 # DEPENDENCYPART_SIBL
(78,67),(78,82),0.0149487 # DEPENDENCYPART_SIBL
(78,71),(78,72),-0.0762973 # DEPENDENCYPART_SIBL
(78,71),(78,73),-0.0441917 # DEPENDENCYPART_SIBL
(78,71),(78,74),-0.0487823 # DEPENDENCYPART_SIBL
(78,71),(78,75),-0.0759746 # DEPENDENCYPART_SIBL
(78,71),(78,76),-0.0759996 # DEPENDENCYPART_SIBL
(78,71),(78,77),-0.0759741 # DEPENDENCYPART_SIBL
(78,71),(78,79),-0.0420371 # DEPENDENCYPART_SIBL
(78,71),(78,80),-0.0532475 # DEPENDENCYPART_SIBL
(78,71),(78,81),-0.0473213 # DEPENDENCYPART_SIBL
(78,71),(78,82),-0.0204586 # DEPENDENCYPART_SIBL
(78,72),(78,73),0.00858377 # DEPENDENCYPART_SIBL
(78,72),(78,74),-0.0151237 # DEPENDENCYPART_SIBL
(78,72),(78,75),-0.194056 # DEPENDENCYPART_SIBL
(78,72),(78,76),-0.194081 # DEPENDENCYPART_SIBL
(78,72),(78,77),-0.194056 # DEPENDENCYPART_SIBL
(78,72),(78,79),0.0556836 # DEPENDENCYPART_SIBL
(78,72),(78,80),0.0269031 # DEPENDENCYPART_SIBL
(78,72),(78,81),0.0384828 # DEPENDENCYPART_SIBL
(78,72),(78,82),0.0139087 # DEPENDENCYPART_SIBL
(78,73),(78,74),-0.0881765 # DEPENDENCYPART_SIBL
(78,73),(78,75),-0.138878 # DEPENDENCYPART_SIBL
(78,73),(78,76),-0.138903 # DEPENDENCYPART_SIBL
(78,73),(78,77),-0.138877 # DEPENDENCYPART_SIBL
(78,73),(78,79),-0.0187708 # DEPENDENCYPART_SIBL
(78,73),(78,80),-0.0298039 # DEPENDENCYPART_SIBL
(78,73),(78,81),-0.0243156 # DEPENDENCYPART_SIBL
(78,73),(78,82),-0.00933189 # DEPENDENCYPART_SIBL
(78,74),(78,75),-0.0305254 # DEPENDENCYPART_SIBL
(78,74),(78,76),-0.030546 # DEPENDENCYPART_SIBL
(78,74),(78,77),-0.0305168 # DEPENDENCYPART_SIBL
(78,74),(78,79),-0.0212843 # DEPENDENCYPART_SIBL
(78,74),(78,80),-0.0371229 # DEPENDENCYPART_SIBL
(78,74),(78,81),-0.0316142 # DEPENDENCYPART_SIBL
(78,74),(78,82),0.0345699 # DEPENDENCYPART_SIBL
(78,75),(78,76),-0.194022 # DEPENDENCYPART_SIBL
(78,75),(78,77),-0.193996 # DEPENDENCYPART_SIBL
(78,75),(78,79),0.0527276 # DEPENDENCYPART_SIBL
(78,75),(78,80),0.0239471 # DEPENDENCYPART_SIBL
(78,75),(78,81),0.0355267 # DEPENDENCYPART_SIBL
(78,75),(78,82),0.0148273 # DEPENDENCYPART_SIBL
(78,76),(78,77),-0.194323 # DEPENDENCYPART_SIBL
(78,76),(78,79),0.0236967 # DEPENDENCYPART_SIBL
(78,76),(78,80),-0.00508379 # DEPENDENCYPART_SIBL
(78,76),(78,81),0.00649584 # DEPENDENCYPART_SIBL
(78,76),(78,82),0.000574624 # DEPENDENCYPART_SIBL
(78,77),(78,79),0.0530096 # DEPENDENCYPART_SIBL
(78,77),(78,80),0.0242292 # DEPENDENCYPART_SIBL
(78,77),(78,81),0.0358088 # DEPENDENCYPART_SIBL
(78,77),(78,82),0.0149487 # DEPENDENCYPART_SIBL
(78,79),(78,80),0.0549193 # DEPENDENCYPART_SIBL
(78,79),(78,81),0.0587238 # DEPENDENCYPART_SIBL
(78,79),(78,82),0.0511138 # DEPENDENCYPART_SIBL
(78,80),(78,81),0.00325057 # DEPENDENCYPART_SIBL
(78,80),(78,82),0.0248956 # DEPENDENCYPART_SIBL
(78,81),(78,82),0.0257317 # DEPENDENCYPART_SIBL
(79,77),(79,80),-0.00496852 # DEPENDENCYPART_SIBL
(79,77),(79,81),0.000314671 # DEPENDENCYPART_SIBL
(79,77),(79,82),-0.0164042 # DEPENDENCYPART_SIBL
(79,80),(79,81),-0.0780219 # DEPENDENCYPART_SIBL
(79,80),(79,82),0.0729105 # DEPENDENCYPART_SIBL
(79,81),(79,82),0.0507231 # DEPENDENCYPART_SIBL
(80,81),(80,82),0.0316124 # DEPENDENCYPART_SIBL
(81,80),(81,82),-0.0166003 # DEPENDENCYPART_SIBL
(82,77),(82,80),-0.102879 # DEPENDENCYPART_SIBL
(82,77),(82,81),-0.102879 # DEPENDENCYPART_SIBL
(82,80),(82,81),-0.102884 # DEPENDENCYPART_SIBL
(83,80),(83,81),-0.0977844 # DEPENDENCYPART_SIBL
(83,80),(83,82),-0.0148659 # DEPENDENCYPART_SIBL
(83,81),(83,82),-0.0148653 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.311655 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.101404 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.24254 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.305576 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.307732 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0744605 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.143659 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.235208 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.0440481 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.244631 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.125977 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.21657 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.372586 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.42161 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.138428 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.189538 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.17469 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.0843757 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.0863773 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),0.25772 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.254815 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),0.385378 # DEPENDENCYPART_GRANDPAR
