# _root_ القاهِرَةُ - » الحَياَةُ « - زادَت مُعَدَّلاتُ » الدَوْلَرَةِ « داخِلَ الاِقْتِصادِ المِصْرِيِّ عَلَى نَحْوٍ باتٍّ يَزْعَجُ الحُكُومَةَ الَّتِي خَفَّضَت مَطْلَعَ الشَهْرِ الماضِي قِيمَةَ الجُنَيْهِ فِي مُواجَهَةِ الدُولارِ ، وَ بَدَأَت هٰذِهِ المُعَدَّلاتُ تَقْتَرِبُ مِن حاجِزِ عامِ 1994 فِي بِدايَةِ بَرْنامَجِ الإِصْلاحِ الاِقْتِصادِيِّ . وَ أَشارَ تَقْرِيرٌ لِ وِزارَةِ الاِقْتِصادِ إِلَى أَنَّ مُعَدَّلَ » الدَوْلَرَةِ « تَجاوَزَ 22 فِي المِئَةِ مِن إِجْمالِيِّ حَجْمِ السُيُولَةِ وَ هُوَ فِي سَبِيلِ هُ إِلَى الصُعُودِ تَدْرِيجاً بِ مُعَدَّلٍ يُراوِحُ بَيْنَ 3,0 وَ 4,0 فِي المِئَةِ شَهْرِيّاً .
#goldHeads=0,0,4,0,4,0,31,7,10,8,10,7,12,13,7,15,16,17,18,19,19,21,22,23,21,25,21,27,27,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,67,68,58,68,69,69,71,72,72,74,75,76,79,77,79,79,81,79,0,
#predictedHeads=0,0,4,0,4,0,0,7,10,8,10,7,12,13,7,15,16,16,18,19,31,21,22,23,21,25,26,27,28,29,0,31,34,32,32,35,36,37,38,32,40,41,42,43,0,0,0,47,48,49,50,47,52,58,56,54,56,53,58,59,60,59,62,63,64,68,68,64,68,69,69,71,72,73,74,75,76,79,77,79,80,81,76,0,
(10,11),(11,12),-0.237632 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.242293 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.169106 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.47092 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.875603 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.967931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.024638 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.102992 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.175567 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.269259 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.517875 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.648568 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),0.149734 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.148092 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.291648 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.606021 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.622595 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.586719 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.282493 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.343927 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.44208 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.958173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.0147966 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.32638 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.699707 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.809668 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.298017 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.393499 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.457664 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.45199 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.582814 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.66414 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.522451 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.627134 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.585681 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.684755 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.28487 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.342888 # DEPENDENCYPART_GRANDPAR
(10,16),(16,24),-1.23346 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.772581 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),-0.76005 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-1.08959 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-1.07765 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-1.05406 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-1.03173 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-1.49951 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.887904 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-1.07956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),-0.080144 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.306294 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.476805 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.45507 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.350294 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.887318 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.909353 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.43807 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.267672 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.383488 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.439146 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.446611 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-1.11516 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.568722 # DEPENDENCYPART_GRANDPAR
(10,18),(18,26),-0.570575 # DEPENDENCYPART_GRANDPAR
(10,18),(18,27),-0.462267 # DEPENDENCYPART_GRANDPAR
(10,18),(18,28),-0.506115 # DEPENDENCYPART_GRANDPAR
(10,18),(18,29),-0.728477 # DEPENDENCYPART_GRANDPAR
(10,18),(18,31),-0.723366 # DEPENDENCYPART_GRANDPAR
(10,18),(18,34),-0.767087 # DEPENDENCYPART_GRANDPAR
(10,18),(18,36),-0.764009 # DEPENDENCYPART_GRANDPAR
(10,18),(18,38),-0.831025 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-1.07313 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-1.29934 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.665007 # DEPENDENCYPART_GRANDPAR
(10,21),(21,8),-1.49951 # DEPENDENCYPART_GRANDPAR
(10,21),(21,10),-1.07956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,21),(21,12),-0.306294 # DEPENDENCYPART_GRANDPAR
(10,21),(21,13),-0.476805 # DEPENDENCYPART_GRANDPAR
(10,21),(21,15),-0.350294 # DEPENDENCYPART_GRANDPAR
(10,21),(21,16),-0.887318 # DEPENDENCYPART_GRANDPAR
(10,21),(21,19),-0.970519 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.547749 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.439146 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.446611 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-1.11516 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),-0.568722 # DEPENDENCYPART_GRANDPAR
(10,21),(21,26),-0.570575 # DEPENDENCYPART_GRANDPAR
(10,21),(21,27),-0.462267 # DEPENDENCYPART_GRANDPAR
(10,21),(21,28),-0.506115 # DEPENDENCYPART_GRANDPAR
(10,21),(21,29),-0.728477 # DEPENDENCYPART_GRANDPAR
(10,21),(21,30),-0.793122 # DEPENDENCYPART_GRANDPAR
(10,21),(21,31),-0.723366 # DEPENDENCYPART_GRANDPAR
(10,21),(21,34),-0.767087 # DEPENDENCYPART_GRANDPAR
(10,21),(21,36),-0.764009 # DEPENDENCYPART_GRANDPAR
(10,21),(21,38),-0.831025 # DEPENDENCYPART_GRANDPAR
(10,21),(21,40),-0.793552 # DEPENDENCYPART_GRANDPAR
(10,21),(21,52),-1.30047 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.253521 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.268203 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.253217 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.208087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0145126 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.32303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.399174 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.93479 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.80026 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.835475 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.865955 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.938271 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.920229 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.244416 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0993307 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.32573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,2),-0.316472 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.322133 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.272733 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.2578 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.22285 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.176583 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.20713 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.32303 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.399174 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.93479 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.80026 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.835475 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.928471 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.865955 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.938271 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.920229 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-1.03822 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.803605 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.748401 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.627011 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.756081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.219654 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.199156 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.261102 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.211865 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.264794 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.757737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,14),-0.225946 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.313683 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.277039 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.291147 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.369177 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.310806 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.469124 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.781003 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.604409 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.749671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,15),-0.242298 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.251625 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.295135 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0615323 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),0.090282 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.0882068 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.0558846 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.161831 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.106867 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.18062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.447872 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.672611 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-0.697256 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),-0.833218 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.894189 # DEPENDENCYPART_GRANDPAR
(12,8),(8,20),-1.17191 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.169758 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.139237 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.219974 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),0.114417 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.01728 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),0.0853981 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.0833347 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.102392 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.120589 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),7.8772e-05 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.106682 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.18062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.447872 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.672611 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.697256 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-1.14424 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.833218 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.894189 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-1.17191 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-1.11226 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.132727 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.107542 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.020924 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.16881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.381887 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.656859 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.42564 # DEPENDENCYPART_GRANDPAR
(12,13),(13,14),0.0481732 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.0526736 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.362298 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.112036 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.191715 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.413038 # DEPENDENCYPART_GRANDPAR
(12,13),(13,21),-0.409783 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.853186 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.741201 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.431679 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.00512569 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.323356 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.130291 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.677536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.122224 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.168601 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.423797 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.201052 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.333716 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.555714 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.106278 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.181148 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.490764 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.404179 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.399216 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.494332 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.237911 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.464704 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.597225 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.337032 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.561115 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0563474 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.37824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),0.05035 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-1.26449 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-1.22832 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.855023 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),-0.312062 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.477611 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.260425 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.711994 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.853016 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.491945 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.246048 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0446913 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.247488 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.41643 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0779557 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.157973 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.562709 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.221813 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.260237 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.913842 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.345673 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.638741 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.0123 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-0.978488 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.997389 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.973917 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-1.32192 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.960032 # DEPENDENCYPART_GRANDPAR
(13,18),(18,10),-1.28575 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.863045 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.730326 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.936321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.49453 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.329239 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.660136 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.360422 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.318062 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.206717 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.302935 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.29637 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.41557 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.797642 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.535887 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.560629 # DEPENDENCYPART_GRANDPAR
(13,18),(18,27),-0.33989 # DEPENDENCYPART_GRANDPAR
(13,18),(18,28),-0.499151 # DEPENDENCYPART_GRANDPAR
(13,18),(18,29),-0.591509 # DEPENDENCYPART_GRANDPAR
(13,18),(18,31),-0.689268 # DEPENDENCYPART_GRANDPAR
(13,18),(18,34),-0.469228 # DEPENDENCYPART_GRANDPAR
(13,18),(18,36),-0.62995 # DEPENDENCYPART_GRANDPAR
(13,18),(18,38),-0.776763 # DEPENDENCYPART_GRANDPAR
(13,20),(20,2),-0.995838 # DEPENDENCYPART_GRANDPAR
(13,20),(20,7),-1.00903 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.582318 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-1.32192 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-1.28575 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.730326 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.936321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,15),-0.329239 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.660136 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.843258 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.478611 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.29637 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.41557 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.797642 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.535887 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.560629 # DEPENDENCYPART_GRANDPAR
(13,21),(21,27),-0.33989 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),-0.499151 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-0.591509 # DEPENDENCYPART_GRANDPAR
(13,21),(21,30),-0.565872 # DEPENDENCYPART_GRANDPAR
(13,21),(21,31),-0.689268 # DEPENDENCYPART_GRANDPAR
(13,21),(21,34),-0.469228 # DEPENDENCYPART_GRANDPAR
(13,21),(21,36),-0.62995 # DEPENDENCYPART_GRANDPAR
(13,21),(21,38),-0.776763 # DEPENDENCYPART_GRANDPAR
(13,21),(21,40),-0.677956 # DEPENDENCYPART_GRANDPAR
(13,21),(21,52),-1.15967 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.351494 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.253898 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.306401 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.289358 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.325209 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.245809 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0599944 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.0405595 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.13826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.590241 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.934189 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-1.13851 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-1.11122 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.324537 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.401647 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.258428 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.310984 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.27078 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.697821 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.331157 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.245865 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0599944 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.0405595 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.13826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,15),-0.590241 # DEPENDENCYPART_GRANDPAR
(14,10),(10,16),-1.11597 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.934189 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-1.13851 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-1.11122 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-1.29113 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.751271 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.269133 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.452884 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.0304845 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.180782 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.12145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,12),-0.614922 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.756998 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.612375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.321967 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.245049 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.531919 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.562739 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.309009 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.551102 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.697949 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.450231 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.703719 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.581319 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.56181 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.679235 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.281558 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.276133 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.210254 # DEPENDENCYPART_GRANDPAR
