# _root_ وَ يُشَكِّلُ هٰذا الخَفْضُ , بِ الإِضافَةِ إِلَى ثَلاثَةِ آلافِ آخَرِينَ فِي مارِس الماضِي , نِسْبَةَ 11 بِ المِائَةِ مِن مَجْمُوعِ عَدَدِ العامِلِينَ عَلَى أَجْهِزَةِ الفَحْصِ وَ البالِغِ 55600 شَخْصٍ . وَ مِن المُتَوَقَّعِ أَن تُوَفِّرَ إِدارَةُ أَمْنِ النَقْلِ مَبْلَغاً يَقْرَبُ مِن 280 مِلْيُونَ دُولارٍ أَمْرِيكِيٍّ .
#goldHeads=0,0,4,8,4,8,8,2,8,9,10,11,12,13,14,2,16,17,18,17,20,21,22,23,24,25,28,22,28,29,0,0,0,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
#predictedHeads=0,0,4,2,4,2,6,7,8,9,10,9,12,13,16,2,16,17,18,17,20,21,22,23,24,25,25,27,28,29,0,0,29,33,33,35,36,37,38,36,40,41,42,43,44,45,0,
(2,21),(21,22),-0.55968 # DEPENDENCYPART_GRANDPAR
(2,21),(21,23),-0.523787 # DEPENDENCYPART_GRANDPAR
(2,21),(21,24),-0.476551 # DEPENDENCYPART_GRANDPAR
(2,21),(21,25),-0.530152 # DEPENDENCYPART_GRANDPAR
(2,21),(21,26),-0.426742 # DEPENDENCYPART_GRANDPAR
(2,21),(21,27),-0.565384 # DEPENDENCYPART_GRANDPAR
(2,21),(21,28),-0.235903 # DEPENDENCYPART_GRANDPAR
(2,21),(21,29),-0.176183 # DEPENDENCYPART_GRANDPAR
(2,21),(21,30),-0.652305 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.504801 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),-0.522779 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.490843 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),-0.529144 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-0.425734 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),-0.536719 # DEPENDENCYPART_GRANDPAR
(2,22),(22,28),-0.238184 # DEPENDENCYPART_GRANDPAR
(2,22),(22,29),-0.180184 # DEPENDENCYPART_GRANDPAR
(2,22),(22,30),-0.651297 # DEPENDENCYPART_GRANDPAR
(2,22),(22,32),-0.504189 # DEPENDENCYPART_GRANDPAR
(2,23),(23,24),-0.468158 # DEPENDENCYPART_GRANDPAR
(2,23),(23,25),-0.530733 # DEPENDENCYPART_GRANDPAR
(2,23),(23,26),-0.427324 # DEPENDENCYPART_GRANDPAR
(2,23),(23,27),-0.565178 # DEPENDENCYPART_GRANDPAR
(2,23),(23,28),-0.232977 # DEPENDENCYPART_GRANDPAR
(2,23),(23,33),-0.516829 # DEPENDENCYPART_GRANDPAR
(2,24),(24,21),-0.50617 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.558894 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),-0.532313 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),-0.312187 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),-0.200102 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),-0.536441 # DEPENDENCYPART_GRANDPAR
(2,24),(24,28),-0.203448 # DEPENDENCYPART_GRANDPAR
(2,24),(24,29),-0.110674 # DEPENDENCYPART_GRANDPAR
(2,24),(24,32),-0.503911 # DEPENDENCYPART_GRANDPAR
(2,24),(24,34),-0.543346 # DEPENDENCYPART_GRANDPAR
(2,26),(26,27),-0.56515 # DEPENDENCYPART_GRANDPAR
(2,26),(26,28),-0.234365 # DEPENDENCYPART_GRANDPAR
(2,28),(28,26),-0.574002 # DEPENDENCYPART_GRANDPAR
(2,28),(28,29),-0.123632 # DEPENDENCYPART_GRANDPAR
(2,28),(28,30),-0.612629 # DEPENDENCYPART_GRANDPAR
(2,28),(28,31),0.234348 # DEPENDENCYPART_GRANDPAR
(2,28),(28,32),-0.533011 # DEPENDENCYPART_GRANDPAR
(2,28),(28,33),-0.3043 # DEPENDENCYPART_GRANDPAR
(2,28),(28,34),-0.740482 # DEPENDENCYPART_GRANDPAR
(2,28),(28,35),0.0728998 # DEPENDENCYPART_GRANDPAR
(2,31),(31,29),-0.202771 # DEPENDENCYPART_GRANDPAR
(2,31),(31,30),-0.753245 # DEPENDENCYPART_GRANDPAR
(2,35),(35,2),-0.521284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,35),(35,25),-0.707111 # DEPENDENCYPART_GRANDPAR
(2,35),(35,29),-0.259402 # DEPENDENCYPART_GRANDPAR
(2,35),(35,30),-0.831002 # DEPENDENCYPART_GRANDPAR
(2,35),(35,32),-0.57414 # DEPENDENCYPART_GRANDPAR
(2,35),(35,33),-0.560167 # DEPENDENCYPART_GRANDPAR
(2,35),(35,34),-0.965501 # DEPENDENCYPART_GRANDPAR
(2,35),(35,36),-0.169919 # DEPENDENCYPART_GRANDPAR
(2,35),(35,37),-0.979735 # DEPENDENCYPART_GRANDPAR
(2,35),(35,38),-1.13435 # DEPENDENCYPART_GRANDPAR
(2,35),(35,39),-1.24902 # DEPENDENCYPART_GRANDPAR
(2,35),(35,40),-0.673364 # DEPENDENCYPART_GRANDPAR
(2,35),(35,41),-0.516031 # DEPENDENCYPART_GRANDPAR
(2,35),(35,42),-0.96115 # DEPENDENCYPART_GRANDPAR
(2,35),(35,43),-0.550538 # DEPENDENCYPART_GRANDPAR
(2,35),(35,44),-1.2909 # DEPENDENCYPART_GRANDPAR
(2,35),(35,45),-2.08584 # DEPENDENCYPART_GRANDPAR
(2,35),(35,46),-0.592795 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.774799 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.786944 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.253761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0385798 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0268869 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.440528 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.100873 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.400203 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.148236 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.8012 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.246693 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0708722 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.393866 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.062775 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.295933 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.373881 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.354387 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.266682 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.799719 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.767946 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),0.255274 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.107116 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0410104 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.382497 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.285318 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.363192 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.343772 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.0318149 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-0.28649 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0969928 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.38203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.950852 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.165315 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.237057 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.43443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.423445 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.967999 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-1.09328 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.976335 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-1.09064 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-1.33662 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-1.27198 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-1.10243 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-1.78693 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-1.2556 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.49925 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-1.21269 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.987803 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-1.68662 # DEPENDENCYPART_GRANDPAR
(4,2),(2,20),-1.19064 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-1.51377 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-1.56535 # DEPENDENCYPART_GRANDPAR
(4,2),(2,23),-1.31816 # DEPENDENCYPART_GRANDPAR
(4,2),(2,24),-1.38626 # DEPENDENCYPART_GRANDPAR
(4,2),(2,26),-1.78485 # DEPENDENCYPART_GRANDPAR
(4,2),(2,28),-1.75229 # DEPENDENCYPART_GRANDPAR
(4,2),(2,31),-1.79228 # DEPENDENCYPART_GRANDPAR
(4,2),(2,35),-1.24537 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.36831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,6),-0.936554 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.952373 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.82641 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.736483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.393851 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.367568 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.397849 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.85296 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.788007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.165456 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.238676 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.342928 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.144731 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.3936 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.316223 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.559239 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.231717 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.428019 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.313487 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.552864 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.516751 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.451972 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.852227 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.832137 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.818244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),0.0667115 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.287107 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.403493 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.179364 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.428142 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.350857 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.426777 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.744102 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.299929 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.553926 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.476356 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.522983 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.619534 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-1.09751 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.517162 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.721342 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.562234 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.468037 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.912714 # DEPENDENCYPART_GRANDPAR
(4,9),(9,20),-0.490301 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.764135 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.799973 # DEPENDENCYPART_GRANDPAR
(4,9),(9,27),-0.813612 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.852839 # DEPENDENCYPART_GRANDPAR
(4,12),(12,5),0.123406 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.423513 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.731492 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.667734 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.555693 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-1.10684 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.588239 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.580192 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.550623 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.766649 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.211901 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0611228 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.112132 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.23734 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.35804 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.894314 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.739116 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.776881 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.808816 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.871159 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.676086 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.618777 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.898239 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.954086 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.731308 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.846484 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-0.995032 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.772979 # DEPENDENCYPART_GRANDPAR
(5,2),(2,21),-0.944248 # DEPENDENCYPART_GRANDPAR
(5,2),(2,22),-0.939828 # DEPENDENCYPART_GRANDPAR
(5,2),(2,23),-1.05427 # DEPENDENCYPART_GRANDPAR
(5,2),(2,24),-0.870402 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.06178 # DEPENDENCYPART_GRANDPAR
(5,2),(2,28),-0.256843 # DEPENDENCYPART_GRANDPAR
(5,2),(2,31),-1.17122 # DEPENDENCYPART_GRANDPAR
(5,2),(2,35),-0.287961 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.233567 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.13002 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.165936 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.23308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.353265 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.894413 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.73795 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.777287 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.669962 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.784287 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.567123 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.641834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.231496 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.190823 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.0588682 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.0977507 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.159352 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.338153 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.69311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,8),-0.219519 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.124778 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.150986 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.123689 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.3324 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.783694 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.683199 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.564238 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.669912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.351577 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.171314 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.0525045 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0913144 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.152989 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.196119 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),0.0458826 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.0194354 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.0773678 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.11475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,1),0.134437 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.180292 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.115714 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.0712994 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.09884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.427208 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.563176 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.950656 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.852662 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.137608 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.0488802 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.09754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.385062 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.56583 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.400922 # DEPENDENCYPART_GRANDPAR
(6,7),(7,8),0.0933284 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.244553 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.159462 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.268992 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.130742 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.570022 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.575739 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.83108 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.445015 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.508439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.166134 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.329761 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.264728 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.468427 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.710186 # DEPENDENCYPART_GRANDPAR
(6,8),(8,27),-0.398516 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),0.170604 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.106038 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.319131 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.179995 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.558583 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.233913 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.0964614 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.388326 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.145439 # DEPENDENCYPART_GRANDPAR
(6,9),(9,18),-0.0473642 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.667763 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.281426 # DEPENDENCYPART_GRANDPAR
(6,9),(9,22),-0.548079 # DEPENDENCYPART_GRANDPAR
(6,9),(9,24),-0.0811499 # DEPENDENCYPART_GRANDPAR
(6,9),(9,27),-0.180016 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.400922 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.35639 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.335009 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.199531 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.57075 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.24548 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.108629 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.404204 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.0612724 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.68364 # DEPENDENCYPART_GRANDPAR
(6,10),(10,20),-0.309844 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.111704 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.297987 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.19942 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.569464 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.244193 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.409331 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.0611606 # DEPENDENCYPART_GRANDPAR
(6,11),(11,20),-0.310874 # DEPENDENCYPART_GRANDPAR
(6,15),(15,2),-0.554445 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.769111 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.226475 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.296199 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.240294 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.432849 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.226308 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.72105 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.403515 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.388959 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.182407 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.614405 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.420166 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.0785725 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.39126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.339422 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.916991 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.17698 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.12847 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.877807 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.749219 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.763309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.165678 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.49087 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.573018 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.250506 # DEPENDENCYPART_GRANDPAR
(7,8),(8,27),-0.674066 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.659735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,10),-0.579139 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.661004 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.355406 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.420766 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.87767 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.175849 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.548155 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.283919 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.265411 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.744181 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),-0.287357 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.883126 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.51861 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-0.712286 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.902092 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.244272 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.648187 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.334515 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.410505 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.866913 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.165588 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.535338 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),-0.234681 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.731365 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.266616 # DEPENDENCYPART_GRANDPAR
(7,10),(10,24),-0.502626 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.917602 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.870784 # DEPENDENCYPART_GRANDPAR
