# _root_ خَصَّصَت الحُكُومَةُ المِصْرِيَّةُ 5,2 بِلْيُونِ جُنَيْهٍ ( 585 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ شَرِكَةِ الحَدِيدِ وَ الصُلْبِ وَ 5,1 بِلْيُونٍ ( 153 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ قِطاعِ الغَزْلِ وَ النَسِيجِ فِي الوَقْتِ الَّذِي سَ تَمْتَنِعُ عَن بَيْعِ 115 شَرِكَةً تابِعَةً سابِقاً لِ وِزارَةِ الاِقْتِصادِ قَبْلَ إِلْغائِ ها .
#goldHeads=18,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,32,21,19,18,21,22,23,21,18,26,27,30,28,30,0,32,32,36,32,36,37,38,39,40,41,41,43,44,41,46,47,0,
#predictedHeads=0,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,16,21,19,14,21,22,23,21,1,26,27,30,28,30,31,32,33,36,33,36,37,38,39,40,41,38,43,44,36,46,47,0,
(40,43),(40,46),0.0316052 # DEPENDENCYPART_SIBL
(40,43),(40,47),0.0275804 # DEPENDENCYPART_SIBL
(40,43),(40,48),-0.0378603 # DEPENDENCYPART_SIBL
(40,44),(40,45),-0.113027 # DEPENDENCYPART_SIBL
(40,44),(40,46),0.0198467 # DEPENDENCYPART_SIBL
(40,44),(40,47),-0.105839 # DEPENDENCYPART_SIBL
(40,44),(40,48),-0.124486 # DEPENDENCYPART_SIBL
(40,45),(40,46),0.00509367 # DEPENDENCYPART_SIBL
(40,45),(40,47),-0.113269 # DEPENDENCYPART_SIBL
(40,45),(40,48),-0.131123 # DEPENDENCYPART_SIBL
(40,46),(40,47),0.0446702 # DEPENDENCYPART_SIBL
(40,46),(40,48),-0.0426166 # DEPENDENCYPART_SIBL
(40,47),(40,48),-0.124199 # DEPENDENCYPART_SIBL
(41,39),(41,40),0.00771788 # DEPENDENCYPART_SIBL
(41,39),(41,42),-9.10259e-05 # DEPENDENCYPART_SIBL
(41,39),(41,43),0.0452271 # DEPENDENCYPART_SIBL
(41,39),(41,44),0.00640425 # DEPENDENCYPART_SIBL
(41,39),(41,45),0.00637496 # DEPENDENCYPART_SIBL
(41,39),(41,46),0.0350678 # DEPENDENCYPART_SIBL
(41,40),(41,42),0.0358448 # DEPENDENCYPART_SIBL
(41,40),(41,43),0.0762701 # DEPENDENCYPART_SIBL
(41,40),(41,44),0.0449732 # DEPENDENCYPART_SIBL
(41,40),(41,45),0.046681 # DEPENDENCYPART_SIBL
(41,40),(41,46),0.0760236 # DEPENDENCYPART_SIBL
(41,42),(41,43),0.102535 # DEPENDENCYPART_SIBL
(41,42),(41,44),0.00666345 # DEPENDENCYPART_SIBL
(41,42),(41,45),0.00664612 # DEPENDENCYPART_SIBL
(41,42),(41,46),0.0945697 # DEPENDENCYPART_SIBL
(41,43),(41,44),0.00180808 # DEPENDENCYPART_SIBL
(41,43),(41,45),0.00306167 # DEPENDENCYPART_SIBL
(41,43),(41,46),0.0117783 # DEPENDENCYPART_SIBL
(41,44),(41,45),-0.0299097 # DEPENDENCYPART_SIBL
(41,44),(41,46),0.0921366 # DEPENDENCYPART_SIBL
(41,45),(41,46),0.0883414 # DEPENDENCYPART_SIBL
(42,38),(42,39),-0.0143603 # DEPENDENCYPART_SIBL
(42,38),(42,40),-0.104387 # DEPENDENCYPART_SIBL
(42,38),(42,41),-0.00744694 # DEPENDENCYPART_SIBL
(42,38),(42,43),0.0842085 # DEPENDENCYPART_SIBL
(42,38),(42,44),0.0333871 # DEPENDENCYPART_SIBL
(42,38),(42,45),0.0350941 # DEPENDENCYPART_SIBL
(42,38),(42,46),0.0817278 # DEPENDENCYPART_SIBL
(42,38),(42,47),0.0337984 # DEPENDENCYPART_SIBL
(42,39),(42,40),0.00773464 # DEPENDENCYPART_SIBL
(42,39),(42,41),0.0194049 # DEPENDENCYPART_SIBL
(42,39),(42,43),0.0464465 # DEPENDENCYPART_SIBL
(42,39),(42,44),0.00678113 # DEPENDENCYPART_SIBL
(42,39),(42,45),0.00675109 # DEPENDENCYPART_SIBL
(42,39),(42,46),0.0358675 # DEPENDENCYPART_SIBL
(42,39),(42,47),0.00678499 # DEPENDENCYPART_SIBL
(42,40),(42,41),-0.00738805 # DEPENDENCYPART_SIBL
(42,40),(42,43),0.0766911 # DEPENDENCYPART_SIBL
(42,40),(42,44),0.0449788 # DEPENDENCYPART_SIBL
(42,40),(42,45),0.0466857 # DEPENDENCYPART_SIBL
(42,40),(42,46),0.0762385 # DEPENDENCYPART_SIBL
(42,40),(42,47),0.0453901 # DEPENDENCYPART_SIBL
(42,41),(42,43),0.0195649 # DEPENDENCYPART_SIBL
(42,41),(42,44),-0.03807 # DEPENDENCYPART_SIBL
(42,41),(42,45),-0.0381073 # DEPENDENCYPART_SIBL
(42,41),(42,46),0.00499397 # DEPENDENCYPART_SIBL
(42,41),(42,47),-0.038069 # DEPENDENCYPART_SIBL
(42,43),(42,44),-0.00765459 # DEPENDENCYPART_SIBL
(42,43),(42,45),-0.00640428 # DEPENDENCYPART_SIBL
(42,43),(42,46),0.0058912 # DEPENDENCYPART_SIBL
(42,43),(42,47),-0.00625793 # DEPENDENCYPART_SIBL
(42,44),(42,45),-0.0318782 # DEPENDENCYPART_SIBL
(42,44),(42,46),0.0907761 # DEPENDENCYPART_SIBL
(42,44),(42,47),-0.0292653 # DEPENDENCYPART_SIBL
(42,45),(42,46),0.0869653 # DEPENDENCYPART_SIBL
(42,45),(42,47),-0.0277782 # DEPENDENCYPART_SIBL
(42,46),(42,47),0.0396986 # DEPENDENCYPART_SIBL
(43,40),(43,41),0.00483088 # DEPENDENCYPART_SIBL
(43,40),(43,42),0.00503104 # DEPENDENCYPART_SIBL
(43,40),(43,44),0.00559047 # DEPENDENCYPART_SIBL
(43,40),(43,45),-0.00360158 # DEPENDENCYPART_SIBL
(43,40),(43,47),-0.00492438 # DEPENDENCYPART_SIBL
(43,41),(43,42),-0.0141771 # DEPENDENCYPART_SIBL
(43,41),(43,44),-0.0474007 # DEPENDENCYPART_SIBL
(43,41),(43,45),-0.0586176 # DEPENDENCYPART_SIBL
(43,41),(43,47),-0.0585991 # DEPENDENCYPART_SIBL
(43,42),(43,44),-0.0504162 # DEPENDENCYPART_SIBL
(43,42),(43,45),-0.0616331 # DEPENDENCYPART_SIBL
(43,42),(43,47),-0.0616146 # DEPENDENCYPART_SIBL
(43,44),(43,45),-0.199051 # DEPENDENCYPART_SIBL
(43,44),(43,47),-0.192389 # DEPENDENCYPART_SIBL
(43,45),(43,47),-0.182398 # DEPENDENCYPART_SIBL
(44,45),(44,46),-0.0346969 # DEPENDENCYPART_SIBL
(44,45),(44,47),-0.122493 # DEPENDENCYPART_SIBL
(44,45),(44,48),-0.120771 # DEPENDENCYPART_SIBL
(44,46),(44,47),0.0410308 # DEPENDENCYPART_SIBL
(44,46),(44,48),-0.0358918 # DEPENDENCYPART_SIBL
(44,47),(44,48),-0.110234 # DEPENDENCYPART_SIBL
(45,44),(45,46),-0.00251328 # DEPENDENCYPART_SIBL
(45,44),(45,47),0.00599555 # DEPENDENCYPART_SIBL
(45,44),(45,48),-0.0183888 # DEPENDENCYPART_SIBL
(45,46),(45,47),0.0453009 # DEPENDENCYPART_SIBL
(45,46),(45,48),-0.0420019 # DEPENDENCYPART_SIBL
(45,47),(45,48),-0.124208 # DEPENDENCYPART_SIBL
(46,43),(46,44),0.14322 # DEPENDENCYPART_SIBL
(46,43),(46,45),0.143323 # DEPENDENCYPART_SIBL
(46,43),(46,47),-0.041653 # DEPENDENCYPART_SIBL
(46,43),(46,48),0.040091 # DEPENDENCYPART_SIBL
(46,44),(46,45),-0.0281472 # DEPENDENCYPART_SIBL
(46,44),(46,47),-0.0238381 # DEPENDENCYPART_SIBL
(46,44),(46,48),-0.0167418 # DEPENDENCYPART_SIBL
(46,45),(46,47),-0.0330438 # DEPENDENCYPART_SIBL
(46,45),(46,48),-0.0181491 # DEPENDENCYPART_SIBL
(46,47),(46,48),-0.0761558 # DEPENDENCYPART_SIBL
(47,45),(47,48),-0.0182264 # DEPENDENCYPART_SIBL
(47,45),(47,49),-0.0540645 # DEPENDENCYPART_SIBL
(47,48),(47,49),-0.0444661 # DEPENDENCYPART_SIBL
(48,44),(48,45),-0.062208 # DEPENDENCYPART_SIBL
(48,44),(48,47),-0.062208 # DEPENDENCYPART_SIBL
(48,44),(48,49),-0.00564876 # DEPENDENCYPART_SIBL
(48,45),(48,47),-0.0615967 # DEPENDENCYPART_SIBL
(48,45),(48,49),-0.00547869 # DEPENDENCYPART_SIBL
(48,47),(48,49),-0.00544008 # DEPENDENCYPART_SIBL
(49,47),(49,48),-0.0102839 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.261306 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.0559943 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.0651114 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.272807 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.10202 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.223056 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.0356982 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.181013 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.119847 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.0318749 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.384521 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.216601 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.0152789 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.253707 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.218652 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.370384 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.155823 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.0515613 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.0878764 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-0.414091 # DEPENDENCYPART_GRANDPAR
(0,1),(1,26),0.304972 # DEPENDENCYPART_GRANDPAR
(0,1),(1,28),-0.0756277 # DEPENDENCYPART_GRANDPAR
(0,1),(1,29),-0.142673 # DEPENDENCYPART_GRANDPAR
(0,1),(1,32),0.44829 # DEPENDENCYPART_GRANDPAR
(0,1),(1,41),-0.557286 # DEPENDENCYPART_GRANDPAR
(0,1),(1,42),-0.976104 # DEPENDENCYPART_GRANDPAR
(0,1),(1,43),-0.207281 # DEPENDENCYPART_GRANDPAR
(0,1),(1,46),-1.33696 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.128817 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.110071 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.505637 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.316066 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.115888 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.135133 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.127079 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.0628378 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0746222 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.502681 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.331887 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0720689 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.0402377 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.205445 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.453013 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.318672 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.123122 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.0758514 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.106115 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.757445 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.200875 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.346009 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.270366 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.804206 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.610836 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.367609 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),-0.70141 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.670292 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.412701 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.110443 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.763367 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.529248 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.392618 # DEPENDENCYPART_GRANDPAR
(0,7),(7,25),-0.74811 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.639362 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.448248 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.124387 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.293237 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.339196 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.0758514 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.106115 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.397144 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.806548 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.262118 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.645885 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.62037 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.0514221 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.206294 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.487008 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.476272 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.601029 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.413443 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.110855 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.310854 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.0882444 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.130743 # DEPENDENCYPART_GRANDPAR
(0,13),(13,30),-0.725756 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),1.01141 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.0264247 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.211787 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.16256 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),-0.648507 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.456373 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),-0.0976446 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.18986 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.506157 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.490951 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.353959 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.581124 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.344328 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.561828 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.756906 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.483948 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),-0.142491 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.497277 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),-0.253443 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),-0.161399 # DEPENDENCYPART_GRANDPAR
(0,16),(16,23),-0.799366 # DEPENDENCYPART_GRANDPAR
(0,16),(16,24),-0.481318 # DEPENDENCYPART_GRANDPAR
(0,16),(16,25),-0.590885 # DEPENDENCYPART_GRANDPAR
(0,16),(16,26),-0.0749463 # DEPENDENCYPART_GRANDPAR
(0,16),(16,27),-0.622326 # DEPENDENCYPART_GRANDPAR
(0,16),(16,28),-0.485304 # DEPENDENCYPART_GRANDPAR
(0,16),(16,29),-0.576578 # DEPENDENCYPART_GRANDPAR
(0,16),(16,30),-0.79626 # DEPENDENCYPART_GRANDPAR
(0,16),(16,31),-0.943995 # DEPENDENCYPART_GRANDPAR
(0,16),(16,32),0.149667 # DEPENDENCYPART_GRANDPAR
(0,16),(16,33),-0.709566 # DEPENDENCYPART_GRANDPAR
(0,16),(16,36),0.148648 # DEPENDENCYPART_GRANDPAR
(0,16),(16,37),-0.912908 # DEPENDENCYPART_GRANDPAR
(0,16),(16,38),-0.849926 # DEPENDENCYPART_GRANDPAR
(0,16),(16,39),-0.259564 # DEPENDENCYPART_GRANDPAR
(0,16),(16,40),-0.534179 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.01141 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),-0.0264247 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.211787 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.16256 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.648507 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.456373 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.0976446 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.18986 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.506157 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.490951 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.353959 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.581124 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.344328 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.561828 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.716378 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.717685 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.142491 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.497277 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.253443 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),-0.161399 # DEPENDENCYPART_GRANDPAR
(0,18),(18,23),-0.799366 # DEPENDENCYPART_GRANDPAR
(0,18),(18,24),-0.481318 # DEPENDENCYPART_GRANDPAR
(0,18),(18,25),-0.590885 # DEPENDENCYPART_GRANDPAR
(0,18),(18,26),-0.0749463 # DEPENDENCYPART_GRANDPAR
(0,18),(18,27),-0.622326 # DEPENDENCYPART_GRANDPAR
(0,18),(18,28),-0.485304 # DEPENDENCYPART_GRANDPAR
(0,18),(18,29),-0.576578 # DEPENDENCYPART_GRANDPAR
(0,18),(18,30),-0.79626 # DEPENDENCYPART_GRANDPAR
(0,18),(18,31),-0.943995 # DEPENDENCYPART_GRANDPAR
(0,18),(18,32),0.149667 # DEPENDENCYPART_GRANDPAR
(0,18),(18,33),-0.709566 # DEPENDENCYPART_GRANDPAR
(0,18),(18,36),0.148648 # DEPENDENCYPART_GRANDPAR
(0,18),(18,39),-0.259564 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.335311 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.60959 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.724982 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.288986 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.085968 # DEPENDENCYPART_GRANDPAR
(0,19),(19,23),-0.526308 # DEPENDENCYPART_GRANDPAR
(0,19),(19,25),-0.411261 # DEPENDENCYPART_GRANDPAR
(0,19),(19,26),0.0235883 # DEPENDENCYPART_GRANDPAR
(0,19),(19,34),-0.483228 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-0.804206 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.610836 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.655368 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.727804 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.493742 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.766279 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.88365 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.281793 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.599079 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),-0.370874 # DEPENDENCYPART_GRANDPAR
(0,21),(21,23),-0.934488 # DEPENDENCYPART_GRANDPAR
(0,21),(21,24),-0.637119 # DEPENDENCYPART_GRANDPAR
(0,21),(21,25),-0.74811 # DEPENDENCYPART_GRANDPAR
(0,21),(21,27),-0.759362 # DEPENDENCYPART_GRANDPAR
(0,21),(21,28),-0.622433 # DEPENDENCYPART_GRANDPAR
(0,21),(21,36),-0.131458 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.720211 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.437657 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.333477 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),-0.526315 # DEPENDENCYPART_GRANDPAR
(0,22),(22,24),-0.306023 # DEPENDENCYPART_GRANDPAR
(0,22),(22,25),-0.411261 # DEPENDENCYPART_GRANDPAR
(0,22),(22,26),0.0265658 # DEPENDENCYPART_GRANDPAR
(0,22),(22,32),0.225782 # DEPENDENCYPART_GRANDPAR
(0,25),(25,22),-0.265382 # DEPENDENCYPART_GRANDPAR
(0,25),(25,23),-0.878963 # DEPENDENCYPART_GRANDPAR
(0,25),(25,24),-0.587197 # DEPENDENCYPART_GRANDPAR
(0,25),(25,26),-0.130971 # DEPENDENCYPART_GRANDPAR
(0,25),(25,27),-0.692116 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),-0.282509 # DEPENDENCYPART_GRANDPAR
(0,27),(27,29),-0.376593 # DEPENDENCYPART_GRANDPAR
(0,27),(27,30),-0.725756 # DEPENDENCYPART_GRANDPAR
(0,27),(27,31),-0.763233 # DEPENDENCYPART_GRANDPAR
(0,27),(27,32),0.33558 # DEPENDENCYPART_GRANDPAR
(0,27),(27,33),-0.521394 # DEPENDENCYPART_GRANDPAR
(0,27),(27,34),-0.510952 # DEPENDENCYPART_GRANDPAR
(0,27),(27,36),-0.0645105 # DEPENDENCYPART_GRANDPAR
(0,27),(27,37),-0.794486 # DEPENDENCYPART_GRANDPAR
(0,27),(27,43),-0.43928 # DEPENDENCYPART_GRANDPAR
(0,35),(35,31),-0.766338 # DEPENDENCYPART_GRANDPAR
(0,35),(35,33),-0.525056 # DEPENDENCYPART_GRANDPAR
(0,35),(35,34),-0.490748 # DEPENDENCYPART_GRANDPAR
(0,36),(36,17),-0.519188 # DEPENDENCYPART_GRANDPAR
(0,36),(36,18),-0.410477 # DEPENDENCYPART_GRANDPAR
(0,36),(36,20),-0.236681 # DEPENDENCYPART_GRANDPAR
(0,36),(36,21),-0.143651 # DEPENDENCYPART_GRANDPAR
(0,36),(36,23),-0.530797 # DEPENDENCYPART_GRANDPAR
(0,36),(36,24),-0.233429 # DEPENDENCYPART_GRANDPAR
(0,36),(36,26),0.300647 # DEPENDENCYPART_GRANDPAR
(0,36),(36,27),-0.3614 # DEPENDENCYPART_GRANDPAR
(0,36),(36,28),-0.22427 # DEPENDENCYPART_GRANDPAR
(0,36),(36,29),-0.291405 # DEPENDENCYPART_GRANDPAR
(0,36),(36,30),-0.722789 # DEPENDENCYPART_GRANDPAR
(0,36),(36,31),-0.686565 # DEPENDENCYPART_GRANDPAR
(0,36),(36,32),0.406816 # DEPENDENCYPART_GRANDPAR
(0,36),(36,33),-0.445289 # DEPENDENCYPART_GRANDPAR
(0,36),(36,34),-0.397867 # DEPENDENCYPART_GRANDPAR
(0,36),(36,35),-0.197823 # DEPENDENCYPART_GRANDPAR
(0,36),(36,37),-0.539027 # DEPENDENCYPART_GRANDPAR
(0,36),(36,38),-0.450205 # DEPENDENCYPART_GRANDPAR
(0,36),(36,39),-0.0702524 # DEPENDENCYPART_GRANDPAR
(0,36),(36,40),-0.136823 # DEPENDENCYPART_GRANDPAR
(0,36),(36,41),-0.565477 # DEPENDENCYPART_GRANDPAR
(0,36),(36,42),-0.986757 # DEPENDENCYPART_GRANDPAR
(0,36),(36,43),-0.229553 # DEPENDENCYPART_GRANDPAR
(0,36),(36,44),-0.344172 # DEPENDENCYPART_GRANDPAR
(0,36),(36,45),-0.409 # DEPENDENCYPART_GRANDPAR
(0,36),(36,46),-1.35088 # DEPENDENCYPART_GRANDPAR
(0,36),(36,47),-0.594983 # DEPENDENCYPART_GRANDPAR
(0,37),(37,35),-0.459917 # DEPENDENCYPART_GRANDPAR
(0,37),(37,38),-0.542619 # DEPENDENCYPART_GRANDPAR
(0,37),(37,39),-0.149423 # DEPENDENCYPART_GRANDPAR
(0,37),(37,40),-0.231719 # DEPENDENCYPART_GRANDPAR
(0,37),(37,41),-0.606574 # DEPENDENCYPART_GRANDPAR
(0,37),(37,42),-1.02595 # DEPENDENCYPART_GRANDPAR
(0,37),(37,44),-0.439705 # DEPENDENCYPART_GRANDPAR
(0,38),(38,35),-0.509602 # DEPENDENCYPART_GRANDPAR
(0,38),(38,39),-0.229138 # DEPENDENCYPART_GRANDPAR
(0,38),(38,40),-0.336453 # DEPENDENCYPART_GRANDPAR
(0,38),(38,41),-0.737266 # DEPENDENCYPART_GRANDPAR
(0,38),(38,42),-1.15845 # DEPENDENCYPART_GRANDPAR
(0,38),(38,43),-0.449312 # DEPENDENCYPART_GRANDPAR
(0,38),(38,44),-0.544604 # DEPENDENCYPART_GRANDPAR
(0,38),(38,45),-0.613755 # DEPENDENCYPART_GRANDPAR
(0,38),(38,46),-1.61889 # DEPENDENCYPART_GRANDPAR
(0,38),(38,47),-0.79723 # DEPENDENCYPART_GRANDPAR
(0,38),(38,48),-1.29445 # DEPENDENCYPART_GRANDPAR
(0,40),(40,35),-0.509602 # DEPENDENCYPART_GRANDPAR
(0,40),(40,38),-0.681878 # DEPENDENCYPART_GRANDPAR
(0,40),(40,39),-0.241538 # DEPENDENCYPART_GRANDPAR
(0,40),(40,41),-0.732066 # DEPENDENCYPART_GRANDPAR
(0,40),(40,42),-1.15325 # DEPENDENCYPART_GRANDPAR
(0,40),(40,43),-0.455576 # DEPENDENCYPART_GRANDPAR
(0,40),(40,44),-0.566596 # DEPENDENCYPART_GRANDPAR
(0,40),(40,45),-0.635768 # DEPENDENCYPART_GRANDPAR
(0,40),(40,46),-1.63272 # DEPENDENCYPART_GRANDPAR
(0,40),(40,47),-0.819243 # DEPENDENCYPART_GRANDPAR
(0,40),(40,48),-1.30208 # DEPENDENCYPART_GRANDPAR
(0,49),(49,47),-1.17521 # DEPENDENCYPART_GRANDPAR
(0,49),(49,48),-1.51592 # DEPENDENCYPART_GRANDPAR
(1,2),(2,3),0.160848 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.0375178 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0548057 # DEPENDENCYPART_GRANDPAR
