sentence,n,depth,max degree,deg0,deg1,deg2,deg3,deg4,deg5,deg6,deg7,deg8,deg > 9
23559,20,13,3,6,10,3,1,0,0,0,0,0,0
23560,34,10,5,16,10,4,2,1,1,0,0,0,0
23561,10,3,8,8,1,0,0,0,0,0,0,1,0
23562,31,10,6,17,8,0,4,1,0,1,0,0,0
23563,34,12,5,17,8,5,2,1,1,0,0,0,0
23564,17,6,5,10,3,2,0,1,1,0,0,0,0
23565,32,9,4,15,10,3,1,3,0,0,0,0,0
23566,21,9,4,9,8,2,0,2,0,0,0,0,0
23567,25,8,7,14,5,3,2,0,0,0,1,0,0
23568,38,15,5,17,12,6,1,0,2,0,0,0,0
23569,38,12,5,16,13,5,3,0,1,0,0,0,0
23570,29,10,4,15,5,5,3,1,0,0,0,0,0
23571,47,10,5,22,16,4,0,3,2,0,0,0,0
23572,45,12,5,18,16,7,3,0,1,0,0,0,0
23573,38,11,4,16,12,7,1,2,0,0,0,0,0
23574,22,8,4,11,6,2,1,2,0,0,0,0,0
23575,24,7,6,15,3,2,2,1,0,1,0,0,0
23576,7,4,4,4,2,0,0,1,0,0,0,0,0
23577,7,3,4,5,0,1,0,1,0,0,0,0,0
23578,18,8,3,10,2,3,3,0,0,0,0,0,0
23579,18,8,3,9,3,4,2,0,0,0,0,0,0
23580,11,4,6,8,0,2,0,0,0,1,0,0,0
23581,32,15,5,13,11,6,1,0,1,0,0,0,0
23582,21,7,4,10,4,6,0,1,0,0,0,0,0
23583,24,10,3,10,8,3,3,0,0,0,0,0,0
23584,41,10,5,23,7,5,2,3,1,0,0,0,0
23585,23,8,4,13,4,2,2,2,0,0,0,0,0
23586,40,11,6,20,11,3,4,1,0,1,0,0,0
23587,15,5,4,8,4,0,2,1,0,0,0,0,0
23588,41,14,6,19,12,5,4,0,0,1,0,0,0
23589,16,7,5,9,4,1,0,1,1,0,0,0,0
23590,27,6,7,15,6,3,1,1,0,0,1,0,0
23591,22,5,7,14,3,3,0,0,1,0,1,0,0
23592,24,8,6,10,10,2,1,0,0,1,0,0,0
23593,27,10,4,12,9,3,1,2,0,0,0,0,0
23594,22,7,5,9,10,1,0,1,1,0,0,0,0
23595,22,9,4,11,5,3,2,1,0,0,0,0,0
23596,21,10,6,10,7,2,1,0,0,1,0,0,0
23597,33,13,5,15,10,5,1,1,1,0,0,0,0
23598,26,8,6,14,7,2,1,0,1,1,0,0,0
23599,31,8,9,20,6,1,1,1,0,1,0,0,1
23600,35,11,5,14,12,7,1,0,1,0,0,0,0
23601,38,8,11,22,10,2,1,1,1,0,0,0,1
23602,28,11,7,12,11,3,1,0,0,0,1,0,0
23603,18,6,5,10,4,1,2,0,1,0,0,0,0
23604,14,6,5,7,5,0,1,0,1,0,0,0,0
23605,32,10,5,15,8,7,0,1,1,0,0,0,0
23606,24,8,5,10,9,3,1,0,1,0,0,0,0
23607,26,7,5,13,7,3,1,1,1,0,0,0,0
23608,18,9,3,8,5,3,2,0,0,0,0,0,0
23609,16,7,4,6,7,2,0,1,0,0,0,0,0
23610,7,4,4,4,2,0,0,1,0,0,0,0,0
23611,34,8,6,17,11,2,2,0,0,2,0,0,0
23612,10,6,4,5,3,1,0,1,0,0,0,0,0
23613,19,11,4,7,8,3,0,1,0,0,0,0,0
23614,11,6,4,6,2,2,0,1,0,0,0,0,0
23615,26,6,5,17,2,2,3,0,2,0,0,0,0
23616,22,8,5,10,7,3,1,0,1,0,0,0,0
23617,32,14,6,14,11,4,2,0,0,1,0,0,0
23618,32,12,4,12,13,4,2,1,0,0,0,0,0
23619,30,7,7,15,9,3,1,1,0,0,1,0,0
23620,23,8,5,12,6,2,1,1,1,0,0,0,0
23621,45,12,6,24,11,3,3,3,0,1,0,0,0
23622,25,10,5,12,6,5,1,0,1,0,0,0,0
23623,20,10,3,6,10,3,1,0,0,0,0,0,0
23624,39,12,7,21,9,5,1,1,1,0,1,0,0
23625,33,11,4,12,15,3,1,2,0,0,0,0,0
23626,27,10,4,12,8,4,2,1,0,0,0,0,0
23627,39,15,5,20,8,6,3,1,1,0,0,0,0
23628,18,11,3,6,8,3,1,0,0,0,0,0,0
23629,39,14,6,18,13,3,3,1,0,1,0,0,0
23630,38,8,7,20,9,6,1,0,0,1,1,0,0
23631,22,6,5,12,5,2,1,1,1,0,0,0,0
23632,23,7,8,12,7,2,1,0,0,0,0,1,0
23633,56,13,6,29,12,9,1,4,0,1,0,0,0
23634,19,6,3,11,1,4,3,0,0,0,0,0,0
23635,36,12,5,16,13,2,3,1,1,0,0,0,0
23636,28,10,6,15,5,5,2,0,0,1,0,0,0
23637,23,10,5,12,5,3,2,0,1,0,0,0,0
23638,18,5,5,11,2,2,2,0,1,0,0,0,0
23639,46,13,5,20,15,7,2,0,2,0,0,0,0
23640,35,9,5,13,16,3,1,1,1,0,0,0,0
23641,22,6,5,14,2,2,2,1,1,0,0,0,0
23642,36,13,6,15,13,5,2,0,0,1,0,0,0
23643,21,7,5,8,10,1,1,0,1,0,0,0,0
23644,30,8,5,15,8,3,2,1,1,0,0,0,0
23645,17,8,4,8,5,2,1,1,0,0,0,0,0
23646,42,10,4,22,7,6,6,1,0,0,0,0,0
23647,23,8,3,10,6,5,2,0,0,0,0,0,0
23648,48,11,7,21,19,3,2,1,1,0,1,0,0
23649,16,6,5,8,4,3,0,0,1,0,0,0,0
23650,23,12,5,10,9,2,0,1,1,0,0,0,0
23651,33,17,3,14,11,3,5,0,0,0,0,0,0
23652,38,14,6,19,10,4,3,1,0,1,0,0,0
23653,25,8,5,14,4,4,1,1,1,0,0,0,0
23654,8,4,3,4,2,1,1,0,0,0,0,0,0
23655,21,6,6,15,0,3,1,0,1,1,0,0,0
23656,6,4,3,3,2,0,1,0,0,0,0,0,0
23657,40,17,6,19,12,5,2,0,1,1,0,0,0
23658,35,9,6,22,6,2,0,2,2,1,0,0,0
23659,38,14,5,17,10,8,2,0,1,0,0,0,0
23660,44,16,6,22,10,6,5,0,0,1,0,0,0
23661,39,8,7,21,9,5,1,1,1,0,1,0,0
23662,44,10,5,23,10,5,2,3,1,0,0,0,0
23663,32,7,7,17,8,3,2,1,0,0,1,0,0
23664,24,8,6,10,11,1,0,1,0,1,0,0,0
23665,25,7,7,14,6,2,1,1,0,0,1,0,0
23666,28,14,6,13,9,3,2,0,0,1,0,0,0
23667,42,11,6,20,12,5,3,1,0,1,0,0,0
23668,40,9,5,17,14,5,2,1,1,0,0,0,0
23669,25,7,5,13,5,4,2,0,1,0,0,0,0
23670,15,4,7,8,5,1,0,0,0,0,1,0,0
23671,36,11,8,17,13,3,0,2,0,0,0,1,0
23672,25,10,4,11,7,5,1,1,0,0,0,0,0
23673,35,11,6,17,10,4,2,1,0,1,0,0,0
23674,4,3,2,2,1,1,0,0,0,0,0,0,0
23675,34,11,7,17,10,3,2,1,0,0,1,0,0
23676,22,8,5,11,7,1,1,1,1,0,0,0,0
23677,6,3,4,4,1,0,0,1,0,0,0,0,0
23678,22,10,6,9,10,1,1,0,0,1,0,0,0
23679,43,11,5,21,12,4,3,2,1,0,0,0,0
23680,12,6,4,6,3,2,0,1,0,0,0,0,0
23681,22,9,4,11,6,1,3,1,0,0,0,0,0
23682,16,7,3,7,5,2,2,0,0,0,0,0,0
23683,25,9,8,12,8,4,0,0,0,0,0,1,0
23684,52,12,5,25,13,7,5,1,1,0,0,0,0
23685,16,7,5,7,7,0,1,0,1,0,0,0,0
23686,30,9,6,14,10,4,0,0,1,1,0,0,0
23687,20,7,6,9,7,3,0,0,0,1,0,0,0
23688,30,8,6,16,8,3,1,0,0,2,0,0,0
23689,28,8,5,15,5,5,1,1,1,0,0,0,0
23690,24,7,5,11,8,3,0,1,1,0,0,0,0
23691,27,8,7,16,7,0,1,1,1,0,1,0,0
23692,19,5,4,12,2,1,2,2,0,0,0,0,0
23693,16,5,5,10,1,3,1,0,1,0,0,0,0
23694,17,6,4,8,5,2,1,1,0,0,0,0,0
23695,16,6,5,9,3,2,1,0,1,0,0,0,0
23696,31,11,6,18,5,4,2,0,1,1,0,0,0
23697,15,7,4,8,3,2,1,1,0,0,0,0,0
23698,11,5,3,6,2,1,2,0,0,0,0,0,0
23699,52,13,5,23,19,4,2,2,2,0,0,0,0
23700,25,5,4,16,3,1,1,4,0,0,0,0,0
23701,20,9,4,9,7,1,2,1,0,0,0,0,0
23702,22,8,3,8,8,5,1,0,0,0,0,0,0
23703,25,7,5,10,9,5,0,0,1,0,0,0,0
23704,46,13,4,22,12,5,5,2,0,0,0,0,0
23705,28,8,5,14,7,4,1,1,1,0,0,0,0
23706,12,7,3,4,6,1,1,0,0,0,0,0,0
23707,26,7,5,11,9,4,1,0,1,0,0,0,0
23708,21,9,4,9,8,2,0,2,0,0,0,0,0
23709,46,15,6,25,11,3,3,2,1,1,0,0,0
23710,20,7,4,10,5,3,0,2,0,0,0,0,0
23711,32,10,6,17,9,1,2,2,0,1,0,0,0
23712,26,8,6,15,6,2,0,1,1,1,0,0,0
23713,16,5,4,9,3,2,0,2,0,0,0,0,0
23714,8,5,3,4,2,1,1,0,0,0,0,0,0
23715,20,6,5,11,4,3,0,1,1,0,0,0,0
23716,17,6,5,9,4,2,1,0,1,0,0,0,0
23717,28,10,4,14,7,3,2,2,0,0,0,0,0
23718,29,8,4,14,8,4,0,3,0,0,0,0,0
23719,29,11,8,15,9,2,1,1,0,0,0,1,0
23720,32,9,5,15,10,3,2,1,1,0,0,0,0
23721,37,11,6,16,15,2,2,0,1,1,0,0,0
23722,28,6,7,15,6,4,2,0,0,0,1,0,0
23723,27,8,9,17,3,4,2,0,0,0,0,0,1
23724,23,10,3,11,4,6,2,0,0,0,0,0,0
23725,9,3,6,6,2,0,0,0,0,1,0,0,0
23726,27,12,5,14,7,3,1,0,2,0,0,0,0
23727,26,9,5,12,9,3,0,0,2,0,0,0,0
23728,9,4,4,4,4,0,0,1,0,0,0,0,0
23729,17,7,4,9,4,2,0,2,0,0,0,0,0
23730,22,8,6,13,4,2,1,1,0,1,0,0,0
23731,25,11,6,11,9,3,1,0,0,1,0,0,0
23732,13,8,3,5,6,0,2,0,0,0,0,0,0
23733,29,11,3,11,12,2,4,0,0,0,0,0,0
23734,21,6,4,11,5,1,3,1,0,0,0,0,0
23735,20,6,4,11,4,2,1,2,0,0,0,0,0
23736,26,7,5,12,10,1,1,0,2,0,0,0,0
23737,39,11,8,20,10,5,2,1,0,0,0,1,0
23738,27,6,8,17,4,2,2,1,0,0,0,1,0
23739,11,5,5,6,3,1,0,0,1,0,0,0,0
23740,28,10,4,14,7,3,2,2,0,0,0,0,0
23741,19,6,5,10,5,2,0,1,1,0,0,0,0
23742,35,8,7,19,7,6,1,0,1,0,1,0,0
23743,27,12,4,12,9,2,3,1,0,0,0,0,0
23744,42,9,5,22,9,5,3,2,1,0,0,0,0
23745,11,6,3,5,3,2,1,0,0,0,0,0,0
23746,37,11,5,17,11,4,4,0,1,0,0,0,0
23747,39,11,5,19,9,7,2,1,1,0,0,0,0
23748,12,5,6,7,3,1,0,0,0,1,0,0,0
23749,21,9,4,9,8,1,2,1,0,0,0,0,0
23750,20,7,8,12,5,1,0,1,0,0,0,1,0
23751,22,8,5,11,7,1,1,1,1,0,0,0,0
23752,22,9,4,10,6,4,1,1,0,0,0,0,0
23753,26,9,6,15,4,5,0,0,1,1,0,0,0
23754,34,10,5,13,12,8,0,0,1,0,0,0,0
23755,11,5,5,5,5,0,0,0,1,0,0,0,0
23756,25,9,3,12,7,1,5,0,0,0,0,0,0
23757,30,7,7,18,6,1,2,2,0,0,1,0,0
23758,15,5,5,8,4,1,1,0,1,0,0,0,0
23759,19,6,5,7,9,2,0,0,1,0,0,0,0
23760,35,17,4,15,12,4,2,2,0,0,0,0,0
23761,37,10,5,18,9,6,2,1,1,0,0,0,0
23762,17,6,4,11,2,0,2,2,0,0,0,0,0
23763,9,6,3,3,5,0,1,0,0,0,0,0,0
23764,28,6,4,14,8,1,3,2,0,0,0,0,0
23765,14,7,3,5,6,2,1,0,0,0,0,0,0
23766,14,5,4,7,4,1,1,1,0,0,0,0,0
23767,14,5,6,6,7,0,0,0,0,1,0,0,0
23768,18,6,4,7,8,1,1,1,0,0,0,0,0
23769,20,5,5,9,7,2,1,0,1,0,0,0,0
23770,12,4,5,7,2,2,0,0,1,0,0,0,0
23771,49,12,6,24,14,5,2,3,0,1,0,0,0
23772,23,8,4,11,6,3,2,1,0,0,0,0,0
23773,28,10,5,11,12,3,0,1,1,0,0,0,0
23774,34,10,5,15,11,4,3,0,1,0,0,0,0
23775,14,5,4,7,3,3,0,1,0,0,0,0,0
23776,40,13,5,18,16,1,1,2,2,0,0,0,0
23777,33,10,6,19,4,6,2,1,0,1,0,0,0
23778,52,17,6,29,10,6,2,3,1,1,0,0,0
23779,26,10,4,12,6,6,1,1,0,0,0,0,0
23780,17,6,4,7,6,3,0,1,0,0,0,0,0
23781,22,6,6,13,4,2,1,1,0,1,0,0,0
23782,9,5,3,4,3,1,1,0,0,0,0,0,0
23783,9,5,3,4,3,1,1,0,0,0,0,0,0
23784,23,8,6,11,7,3,1,0,0,1,0,0,0
23785,47,9,7,26,10,5,2,2,1,0,1,0,0
23786,37,14,4,14,15,4,3,1,0,0,0,0,0
23787,14,6,4,7,4,1,1,1,0,0,0,0,0
23788,40,10,6,17,14,5,3,0,0,1,0,0,0
23789,19,8,6,8,8,2,0,0,0,1,0,0,0
23790,30,13,4,12,10,6,1,1,0,0,0,0,0
23791,23,11,4,10,7,4,1,1,0,0,0,0,0
23792,23,6,5,12,5,4,0,1,1,0,0,0,0
23793,33,15,4,13,13,4,1,2,0,0,0,0,0
23794,37,14,4,18,9,6,1,3,0,0,0,0,0
23795,9,6,3,3,5,0,1,0,0,0,0,0,0
23796,29,9,6,14,9,3,1,1,0,1,0,0,0
23797,35,16,4,17,7,8,1,2,0,0,0,0,0
23798,29,9,5,12,10,5,1,0,1,0,0,0,0
23799,13,5,6,8,2,2,0,0,0,1,0,0,0
23800,17,7,6,11,1,3,1,0,0,1,0,0,0
23801,12,5,5,8,1,1,1,0,1,0,0,0,0
23802,42,13,6,18,13,8,2,0,0,1,0,0,0
23803,31,9,6,16,8,4,1,0,1,1,0,0,0
23804,20,9,7,11,5,2,1,0,0,0,1,0,0
23805,16,9,4,6,7,2,0,1,0,0,0,0,0
23806,24,9,4,10,9,2,2,1,0,0,0,0,0
23807,27,9,6,12,9,4,1,0,0,1,0,0,0
23808,16,6,4,9,3,1,2,1,0,0,0,0,0
23809,35,8,7,18,7,7,2,0,0,0,1,0,0
23810,21,4,10,14,3,2,1,0,0,0,0,0,1
23811,20,9,3,9,5,4,2,0,0,0,0,0,0
23812,37,11,5,17,11,5,2,1,1,0,0,0,0
23813,13,7,4,6,5,0,1,1,0,0,0,0,0
23814,28,7,6,16,5,4,1,0,1,1,0,0,0
23815,23,10,7,10,9,3,0,0,0,0,1,0,0
23816,34,11,5,12,15,5,1,0,1,0,0,0,0
23817,24,12,7,13,6,3,0,1,0,0,1,0,0
23818,35,13,3,18,5,7,5,0,0,0,0,0,0
23819,27,8,4,13,8,1,4,1,0,0,0,0,0
23820,23,11,3,7,11,4,1,0,0,0,0,0,0
23821,6,3,3,4,0,1,1,0,0,0,0,0,0
23822,23,6,6,12,7,1,1,1,0,1,0,0,0
23823,7,4,4,4,2,0,0,1,0,0,0,0,0
23824,14,4,5,9,3,0,0,0,2,0,0,0,0
23825,25,7,5,18,2,0,1,1,3,0,0,0,0
23826,17,9,5,5,11,0,0,0,1,0,0,0,0
23827,10,4,3,7,0,0,3,0,0,0,0,0,0
23828,6,3,4,4,1,0,0,1,0,0,0,0,0
23829,15,6,5,8,4,1,1,0,1,0,0,0,0
23830,10,3,5,8,0,0,0,1,1,0,0,0,0
23831,11,4,5,6,3,1,0,0,1,0,0,0,0
23832,59,6,14,34,8,14,1,0,1,0,0,0,1
23833,33,8,6,17,10,2,1,1,1,1,0,0,0
23834,29,5,10,17,6,4,0,1,0,0,0,0,1
23835,28,10,4,13,8,3,3,1,0,0,0,0,0
23836,7,3,3,4,1,1,1,0,0,0,0,0,0
23837,22,5,6,13,4,3,0,0,1,1,0,0,0
23838,33,5,12,20,6,5,0,1,0,0,0,0,1
23839,12,4,7,9,0,2,0,0,0,0,1,0,0
23840,64,5,17,51,6,0,0,0,1,0,5,0,1
23841,32,5,8,18,8,4,0,0,0,0,1,1,0
23842,21,8,4,9,7,3,1,1,0,0,0,0,0
23843,24,5,9,13,9,0,0,0,1,0,0,0,1
23844,15,4,6,9,3,1,1,0,0,1,0,0,0
23845,47,12,6,27,10,3,2,2,2,1,0,0,0
23846,42,7,9,28,6,1,3,1,1,1,0,0,1
23847,6,3,3,4,0,1,1,0,0,0,0,0,0
23848,45,7,7,29,7,1,4,0,2,1,1,0,0
23849,6,3,3,4,0,1,1,0,0,0,0,0,0
23850,9,3,7,7,1,0,0,0,0,0,1,0,0
23851,20,6,7,11,6,0,2,0,0,0,1,0,0
23852,20,5,5,11,6,0,1,0,2,0,0,0,0
23853,30,12,5,14,9,4,1,1,1,0,0,0,0
23854,23,12,5,9,9,4,0,0,1,0,0,0,0
23855,30,10,5,13,9,6,1,0,1,0,0,0,0
23856,27,9,7,14,7,3,2,0,0,0,1,0,0
23857,20,5,7,11,5,2,1,0,0,0,1,0,0
23858,13,4,5,7,4,0,1,0,1,0,0,0,0
23859,28,8,6,13,9,3,2,0,0,1,0,0,0
23860,15,10,3,6,6,1,2,0,0,0,0,0,0
23861,8,4,4,4,3,0,0,1,0,0,0,0,0
23862,23,7,6,12,6,3,0,1,0,1,0,0,0
23863,14,5,5,9,2,0,2,0,1,0,0,0,0
23864,34,13,5,18,9,1,3,2,1,0,0,0,0
23865,25,7,6,12,8,2,2,0,0,1,0,0,0
23866,24,8,6,13,4,5,1,0,0,1,0,0,0
23867,23,10,5,10,9,1,2,0,1,0,0,0,0
23868,23,8,4,11,7,2,1,2,0,0,0,0,0
23869,9,6,3,4,3,1,1,0,0,0,0,0,0
23870,13,8,5,6,5,1,0,0,1,0,0,0,0
23871,21,6,5,10,7,2,0,1,1,0,0,0,0
23872,21,10,6,10,7,2,1,0,0,1,0,0,0
23873,7,4,4,4,2,0,0,1,0,0,0,0,0
23874,12,4,6,7,3,1,0,0,0,1,0,0,0
23875,11,5,5,5,5,0,0,0,1,0,0,0,0
23876,26,11,6,14,7,1,2,1,0,1,0,0,0
23877,14,6,4,5,7,1,0,1,0,0,0,0,0
23878,13,4,7,9,2,0,1,0,0,0,1,0,0
23879,17,8,5,9,5,1,0,1,1,0,0,0,0
23880,28,8,6,16,5,2,4,0,0,1,0,0,0
23881,17,6,5,11,2,1,1,1,1,0,0,0,0
23882,15,6,6,10,2,0,2,0,0,1,0,0,0
23883,6,4,3,3,2,0,1,0,0,0,0,0,0
23884,15,6,4,7,5,1,1,1,0,0,0,0,0
23885,44,11,5,17,18,6,1,0,2,0,0,0,0
23886,21,7,5,10,5,5,0,0,1,0,0,0,0
23887,10,6,4,5,3,1,0,1,0,0,0,0,0
23888,18,8,3,5,10,2,1,0,0,0,0,0,0
23889,21,6,5,12,4,3,0,0,2,0,0,0,0
23890,28,15,4,11,10,5,1,1,0,0,0,0,0
23891,26,9,4,12,9,1,2,2,0,0,0,0,0
23892,28,9,4,12,10,3,1,2,0,0,0,0,0
23893,32,9,4,11,14,5,1,1,0,0,0,0,0
23894,25,9,5,13,7,1,2,1,1,0,0,0,0
23895,31,7,6,17,8,1,2,2,0,1,0,0,0
23896,8,3,3,5,1,0,2,0,0,0,0,0,0
23897,41,9,5,22,9,3,4,2,1,0,0,0,0
23898,25,9,5,14,5,3,1,0,2,0,0,0,0
23899,8,4,4,5,1,1,0,1,0,0,0,0,0
23900,35,8,4,19,6,5,2,3,0,0,0,0,0
23901,35,10,6,18,11,1,1,3,0,1,0,0,0
23902,29,7,5,16,5,5,0,2,1,0,0,0,0
23903,15,5,5,9,2,2,1,0,1,0,0,0,0
23904,47,11,6,27,8,5,3,2,1,1,0,0,0
23905,18,8,3,7,7,2,2,0,0,0,0,0,0
23906,24,10,3,9,8,6,1,0,0,0,0,0,0
23907,16,6,4,9,3,1,2,1,0,0,0,0,0
23908,34,9,6,17,10,3,2,0,1,1,0,0,0
23909,28,11,7,12,12,2,0,1,0,0,1,0,0
23910,9,4,3,5,1,2,1,0,0,0,0,0,0
23911,16,8,4,7,5,3,0,1,0,0,0,0,0
23912,32,9,5,16,7,5,3,0,1,0,0,0,0
23913,35,10,4,16,10,5,2,2,0,0,0,0,0
23914,26,14,4,10,11,2,2,1,0,0,0,0,0
23915,56,14,6,26,15,10,3,0,1,1,0,0,0
23916,31,8,5,18,4,5,1,2,1,0,0,0,0
23917,41,11,5,18,14,4,3,1,1,0,0,0,0
23918,18,9,3,7,6,4,1,0,0,0,0,0,0
23919,44,10,6,20,15,4,2,2,0,1,0,0,0
23920,14,6,3,6,5,1,2,0,0,0,0,0,0
23921,6,3,4,4,1,0,0,1,0,0,0,0,0
23922,26,8,3,12,5,7,2,0,0,0,0,0,0
23923,7,3,4,4,2,0,0,1,0,0,0,0,0
23924,31,13,4,12,14,1,2,2,0,0,0,0,0
23925,18,5,6,9,6,1,1,0,0,1,0,0,0
23926,13,5,4,7,3,1,1,1,0,0,0,0,0
23927,19,9,5,10,5,1,2,0,1,0,0,0,0
23928,11,5,4,5,4,1,0,1,0,0,0,0,0
23929,23,5,5,14,2,3,3,0,1,0,0,0,0
23930,36,7,8,21,7,4,2,0,0,1,0,1,0
23931,15,8,4,7,5,1,1,1,0,0,0,0,0
23932,14,6,4,8,3,0,2,1,0,0,0,0,0
23933,19,7,5,9,8,0,0,0,2,0,0,0,0
23934,25,8,7,14,7,0,2,1,0,0,1,0,0
23935,58,17,5,36,7,7,1,2,5,0,0,0,0
23936,15,6,5,6,7,1,0,0,1,0,0,0,0
23937,27,10,7,9,15,2,0,0,0,0,1,0,0
23938,34,15,4,13,13,5,2,1,0,0,0,0,0
23939,27,13,5,9,14,2,1,0,1,0,0,0,0
23940,24,8,3,8,10,5,1,0,0,0,0,0,0
23941,22,6,5,12,6,1,1,0,2,0,0,0,0
23942,15,6,4,6,6,2,0,1,0,0,0,0,0
23943,12,6,5,7,2,2,0,0,1,0,0,0,0
23944,28,11,3,10,11,5,2,0,0,0,0,0,0
23945,6,3,3,3,2,0,1,0,0,0,0,0,0
23946,15,6,3,8,3,1,3,0,0,0,0,0,0
23947,34,12,5,18,8,2,4,1,1,0,0,0,0
23948,32,11,5,13,12,4,2,0,1,0,0,0,0
23949,12,8,3,4,6,1,1,0,0,0,0,0,0
23950,8,3,3,5,1,0,2,0,0,0,0,0,0
23951,26,7,6,14,6,3,1,1,0,1,0,0,0
23952,15,5,7,10,2,1,1,0,0,0,1,0,0
23953,12,5,5,7,3,0,1,0,1,0,0,0,0
23954,8,4,4,5,1,1,0,1,0,0,0,0,0
23955,19,4,5,13,1,1,2,1,1,0,0,0,0
23956,8,5,3,3,4,0,1,0,0,0,0,0,0
23957,30,10,4,17,5,3,2,3,0,0,0,0,0
23958,17,5,4,10,3,0,3,1,0,0,0,0,0
23959,13,4,5,8,2,1,1,0,1,0,0,0,0
23960,8,5,3,4,2,1,1,0,0,0,0,0,0
23961,22,7,7,12,6,1,2,0,0,0,1,0,0
23962,9,3,3,6,0,1,2,0,0,0,0,0,0
23963,29,8,5,15,8,2,1,2,1,0,0,0,0
23964,31,11,4,17,5,4,3,2,0,0,0,0,0
23965,29,8,4,15,6,4,2,2,0,0,0,0,0
23966,32,9,6,17,8,2,3,1,0,1,0,0,0
23967,8,4,3,5,0,2,1,0,0,0,0,0,0
23968,21,6,5,13,2,2,3,0,1,0,0,0,0
23969,42,10,7,22,9,6,3,1,0,0,1,0,0
23970,18,7,4,8,6,2,1,1,0,0,0,0,0
23971,25,13,4,11,9,2,1,2,0,0,0,0,0
23972,45,15,10,23,14,4,1,1,1,0,0,0,1
23973,21,5,5,11,6,0,3,0,1,0,0,0,0
23974,25,10,4,14,4,3,2,2,0,0,0,0,0
23975,29,7,7,17,7,1,0,3,0,0,1,0,0
23976,40,11,4,19,10,6,3,2,0,0,0,0,0
23977,23,10,6,11,7,3,1,0,0,1,0,0,0
23978,31,8,6,15,8,5,2,0,0,1,0,0,0
23979,11,5,3,5,3,2,1,0,0,0,0,0,0
23980,30,9,7,18,6,1,3,0,1,0,1,0,0
23981,16,9,3,7,5,2,2,0,0,0,0,0,0
23982,18,6,4,12,1,1,2,2,0,0,0,0,0
23983,15,5,5,9,2,2,1,0,1,0,0,0,0
23984,39,12,5,17,12,7,1,1,1,0,0,0,0
23985,52,14,7,30,10,4,4,2,0,1,1,0,0
23986,19,6,4,10,3,4,1,1,0,0,0,0,0
23987,16,5,4,9,3,1,2,1,0,0,0,0,0
23988,30,7,6,16,8,2,1,2,0,1,0,0,0
23989,23,14,5,9,10,2,1,0,1,0,0,0,0
23990,20,6,4,7,9,3,0,1,0,0,0,0,0
23991,12,4,6,8,1,2,0,0,0,1,0,0,0
23992,22,9,4,10,7,2,2,1,0,0,0,0,0
23993,14,6,6,7,5,1,0,0,0,1,0,0,0
23994,32,8,7,15,11,3,1,1,0,0,1,0,0
23995,24,8,8,13,6,3,1,0,0,0,0,1,0
23996,51,10,7,24,15,7,2,2,0,0,1,0,0
23997,28,10,6,15,6,5,0,0,1,1,0,0,0
23998,35,11,4,13,16,2,2,2,0,0,0,0,0
23999,16,5,6,9,3,3,0,0,0,1,0,0,0
24000,16,7,3,7,4,4,1,0,0,0,0,0,0
24001,13,6,5,7,3,2,0,0,1,0,0,0,0
24002,49,16,5,21,17,6,2,2,1,0,0,0,0
24003,29,10,4,13,10,2,2,2,0,0,0,0,0
24004,20,7,6,10,5,4,0,0,0,1,0,0,0
24005,16,7,4,8,4,2,1,1,0,0,0,0,0
24006,20,4,5,13,1,3,1,1,1,0,0,0,0
24007,21,4,7,12,5,2,0,1,0,0,1,0,0
24008,31,8,4,14,9,4,3,1,0,0,0,0,0
24009,11,4,5,5,5,0,0,0,1,0,0,0,0
24010,4,3,2,2,1,1,0,0,0,0,0,0,0
24011,9,3,4,6,1,0,1,1,0,0,0,0,0
24012,12,5,4,5,5,1,0,1,0,0,0,0,0
24013,9,5,3,5,2,0,2,0,0,0,0,0,0
24014,20,6,5,10,6,1,2,0,1,0,0,0,0
24015,15,7,5,5,9,0,0,0,1,0,0,0,0
24016,10,3,4,6,2,0,1,1,0,0,0,0,0
24017,31,9,5,15,10,2,2,0,2,0,0,0,0
24018,29,8,5,15,7,3,2,1,1,0,0,0,0
24019,12,4,5,7,2,2,0,0,1,0,0,0,0
24020,7,3,3,4,1,1,1,0,0,0,0,0,0
24021,24,10,5,10,10,2,0,1,1,0,0,0,0
24022,12,4,7,7,4,0,0,0,0,0,1,0,0
24023,14,4,4,10,0,0,3,1,0,0,0,0,0
24024,24,9,5,11,9,1,1,1,1,0,0,0,0
24025,8,3,3,5,1,0,2,0,0,0,0,0,0
24026,17,4,6,9,5,1,1,0,0,1,0,0,0
24027,30,12,4,12,11,4,2,1,0,0,0,0,0
24028,9,4,4,4,4,0,0,1,0,0,0,0,0
24029,21,10,3,9,6,4,2,0,0,0,0,0,0
24030,37,12,5,16,15,1,3,0,2,0,0,0,0
24031,42,19,5,17,16,5,2,1,1,0,0,0,0
24032,12,4,5,6,4,1,0,0,1,0,0,0,0
24033,13,6,4,8,2,0,2,1,0,0,0,0,0
24034,13,5,5,7,4,0,1,0,1,0,0,0,0
24035,24,14,3,8,11,3,2,0,0,0,0,0,0
24036,22,10,5,13,4,1,2,1,1,0,0,0,0
24037,25,7,7,12,8,3,1,0,0,0,1,0,0
24038,29,8,7,16,7,2,2,1,0,0,1,0,0
