# _root_ Bir konuda bilgi _ verirken veya bir gerçeği _ savunurken , _ türlü kanıtlardan _ _ faydalanan , bunları bilimsel biçimde _ inceleyen gazete ve dergi yazılarına makale _ denir .
#goldHeads=2,4,4,5,6,10,8,9,10,16,0,13,14,16,16,17,18,23,22,21,22,23,24,25,26,27,30,30,30,31,0,
#predictedHeads=2,4,4,5,6,7,8,9,10,30,0,13,14,16,16,17,18,24,22,21,22,23,24,25,26,27,30,30,30,31,0,
(14,9),(9,7),-0.325236 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.325092 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.505591 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.340119 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.379347 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.100675 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-1.06536 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.367378 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.389961 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.182892 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0102234 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.77207 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.246597 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.440676 # DEPENDENCYPART_GRANDPAR
(14,11),(11,30),-0.748257 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.578486 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.19288 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.317906 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.325611 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.779721 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.129156 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.355637 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.486429 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.298616 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.311614 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.170385 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.445262 # DEPENDENCYPART_GRANDPAR
(14,13),(13,28),-0.465468 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.344607 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.327918 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.325627 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.415098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.00338552 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.164097 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0498552 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.406093 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.273465 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.116736 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0121204 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0157651 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.441314 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.114887 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.400507 # DEPENDENCYPART_GRANDPAR
(15,11),(11,30),-0.60755 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.357129 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.110691 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.444998 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.0906273 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0927789 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.0855897 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.469225 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.128 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.141436 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.127594 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.156383 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.752342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,28),-0.370518 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.247892 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0716746 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.372479 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.229247 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.104573 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.25585 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.791103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,2),-1.36007 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.817576 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.541499 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.36089 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.0860189 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.762579 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.57672 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.202311 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.192062 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.415805 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.468465 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.598178 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.766873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,30),-0.344953 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.23885 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.380959 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.219758 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.327195 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.380934 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.574455 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),0.199914 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.398494 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.219192 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.55069 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.48386 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.233572 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),0.378004 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.284349 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.287995 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.228933 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),0.412584 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.223978 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.108907 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.354105 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.433855 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.210796 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),0.335293 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.279715 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.168492 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.443508 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.140081 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.17212 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.325316 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.574455 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),0.199914 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.398494 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.0507963 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.612324 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.227484 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.535779 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.291548 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.632128 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.456454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,2),0.378004 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.284349 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.412434 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.115475 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.194896 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.166962 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.190868 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.244864 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.207758 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),0.0438976 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.296848 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.149009 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.206188 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.094645 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0532292 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.172537 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.529388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,30),-0.577337 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.231599 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.157679 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0479254 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.133162 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),0.0456265 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0944863 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.150401 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0515003 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.220382 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.305463 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.0680216 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.262931 # DEPENDENCYPART_GRANDPAR
(16,13),(13,28),-0.670774 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.214794 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.176118 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.26958 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.316067 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.144177 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.162578 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.146816 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.157679 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.119153 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.115755 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.163013 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.38142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,30),(30,2),-0.0444645 # DEPENDENCYPART_GRANDPAR
(16,30),(30,3),-0.695903 # DEPENDENCYPART_GRANDPAR
(16,30),(30,4),-0.487284 # DEPENDENCYPART_GRANDPAR
(16,30),(30,5),-0.641096 # DEPENDENCYPART_GRANDPAR
(16,30),(30,6),-0.311503 # DEPENDENCYPART_GRANDPAR
(16,30),(30,8),-0.559594 # DEPENDENCYPART_GRANDPAR
(16,30),(30,9),-0.584411 # DEPENDENCYPART_GRANDPAR
(16,30),(30,10),-0.516784 # DEPENDENCYPART_GRANDPAR
(16,30),(30,11),-0.532225 # DEPENDENCYPART_GRANDPAR
(16,30),(30,12),-0.585727 # DEPENDENCYPART_GRANDPAR
(16,30),(30,13),-0.131817 # DEPENDENCYPART_GRANDPAR
(16,30),(30,14),-0.4641 # DEPENDENCYPART_GRANDPAR
(16,30),(30,15),-0.467834 # DEPENDENCYPART_GRANDPAR
(16,30),(30,16),-0.476947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,30),(30,18),-0.138263 # DEPENDENCYPART_GRANDPAR
(16,30),(30,19),0.0164693 # DEPENDENCYPART_GRANDPAR
(16,30),(30,20),-0.0115432 # DEPENDENCYPART_GRANDPAR
(16,30),(30,21),-0.353478 # DEPENDENCYPART_GRANDPAR
(16,30),(30,22),-0.206789 # DEPENDENCYPART_GRANDPAR
(16,30),(30,23),-0.0139475 # DEPENDENCYPART_GRANDPAR
(16,30),(30,24),-0.423627 # DEPENDENCYPART_GRANDPAR
(16,30),(30,25),-0.05971 # DEPENDENCYPART_GRANDPAR
(16,30),(30,26),-0.493335 # DEPENDENCYPART_GRANDPAR
(16,30),(30,27),-0.350307 # DEPENDENCYPART_GRANDPAR
(16,30),(30,28),-0.546428 # DEPENDENCYPART_GRANDPAR
(16,30),(30,29),-0.480096 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.294401 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.118052 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.0942805 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.214211 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.153711 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.0599048 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.0577755 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),0.0992677 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.12286 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.115899 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.15355 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.0541576 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.090503 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.0585525 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.199558 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.277167 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.0456078 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),0.0947542 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.0875375 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.0465821 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.040541 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),0.00735062 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),0.0255079 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.0047209 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.0220257 # DEPENDENCYPART_GRANDPAR
(17,11),(11,30),-0.281256 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.300701 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.043084 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.121606 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.335008 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),0.165019 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.0983822 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.179009 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),0.0957724 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.141461 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.300209 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.0471189 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),0.0183109 # DEPENDENCYPART_GRANDPAR
(17,13),(13,28),-0.208932 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.294399 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.0577738 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),0.144995 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.134463 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0868546 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.184156 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.103079 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.043084 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.274384 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.137511 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.377271 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.232569 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.0478575 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.0203834 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),0.252305 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.0699931 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.0458361 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),0.0428357 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),0.183059 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),0.0128235 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.141376 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.248406 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.230152 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.373121 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.380963 # DEPENDENCYPART_GRANDPAR
(17,16),(16,30),-0.290833 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-1.03339 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.535708 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.851981 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.472738 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.664423 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.527295 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-1.03339 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.535708 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.851981 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-1.21011 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.559749 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.352896 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.828118 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.545984 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.455383 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.486732 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.851237 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.251102 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.77915 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.783009 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.847635 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.577738 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.366223 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.554501 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.219055 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.203908 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.447493 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.24942 # DEPENDENCYPART_GRANDPAR
(18,13),(13,28),-0.82079 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.591223 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.385953 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.477514 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.0301144 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.39339 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.472126 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0379096 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.251102 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.803799 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.848421 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.479506 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.360507 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.535708 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.851981 # DEPENDENCYPART_GRANDPAR
(18,16),(16,4),-1.21011 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.559749 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.352896 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.545984 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.916977 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.388863 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.381889 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.760369 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.771275 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.344053 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.398022 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.7895 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.343508 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.191494 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.180468 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.424704 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.609497 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.138276 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0623579 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0418808 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),-0.742269 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),-0.444821 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-0.918727 # DEPENDENCYPART_GRANDPAR
(18,24),(24,13),-0.798393 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.40123 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.556381 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.25536 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.39525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),-0.0367035 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.0891376 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.0745523 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.118468 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.122724 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.160707 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.335547 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.465388 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.557037 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.092734 # DEPENDENCYPART_GRANDPAR
(18,28),(28,17),-0.25536 # DEPENDENCYPART_GRANDPAR
(18,28),(28,19),-0.0367035 # DEPENDENCYPART_GRANDPAR
(18,28),(28,20),-0.0891376 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),-0.0745523 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.118468 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),-0.122724 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),-0.20526 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.280909 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.264575 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.394417 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.0927342 # DEPENDENCYPART_GRANDPAR
(18,29),(29,5),-0.52122 # DEPENDENCYPART_GRANDPAR
(18,29),(29,10),-0.350334 # DEPENDENCYPART_GRANDPAR
(18,29),(29,14),-0.243225 # DEPENDENCYPART_GRANDPAR
(18,29),(29,19),-0.292864 # DEPENDENCYPART_GRANDPAR
(18,29),(29,20),-0.252017 # DEPENDENCYPART_GRANDPAR
(18,29),(29,21),-0.560808 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),-0.28542 # DEPENDENCYPART_GRANDPAR
(18,29),(29,23),-0.2856 # DEPENDENCYPART_GRANDPAR
(18,29),(29,24),-0.691516 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),-0.609545 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.750831 # DEPENDENCYPART_GRANDPAR
(18,29),(29,27),-0.880673 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.972273 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.852273 # DEPENDENCYPART_GRANDPAR
(18,30),(30,2),-0.470186 # DEPENDENCYPART_GRANDPAR
(18,30),(30,3),-0.743566 # DEPENDENCYPART_GRANDPAR
(18,30),(30,4),-1.24219 # DEPENDENCYPART_GRANDPAR
(18,30),(30,5),-0.538634 # DEPENDENCYPART_GRANDPAR
(18,30),(30,6),-0.309185 # DEPENDENCYPART_GRANDPAR
(18,30),(30,8),-0.495473 # DEPENDENCYPART_GRANDPAR
(18,30),(30,9),-0.94906 # DEPENDENCYPART_GRANDPAR
(18,30),(30,10),-0.367748 # DEPENDENCYPART_GRANDPAR
(18,30),(30,11),-0.460223 # DEPENDENCYPART_GRANDPAR
(18,30),(30,12),-0.802225 # DEPENDENCYPART_GRANDPAR
(18,30),(30,13),-0.75513 # DEPENDENCYPART_GRANDPAR
(18,30),(30,14),-0.287441 # DEPENDENCYPART_GRANDPAR
(18,30),(30,15),-0.439879 # DEPENDENCYPART_GRANDPAR
(18,30),(30,16),-0.459987 # DEPENDENCYPART_GRANDPAR
(18,30),(30,18),-0.363012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,30),(30,19),-0.0637815 # DEPENDENCYPART_GRANDPAR
(18,30),(30,20),-0.0087818 # DEPENDENCYPART_GRANDPAR
(18,30),(30,21),-0.0969741 # DEPENDENCYPART_GRANDPAR
(18,30),(30,22),-0.00807266 # DEPENDENCYPART_GRANDPAR
(18,30),(30,23),-0.0423656 # DEPENDENCYPART_GRANDPAR
(18,30),(30,24),-0.227682 # DEPENDENCYPART_GRANDPAR
