# _root_ Bilim , _ Aydınlanma mücadelesinde , _ insanlığın _ elindeki en _ önemli kazanımlardan _ _ biridir .
#goldHeads=17,0,4,5,17,0,8,10,10,14,13,13,14,17,16,17,18,0,
#predictedHeads=17,0,4,5,17,0,8,9,10,14,13,13,14,17,16,17,18,0,
(0,18),(18,6),0.012004 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.564568 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-2.1408 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.374424 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.590709 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-2.24937 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.540785 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.385361 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-2.67618 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-2.68782 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.303213 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.816958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0515958 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),0.195019 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.212897 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.867489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.224946 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.147749 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0379671 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.578111 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.222572 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.520811 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.525201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.216075 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.13578 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.50536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.454603 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.507637 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.491685 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.531011 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.994515 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.022288 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.306583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.144116 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),0.0920827 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.27431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.0178909 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.104512 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.157546 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),0.0429583 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.03318 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.275256 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.329452 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.172263 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.320364 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.0937826 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.644425 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),0.0369918 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.57717 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.177011 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.471941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.0359391 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.442624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.16242 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.414723 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.460561 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.0715896 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.288945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,1),-0.460561 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0715896 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.288945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0755797 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.10155 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.00340053 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.360727 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.267153 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.293587 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0825885 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.552764 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.285478 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.373127 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.330233 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.240371 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.274865 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.100059 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.460561 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.0715896 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),-0.0755797 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.212735 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.284797 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0585774 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.118996 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.317755 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.195636 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.249713 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.291084 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.159037 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0706718 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.125083 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.393334 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.131441 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.452398 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.185296 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.660947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,17),-0.416957 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.116508 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0647209 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.472266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.0181564 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.082313 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.253566 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.345232 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.163549 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.248665 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.44082 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0680727 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.185373 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.638655 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.10493 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.165064 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.235014 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.468895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,11),-0.167326 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.477681 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.514716 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.068348 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.00282468 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.34113 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.236794 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.210997 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.246164 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.159913 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.1912 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.263306 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.556222 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0856433 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.201007 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.313253 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.0856433 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.201007 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.313253 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.16912 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.150161 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.289168 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.158129 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),-0.0752484 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),0.0110034 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.166546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.134801 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),-0.0313285 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.0733285 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),-0.0440219 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),-0.0446863 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),0.0314766 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.306959 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.164595 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.320966 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.46697 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.443721 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.292679 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.299466 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.361514 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.210233 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.115222 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.561771 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.814062 # DEPENDENCYPART_GRANDPAR
(7,10),(10,2),-0.55965 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.543946 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.632063 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.727074 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-0.232014 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.726544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.643701 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.454558 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.0250661 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),-0.111869 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),-0.525054 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.692448 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.440243 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.181407 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.756981 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.682401 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.134912 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.519158 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.365678 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.732043 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-1.02279 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),0.0696181 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.403258 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.398229 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.555739 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.533567 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.351452 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.555739 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.533567 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.351452 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.449615 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.469068 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0321009 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.32285 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.134912 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.714169 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0912196 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.0108529 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.23926 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.335504 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.521409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.180911 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0496417 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0692617 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),0.177406 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.215704 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.884187 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-0.69788 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.662512 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.749189 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.03994 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.418123 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.425222 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.515081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.190138 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.186779 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.0579166 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.208527 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.335504 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.521409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),-0.170062 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.00317238 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.0557124 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.177406 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.215704 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.217911 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.16137 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.891098 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-0.632907 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-0.755927 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.04668 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.353149 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.443732 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.379022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),-0.00449133 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0291184 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0186684 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.218001 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0430899 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),0.143417 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.236926 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.468273 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.195 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.419707 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.649909 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.190432 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.0767777 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.390287 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.888674 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.446914 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.394703 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.700387 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0856803 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.193623 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.281859 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.845932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.469672 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.819795 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.733621 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.24008 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-0.564554 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.650705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.0373 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.422589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.311263 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.658305 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.353452 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.685811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.0207539 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.181933 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.368758 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.664937 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.367788 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.588592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.380868 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.596364 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.26071 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.68813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.385314 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.279965 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.447924 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.478386 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.404546 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.615794 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.650702 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.03729 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.422582 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.311261 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.658298 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.353445 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.685819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.383362 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.209461 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.659682 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.348043 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.26333 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.491221 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-1.06037 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.445667 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.23793 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.69706 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.376531 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.511008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.342916 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.195753 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.484871 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.414415 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.275403 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.564716 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.552232 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.338234 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.597983 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.603761 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.744947 # DEPENDENCYPART_GRANDPAR
(10,2),(2,17),-0.317384 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.581517 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.367936 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.807704 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.269721 # DEPENDENCYPART_GRANDPAR
(10,3),(3,11),-0.0879703 # DEPENDENCYPART_GRANDPAR
(10,3),(3,12),-0.187738 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.240402 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.637901 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.362212 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.298803 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.637901 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.362212 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.298803 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.515067 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.411953 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.451683 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.0863003 # DEPENDENCYPART_GRANDPAR
(10,6),(6,17),-0.317384 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.099231 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.00530741 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.385444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,1),-0.637649 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.362522 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.298552 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.514816 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.0231672 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.178015 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.231395 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.0533501 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.385676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.284079 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.344263 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.00530741 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0546026 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.17653 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.385444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.0934769 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.216312 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.23765 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.26566 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.51081 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.51948 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.126373 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.287242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,7),-0.481298 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.46199 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.0968613 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.310582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.120793 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.159833 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.021645 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.00358707 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),0.193353 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.927603 # DEPENDENCYPART_GRANDPAR
(10,14),(14,2),-0.59677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.80466 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-0.266677 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.412263 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.549065 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.540593 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.164628 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.284239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.0544346 # DEPENDENCYPART_GRANDPAR
