# _root_ _ İnsanlık , _ Roma_İmparatorluğu döneminin öncesinde bu birleşime çok yaklaşmış , fakat çağdaş bilimin _ doğuşu için Bilimsel_Devrimi _ beklemek zorunda_kalmıştır .
#goldHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
#predictedHeads=2,11,0,5,6,7,11,9,11,11,12,22,23,15,17,17,18,22,20,21,22,23,0,
(17,5),(17,16),0.0269906 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.0209518 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.00594389 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.00407416 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.131239 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.0649135 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.019812 # DEPENDENCYPART_SIBL
(17,6),(17,14),0.0871955 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.00913755 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.027715 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0191934 # DEPENDENCYPART_SIBL
(17,7),(17,9),0.00598059 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.135171 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0609813 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0152178 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0911266 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.000917202 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.035961 # DEPENDENCYPART_SIBL
(17,7),(17,21),-0.0209536 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.130515 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0656379 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.019769 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0864711 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0120783 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0269906 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.0209518 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0949776 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0977578 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0412 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0532658 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0486892 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0285712 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0388865 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.018966 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.00299686 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.228157 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0422724 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.036687 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0572582 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.112735 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.00626287 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0416788 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0226468 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0947236 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0380702 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0213019 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0257743 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0625522 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0408716 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0768199 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0399175 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0360636 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0396137 # DEPENDENCYPART_SIBL
(18,10),(18,19),0.0116202 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0237417 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0180677 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0184847 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.144659 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0199057 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0180324 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0305714 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0415614 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.000336319 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0417775 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0138541 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.119061 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0400426 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.111743 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0192439 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0824329 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.259345 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.00485758 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.338669 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0129359 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.00487867 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0416788 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0226468 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0629642 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0199767 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.00622459 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0947236 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0380702 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00502754 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.154967 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0539964 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0213019 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.331033 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.157613 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0470434 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0257743 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.14868 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0536802 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0209518 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.021893 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0512495 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0322674 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.636019 # DEPENDENCYPART_SIBL
(20,1),(20,5),-0.637187 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.637145 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.636613 # DEPENDENCYPART_SIBL
(20,1),(20,9),-0.636019 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.371115 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.504241 # DEPENDENCYPART_SIBL
(20,1),(20,12),-0.425743 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.435576 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.658883 # DEPENDENCYPART_SIBL
(20,1),(20,16),-1.07945 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.636019 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.178195 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.636019 # DEPENDENCYPART_SIBL
(20,1),(20,21),-0.000642045 # DEPENDENCYPART_SIBL
(20,1),(20,22),-0.0176964 # DEPENDENCYPART_SIBL
(20,2),(20,5),0.00966523 # DEPENDENCYPART_SIBL
(20,2),(20,6),0.00970756 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0102395 # DEPENDENCYPART_SIBL
(20,2),(20,9),0.0108336 # DEPENDENCYPART_SIBL
(20,2),(20,10),0.0774499 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.150983 # DEPENDENCYPART_SIBL
(20,2),(20,12),-0.081844 # DEPENDENCYPART_SIBL
(20,2),(20,14),0.0794601 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0120304 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.07014 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.0108336 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.201848 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0108336 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0127734 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.00662862 # DEPENDENCYPART_SIBL
(20,5),(20,6),0.00736201 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.00789399 # DEPENDENCYPART_SIBL
(20,5),(20,9),0.00848806 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.0762771 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.14981 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.0830168 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0782873 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.014376 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.0713128 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.00848806 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.200675 # DEPENDENCYPART_SIBL
(20,5),(20,19),0.00848806 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.0127734 # DEPENDENCYPART_SIBL
(20,5),(20,22),0.00662862 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.0113477 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.0119418 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.0774499 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.150983 # DEPENDENCYPART_SIBL
(20,6),(20,12),-0.081844 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.0794601 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0109223 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.07014 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0119418 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.201848 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0119418 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.0127734 # DEPENDENCYPART_SIBL
(20,6),(20,22),0.00662862 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.00554911 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0718108 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.144988 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.087483 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.0738192 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0173149 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.0760324 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.00554911 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.194361 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.00554911 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0127642 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.00662492 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.0774499 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.150983 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.081844 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0794601 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0120304 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.07014 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.0108336 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.201848 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.0108336 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0127734 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.00662862 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0879206 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.134579 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.00743008 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0877815 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.157076 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.100546 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.136188 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.100546 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0283298 # DEPENDENCYPART_SIBL
(20,10),(20,22),-0.0434503 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.1158 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0120202 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0716521 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.189601 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0836311 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0953412 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0836311 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0139057 # DEPENDENCYPART_SIBL
(20,11),(20,22),-0.0189887 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.023054 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.000983612 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.428719 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0125111 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.225981 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0125111 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0108194 # DEPENDENCYPART_SIBL
(20,12),(20,22),-0.0162046 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0139055 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0130362 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0332039 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0713895 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0332039 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.00316976 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0100539 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0263702 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0445709 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.212312 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0445709 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0127201 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.00661212 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.563221 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.284701 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.563221 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.000490241 # DEPENDENCYPART_SIBL
(20,16),(20,22),-0.0433137 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.201848 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0108336 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0127734 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.00662862 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0907603 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0520917 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.004828 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0127734 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.00662862 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.00562024 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.440276 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.938669 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.440276 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.443654 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.442146 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.440276 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.275625 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.231383 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.334585 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.44534 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.440276 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0793414 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.440276 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.789925 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.171089 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.00826476 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.0116429 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0101344 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.00826471 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0668878 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0210188 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0852212 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0133281 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.00826471 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.14743 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.00826471 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.0207416 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.440276 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.443654 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.442146 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.440276 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.275625 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.231383 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.334585 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.44534 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.440276 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0793414 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.440276 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.789925 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.0122293 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0107208 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.00885109 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0668878 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0210188 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0852212 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0139145 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.00885109 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.14743 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.00885109 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.0207416 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.0071937 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.00532397 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0661633 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0210618 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.0859457 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0103874 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.00532397 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.148155 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.00532397 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.021466 # DEPENDENCYPART_SIBL
(21,7),(21,9),0.00473078 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0622311 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0164676 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.0898768 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.00033261 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.00473078 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.150091 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.00473078 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.029712 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0668878 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0210188 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0852212 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0133281 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.00826471 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.14743 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.00826471 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0207416 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0388865 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.018966 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.00299686 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.00649166 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.115949 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.00649166 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.230657 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.036687 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0572582 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0643393 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.075261 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0643393 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.115235 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0416788 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0629642 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0199767 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0629642 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0251464 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.00627735 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.153717 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.00627735 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0318212 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.14743 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.00826471 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0207416 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.244216 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.104519 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0207416 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.620931 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.431953 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.957584 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.622099 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.622057 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.621492 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.620931 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.343629 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.549412 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.431953 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.327716 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.465606 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.632837 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.886065 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.620931 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.261906 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.620931 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.886065 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.626305 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.157828 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0532037 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.0718101 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.0717679 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.0712033 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.0706418 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.0325155 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.0143212 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.157828 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0503876 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.0318133 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0825484 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0317593 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.0706418 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0466983 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.0706418 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0317593 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0760157 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.217742 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.0202596 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.0214278 # DEPENDENCYPART_SIBL
(22,3),(22,7),0.0349354 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.0214278 # DEPENDENCYPART_SIBL
(22,3),(22,10),0.0294842 # DEPENDENCYPART_SIBL
(22,3),(22,11),0.106229 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.241759 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0250707 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.0150854 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.0142475 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.13294 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.0214278 # DEPENDENCYPART_SIBL
(22,3),(22,18),0.136681 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.0214278 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.13294 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0185923 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.622099 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.622057 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.621492 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.620931 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.343629 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.549412 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.431953 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.327716 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.465606 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.632837 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.886065 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.620931 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.261906 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.620931 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.886065 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.626305 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0741134 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0735488 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.0729874 # DEPENDENCYPART_SIBL
(22,5),(22,10),0.0313427 # DEPENDENCYPART_SIBL
(22,5),(22,11),0.0131484 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.159 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.0515604 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0329861 # DEPENDENCYPART_SIBL
