# _root_ Gündüz ayrı iş , gece ayrı iş ; can mı dayanır , diye _ söylendi saatine _ bakarken .
#goldHeads=3,3,4,7,7,7,8,0,11,9,12,13,15,15,19,17,18,15,0,
#predictedHeads=3,3,4,0,7,7,8,0,11,9,12,13,14,15,19,17,18,15,0,
(15,11),(15,14),-0.139234 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0230664 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.097984 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.0354416 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.0380962 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.144809 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0243329 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.117494 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.132382 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.121557 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0423094 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0394779 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0609947 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0409382 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.117883 # DEPENDENCYPART_SIBL
(15,14),(15,18),7.02581e-05 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0357538 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.00657962 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0513618 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.129139 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.0347398 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0189832 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0515015 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.12862 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00624778 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.0145719 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0190006 # DEPENDENCYPART_SIBL
(16,11),(16,13),0.0877146 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0367979 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.113714 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0272739 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0529413 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0600693 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.228157 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0948659 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0569933 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.147236 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0056503 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.134191 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0216577 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0296759 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.361384 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0470434 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00780753 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0272739 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0529413 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0162903 # DEPENDENCYPART_SIBL
(17,1),(17,3),-0.00565668 # DEPENDENCYPART_SIBL
(17,1),(17,5),0.0286191 # DEPENDENCYPART_SIBL
(17,1),(17,7),-0.00565668 # DEPENDENCYPART_SIBL
(17,1),(17,9),0.0228896 # DEPENDENCYPART_SIBL
(17,1),(17,10),-0.0182663 # DEPENDENCYPART_SIBL
(17,1),(17,11),0.150983 # DEPENDENCYPART_SIBL
(17,1),(17,12),-0.0830706 # DEPENDENCYPART_SIBL
(17,1),(17,13),-0.0013878 # DEPENDENCYPART_SIBL
(17,1),(17,14),-0.07014 # DEPENDENCYPART_SIBL
(17,1),(17,15),0.150983 # DEPENDENCYPART_SIBL
(17,1),(17,16),0.0195868 # DEPENDENCYPART_SIBL
(17,1),(17,18),-0.00277362 # DEPENDENCYPART_SIBL
(17,1),(17,19),-0.0505711 # DEPENDENCYPART_SIBL
(17,3),(17,5),-0.0364401 # DEPENDENCYPART_SIBL
(17,3),(17,7),-0.0709961 # DEPENDENCYPART_SIBL
(17,3),(17,9),-0.0424498 # DEPENDENCYPART_SIBL
(17,3),(17,10),-0.0540432 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0907654 # DEPENDENCYPART_SIBL
(17,3),(17,12),-0.117896 # DEPENDENCYPART_SIBL
(17,3),(17,13),-0.0378663 # DEPENDENCYPART_SIBL
(17,3),(17,14),-0.161406 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0907654 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0457527 # DEPENDENCYPART_SIBL
(17,3),(17,18),-0.00716705 # DEPENDENCYPART_SIBL
(17,3),(17,19),-0.0541168 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.0935852 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.122132 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0321443 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.221798 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.0340471 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0790257 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.0149371 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.221798 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.118829 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0208792 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0310237 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0424498 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0540432 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.0907654 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.117896 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.0378663 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.161406 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0907654 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0457527 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.00716705 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0541168 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0205876 # DEPENDENCYPART_SIBL
(17,9),(17,11),0.142677 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0837226 # DEPENDENCYPART_SIBL
(17,9),(17,13),-0.00326646 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0847983 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.142677 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0144328 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.00277362 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0505711 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0208583 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0818043 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0195869 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.140806 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0208583 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0266699 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0372839 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0883467 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.1158 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0259217 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.189601 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.00725483 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0866423 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0386384 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0703965 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.010823 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.428719 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0128857 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0155223 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.136123 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0642176 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.219816 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0125713 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0130904 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0864451 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0372519 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.647969 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.56021 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0189307 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.119174 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0866423 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0386384 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0703965 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00277362 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0505711 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0334094 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0379439 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0481813 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.043827 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.00588707 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0627263 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0393896 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.111861 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.0852766 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0809223 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0099723 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0751752 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0764849 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.152708 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.043827 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.00588707 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0627263 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0393896 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.111861 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.00561456 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0634249 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.0538705 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.133812 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0583017 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.109635 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.152602 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.173563 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0773706 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.146592 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0157614 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0157614 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0730588 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.0422537 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0674442 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0295809 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0517979 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0299018 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0242831 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0517979 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.00209066 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0271494 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0775594 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.057348 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.087919 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0462445 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.121424 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0696999 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.106659 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.121424 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0156809 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0775594 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.057348 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.087919 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0462445 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.121424 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0696999 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.106659 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.121424 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0156809 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0480521 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0196415 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0386418 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0832601 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0351811 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0260696 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0832601 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0187379 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.220022 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.148748 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.510511 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.453102 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.252873 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.510511 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.141495 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.057984 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.168714 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0122989 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0773112 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.168714 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0158889 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0511124 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.010194 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00816328 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0511124 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0458626 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.711653 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.472193 # DEPENDENCYPART_SIBL
(19,14),(19,17),-1.03143 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.227885 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.252873 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.510511 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.141495 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0512373 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.00265125 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.227885 # DEPENDENCYPART_SIBL
(0,4),(4,1),-0.72158 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.526318 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.764405 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.847096 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-2.81311 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.250645 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),-2.86518 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.117189 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.289906 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.189223 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.433629 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.170392 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.712708 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-2.57618 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.116257 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.918719 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-2.62824 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.526318 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.601908 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.744484 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.944817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-1.48846 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-1.23964 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-2.81311 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.250645 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-2.86518 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.065669 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.13514 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.0595506 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.216102 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.412427 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.464813 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-1.1326 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-2.63335 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.197665 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.90664 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-2.68541 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.527825 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.938459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,16),-0.461787 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.478913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,6),-0.138724 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.258277 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.339814 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.174679 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.242063 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.30679 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.216638 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.138731 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.130069 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0731917 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.735196 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.434613 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.28112 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.825835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,11),0.0441569 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.141209 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.282182 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.199125 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.22516 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.660777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.154965 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.235043 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.270406 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0639321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.798177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.129831 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.425931 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.414523 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.035728 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.120818 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.873066 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.214167 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.116873 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.51316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.408593 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.262651 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.0204216 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.172496 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.0155305 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.262269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.00366115 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),0.0714391 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.0726942 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.137763 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0838813 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.368623 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),0.0272655 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.100194 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.0128534 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.297463 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.47381 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.236519 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.110678 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.503607 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),0.0273025 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),0.0281622 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),-0.467538 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.536571 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.547758 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.13798 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.356629 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.327445 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.470168 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.697728 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.910762 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.610242 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.492273 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.0204216 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.172496 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.0155305 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.264801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.012021 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),0.0689102 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.081054 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.140295 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.0922411 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),0.366094 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.10484 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.0989274 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.244707 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.147368 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.497816 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.235384 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.11789 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),0.0273025 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),0.0281622 # DEPENDENCYPART_GRANDPAR
(4,17),(17,5),-0.467538 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.536571 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.547758 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),0.13798 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.356629 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.327445 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.470168 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.419698 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.594649 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-1.02455 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.492273 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.789357 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.213481 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.817242 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.262057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.124347 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.193887 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.00202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.482317 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.126958 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0418451 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.298098 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.424836 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.496465 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.862251 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.588529 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.397884 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.200495 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.902819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,16),-0.478319 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.554458 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.355315 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.404617 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.135523 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.765475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.388059 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.242639 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.403591 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.711381 # DEPENDENCYPART_GRANDPAR
