# _root_ Prens , " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye _ seslenince , cadı Rapunzel'den _ kestiği saç örgüsünü _ uzatmış aşağıya .
#goldHeads=17,0,0,5,6,9,0,9,14,12,12,13,0,16,0,17,18,27,0,27,22,23,25,25,27,27,29,27,0,
#predictedHeads=12,0,0,12,0,12,0,9,12,12,12,13,16,0,0,17,18,27,0,21,22,23,24,25,27,27,29,26,0,
(8,17),(17,6),-0.127789 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.343728 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.376126 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.385913 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.455289 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.470752 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.304909 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.175471 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.0112103 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.0904925 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.161385 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.248307 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.0226828 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.0759889 # DEPENDENCYPART_GRANDPAR
(8,17),(17,26),-0.227522 # DEPENDENCYPART_GRANDPAR
(8,17),(17,27),-0.380033 # DEPENDENCYPART_GRANDPAR
(8,17),(17,28),0.060679 # DEPENDENCYPART_GRANDPAR
(8,18),(18,4),-0.456916 # DEPENDENCYPART_GRANDPAR
(8,18),(18,6),-0.358659 # DEPENDENCYPART_GRANDPAR
(8,18),(18,10),-0.209942 # DEPENDENCYPART_GRANDPAR
(8,18),(18,12),-0.242496 # DEPENDENCYPART_GRANDPAR
(8,18),(18,13),-0.251667 # DEPENDENCYPART_GRANDPAR
(8,18),(18,14),-0.417019 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.435363 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.30434 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.288966 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.400636 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.405464 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.145493 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.455979 # DEPENDENCYPART_GRANDPAR
(9,2),(2,26),-0.163552 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.191724 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.499516 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.224762 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),0.0706892 # DEPENDENCYPART_GRANDPAR
(9,3),(3,26),-0.245511 # DEPENDENCYPART_GRANDPAR
(9,3),(3,27),-0.684067 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.12325 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.150435 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.306856 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.160769 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.282749 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.192287 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.1851 # DEPENDENCYPART_GRANDPAR
(9,5),(5,26),-0.163552 # DEPENDENCYPART_GRANDPAR
(9,5),(5,27),-0.598459 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.150435 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.17839 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),0.0543893 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.00766157 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),0.00611042 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.2138 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.251843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,27),-0.69284 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.0881013 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.144725 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),0.0607776 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),0.00224631 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0154231 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.706973 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),0.155845 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.952108 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.0122577 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.212041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),0.206216 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-0.100976 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.358079 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.14203 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.168407 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.0953812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.331578 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.00996983 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.0109459 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.189488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-1.06794 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.463603 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.347079 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-0.50505 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-0.142254 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.358079 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.14203 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.168407 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.0953809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.792755 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),0.243018 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-0.309864 # DEPENDENCYPART_GRANDPAR
(9,13),(13,1),-0.465719 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.357658 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.405894 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.507166 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.152834 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.148377 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.170523 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.0953809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.792755 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.243018 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-1.04873 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.0204222 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0351869 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),-0.808561 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-1.05718 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.119833 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),-0.113646 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.0614577 # DEPENDENCYPART_GRANDPAR
(9,17),(17,1),-0.169711 # DEPENDENCYPART_GRANDPAR
(9,17),(17,4),-0.211007 # DEPENDENCYPART_GRANDPAR
(9,17),(17,6),-0.0640357 # DEPENDENCYPART_GRANDPAR
(9,17),(17,10),-1.04749 # DEPENDENCYPART_GRANDPAR
(9,17),(17,12),-1.29596 # DEPENDENCYPART_GRANDPAR
(9,17),(17,13),-0.359222 # DEPENDENCYPART_GRANDPAR
(9,17),(17,14),-0.249455 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.194414 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),-0.303435 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),-0.148705 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),0.0763631 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.801198 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.534104 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),0.436414 # DEPENDENCYPART_GRANDPAR
(9,17),(17,24),-0.715275 # DEPENDENCYPART_GRANDPAR
(9,17),(17,25),-0.493838 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),0.225981 # DEPENDENCYPART_GRANDPAR
(9,17),(17,27),-0.57015 # DEPENDENCYPART_GRANDPAR
(9,17),(17,28),-0.292998 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.478812 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.331841 # DEPENDENCYPART_GRANDPAR
(9,18),(18,10),-0.904036 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-1.15266 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.215308 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.188029 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.135898 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.277669 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.403614 # DEPENDENCYPART_GRANDPAR
(9,24),(24,11),0.243018 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.9539 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.697119 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),0.201362 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),0.144574 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.527503 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),0.0916492 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-0.31504 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.477846 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.388232 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.438644 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.375272 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.160487 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.427454 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.113288 # DEPENDENCYPART_GRANDPAR
(10,7),(7,27),-0.622205 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.526039 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.315201 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.27173 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.0485867 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.348073 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.627459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.221131 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.496587 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.0356796 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.177184 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.208006 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.235107 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.560275 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.475365 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.663579 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.343256 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.436163 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0766416 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.463524 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.190393 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.750812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.262644 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.619941 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.159033 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.230251 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.268642 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.333216 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.583521 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.500543 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.427571 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.0742327 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.818353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,5),-0.364238 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0395888 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.300833 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.116263 # DEPENDENCYPART_GRANDPAR
(11,7),(7,27),-0.437673 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.502971 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.409921 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.383856 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.214857 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.17294 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.487 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.56741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.410762 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.362201 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.217313 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.443808 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-0.196512 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.474389 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.636672 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.41716 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.367666 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.515527 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.172602 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.275821 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.134045 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.346169 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.579552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.481833 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.433271 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.241004 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.473035 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.272221 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-0.426981 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.142189 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.107108 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.165151 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0362451 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.561202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,2),-0.626826 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.812317 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0355842 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.804518 # DEPENDENCYPART_GRANDPAR
(12,2),(2,26),-0.205778 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.451566 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.46957 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.724474 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.127193 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.6088 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.231717 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.624726 # DEPENDENCYPART_GRANDPAR
(12,5),(5,26),-0.205778 # DEPENDENCYPART_GRANDPAR
(12,5),(5,27),-0.400444 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.46957 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.186172 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.481112 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.415588 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),0.222199 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.532901 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.180396 # DEPENDENCYPART_GRANDPAR
(12,7),(7,27),-0.406313 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.376683 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.120104 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.316073 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),0.00400643 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.453553 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.207874 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.222076 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.685379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.0696609 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.111151 # DEPENDENCYPART_GRANDPAR
(12,8),(8,17),0.0409094 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.0688476 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.400749 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.463879 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.683433 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.137989 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.475421 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.013878 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.563919 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.295092 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0654868 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.166602 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.808733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.053693 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.164218 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.0197267 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.166956 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.601055 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0632169 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.515229 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.285362 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0658595 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.124229 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.402787 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.0499388 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.049124 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.110153 # DEPENDENCYPART_GRANDPAR
(12,28),(28,5),-0.58006 # DEPENDENCYPART_GRANDPAR
(12,28),(28,14),-0.00775701 # DEPENDENCYPART_GRANDPAR
(12,28),(28,19),-0.24619 # DEPENDENCYPART_GRANDPAR
(12,28),(28,20),-0.305133 # DEPENDENCYPART_GRANDPAR
(12,28),(28,21),-0.38471 # DEPENDENCYPART_GRANDPAR
(12,28),(28,22),0.255775 # DEPENDENCYPART_GRANDPAR
(12,28),(28,23),-0.141447 # DEPENDENCYPART_GRANDPAR
(12,28),(28,24),-0.39015 # DEPENDENCYPART_GRANDPAR
(12,28),(28,25),-0.169694 # DEPENDENCYPART_GRANDPAR
(12,28),(28,26),0.0728475 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.202348 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.103831 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.326088 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.0843349 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.318288 # DEPENDENCYPART_GRANDPAR
(13,2),(2,26),-0.435822 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.0630192 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.311929 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.0490089 # DEPENDENCYPART_GRANDPAR
(13,3),(3,17),-0.473521 # DEPENDENCYPART_GRANDPAR
(13,3),(3,26),-0.428502 # DEPENDENCYPART_GRANDPAR
(13,3),(3,27),-0.836151 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.32072 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.0542981 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.237373 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.0514624 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.129159 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),0.297584 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.0766738 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-0.435822 # DEPENDENCYPART_GRANDPAR
(13,5),(5,27),-0.839401 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.227586 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.294611 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.286774 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.0873819 # DEPENDENCYPART_GRANDPAR
(13,7),(7,27),-0.84527 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.236228 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0337017 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.335276 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.091567 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),0.0993794 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.288871 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.191565 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.425149 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.379866 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-0.329042 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.380283 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.210342 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.270464 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),0.0589122 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.197408 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.0617566 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.170843 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),0.0635121 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0160712 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0517211 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.146484 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.136091 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.282761 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.50322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.38211 # DEPENDENCYPART_GRANDPAR
(13,9),(9,17),-0.440919 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.308451 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.70895 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.0147351 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0336949 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0410636 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.200301 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.0937185 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.155435 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.203807 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.226979 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0515657 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.277807 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),0.0751212 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.0664652 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.187052 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.0588034 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),0.0555895 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.00515216 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.224338 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0264533 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0865036 # DEPENDENCYPART_GRANDPAR
(13,12),(12,28),-0.613689 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.144895 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.408608 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.180011 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.407096 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.0816427 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.310056 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.473848 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.400629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0548243 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.123231 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.0857673 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.36726 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.0300817 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.404657 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.39543 # DEPENDENCYPART_GRANDPAR
