# _root_ Birkaç tane rapor ve kamuoyunda da bu olayın kaza _ olmadığı , suikast _ olduğu gibi yaygın bir kanaat _ vardı , o kadar .
#goldHeads=2,3,4,5,20,5,8,10,10,11,12,14,14,15,16,19,19,19,20,21,22,24,24,25,0,
#predictedHeads=2,3,4,5,10,5,8,11,10,11,21,0,15,15,16,21,19,19,21,21,25,0,24,21,0,
(15,12),(15,13),0.000957704 # DEPENDENCYPART_SIBL
(15,12),(15,14),-0.216889 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.0968489 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.109262 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.121907 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0254027 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.150744 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0160044 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.126091 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0962588 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0967796 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0315093 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0200651 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.137085 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0159947 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.318459 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00476303 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0257279 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.291257 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.893201 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.291524 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.10233 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0453414 # DEPENDENCYPART_SIBL
(17,10),(17,24),-0.0469677 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.00495567 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.000309842 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.1558 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.0573912 # DEPENDENCYPART_SIBL
(17,13),(17,24),0.0616416 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.291524 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.10233 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0453414 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0469677 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.158102 # DEPENDENCYPART_SIBL
(17,15),(17,19),0.0548357 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.059086 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0187553 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.0147944 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0315434 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.00247247 # DEPENDENCYPART_SIBL
(19,1),(19,7),0.151366 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.087398 # DEPENDENCYPART_SIBL
(19,1),(19,11),0.103918 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.02501 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.108515 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.00259883 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.0915196 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0184116 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0971727 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.311459 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.00908635 # DEPENDENCYPART_SIBL
(19,1),(19,21),0.0488399 # DEPENDENCYPART_SIBL
(19,1),(19,22),-0.04379 # DEPENDENCYPART_SIBL
(19,1),(19,23),0.0444081 # DEPENDENCYPART_SIBL
(19,1),(19,24),0.0953088 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0616787 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0357631 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0584107 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0163344 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0636396 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.131249 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0521173 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0649837 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0390114 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0560654 # DEPENDENCYPART_SIBL
(19,4),(19,20),-4.5431e-05 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.000984778 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0554394 # DEPENDENCYPART_SIBL
(19,4),(19,23),0.0117005 # DEPENDENCYPART_SIBL
(19,4),(19,24),-0.00893821 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0219617 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0334539 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0502509 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.037287 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.148119 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0296181 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0608212 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0661671 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0487758 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.021876 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.010316 # DEPENDENCYPART_SIBL
(19,7),(19,22),-0.0944989 # DEPENDENCYPART_SIBL
(19,7),(19,23),-0.00015999 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.00325153 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0389709 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0730459 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0353818 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0140758 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0621763 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0812229 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0788948 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0868972 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0429559 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.00728067 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0314954 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.0324626 # DEPENDENCYPART_SIBL
(19,9),(19,24),-0.0168421 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0734592 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.00827372 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0283406 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0375058 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0808329 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0758965 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0768942 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0430128 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0074708 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.0315523 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.0324057 # DEPENDENCYPART_SIBL
(19,11),(19,24),-0.0169571 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.00649136 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.228157 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.000221382 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0107313 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0206675 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0803326 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.036629 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00147342 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0185161 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.040888 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.0405998 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0269721 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0338285 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0886363 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0862826 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0942851 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0429459 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00727024 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0314854 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.0324726 # DEPENDENCYPART_SIBL
(19,13),(19,24),-0.0168126 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.33872 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.181575 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.346627 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.138428 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0478564 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00226706 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.082585 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.00575624 # DEPENDENCYPART_SIBL
(19,14),(19,24),0.0240027 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0636315 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0537535 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0651868 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0445385 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00887545 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0330763 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0308817 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0222933 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0348551 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.273096 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0154636 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0103972 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0434844 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0270427 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0246965 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.306472 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0123316 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0455916 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0470347 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0411591 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0921484 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0364745 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0433071 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0739834 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0460411 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0815498 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.029684 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0387721 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0231426 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0322458 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0315776 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.0216942 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.0232995 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.031642 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.0575548 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0123046 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0310232 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.518469 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.127104 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0638644 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.19539 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0309752 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.0135694 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0969413 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.402638 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.176038 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0222288 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0984214 # DEPENDENCYPART_SIBL
(20,13),(20,24),0.0708169 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00328093 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.256975 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.205741 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.30068 # DEPENDENCYPART_SIBL
(20,14),(20,24),-0.0446793 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0354707 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0890208 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.164761 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.0124516 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.150825 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.180825 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.00699062 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0878234 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.00111919 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0707965 # DEPENDENCYPART_SIBL
(21,2),(21,3),-0.0340144 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.032011 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.12037 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0367079 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.0459575 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.0162141 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0206262 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.161221 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.032011 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.0162141 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0658839 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.00458634 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0502538 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.00289582 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0288611 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0377177 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.0399023 # DEPENDENCYPART_SIBL
(21,3),(21,5),-0.0553636 # DEPENDENCYPART_SIBL
(21,3),(21,7),-0.122951 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.0600606 # DEPENDENCYPART_SIBL
(21,3),(21,9),-0.0754745 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.0621373 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.0439787 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.169882 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0553636 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0621373 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0892364 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0022138 # DEPENDENCYPART_SIBL
(21,3),(21,17),-0.0471621 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0054172 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.0522136 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0092229 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.0343907 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.124804 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.0452208 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0544704 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.0202407 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.029139 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.165626 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.0405239 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0202407 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0743968 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.000152487 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0531707 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.00727059 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.037374 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0374222 # DEPENDENCYPART_SIBL
(21,5),(21,24),0.0361078 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.000505751 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.00526864 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.0349743 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.000829096 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.147519 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.00348463 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.0349743 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0159439 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0703604 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0584797 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0555657 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.00359172 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0522162 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.0209893 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.0463655 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.0428656 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0210341 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.152703 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.032419 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.0428656 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0662925 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0116367 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.022205 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.00564553 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0292691 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.00161937 # DEPENDENCYPART_SIBL
(21,8),(21,24),0.0360735 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.000563894 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0583322 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.174805 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.069717 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.000563894 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.10359 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.00907688 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.0623488 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0164488 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.0665671 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0518478 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0360828 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.542722 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.453639 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.547103 # DEPENDENCYPART_SIBL
(21,10),(21,14),-1.04683 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.559572 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.334146 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.522546 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.314902 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.54721 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.919568 # DEPENDENCYPART_SIBL
(21,10),(21,24),0.0109268 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.149024 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.00943747 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.060124 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0445292 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0167538 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.0378596 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0215687 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00628756 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.00521305 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0360302 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0492887 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.13557 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0236941 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0444015 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0128196 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0154719 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0491817 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.229345 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.00132426 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0202407 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0743968 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.000152487 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0531707 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.00727059 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.037374 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0374222 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.0361078 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.559572 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.334146 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.522546 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.314902 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.54721 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.919568 # DEPENDENCYPART_SIBL
(21,14),(21,24),0.0109268 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.00928329 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0617251 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0145016 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0598479 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0432944 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0334907 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.141793 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0721003 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.00235359 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.191038 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.0111766 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.136485 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0535062 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0455242 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.0159467 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0272484 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0478721 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.0288541 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0376097 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0360476 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.0112977 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.044813 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.122413 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.044813 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.0539934 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.116694 # DEPENDENCYPART_SIBL
(22,1),(22,18),0.03015 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.124868 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.163524 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.00870058 # DEPENDENCYPART_SIBL
(22,1),(22,24),0.0186887 # DEPENDENCYPART_SIBL
(22,1),(22,25),-0.00819017 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.408986 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.788511 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.147094 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.380118 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.200916 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.408986 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.712658 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.448788 # DEPENDENCYPART_SIBL
(22,10),(22,24),-0.0735574 # DEPENDENCYPART_SIBL
(22,10),(22,25),-0.0812621 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.056173 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0149318 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.11263 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0804858 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0814699 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.196137 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0382075 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.0043501 # DEPENDENCYPART_SIBL
(22,13),(22,25),0.0249933 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.147094 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.380118 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.200916 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.408986 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.712658 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.448788 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.0735574 # DEPENDENCYPART_SIBL
(22,14),(22,25),-0.0812621 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.110713 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0536886 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.00928482 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.186647 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.063124 # DEPENDENCYPART_SIBL
(22,16),(22,24),-0.0329106 # DEPENDENCYPART_SIBL
(22,16),(22,25),-0.0240997 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0306885 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.13134 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.174052 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.00273777 # DEPENDENCYPART_SIBL
(22,17),(22,24),0.0187394 # DEPENDENCYPART_SIBL
(22,17),(22,25),-0.00818398 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.0182491 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0376017 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.00140393 # DEPENDENCYPART_SIBL
(22,18),(22,24),-0.00459273 # DEPENDENCYPART_SIBL
(22,18),(22,25),-0.0334553 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.196143 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0381876 # DEPENDENCYPART_SIBL
