# _root_ Ama , doların _ hızlı _ düşüşü enflasyonu _ _ artırırken , yumuşak inişi _ _ _ sertleştirebilecektir .
#goldHeads=19,0,6,5,7,7,10,10,10,11,18,0,14,18,16,17,18,19,0,
#predictedHeads=19,0,7,5,7,7,11,10,10,11,18,0,14,18,16,17,18,19,0,
(18,2),(18,17),-0.13294 # DEPENDENCYPART_SIBL
(18,3),(18,4),-0.0532037 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.0137808 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.0317593 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0706418 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.0671856 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.0317593 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0317593 # DEPENDENCYPART_SIBL
(18,3),(18,11),0.0175142 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.157828 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.0271437 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0709506 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.00970339 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0317593 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.0317593 # DEPENDENCYPART_SIBL
(18,4),(18,5),-0.446986 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.886065 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.620931 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.617475 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.886065 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.886065 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.35116 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.431953 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.460349 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.62124 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.797 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.886065 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.886065 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0189583 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0406646 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.040831 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.0189583 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0189583 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.0336654 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.161098 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.012262 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0423472 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0229188 # DEPENDENCYPART_SIBL
(18,5),(18,16),0.0189583 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0189583 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.553839 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.553839 # DEPENDENCYPART_SIBL
(18,6),(18,9),-1.03137 # DEPENDENCYPART_SIBL
(18,6),(18,10),-1.03137 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.353132 # DEPENDENCYPART_SIBL
(18,6),(18,12),-0.444497 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.500386 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.553839 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.890237 # DEPENDENCYPART_SIBL
(18,6),(18,16),-1.03137 # DEPENDENCYPART_SIBL
(18,6),(18,17),-1.03137 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0671856 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0317593 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.0317593 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0175142 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.157828 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0271437 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0709506 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.00970339 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0317593 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0317593 # DEPENDENCYPART_SIBL
(18,8),(18,9),0.0386473 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0386473 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0175142 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.157828 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0271437 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0709506 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.00625937 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.0386473 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0386473 # DEPENDENCYPART_SIBL
(18,9),(18,10),-1.03137 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.353132 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.444497 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.500386 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.553839 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.890237 # DEPENDENCYPART_SIBL
(18,9),(18,16),-1.03137 # DEPENDENCYPART_SIBL
(18,9),(18,17),-1.03137 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.353132 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.444497 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.500386 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.553839 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.890237 # DEPENDENCYPART_SIBL
(18,10),(18,16),-1.03137 # DEPENDENCYPART_SIBL
(18,10),(18,17),-1.03137 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.19659 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0357651 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0283853 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.125649 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0880322 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0880322 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0182786 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0214278 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.220887 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.13294 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.13294 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0500549 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00414135 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0104213 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0104213 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0104785 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0302096 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0302096 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.928218 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.928218 # DEPENDENCYPART_SIBL
(18,16),(18,17),-1.03137 # DEPENDENCYPART_SIBL
(19,1),(19,6),0.0548044 # DEPENDENCYPART_SIBL
(19,1),(19,9),0.0548044 # DEPENDENCYPART_SIBL
(19,1),(19,10),0.0548044 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0558561 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0411589 # DEPENDENCYPART_SIBL
(19,1),(19,13),0.0366797 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0723018 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0938444 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.0548044 # DEPENDENCYPART_SIBL
(19,1),(19,17),0.0548044 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.185328 # DEPENDENCYPART_SIBL
(19,6),(19,9),-1.03143 # DEPENDENCYPART_SIBL
(19,6),(19,10),-1.03143 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.227635 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.25053 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.352019 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.472193 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.68705 # DEPENDENCYPART_SIBL
(19,6),(19,16),-1.03143 # DEPENDENCYPART_SIBL
(19,6),(19,17),-1.03143 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(19,9),(19,10),-1.03143 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.227635 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.25053 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.352019 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.472193 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.68705 # DEPENDENCYPART_SIBL
(19,9),(19,16),-1.03143 # DEPENDENCYPART_SIBL
(19,9),(19,17),-1.03143 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.227635 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.25053 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.352019 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.472193 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.68705 # DEPENDENCYPART_SIBL
(19,10),(19,16),-1.03143 # DEPENDENCYPART_SIBL
(19,10),(19,17),-1.03143 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.114154 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0890953 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0483362 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.180147 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.11049 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.11049 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0194378 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0083112 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0773112 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.18609 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.168714 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.168714 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.025689 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.103969 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.088817 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0993317 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0993317 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0449355 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.103266 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0527852 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0527852 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0420404 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.620223 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.620223 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.303473 # DEPENDENCYPART_SIBL
(19,16),(19,17),-1.03143 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.102871 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-1.32931 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-1.99271 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-2.88787 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-3.08868 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.801112 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),-0.102871 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),-0.410011 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.910362 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-2.11817 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-1.06434 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-1.21615 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-2.8843 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-2.78157 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.829486 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.429027 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-2.88787 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-3.08868 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.801112 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.390312 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.64568 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-1.14954 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-1.91568 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-1.81294 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.317915 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.434045 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.687542 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.33682 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-2.76281 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-2.70811 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-2.90891 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.366443 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.569028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.479926 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.655945 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.274948 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.590125 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.74636 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.560813 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.68152 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.741211 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.920563 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),0.0592857 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.569028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.479926 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.655945 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.274948 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.379124 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.703911 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.853182 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.619641 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.430264 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.320039 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.53409 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.93708 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.68152 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.741211 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.920563 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),0.0592857 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.703911 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.853182 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.619641 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.579431 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.568696 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.393533 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.459484 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-1.05086 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.40078 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.741211 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.920563 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),0.0592857 # DEPENDENCYPART_GRANDPAR
(2,17),(17,3),-0.479926 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.655945 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.703911 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.853182 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.619641 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.579431 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.568696 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.393533 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.459484 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-1.05086 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.40078 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.740348 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.920563 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),0.0188337 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.337979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),-0.0160496 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.170125 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.0316218 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.101461 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.240035 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.389305 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.341978 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.301768 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.224734 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.162484 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.216165 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.586987 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.135517 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.462685 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.522376 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.238635 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.373174 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.484467 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.383082 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.501226 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.339851 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.138019 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.261179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.0269047 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0708875 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.462282 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.31688 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.25485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.428227 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.178797 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.160271 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.332441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.562662 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.176123 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.157082 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.301648 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.179081 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),0.0453043 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.0728399 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.054702 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.038761 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.299704 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.408332 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.424692 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.544337 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.265726 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.139834 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.860172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.282 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.211221 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.181248 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.25576 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.501357 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.700051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,14),-0.0465559 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.102649 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.416744 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.835941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.15185 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.272177 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.11476 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),0.168823 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),0.0468215 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.0728241 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.00312845 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0170356 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.0976429 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.1114 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.195733 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.277457 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.296815 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.129743 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.17077 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.297749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.0776137 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0610792 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.24175 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.297517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.0741919 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.196603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,7),0.0628433 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.00324481 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0832557 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.0850607 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.0534479 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.136805 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.0993338 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.0904313 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),0.0586958 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0230284 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.112356 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.521716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,10),-0.439261 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.585532 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.688976 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.881107 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.144496 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.127169 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.0507465 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.551033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,2),0.0138918 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0316518 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.140592 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.373749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,1),-0.000242113 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.203291 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0171559 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.145147 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.400913 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.109037 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.282552 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.315716 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.436509 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.180125 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.368038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.189464 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.282552 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.315716 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.436509 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.180125 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.368038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0489482 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.182514 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.379647 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.0639561 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.194102 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.0437078 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.594505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.29434 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.581721 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.115145 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),-0.110531 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.218365 # DEPENDENCYPART_GRANDPAR
