# _root_ Netameli uçaklardan _ sonuncusunun _ _ iade_edilişiyle birlikte , deve _ kurban_eden ve _ kanlı deve parçalarıyla personele fotoğraflar _ _ _ çektirten kişi , başka nasıl biri _ olabilir ?
#goldHeads=2,4,4,6,6,7,8,11,0,11,12,13,23,15,17,17,22,22,22,21,22,23,24,30,0,27,28,30,30,31,0,
#predictedHeads=2,6,4,6,6,7,8,11,0,11,12,13,14,15,16,17,22,19,22,21,22,23,24,30,0,27,28,30,30,31,0,
(17,11),(11,6),0.171932 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.276873 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.239317 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.357549 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.180722 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.144102 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.335588 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.315966 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.313696 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.486311 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.219816 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.138736 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.199815 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.10124 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0325993 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0390656 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.00763569 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0473018 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0832007 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.015242 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.128032 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),0.267631 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.321187 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.32001 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.493734 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.225036 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.127326 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.0845515 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0575427 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.188007 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.551141 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.717946 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.525437 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.254725 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0268054 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.112002 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.00715205 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0054165 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.242167 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.61235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,12),-0.340596 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.407104 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.463922 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.353007 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.374816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.218024 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0688981 # DEPENDENCYPART_GRANDPAR
(17,18),(18,30),-0.196279 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.340596 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.407104 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.463922 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.353007 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.374816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.363754 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.0688981 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.0173566 # DEPENDENCYPART_GRANDPAR
(17,19),(19,30),-0.196279 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.779021 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-0.745617 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.343118 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.487082 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.396514 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.085087 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.245169 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.00634699 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.174758 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0605958 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.144498 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.0108858 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.750837 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.349432 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.494504 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.401734 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.0736769 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.176109 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.0121889 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0237109 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.494229 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.764151 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.526208 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.431423 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.0804542 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.203559 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.0382018 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.217135 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0437472 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.275206 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.494229 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.764151 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.526208 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.431423 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.0804542 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.203559 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.0382018 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.217135 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.0437472 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.31088 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.353008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.10169 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.432154 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.618823 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.265502 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.620866 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.51274 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.115474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0284367 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.00407068 # DEPENDENCYPART_GRANDPAR
(18,19),(19,30),-0.101307 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.396003 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.481078 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.217226 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.470883 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.362757 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.329123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0778054 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.0625029 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.19299 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.00861196 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),0.0346615 # DEPENDENCYPART_GRANDPAR
(18,20),(20,30),-0.101665 # DEPENDENCYPART_GRANDPAR
(18,20),(20,31),-0.0698825 # DEPENDENCYPART_GRANDPAR
(18,30),(30,2),-1.0981 # DEPENDENCYPART_GRANDPAR
(18,30),(30,4),-1.0115 # DEPENDENCYPART_GRANDPAR
(18,30),(30,5),-0.629311 # DEPENDENCYPART_GRANDPAR
(18,30),(30,6),-0.495699 # DEPENDENCYPART_GRANDPAR
(18,30),(30,7),-1.06469 # DEPENDENCYPART_GRANDPAR
(18,30),(30,8),-0.49457 # DEPENDENCYPART_GRANDPAR
(18,30),(30,9),-0.649642 # DEPENDENCYPART_GRANDPAR
(18,30),(30,10),-0.715588 # DEPENDENCYPART_GRANDPAR
(18,30),(30,11),-0.411137 # DEPENDENCYPART_GRANDPAR
(18,30),(30,13),-0.264004 # DEPENDENCYPART_GRANDPAR
(18,30),(30,14),-0.590298 # DEPENDENCYPART_GRANDPAR
(18,30),(30,15),-0.273865 # DEPENDENCYPART_GRANDPAR
(18,30),(30,16),-0.595045 # DEPENDENCYPART_GRANDPAR
(18,30),(30,17),-0.486919 # DEPENDENCYPART_GRANDPAR
(18,30),(30,18),-0.185383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,30),(30,19),0.0659346 # DEPENDENCYPART_GRANDPAR
(18,30),(30,20),-0.160744 # DEPENDENCYPART_GRANDPAR
(18,30),(30,21),-0.18511 # DEPENDENCYPART_GRANDPAR
(18,30),(30,22),-0.23206 # DEPENDENCYPART_GRANDPAR
(18,30),(30,23),-0.116954 # DEPENDENCYPART_GRANDPAR
(18,30),(30,24),-0.0320939 # DEPENDENCYPART_GRANDPAR
(18,30),(30,25),-0.300322 # DEPENDENCYPART_GRANDPAR
(18,30),(30,26),-0.179428 # DEPENDENCYPART_GRANDPAR
(18,30),(30,27),-0.191316 # DEPENDENCYPART_GRANDPAR
(18,30),(30,28),-0.174009 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.212951 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.184184 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.786087 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.80969 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.489068 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.481903 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.355721 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0294617 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.258461 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.120896 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.1617 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0738879 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.114695 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.120329 # DEPENDENCYPART_GRANDPAR
(19,15),(15,7),-0.81491 # DEPENDENCYPART_GRANDPAR
(19,15),(15,8),-0.495381 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.489326 # DEPENDENCYPART_GRANDPAR
(19,15),(15,10),-0.360941 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.0408718 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.163051 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.00110329 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.00331225 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.422144 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.747484 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.521029 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.39063 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.195003 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.190501 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0514939 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.196736 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.580155 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.229806 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.422144 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.747484 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.521029 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.39063 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.195003 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.190501 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.0514939 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.196736 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.580155 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.288153 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.437153 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.548203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,12),-0.190501 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.196736 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.580155 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.288153 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.157354 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.548203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.282858 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-0.305906 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.541953 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.460679 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.753634 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.448156 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.317357 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.524704 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.524318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0820402 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.128892 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.144731 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),0.0657842 # DEPENDENCYPART_GRANDPAR
(19,20),(20,30),-0.109663 # DEPENDENCYPART_GRANDPAR
(19,20),(20,31),-0.0219794 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.11532 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.0046 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.541953 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.550633 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.370819 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.460679 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.448156 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.317357 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.524704 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.524318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.247699 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.0490591 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.128892 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),0.144731 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),0.0657842 # DEPENDENCYPART_GRANDPAR
(19,21),(21,30),-0.109663 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),-0.0219794 # DEPENDENCYPART_GRANDPAR
(19,30),(30,2),-1.10516 # DEPENDENCYPART_GRANDPAR
(19,30),(30,4),-1.23949 # DEPENDENCYPART_GRANDPAR
(19,30),(30,5),-0.599509 # DEPENDENCYPART_GRANDPAR
(19,30),(30,6),-0.605142 # DEPENDENCYPART_GRANDPAR
(19,30),(30,7),-1.12876 # DEPENDENCYPART_GRANDPAR
(19,30),(30,8),-0.640519 # DEPENDENCYPART_GRANDPAR
(19,30),(30,9),-0.644464 # DEPENDENCYPART_GRANDPAR
(19,30),(30,10),-0.674795 # DEPENDENCYPART_GRANDPAR
(19,30),(30,11),-0.525685 # DEPENDENCYPART_GRANDPAR
(19,30),(30,13),-0.277296 # DEPENDENCYPART_GRANDPAR
(19,30),(30,14),-0.5699 # DEPENDENCYPART_GRANDPAR
(19,30),(30,15),-0.810273 # DEPENDENCYPART_GRANDPAR
(19,30),(30,16),-0.572318 # DEPENDENCYPART_GRANDPAR
(19,30),(30,17),-0.44152 # DEPENDENCYPART_GRANDPAR
(19,30),(30,18),-0.648866 # DEPENDENCYPART_GRANDPAR
(19,30),(30,19),-0.380578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,30),(30,20),-0.18372 # DEPENDENCYPART_GRANDPAR
(19,30),(30,21),-0.165572 # DEPENDENCYPART_GRANDPAR
(19,30),(30,22),-0.296672 # DEPENDENCYPART_GRANDPAR
(19,30),(30,23),-0.188352 # DEPENDENCYPART_GRANDPAR
(19,30),(30,24),-0.0961924 # DEPENDENCYPART_GRANDPAR
(19,30),(30,25),-0.146979 # DEPENDENCYPART_GRANDPAR
(19,30),(30,26),-0.253986 # DEPENDENCYPART_GRANDPAR
(19,30),(30,27),-0.194799 # DEPENDENCYPART_GRANDPAR
(19,30),(30,28),-0.313809 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-0.181829 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),-0.136281 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.500257 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.55514 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.293791 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.37697 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.608439 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.411038 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.321592 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.126986 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.419014 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.482569 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.678897 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.490266 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.28119 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.374602 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.426125 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.377948 # DEPENDENCYPART_GRANDPAR
(20,16),(16,1),-0.354413 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.451753 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.609063 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.430817 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.41495 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.290937 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.367193 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.505528 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.207201 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.315675 # DEPENDENCYPART_GRANDPAR
(20,17),(17,1),-0.354413 # DEPENDENCYPART_GRANDPAR
(20,17),(17,3),-0.451753 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.609063 # DEPENDENCYPART_GRANDPAR
(20,17),(17,10),-0.430817 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.41495 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.290937 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.367193 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.505528 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.207201 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.187012 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.321704 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.371129 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.290937 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.505528 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.207201 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.187012 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.179143 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.371129 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.602436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,30),-0.449715 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.290937 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.505528 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.207201 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.187012 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.179143 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.185171 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.602436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.327362 # DEPENDENCYPART_GRANDPAR
(20,19),(19,30),-0.449715 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-0.741502 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-0.480153 # DEPENDENCYPART_GRANDPAR
(20,21),(21,8),-0.431803 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.551406 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.388789 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.692993 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.307602 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.299732 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.305761 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.355186 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.645908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.100783 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.00245807 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.100453 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.168752 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.420474 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-0.220481 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-0.74712 # DEPENDENCYPART_GRANDPAR
(20,24),(24,10),-0.803169 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.525208 # DEPENDENCYPART_GRANDPAR
(20,24),(24,13),-0.512477 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.433703 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.559365 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.551495 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.557524 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.606948 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.421614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.146541 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.180372 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.00650199 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.124766 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),0.193263 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),0.037711 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.385169 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.2489 # DEPENDENCYPART_GRANDPAR
(20,25),(25,5),-0.664763 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-0.470157 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.624361 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.501865 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-0.410361 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.408544 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.457969 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.836197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.561123 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.594955 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.104098 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.284922 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.175651 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),0.279135 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.147287 # DEPENDENCYPART_GRANDPAR
(20,29),(29,7),-0.480153 # DEPENDENCYPART_GRANDPAR
(20,29),(29,16),-0.307602 # DEPENDENCYPART_GRANDPAR
(20,29),(29,17),-0.299732 # DEPENDENCYPART_GRANDPAR
(20,29),(29,18),-0.305761 # DEPENDENCYPART_GRANDPAR
(20,29),(29,19),-0.355186 # DEPENDENCYPART_GRANDPAR
(20,29),(29,20),-0.645908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,29),(29,21),-0.370834 # DEPENDENCYPART_GRANDPAR
(20,29),(29,22),-0.404666 # DEPENDENCYPART_GRANDPAR
(20,29),(29,23),-0.0432123 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),-0.272755 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),-0.20301 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),-0.0621668 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),-0.14135 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.0604887 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.420474 # DEPENDENCYPART_GRANDPAR
