# _root_ Bu rolünün uzun bir dönem _ devam_etmesi , döviz kurlarının nerede _ olmasını _ istemenize _ _ bağlı_olarak , enflasyon _ hedeflemesinin rafa _ _ kaldırılması mecburiyetini _ doğurur .
#goldHeads=2,6,5,5,6,7,29,0,10,12,12,13,14,15,17,17,18,25,0,22,22,25,25,25,26,27,29,29,30,0,
#predictedHeads=2,7,5,5,6,7,8,0,10,12,12,13,14,15,17,17,18,29,0,22,22,27,25,25,26,27,29,29,30,0,
(14,8),(8,25),-0.585429 # DEPENDENCYPART_GRANDPAR
(14,8),(8,28),-0.536573 # DEPENDENCYPART_GRANDPAR
(14,8),(8,29),-0.627344 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.142339 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0123968 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.00937818 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.709241 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.213507 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.447947 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.349674 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.348607 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.142339 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0123968 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.00937818 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.709241 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.213507 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.447947 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.316516 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.348607 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.273564 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.170189 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.444761 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.437797 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.505556 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.485992 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.334688 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.460545 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.437697 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.334323 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.452883 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.423332 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.480104 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,2),-0.343002 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.0307646 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.428058 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.239893 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.466197 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.342903 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.239528 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.469546 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.313816 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.586003 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.688865 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.585491 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.409244 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.39936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.0569274 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.421861 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.318486 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.354317 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.14224 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.525471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.181622 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.0521858 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.127485 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.0190831 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.0698423 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.0770906 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.34133 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.18313 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.134801 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.0412289 # DEPENDENCYPART_GRANDPAR
(15,8),(8,25),-0.0386559 # DEPENDENCYPART_GRANDPAR
(15,8),(8,28),-0.0543542 # DEPENDENCYPART_GRANDPAR
(15,8),(8,29),-0.332307 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.125484 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.0994196 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.147619 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.221854 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.232523 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.338091 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.0951634 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.188644 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.125484 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.0994196 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.147619 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.221854 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.232523 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.338091 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.189752 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.188644 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.532034 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.099566 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.341563 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.234499 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.338178 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.191727 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0246866 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.535554 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0923041 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.456056 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.262245 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.158521 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.170202 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.115749 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0512914 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.779493 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0389797 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.430571 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.254143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.101076 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.376384 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.209344 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.325095 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),0.172327 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),0.046719 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.308979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.402832 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.251432 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),0.268403 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),0.165508 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.275258 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.369801 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.164924 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.443345 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.357115 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.251432 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),0.268403 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),0.165508 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.275258 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.369801 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.164924 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.447363 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.357115 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.422312 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.864506 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.617207 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.127908 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.450645 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0160223 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.528208 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.444554 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),0.0118764 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.467521 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.119811 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.802869 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),0.25601 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.563682 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.389008 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.177258 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.46657 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.382917 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.104493 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.323463 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.864506 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.617207 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.450645 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0160223 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.528208 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.444554 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0118764 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.163521 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.257838 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.780619 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.70212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,8),-0.164924 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.447363 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.36371 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.169185 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0777891 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.798753 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,2),-1.03164 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.794152 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.479499 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.617777 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.127739 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.69534 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.611686 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.150774 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.515112 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.422544 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.126452 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.737146 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.774523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),0.317933 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.00379214 # DEPENDENCYPART_GRANDPAR
(16,17),(17,29),-0.24489 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.0112792 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),0.00607943 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.00237088 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),0.0317009 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.224846 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),0.167426 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),0.216542 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.490608 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.291143 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.348448 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.416278 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.157216 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.381895 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.621685 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.465373 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.548405 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.542571 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),0.0112792 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.227267 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.163184 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.202445 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.27801 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.434876 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.0621198 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),0.239119 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.172375 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.195131 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.218525 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.159613 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.732861 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-0.463518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,25),-0.48676 # DEPENDENCYPART_GRANDPAR
(17,8),(8,28),-0.407603 # DEPENDENCYPART_GRANDPAR
(17,8),(8,29),-0.710213 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),0.0112792 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.163184 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),0.202445 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.434876 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.239761 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.149311 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.297999 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.321938 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.0112792 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),0.163184 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),0.202445 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.434876 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.239761 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.149311 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.262968 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.321938 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.220015 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.118514 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.291143 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.348448 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.381895 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.211627 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.360942 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.161909 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.384149 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.282647 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.479761 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.516201 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.542571 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),-0.253653 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),0.144816 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.304396 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.266147 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.167561 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.289354 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.187853 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.496424 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.287147 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.348448 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.381895 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.360942 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.161909 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.384149 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.282647 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.479761 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0429564 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.26227 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.302013 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.399153 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.149311 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.262968 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.161466 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.131998 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.260372 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0612605 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.351253 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.249751 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.228225 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.226951 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.222392 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.00837412 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.315551 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,1),-0.223654 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.0544521 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.644286 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.475616 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.353137 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.469783 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.143462 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.209579 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.726596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.00672305 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.017947 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.179175 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),0.0582373 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.060999 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),0.00697569 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),0.0181576 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),-0.0319436 # DEPENDENCYPART_GRANDPAR
(17,26),(26,16),-0.370601 # DEPENDENCYPART_GRANDPAR
(17,26),(26,18),0.0691083 # DEPENDENCYPART_GRANDPAR
(17,26),(26,19),-0.192557 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),-0.231728 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),0.00205837 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.223571 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.209958 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.329194 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.0694208 # DEPENDENCYPART_GRANDPAR
(17,29),(29,2),-0.614861 # DEPENDENCYPART_GRANDPAR
(17,29),(29,5),-0.669335 # DEPENDENCYPART_GRANDPAR
(17,29),(29,6),-0.748637 # DEPENDENCYPART_GRANDPAR
(17,29),(29,7),-0.627355 # DEPENDENCYPART_GRANDPAR
(17,29),(29,8),-0.364399 # DEPENDENCYPART_GRANDPAR
(17,29),(29,9),-0.650562 # DEPENDENCYPART_GRANDPAR
(17,29),(29,10),-0.54906 # DEPENDENCYPART_GRANDPAR
(17,29),(29,12),-0.579966 # DEPENDENCYPART_GRANDPAR
(17,29),(29,13),-0.517358 # DEPENDENCYPART_GRANDPAR
(17,29),(29,14),-0.574133 # DEPENDENCYPART_GRANDPAR
(17,29),(29,15),-0.307683 # DEPENDENCYPART_GRANDPAR
(17,29),(29,16),-0.380485 # DEPENDENCYPART_GRANDPAR
(17,29),(29,17),-0.410196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,29),(29,18),0.10735 # DEPENDENCYPART_GRANDPAR
(17,29),(29,19),-0.195112 # DEPENDENCYPART_GRANDPAR
(17,29),(29,20),-0.279422 # DEPENDENCYPART_GRANDPAR
(17,29),(29,21),-0.193263 # DEPENDENCYPART_GRANDPAR
(17,29),(29,22),-0.0456362 # DEPENDENCYPART_GRANDPAR
(17,29),(29,23),-0.271265 # DEPENDENCYPART_GRANDPAR
(17,29),(29,24),-0.314201 # DEPENDENCYPART_GRANDPAR
(17,29),(29,25),-0.433437 # DEPENDENCYPART_GRANDPAR
(17,29),(29,26),-0.0283322 # DEPENDENCYPART_GRANDPAR
(17,29),(29,27),-0.253512 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.354281 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.388966 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.370067 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.433787 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.382838 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.514232 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.258819 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.207796 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.110076 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.388966 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.513443 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.258819 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.21086 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.283648 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.0330263 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.388966 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.258819 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.21086 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.0330263 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.0607898 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.483712 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.103599 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0489822 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.388966 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.258819 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.21086 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.0330263 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.0607898 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.483712 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.000967288 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.0489822 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.515302 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.258878 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.285507 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.0626484 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.483712 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.00282591 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.0381415 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.326672 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0333205 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.483712 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.000967288 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0362828 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.397834 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),0.0683921 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.18214 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),0.136363 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),0.101047 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),0.231521 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.52913 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.271846 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.397333 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.0266873 # DEPENDENCYPART_GRANDPAR
(18,17),(17,2),-0.336546 # DEPENDENCYPART_GRANDPAR
(18,17),(17,5),-0.103411 # DEPENDENCYPART_GRANDPAR
