# _root_ " O zaman , " demiş cadı sesini biraz daha _ _ alçaltarak , " _ alabilirsin , canı ne kadar çekiyorsa _ alabilirsin .
#goldHeads=0,3,4,6,0,14,6,12,10,12,12,13,6,17,0,17,18,24,22,21,22,24,24,25,0,
#predictedHeads=0,3,12,0,0,17,8,12,10,12,12,13,6,0,0,17,18,24,22,21,22,24,24,25,0,
(6,12),(12,8),-0.0801819 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),-0.182816 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),-0.123613 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.0102447 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.103602 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),0.0541481 # DEPENDENCYPART_GRANDPAR
(6,12),(12,21),-0.224121 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.305226 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.128084 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.049096 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.176262 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.108388 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.493439 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),0.0334927 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.613715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,8),-0.0871919 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),-0.0850026 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),-0.171382 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.00769145 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.189583 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.0369122 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),0.384472 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),0.257494 # DEPENDENCYPART_GRANDPAR
(6,14),(14,23),0.222557 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),0.538629 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.520832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,11),-0.0625809 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.10111 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.244878 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),0.521884 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),0.590136 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),0.00597929 # DEPENDENCYPART_GRANDPAR
(6,15),(15,23),0.359969 # DEPENDENCYPART_GRANDPAR
(6,15),(15,24),0.516907 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),0.0102447 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.173936 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.221515 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.285821 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.224153 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),0.0228059 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.0340653 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.224121 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.390088 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),0.185852 # DEPENDENCYPART_GRANDPAR
(6,16),(16,24),-0.108954 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.193137 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.187958 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.312889 # DEPENDENCYPART_GRANDPAR
(6,17),(17,4),0.219271 # DEPENDENCYPART_GRANDPAR
(6,17),(17,5),0.112349 # DEPENDENCYPART_GRANDPAR
(6,17),(17,6),-0.395098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,17),(17,7),0.188839 # DEPENDENCYPART_GRANDPAR
(6,17),(17,8),0.109851 # DEPENDENCYPART_GRANDPAR
(6,17),(17,9),-0.0692018 # DEPENDENCYPART_GRANDPAR
(6,17),(17,10),-0.00838991 # DEPENDENCYPART_GRANDPAR
(6,17),(17,11),0.126589 # DEPENDENCYPART_GRANDPAR
(6,17),(17,12),0.29028 # DEPENDENCYPART_GRANDPAR
(6,17),(17,13),-0.107933 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.220957 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.162987 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.00728761 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.141763 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.0170234 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),0.0199893 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.201804 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.373136 # DEPENDENCYPART_GRANDPAR
(6,17),(17,24),-0.0920018 # DEPENDENCYPART_GRANDPAR
(6,17),(17,25),-0.335918 # DEPENDENCYPART_GRANDPAR
(6,19),(19,2),0.00888297 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.0119285 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.208674 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),0.0937542 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.110449 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.290743 # DEPENDENCYPART_GRANDPAR
(6,19),(19,23),0.0115913 # DEPENDENCYPART_GRANDPAR
(6,20),(20,13),-0.189717 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.215637 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.304446 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.80601 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.386644 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.519444 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.777223 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.845409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,11),-0.322653 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.312234 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.135246 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.264239 # DEPENDENCYPART_GRANDPAR
(7,5),(5,22),-0.537679 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-0.0875416 # DEPENDENCYPART_GRANDPAR
(7,5),(5,24),-0.267311 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.751825 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.420474 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.38378 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.509907 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.520312 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.799791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.301733 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.212929 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.312188 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.290106 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-0.279687 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.300237 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.282711 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.226121 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.102699 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.22562 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.625065 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.553545 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.682084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.184026 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.117105 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.509903 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.505583 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.0713964 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.379459 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.38945 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.0590379 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.277079 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.426935 # DEPENDENCYPART_GRANDPAR
(8,4),(4,22),-0.772512 # DEPENDENCYPART_GRANDPAR
(8,4),(4,23),-0.31952 # DEPENDENCYPART_GRANDPAR
(8,4),(4,24),-0.450729 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.115251 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.214025 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.468129 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.0288187 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.476475 # DEPENDENCYPART_GRANDPAR
(8,5),(5,12),-0.482158 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.323957 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.4264 # DEPENDENCYPART_GRANDPAR
(8,5),(5,22),-0.769262 # DEPENDENCYPART_GRANDPAR
(8,5),(5,23),-0.312201 # DEPENDENCYPART_GRANDPAR
(8,5),(5,24),-0.447479 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.455718 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.149081 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.04573 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.204488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.297485 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.0358565 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.723504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.269163 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.298947 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.443928 # DEPENDENCYPART_GRANDPAR
(8,6),(6,12),-0.449611 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.362562 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.227207 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.36875 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.29141 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-0.387781 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.728684 # DEPENDENCYPART_GRANDPAR
(8,6),(6,20),-0.61697 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.08996 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.344656 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.278013 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.278157 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.116936 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.605797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.103864 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.116964 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.592287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.222101 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.454224 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.0787061 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.124937 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.494846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,2),-0.454296 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.557894 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.310195 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.0787783 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.125009 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.199345 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.494846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.269769 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.399223 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.288466 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.40719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,2),-0.647454 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.407051 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.54835 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.232311 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.647527 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.866779 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.734768 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.407123 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.548422 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.436176 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.232312 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.436157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,7),-0.504101 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.593432 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.437416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,3),-0.533581 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.46586 # DEPENDENCYPART_GRANDPAR
(11,1),(1,17),-0.320249 # DEPENDENCYPART_GRANDPAR
(11,1),(1,22),-0.491591 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.787497 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-0.513218 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.610542 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.109748 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.43486 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),0.037654 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.163579 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.386405 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.265175 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-0.469735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,12),-0.152264 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.433151 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.320249 # DEPENDENCYPART_GRANDPAR
(11,5),(5,22),-0.491591 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-0.787497 # DEPENDENCYPART_GRANDPAR
(11,5),(5,24),-0.513218 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.754714 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.229887 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.213448 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.355508 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.647615 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.109995 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.0872116 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.17403 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.0378632 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-0.498345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.180874 # DEPENDENCYPART_GRANDPAR
(11,6),(6,13),0.080644 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.165686 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.144513 # DEPENDENCYPART_GRANDPAR
(11,6),(6,16),-0.461761 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-0.338525 # DEPENDENCYPART_GRANDPAR
(11,6),(6,19),-0.199623 # DEPENDENCYPART_GRANDPAR
(11,6),(6,20),0.0747368 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),0.0552792 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.539134 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.123603 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.216737 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),0.0542608 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.20987 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.188507 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.540153 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.124621 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0473418 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.216738 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.0667823 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0474931 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0887111 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.0386573 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.127213 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.168431 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0669523 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.21033 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.279388 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.125027 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.0892131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.654537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),-0.337066 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.138086 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.0294102 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.0708865 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),0.268604 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.28346 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),0.246977 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.361309 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.540547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),-0.223076 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.226487 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.32253 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.532457 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),0.154673 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.0318164 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),0.339488 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.464247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.146776 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.115299 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.264177 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.160202 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),0.0713336 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.0125761 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.390647 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.403907 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.276561 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.425534 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.271327 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.202111 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),-0.177065 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),-0.0777989 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.142147 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.0981859 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),0.0362125 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.176863 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.461641 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.290212 # DEPENDENCYPART_GRANDPAR
(12,1),(1,17),-0.208928 # DEPENDENCYPART_GRANDPAR
(12,1),(1,22),-0.381522 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-0.593322 # DEPENDENCYPART_GRANDPAR
(12,1),(1,24),-0.467128 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.454479 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.447901 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),0.0532602 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.259212 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.438793 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.110078 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.0560845 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.532494 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.299597 # DEPENDENCYPART_GRANDPAR
(12,4),(4,23),-0.515046 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),-0.385202 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0188333 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.0120699 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.651618 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.363984 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.255687 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.425865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,16),-0.329541 # DEPENDENCYPART_GRANDPAR
(12,5),(5,17),-0.208928 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.381522 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.593322 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.467128 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.592072 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.286375 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.141508 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.17986 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.489189 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.208805 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.0426983 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.00386114 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.00471212 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),-0.0582998 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-0.454475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.26702 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.240138 # DEPENDENCYPART_GRANDPAR
(12,6),(6,15),-0.306647 # DEPENDENCYPART_GRANDPAR
(12,6),(6,16),-0.358151 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.227204 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.93605 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.104733 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.00120815 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.380708 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.388816 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.0465684 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.00222657 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.13793 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.0128588 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.381726 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.389835 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0514678 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.0465692 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0336313 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0513165 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.218621 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0718084 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0284032 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.298341 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.237121 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.463726 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.187762 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.360842 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.568232 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.160878 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),0.143237 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0625205 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.320831 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.0586321 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.127115 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.178331 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.188384 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.469558 # DEPENDENCYPART_GRANDPAR
(12,13),(13,7),-0.374698 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.123196 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.170279 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.163438 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.115971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,2),-0.266817 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-0.544602 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),0.00488332 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.122364 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.106599 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.610667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.209577 # DEPENDENCYPART_GRANDPAR
