# _root_ İş Güvencesi , İş Kanunu ile birlikte _ ele_alınsın , SSK primleri _ _ düşürülsün .
#goldHeads=2,9,0,5,6,7,9,9,10,15,12,15,14,15,16,0,
#predictedHeads=2,9,0,5,6,9,9,9,10,15,12,15,14,15,16,0,
(15,12),(15,14),0.038934 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.071472 # DEPENDENCYPART_SIBL
(15,13),(15,14),-1.02664 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.123219 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.123219 # DEPENDENCYPART_SIBL
(16,8),(16,9),-0.696399 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.25053 # DEPENDENCYPART_SIBL
(16,8),(16,11),-0.472208 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.472193 # DEPENDENCYPART_SIBL
(16,8),(16,13),-1.03143 # DEPENDENCYPART_SIBL
(16,8),(16,14),-1.03143 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.696399 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.220022 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.252888 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.252873 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.510511 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.510511 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.437848 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0772883 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0773112 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.168714 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.168714 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0256468 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.0264572 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0516902 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.0516902 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0425533 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0512373 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0512373 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0428143 # DEPENDENCYPART_SIBL
(16,13),(16,14),-1.03143 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.696399 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.696399 # DEPENDENCYPART_SIBL
(0,3),(3,1),-0.622931 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.789231 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.110704 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.455684 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.21581 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.759043 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-2.76883 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-2.80701 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.878824 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.803115 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.838036 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.951046 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.794771 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-2.54028 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-1.09705 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-0.49269 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.759043 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-2.76883 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-2.80701 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.878824 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.295157 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.397603 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.67732 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.504947 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-1.69628 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.517095 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.313669 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.746506 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-2.48492 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-2.5231 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-1.57165 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.0210156 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.0132863 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.400342 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.666836 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-2.58906 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-2.62725 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.444118 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.691501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0962165 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.285974 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.855509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.554585 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),0.0967816 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.156047 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.131284 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),0.0338369 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.238595 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.267293 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.421084 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.762763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.461839 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.222572 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.459958 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.511663 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.141882 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.180128 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.316581 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.227064 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.395547 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.335869 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.134794 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.163491 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.644488 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.445514 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.762763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),-0.461839 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.222572 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.459958 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.511663 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.141882 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.180128 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.316581 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.455551 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.354341 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.585016 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.525531 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.307201 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.335898 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.444444 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.933261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0546868 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.457198 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.647866 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.187762 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.859735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.156479 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0596758 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),0.0111883 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.0525653 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.166486 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.185976 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.250704 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.149063 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.696642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.112996 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.396591 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.0114573 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0579166 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0549741 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.451846 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.323228 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.522634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,9),-0.363499 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.714305 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.271405 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.522634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.365477 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.123532 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.101851 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.305844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.180095 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0294794 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0166088 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.19539 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.426832 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.00922454 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.0124564 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.271743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0417903 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.132325 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.0651235 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0376575 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0252379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0146694 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.0453937 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.20209 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.0132051 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.143768 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.400092 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.392425 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),-0.275442 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.4486 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.255668 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.219921 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.398197 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.43877 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.263469 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.420217 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.149519 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.280082 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.297812 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.47144 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.109148 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.141375 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0675857 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.100987 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0921335 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.170602 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.109683 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),0.052535 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.078028 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.596202 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.296908 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.267728 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.302901 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.346991 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.369379 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.595939 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.752828 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.517491 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.800356 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),0.034473 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),0.0561539 # DEPENDENCYPART_GRANDPAR
(3,14),(14,4),-0.422086 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.596202 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.296908 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.267728 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.302901 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.346991 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.369379 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.595939 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.752828 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.445756 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.800356 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.00922454 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),0.0124564 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.271743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.0417903 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.132325 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.0651235 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.0376575 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0252379 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.0912709 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.13833 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.132062 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.288952 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.168093 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.298656 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.382186 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.207331 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.360116 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.491391 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.674527 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.219588 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.360116 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.894274 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),0.163167 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.277133 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.932973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,9),-0.577916 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.292334 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.508378 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.354577 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.393483 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.761056 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.559845 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.443951 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.301807 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.65674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0461653 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.220892 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0950789 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.285122 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.478513 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.550996 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.435102 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.368947 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.718478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.528483 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.184208 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.543689 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.427795 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.366295 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.70966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.519665 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.207589 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.262869 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.409862 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.293968 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.210169 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.87039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.68231 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.208027 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.276168 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.292767 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0926863 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.212715 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0856909 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),0.073809 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.0349029 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.476024 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.174358 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.533216 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.417322 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.324059 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.728002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),-0.539923 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.182762 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.252618 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.283146 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.393373 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.199023 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.430047 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.303408 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.172705 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.211612 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.288536 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0979643 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.149031 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.45818 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.557203 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0712162 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.149031 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.157055 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.314202 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.581658 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.00695257 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.544705 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.196929 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.601305 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.365894 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.37979 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.643731 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0876075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.165438 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0074989 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.01005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.323843 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.3302 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.441893 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.557203 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.399192 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.129807 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.157862 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.0716302 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.835215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.129625 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.391885 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.1225 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.15521 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.0643232 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.826398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.219799 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.226595 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.258058 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),0.0113275 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),0.000915302 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.0695043 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.989042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.220238 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.221586 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.256145 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.187939 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.176442 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.179388 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),0.0693147 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0554192 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.355288 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.122996 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.244807 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.346562 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.13929 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.256053 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),0.00821892 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.00567656 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.381412 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.112026 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.112974 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.0538496 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.846655 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.194973 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.198035 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),-0.341657 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.360162 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.103619 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.393003 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.396334 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.184023 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.197918 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.237174 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.301357 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.289278 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.150325 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.0668075 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0415957 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.289278 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0308892 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.15188 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.14881 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0518588 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.155052 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.192475 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.0985151 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.14135 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.0843881 # DEPENDENCYPART_GRANDPAR
