# _root_ Bütün delilleri , dosyayı _ inceleme hakkına _ sahibiz hukuki _ olarak , fakat bu haktan _ mahrum_edildik .
#goldHeads=2,3,4,5,6,7,9,9,14,11,12,9,0,18,16,18,18,19,0,
#predictedHeads=2,5,0,5,6,7,9,9,10,11,12,18,0,19,16,18,18,19,0,
(18,2),(18,13),-0.157828 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.0503876 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.130501 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.0706418 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.0317593 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.071472 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0641259 # DEPENDENCYPART_SIBL
(18,3),(18,5),-0.13294 # DEPENDENCYPART_SIBL
(18,3),(18,6),0.041548 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.0280239 # DEPENDENCYPART_SIBL
(18,3),(18,8),-0.217742 # DEPENDENCYPART_SIBL
(18,3),(18,9),0.106229 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0182829 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.13294 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.0226949 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.241759 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0250707 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.0576863 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0214278 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.13294 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0680033 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0389092 # DEPENDENCYPART_SIBL
(18,4),(18,6),-0.0116599 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0653586 # DEPENDENCYPART_SIBL
(18,4),(18,8),-0.0529721 # DEPENDENCYPART_SIBL
(18,4),(18,9),0.0167216 # DEPENDENCYPART_SIBL
(18,4),(18,10),-0.0286178 # DEPENDENCYPART_SIBL
(18,4),(18,11),0.0389092 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.056418 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.159304 # DEPENDENCYPART_SIBL
(18,4),(18,14),-0.051864 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.131977 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0751597 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.0389092 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.071485 # DEPENDENCYPART_SIBL
(18,5),(18,6),-0.538893 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.540732 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.943691 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.641515 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.500385 # DEPENDENCYPART_SIBL
(18,5),(18,11),-1.03137 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.358335 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.444497 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.295654 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.369322 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.553839 # DEPENDENCYPART_SIBL
(18,5),(18,17),-1.03137 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.123219 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0644006 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0583448 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.0106569 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0348355 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.0265138 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0612662 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.161402 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0524701 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.132584 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0742016 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.0265138 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.071472 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0537526 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0139279 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0273244 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0311558 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0631657 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.15801 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0505706 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.130684 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0709805 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0311558 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0717507 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.549412 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.460346 # DEPENDENCYPART_SIBL
(18,8),(18,11),-0.886065 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.305704 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.431953 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.327716 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.43673 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.620931 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.886065 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.103989 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0671796 # DEPENDENCYPART_SIBL
(18,9),(18,11),-0.113543 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.010718 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.170371 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0183256 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0630929 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.00354973 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.113543 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0907017 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0103935 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.00615864 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.168615 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0487983 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.00671467 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0478868 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.0103935 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.10161 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.358335 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.444497 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.295654 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.369322 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.553839 # DEPENDENCYPART_SIBL
(18,11),(18,17),-1.03137 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.123219 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.19806 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0800843 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.159571 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0439678 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0771488 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0945634 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0250707 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0576863 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0214278 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.13294 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0680033 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0588526 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0228491 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0729085 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.116216 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0120024 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0496557 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.102378 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0317593 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.071472 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.123219 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.104034 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0498396 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0378996 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.104034 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0294651 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0883035 # DEPENDENCYPART_SIBL
(19,1),(19,14),0.0633957 # DEPENDENCYPART_SIBL
(19,1),(19,15),0.00781291 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.101649 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.104034 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0498396 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.696399 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.352019 # DEPENDENCYPART_SIBL
(19,5),(19,11),-1.03143 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.231754 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.25053 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0127587 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.240474 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.472193 # DEPENDENCYPART_SIBL
(19,5),(19,17),-1.03143 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.184526 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.510511 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.145294 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.220022 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0194466 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.180673 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.252873 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.510511 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.437848 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0993041 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0252158 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0851189 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0666174 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.00281688 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.101801 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0993041 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0449217 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.231754 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.25053 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0127587 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.240474 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.472193 # DEPENDENCYPART_SIBL
(19,11),(19,17),-1.03143 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.119625 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0292566 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.116196 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0589024 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.101867 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0152845 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0754386 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.00588822 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0773112 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.168714 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.025689 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0735459 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0557548 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0683843 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0511688 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0345049 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0810183 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0529552 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0512373 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(0,3),(3,1),-0.617019 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-1.13467 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.285408 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-2.44723 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.724332 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.617019 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.612992 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-2.087 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.918222 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-1.61544 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-2.47351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.926774 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-1.156 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-3.23609 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.928851 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.865131 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.657216 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-3.25553 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.724332 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.259472 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-2.42463 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.6336 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.77012 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.670183 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.0411312 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-1.11837 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.149261 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.490641 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-2.26747 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.404594 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.521131 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.33759 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.419344 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.565009 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-3.07577 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.289663 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.521572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,10),-0.288022 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.279116 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.243905 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.375663 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.340188 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.59332 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.407497 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.789643 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.276399 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.321678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,9),-0.0845171 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0916047 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.389166 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.220447 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.15767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.11787 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.0563958 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.0583049 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0394147 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.590307 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.319995 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.2288 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.228932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),-0.0821997 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.0785548 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.244009 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.196482 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.0250605 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.175552 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.384022 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.211112 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.16021 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.370041 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.34631 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.26553 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.124201 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.630103 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.182308 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.447158 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.548082 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0344005 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.454428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.328689 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.285485 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.66607 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.0104217 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.203538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.0783331 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.00284857 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.077024 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.146013 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.0961169 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0380203 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.0646726 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.148818 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.166427 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.351856 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),0.0332758 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),-0.385789 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.274814 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.54092 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.60989 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.581937 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.3644 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.32796 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.329935 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.186179 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.353966 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.58577 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.54015 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.752121 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.695751 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.315246 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.0104217 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.203538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.0783331 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.00284857 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.077024 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.146013 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0961169 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.10868 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.0846409 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.116868 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.0907475 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.0286234 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.219053 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.00318814 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.235679 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.321315 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.410002 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.544522 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0857939 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.220753 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.462026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,15),-0.191192 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.790757 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.0162122 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.700004 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.501091 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.44668 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.877282 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.278382 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),0.124576 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.0708065 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.440562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0439651 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.0444376 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0577288 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.215534 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.0170207 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.354859 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.051542 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.16841 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.591726 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.0485547 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.368332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.227085 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.33297 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.329957 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.190837 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0536093 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.0856934 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.567028 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.286618 # DEPENDENCYPART_GRANDPAR
(4,18),(18,1),-0.335021 # DEPENDENCYPART_GRANDPAR
(4,18),(18,2),0.00122258 # DEPENDENCYPART_GRANDPAR
(4,18),(18,3),-0.184696 # DEPENDENCYPART_GRANDPAR
(4,18),(18,4),-0.297207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,18),(18,5),-0.258857 # DEPENDENCYPART_GRANDPAR
(4,18),(18,6),-0.261844 # DEPENDENCYPART_GRANDPAR
(4,18),(18,7),-0.258832 # DEPENDENCYPART_GRANDPAR
(4,18),(18,8),-0.306333 # DEPENDENCYPART_GRANDPAR
(4,18),(18,9),-0.316786 # DEPENDENCYPART_GRANDPAR
(4,18),(18,10),-0.174391 # DEPENDENCYPART_GRANDPAR
(4,18),(18,11),-0.265046 # DEPENDENCYPART_GRANDPAR
(4,18),(18,12),-0.3946 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.343032 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.232391 # DEPENDENCYPART_GRANDPAR
(4,18),(18,15),-0.0442385 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.385698 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.240905 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.339294 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.498703 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0677215 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.43173 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.238329 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.624701 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.782819 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.15041 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0849151 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.539741 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.299564 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.765547 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0763526 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0190635 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.179656 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.609542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,8),-0.61455 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.624701 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.782819 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.184268 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.367709 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.326434 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.474273 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.426547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
