# _root_ Sayın Bila bana , bu _ konuşmayla ilgili izlenimlerini köşesinde _ yazacağını ifade_etti , _ dediği gibi de yaptı .
#goldHeads=2,19,13,0,7,7,8,9,12,12,12,13,14,19,16,17,19,17,20,0,
#predictedHeads=2,13,13,0,7,7,8,9,11,11,12,13,14,19,16,17,19,17,20,0,
(16,9),(16,10),0.0231178 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0163507 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.00495798 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0126339 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0235415 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.22269 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.106279 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.108248 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0164937 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.109261 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0200651 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0762318 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.000179419 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.10825 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0202104 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.109261 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0126318 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0762318 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.000179419 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0164937 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.109261 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0200651 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0762318 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.000179419 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.14515 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.149052 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.117643 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0500151 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0962588 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00245463 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.077906 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.255108 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.171188 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.00333583 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.251155 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.54847 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0243122 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0680439 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.00307158 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0243122 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0671644 # DEPENDENCYPART_SIBL
(19,1),(19,3),-0.0077141 # DEPENDENCYPART_SIBL
(19,1),(19,4),-0.171074 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0125223 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0671644 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.099647 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0671644 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0689132 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0125223 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0671644 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.0128322 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.171074 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.0125223 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.00231251 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0595291 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0863647 # DEPENDENCYPART_SIBL
(19,1),(19,20),-0.101635 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0276971 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.170822 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0316867 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.102895 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.172691 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.102895 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.104423 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0316867 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.102895 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0149722 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.170822 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.0316867 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0343029 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.00338333 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0981852 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0730283 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.253695 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.0449412 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0702787 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.10267 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0702787 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0720275 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0449412 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0702787 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0586689 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.253695 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0449412 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0339923 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0964258 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.121905 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.139947 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.13245 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.0111518 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0238382 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0111518 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.00939487 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.13245 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0111518 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.10713 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.240668 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.13245 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0203983 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0420401 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0989597 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0680033 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.573081 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.607271 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.573081 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.57483 # DEPENDENCYPART_SIBL
(19,6),(19,11),-1.0333 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.573081 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.643031 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.446756 # DEPENDENCYPART_SIBL
(19,6),(19,15),-1.0333 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.501619 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.329226 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.337133 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.123301 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.180529 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.110733 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.112261 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0199169 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.110733 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.00318006 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.170961 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0199169 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0381613 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00724172 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.102044 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0730127 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0833432 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0848709 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0457169 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0833432 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0270619 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.160595 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0457169 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.00213528 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.00268084 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0921708 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0760655 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.112261 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0199169 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.110733 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.00318006 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.170961 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0199169 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0381613 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.00724172 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.102044 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0730127 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0273481 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.110739 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.00689464 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.170963 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0273481 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0381634 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.00724381 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.102046 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0730137 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.573081 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.643031 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.446756 # DEPENDENCYPART_SIBL
(19,11),(19,15),-1.0333 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.501619 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.329226 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.337133 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.123301 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.00318006 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.170961 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0199169 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0381613 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.00724172 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.102044 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0730127 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.172219 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.11506 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0680022 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0120862 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0593911 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0907017 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.13245 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0203983 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0420401 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0989597 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0680033 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.501619 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.329226 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.337133 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.123301 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0595291 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0863647 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.101635 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.116781 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0942607 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.121592 # DEPENDENCYPART_SIBL
(20,1),(20,2),-0.101801 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.00281683 # DEPENDENCYPART_SIBL
(20,1),(20,6),-0.0993041 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0993041 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0451772 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0851189 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0993041 # DEPENDENCYPART_SIBL
(20,1),(20,17),0.0104324 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0336801 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0575084 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0644099 # DEPENDENCYPART_SIBL
(20,2),(20,6),-0.0472816 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0472816 # DEPENDENCYPART_SIBL
(20,2),(20,13),0.0461475 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0675167 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0472816 # DEPENDENCYPART_SIBL
(20,2),(20,17),0.108314 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.0243335 # DEPENDENCYPART_SIBL
(20,2),(20,19),0.0341907 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0810183 # DEPENDENCYPART_SIBL
(20,5),(20,11),-0.0810183 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0532107 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.0185743 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0810183 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0376835 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.0311671 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0634012 # DEPENDENCYPART_SIBL
(20,6),(20,11),-1.03143 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.696655 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.25053 # DEPENDENCYPART_SIBL
(20,6),(20,15),-1.03143 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.179221 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0477317 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.707559 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.696655 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.25053 # DEPENDENCYPART_SIBL
(20,11),(20,15),-1.03143 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.179221 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0477317 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.707559 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.220022 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.510511 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.125971 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0155256 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.449008 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.168714 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0721553 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0248876 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0152431 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.179221 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0477317 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.707559 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0195016 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.00204619 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0789094 # DEPENDENCYPART_SIBL
(0,4),(4,1),-0.576066 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.629901 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-1.16938 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-1.20025 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-2.29383 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.98827 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.393779 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-2.79254 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.803731 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.176829 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.100667 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.775918 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.32814 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.375316 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-1.14799 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.855785 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.481853 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-1.03512 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.841969 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-2.24157 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-1.15901 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.60018 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-2.54795 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-1.4956 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.822192 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.296929 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-0.731144 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-1.98911 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-1.37949 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-1.012 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-1.36567 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-3.08269 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-1.03418 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-2.79254 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-1.47664 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.803731 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.313381 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-2.28266 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.471896 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-2.78137 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-1.6572 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.0892937 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.158963 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.0965884 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),-1.02048 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-2.11406 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),0.0422256 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.39926 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-2.61277 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-1.47022 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.802314 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.387851 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.211704 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.558188 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.344281 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),0.0353726 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),0.161641 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),0.342037 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.622208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.38171 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.49811 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.591659 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.556731 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.538305 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.749021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.809053 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.261021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.543923 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.576699 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.907249 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),0.161641 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),0.342037 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.622208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.38171 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.396541 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.611897 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.653481 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.670517 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.798562 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.749021 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.809053 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.261021 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.543923 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.576699 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.907249 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.728522 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.423431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,7),-0.125641 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.170318 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.184261 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),-0.312306 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.193245 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),0.0495339 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),0.117864 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),0.332447 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.391325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.155654 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.119058 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.148432 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.190016 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.207053 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.335098 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.31965 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.399343 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.0217663 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.166349 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.24232 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.503086 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.440013 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),0.161641 # DEPENDENCYPART_GRANDPAR
(4,15),(15,5),-0.38171 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.611897 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.653481 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.670517 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.798562 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.862807 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.706517 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.334515 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.576699 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.591676 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.907249 # DEPENDENCYPART_GRANDPAR
(4,19),(19,1),0.049567 # DEPENDENCYPART_GRANDPAR
(4,19),(19,2),0.117814 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),0.33248 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.391166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,6),-0.118885 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.148039 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.189623 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.20666 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.334704 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.319478 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.39895 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.450797 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.103473 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.325096 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.326246 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.43885 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.356559 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.431186 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0586832 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.133781 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.17294 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.24182 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.25594 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.393002 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.308019 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.337118 # DEPENDENCYPART_GRANDPAR
(5,4),(4,19),-0.512597 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.38527 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.160441 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0623421 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.119708 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.321564 # DEPENDENCYPART_GRANDPAR
