# _root_ " Bankalar öyle bir izlenim yarattı ki sanki _ _ verilen hizmetler hava , su gibi _ _ ücretsiz _ olabilir " _ diyen Demiray , bundan_sonra _ _ verilen hizmetlerden ücret _ alınacağını _ bildirdi .
#goldHeads=0,6,5,5,6,7,8,20,10,11,12,20,16,0,16,18,18,19,20,21,22,23,24,25,35,0,30,29,30,31,33,33,34,35,36,37,0,
#predictedHeads=0,6,5,5,6,10,6,10,10,11,12,13,21,0,16,20,18,19,21,21,22,23,24,25,36,0,28,29,30,31,33,34,34,36,36,37,0,
(15,14),(14,11),0.0816966 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.336917 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.586995 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.210624 # DEPENDENCYPART_GRANDPAR
(15,14),(14,35),-0.446868 # DEPENDENCYPART_GRANDPAR
(15,14),(14,36),-0.858069 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.197383 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),0.125549 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.839656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.284391 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.415329 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.0605764 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.974637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.308288 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.834402 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.205745 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.241818 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),0.0056009 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),0.103297 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.90984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.247206 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.803267 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.474828 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.808561 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.101708 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.181594 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.45277 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),-0.340684 # DEPENDENCYPART_GRANDPAR
(15,20),(20,32),-0.300519 # DEPENDENCYPART_GRANDPAR
(15,20),(20,33),-0.0406863 # DEPENDENCYPART_GRANDPAR
(15,36),(36,1),-0.552748 # DEPENDENCYPART_GRANDPAR
(15,36),(36,2),-0.533405 # DEPENDENCYPART_GRANDPAR
(15,36),(36,3),-0.345659 # DEPENDENCYPART_GRANDPAR
(15,36),(36,5),-0.515589 # DEPENDENCYPART_GRANDPAR
(15,36),(36,6),-0.895844 # DEPENDENCYPART_GRANDPAR
(15,36),(36,7),-0.162585 # DEPENDENCYPART_GRANDPAR
(15,36),(36,8),-0.242021 # DEPENDENCYPART_GRANDPAR
(15,36),(36,9),-0.63222 # DEPENDENCYPART_GRANDPAR
(15,36),(36,10),-0.491266 # DEPENDENCYPART_GRANDPAR
(15,36),(36,12),-0.365172 # DEPENDENCYPART_GRANDPAR
(15,36),(36,13),-0.117753 # DEPENDENCYPART_GRANDPAR
(15,36),(36,14),-0.0105924 # DEPENDENCYPART_GRANDPAR
(15,36),(36,15),-0.767454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,36),(36,16),-0.222366 # DEPENDENCYPART_GRANDPAR
(15,36),(36,17),-0.637697 # DEPENDENCYPART_GRANDPAR
(15,36),(36,18),-0.419354 # DEPENDENCYPART_GRANDPAR
(15,36),(36,19),-0.666175 # DEPENDENCYPART_GRANDPAR
(15,36),(36,20),-0.247535 # DEPENDENCYPART_GRANDPAR
(15,36),(36,21),-0.0277807 # DEPENDENCYPART_GRANDPAR
(15,36),(36,22),-0.420566 # DEPENDENCYPART_GRANDPAR
(15,36),(36,23),-0.128891 # DEPENDENCYPART_GRANDPAR
(15,36),(36,25),-0.394876 # DEPENDENCYPART_GRANDPAR
(15,36),(36,26),-0.45974 # DEPENDENCYPART_GRANDPAR
(15,36),(36,27),-0.512122 # DEPENDENCYPART_GRANDPAR
(15,36),(36,28),-0.393268 # DEPENDENCYPART_GRANDPAR
(15,36),(36,29),-0.571283 # DEPENDENCYPART_GRANDPAR
(15,36),(36,30),-0.450467 # DEPENDENCYPART_GRANDPAR
(15,36),(36,31),-0.403917 # DEPENDENCYPART_GRANDPAR
(15,36),(36,32),-0.507625 # DEPENDENCYPART_GRANDPAR
(15,36),(36,33),-0.271286 # DEPENDENCYPART_GRANDPAR
(15,36),(36,34),-0.284184 # DEPENDENCYPART_GRANDPAR
(15,36),(36,35),-0.264996 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.364779 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),-0.293333 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.211728 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.40466 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0938994 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.00922004 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.00367037 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.217577 # DEPENDENCYPART_GRANDPAR
(16,12),(12,36),0.104091 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.438501 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.365054 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.193669 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.29975 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.212002 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.40466 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.0546786 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.0942885 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.00922004 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.00367037 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.225504 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.172223 # DEPENDENCYPART_GRANDPAR
(16,13),(13,36),0.104091 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.279125 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.184764 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.0494561 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0782664 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0727167 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.0732602 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.138227 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.175229 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),0.0762753 # DEPENDENCYPART_GRANDPAR
(16,14),(14,35),0.0307901 # DEPENDENCYPART_GRANDPAR
(16,14),(14,36),0.0991799 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.212801 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.207021 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.205969 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.119468 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.15147 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.0341417 # DEPENDENCYPART_GRANDPAR
(16,15),(15,36),0.104091 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.421181 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.0487577 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.0272342 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.185822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,1),-0.419122 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.610129 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.522651 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.076398 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.119 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.114376 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.159865 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.065145 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.0950296 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.0866446 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.401569 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.447058 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),0.0641028 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.22993 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.425945 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),0.0238693 # DEPENDENCYPART_GRANDPAR
(17,14),(14,35),-0.305605 # DEPENDENCYPART_GRANDPAR
(17,14),(14,36),-0.539382 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.120429 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0855266 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0774445 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.817609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.267004 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.219956 # DEPENDENCYPART_GRANDPAR
(17,15),(15,36),-0.441673 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.0733349 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.123566 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.025799 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.309829 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.772092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,1),-0.0543089 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.658159 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.268602 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.261997 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.555722 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),0.175732 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.30684 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.101495 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.083931 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),0.0107237 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),0.394742 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.215029 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.279757 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.178774 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.0366646 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.377536 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0832501 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.16914 # DEPENDENCYPART_GRANDPAR
(18,14),(14,35),-0.394271 # DEPENDENCYPART_GRANDPAR
(18,14),(14,36),-0.312202 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.468285 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0685864 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.127375 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.109148 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.40278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.183191 # DEPENDENCYPART_GRANDPAR
(18,15),(15,36),-0.273982 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.579972 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.118468 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.202849 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.0706691 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.131177 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),-0.740437 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.00991792 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.118395 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0548562 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.573919 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.593751 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.587922 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.399439 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.153043 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.330882 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.27956 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.218898 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.19614 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.472601 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.182048 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.572892 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.512229 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.0371862 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.103434 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),0.299829 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),0.120598 # DEPENDENCYPART_GRANDPAR
(19,14),(14,35),-0.13477 # DEPENDENCYPART_GRANDPAR
(19,14),(14,36),-0.57381 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.13587 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.112237 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.226125 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0970714 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.0966206 # DEPENDENCYPART_GRANDPAR
(19,15),(15,20),-0.0175296 # DEPENDENCYPART_GRANDPAR
(19,15),(15,36),-0.487285 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.138802 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.0583427 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.16211 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.17324 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.0130597 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.112289 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0600783 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0467935 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0923258 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.153104 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0209525 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0633424 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0946166 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.456914 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.333358 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.472223 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.278487 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.234057 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.156578 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.237373 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.0881853 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.242662 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.639272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,23),0.474774 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.325059 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.0396955 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),0.0929085 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-0.00482288 # DEPENDENCYPART_GRANDPAR
(19,20),(20,33),0.262796 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.645821 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.0775565 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.414246 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),0.00919006 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.249669 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.0769351 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.252596 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.0203598 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),0.0563431 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.361999 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.0699509 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.253618 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.217414 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.393075 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.386614 # DEPENDENCYPART_GRANDPAR
(20,12),(12,36),-1.05128 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.611395 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.0116528 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.170797 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),0.063738 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.353292 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.0609696 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.0467115 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.245025 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.208433 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.384094 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.379293 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.128777 # DEPENDENCYPART_GRANDPAR
(20,13),(13,36),-1.05128 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),0.0262733 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),0.444386 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),0.00260563 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.00106382 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.176725 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.264768 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.200218 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.0816017 # DEPENDENCYPART_GRANDPAR
(20,14),(14,21),-0.690333 # DEPENDENCYPART_GRANDPAR
(20,14),(14,35),-0.970606 # DEPENDENCYPART_GRANDPAR
(20,14),(14,36),-1.03401 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.388996 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.00985758 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.246869 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.193503 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.00757171 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.650415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,36),-1.05128 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),0.0936945 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.0241659 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.276667 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),0.274276 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.278147 # DEPENDENCYPART_GRANDPAR
(20,17),(17,11),-0.704119 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0760274 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),0.251068 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.120093 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.214602 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.137389 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.16662 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.223452 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.0863198 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),0.0563431 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.386614 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.234415 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),0.329475 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0392894 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0729708 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.080449 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.650415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,12),-0.000519272 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-0.119561 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.0842798 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.0448792 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.693886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.73373 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.387934 # DEPENDENCYPART_GRANDPAR
(20,23),(23,33),-0.554936 # DEPENDENCYPART_GRANDPAR
(20,23),(23,35),-0.537947 # DEPENDENCYPART_GRANDPAR
(20,23),(23,36),-1.02825 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.56623 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),-0.598317 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.329874 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.30866 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.0101388 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.255816 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.330325 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.15131 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.0906803 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.131255 # DEPENDENCYPART_GRANDPAR
(20,29),(29,5),-0.475164 # DEPENDENCYPART_GRANDPAR
(20,29),(29,12),-0.000519272 # DEPENDENCYPART_GRANDPAR
(20,29),(29,13),-0.119561 # DEPENDENCYPART_GRANDPAR
(20,29),(29,15),0.164701 # DEPENDENCYPART_GRANDPAR
(20,29),(29,16),-0.158203 # DEPENDENCYPART_GRANDPAR
(20,29),(29,17),-0.260436 # DEPENDENCYPART_GRANDPAR
(20,29),(29,18),-0.0842798 # DEPENDENCYPART_GRANDPAR
(20,29),(29,19),-0.0448792 # DEPENDENCYPART_GRANDPAR
(20,29),(29,20),-0.693886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,29),(29,21),-0.73373 # DEPENDENCYPART_GRANDPAR
(20,29),(29,22),-0.387934 # DEPENDENCYPART_GRANDPAR
(20,29),(29,23),-0.535127 # DEPENDENCYPART_GRANDPAR
(20,29),(29,24),-0.0583511 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),-0.37179 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),-0.181773 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),-0.362269 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.866175 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),-0.220004 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),-0.408469 # DEPENDENCYPART_GRANDPAR
(20,29),(29,34),-0.279954 # DEPENDENCYPART_GRANDPAR
(20,32),(32,18),-0.211345 # DEPENDENCYPART_GRANDPAR
(20,32),(32,24),-0.0101388 # DEPENDENCYPART_GRANDPAR
(20,32),(32,26),-0.109151 # DEPENDENCYPART_GRANDPAR
(20,32),(32,27),-0.330374 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),-0.639708 # DEPENDENCYPART_GRANDPAR
(20,32),(32,29),-0.833416 # DEPENDENCYPART_GRANDPAR
(20,32),(32,30),-0.244244 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),-0.228542 # DEPENDENCYPART_GRANDPAR
(20,32),(32,33),-0.776807 # DEPENDENCYPART_GRANDPAR
(20,32),(32,35),-0.759818 # DEPENDENCYPART_GRANDPAR
(20,33),(33,19),-0.0448792 # DEPENDENCYPART_GRANDPAR
(20,33),(33,22),-0.387934 # DEPENDENCYPART_GRANDPAR
(20,33),(33,24),-0.0583511 # DEPENDENCYPART_GRANDPAR
(20,33),(33,25),-0.37179 # DEPENDENCYPART_GRANDPAR
(20,33),(33,26),-0.181773 # DEPENDENCYPART_GRANDPAR
(20,33),(33,27),-0.362269 # DEPENDENCYPART_GRANDPAR
(20,33),(33,28),-0.866175 # DEPENDENCYPART_GRANDPAR
(20,33),(33,29),-1.05988 # DEPENDENCYPART_GRANDPAR
(20,33),(33,30),-0.296132 # DEPENDENCYPART_GRANDPAR
(20,33),(33,31),-0.473658 # DEPENDENCYPART_GRANDPAR
(20,33),(33,32),-0.681244 # DEPENDENCYPART_GRANDPAR
(20,33),(33,34),-0.279954 # DEPENDENCYPART_GRANDPAR
(20,33),(33,35),-0.537947 # DEPENDENCYPART_GRANDPAR
(21,1),(1,6),-0.0400265 # DEPENDENCYPART_GRANDPAR
(21,1),(1,21),-0.726127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,2),(2,1),-0.450567 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),0.117926 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.563253 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.421799 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.448092 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.3978 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),0.214258 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.351124 # DEPENDENCYPART_GRANDPAR
(21,5),(5,36),-0.822824 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.563914 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.425246 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),0.131112 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.525716 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.380379 # DEPENDENCYPART_GRANDPAR
