# _root_ Böyle _ önemli bir görevin başına _ _ getirilen kişi , eski _ sakallı fotoğrafından da _ anlaşılıyor ki , bir bütün bürokrasiye _ _ yayılan zihniyetin bir örneği _ olabilir .
#goldHeads=3,3,5,5,6,8,8,9,10,31,0,15,14,15,18,15,18,31,18,0,22,23,25,25,26,27,29,29,31,31,32,0,
#predictedHeads=3,3,5,5,6,8,8,9,10,18,0,13,14,15,18,15,18,20,18,31,22,23,25,25,26,27,29,29,31,31,32,0,
(10,14),(14,11),-0.145636 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.277761 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.538926 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.0938221 # DEPENDENCYPART_GRANDPAR
(10,31),(31,1),-0.19912 # DEPENDENCYPART_GRANDPAR
(10,31),(31,2),-0.582556 # DEPENDENCYPART_GRANDPAR
(10,31),(31,5),-0.362019 # DEPENDENCYPART_GRANDPAR
(10,31),(31,6),-0.289366 # DEPENDENCYPART_GRANDPAR
(10,31),(31,7),-0.40912 # DEPENDENCYPART_GRANDPAR
(10,31),(31,8),-0.270964 # DEPENDENCYPART_GRANDPAR
(10,31),(31,10),-0.748693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,31),(31,11),-0.135257 # DEPENDENCYPART_GRANDPAR
(10,31),(31,13),-0.506987 # DEPENDENCYPART_GRANDPAR
(10,31),(31,14),-0.288515 # DEPENDENCYPART_GRANDPAR
(10,31),(31,15),-0.532662 # DEPENDENCYPART_GRANDPAR
(10,31),(31,16),-0.0140168 # DEPENDENCYPART_GRANDPAR
(10,31),(31,17),-0.332738 # DEPENDENCYPART_GRANDPAR
(10,31),(31,18),-0.482441 # DEPENDENCYPART_GRANDPAR
(10,31),(31,19),-0.195937 # DEPENDENCYPART_GRANDPAR
(10,31),(31,20),-0.365909 # DEPENDENCYPART_GRANDPAR
(10,31),(31,21),-0.457851 # DEPENDENCYPART_GRANDPAR
(10,31),(31,22),-0.340653 # DEPENDENCYPART_GRANDPAR
(10,31),(31,23),-0.553271 # DEPENDENCYPART_GRANDPAR
(10,31),(31,24),-0.306827 # DEPENDENCYPART_GRANDPAR
(10,31),(31,25),-0.380857 # DEPENDENCYPART_GRANDPAR
(10,31),(31,26),-0.371935 # DEPENDENCYPART_GRANDPAR
(10,31),(31,27),-0.212824 # DEPENDENCYPART_GRANDPAR
(10,31),(31,28),-0.316048 # DEPENDENCYPART_GRANDPAR
(10,31),(31,29),-0.722382 # DEPENDENCYPART_GRANDPAR
(10,31),(31,30),-0.177252 # DEPENDENCYPART_GRANDPAR
(10,31),(31,32),-0.409064 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.218101 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.583257 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.501241 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.230617 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.613236 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.444525 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.204804 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0943581 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0174255 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.231626 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.619613 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.445178 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.208272 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.275556 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0175304 # DEPENDENCYPART_GRANDPAR
(11,6),(6,31),-0.758792 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.516899 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.980215 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.783039 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.64697 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.57084 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.454569 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.516899 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.980215 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.783039 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.64697 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.57084 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.454569 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.362485 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.638736 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.359282 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.249988 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0236029 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.0419927 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.23504 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.621689 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.445086 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.214691 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.274992 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.164364 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0675942 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.00199861 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.117269 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.629529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.415565 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.419554 # DEPENDENCYPART_GRANDPAR
(11,10),(10,31),-0.758792 # DEPENDENCYPART_GRANDPAR
(11,18),(18,1),-0.469659 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-1.02155 # DEPENDENCYPART_GRANDPAR
(11,18),(18,3),-0.708109 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.51371 # DEPENDENCYPART_GRANDPAR
(11,18),(18,6),-0.409487 # DEPENDENCYPART_GRANDPAR
(11,18),(18,7),-0.394403 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.459999 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.411248 # DEPENDENCYPART_GRANDPAR
(11,18),(18,10),-0.0537755 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.378639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,12),-0.0817615 # DEPENDENCYPART_GRANDPAR
(11,18),(18,13),-0.14558 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.0834727 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),-0.213388 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.166483 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.0908237 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.304918 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.0779355 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.0776543 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.225233 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.132205 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.188686 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.456817 # DEPENDENCYPART_GRANDPAR
(11,18),(18,29),-0.539627 # DEPENDENCYPART_GRANDPAR
(11,18),(18,30),-0.315811 # DEPENDENCYPART_GRANDPAR
(11,18),(18,31),-0.451528 # DEPENDENCYPART_GRANDPAR
(11,31),(31,1),-0.470211 # DEPENDENCYPART_GRANDPAR
(11,31),(31,2),-1.02255 # DEPENDENCYPART_GRANDPAR
(11,31),(31,5),-0.514535 # DEPENDENCYPART_GRANDPAR
(11,31),(31,6),-0.410311 # DEPENDENCYPART_GRANDPAR
(11,31),(31,7),-0.395061 # DEPENDENCYPART_GRANDPAR
(11,31),(31,8),-0.460656 # DEPENDENCYPART_GRANDPAR
(11,31),(31,10),-0.0546001 # DEPENDENCYPART_GRANDPAR
(11,31),(31,11),-0.384982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,31),(31,13),-0.14816 # DEPENDENCYPART_GRANDPAR
(11,31),(31,14),-0.0898152 # DEPENDENCYPART_GRANDPAR
(11,31),(31,15),-0.21541 # DEPENDENCYPART_GRANDPAR
(11,31),(31,16),-0.189703 # DEPENDENCYPART_GRANDPAR
(11,31),(31,17),-0.098284 # DEPENDENCYPART_GRANDPAR
(11,31),(31,18),-0.248426 # DEPENDENCYPART_GRANDPAR
(11,31),(31,19),-0.381582 # DEPENDENCYPART_GRANDPAR
(11,31),(31,20),-0.20794 # DEPENDENCYPART_GRANDPAR
(11,31),(31,21),-0.24803 # DEPENDENCYPART_GRANDPAR
(11,31),(31,22),-0.222528 # DEPENDENCYPART_GRANDPAR
(11,31),(31,23),-0.314116 # DEPENDENCYPART_GRANDPAR
(11,31),(31,24),-0.294553 # DEPENDENCYPART_GRANDPAR
(11,31),(31,25),-0.351034 # DEPENDENCYPART_GRANDPAR
(11,31),(31,26),-0.373562 # DEPENDENCYPART_GRANDPAR
(11,31),(31,27),-0.5457 # DEPENDENCYPART_GRANDPAR
(11,31),(31,28),-0.420251 # DEPENDENCYPART_GRANDPAR
(11,31),(31,29),-0.62851 # DEPENDENCYPART_GRANDPAR
(11,31),(31,30),-0.47816 # DEPENDENCYPART_GRANDPAR
(11,31),(31,32),-0.427714 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.309129 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.269249 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.257828 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.324177 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.371354 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.143989 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.117875 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.465881 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.590138 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.364684 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.20054 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0898379 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),0.102291 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.220208 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.41156 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.186107 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.283014 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.172312 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.196378 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0351136 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.219854 # DEPENDENCYPART_GRANDPAR
(12,11),(11,31),-0.333155 # DEPENDENCYPART_GRANDPAR
(12,13),(13,4),-0.426572 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.272492 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.22738 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.285873 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.351008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.163393 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.118253 # DEPENDENCYPART_GRANDPAR
(12,13),(13,28),-0.245611 # DEPENDENCYPART_GRANDPAR
(12,29),(29,21),-0.143205 # DEPENDENCYPART_GRANDPAR
(12,29),(29,22),-0.0822651 # DEPENDENCYPART_GRANDPAR
(12,29),(29,23),-0.193526 # DEPENDENCYPART_GRANDPAR
(12,29),(29,24),-0.0982045 # DEPENDENCYPART_GRANDPAR
(12,29),(29,25),-0.141239 # DEPENDENCYPART_GRANDPAR
(12,29),(29,26),-0.189657 # DEPENDENCYPART_GRANDPAR
(12,29),(29,27),-0.260967 # DEPENDENCYPART_GRANDPAR
(12,29),(29,28),-0.41928 # DEPENDENCYPART_GRANDPAR
(12,29),(29,30),-0.144429 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.441508 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.302951 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.488347 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.552108 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.252416 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.177515 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.227707 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.559443 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.321055 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.219275 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.523805 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.584259 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.480076 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.405175 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.14458 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.299841 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0915222 # DEPENDENCYPART_GRANDPAR
(13,10),(10,14),-0.385182 # DEPENDENCYPART_GRANDPAR
(13,10),(10,31),-0.110053 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.141563 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.130229 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.00911746 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0728791 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.541583 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.466682 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0371179 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.381094 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.599816 # DEPENDENCYPART_GRANDPAR
(13,11),(11,31),-0.207762 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.209904 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.169858 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.126781 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.987042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,29),-0.500191 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.921204 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.428664 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.724013 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.649112 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.471019 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.264503 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.214213 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.865683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,16),-0.131815 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.893739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.302405 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.751552 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),0.125843 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.106702 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.390597 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.0860234 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.159159 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0567987 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.0985489 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.280505 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.295472 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.131582 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.159159 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0567987 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.0985489 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.280505 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.295472 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.131582 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.128298 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.169604 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.221952 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0679824 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.186291 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.378823 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.21551 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.169972 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.174587 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.171019 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.190514 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0274812 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.323917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,31),-0.247369 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),0.244478 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.188257 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.346832 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.184852 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.306607 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.311222 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.145613 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.238785 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.224964 # DEPENDENCYPART_GRANDPAR
(14,11),(11,31),-0.274408 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.252002 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.188037 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.167391 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0994667 # DEPENDENCYPART_GRANDPAR
(14,12),(12,29),-0.160089 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.16003 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.211198 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.307951 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.260977 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0187724 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.323685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),0.2259 # DEPENDENCYPART_GRANDPAR
(14,13),(13,28),-0.399988 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.00794405 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.202457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.108202 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.221619 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.218123 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.36119 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.303148 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.473312 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.228148 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.351678 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.298857 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.653541 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.30261 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.476329 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.227412 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.353598 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.27075 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.653859 # DEPENDENCYPART_GRANDPAR
(15,6),(6,31),-0.345034 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.324511 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.342884 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.237933 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.416246 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.193984 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.16738 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.503876 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.247918 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.211606 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.174937 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.386491 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.00493669 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.308236 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.481983 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.232023 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.358258 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.274304 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.234199 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.570964 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.18941 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.373236 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.498357 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.328797 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.1024 # DEPENDENCYPART_GRANDPAR
(15,10),(10,31),-0.345037 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.11107 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.273901 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),0.147667 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),0.184336 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.681785 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.300231 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.259146 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.401889 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.780638 # DEPENDENCYPART_GRANDPAR
(15,11),(11,31),-0.431562 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0365217 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.341504 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.338362 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.151736 # DEPENDENCYPART_GRANDPAR
(15,12),(12,29),-0.877768 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.339644 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.340561 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.000785959 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.174368 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.173403 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.134293 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.086003 # DEPENDENCYPART_GRANDPAR
(15,13),(13,28),-0.460532 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.264274 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.260731 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.394118 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0125639 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.0244713 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.299676 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.165605 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.324178 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.286126 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.29519 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.222344 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.0765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,10),-0.179767 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.348347 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.371108 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.148802 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.150338 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.13201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.154702 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.422286 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.33953 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.151377 # DEPENDENCYPART_GRANDPAR
(15,17),(17,30),-0.102576 # DEPENDENCYPART_GRANDPAR
(15,17),(17,31),-0.148791 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.464185 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.845483 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.460301 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.551344 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.509771 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.892342 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.510788 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.605703 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.303121 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.462236 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.427747 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.257031 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.206977 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.98962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.107921 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.392431 # DEPENDENCYPART_GRANDPAR
