# _root_ Bir gün düşünmüş , iki gün düşünmüş , işin içinden _ _ çıkamayacağını _ _ kestirince doğru kıza gitmiş .
#goldHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
#predictedHeads=2,3,4,7,6,7,8,19,10,12,12,13,15,15,16,19,19,19,20,0,
(15,6),(15,7),0.139456 # DEPENDENCYPART_SIBL
(15,6),(15,8),-0.0826292 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0584797 # DEPENDENCYPART_SIBL
(15,6),(15,10),0.0574194 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.103183 # DEPENDENCYPART_SIBL
(15,6),(15,12),-0.103183 # DEPENDENCYPART_SIBL
(15,6),(15,13),0.0597083 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.103183 # DEPENDENCYPART_SIBL
(15,6),(15,16),-0.00019776 # DEPENDENCYPART_SIBL
(15,6),(15,17),0.0296983 # DEPENDENCYPART_SIBL
(15,6),(15,18),0.0379113 # DEPENDENCYPART_SIBL
(15,6),(15,19),0.0136119 # DEPENDENCYPART_SIBL
(15,7),(15,8),-0.1158 # DEPENDENCYPART_SIBL
(15,7),(15,9),0.0824016 # DEPENDENCYPART_SIBL
(15,7),(15,10),0.0817769 # DEPENDENCYPART_SIBL
(15,7),(15,11),-0.18994 # DEPENDENCYPART_SIBL
(15,7),(15,12),-0.18994 # DEPENDENCYPART_SIBL
(15,7),(15,13),0.0836302 # DEPENDENCYPART_SIBL
(15,7),(15,14),-0.18994 # DEPENDENCYPART_SIBL
(15,7),(15,16),0.0386384 # DEPENDENCYPART_SIBL
(15,7),(15,17),-0.0107565 # DEPENDENCYPART_SIBL
(15,7),(15,18),0.0138308 # DEPENDENCYPART_SIBL
(15,7),(15,19),-0.0192642 # DEPENDENCYPART_SIBL
(15,8),(15,9),0.0112825 # DEPENDENCYPART_SIBL
(15,8),(15,10),0.0122857 # DEPENDENCYPART_SIBL
(15,8),(15,11),-0.428719 # DEPENDENCYPART_SIBL
(15,8),(15,12),-0.428719 # DEPENDENCYPART_SIBL
(15,8),(15,13),0.0125111 # DEPENDENCYPART_SIBL
(15,8),(15,14),-0.428719 # DEPENDENCYPART_SIBL
(15,8),(15,16),0.136123 # DEPENDENCYPART_SIBL
(15,8),(15,17),0.0275941 # DEPENDENCYPART_SIBL
(15,8),(15,18),0.0107573 # DEPENDENCYPART_SIBL
(15,8),(15,19),-0.0172192 # DEPENDENCYPART_SIBL
(15,9),(15,10),0.00968497 # DEPENDENCYPART_SIBL
(15,9),(15,11),-0.0720085 # DEPENDENCYPART_SIBL
(15,9),(15,12),-0.0720085 # DEPENDENCYPART_SIBL
(15,9),(15,13),0.0119738 # DEPENDENCYPART_SIBL
(15,9),(15,14),-0.0720085 # DEPENDENCYPART_SIBL
(15,9),(15,16),-0.00525198 # DEPENDENCYPART_SIBL
(15,9),(15,17),0.0216043 # DEPENDENCYPART_SIBL
(15,9),(15,18),0.00508483 # DEPENDENCYPART_SIBL
(15,9),(15,19),0.00400446 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.076372 # DEPENDENCYPART_SIBL
(15,10),(15,12),-0.076372 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.000652811 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.076372 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.00322808 # DEPENDENCYPART_SIBL
(15,10),(15,17),0.0240256 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0123508 # DEPENDENCYPART_SIBL
(15,10),(15,19),0.0064257 # DEPENDENCYPART_SIBL
(15,11),(15,12),-1.19892 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.563221 # DEPENDENCYPART_SIBL
(15,11),(15,14),-1.19892 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0189307 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0441599 # DEPENDENCYPART_SIBL
(15,11),(15,18),0.000409859 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0435892 # DEPENDENCYPART_SIBL
(15,12),(15,13),-0.563221 # DEPENDENCYPART_SIBL
(15,12),(15,14),-1.19892 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.0189307 # DEPENDENCYPART_SIBL
(15,12),(15,17),-0.0441599 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.000409859 # DEPENDENCYPART_SIBL
(15,12),(15,19),-0.0435892 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.07014 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00277362 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.0240256 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.0123509 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0064257 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0189307 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0441599 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.000409859 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0435892 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0291148 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0208505 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0105343 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0222563 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0222324 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.00562024 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0500062 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.0577512 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.0565463 # DEPENDENCYPART_SIBL
(16,2),(16,13),0.0577512 # DEPENDENCYPART_SIBL
(16,2),(16,15),0.118819 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.0577512 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.0565463 # DEPENDENCYPART_SIBL
(16,6),(16,13),0.0577512 # DEPENDENCYPART_SIBL
(16,6),(16,15),0.118819 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0547045 # DEPENDENCYPART_SIBL
(16,9),(16,13),0.0559094 # DEPENDENCYPART_SIBL
(16,9),(16,15),0.155043 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.0513055 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.155642 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.156911 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.20019 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0793456 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0793456 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.00269407 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00143011 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.0780767 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0780767 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.00352213 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.00143027 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.641658 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0679035 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0108341 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0679035 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0108341 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.017386 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0131589 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0213572 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0213572 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0117808 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0213572 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0213572 # DEPENDENCYPART_SIBL
(18,9),(18,16),0.114081 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0985683 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0245329 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0245329 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0168073 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0245329 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0245329 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.11397 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0992863 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.847465 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.336175 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.847465 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.847465 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.168064 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.168048 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.336175 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.847465 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.847465 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.168064 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.168048 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.025804 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.025804 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.1148 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0992873 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.847465 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.168064 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.168048 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.168064 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.168048 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0514571 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.0103897 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.151733 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.00348594 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.0103897 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.151733 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0250918 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.0261521 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.00403701 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.00403701 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0238633 # DEPENDENCYPART_SIBL
(19,2),(19,14),0.00403701 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.00403701 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0608335 # DEPENDENCYPART_SIBL
(19,2),(19,17),0.0729351 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0239424 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0643349 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.170636 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0193041 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0758378 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.170636 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0117211 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0123459 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.1138 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.1138 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0104925 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.1138 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.1138 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0167773 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.00274784 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0037219 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.091124 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.108734 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.129406 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.232533 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0222603 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.0232635 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.112034 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.112034 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0234889 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.112034 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.112034 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0391962 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.107444 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0413993 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0680033 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0103897 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.151733 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0250918 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0261521 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.00403701 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.00403701 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0238633 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.00403701 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.00403701 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0608335 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0729351 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0239424 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0643349 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.170636 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0117211 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0123459 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.1138 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.1138 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0104925 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.1138 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.1138 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0167773 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00274784 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0037219 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.091124 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0222603 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0232635 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.112034 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.112034 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0234889 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.112034 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.112034 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.0391962 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.107444 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0413993 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0680033 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0694448 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0379112 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0379112 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0671559 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0379112 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0379112 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.03523 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0311522 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.067235 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.0748393 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0338167 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0338167 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.079648 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0338167 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0338167 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0291499 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0267274 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0797272 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0724181 # DEPENDENCYPART_SIBL
(19,11),(19,12),-1.03251 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.563226 # DEPENDENCYPART_SIBL
(19,11),(19,14),-1.03251 # DEPENDENCYPART_SIBL
(19,11),(19,15),-1.03251 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.353119 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.312211 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.556455 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.124064 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.563226 # DEPENDENCYPART_SIBL
(19,12),(19,14),-1.03251 # DEPENDENCYPART_SIBL
(19,12),(19,15),-1.03251 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.353119 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.312211 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.556455 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.124064 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0397797 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0397797 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0352303 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0311525 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0683753 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0724181 # DEPENDENCYPART_SIBL
(19,14),(19,15),-1.03251 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.353119 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.312211 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.556455 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.124064 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.353119 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.312211 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.556455 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.124064 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0101483 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0303954 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.094273 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00925457 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0723893 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0733183 # DEPENDENCYPART_SIBL
(20,3),(20,7),-0.439614 # DEPENDENCYPART_SIBL
(20,3),(20,8),-0.220699 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.512203 # DEPENDENCYPART_SIBL
(20,3),(20,12),-0.512203 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.512203 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.512203 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.142047 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.176363 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.253739 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.450215 # DEPENDENCYPART_SIBL
(20,7),(20,8),-0.220699 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.512203 # DEPENDENCYPART_SIBL
(20,7),(20,12),-0.512203 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.512203 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.512203 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.142047 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.176363 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.253739 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.450215 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.168714 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.168714 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.168714 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.168714 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0158889 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0603318 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0826878 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.017464 # DEPENDENCYPART_SIBL
(20,11),(20,12),-1.03143 # DEPENDENCYPART_SIBL
(20,11),(20,14),-1.03143 # DEPENDENCYPART_SIBL
(20,11),(20,15),-1.03143 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.227635 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.224123 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.472382 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.706398 # DEPENDENCYPART_SIBL
(20,12),(20,14),-1.03143 # DEPENDENCYPART_SIBL
(20,12),(20,15),-1.03143 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.227635 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.224123 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.472382 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.706398 # DEPENDENCYPART_SIBL
(20,14),(20,15),-1.03143 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.227635 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.224123 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.472382 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.706398 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.227635 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.224123 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.472382 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.706398 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.024294 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0448657 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0276661 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0202946 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0141001 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0372658 # DEPENDENCYPART_SIBL
(0,3),(3,1),-0.24554 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.170361 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0475816 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.190235 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),-0.492615 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-2.04531 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-2.00138 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-2.57342 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-2.40205 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.296218 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-1.20116 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),-0.635411 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.719585 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-1.09979 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.482776 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-2.81739 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-2.64602 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.706872 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0741583 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-1.09979 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.385018 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.704947 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-1.05044 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-1.12583 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-2.24535 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-1.17261 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-2.64602 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-1.25799 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.706872 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.0244303 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.0504733 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.0296621 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-2.10952 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-2.06559 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-2.63762 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-2.46625 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.244633 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-1.20859 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-1.1635 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.2991 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0820431 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.741832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),-0.0824622 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.0888462 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.274518 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.0175799 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.111719 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.130618 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.600413 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.168405 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),0.00828234 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.345651 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.273028 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.35299 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.591237 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.412626 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.334629 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.423668 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.296903 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.0674747 # DEPENDENCYPART_GRANDPAR
(3,2),(2,19),-0.60531 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),0.0239902 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.110061 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.744088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,7),0.388692 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.071725 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),0.0155156 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),0.110481 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.0241082 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.260798 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.486696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.209367 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.164103 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.386494 # DEPENDENCYPART_GRANDPAR
