# _root_ _ DYP_Genel_Başkanlığı için Türkiye turuna _ çıkan Elazığ_Milletvekili_Mehmet Ağar , hakkında _ _ _ çıkarılan şaibe söylentilerinin arkasında başka hesaplar _ olduğunu _ savunarak , " _ Benim için şu anda hukuki problem _ yok .
#goldHeads=2,3,7,5,7,7,8,9,24,0,15,13,14,15,17,17,18,22,20,22,22,24,24,35,0,0,28,35,35,31,35,33,35,35,36,0,
#predictedHeads=2,3,6,5,6,7,8,9,11,0,14,13,14,15,17,17,18,21,20,21,22,23,24,27,0,0,28,29,35,31,35,33,35,35,36,0,
(11,12),(12,21),-0.125811 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.622418 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.622616 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.456123 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.358166 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.463173 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.264114 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.182265 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.757843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.383446 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.359527 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.228121 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.595153 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.027733 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.314841 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.595861 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.674386 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.570167 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.51338 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.287975 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.19366 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.448986 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.566339 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.057109 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.188808 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.444134 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.561487 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0458179 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.126604 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.349989 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.0324838 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0513075 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.106274 # DEPENDENCYPART_GRANDPAR
(12,10),(10,21),-0.511783 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.548665 # DEPENDENCYPART_GRANDPAR
(12,10),(10,35),-0.196001 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0594894 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.178837 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.261681 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.610068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.334994 # DEPENDENCYPART_GRANDPAR
(12,21),(21,3),-0.544215 # DEPENDENCYPART_GRANDPAR
(12,21),(21,4),-0.657826 # DEPENDENCYPART_GRANDPAR
(12,21),(21,8),-0.252045 # DEPENDENCYPART_GRANDPAR
(12,21),(21,9),-0.292403 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.176443 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.653537 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.378463 # DEPENDENCYPART_GRANDPAR
(12,21),(21,14),-0.412295 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.0508416 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.272268 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),-0.261212 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.399524 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.204732 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.34955 # DEPENDENCYPART_GRANDPAR
(12,21),(21,22),-0.0475536 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.116006 # DEPENDENCYPART_GRANDPAR
(12,21),(21,29),-0.418359 # DEPENDENCYPART_GRANDPAR
(12,21),(21,31),-0.0436957 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.450329 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.319095 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.471142 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.382737 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.288587 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.482485 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.118535 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.405815 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.568934 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.697576 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.446156 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.598882 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.253036 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.344404 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.400865 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.64114 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.384745 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.388641 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.378777 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.284634 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.324975 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.512886 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.020262 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.279782 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.320123 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.508034 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.00897088 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.212106 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.296536 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0693309 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.13681 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.127209 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.164369 # DEPENDENCYPART_GRANDPAR
(13,10),(10,23),-0.186152 # DEPENDENCYPART_GRANDPAR
(13,10),(10,35),-0.0494774 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0226423 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.199771 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.258935 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.214469 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.353377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,3),-0.568934 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.289637 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.338139 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.309907 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.270001 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.384524 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.0914348 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.371546 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.53867 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.443098 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.0493803 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.169402 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.375506 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.0188723 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.212935 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.371546 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.0149192 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.210681 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.427238 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.410066 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.111304 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.1361 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.299384 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.539067 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.144416 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),-0.579313 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.245805 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.0746891 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.131315 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.482631 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0830049 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.230088 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.371546 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0149192 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.023235 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.354333 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.108155 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.0100673 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.0183831 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.349481 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.119446 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.192537 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.137983 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.197747 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.11724 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0107241 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.270586 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.183126 # DEPENDENCYPART_GRANDPAR
(14,10),(10,35),-0.0748391 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),0.105774 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0618381 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.0487206 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.122046 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.0965888 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.299384 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.131084 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.31857 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.171973 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.0376542 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.0524331 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.197652 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.299384 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.539067 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.131084 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.443458 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.31857 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.171973 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0376542 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0524331 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.156937 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.547542 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.101151 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.0283036 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.430748 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.0756831 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.24385 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.433609 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0785531 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.23992 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.134692 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.139474 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.433609 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.0785531 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.11373 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.0954019 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.127273 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0785531 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.11373 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0954019 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.125685 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0923104 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.213412 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.232736 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0396372 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0947986 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.105385 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.191075 # DEPENDENCYPART_GRANDPAR
(15,10),(10,35),-0.307087 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.128069 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.047221 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.237097 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.155144 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.214633 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),0.264388 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.0431134 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.0526607 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.119783 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.00151447 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.152919 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.239434 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.369748 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.241957 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.260121 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),0.0152719 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),0.264388 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.0431134 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.207555 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.0526607 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.119783 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),0.00151447 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.152919 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.239434 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.369748 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.241957 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.301446 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.553231 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.315235 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.407293 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.310153 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.473644 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.253957 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.551948 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.180492 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.104909 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.240475 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.312065 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.379102 # DEPENDENCYPART_GRANDPAR
(16,10),(10,35),-0.655518 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.286569 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.164579 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.461103 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.345649 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.216134 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.493449 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.37404 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.236742 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0751945 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.291015 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.234378 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.211508 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.493449 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.283706 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.37404 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.27003 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.236742 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.0751945 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.291015 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.234378 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.195982 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.643774 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.289261 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.493449 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.283706 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.44767 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.37404 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.27003 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.236742 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0751945 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.291015 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.234378 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.195982 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.0664667 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.408336 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.326395 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.489886 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.278959 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.12284 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.420783 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.257253 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0396741 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.102924 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.521742 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.560087 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.542733 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.413218 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.349968 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.208537 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.677166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.311155 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.189407 # DEPENDENCYPART_GRANDPAR
(16,17),(17,30),-0.160413 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.439632 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.376381 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.818387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.0777662 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.531546 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),0.1092 # DEPENDENCYPART_GRANDPAR
(16,19),(19,33),-0.424629 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.628089 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.413013 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.203448 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.391509 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.358083 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.261447 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.0365441 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.225265 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),0.0246119 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),0.269989 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.435816 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.316781 # DEPENDENCYPART_GRANDPAR
(17,10),(10,35),-0.682156 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.289604 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.141365 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.317039 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.0456803 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.257837 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.094472 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.33526 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.289604 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.365063 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),0.141365 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.314803 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.317039 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.0456803 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.257837 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.094472 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.0770356 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.718632 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.387039 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.289604 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.365063 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.332109 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.141365 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.314803 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.317039 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.0456803 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.257837 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.094472 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.0770356 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0840398 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.204491 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.407751 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.374325 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.359255 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.093326 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.387606 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.117347 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.0221009 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.75455 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.328717 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.425726 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.161535 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.135468 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.142472 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.589977 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.163115 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.461549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-0.339967 # DEPENDENCYPART_GRANDPAR
(17,16),(16,30),-0.292003 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.566827 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.423861 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.430865 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),0.301584 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.392427 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.302618 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.228875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.078696 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.272772 # DEPENDENCYPART_GRANDPAR
(17,18),(18,30),-0.109404 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.457205 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),0.275245 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.295869 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.365236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.610269 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),0.0471085 # DEPENDENCYPART_GRANDPAR
(17,19),(19,33),-0.44017 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.834706 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.444427 # DEPENDENCYPART_GRANDPAR
