# _root_ Her _ iki olgu da , bilim için yeni bir başlangıçtan çok , bir dönemin _ _ kapanışına işaret_etmektedir .
#goldHeads=3,3,4,19,4,0,8,19,10,11,12,19,0,15,18,17,18,19,20,0,
#predictedHeads=3,3,4,19,4,0,8,19,11,11,12,19,0,15,17,17,18,19,20,0,
(18,9),(18,16),0.0761312 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0761312 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.143229 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0656379 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0943036 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0070149 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0269906 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0269906 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0761583 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0498285 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0954668 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.0193035 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0193035 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0803326 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00649166 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.228157 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.228157 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.150332 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.068981 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.068981 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0269906 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0269906 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.847465 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0508953 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.127826 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.163366 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.095099 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0424519 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0612836 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.0222053 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0457971 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0283143 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.163366 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0222053 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0457971 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.025367 # DEPENDENCYPART_SIBL
(19,3),(19,17),0.025367 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0457971 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0725582 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.126997 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.161226 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.13014 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.0432995 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.051037 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0159265 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0808382 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.0291619 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.161226 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0159265 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0808382 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0283605 # DEPENDENCYPART_SIBL
(19,4),(19,17),0.0283605 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0808382 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.071472 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.113363 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0683093 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0419928 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.0010648 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0660674 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0593563 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0383111 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.113363 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0660674 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0593563 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.140713 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.140713 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0593563 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.125099 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0185471 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.136681 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.00468969 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0241868 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0214278 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0832411 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.241759 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0241868 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.0214278 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.13294 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.13294 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0214278 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0680033 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0394834 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0561276 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.00119374 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.104135 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0245224 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.165042 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.00119374 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.104135 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0261948 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0261948 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.104135 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0722581 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.130471 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0799839 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0286931 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0791864 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.215567 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0799839 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0286931 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.00540261 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.00540261 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0286931 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.0777162 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.152876 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0134651 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0810499 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.170776 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.152876 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0134651 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0268117 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0268117 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0134651 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.102832 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.010491 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.131432 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.184885 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.154265 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.010491 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0469401 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0469401 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.010491 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.100779 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0325607 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.157828 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0125277 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0706418 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0317593 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0317593 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0706418 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.071472 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.215801 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0069922 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0180243 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00464062 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.00464062 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0180243 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0861181 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0241868 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0214278 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.13294 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.13294 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0214278 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0680033 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.010491 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0469401 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0469401 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.010491 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.100779 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0317593 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0317593 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0706418 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.071472 # DEPENDENCYPART_SIBL
(19,16),(19,17),-1.03137 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.553839 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.123219 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.553839 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.123219 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.071472 # DEPENDENCYPART_SIBL
(20,1),(20,3),-0.0510018 # DEPENDENCYPART_SIBL
(20,1),(20,5),0.0560093 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.013707 # DEPENDENCYPART_SIBL
(20,1),(20,9),0.0446041 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0863429 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.00723074 # DEPENDENCYPART_SIBL
(20,1),(20,13),-0.0122013 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.0863429 # DEPENDENCYPART_SIBL
(20,1),(20,15),-0.0608359 # DEPENDENCYPART_SIBL
(20,1),(20,16),-0.0634754 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0634754 # DEPENDENCYPART_SIBL
(20,1),(20,18),-0.0608359 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0347117 # DEPENDENCYPART_SIBL
(20,3),(20,5),0.0480912 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.121563 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0122623 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0308829 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.121084 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.0444123 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.0308829 # DEPENDENCYPART_SIBL
(20,3),(20,15),0.022073 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.00819938 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.00819938 # DEPENDENCYPART_SIBL
(20,3),(20,18),0.022073 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0995726 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.018715 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.0286594 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.173547 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.00166136 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.08081 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.173547 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.139495 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.193556 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.193556 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.139495 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0565236 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0582548 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.0330135 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.006329 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0699102 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.0330135 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0486164 # DEPENDENCYPART_SIBL
(20,8),(20,16),0.0203449 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0203449 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.0486164 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0500951 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.0356707 # DEPENDENCYPART_SIBL
(20,9),(20,12),-0.0430518 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.088772 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0356707 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0675576 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0789392 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0789392 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0675576 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0536987 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.049995 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0336106 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0753681 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0531242 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0266549 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0266549 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0531242 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0281203 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0823142 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0492409 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.00508565 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0312438 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0312438 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.00508565 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.000294833 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.074076 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0773112 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.168714 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.168714 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0773112 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.025689 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0531242 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0266549 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0266549 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0531242 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0281203 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0512373 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.0512373 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0258927 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0428143 # DEPENDENCYPART_SIBL
(20,16),(20,17),-1.03143 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.472193 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.696399 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.472193 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.696399 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0428143 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.296716 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),-0.632433 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),-1.33348 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.823103 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.922498 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.997466 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.576207 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.327918 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.340652 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.621661 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),-0.632433 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.583181 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-1.25638 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.708737 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-1.04898 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-1.416 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-1.37887 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-1.18351 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-1.1352 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-2.61424 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-2.61367 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.621661 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.447797 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.327129 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.398703 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.56027 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.269477 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.732787 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.330568 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.648694 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-1.04219 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.855078 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.803321 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.361592 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-1.38244 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-1.30585 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-2.56197 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-2.5614 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-1.53454 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),0.43194 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),-0.0447223 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),-0.0127905 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.385493 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.156818 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),-0.386271 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.802116 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),-0.641346 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.138128 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-1.14236 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-1.04299 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-2.43447 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-2.4339 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-1.27168 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.186992 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.224881 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.418352 # DEPENDENCYPART_GRANDPAR
(3,15),(15,4),-0.155214 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.33668 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.0631428 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.00642699 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0457514 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.303297 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.130376 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.24127 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.0956699 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.0137241 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.040967 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.228464 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.242896 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0230601 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.647129 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.344271 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.82731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-0.479495 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.431669 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.365381 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.833178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.134821 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.0593178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.0983629 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.200702 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.179821 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.411032 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.387022 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),0.0461959 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.234347 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.192289 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.0730453 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.577678 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.311226 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.272799 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.281778 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.398004 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.31086 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.725894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.062581 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.215922 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.471189 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.524586 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.295694 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.281015 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.41564 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.176327 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.88282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,8),-0.245174 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.180708 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.845987 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.374099 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.448216 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.380462 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.621388 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.280536 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.524435 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.378719 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.176327 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.88282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,7),-0.629195 # DEPENDENCYPART_GRANDPAR
(4,17),(17,8),-0.245174 # DEPENDENCYPART_GRANDPAR
(4,17),(17,9),-0.285907 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.180708 # DEPENDENCYPART_GRANDPAR
(4,17),(17,11),-0.845987 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.374099 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.448216 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.380462 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.621388 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.520854 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.524435 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.378719 # DEPENDENCYPART_GRANDPAR
(4,19),(19,3),-0.299681 # DEPENDENCYPART_GRANDPAR
(4,19),(19,4),-0.740432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,19),(19,5),0.00327698 # DEPENDENCYPART_GRANDPAR
(4,19),(19,6),-0.197444 # DEPENDENCYPART_GRANDPAR
(4,19),(19,7),-0.486807 # DEPENDENCYPART_GRANDPAR
(4,19),(19,8),-0.219121 # DEPENDENCYPART_GRANDPAR
(4,19),(19,9),-0.253615 # DEPENDENCYPART_GRANDPAR
(4,19),(19,10),-0.158036 # DEPENDENCYPART_GRANDPAR
(4,19),(19,11),-0.7036 # DEPENDENCYPART_GRANDPAR
(4,19),(19,12),-0.349805 # DEPENDENCYPART_GRANDPAR
(4,19),(19,13),-0.423759 # DEPENDENCYPART_GRANDPAR
(4,19),(19,14),-0.357789 # DEPENDENCYPART_GRANDPAR
(4,19),(19,15),-0.479001 # DEPENDENCYPART_GRANDPAR
(4,19),(19,16),-0.455776 # DEPENDENCYPART_GRANDPAR
(4,19),(19,17),-0.530472 # DEPENDENCYPART_GRANDPAR
(4,19),(19,18),-0.74192 # DEPENDENCYPART_GRANDPAR
(4,19),(19,20),-0.42075 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.429012 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.454278 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.596049 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.425615 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.461713 # DEPENDENCYPART_GRANDPAR
