# _root_ Kendi yaşam alanını güvence altında _ gören _ Papalık , bunun _ verdiği _ rahatlıkla , yakın geçmişte Darwin'le bile _ barışmakta bir beis görmemiştir .
#goldHeads=3,3,6,5,6,7,8,9,25,0,12,13,14,15,25,0,18,21,21,19,22,25,24,25,26,0,
#predictedHeads=3,3,6,5,6,7,9,9,12,0,12,13,15,15,25,0,18,21,21,21,22,25,24,25,26,0,
(19,7),(19,15),0.0968504 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0284408 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0922791 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0968502 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.343049 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.238975 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.325648 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.34305 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0656379 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0870023 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00826089 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0200867 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.00649148 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0881786 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0262101 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0262101 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0527132 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.0137477 # DEPENDENCYPART_SIBL
(21,1),(21,3),-0.0269097 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0208386 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0116736 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.172083 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0208386 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0316853 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.117145 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0460444 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0208386 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.162302 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0326644 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0221008 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0208386 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.00193479 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0584378 # DEPENDENCYPART_SIBL
(21,1),(21,24),-0.0584378 # DEPENDENCYPART_SIBL
(21,1),(21,25),-0.00293641 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.0115616 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.014755 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.0435087 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.203622 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.014755 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.0679219 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.0756958 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.0927752 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.014755 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0812456 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.0733987 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.0109861 # DEPENDENCYPART_SIBL
(21,2),(21,19),0.014755 # DEPENDENCYPART_SIBL
(21,2),(21,20),0.00983032 # DEPENDENCYPART_SIBL
(21,2),(21,22),0.00856831 # DEPENDENCYPART_SIBL
(21,2),(21,24),0.00856831 # DEPENDENCYPART_SIBL
(21,2),(21,25),0.00518595 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.00610687 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.0348605 # DEPENDENCYPART_SIBL
(21,3),(21,8),-0.215516 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.00610687 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0557341 # DEPENDENCYPART_SIBL
(21,3),(21,12),-0.075868 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.0796063 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.00610687 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.0865707 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0602298 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.00233791 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.00610687 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.00227254 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.00413892 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.00413892 # DEPENDENCYPART_SIBL
(21,3),(21,25),0.00375045 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.0395873 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.210289 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,11),0.0625244 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.07014 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.084333 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.081844 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.0649566 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.00706466 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.00916259 # DEPENDENCYPART_SIBL
(21,4),(21,22),0.0127734 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.0127734 # DEPENDENCYPART_SIBL
(21,4),(21,25),0.00662862 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.213098 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.0249124 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0599404 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.106599 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.076523 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.0249124 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0848533 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0571466 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0211434 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.0249124 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.00590371 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0126703 # DEPENDENCYPART_SIBL
(21,5),(21,24),0.0126703 # DEPENDENCYPART_SIBL
(21,5),(21,25),0.00656171 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.636019 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.311894 # DEPENDENCYPART_SIBL
(21,8),(21,12),-1.07945 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.430116 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.636019 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.425743 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.449491 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.639788 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.636019 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.431932 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.000642045 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.000642045 # DEPENDENCYPART_SIBL
(21,8),(21,25),-0.0176964 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0625244 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.07014 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.084333 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0108336 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.081844 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0649566 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.00706466 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.00916259 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.0127734 # DEPENDENCYPART_SIBL
(21,9),(21,24),0.0127734 # DEPENDENCYPART_SIBL
(21,9),(21,25),0.00662862 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0844463 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0554531 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0483475 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.143977 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.042073 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0470853 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0483475 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0234625 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.0551711 # DEPENDENCYPART_SIBL
(21,11),(21,24),-0.0551711 # DEPENDENCYPART_SIBL
(21,11),(21,25),-0.000332843 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.51207 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.563221 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.459699 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.537445 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.564486 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.563221 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.425362 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.000490241 # DEPENDENCYPART_SIBL
(21,12),(21,24),0.000490241 # DEPENDENCYPART_SIBL
(21,12),(21,25),-0.0433137 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0477658 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.107568 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0526382 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0465036 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0477658 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.123496 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.00316266 # DEPENDENCYPART_SIBL
(21,13),(21,24),0.00316266 # DEPENDENCYPART_SIBL
(21,13),(21,25),-0.010054 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.081844 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0649566 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.00706466 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0108336 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.00916259 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0127734 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.0127734 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.00662862 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0159642 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0112489 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0125111 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0324848 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0108194 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.0108194 # DEPENDENCYPART_SIBL
(21,16),(21,25),-0.0162046 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.029915 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0311772 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.115929 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.001125 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.001125 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0116643 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.000510184 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.00263128 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.00240163 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00240163 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.000944112 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.00916259 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0127734 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.0127734 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.00662862 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.00716782 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.00716782 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0302704 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.00121166 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.00562024 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.00562024 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0070149 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.00642273 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.16784 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0070149 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0656379 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0693009 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0070149 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0656379 # DEPENDENCYPART_SIBL
(22,3),(22,17),0.0870023 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.00826089 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0070149 # DEPENDENCYPART_SIBL
(22,3),(22,20),0.0805689 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.0259898 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.00642273 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.16734 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0070149 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0656379 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.0688005 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0070149 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0656379 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.0870023 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.00826089 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0070149 # DEPENDENCYPART_SIBL
(22,4),(22,20),0.0839231 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0269906 # DEPENDENCYPART_SIBL
(22,5),(22,8),-0.183416 # DEPENDENCYPART_SIBL
(22,5),(22,9),-0.00974933 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0731232 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.093678 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.00974933 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0731232 # DEPENDENCYPART_SIBL
(22,5),(22,17),0.0754667 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0109953 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.00974933 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0762907 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.00378114 # DEPENDENCYPART_SIBL
(22,8),(22,9),-0.439026 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.274376 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.822999 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.439026 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.274376 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.331628 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.440272 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.439026 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.181149 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.783676 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0656379 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0688005 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0070149 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0656379 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.0870023 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.00826089 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0070149 # DEPENDENCYPART_SIBL
(22,9),(22,20),0.0839231 # DEPENDENCYPART_SIBL
(22,9),(22,21),0.0269906 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.304353 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.00649166 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.0839136 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0200867 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.00649148 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.00649166 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0216454 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.228157 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.343049 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.238975 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.325648 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.34305 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.343049 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.188924 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.823994 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0656379 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0870023 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.00826089 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0070149 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0839231 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0269906 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0200867 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.00649148 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.00649166 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0216454 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.228157 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0881786 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0881788 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0777219 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.0198826 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.00891683 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0839172 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.017988 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0839231 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0269906 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0156594 # DEPENDENCYPART_SIBL
(24,7),(24,9),0.0968504 # DEPENDENCYPART_SIBL
(24,7),(24,10),-0.0284408 # DEPENDENCYPART_SIBL
(24,7),(24,11),0.0916796 # DEPENDENCYPART_SIBL
(24,7),(24,13),0.0869469 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.0692791 # DEPENDENCYPART_SIBL
(24,7),(24,15),0.0968504 # DEPENDENCYPART_SIBL
(24,7),(24,16),-0.0284408 # DEPENDENCYPART_SIBL
(24,7),(24,17),0.0922791 # DEPENDENCYPART_SIBL
(24,7),(24,18),0.0968502 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.0968504 # DEPENDENCYPART_SIBL
(24,7),(24,20),0.0779445 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0115313 # DEPENDENCYPART_SIBL
(24,7),(24,22),0.0968504 # DEPENDENCYPART_SIBL
(24,7),(24,23),0.308272 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.0656379 # DEPENDENCYPART_SIBL
(24,9),(24,11),0.0406912 # DEPENDENCYPART_SIBL
(24,9),(24,13),0.0803419 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.0688005 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.0070149 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.0656379 # DEPENDENCYPART_SIBL
(24,9),(24,17),0.0870023 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.00826089 # DEPENDENCYPART_SIBL
(24,9),(24,19),-0.0070149 # DEPENDENCYPART_SIBL
(24,9),(24,20),0.0839231 # DEPENDENCYPART_SIBL
(24,9),(24,21),0.0269906 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.0070149 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.0943036 # DEPENDENCYPART_SIBL
(24,10),(24,11),0.0848293 # DEPENDENCYPART_SIBL
(24,10),(24,13),0.00949272 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.304353 # DEPENDENCYPART_SIBL
(24,10),(24,15),0.00649166 # DEPENDENCYPART_SIBL
(24,10),(24,16),-0.0839136 # DEPENDENCYPART_SIBL
(24,10),(24,17),0.0200867 # DEPENDENCYPART_SIBL
(24,10),(24,18),0.00649148 # DEPENDENCYPART_SIBL
(24,10),(24,19),0.00649166 # DEPENDENCYPART_SIBL
(24,10),(24,20),0.0216454 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.228157 # DEPENDENCYPART_SIBL
(24,10),(24,22),0.00649166 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.0803326 # DEPENDENCYPART_SIBL
(24,11),(24,13),0.0599199 # DEPENDENCYPART_SIBL
(24,11),(24,14),-0.0514565 # DEPENDENCYPART_SIBL
(24,11),(24,15),0.00414654 # DEPENDENCYPART_SIBL
(24,11),(24,16),-0.0411635 # DEPENDENCYPART_SIBL
(24,11),(24,17),0.064438 # DEPENDENCYPART_SIBL
(24,11),(24,18),0.00414636 # DEPENDENCYPART_SIBL
(24,11),(24,19),0.00414654 # DEPENDENCYPART_SIBL
(24,11),(24,20),-0.00363231 # DEPENDENCYPART_SIBL
(24,11),(24,21),-0.0393234 # DEPENDENCYPART_SIBL
(24,11),(24,22),0.00414654 # DEPENDENCYPART_SIBL
(24,11),(24,23),0.0270243 # DEPENDENCYPART_SIBL
(24,13),(24,14),-0.0844952 # DEPENDENCYPART_SIBL
(24,13),(24,15),0.0948444 # DEPENDENCYPART_SIBL
(24,13),(24,16),-0.0308189 # DEPENDENCYPART_SIBL
(24,13),(24,17),0.0846737 # DEPENDENCYPART_SIBL
(24,13),(24,18),0.0948443 # DEPENDENCYPART_SIBL
(24,13),(24,19),0.0948444 # DEPENDENCYPART_SIBL
(24,13),(24,20),0.0755556 # DEPENDENCYPART_SIBL
(24,13),(24,21),-0.0212238 # DEPENDENCYPART_SIBL
(24,13),(24,22),0.0948444 # DEPENDENCYPART_SIBL
(24,13),(24,23),0.305894 # DEPENDENCYPART_SIBL
(24,14),(24,15),-0.343049 # DEPENDENCYPART_SIBL
(24,14),(24,16),-0.238975 # DEPENDENCYPART_SIBL
(24,14),(24,17),-0.325648 # DEPENDENCYPART_SIBL
(24,14),(24,18),-0.34305 # DEPENDENCYPART_SIBL
(24,14),(24,19),-0.343049 # DEPENDENCYPART_SIBL
(24,14),(24,20),-0.188924 # DEPENDENCYPART_SIBL
(24,14),(24,21),-0.823994 # DEPENDENCYPART_SIBL
(24,14),(24,22),-0.343049 # DEPENDENCYPART_SIBL
(24,14),(24,23),0.00539237 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0656379 # DEPENDENCYPART_SIBL
(24,15),(24,17),0.0870023 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.00826089 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0070149 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.0839231 # DEPENDENCYPART_SIBL
(24,15),(24,21),0.0269906 # DEPENDENCYPART_SIBL
(24,15),(24,22),-0.0070149 # DEPENDENCYPART_SIBL
(24,15),(24,23),0.0943036 # DEPENDENCYPART_SIBL
(24,16),(24,17),0.0200867 # DEPENDENCYPART_SIBL
(24,16),(24,18),0.00649148 # DEPENDENCYPART_SIBL
(24,16),(24,19),0.00649166 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.0216454 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.228157 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.00649166 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.0803326 # DEPENDENCYPART_SIBL
(24,17),(24,18),0.0881786 # DEPENDENCYPART_SIBL
(24,17),(24,19),0.0881788 # DEPENDENCYPART_SIBL
(24,17),(24,20),0.0777219 # DEPENDENCYPART_SIBL
(24,17),(24,21),-0.0198826 # DEPENDENCYPART_SIBL
(24,17),(24,22),0.0881788 # DEPENDENCYPART_SIBL
(24,17),(24,23),0.325696 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.00891683 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0839172 # DEPENDENCYPART_SIBL
(24,18),(24,21),0.017988 # DEPENDENCYPART_SIBL
(24,18),(24,22),-0.00891683 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0942977 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.0839231 # DEPENDENCYPART_SIBL
(24,19),(24,21),0.0269906 # DEPENDENCYPART_SIBL
(24,19),(24,22),-0.0070149 # DEPENDENCYPART_SIBL
(24,19),(24,23),0.0943036 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.0156594 # DEPENDENCYPART_SIBL
(24,20),(24,22),0.0964248 # DEPENDENCYPART_SIBL
(24,20),(24,23),0.0689063 # DEPENDENCYPART_SIBL
(24,21),(24,22),-0.331033 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.138428 # DEPENDENCYPART_SIBL
(24,22),(24,23),0.0943036 # DEPENDENCYPART_SIBL
(25,2),(25,3),-0.0640854 # DEPENDENCYPART_SIBL
(25,2),(25,4),-0.0608922 # DEPENDENCYPART_SIBL
(25,2),(25,5),-0.0528774 # DEPENDENCYPART_SIBL
(25,2),(25,6),0.0334863 # DEPENDENCYPART_SIBL
(25,2),(25,8),-0.0407087 # DEPENDENCYPART_SIBL
(25,2),(25,9),-0.0608922 # DEPENDENCYPART_SIBL
(25,2),(25,10),-0.152856 # DEPENDENCYPART_SIBL
(25,2),(25,11),-0.0207233 # DEPENDENCYPART_SIBL
(25,2),(25,12),0.0334863 # DEPENDENCYPART_SIBL
(25,2),(25,14),0.00585825 # DEPENDENCYPART_SIBL
(25,2),(25,15),-0.0608922 # DEPENDENCYPART_SIBL
(25,2),(25,16),-0.152856 # DEPENDENCYPART_SIBL
(25,2),(25,17),-0.0255929 # DEPENDENCYPART_SIBL
(25,2),(25,18),-0.0646298 # DEPENDENCYPART_SIBL
(25,2),(25,19),-0.0608922 # DEPENDENCYPART_SIBL
(25,2),(25,20),-0.0711383 # DEPENDENCYPART_SIBL
(25,2),(25,21),0.0334863 # DEPENDENCYPART_SIBL
(25,2),(25,22),-0.0608922 # DEPENDENCYPART_SIBL
(25,2),(25,23),-0.00693343 # DEPENDENCYPART_SIBL
(25,2),(25,24),-0.0608922 # DEPENDENCYPART_SIBL
(25,3),(25,4),-0.0746873 # DEPENDENCYPART_SIBL
(25,3),(25,5),-0.0666726 # DEPENDENCYPART_SIBL
(25,3),(25,6),0.0267125 # DEPENDENCYPART_SIBL
(25,3),(25,8),-0.0577499 # DEPENDENCYPART_SIBL
(25,3),(25,9),-0.0746873 # DEPENDENCYPART_SIBL
(25,3),(25,10),-0.161873 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.0359217 # DEPENDENCYPART_SIBL
(25,3),(25,12),0.0267125 # DEPENDENCYPART_SIBL
(25,3),(25,14),-0.0142495 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.0746873 # DEPENDENCYPART_SIBL
