# _root_ ATO Başkanı Sinan_Aygün , Maliye Bakanı Kemal_Yazıcıoğlu ziyaretinden sonra da Bakan'ın " Vergi_Barışı_Projesi " konusunda , ocak ayının ilk haftasında _ mükelleflere müjde _ _ verebileceklerini _ söylediğini _ bildirdi .
#goldHeads=2,3,30,0,6,7,8,9,27,9,13,0,15,0,24,0,18,20,20,24,22,24,24,25,26,27,28,30,30,31,0,
#predictedHeads=2,3,30,0,6,7,8,9,25,9,13,0,15,0,25,0,18,20,20,25,22,24,25,25,26,27,28,30,30,31,0,
(10,7),(7,4),-0.376115 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.510578 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.505212 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.580399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,4),-0.376115 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.510578 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.505212 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.476251 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.580399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,1),-0.780754 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.787593 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.379484 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.486623 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.484427 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.451298 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.253504 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.573811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,13),-0.393733 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.699406 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.699752 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.466288 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.32286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.246636 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.681596 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.326696 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.0179575 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.237956 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.498594 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.679348 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.324448 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.0169246 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.273458 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.237954 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.195278 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0179575 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.275706 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.3514 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.165502 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.195278 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.39224 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.203361 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.0360022 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.274785 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.556133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,1),-0.811626 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.989498 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.633195 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.11914 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.475488 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.308129 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.410304 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.0516454 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.30063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.234699 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.234197 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.307983 # DEPENDENCYPART_GRANDPAR
(11,13),(13,30),-0.607744 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.641774 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.514781 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.532444 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0089557 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.117817 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.243165 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.376335 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.269559 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.169415 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.287467 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.375149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.155171 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.179934 # DEPENDENCYPART_GRANDPAR
(12,14),(14,30),-0.360861 # DEPENDENCYPART_GRANDPAR
(12,25),(25,1),-0.530749 # DEPENDENCYPART_GRANDPAR
(12,25),(25,2),-0.681664 # DEPENDENCYPART_GRANDPAR
(12,25),(25,3),-0.45213 # DEPENDENCYPART_GRANDPAR
(12,25),(25,5),-0.461977 # DEPENDENCYPART_GRANDPAR
(12,25),(25,6),-0.584681 # DEPENDENCYPART_GRANDPAR
(12,25),(25,7),-0.458629 # DEPENDENCYPART_GRANDPAR
(12,25),(25,8),-0.476292 # DEPENDENCYPART_GRANDPAR
(12,25),(25,9),-0.0669178 # DEPENDENCYPART_GRANDPAR
(12,25),(25,11),-0.184098 # DEPENDENCYPART_GRANDPAR
(12,25),(25,13),-0.359591 # DEPENDENCYPART_GRANDPAR
(12,25),(25,15),-0.397392 # DEPENDENCYPART_GRANDPAR
(12,25),(25,17),-0.476988 # DEPENDENCYPART_GRANDPAR
(12,25),(25,18),-0.668476 # DEPENDENCYPART_GRANDPAR
(12,25),(25,19),-0.29393 # DEPENDENCYPART_GRANDPAR
(12,25),(25,20),-0.715829 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.19262 # DEPENDENCYPART_GRANDPAR
(12,25),(25,22),-0.798 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.939156 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.489294 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-0.75521 # DEPENDENCYPART_GRANDPAR
(12,25),(25,27),-0.398073 # DEPENDENCYPART_GRANDPAR
(12,25),(25,28),-0.813803 # DEPENDENCYPART_GRANDPAR
(12,25),(25,29),-0.486824 # DEPENDENCYPART_GRANDPAR
(12,29),(29,9),-0.0669178 # DEPENDENCYPART_GRANDPAR
(12,29),(29,20),-0.715829 # DEPENDENCYPART_GRANDPAR
(12,29),(29,22),-0.798 # DEPENDENCYPART_GRANDPAR
(12,29),(29,23),-0.939156 # DEPENDENCYPART_GRANDPAR
(12,29),(29,24),-0.489294 # DEPENDENCYPART_GRANDPAR
(12,29),(29,25),-0.458538 # DEPENDENCYPART_GRANDPAR
(12,29),(29,26),-0.981746 # DEPENDENCYPART_GRANDPAR
(12,29),(29,27),-0.460697 # DEPENDENCYPART_GRANDPAR
(12,29),(29,28),-1.0354 # DEPENDENCYPART_GRANDPAR
(12,29),(29,30),-0.733046 # DEPENDENCYPART_GRANDPAR
(12,30),(30,1),-0.583315 # DEPENDENCYPART_GRANDPAR
(12,30),(30,2),-0.734226 # DEPENDENCYPART_GRANDPAR
(12,30),(30,3),-0.504697 # DEPENDENCYPART_GRANDPAR
(12,30),(30,4),-0.484663 # DEPENDENCYPART_GRANDPAR
(12,30),(30,5),-0.514543 # DEPENDENCYPART_GRANDPAR
(12,30),(30,6),-0.637247 # DEPENDENCYPART_GRANDPAR
(12,30),(30,7),-0.511195 # DEPENDENCYPART_GRANDPAR
(12,30),(30,8),-0.528858 # DEPENDENCYPART_GRANDPAR
(12,30),(30,9),-0.0673332 # DEPENDENCYPART_GRANDPAR
(12,30),(30,10),-0.220317 # DEPENDENCYPART_GRANDPAR
(12,30),(30,11),-0.236665 # DEPENDENCYPART_GRANDPAR
(12,30),(30,12),-0.339103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,30),(30,13),0.0106442 # DEPENDENCYPART_GRANDPAR
(12,30),(30,14),-0.137764 # DEPENDENCYPART_GRANDPAR
(12,30),(30,15),-0.0271561 # DEPENDENCYPART_GRANDPAR
(12,30),(30,16),0.0153776 # DEPENDENCYPART_GRANDPAR
(12,30),(30,17),-0.106752 # DEPENDENCYPART_GRANDPAR
(12,30),(30,18),-0.29824 # DEPENDENCYPART_GRANDPAR
(12,30),(30,19),-0.112661 # DEPENDENCYPART_GRANDPAR
(12,30),(30,20),-0.345593 # DEPENDENCYPART_GRANDPAR
(12,30),(30,21),0.0105921 # DEPENDENCYPART_GRANDPAR
(12,30),(30,22),-0.427764 # DEPENDENCYPART_GRANDPAR
(12,30),(30,23),-0.568921 # DEPENDENCYPART_GRANDPAR
(12,30),(30,24),-0.274111 # DEPENDENCYPART_GRANDPAR
(12,30),(30,25),-0.243355 # DEPENDENCYPART_GRANDPAR
(12,30),(30,26),-0.61151 # DEPENDENCYPART_GRANDPAR
(12,30),(30,27),-0.245514 # DEPENDENCYPART_GRANDPAR
(12,30),(30,28),-0.665165 # DEPENDENCYPART_GRANDPAR
(12,30),(30,29),-0.334265 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.299635 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.178844 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.0808739 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.340689 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.425863 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.026271 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.0703984 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.0319777 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.300124 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),0.0786665 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.0416307 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.147455 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.140493 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.0786665 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.0416307 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.147455 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0980664 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.140493 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.296979 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.388602 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.044541 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.089885 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.102103 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.0515856 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.0750446 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),0.0839128 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.05318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,6),-0.188294 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.135925 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.159384 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0612183 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.296636 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.0416307 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.147455 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.121525 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.105651 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.06801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,10),0.0191653 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.69518 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.356249 # DEPENDENCYPART_GRANDPAR
(13,12),(12,25),-0.345196 # DEPENDENCYPART_GRANDPAR
(13,12),(12,29),-0.53128 # DEPENDENCYPART_GRANDPAR
(13,12),(12,30),-0.875737 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),0.12331 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.965673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,25),-0.0223021 # DEPENDENCYPART_GRANDPAR
(13,14),(14,30),-0.454974 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.022613 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.457167 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.408342 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.431801 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.0743973 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.106526 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),0.216952 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),0.196147 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.830479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.275565 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.370456 # DEPENDENCYPART_GRANDPAR
(13,15),(15,30),-0.583319 # DEPENDENCYPART_GRANDPAR
(13,30),(30,1),-0.62699 # DEPENDENCYPART_GRANDPAR
(13,30),(30,2),-0.711418 # DEPENDENCYPART_GRANDPAR
(13,30),(30,3),-0.386672 # DEPENDENCYPART_GRANDPAR
(13,30),(30,4),-0.0447684 # DEPENDENCYPART_GRANDPAR
(13,30),(30,5),-0.237176 # DEPENDENCYPART_GRANDPAR
(13,30),(30,6),-0.430248 # DEPENDENCYPART_GRANDPAR
(13,30),(30,7),-0.381423 # DEPENDENCYPART_GRANDPAR
(13,30),(30,8),-0.404882 # DEPENDENCYPART_GRANDPAR
(13,30),(30,9),-0.0568002 # DEPENDENCYPART_GRANDPAR
(13,30),(30,10),-0.0554168 # DEPENDENCYPART_GRANDPAR
(13,30),(30,11),0.24387 # DEPENDENCYPART_GRANDPAR
(13,30),(30,12),0.180658 # DEPENDENCYPART_GRANDPAR
(13,30),(30,13),-0.901738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,30),(30,14),-0.259184 # DEPENDENCYPART_GRANDPAR
(13,30),(30,15),-0.518154 # DEPENDENCYPART_GRANDPAR
(13,30),(30,16),-0.361672 # DEPENDENCYPART_GRANDPAR
(13,30),(30,17),-0.79898 # DEPENDENCYPART_GRANDPAR
(13,30),(30,18),-0.514804 # DEPENDENCYPART_GRANDPAR
(13,30),(30,19),-0.469646 # DEPENDENCYPART_GRANDPAR
(13,30),(30,20),-1.00003 # DEPENDENCYPART_GRANDPAR
(13,30),(30,21),-0.487405 # DEPENDENCYPART_GRANDPAR
(13,30),(30,22),-0.757329 # DEPENDENCYPART_GRANDPAR
(13,30),(30,23),-0.990054 # DEPENDENCYPART_GRANDPAR
(13,30),(30,24),-0.390564 # DEPENDENCYPART_GRANDPAR
(13,30),(30,25),-0.170643 # DEPENDENCYPART_GRANDPAR
(13,30),(30,26),-0.801231 # DEPENDENCYPART_GRANDPAR
(13,30),(30,27),-0.337038 # DEPENDENCYPART_GRANDPAR
(13,30),(30,28),-0.654917 # DEPENDENCYPART_GRANDPAR
(13,30),(30,29),-0.356728 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.103843 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.148352 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.461549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,25),-0.262026 # DEPENDENCYPART_GRANDPAR
(14,12),(12,29),-0.402594 # DEPENDENCYPART_GRANDPAR
(14,12),(12,30),-0.548438 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.359583 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.492389 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.230694 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.261952 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.383979 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.420543 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.0224926 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.000536325 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0814697 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0407175 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.446102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.248471 # DEPENDENCYPART_GRANDPAR
(14,13),(13,30),-0.495504 # DEPENDENCYPART_GRANDPAR
(14,25),(25,1),-0.565658 # DEPENDENCYPART_GRANDPAR
(14,25),(25,2),-0.69185 # DEPENDENCYPART_GRANDPAR
(14,25),(25,3),-0.439552 # DEPENDENCYPART_GRANDPAR
(14,25),(25,5),-0.472161 # DEPENDENCYPART_GRANDPAR
(14,25),(25,6),-0.597556 # DEPENDENCYPART_GRANDPAR
(14,25),(25,7),-0.590713 # DEPENDENCYPART_GRANDPAR
(14,25),(25,8),-0.627276 # DEPENDENCYPART_GRANDPAR
(14,25),(25,9),-0.131431 # DEPENDENCYPART_GRANDPAR
(14,25),(25,11),-0.288203 # DEPENDENCYPART_GRANDPAR
(14,25),(25,13),-0.0479885 # DEPENDENCYPART_GRANDPAR
(14,25),(25,15),-0.32059 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),-0.377605 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),-0.4845 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),-0.024255 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.466629 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.148225 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),-0.581945 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.720289 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.250643 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.545243 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.287343 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.714813 # DEPENDENCYPART_GRANDPAR
(14,25),(25,29),-0.350117 # DEPENDENCYPART_GRANDPAR
(14,30),(30,1),-0.618224 # DEPENDENCYPART_GRANDPAR
(14,30),(30,2),-0.744412 # DEPENDENCYPART_GRANDPAR
(14,30),(30,3),-0.492119 # DEPENDENCYPART_GRANDPAR
(14,30),(30,4),-0.538197 # DEPENDENCYPART_GRANDPAR
(14,30),(30,5),-0.524728 # DEPENDENCYPART_GRANDPAR
(14,30),(30,6),-0.650123 # DEPENDENCYPART_GRANDPAR
(14,30),(30,7),-0.643279 # DEPENDENCYPART_GRANDPAR
(14,30),(30,8),-0.679843 # DEPENDENCYPART_GRANDPAR
(14,30),(30,9),-0.131847 # DEPENDENCYPART_GRANDPAR
(14,30),(30,10),-0.051439 # DEPENDENCYPART_GRANDPAR
(14,30),(30,11),-0.34077 # DEPENDENCYPART_GRANDPAR
(14,30),(30,12),-0.199303 # DEPENDENCYPART_GRANDPAR
(14,30),(30,13),-0.100555 # DEPENDENCYPART_GRANDPAR
(14,30),(30,14),-0.300101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,30),(30,15),0.0496456 # DEPENDENCYPART_GRANDPAR
(14,30),(30,16),-0.0158775 # DEPENDENCYPART_GRANDPAR
(14,30),(30,17),-0.00736903 # DEPENDENCYPART_GRANDPAR
(14,30),(30,18),-0.114265 # DEPENDENCYPART_GRANDPAR
(14,30),(30,19),0.157015 # DEPENDENCYPART_GRANDPAR
(14,30),(30,20),-0.0963935 # DEPENDENCYPART_GRANDPAR
(14,30),(30,21),0.0549872 # DEPENDENCYPART_GRANDPAR
(14,30),(30,22),-0.21171 # DEPENDENCYPART_GRANDPAR
(14,30),(30,23),-0.350053 # DEPENDENCYPART_GRANDPAR
(14,30),(30,24),-0.0354598 # DEPENDENCYPART_GRANDPAR
(14,30),(30,25),-0.0569896 # DEPENDENCYPART_GRANDPAR
(14,30),(30,26),-0.401543 # DEPENDENCYPART_GRANDPAR
(14,30),(30,27),-0.134784 # DEPENDENCYPART_GRANDPAR
(14,30),(30,28),-0.566176 # DEPENDENCYPART_GRANDPAR
(14,30),(30,29),-0.197558 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.324738 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.475108 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.126451 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.728709 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.864023 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.524114 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.000327013 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.282462 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.498599 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),0.0635634 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.00135989 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.284711 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.559336 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.0635634 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.00135989 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.284711 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.559336 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.426468 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.0635634 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.691318 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.830934 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.0378039 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.242673 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.520201 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.386203 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.152351 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.00715445 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.302811 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.606392 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.470543 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.236691 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.240699 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0858566 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.284711 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.559336 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.192615 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.177661 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.340226 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0577969 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.477123 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.21041 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-0.218291 # DEPENDENCYPART_GRANDPAR
(15,12),(12,29),-0.471077 # DEPENDENCYPART_GRANDPAR
(15,12),(12,30),-0.830408 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.730957 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.866271 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.526362 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.00135989 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.426468 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.192615 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.242198 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.177661 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.315786 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0696976 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.181305 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.653646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,30),-0.747133 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.105313 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.573695 # DEPENDENCYPART_GRANDPAR
(15,14),(14,25),-0.218291 # DEPENDENCYPART_GRANDPAR
(15,14),(14,30),-0.830408 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),-0.157227 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.343641 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0342995 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.361637 # DEPENDENCYPART_GRANDPAR
(15,30),(30,1),-1.01428 # DEPENDENCYPART_GRANDPAR
(15,30),(30,2),-1.1467 # DEPENDENCYPART_GRANDPAR
(15,30),(30,3),-0.805398 # DEPENDENCYPART_GRANDPAR
(15,30),(30,4),-0.124606 # DEPENDENCYPART_GRANDPAR
(15,30),(30,5),-0.562684 # DEPENDENCYPART_GRANDPAR
(15,30),(30,6),-0.841295 # DEPENDENCYPART_GRANDPAR
(15,30),(30,7),-0.708991 # DEPENDENCYPART_GRANDPAR
(15,30),(30,8),-0.475139 # DEPENDENCYPART_GRANDPAR
(15,30),(30,9),-0.357407 # DEPENDENCYPART_GRANDPAR
(15,30),(30,10),-0.132176 # DEPENDENCYPART_GRANDPAR
(15,30),(30,11),0.0332624 # DEPENDENCYPART_GRANDPAR
(15,30),(30,12),-0.0438816 # DEPENDENCYPART_GRANDPAR
(15,30),(30,13),0.129834 # DEPENDENCYPART_GRANDPAR
(15,30),(30,14),0.160255 # DEPENDENCYPART_GRANDPAR
(15,30),(30,15),-0.487541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,30),(30,16),-0.146844 # DEPENDENCYPART_GRANDPAR
(15,30),(30,17),-0.277547 # DEPENDENCYPART_GRANDPAR
