# _root_ Cadı onu _ ziyarete_geldiğinde , aşağıdan " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=3,3,4,21,0,21,0,9,10,13,0,13,18,16,16,17,13,20,0,21,22,0,
#predictedHeads=3,3,4,5,0,7,0,16,0,16,0,13,16,16,16,17,21,0,0,21,22,0,
(16,12),(16,17),0.0257743 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.0953402 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0583422 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0411503 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0235407 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0234911 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0793644 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0299501 # DEPENDENCYPART_SIBL
(17,2),(17,5),-0.0240966 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0299501 # DEPENDENCYPART_SIBL
(17,2),(17,7),-0.0335341 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0299501 # DEPENDENCYPART_SIBL
(17,2),(17,9),-0.0240966 # DEPENDENCYPART_SIBL
(17,2),(17,10),0.0299501 # DEPENDENCYPART_SIBL
(17,2),(17,11),-0.0157583 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.000950529 # DEPENDENCYPART_SIBL
(17,2),(17,13),0.103239 # DEPENDENCYPART_SIBL
(17,2),(17,14),0.0242379 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0204602 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.0418307 # DEPENDENCYPART_SIBL
(17,2),(17,18),-0.0461404 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.0459874 # DEPENDENCYPART_SIBL
(17,2),(17,20),-0.0336528 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.00501081 # DEPENDENCYPART_SIBL
(17,4),(17,5),-0.0662709 # DEPENDENCYPART_SIBL
(17,4),(17,6),-0.00764787 # DEPENDENCYPART_SIBL
(17,4),(17,7),-0.0648428 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.00764787 # DEPENDENCYPART_SIBL
(17,4),(17,9),-0.0662709 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.00764787 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.0619007 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.024557 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.184882 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0242975 # DEPENDENCYPART_SIBL
(17,4),(17,15),-0.0694334 # DEPENDENCYPART_SIBL
(17,4),(17,16),-0.00111191 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.018561 # DEPENDENCYPART_SIBL
(17,4),(17,19),-0.0188957 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0101744 # DEPENDENCYPART_SIBL
(17,4),(17,21),-0.00699361 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.00542227 # DEPENDENCYPART_SIBL
(17,5),(17,7),-0.122246 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.00542227 # DEPENDENCYPART_SIBL
(17,5),(17,9),-0.084983 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.00542227 # DEPENDENCYPART_SIBL
(17,5),(17,11),-0.0880777 # DEPENDENCYPART_SIBL
(17,5),(17,12),-0.231464 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0941547 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.000225952 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.305422 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0173029 # DEPENDENCYPART_SIBL
(17,5),(17,18),-0.0268142 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0252184 # DEPENDENCYPART_SIBL
(17,5),(17,20),-0.00583852 # DEPENDENCYPART_SIBL
(17,5),(17,21),-0.000834112 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0648428 # DEPENDENCYPART_SIBL
(17,6),(17,8),-0.00764787 # DEPENDENCYPART_SIBL
(17,6),(17,9),-0.0662709 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.00764787 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.0619007 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.024557 # DEPENDENCYPART_SIBL
(17,6),(17,13),0.184882 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0242975 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0694334 # DEPENDENCYPART_SIBL
(17,6),(17,16),-0.00111191 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.018561 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0188957 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0101744 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.00699361 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0143874 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.025502 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.0143874 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.041173 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.156362 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.0796782 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0199632 # DEPENDENCYPART_SIBL
(17,7),(17,15),-0.204698 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.00250673 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0321676 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0312993 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.00960955 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.00342299 # DEPENDENCYPART_SIBL
(17,8),(17,9),-0.0662709 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.00764787 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0619007 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.024557 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.184882 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.0242975 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0694334 # DEPENDENCYPART_SIBL
(17,8),(17,16),-0.00111191 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.018561 # DEPENDENCYPART_SIBL
(17,8),(17,19),-0.0188957 # DEPENDENCYPART_SIBL
(17,8),(17,20),-0.0101744 # DEPENDENCYPART_SIBL
(17,8),(17,21),-0.00699361 # DEPENDENCYPART_SIBL
(17,9),(17,10),0.00542227 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0880777 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.231464 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0941547 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.000225952 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.305422 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0173029 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0268142 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0252184 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.00583852 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.000834112 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0619007 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.024557 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.184882 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0242975 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0694334 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.00111191 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.018561 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0188957 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.0101744 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.00699361 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.13319 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.106511 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0386254 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.202794 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0560818 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0393532 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0384849 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.0102498 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.00137395 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.361066 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.336537 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.834172 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.319153 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0569777 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0561143 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0473818 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.0023314 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0954746 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0799732 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.112859 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0171724 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0163263 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00839754 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0118582 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0787495 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.00893905 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0193566 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0196913 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.01097 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00781733 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.331169 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0716068 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0711465 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0409364 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0315399 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.018561 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0188957 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0101744 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.00699361 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.00627983 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0295806 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0336141 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0295846 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0342717 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0263773 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.156363 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.720912 # DEPENDENCYPART_SIBL
(18,3),(18,13),-0.395675 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.375104 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.639628 # DEPENDENCYPART_SIBL
(18,3),(18,16),-0.375104 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.375104 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0456976 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0396755 # DEPENDENCYPART_SIBL
(18,3),(18,21),-0.073568 # DEPENDENCYPART_SIBL
(18,3),(18,22),-0.0269424 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0498624 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.183454 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0287825 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.147671 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0288189 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0288189 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0261421 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.00786432 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0429537 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.0272474 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.395675 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.375104 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.639628 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.375104 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.375104 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0456976 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0396755 # DEPENDENCYPART_SIBL
(18,12),(18,21),-0.073568 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.0269424 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.165265 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.221147 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.165265 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.165265 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0331343 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0272764 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.076495 # DEPENDENCYPART_SIBL
(18,13),(18,22),-0.0118044 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.152243 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0859983 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0796134 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0117575 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0252364 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0253545 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0359188 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.279833 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.279833 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0209408 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0202062 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.00213028 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0148755 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0827383 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0117593 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0252381 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0253387 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0359206 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0117593 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0252381 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0253387 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0359206 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0213019 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0286179 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.139784 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0241113 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0249159 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0410553 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.770197 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.445235 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.371674 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.648166 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.371674 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.371674 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.170632 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.0381478 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0715478 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0252162 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.445235 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.371674 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.648166 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.371674 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.371674 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.170632 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0381478 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0715478 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0252162 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.161018 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.228866 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.161018 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.161018 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.148855 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0257441 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0744701 # DEPENDENCYPART_SIBL
(19,13),(19,22),-0.0100687 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.137092 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0592696 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0528847 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0656866 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0279144 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0215394 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0405742 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.289766 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.289766 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0776611 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.02063 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00129793 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0138665 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0560096 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0656836 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0279161 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0215236 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.040576 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0656836 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0279161 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0215236 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.040576 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00754363 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0421363 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0262544 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0241112 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0249159 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0410554 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.231726 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.225341 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.190582 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.179672 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.228468 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.19058 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.179671 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.19058 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.179671 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.163998 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.0189302 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0754799 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.158267 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0754799 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.113367 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0754799 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.158267 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0754799 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.131056 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.0313194 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0138813 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0824229 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.00324548 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0843349 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0677984 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.131056 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.113367 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.135118 # DEPENDENCYPART_SIBL
(21,1),(21,22),-0.0717738 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.0486966 # DEPENDENCYPART_SIBL
(21,2),(21,5),-0.200534 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.0486966 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.145567 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.0486966 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.200534 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0486966 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.128261 # DEPENDENCYPART_SIBL
(21,2),(21,12),0.0486867 # DEPENDENCYPART_SIBL
(21,2),(21,13),0.0134978 # DEPENDENCYPART_SIBL
(21,2),(21,14),-0.049363 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.0261311 # DEPENDENCYPART_SIBL
(21,2),(21,16),-0.0514229 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0461361 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.128261 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.145567 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.15218 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.117803 # DEPENDENCYPART_SIBL
(21,4),(21,5),-0.157828 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.0706418 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.112927 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.0706418 # DEPENDENCYPART_SIBL
(21,4),(21,9),-0.157828 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0706418 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.130616 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.0317593 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.0143212 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.0775848 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.00970339 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0794968 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0629603 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.130616 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.112927 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.134679 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.071472 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.0214278 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.227745 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.0214278 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.241759 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.0214278 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.180149 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.13294 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.106229 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.020803 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.220887 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0187016 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0239883 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.180149 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.227745 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0371484 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.0680033 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.112927 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0706418 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.157828 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0706418 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.130616 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.0317593 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.0143212 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0775848 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.00970339 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0794968 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0629603 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.130616 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.112927 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.134679 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.071472 # DEPENDENCYPART_SIBL
(21,7),(21,8),-0.133544 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.214662 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.133544 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.1886 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.209357 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.0510611 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.134133 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.231666 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.13627 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.130984 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.1886 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.220025 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.167381 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.0880956 # DEPENDENCYPART_SIBL
(21,8),(21,9),-0.157828 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0706418 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.130616 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.0317593 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0143212 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0775848 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.00970339 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0794968 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0629603 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.130616 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.112927 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.134679 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.071472 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.0214278 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.180149 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.13294 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.106229 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.020803 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.220887 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0187016 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0239883 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.180149 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.227745 # DEPENDENCYPART_SIBL
