# _root_ Ertesi gün hava _ kararırken , alçak bir sesle " Rapunzel , Rapunzel ! _ Uzat altın _ sarısı saçlarını ! " diye seslenirmiş .
#goldHeads=2,4,4,5,24,0,9,9,24,0,12,13,16,0,16,23,19,19,20,16,0,0,24,25,0,
#predictedHeads=2,4,4,5,24,0,9,9,16,0,19,0,19,0,16,21,19,19,20,24,0,0,24,25,0,
(11,9),(9,12),0.0106762 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.323055 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.134025 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.0159104 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.269917 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.124627 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.312247 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.704819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.0847392 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.492308 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),0.266343 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.448291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),-0.0476326 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.737619 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.758077 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.801228 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.557864 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.63375 # DEPENDENCYPART_GRANDPAR
(12,4),(4,7),-0.352389 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.371019 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.402152 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.57048 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.497788 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.269887 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.186879 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.148707 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.098428 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.0355343 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0398646 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.237703 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.501364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.33 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.380338 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.309752 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.157123 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.151631 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0503517 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0249314 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.508975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,24),-0.61468 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.497334 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.148253 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0963227 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0429063 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0483209 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.329999 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.244271 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.191941 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.282746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,1),-0.745076 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.770938 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.421608 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.369112 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.379451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.145711 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.252106 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.285771 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.242582 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.119278 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.143888 # DEPENDENCYPART_GRANDPAR
(12,24),(24,2),-0.780229 # DEPENDENCYPART_GRANDPAR
(12,24),(24,3),-0.739539 # DEPENDENCYPART_GRANDPAR
(12,24),(24,5),-0.398308 # DEPENDENCYPART_GRANDPAR
(12,24),(24,6),-0.638428 # DEPENDENCYPART_GRANDPAR
(12,24),(24,9),-0.201503 # DEPENDENCYPART_GRANDPAR
(12,24),(24,10),-0.222852 # DEPENDENCYPART_GRANDPAR
(12,24),(24,11),-0.0776339 # DEPENDENCYPART_GRANDPAR
(12,24),(24,12),-0.250473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,24),(24,13),0.0772684 # DEPENDENCYPART_GRANDPAR
(12,24),(24,14),-0.155018 # DEPENDENCYPART_GRANDPAR
(12,24),(24,15),0.119743 # DEPENDENCYPART_GRANDPAR
(12,24),(24,16),0.135212 # DEPENDENCYPART_GRANDPAR
(12,24),(24,17),0.0246698 # DEPENDENCYPART_GRANDPAR
(12,24),(24,18),0.149602 # DEPENDENCYPART_GRANDPAR
(12,24),(24,19),-0.206053 # DEPENDENCYPART_GRANDPAR
(12,24),(24,20),-0.248879 # DEPENDENCYPART_GRANDPAR
(12,24),(24,21),-0.226599 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.390908 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.251718 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-0.463956 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.262539 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.129438 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),0.0619304 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.000755254 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0116494 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.24318 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.188571 # DEPENDENCYPART_GRANDPAR
(13,10),(10,24),-0.58263 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.360177 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.14009 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),0.0521389 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.156302 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.0554329 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.767928 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,4),-0.342274 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.25935 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.168872 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.866484 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.806627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.237251 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.58588 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.222725 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.257536 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.592702 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.257788 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.369151 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.508121 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.714142 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.365579 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.342393 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.200893 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.451974 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.403463 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.194055 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.553019 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0309557 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.191808 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0753867 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.15584 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.502093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,24),-0.349225 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.165879 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),0.198401 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0819246 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.330269 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.367788 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.120482 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.0140667 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.238928 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.246254 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.517097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.265247 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.254922 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.216874 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.23994 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.330428 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.395268 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.21972 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.341618 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),-0.35531 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.524815 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.576866 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.378376 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.406101 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.713192 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.391062 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.722574 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.392452 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.292653 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.173073 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.396641 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.0666915 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.247698 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.193629 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.346392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0922804 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0650025 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0608621 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.0785927 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.0112522 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.207621 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.0501982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.122286 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.0638183 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.336331 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.491284 # DEPENDENCYPART_GRANDPAR
(14,19),(19,6),-0.722679 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.323699 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.258216 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.402499 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.151875 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.247803 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),0.108446 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.316459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),0.0402816 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.00650046 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0461288 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0198532 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.10201 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-0.596634 # DEPENDENCYPART_GRANDPAR
(14,21),(21,4),-0.746683 # DEPENDENCYPART_GRANDPAR
(14,21),(21,5),-0.447945 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.380832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.22375 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),-0.142798 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.242912 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.188362 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.218782 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.322261 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.0748773 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.146219 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),0.103402 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.337411 # DEPENDENCYPART_GRANDPAR
(14,24),(24,2),-0.378376 # DEPENDENCYPART_GRANDPAR
(14,24),(24,3),-0.406101 # DEPENDENCYPART_GRANDPAR
(14,24),(24,5),-0.391062 # DEPENDENCYPART_GRANDPAR
(14,24),(24,6),-0.722574 # DEPENDENCYPART_GRANDPAR
(14,24),(24,9),-0.173073 # DEPENDENCYPART_GRANDPAR
(14,24),(24,10),-0.396641 # DEPENDENCYPART_GRANDPAR
(14,24),(24,11),-0.0666915 # DEPENDENCYPART_GRANDPAR
(14,24),(24,12),-0.247698 # DEPENDENCYPART_GRANDPAR
(14,24),(24,13),0.193629 # DEPENDENCYPART_GRANDPAR
(14,24),(24,14),-0.346392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,24),(24,15),-0.0922804 # DEPENDENCYPART_GRANDPAR
(14,24),(24,16),-0.0369664 # DEPENDENCYPART_GRANDPAR
(14,24),(24,17),-0.0854066 # DEPENDENCYPART_GRANDPAR
(14,24),(24,18),-0.0802403 # DEPENDENCYPART_GRANDPAR
(14,24),(24,19),-0.0611988 # DEPENDENCYPART_GRANDPAR
(14,24),(24,20),-0.15591 # DEPENDENCYPART_GRANDPAR
(14,24),(24,21),-0.279652 # DEPENDENCYPART_GRANDPAR
(14,24),(24,22),-0.194356 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.20767 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.336331 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.114121 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.380746 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.413563 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.0755684 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.231805 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.0293651 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),0.0443019 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.0835844 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.232126 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.491125 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.218072 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.307626 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0497427 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.189597 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.577017 # DEPENDENCYPART_GRANDPAR
(15,9),(9,11),-0.240318 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.328356 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),-0.14206 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.230814 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.306314 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.0543563 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.175438 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.491936 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.143732 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.273462 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0952906 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.447138 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0253096 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.402023 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.164418 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.34096 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.491936 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.105458 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0865888 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),0.0591429 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.148092 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),0.0754829 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.203736 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.102662 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0957214 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.609477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.335816 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.303959 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.431468 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.431658 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.232583 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.491821 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-0.624138 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.803574 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.409599 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-0.521402 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.216036 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.507944 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.563088 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.618579 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.493052 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.301677 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.394794 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.150947 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.466552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.00587693 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.00515416 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.0333655 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.0405723 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.413732 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.429016 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.346963 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.259873 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),-0.522447 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.173616 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.484937 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.477807 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.379549 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.0830776 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.366197 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.152919 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0506809 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0140399 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.156194 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),0.0680742 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.560193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.269584 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.383351 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.147926 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.608892 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.44437 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.484937 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.547795 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.548993 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.477807 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.224645 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.379549 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.0830776 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.366196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.152919 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.0870527 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.138619 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.00163832 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.192279 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.45495 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.175732 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.487053 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-0.549911 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.55534 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.479923 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.235225 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.381665 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.0894254 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.366196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.152919 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.0870527 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.138619 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.130734 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.183392 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.333758 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.163418 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.187064 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.212727 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.788826 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.435788 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.149919 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.609166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.280731 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.280358 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.313595 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.312912 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.322424 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.264775 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.110588 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.300531 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.322335 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.7775 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.427026 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.48945 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.668962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.341284 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.302264 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.349081 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.334818 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.34433 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.413551 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.0456015 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.42982 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.275753 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),-0.11167 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.144225 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.153395 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.341692 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.35998 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-0.491821 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.624138 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.409599 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-0.521402 # DEPENDENCYPART_GRANDPAR
(15,24),(24,9),-0.563088 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.618579 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-0.493052 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.301677 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.394794 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.150947 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.466552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),-0.194198 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),-0.142143 # DEPENDENCYPART_GRANDPAR
