# _root_ Bu _ gerçeklik içinde bir nesne gibi _ bakabiliriz ona , öznel bir nesne , bir _ gerçeklik _ görünüşü var .
#goldHeads=2,3,4,8,6,7,8,9,11,8,0,14,14,19,0,17,18,19,20,21,22,0,
#predictedHeads=3,3,4,8,6,7,8,9,11,9,0,14,14,20,0,17,18,20,20,21,22,0,
(17,1),(17,19),-0.0739262 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.106836 # DEPENDENCYPART_SIBL
(17,5),(17,10),0.0823597 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.15652 # DEPENDENCYPART_SIBL
(17,5),(17,13),-0.122668 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.190106 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0200669 # DEPENDENCYPART_SIBL
(17,5),(17,16),-0.122668 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0898383 # DEPENDENCYPART_SIBL
(17,5),(17,19),-0.0121804 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.188185 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0772217 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.284404 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.246096 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0348044 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.284404 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.0247484 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0276144 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.163603 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0710062 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.175983 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0479984 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0710062 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.00807204 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0141971 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.297815 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.181597 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0308455 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.297815 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0914148 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0145907 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.190106 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0200669 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.122668 # DEPENDENCYPART_SIBL
(17,13),(17,18),0.0898383 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0121804 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0103456 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.117896 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0100242 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0475089 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.166695 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0613496 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0600756 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0898383 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0121804 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.0169779 # DEPENDENCYPART_SIBL
(18,1),(18,2),-0.0821489 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.0372419 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.0509116 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0487891 # DEPENDENCYPART_SIBL
(18,1),(18,6),0.0372534 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0608344 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0164975 # DEPENDENCYPART_SIBL
(18,1),(18,11),-0.0502641 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0623028 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0487891 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0372534 # DEPENDENCYPART_SIBL
(18,1),(18,15),-0.0502641 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0487891 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.10677 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0476712 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0033328 # DEPENDENCYPART_SIBL
(18,2),(18,3),-0.347373 # DEPENDENCYPART_SIBL
(18,2),(18,4),-0.313038 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.00109207 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.347357 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.259309 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.131264 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.243275 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.335918 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.00109207 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.347357 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.243275 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.00109207 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.855294 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.0259833 # DEPENDENCYPART_SIBL
(18,2),(18,20),0.0793447 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0206467 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0980512 # DEPENDENCYPART_SIBL
(18,3),(18,6),-0.0070693 # DEPENDENCYPART_SIBL
(18,3),(18,7),0.100657 # DEPENDENCYPART_SIBL
(18,3),(18,10),0.0747501 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.061828 # DEPENDENCYPART_SIBL
(18,3),(18,12),0.0955411 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0980512 # DEPENDENCYPART_SIBL
(18,3),(18,14),-0.0070693 # DEPENDENCYPART_SIBL
(18,3),(18,15),-0.061828 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.0980512 # DEPENDENCYPART_SIBL
(18,3),(18,17),-0.175642 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.0536896 # DEPENDENCYPART_SIBL
(18,3),(18,20),-0.0209721 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.101662 # DEPENDENCYPART_SIBL
(18,4),(18,6),0.0239996 # DEPENDENCYPART_SIBL
(18,4),(18,7),0.106364 # DEPENDENCYPART_SIBL
(18,4),(18,10),0.0815071 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0473455 # DEPENDENCYPART_SIBL
(18,4),(18,12),0.143609 # DEPENDENCYPART_SIBL
(18,4),(18,13),0.101662 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0239996 # DEPENDENCYPART_SIBL
(18,4),(18,15),-0.0473455 # DEPENDENCYPART_SIBL
(18,4),(18,16),0.101662 # DEPENDENCYPART_SIBL
(18,4),(18,17),-0.128361 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0553891 # DEPENDENCYPART_SIBL
(18,4),(18,20),-0.0228944 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.150312 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0477158 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0254144 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0303276 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0621448 # DEPENDENCYPART_SIBL
(18,5),(18,13),-0.135248 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.150312 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0303276 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.135248 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0843481 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.00424807 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.0816444 # DEPENDENCYPART_SIBL
(18,6),(18,7),0.0886548 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.0709164 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.0656379 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.091715 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0943034 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.00702253 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.0656379 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0943034 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.171647 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0536802 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0209623 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.124855 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.00337986 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0315142 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.273096 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.197139 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.00337986 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.273096 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0279348 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.018718 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0208322 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.0347079 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0766011 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.0391226 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0355899 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0347079 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0391226 # DEPENDENCYPART_SIBL
(18,10),(18,17),-0.103094 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0253043 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.000935339 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0176893 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0803353 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.00647962 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0839159 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0803353 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.323439 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0569953 # DEPENDENCYPART_SIBL
(18,11),(18,20),0.0422579 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.302175 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0846539 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0345372 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.302175 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0877147 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.00620934 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0947298 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.150312 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0303276 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.135248 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0843481 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.00424807 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0816444 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0656379 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0943034 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.171647 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0536802 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.0209623 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0803353 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.323439 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0569953 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0422579 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0843481 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.00424807 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0816444 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0734542 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0363475 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0322674 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0756979 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.00270201 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.247989 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0774594 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.15001 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.122848 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0822068 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.0855733 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0106915 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.00270201 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0822068 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0106915 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.224767 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.00256846 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0126734 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.000559317 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0538721 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.262157 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.00960658 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.1902 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.137956 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0595946 # DEPENDENCYPART_SIBL
(19,4),(19,12),0.132308 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0285577 # DEPENDENCYPART_SIBL
(19,4),(19,14),0.0538721 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0595946 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0285577 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.145934 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0537386 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0106168 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.00200252 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.240852 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.07014 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.150983 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.123226 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.081844 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0859069 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0110643 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.0108336 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.081844 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0110643 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.210289 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0107001 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0127734 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.000468004 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.224581 # DEPENDENCYPART_SIBL
(19,7),(19,9),-5.85382e-05 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0846189 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.182163 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0794697 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0840826 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0377465 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.182163 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.0840826 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.186776 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0376478 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0272701 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0296268 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.647001 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.292778 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.459699 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.525062 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.34744 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.563221 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.459699 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.34744 # DEPENDENCYPART_SIBL
(19,8),(19,17),-1.11514 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.563387 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.000490241 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0465685 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.0816413 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.1158 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0106137 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0546694 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0836311 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.1158 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0546694 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.114192 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0834653 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0139057 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0222427 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.13935 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0553927 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0445985 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.100409 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.13935 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0445985 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0805284 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.10031 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0523526 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.00591759 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0261418 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.110549 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0125111 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.227892 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.110549 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.430132 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0123482 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0108194 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0191312 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.137153 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0447467 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.107533 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.137153 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0616169 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0446398 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.00317051 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0145628 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0292827 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.134497 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.141692 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0267475 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0291786 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0135646 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0307783 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.081844 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0110643 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.210289 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0107001 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0127734 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.000468004 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.110549 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.430132 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0123482 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0108194 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0191312 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.0267475 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0291786 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0135646 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0307783 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.636152 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.000642045 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0247939 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0126734 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.000559317 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00886415 # DEPENDENCYPART_SIBL
(20,3),(20,4),0.0206543 # DEPENDENCYPART_SIBL
(20,3),(20,6),-0.00706168 # DEPENDENCYPART_SIBL
(20,3),(20,11),-0.061828 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.0998413 # DEPENDENCYPART_SIBL
(20,3),(20,13),0.0980514 # DEPENDENCYPART_SIBL
(20,3),(20,14),-0.00706168 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.061828 # DEPENDENCYPART_SIBL
(20,3),(20,16),0.0980514 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.171334 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.00707877 # DEPENDENCYPART_SIBL
(20,3),(20,19),0.0258107 # DEPENDENCYPART_SIBL
(20,4),(20,6),0.0240072 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0473455 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.147909 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.101662 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0240072 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0473455 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.101662 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.124053 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0239901 # DEPENDENCYPART_SIBL
(20,4),(20,19),0.0645939 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.0656379 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0960152 # DEPENDENCYPART_SIBL
(20,6),(20,13),0.0943036 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0070149 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0656379 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.0943036 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.16734 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.00703199 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.0269906 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0219919 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0803326 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.00649166 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0839136 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0803326 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.319127 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.00645912 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.228157 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.306475 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0889617 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.030237 # DEPENDENCYPART_SIBL
(20,12),(20,16),0.306475 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0748066 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0889456 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0133275 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.150332 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.030321 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.135241 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.088669 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.150324 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.068981 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0656379 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0943036 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.16734 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.00703199 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0269906 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0803326 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.319127 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00645912 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.228157 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.088669 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.150324 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.068981 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.439044 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.783676 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0258107 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.0245797 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.0105193 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.0277049 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0937295 # DEPENDENCYPART_SIBL
(21,3),(21,9),0.0410012 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.0627623 # DEPENDENCYPART_SIBL
(21,3),(21,11),-0.130157 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0642437 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.0176719 # DEPENDENCYPART_SIBL
(21,3),(21,14),-0.0105193 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.130157 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0176719 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.042209 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.0105919 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.0937295 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.0105193 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0607792 # DEPENDENCYPART_SIBL
(21,4),(21,6),0.0266752 # DEPENDENCYPART_SIBL
(21,4),(21,7),0.0358975 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.142577 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.0621861 # DEPENDENCYPART_SIBL
(21,4),(21,10),0.0686321 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.118106 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.0941444 # DEPENDENCYPART_SIBL
(21,4),(21,13),0.0247243 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.0266752 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.118106 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0247243 # DEPENDENCYPART_SIBL
(21,4),(21,17),0.107066 # DEPENDENCYPART_SIBL
(21,4),(21,18),0.0266026 # DEPENDENCYPART_SIBL
(21,4),(21,19),0.142577 # DEPENDENCYPART_SIBL
(21,4),(21,20),0.0266752 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0616721 # DEPENDENCYPART_SIBL
