# _root_ Ormanda atını oradan oraya sürmüş ve kuleye varmış sonunda . Fakat sağa bakmış , sola bakmış , ne merdiven görmüş ne de yukarıya _ _ çıkılacak başka bir şey .
#goldHeads=5,5,5,5,6,8,8,10,8,13,13,13,14,16,16,17,20,19,20,30,29,21,24,25,26,29,29,29,18,0,
#predictedHeads=2,5,5,5,6,8,8,10,8,0,30,13,14,16,16,17,20,29,20,21,26,21,25,25,26,29,29,29,30,0,
(8,15),(15,28),-0.546317 # DEPENDENCYPART_GRANDPAR
(8,16),(16,1),-0.297386 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-0.199991 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.195115 # DEPENDENCYPART_GRANDPAR
(8,16),(16,4),-0.399419 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),0.464182 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-0.0692994 # DEPENDENCYPART_GRANDPAR
(8,16),(16,7),-0.225659 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.589268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,9),0.0690214 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),-0.315092 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),-0.069415 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.244555 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),-0.343757 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.124204 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.476822 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.170539 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.25418 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.112709 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.567985 # DEPENDENCYPART_GRANDPAR
(8,16),(16,25),-0.400903 # DEPENDENCYPART_GRANDPAR
(8,16),(16,29),-0.13264 # DEPENDENCYPART_GRANDPAR
(8,20),(20,1),-0.297386 # DEPENDENCYPART_GRANDPAR
(8,20),(20,2),-0.199991 # DEPENDENCYPART_GRANDPAR
(8,20),(20,3),-0.195115 # DEPENDENCYPART_GRANDPAR
(8,20),(20,4),-0.399419 # DEPENDENCYPART_GRANDPAR
(8,20),(20,5),0.464182 # DEPENDENCYPART_GRANDPAR
(8,20),(20,6),-0.0692994 # DEPENDENCYPART_GRANDPAR
(8,20),(20,7),-0.225659 # DEPENDENCYPART_GRANDPAR
(8,20),(20,8),-0.59184 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,20),(20,9),0.0668665 # DEPENDENCYPART_GRANDPAR
(8,20),(20,10),-0.317667 # DEPENDENCYPART_GRANDPAR
(8,20),(20,11),-0.07816 # DEPENDENCYPART_GRANDPAR
(8,20),(20,12),-0.24526 # DEPENDENCYPART_GRANDPAR
(8,20),(20,13),-0.34633 # DEPENDENCYPART_GRANDPAR
(8,20),(20,14),-0.126779 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.477527 # DEPENDENCYPART_GRANDPAR
(8,20),(20,16),-0.56519 # DEPENDENCYPART_GRANDPAR
(8,20),(20,17),-0.237304 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.10093 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.332144 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.234831 # DEPENDENCYPART_GRANDPAR
(8,20),(20,22),-0.209911 # DEPENDENCYPART_GRANDPAR
(8,20),(20,23),-0.2057 # DEPENDENCYPART_GRANDPAR
(8,20),(20,24),-0.322876 # DEPENDENCYPART_GRANDPAR
(8,20),(20,25),-0.409302 # DEPENDENCYPART_GRANDPAR
(8,20),(20,29),-0.153098 # DEPENDENCYPART_GRANDPAR
(8,23),(23,19),-0.274951 # DEPENDENCYPART_GRANDPAR
(8,23),(23,20),-0.553692 # DEPENDENCYPART_GRANDPAR
(8,23),(23,21),-0.182805 # DEPENDENCYPART_GRANDPAR
(8,23),(23,22),0.149943 # DEPENDENCYPART_GRANDPAR
(8,23),(23,24),-0.376659 # DEPENDENCYPART_GRANDPAR
(8,23),(23,25),-0.463086 # DEPENDENCYPART_GRANDPAR
(8,23),(23,26),0.0932401 # DEPENDENCYPART_GRANDPAR
(8,23),(23,27),-0.175632 # DEPENDENCYPART_GRANDPAR
(8,23),(23,28),-0.561573 # DEPENDENCYPART_GRANDPAR
(8,23),(23,29),-0.214867 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.671864 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.676843 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.665878 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.502974 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.688903 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.677937 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.571307 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),-0.330219 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.692559 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.683926 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.572975 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.447318 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.154202 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.340207 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.660899 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.551108 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.426547 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.237675 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.20848 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.221125 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.641885 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.639897 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.504637 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.391877 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.278816 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.197654 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.167003 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.487292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.280957 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.176586 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.316555 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.339034 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.36401 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.523271 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-0.463817 # DEPENDENCYPART_GRANDPAR
(9,8),(8,23),-0.507767 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),0.0737791 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),0.075897 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),0.034894 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.00943509 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.194324 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0371185 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.107366 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),0.517607 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-0.607959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.237265 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.376077 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.22149 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.355233 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.35121 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.405691 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.438546 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.0742836 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0766221 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),0.0816698 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),0.0267167 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.0079228 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),0.135181 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),0.092369 # DEPENDENCYPART_GRANDPAR
(10,7),(7,11),-0.351483 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.0132401 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.0111222 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.0521252 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.0964543 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),0.159416 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),0.0293876 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.248057 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),0.517607 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.607959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.315885 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.237265 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.376077 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.22617 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.22149 # DEPENDENCYPART_GRANDPAR
(10,8),(8,20),-0.458677 # DEPENDENCYPART_GRANDPAR
(10,8),(8,23),-0.574756 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.199348 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.194806 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.24732 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.287354 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.057258 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),0.0643739 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.10064 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.132084 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.149956 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.186982 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),0.293321 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.45881 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.151115 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.47111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),-0.187348 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.105342 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-0.306455 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.394339 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-0.391451 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.440839 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.483015 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.162036 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.250516 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.132272 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.216934 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),0.296722 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.402539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),-0.248561 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.0719915 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0690017 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.22721 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.0948063 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.252978 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.257752 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-0.394339 # DEPENDENCYPART_GRANDPAR
(10,16),(16,2),-0.391451 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.440839 # DEPENDENCYPART_GRANDPAR
(10,16),(16,4),-0.483015 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-0.162036 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-0.250516 # DEPENDENCYPART_GRANDPAR
(10,16),(16,7),-0.132272 # DEPENDENCYPART_GRANDPAR
(10,16),(16,8),-0.216934 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),0.296722 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.402539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),-0.248561 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),-0.0719915 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.0535915 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.0399956 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0608965 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.170629 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.368251 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),0.0871429 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.0948063 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.257752 # DEPENDENCYPART_GRANDPAR
(10,16),(16,29),-0.153025 # DEPENDENCYPART_GRANDPAR
(10,20),(20,1),-0.394339 # DEPENDENCYPART_GRANDPAR
(10,20),(20,2),-0.391451 # DEPENDENCYPART_GRANDPAR
(10,20),(20,3),-0.440839 # DEPENDENCYPART_GRANDPAR
(10,20),(20,4),-0.483015 # DEPENDENCYPART_GRANDPAR
(10,20),(20,5),-0.162036 # DEPENDENCYPART_GRANDPAR
(10,20),(20,6),-0.250516 # DEPENDENCYPART_GRANDPAR
(10,20),(20,7),-0.132272 # DEPENDENCYPART_GRANDPAR
(10,20),(20,8),-0.216934 # DEPENDENCYPART_GRANDPAR
(10,20),(20,9),0.296722 # DEPENDENCYPART_GRANDPAR
(10,20),(20,10),-0.400728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,20),(20,11),-0.249123 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.0678751 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.0517782 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.0381846 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.0567802 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),0.102809 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.139812 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.382114 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.2303 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.426918 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.459233 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.132087 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.263182 # DEPENDENCYPART_GRANDPAR
(10,20),(20,25),-0.267956 # DEPENDENCYPART_GRANDPAR
(10,20),(20,29),-0.163736 # DEPENDENCYPART_GRANDPAR
(10,24),(24,9),0.316888 # DEPENDENCYPART_GRANDPAR
(10,24),(24,17),-0.380383 # DEPENDENCYPART_GRANDPAR
(10,24),(24,19),-0.711065 # DEPENDENCYPART_GRANDPAR
(10,24),(24,20),-0.404541 # DEPENDENCYPART_GRANDPAR
(10,24),(24,21),-0.685645 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.709712 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.886131 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-0.731037 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-0.578831 # DEPENDENCYPART_GRANDPAR
(10,25),(25,3),-0.385846 # DEPENDENCYPART_GRANDPAR
(10,25),(25,4),-0.441873 # DEPENDENCYPART_GRANDPAR
(10,25),(25,6),-0.2184 # DEPENDENCYPART_GRANDPAR
(10,25),(25,7),-0.0796512 # DEPENDENCYPART_GRANDPAR
(10,25),(25,9),0.316888 # DEPENDENCYPART_GRANDPAR
(10,25),(25,10),-0.637548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,25),(25,12),-0.548639 # DEPENDENCYPART_GRANDPAR
(10,25),(25,14),-0.278756 # DEPENDENCYPART_GRANDPAR
(10,25),(25,15),-0.537544 # DEPENDENCYPART_GRANDPAR
(10,25),(25,16),-0.167355 # DEPENDENCYPART_GRANDPAR
(10,25),(25,17),-0.380383 # DEPENDENCYPART_GRANDPAR
(10,25),(25,18),-0.636209 # DEPENDENCYPART_GRANDPAR
(10,25),(25,19),-0.711065 # DEPENDENCYPART_GRANDPAR
(10,25),(25,20),-0.404541 # DEPENDENCYPART_GRANDPAR
(10,25),(25,21),-0.685645 # DEPENDENCYPART_GRANDPAR
(10,25),(25,22),-0.709712 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),-0.886131 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),-0.600042 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.731037 # DEPENDENCYPART_GRANDPAR
(10,25),(25,29),-0.578831 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),0.0319594 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0360544 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0438903 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.00408615 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0124572 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0974163 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0554638 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0622375 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.46641 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.343705 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.36458 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-0.27845 # DEPENDENCYPART_GRANDPAR
(11,7),(7,2),-0.116761 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.138309 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.085426 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),0.0355736 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),0.105667 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-0.50992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),0.0194588 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.048555 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.056391 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.00841452 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),0.0446684 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),0.169115 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0872306 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0622375 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.46641 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.488604 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.343705 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-0.36458 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.297921 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.27845 # DEPENDENCYPART_GRANDPAR
(11,8),(8,20),-0.483698 # DEPENDENCYPART_GRANDPAR
(11,8),(8,23),-0.507132 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.0726844 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.13714 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.156249 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.108761 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),0.0855026 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.00135407 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.173515 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.10503 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.012714 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0456047 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.262444 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.112042 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.495775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.331456 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.372041 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.285911 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.491158 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.592568 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-0.658484 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.378475 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.362837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.0981452 # DEPENDENCYPART_GRANDPAR
(11,12),(12,28),-0.310897 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.695256 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.233904 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),0.254091 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.563825 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.143718 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.0484851 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.566684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.502636 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.462323 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.601202 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.441004 # DEPENDENCYPART_GRANDPAR
(12,10),(10,25),-0.644907 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.811706 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),0.181474 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.680274 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.18113 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.293431 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.553331 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,8),-1.0451 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.148537 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.461826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.464281 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.676213 # DEPENDENCYPART_GRANDPAR
(12,14),(14,29),0.338847 # DEPENDENCYPART_GRANDPAR
(12,28),(28,27),-0.340083 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),0.0592954 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.046176 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.0934354 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.267248 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.0089066 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.130705 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.117776 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.105194 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),0.0475477 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.0965675 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.0611939 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.140717 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),0.0523032 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.333573 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),0.613011 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.0847361 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0155906 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.0680565 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.597288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.355099 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.0879022 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.0531741 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.0335281 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.106749 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.989714 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.412636 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.080316 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.0630415 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.138404 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),0.658291 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),0.182117 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),0.0971056 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),0.035047 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.109068 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0736945 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.153217 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.532387 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.106454 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.161269 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0847361 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.0155906 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.185377 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.0680565 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.597288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,15),-0.134809 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.355099 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),-0.64887 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.406088 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),0.0777146 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.0623224 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.0408586 # DEPENDENCYPART_GRANDPAR
