# _root_ On_altı yaşında av tezkeresi _ _ alabilen _ gençler , tüm yıl boyunca _ _ avlanabiliyor , askere gitmiyor ve vergi vermiyorlar .
#goldHeads=2,6,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
#predictedHeads=2,22,4,6,6,7,9,9,16,0,12,13,16,15,16,17,19,19,20,22,22,23,0,
(16,15),(16,19),-0.0410904 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.201657 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.00335948 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0410904 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.123219 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0957602 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0497678 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0559184 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.0957602 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.0497678 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0276293 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0123033 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0324119 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0572542 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0123033 # DEPENDENCYPART_SIBL
(16,18),(16,23),-0.00773257 # DEPENDENCYPART_SIBL
(16,19),(16,20),-0.0464271 # DEPENDENCYPART_SIBL
(16,19),(16,21),-0.0500265 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0279786 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0599024 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0925765 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0467248 # DEPENDENCYPART_SIBL
(16,20),(16,23),-0.143516 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0123033 # DEPENDENCYPART_SIBL
(16,21),(16,23),-0.00773257 # DEPENDENCYPART_SIBL
(16,22),(16,23),-0.0599024 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0818131 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.0722362 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0907954 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.00574577 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.173463 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.056173 # DEPENDENCYPART_SIBL
(17,9),(17,16),0.0325191 # DEPENDENCYPART_SIBL
(17,9),(17,18),0.00262664 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.033615 # DEPENDENCYPART_SIBL
(17,9),(17,21),0.00262664 # DEPENDENCYPART_SIBL
(17,9),(17,22),-0.033615 # DEPENDENCYPART_SIBL
(17,9),(17,23),0.0249933 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.0131136 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0414413 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.0612602 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.154863 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.103363 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0885901 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0279063 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0740256 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0279063 # DEPENDENCYPART_SIBL
(17,10),(17,22),-0.0740256 # DEPENDENCYPART_SIBL
(17,10),(17,23),-0.0445988 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0381174 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.0111135 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0441968 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0100241 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0213422 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.00775816 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.0400135 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.00775816 # DEPENDENCYPART_SIBL
(17,11),(17,22),-0.0400135 # DEPENDENCYPART_SIBL
(17,11),(17,23),-0.021809 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0111016 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.172077 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0623996 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0273621 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.00520511 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0336619 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.00520511 # DEPENDENCYPART_SIBL
(17,12),(17,22),-0.0336619 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0249933 # DEPENDENCYPART_SIBL
(17,13),(17,14),-0.00889845 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0393497 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0714434 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0137621 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0479219 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0137621 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0479219 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0204363 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.572202 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.221142 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.000270415 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0317015 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.000270415 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0317015 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0088063 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.455969 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0668854 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.138055 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0668854 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.138055 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0812621 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0645292 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.139969 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0645292 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.139969 # DEPENDENCYPART_SIBL
(17,16),(17,23),-0.0650751 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.032302 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0337201 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.032302 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0173388 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.00969202 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0255374 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0431921 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.032302 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0173388 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.0431921 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.200787 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0265238 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0130156 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.154396 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0262741 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.0457294 # DEPENDENCYPART_SIBL
(18,7),(18,20),-0.126994 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0947375 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0457294 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.021327 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.00914761 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.084205 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.00371994 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.00457333 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.0650228 # DEPENDENCYPART_SIBL
(18,11),(18,21),0.0282268 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.00457333 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.783676 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.287783 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.274376 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0211832 # DEPENDENCYPART_SIBL
(18,14),(18,20),-0.306923 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.0363287 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0211832 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.359898 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.227738 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00200102 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.253241 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0257733 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.00200102 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0190006 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0121885 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0697451 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.0411493 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0121885 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.000445715 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0890269 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0422715 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.000445715 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0230302 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0232926 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0248625 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0423235 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0456072 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0125873 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.038302 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.038302 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0408537 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0408537 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.00193559 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.038302 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.143644 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0182089 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0389401 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0289826 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0234084 # DEPENDENCYPART_SIBL
(19,2),(19,15),0.0408537 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0259602 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.143644 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.038302 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.14124 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.00183869 # DEPENDENCYPART_SIBL
(19,2),(19,22),-0.0071139 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0706418 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0317593 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0317593 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.00970339 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0706418 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.157828 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.036925 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0712799 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.0147991 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.0532037 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.0317593 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.0143212 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.157828 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0706418 # DEPENDENCYPART_SIBL
(19,3),(19,20),-0.145403 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.00183869 # DEPENDENCYPART_SIBL
(19,3),(19,22),-0.0071139 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0317593 # DEPENDENCYPART_SIBL
(19,4),(19,6),0.0317593 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.00970339 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0706418 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.157828 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.036925 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0712799 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0147991 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0532037 # DEPENDENCYPART_SIBL
(19,4),(19,15),0.0317593 # DEPENDENCYPART_SIBL
(19,4),(19,16),0.0143212 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.157828 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0706418 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.14124 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.00183869 # DEPENDENCYPART_SIBL
(19,4),(19,22),-0.0071139 # DEPENDENCYPART_SIBL
(19,5),(19,6),-1.03137 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.890237 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.553839 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.444497 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.309389 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.551823 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.314828 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.943691 # DEPENDENCYPART_SIBL
(19,5),(19,15),-1.03137 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.641515 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.444497 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.553839 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.201657 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.00335948 # DEPENDENCYPART_SIBL
(19,5),(19,22),-0.0410904 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.890237 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.553839 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.444497 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.309389 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.551823 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.314828 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.943691 # DEPENDENCYPART_SIBL
(19,6),(19,15),-1.03137 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.641515 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.444497 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.553839 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.201657 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.00335948 # DEPENDENCYPART_SIBL
(19,6),(19,22),-0.0410904 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.598176 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.44274 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.229096 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.598373 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.358851 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.951543 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.928218 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.57485 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.44274 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.598176 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.229088 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.000618491 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.015361 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.157828 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.036925 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0712799 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0147991 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0532037 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.0317593 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0143212 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.157828 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0706418 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.14124 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.00183869 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.0071139 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0161033 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0433062 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0687867 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.217742 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.13294 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.106229 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.241759 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0214278 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0639353 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.00827072 # DEPENDENCYPART_SIBL
(19,10),(19,22),-0.0186727 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0244958 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0660849 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0593707 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0252189 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0600214 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.13962 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0258695 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0622219 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0119986 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.015495 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0415933 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00908326 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0575346 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0379516 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.138688 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0286663 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.134599 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.00952731 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0046761 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0892704 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0284882 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.00851658 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.171844 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0692988 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0559722 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.017425 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00107206 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.886065 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.549412 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.431953 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.620931 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.25378 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.00527488 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0151519 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.641515 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.444497 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.553839 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.201657 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00335948 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.0410904 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.170371 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00354973 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0891164 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0037541 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.0330524 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0214278 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0639353 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.00827072 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0186727 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.14124 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.00183869 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0071139 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0925765 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0467248 # DEPENDENCYPART_SIBL
(19,21),(19,22),-0.0123033 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.391153 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0711704 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0318029 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.351785 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0318029 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0254753 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.553731 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.253184 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.552486 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.253184 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0295901 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.275468 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.346854 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.275468 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0181713 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.15218 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.0554431 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.016635 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0331583 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0280538 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.016635 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.213604 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.0163172 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.157698 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0229723 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.117925 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.157698 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.000464292 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.00914739 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0842049 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.00371994 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0961551 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0842049 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.0118267 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.360536 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.228376 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.331901 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.360536 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.135943 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0190006 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.100749 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.1152 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0762425 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.00254712 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0937466 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0408796 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.187237 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0360522 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0762425 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0343711 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0343711 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0447846 # DEPENDENCYPART_SIBL
(22,2),(22,6),0.0447846 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.00586652 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.0343711 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.139713 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.014278 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.0350091 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.0329135 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.0194775 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0447846 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0298911 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.139713 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0343711 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.0298911 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0656953 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.00700171 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0714723 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0667109 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.0356902 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.0356902 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.00577245 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0667109 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.153897 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.032994 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.067349 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.01873 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0492728 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.0356902 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0182521 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.153897 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0667109 # DEPENDENCYPART_SIBL
(22,3),(22,19),0.0182521 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0895657 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0393415 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.071472 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.0356902 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.0356902 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.00577245 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.0667109 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.153897 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.032994 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.067349 # DEPENDENCYPART_SIBL
