# _root_ Annem , telefonda dedeme bir doğum günü partisi _ düzenlediklerini söyledi , yarın dönsem iyi olurmuş ...
#goldHeads=11,0,11,9,8,7,8,9,10,11,12,16,14,16,16,17,0,
#predictedHeads=11,0,11,11,6,7,8,9,10,11,12,16,14,16,16,17,0,
(17,11),(17,12),-0.155095 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.200397 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.261921 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.195973 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.256779 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0199471 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0402202 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.00743455 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.0453822 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0709887 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0345236 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0710716 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.211158 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.269401 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0231152 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0261913 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.297857 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.526356 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.0472907 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.602017 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0228522 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.699164 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.589341 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.993856 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.898058 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-1.19279 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-1.19308 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-2.8187 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-1.63787 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.601099 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.712594 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.699164 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.589341 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.603431 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-1.99024 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.232926 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.301359 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.714612 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.504567 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-1.04269 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.398913 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.01376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,11),0.171673 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.148924 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.0637093 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.85752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.211137 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.437369 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0242869 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.561035 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.637049 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.585259 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.923323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.179359 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.515353 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.589537 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.139635 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.712907 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.773169 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.936086 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.0925047 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.615146 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.352761 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.670839 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.0704144 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.290489 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.512777 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.519366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.362209 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.427637 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.661329 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),0.106223 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.268123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.0521602 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.142711 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.223113 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0720679 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.191257 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.307555 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.235118 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.45033 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.0938226 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.344553 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.439818 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.498231 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.541499 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),0.112168 # DEPENDENCYPART_GRANDPAR
(2,14),(14,3),0.0509297 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.143941 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0732985 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.192488 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.308785 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.247434 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.451561 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.394143 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),8.98552e-05 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.445935 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.0593756 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.490486 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),0.112168 # DEPENDENCYPART_GRANDPAR
(2,16),(16,3),0.0560058 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.138865 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.0682223 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.187412 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.303709 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.242261 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.446485 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.389085 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),0.00516574 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.440859 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.461209 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.184283 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.513935 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.324938 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.553503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.164339 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.504634 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0432954 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.590951 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.519432 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.86352 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.76377 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.266629 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.315969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0432023 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.289828 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.250996 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.240941 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),-0.125294 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.76377 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.266629 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.315969 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.0468827 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.109221 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.269729 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.216058 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.598781 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.266629 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.315975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0468891 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.109227 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.351867 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.213206 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0750915 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.129611 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.593968 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.12696 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.284817 # DEPENDENCYPART_GRANDPAR
(4,1),(1,5),0.0621913 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.212921 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.0119658 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.299239 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.138219 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.451657 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.408951 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.0325318 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.555613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.0621913 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.578974 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.606019 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.396489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,1),-0.708509 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.0686512 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.521747 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.318079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.117309 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.330812 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.327637 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.182267 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.0686512 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.521747 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.318085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.117303 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.338519 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.324785 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.182525 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.169785 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.177453 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.684218 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.495118 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.389341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,6),-0.415248 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.439746 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.452618 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),0.0031491 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.164182 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.114773 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.166516 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.280551 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0300827 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.191253 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.0870472 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.291382 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.077466 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.373623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.219864 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.243079 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.204419 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.388084 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.517636 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.237801 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.203629 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0224908 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.289946 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.194891 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.557729 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.443702 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.22874 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.54432 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.237801 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.932062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.739655 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.440991 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.22874 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.455645 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.237801 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.932062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.739655 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.108366 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.560369 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.329775 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.754566 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.777777 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.292919 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.691608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.489543 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0170525 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.339348 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.283673 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.329775 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.754566 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.777777 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.292919 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.691601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.50212 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.00811447 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.188289 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.319655 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.0881032 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.274735 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.7156 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-0.727937 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.751148 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.768336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),-0.573382 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.614007 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.196184 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.332445 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.105499 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.243885 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.446744 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0104832 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.255294 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.310384 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.264682 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.220896 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.138196 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.390518 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.700382 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.430993 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.715572 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.532457 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.220464 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-0.931039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.697671 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.430993 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.7018 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.532457 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.216387 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.931039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,14),-0.0516715 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.731547 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.729581 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.457537 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.733709 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.688766 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.460489 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.931039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.711405 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.303994 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.518083 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.986276 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.94903 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.587575 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.456848 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.693503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.0757624 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.313242 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.243554 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.126448 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.125874 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.835038 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.426449 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.836296 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.79905 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.529437 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.306868 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.907152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.68752 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.228266 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0615212 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),0.193899 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.133308 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.154726 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.105677 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.128535 # DEPENDENCYPART_GRANDPAR
(7,13),(13,5),-0.587576 # DEPENDENCYPART_GRANDPAR
(7,13),(13,8),-0.474901 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),-0.00279319 # DEPENDENCYPART_GRANDPAR
(7,13),(13,10),-0.37272 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),-0.0237078 # DEPENDENCYPART_GRANDPAR
(7,13),(13,12),-0.134514 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.126261 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.147973 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.126061 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-0.957837 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.959648 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.922402 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.43022 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.764765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.545132 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.0977465 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.442953 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0364483 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.0978102 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.356198 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.0462119 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.206225 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.242956 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0489541 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.257926 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.00969638 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.38977 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.47478 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.114236 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.464589 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.250439 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0693659 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.139974 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.472069 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.114236 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.49659 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.250439 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0652888 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.144051 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),0.0768288 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.478883 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.490802 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.127604 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.515323 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.413048 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.145379 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.144051 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.971371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,16),-0.303245 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.123175 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.512471 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.410196 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.107467 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0235134 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.971371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.23566 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-0.437771 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.303245 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-0.620988 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-0.118874 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.642638 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.548059 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.247415 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.155763 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),0.0565022 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.947488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.155123 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),0.0306837 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),0.2239 # DEPENDENCYPART_GRANDPAR
