# _root_ Ancak özellikle evrenbilim ve parçacık fiziğinde bugün bu ilke ne yazık ki _ çiğnenmiş , bu iki bilim dalı metafizik öğelerle , hayaletlerle dolmuştur .
#goldHeads=15,14,4,6,6,13,14,9,14,11,12,14,14,15,24,19,19,19,24,21,22,23,24,25,0,
#predictedHeads=25,3,4,5,6,14,14,9,10,11,14,11,14,15,24,19,18,19,24,21,24,0,24,25,0,
(9,4),(4,3),-0.0446253 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.36147 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.266751 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.123268 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.501299 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.0829943 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.409132 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.266751 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.123268 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.133718 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.143759 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.0829943 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-0.918416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.185914 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.289134 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.135079 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.156101 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.45123 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0830028 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.918437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.185915 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.315283 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.221571 # DEPENDENCYPART_GRANDPAR
(9,7),(7,24),-0.473503 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.471749 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.11904 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-0.333439 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-0.596534 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.358029 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-0.463501 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-0.75863 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.388058 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.836466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,4),-0.338891 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.756789 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.386217 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-0.833533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0345976 # DEPENDENCYPART_GRANDPAR
(9,13),(13,2),-0.424565 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.426754 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.293721 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.58885 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.178952 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.262513 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.894531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.0450422 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.136302 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.163824 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.256866 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.211442 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.304587 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.225824 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),0.1183 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.101512 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.13952 # DEPENDENCYPART_GRANDPAR
(9,13),(13,24),-0.274879 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.30617 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.522521 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.550108 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.34907 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.417075 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.712204 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.321827 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.312647 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.752144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.00667066 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.119277 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.121939 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.215025 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.2276 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.33223 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.248885 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.0902455 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.265945 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.167575 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.299625 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.356922 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.156078 # DEPENDENCYPART_GRANDPAR
(9,24),(24,1),-0.30617 # DEPENDENCYPART_GRANDPAR
(9,24),(24,2),-0.522521 # DEPENDENCYPART_GRANDPAR
(9,24),(24,3),-0.550108 # DEPENDENCYPART_GRANDPAR
(9,24),(24,4),-0.34907 # DEPENDENCYPART_GRANDPAR
(9,24),(24,5),-0.417075 # DEPENDENCYPART_GRANDPAR
(9,24),(24,6),-0.712204 # DEPENDENCYPART_GRANDPAR
(9,24),(24,7),-0.321827 # DEPENDENCYPART_GRANDPAR
(9,24),(24,9),-0.752144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,24),(24,10),-0.00667066 # DEPENDENCYPART_GRANDPAR
(9,24),(24,12),-0.121939 # DEPENDENCYPART_GRANDPAR
(9,24),(24,13),-0.215025 # DEPENDENCYPART_GRANDPAR
(9,24),(24,14),-0.357471 # DEPENDENCYPART_GRANDPAR
(9,24),(24,15),-0.151373 # DEPENDENCYPART_GRANDPAR
(9,24),(24,16),-0.0743788 # DEPENDENCYPART_GRANDPAR
(9,24),(24,17),-0.118534 # DEPENDENCYPART_GRANDPAR
(9,24),(24,18),-0.421909 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),-0.520742 # DEPENDENCYPART_GRANDPAR
(9,24),(24,20),-0.435916 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.0994164 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.393221 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.357237 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.356922 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.253088 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.356733 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.170458 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.18111 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.324059 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.228287 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.064815 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),0.0991038 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.454463 # DEPENDENCYPART_GRANDPAR
(10,3),(3,16),-0.344272 # DEPENDENCYPART_GRANDPAR
(10,3),(3,24),-0.625417 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.190045 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.20894 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.281582 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.340423 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.239347 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.175068 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.160924 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.064815 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.18111 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.239347 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.175068 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.214254 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0708817 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.064815 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.0991038 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-0.547393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,3),-0.246445 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.173285 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.221352 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.153989 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.0648156 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),0.0990885 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-0.547393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,13),-0.454484 # DEPENDENCYPART_GRANDPAR
(10,7),(7,16),-0.344272 # DEPENDENCYPART_GRANDPAR
(10,7),(7,24),-0.625417 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.18111 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.239347 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.175068 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.214254 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.146891 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.100942 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.0325949 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-0.547393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,12),-0.324957 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.454463 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.397119 # DEPENDENCYPART_GRANDPAR
(10,9),(9,16),-0.344272 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.625417 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.063845 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.176746 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.0161777 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.123073 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.0585412 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.0238696 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0227478 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-0.135202 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.289378 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.263458 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.208089 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),0.0190134 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.466202 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.44274 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.658944 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.740864 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.435608 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.636541 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.424177 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.65851 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.468304 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.475112 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.48248 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.0928527 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.643639 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.422394 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.665608 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.644225 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.475112 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.482495 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.0949198 # DEPENDENCYPART_GRANDPAR
(12,7),(7,13),-0.368029 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.331824 # DEPENDENCYPART_GRANDPAR
(12,7),(7,24),-0.567675 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.435608 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.636541 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.424177 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.65851 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.637127 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.530642 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.487675 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0928527 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-0.542834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.368009 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.357794 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.331824 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.567675 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.444908 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.620167 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.445717 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.642136 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.620753 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.471065 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.496413 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.229993 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.290468 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.317611 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.529014 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.383938 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.274424 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.286766 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-0.594372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,16),-0.238646 # DEPENDENCYPART_GRANDPAR
(13,3),(3,24),-0.454493 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.271216 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.296987 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.295169 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.274424 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.317611 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.271216 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.296987 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.247406 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.343162 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.274424 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.286766 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.105246 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.294335 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.311669 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.270524 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.181755 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.277053 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.289409 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.112289 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.594434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,16),-0.238667 # DEPENDENCYPART_GRANDPAR
(13,7),(7,24),-0.454513 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.225662 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.268182 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.317611 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.271216 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.296987 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.247406 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.158637 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.249639 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.245544 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.105246 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.102979 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.594372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.308783 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.238646 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.454493 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.199403 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.221001 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.275038 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.19719 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.108421 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.142191 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.100018 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.069243 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.141941 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.296901 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.165419 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.20794 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.157016 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0304782 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.35292 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.520778 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.658811 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.467409 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.635 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.546231 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.573447 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.544479 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.537827 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.18501 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.381118 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.0634895 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.511732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,18),0.0543412 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.0220641 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.0847002 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.000358103 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.187437 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.0855556 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.356134 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.530061 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.530774 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.334145 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.411414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),-0.199349 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),-0.261424 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0176649 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.113957 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0399883 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.0625109 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),0.0155782 # DEPENDENCYPART_GRANDPAR
(13,18),(18,23),-0.0696193 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.530774 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.334145 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.057585 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.411377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.199311 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.261387 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0177042 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.113919 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0342295 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0359189 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.0421702 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.0122612 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.0430273 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),-0.199311 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),-0.261387 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0177042 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.113919 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.0342295 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.0778769 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),0.0201467 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.0243378 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.0650508 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.281175 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.057585 # DEPENDENCYPART_GRANDPAR
(13,21),(21,14),-0.199311 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.261387 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.0177042 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.113919 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.0342295 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.0778769 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.187517 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0164514 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.0526597 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.273289 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.326048 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.315032 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),-0.0563904 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.828132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),-0.485752 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.329654 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.174641 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.29267 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),-0.336167 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.445807 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.362285 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.0274884 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),0.241049 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.353238 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.113919 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.0342295 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.0778769 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.187517 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.103995 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.259891 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.372439 # DEPENDENCYPART_GRANDPAR
(13,24),(24,1),-0.35292 # DEPENDENCYPART_GRANDPAR
(13,24),(24,2),-0.520778 # DEPENDENCYPART_GRANDPAR
(13,24),(24,3),-0.658811 # DEPENDENCYPART_GRANDPAR
(13,24),(24,4),-0.467409 # DEPENDENCYPART_GRANDPAR
(13,24),(24,5),-0.635 # DEPENDENCYPART_GRANDPAR
(13,24),(24,6),-0.546231 # DEPENDENCYPART_GRANDPAR
(13,24),(24,7),-0.573447 # DEPENDENCYPART_GRANDPAR
(13,24),(24,9),-0.537827 # DEPENDENCYPART_GRANDPAR
(13,24),(24,10),-0.18501 # DEPENDENCYPART_GRANDPAR
(13,24),(24,12),-0.0634895 # DEPENDENCYPART_GRANDPAR
(13,24),(24,13),-0.511732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,24),(24,14),-0.240591 # DEPENDENCYPART_GRANDPAR
(13,24),(24,15),-0.260054 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),-0.0643935 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),-0.0929748 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.0792534 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.121684 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.231323 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.147802 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.258558 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.232999 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.530061 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.189943 # DEPENDENCYPART_GRANDPAR
