# _root_ Sen donunu taşı , dedi Recep oğlana , kayığın üstünde _ unuttuğu donu _ gösterip .
#goldHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
#predictedHeads=3,3,4,5,16,5,5,0,10,11,12,13,14,15,5,0,
(0,5),(5,9),-0.937187 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.815388 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-2.23448 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),-0.932393 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-2.82075 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.490088 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.111079 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-1.17562 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.653961 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.157502 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.913637 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-1.62913 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.819878 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-2.49936 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.936816 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-3.08563 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),-0.306576 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),-0.0995897 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),-0.116793 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),1.07669 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.165874 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.847057 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),-0.734186 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-2.3196 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.844226 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-2.90586 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.419649 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.0673537 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.79282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.355746 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.175505 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.534078 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.233896 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.25039 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.462374 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.729014 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.250094 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.459193 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.533987 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.608084 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.442045 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.460097 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.244814 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.544896 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.109066 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.10814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.202962 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.10118 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.272966 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.148459 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.21226 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.609978 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.259914 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.90711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.149279 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.0722043 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.0791157 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.274982 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.147691 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.564004 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.155437 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.203892 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.0947309 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.0907126 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.32429 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.848139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.178599 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.658574 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0140772 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.613936 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.259813 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.849173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.178942 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.659607 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.00393319 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.399531 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0618173 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.125105 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.0552807 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.613935 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.65857 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.138516 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.102978 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.492028 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.107129 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.227879 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.134308 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.613935 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.259812 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.848778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),-0.659213 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.00292732 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.139869 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.102334 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.212104 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.104527 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),0.211085 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.412094 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),0.0341513 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.985119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.260979 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.797093 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.236188 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.384962 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0205941 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.459367 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.877936 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.0993787 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.180883 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.0540776 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.271869 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.613935 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.259812 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),0.102977 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.210751 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.630711 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.00653462 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),0.129917 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),0.0465323 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.0322623 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.272761 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.412094 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),0.0341513 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.985119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.260979 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.236188 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.384962 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.0205941 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.459367 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.877936 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.230501 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.0832177 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.511721 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0540776 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.271869 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-0.233577 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.100903 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.242445 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.314679 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.734639 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.367412 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.0423157 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.25305 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.231481 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.370711 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.347857 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.400159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.149545 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.373947 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.410474 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.3326 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.50576 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.201339 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.642793 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.248269 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.20917 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.109315 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.0884515 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),0.222202 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.0653493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.13513 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.227972 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.433095 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.130554 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.302022 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.214161 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.429982 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),0.167231 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),0.0288199 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.160736 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),0.277947 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.196705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.124116 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.180416 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.0599758 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),0.01391 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),0.25467 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.395481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.133395 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.525835 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.579269 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.00428879 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.504222 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.676471 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.691516 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.21635 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.2228 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.4902 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.115612 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.144044 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.203064 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0172628 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.190218 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.175633 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0749623 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),0.223001 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.00223857 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.243706 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.0599758 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),0.01391 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),0.25467 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.395481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,6),-0.525835 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.579269 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.00428879 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.504222 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.676471 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.228249 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.237839 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.818763 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.2228 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.4902 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.466716 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),0.465613 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.292249 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0376804 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0614611 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.715428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.239946 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.289968 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.221815 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.549893 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),0.43409 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.455766 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),0.414681 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.498197 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.269113 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.0365141 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.147078 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.481958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.0509755 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),0.680853 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.178336 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),0.661444 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.678645 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.00497678 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.622797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.122685 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.577322 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.291693 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.678174 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.00261714 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.623831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.0840832 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.209859 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.0304242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.274243 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),0.567529 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.489778 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),0.0848429 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.860917 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.32818 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.396209 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.245078 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),1.03283 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.156131 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),1.01342 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.577321 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.622793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,7),-0.153245 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.407339 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.367863 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.578079 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.0730809 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.283447 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.577321 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.291692 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.678173 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.623436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.0850891 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.154598 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.407982 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0868317 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.575478 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0562869 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.365488 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),0.0119293 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.56722 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),0.132761 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.733603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),-0.293884 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.369369 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.471585 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.303774 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.629571 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.19218 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.820942 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.336974 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.426057 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.577321 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.291692 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.407339 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0854794 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.412666 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.637279 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0928072 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),0.558781 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.388446 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.485411 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.365488 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),0.0119293 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.56722 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),0.132761 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),-0.293884 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.369369 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.471585 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.303774 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.629571 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),0.425745 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0458292 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.536659 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.336974 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.426057 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.257105 # DEPENDENCYPART_GRANDPAR
(5,15),(15,6),-0.181356 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.249611 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.181844 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.509032 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.415109 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),0.778118 # DEPENDENCYPART_GRANDPAR
(5,16),(16,2),-0.180623 # DEPENDENCYPART_GRANDPAR
(5,16),(16,3),-0.720566 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.0407485 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.646982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,8),-0.484858 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-0.269847 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),-0.598896 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.330585 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.503112 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),0.311176 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.516366 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.402134 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.371928 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.788373 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.642852 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.735669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.211791 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.0298546 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.304854 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.0641942 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.102222 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.080986 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.296806 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.385074 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0233389 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.351801 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.792268 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.794239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,11),-0.104107 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.167542 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.120899 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.424556 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.407388 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.519518 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.487126 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.749276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.225398 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0120233 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.043462 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.318461 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.0680402 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.115829 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.084832 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.303931 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.286593 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.693208 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.71165 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.730251 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.765745 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.738295 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.518017 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.136883 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),0.240879 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),0.173651 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.246643 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.40306 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.278623 # DEPENDENCYPART_GRANDPAR
