# _root_ Gazetecilere uçak havada _ yanarak geldi yere _ çakıldı _ diyen tanıklar , anket heyetinin _ hazırladığı raporlara göre , _ _ farklı konuşmuşlardı .
#goldHeads=10,6,6,5,6,10,9,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
#predictedHeads=6,3,4,5,6,9,6,9,10,11,12,24,0,15,16,17,18,19,24,0,22,23,24,25,0,
(18,15),(18,19),-0.00250112 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0314854 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0676383 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0429459 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0209518 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.00699361 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.347694 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0421096 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.082585 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.019268 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0478564 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.0257743 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.00200102 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.00676865 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0470347 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0428016 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0123316 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0947404 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0457293 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0175772 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.00609516 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0228085 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0013966 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0264008 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0652752 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.0337043 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.057548 # DEPENDENCYPART_SIBL
(18,20),(18,24),-0.0409097 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0156297 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0343011 # DEPENDENCYPART_SIBL
(18,21),(18,24),-0.0171491 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.032239 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.0296731 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0125873 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.128491 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.134863 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.128491 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.128491 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.151064 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.128491 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.00834452 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.135844 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.204722 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.204722 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0573689 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.204722 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.0192723 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0098939 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0098939 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.152031 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0098939 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0530895 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.204722 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0573689 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.204722 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0192723 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0573689 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.204722 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0192723 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.327477 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.00879217 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0192723 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.217615 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.289178 # DEPENDENCYPART_SIBL
(20,6),(20,11),-0.219424 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.190924 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.289178 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.190924 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.103157 # DEPENDENCYPART_SIBL
(20,6),(20,21),-0.0903525 # DEPENDENCYPART_SIBL
(20,6),(20,23),-0.0667634 # DEPENDENCYPART_SIBL
(20,6),(20,24),-0.142985 # DEPENDENCYPART_SIBL
(20,6),(20,25),-0.0663203 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.272482 # DEPENDENCYPART_SIBL
(20,9),(20,11),-0.211288 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.186812 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.272482 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.186812 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0950357 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0881183 # DEPENDENCYPART_SIBL
(20,9),(20,23),-0.0645292 # DEPENDENCYPART_SIBL
(20,9),(20,24),-0.139969 # DEPENDENCYPART_SIBL
(20,9),(20,25),-0.0650751 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.381506 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.408986 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.788511 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.408986 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.14377 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0950234 # DEPENDENCYPART_SIBL
(20,10),(20,23),-0.0668854 # DEPENDENCYPART_SIBL
(20,10),(20,24),-0.138055 # DEPENDENCYPART_SIBL
(20,10),(20,25),-0.0812621 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.128086 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0552808 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.128086 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0639022 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.000398404 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0236901 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0182542 # DEPENDENCYPART_SIBL
(20,11),(20,25),-0.00818398 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.056173 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0847705 # DEPENDENCYPART_SIBL
(20,15),(20,19),8.92367e-05 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0223605 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.00262664 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.033615 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0249933 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.408986 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.14377 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0950234 # DEPENDENCYPART_SIBL
(20,16),(20,23),-0.0668854 # DEPENDENCYPART_SIBL
(20,16),(20,24),-0.138055 # DEPENDENCYPART_SIBL
(20,16),(20,25),-0.0812621 # DEPENDENCYPART_SIBL
(20,18),(20,19),8.92367e-05 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0223605 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.00262664 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.033615 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0249933 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.030932 # DEPENDENCYPART_SIBL
(20,19),(20,23),-0.0204511 # DEPENDENCYPART_SIBL
(20,19),(20,24),-0.0493798 # DEPENDENCYPART_SIBL
(20,19),(20,25),-0.0216807 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0409912 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.035425 # DEPENDENCYPART_SIBL
(20,21),(20,25),-0.036078 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.032302 # DEPENDENCYPART_SIBL
(20,23),(20,25),-0.0173388 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.0431921 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.180214 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.107758 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0303239 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0131813 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.21494 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0103456 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.037626 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0198418 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.019638 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0357706 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.35546 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.91342 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.35546 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0795213 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.132234 # DEPENDENCYPART_SIBL
(22,8),(22,21),-1.12859 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.0969413 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0951929 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.292768 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0596329 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.338468 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.300632 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0555888 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.186826 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.936065 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.292768 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0596329 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.338468 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.00216999 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0901391 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.392235 # DEPENDENCYPART_SIBL
(23,7),(23,8),-0.118701 # DEPENDENCYPART_SIBL
(23,7),(23,11),0.101459 # DEPENDENCYPART_SIBL
(23,7),(23,12),0.0241255 # DEPENDENCYPART_SIBL
(23,7),(23,13),-0.0530717 # DEPENDENCYPART_SIBL
(23,7),(23,14),0.0241255 # DEPENDENCYPART_SIBL
(23,7),(23,15),0.0241255 # DEPENDENCYPART_SIBL
(23,7),(23,16),0.0523552 # DEPENDENCYPART_SIBL
(23,7),(23,18),0.0241255 # DEPENDENCYPART_SIBL
(23,7),(23,19),0.098638 # DEPENDENCYPART_SIBL
(23,7),(23,20),-0.0530717 # DEPENDENCYPART_SIBL
(23,7),(23,21),-0.118701 # DEPENDENCYPART_SIBL
(23,7),(23,22),-0.0390412 # DEPENDENCYPART_SIBL
(23,8),(23,11),-0.320665 # DEPENDENCYPART_SIBL
(23,8),(23,12),-0.415713 # DEPENDENCYPART_SIBL
(23,8),(23,13),-0.265271 # DEPENDENCYPART_SIBL
(23,8),(23,14),-0.415713 # DEPENDENCYPART_SIBL
(23,8),(23,15),-0.415713 # DEPENDENCYPART_SIBL
(23,8),(23,16),-0.760682 # DEPENDENCYPART_SIBL
(23,8),(23,18),-0.415713 # DEPENDENCYPART_SIBL
(23,8),(23,19),-0.131415 # DEPENDENCYPART_SIBL
(23,8),(23,20),-0.265271 # DEPENDENCYPART_SIBL
(23,8),(23,21),-0.897716 # DEPENDENCYPART_SIBL
(23,8),(23,22),-0.800342 # DEPENDENCYPART_SIBL
(23,11),(23,12),0.0754263 # DEPENDENCYPART_SIBL
(23,11),(23,13),-0.0457324 # DEPENDENCYPART_SIBL
(23,11),(23,14),0.0754263 # DEPENDENCYPART_SIBL
(23,11),(23,15),0.0754263 # DEPENDENCYPART_SIBL
(23,11),(23,16),-0.0344444 # DEPENDENCYPART_SIBL
(23,11),(23,18),0.0754263 # DEPENDENCYPART_SIBL
(23,11),(23,19),-0.00766644 # DEPENDENCYPART_SIBL
(23,11),(23,20),-0.0457324 # DEPENDENCYPART_SIBL
(23,11),(23,21),-0.0933919 # DEPENDENCYPART_SIBL
(23,11),(23,22),-0.0964114 # DEPENDENCYPART_SIBL
(23,12),(23,13),-0.0565315 # DEPENDENCYPART_SIBL
(23,12),(23,14),0.0163002 # DEPENDENCYPART_SIBL
(23,12),(23,15),0.0163002 # DEPENDENCYPART_SIBL
(23,12),(23,16),0.049987 # DEPENDENCYPART_SIBL
(23,12),(23,18),0.0163002 # DEPENDENCYPART_SIBL
(23,12),(23,19),0.0951489 # DEPENDENCYPART_SIBL
(23,12),(23,20),-0.0565315 # DEPENDENCYPART_SIBL
(23,12),(23,21),-0.130134 # DEPENDENCYPART_SIBL
(23,12),(23,22),-0.0461389 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0124401 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0124401 # DEPENDENCYPART_SIBL
(23,13),(23,16),-0.221533 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.0124401 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0260503 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0858449 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.304623 # DEPENDENCYPART_SIBL
(23,13),(23,22),-0.298031 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0163002 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.049987 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.0163002 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0951489 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0565315 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.130134 # DEPENDENCYPART_SIBL
(23,14),(23,22),-0.0461389 # DEPENDENCYPART_SIBL
(23,15),(23,16),0.049987 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0163002 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.0951489 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.0565315 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.130134 # DEPENDENCYPART_SIBL
(23,15),(23,22),-0.0461389 # DEPENDENCYPART_SIBL
(23,16),(23,18),-0.321224 # DEPENDENCYPART_SIBL
(23,16),(23,19),-0.162603 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.22774 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.79927 # DEPENDENCYPART_SIBL
(23,16),(23,22),-0.824958 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0951489 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0565315 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.130134 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0461389 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.056132 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0339807 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.116056 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.304623 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.298031 # DEPENDENCYPART_SIBL
(23,21),(23,22),-0.800342 # DEPENDENCYPART_SIBL
(24,1),(24,2),-0.111008 # DEPENDENCYPART_SIBL
(24,1),(24,3),-0.10505 # DEPENDENCYPART_SIBL
(24,1),(24,4),0.0317593 # DEPENDENCYPART_SIBL
(24,1),(24,5),0.0175142 # DEPENDENCYPART_SIBL
(24,1),(24,6),0.00690685 # DEPENDENCYPART_SIBL
(24,1),(24,7),-0.102136 # DEPENDENCYPART_SIBL
(24,1),(24,8),-0.0532037 # DEPENDENCYPART_SIBL
(24,1),(24,9),0.0143212 # DEPENDENCYPART_SIBL
(24,1),(24,10),0.0317593 # DEPENDENCYPART_SIBL
(24,1),(24,12),-0.0706418 # DEPENDENCYPART_SIBL
(24,1),(24,13),-0.157828 # DEPENDENCYPART_SIBL
(24,1),(24,14),-0.0706418 # DEPENDENCYPART_SIBL
(24,1),(24,15),-0.0706418 # DEPENDENCYPART_SIBL
(24,1),(24,16),0.0317593 # DEPENDENCYPART_SIBL
(24,1),(24,17),-0.0272473 # DEPENDENCYPART_SIBL
(24,1),(24,18),-0.0706418 # DEPENDENCYPART_SIBL
(24,1),(24,19),0.0129604 # DEPENDENCYPART_SIBL
(24,1),(24,20),-0.157828 # DEPENDENCYPART_SIBL
(24,1),(24,21),-0.0532037 # DEPENDENCYPART_SIBL
(24,1),(24,22),-0.00970339 # DEPENDENCYPART_SIBL
(24,1),(24,23),-0.0387864 # DEPENDENCYPART_SIBL
(24,2),(24,3),-0.125384 # DEPENDENCYPART_SIBL
(24,2),(24,4),0.00284114 # DEPENDENCYPART_SIBL
(24,2),(24,5),0.00416607 # DEPENDENCYPART_SIBL
(24,2),(24,6),-0.00545261 # DEPENDENCYPART_SIBL
(24,2),(24,7),-0.12247 # DEPENDENCYPART_SIBL
(24,2),(24,8),-0.0900964 # DEPENDENCYPART_SIBL
(24,2),(24,9),0.00196171 # DEPENDENCYPART_SIBL
(24,2),(24,10),0.00284114 # DEPENDENCYPART_SIBL
(24,2),(24,12),-0.0909758 # DEPENDENCYPART_SIBL
(24,2),(24,13),-0.163427 # DEPENDENCYPART_SIBL
(24,2),(24,14),-0.0909758 # DEPENDENCYPART_SIBL
(24,2),(24,15),-0.0909758 # DEPENDENCYPART_SIBL
(24,2),(24,16),0.00284114 # DEPENDENCYPART_SIBL
(24,2),(24,17),-0.0341663 # DEPENDENCYPART_SIBL
(24,2),(24,18),-0.0909758 # DEPENDENCYPART_SIBL
(24,2),(24,19),0.0226206 # DEPENDENCYPART_SIBL
(24,2),(24,20),-0.163427 # DEPENDENCYPART_SIBL
(24,2),(24,21),-0.0900964 # DEPENDENCYPART_SIBL
(24,2),(24,22),-0.033181 # DEPENDENCYPART_SIBL
(24,2),(24,23),-0.0591204 # DEPENDENCYPART_SIBL
(24,3),(24,4),-0.00273487 # DEPENDENCYPART_SIBL
(24,3),(24,5),0.00685056 # DEPENDENCYPART_SIBL
(24,3),(24,6),-0.015672 # DEPENDENCYPART_SIBL
(24,3),(24,7),-0.115816 # DEPENDENCYPART_SIBL
(24,3),(24,8),-0.0772925 # DEPENDENCYPART_SIBL
(24,3),(24,9),-0.00825771 # DEPENDENCYPART_SIBL
(24,3),(24,10),-0.00273487 # DEPENDENCYPART_SIBL
(24,3),(24,12),-0.0828153 # DEPENDENCYPART_SIBL
(24,3),(24,13),-0.168491 # DEPENDENCYPART_SIBL
(24,3),(24,14),-0.0828153 # DEPENDENCYPART_SIBL
(24,3),(24,15),-0.0828153 # DEPENDENCYPART_SIBL
(24,3),(24,16),-0.00273487 # DEPENDENCYPART_SIBL
(24,3),(24,17),-0.037911 # DEPENDENCYPART_SIBL
(24,3),(24,18),-0.0828153 # DEPENDENCYPART_SIBL
(24,3),(24,19),-0.00182088 # DEPENDENCYPART_SIBL
(24,3),(24,20),-0.168491 # DEPENDENCYPART_SIBL
(24,3),(24,21),-0.0772925 # DEPENDENCYPART_SIBL
(24,3),(24,22),-0.0322823 # DEPENDENCYPART_SIBL
(24,3),(24,23),-0.0509599 # DEPENDENCYPART_SIBL
(24,4),(24,5),-0.353132 # DEPENDENCYPART_SIBL
(24,4),(24,6),-0.648785 # DEPENDENCYPART_SIBL
(24,4),(24,7),-0.562549 # DEPENDENCYPART_SIBL
(24,4),(24,8),-0.943691 # DEPENDENCYPART_SIBL
(24,4),(24,9),-0.641515 # DEPENDENCYPART_SIBL
(24,4),(24,10),-1.03137 # DEPENDENCYPART_SIBL
(24,4),(24,12),-0.553839 # DEPENDENCYPART_SIBL
(24,4),(24,13),-0.444497 # DEPENDENCYPART_SIBL
(24,4),(24,14),-0.553839 # DEPENDENCYPART_SIBL
(24,4),(24,15),-0.553839 # DEPENDENCYPART_SIBL
(24,4),(24,16),-1.03137 # DEPENDENCYPART_SIBL
(24,4),(24,17),-0.500385 # DEPENDENCYPART_SIBL
(24,4),(24,18),-0.553839 # DEPENDENCYPART_SIBL
(24,4),(24,19),-0.305412 # DEPENDENCYPART_SIBL
(24,4),(24,20),-0.444497 # DEPENDENCYPART_SIBL
(24,4),(24,21),-0.943691 # DEPENDENCYPART_SIBL
(24,4),(24,22),-0.890237 # DEPENDENCYPART_SIBL
(24,4),(24,23),-0.531911 # DEPENDENCYPART_SIBL
(24,5),(24,6),-0.00464702 # DEPENDENCYPART_SIBL
(24,5),(24,7),-0.0178104 # DEPENDENCYPART_SIBL
(24,5),(24,8),-0.118271 # DEPENDENCYPART_SIBL
(24,5),(24,9),0.00185364 # DEPENDENCYPART_SIBL
(24,5),(24,10),-0.0880322 # DEPENDENCYPART_SIBL
(24,5),(24,12),-0.0283853 # DEPENDENCYPART_SIBL
(24,5),(24,13),-0.19659 # DEPENDENCYPART_SIBL
(24,5),(24,14),-0.0283853 # DEPENDENCYPART_SIBL
(24,5),(24,15),-0.0283853 # DEPENDENCYPART_SIBL
(24,5),(24,16),-0.0880322 # DEPENDENCYPART_SIBL
(24,5),(24,17),-0.0357632 # DEPENDENCYPART_SIBL
(24,5),(24,18),-0.0283853 # DEPENDENCYPART_SIBL
(24,5),(24,19),-0.0169867 # DEPENDENCYPART_SIBL
(24,5),(24,20),-0.19659 # DEPENDENCYPART_SIBL
(24,5),(24,21),-0.118271 # DEPENDENCYPART_SIBL
(24,5),(24,22),-0.125649 # DEPENDENCYPART_SIBL
(24,5),(24,23),-0.0157937 # DEPENDENCYPART_SIBL
(24,6),(24,7),-0.00246668 # DEPENDENCYPART_SIBL
(24,6),(24,8),-0.0329147 # DEPENDENCYPART_SIBL
(24,6),(24,9),-0.0813724 # DEPENDENCYPART_SIBL
(24,6),(24,10),-0.120531 # DEPENDENCYPART_SIBL
(24,6),(24,12),0.00624362 # DEPENDENCYPART_SIBL
(24,6),(24,13),-0.168618 # DEPENDENCYPART_SIBL
(24,6),(24,14),0.00624362 # DEPENDENCYPART_SIBL
(24,6),(24,15),0.00624362 # DEPENDENCYPART_SIBL
(24,6),(24,16),-0.120531 # DEPENDENCYPART_SIBL
(24,6),(24,17),-0.0654341 # DEPENDENCYPART_SIBL
(24,6),(24,18),0.00624362 # DEPENDENCYPART_SIBL
(24,6),(24,19),0.00458959 # DEPENDENCYPART_SIBL
(24,6),(24,20),-0.168618 # DEPENDENCYPART_SIBL
(24,6),(24,21),-0.0329147 # DEPENDENCYPART_SIBL
(24,6),(24,22),-0.104592 # DEPENDENCYPART_SIBL
(24,6),(24,23),0.0281717 # DEPENDENCYPART_SIBL
(24,7),(24,8),-0.0513043 # DEPENDENCYPART_SIBL
(24,7),(24,9),-0.00904838 # DEPENDENCYPART_SIBL
(24,7),(24,10),0.00577444 # DEPENDENCYPART_SIBL
(24,7),(24,12),-0.0661272 # DEPENDENCYPART_SIBL
(24,7),(24,13),-0.162039 # DEPENDENCYPART_SIBL
(24,7),(24,14),-0.0661272 # DEPENDENCYPART_SIBL
(24,7),(24,15),-0.0661272 # DEPENDENCYPART_SIBL
(24,7),(24,16),0.00577444 # DEPENDENCYPART_SIBL
(24,7),(24,17),-0.0314295 # DEPENDENCYPART_SIBL
(24,7),(24,18),-0.0661272 # DEPENDENCYPART_SIBL
(24,7),(24,19),0.00877813 # DEPENDENCYPART_SIBL
(24,7),(24,20),-0.162039 # DEPENDENCYPART_SIBL
(24,7),(24,21),-0.0513043 # DEPENDENCYPART_SIBL
(24,7),(24,22),-0.0165009 # DEPENDENCYPART_SIBL
(24,7),(24,23),-0.0342717 # DEPENDENCYPART_SIBL
(24,8),(24,9),-0.549412 # DEPENDENCYPART_SIBL
(24,8),(24,10),-0.886065 # DEPENDENCYPART_SIBL
(24,8),(24,12),-0.620931 # DEPENDENCYPART_SIBL
(24,8),(24,13),-0.431953 # DEPENDENCYPART_SIBL
(24,8),(24,14),-0.620931 # DEPENDENCYPART_SIBL
(24,8),(24,15),-0.620931 # DEPENDENCYPART_SIBL
(24,8),(24,16),-0.886065 # DEPENDENCYPART_SIBL
(24,8),(24,17),-0.460452 # DEPENDENCYPART_SIBL
(24,8),(24,18),-0.620931 # DEPENDENCYPART_SIBL
(24,8),(24,19),-0.29528 # DEPENDENCYPART_SIBL
(24,8),(24,20),-0.431953 # DEPENDENCYPART_SIBL
(24,8),(24,21),-0.957584 # DEPENDENCYPART_SIBL
(24,8),(24,22),-0.797 # DEPENDENCYPART_SIBL
(24,8),(24,23),-0.589075 # DEPENDENCYPART_SIBL
(24,9),(24,10),-0.113543 # DEPENDENCYPART_SIBL
(24,9),(24,12),-0.00354973 # DEPENDENCYPART_SIBL
(24,9),(24,13),-0.170371 # DEPENDENCYPART_SIBL
(24,9),(24,14),-0.00354973 # DEPENDENCYPART_SIBL
(24,9),(24,15),-0.00354973 # DEPENDENCYPART_SIBL
(24,9),(24,16),-0.113543 # DEPENDENCYPART_SIBL
(24,9),(24,17),-0.0671796 # DEPENDENCYPART_SIBL
(24,9),(24,18),-0.00354973 # DEPENDENCYPART_SIBL
(24,9),(24,19),0.00282891 # DEPENDENCYPART_SIBL
(24,9),(24,20),-0.170371 # DEPENDENCYPART_SIBL
(24,9),(24,21),-0.0393109 # DEPENDENCYPART_SIBL
(24,9),(24,22),-0.102941 # DEPENDENCYPART_SIBL
(24,9),(24,23),0.0183784 # DEPENDENCYPART_SIBL
(24,10),(24,12),-0.553839 # DEPENDENCYPART_SIBL
(24,10),(24,13),-0.444497 # DEPENDENCYPART_SIBL
(24,10),(24,14),-0.553839 # DEPENDENCYPART_SIBL
(24,10),(24,15),-0.553839 # DEPENDENCYPART_SIBL
(24,10),(24,16),-1.03137 # DEPENDENCYPART_SIBL
(24,10),(24,17),-0.500385 # DEPENDENCYPART_SIBL
(24,10),(24,18),-0.553839 # DEPENDENCYPART_SIBL
(24,10),(24,19),-0.305412 # DEPENDENCYPART_SIBL
(24,10),(24,20),-0.444497 # DEPENDENCYPART_SIBL
(24,10),(24,21),-0.943691 # DEPENDENCYPART_SIBL
(24,10),(24,22),-0.890237 # DEPENDENCYPART_SIBL
(24,10),(24,23),-0.531911 # DEPENDENCYPART_SIBL
(24,12),(24,13),-0.157828 # DEPENDENCYPART_SIBL
(24,12),(24,14),-0.0706418 # DEPENDENCYPART_SIBL
(24,12),(24,15),-0.0706418 # DEPENDENCYPART_SIBL
(24,12),(24,16),0.0317593 # DEPENDENCYPART_SIBL
(24,12),(24,17),-0.0272473 # DEPENDENCYPART_SIBL
(24,12),(24,18),-0.0706418 # DEPENDENCYPART_SIBL
(24,12),(24,19),0.0129604 # DEPENDENCYPART_SIBL
(24,12),(24,20),-0.157828 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0532037 # DEPENDENCYPART_SIBL
(24,12),(24,22),-0.00970339 # DEPENDENCYPART_SIBL
(24,12),(24,23),-0.0387864 # DEPENDENCYPART_SIBL
