# _root_ Fabrikayı yapacak _ olan , ekonomik faaliyetleri _ _ gerçekleştirecek _ olan , üretim _ yapacak _ olan _ firmalardır .
#goldHeads=2,3,4,5,12,7,9,9,10,11,12,13,18,15,16,17,18,19,20,21,0,
#predictedHeads=2,3,4,5,12,7,9,9,10,11,12,13,16,15,16,19,18,19,20,21,0,
(21,8),(21,11),-1.03143 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.354516 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.25053 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.47226 # DEPENDENCYPART_SIBL
(21,8),(21,15),-1.03143 # DEPENDENCYPART_SIBL
(21,8),(21,17),-1.03143 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.354516 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.807224 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.696399 # DEPENDENCYPART_SIBL
(21,9),(21,11),-1.03143 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.354516 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.25053 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.47226 # DEPENDENCYPART_SIBL
(21,9),(21,15),-1.03143 # DEPENDENCYPART_SIBL
(21,9),(21,17),-1.03143 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.354516 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.807224 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.696399 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.354516 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.25053 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.47226 # DEPENDENCYPART_SIBL
(21,11),(21,15),-1.03143 # DEPENDENCYPART_SIBL
(21,11),(21,17),-1.03143 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.354516 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.807224 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.696399 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0895278 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0831593 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.126417 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.126417 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0289534 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.143376 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0713916 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0854367 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.168714 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.168714 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0209974 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.117092 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.025689 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0516546 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0516546 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00972837 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.123143 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0428116 # DEPENDENCYPART_SIBL
(21,15),(21,17),-1.03143 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.354516 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.807224 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.696399 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.354516 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.807224 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.696399 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.143376 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0713916 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.215737 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.46541 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.919107 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.534729 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-1.49747 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-1.44024 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-1.87364 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.364519 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-2.46813 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),-0.989205 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.781179 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-1.95471 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.766851 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-1.68699 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-2.8527 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.770248 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),-0.781179 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.766851 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.710811 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-2.53307 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-2.47585 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-2.90924 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.984097 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.41737 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-2.71487 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-2.8527 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.770248 # DEPENDENCYPART_GRANDPAR
(0,21),(21,2),0.294856 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),-0.986087 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-0.0454508 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),-1.56445 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-1.50722 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-1.94062 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.347546 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.337934 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.325163 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-2.53511 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-2.67293 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.267845 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-2.66198 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.335579 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.41941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0593605 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),0.358134 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.182573 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.219432 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.156752 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.243204 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.23747 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.561485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.430562 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.134538 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.117433 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.154292 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.579361 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0484014 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.176721 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.625432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,6),-0.152373 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.00910986 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.00578704 # DEPENDENCYPART_GRANDPAR
(2,7),(7,3),0.14195 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0504495 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.347027 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0404823 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0909 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.105797 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.290427 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.625432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0949006 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),0.00784472 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.429329 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0869653 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.288821 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0270406 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.365959 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.343402 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),0.176721 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.625432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0949006 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.00784472 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.429329 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0869653 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.288821 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.45532 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),0.0270406 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),0.176721 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.00784472 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.429329 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.0869653 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.288821 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.45532 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.470217 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.139444 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.108558 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.361444 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.365959 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.343402 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.428369 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.0504531 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0404787 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),0.186066 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.200535 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.104051 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.348704 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.468828 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),0.122448 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.446272 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.474868 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),0.176721 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.0869653 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.288821 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.45532 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.470217 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.437389 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.14666 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.43101 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.759831 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.343402 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.223999 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-1.2161 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0484043 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.570419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.175448 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.645452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,7),-0.525406 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.559654 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.655995 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.678695 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.717091 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-1.03606 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.455401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.111213 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.289299 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.331434 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.0463879 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.61389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.16501 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.410809 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.311297 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.519736 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.141685 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.499051 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.635379 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.252365 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.0463879 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.61389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.16501 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.410809 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.311297 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.519736 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.528092 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.141685 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.226581 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.352687 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.428408 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.249159 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.260423 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.129462 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.0605841 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.162305 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.385882 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.306277 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.506037 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.22872 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.0753771 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.12809 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.0592118 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0279616 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.148731 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0076938 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0218829 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.49342 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.435367 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.416792 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.444372 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.769357 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.541303 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.448723 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.325952 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.446648 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.449476 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.430901 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.306071 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.0935385 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.141946 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.347896 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.266592 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.242355 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.0136437 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.662733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.385302 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.664336 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.462277 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.412453 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.664336 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.471282 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.610572 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.477835 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.940311 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.568213 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.634313 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-1.01117 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-0.86401 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.391594 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-0.262823 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.228247 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),0.00056056 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.431684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,7),-0.200459 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),-0.184614 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-0.166039 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),-0.193619 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),-0.367056 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.246786 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.476426 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.29055 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.457315 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),-0.49586 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.800524 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0931178 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.252539 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.536133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-0.35956 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.383648 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.319475 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.29472 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0641894 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.123795 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.0361315 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.177005 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.187195 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.359544 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.42507 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.475936 # DEPENDENCYPART_GRANDPAR
(6,19),(19,4),-0.255394 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.448389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,10),-0.241114 # DEPENDENCYPART_GRANDPAR
(6,19),(19,12),-0.22087 # DEPENDENCYPART_GRANDPAR
(6,19),(19,13),-0.399417 # DEPENDENCYPART_GRANDPAR
(6,19),(19,14),-0.436881 # DEPENDENCYPART_GRANDPAR
(6,19),(19,15),-0.178846 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.286785 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.283635 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.277425 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0386474 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.377984 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.138026 # DEPENDENCYPART_GRANDPAR
(7,3),(3,8),-0.356115 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-0.403306 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),0.0150076 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.312633 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.00171503 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),0.380298 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.164521 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.329495 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.0353993 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.503863 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.486908 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.750461 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.0602757 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.0618089 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.071764 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.0930463 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.534331 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.476879 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.271326 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.107042 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.194947 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.401143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,11),-0.0084914 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),0.013989 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0610592 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.194602 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.534331 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-0.476879 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.271326 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.107042 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.194947 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.401143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.339877 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.0084914 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-0.337842 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-0.263652 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.323552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),-0.276974 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.324165 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.436211 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.643582 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.535637 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.729194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.452699 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.59386 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.385046 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.741628 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.51372 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.6588 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.286749 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-0.551909 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.275415 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.463211 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.50139 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.306524 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.312391 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),0.028269 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.27052 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0183712 # DEPENDENCYPART_GRANDPAR
(8,5),(5,9),-0.348349 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.643465 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.732157 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-0.350159 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.118349 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.295907 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.652606 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.486871 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0690736 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.230553 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.0989719 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.65416 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.377666 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.0607447 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.513128 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.123651 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.266617 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.228557 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.475888 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.697632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
