# _root_ Değişik yasalarda _ _ yapılacak _ değişiklikler ile askeri , ticari , _ _ bankacılık ve benzeri _ alanlardaki " sırların " kapsamı yeniden _ belirlenecek .
#goldHeads=2,5,4,5,7,7,8,23,21,0,21,0,14,15,16,17,19,19,21,0,23,0,26,26,26,27,0,
#predictedHeads=2,4,4,5,7,7,8,9,10,11,15,0,14,15,16,18,18,19,21,0,26,0,26,26,26,27,0,
(12,26),(26,8),-0.168521 # DEPENDENCYPART_GRANDPAR
(12,26),(26,9),-0.178883 # DEPENDENCYPART_GRANDPAR
(12,26),(26,10),-0.190591 # DEPENDENCYPART_GRANDPAR
(12,26),(26,11),0.0527855 # DEPENDENCYPART_GRANDPAR
(12,26),(26,12),-0.208177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,26),(26,13),0.0938233 # DEPENDENCYPART_GRANDPAR
(12,26),(26,14),-0.022993 # DEPENDENCYPART_GRANDPAR
(12,26),(26,15),-0.10606 # DEPENDENCYPART_GRANDPAR
(12,26),(26,16),-0.0664542 # DEPENDENCYPART_GRANDPAR
(12,26),(26,17),0.0943868 # DEPENDENCYPART_GRANDPAR
(12,26),(26,18),-0.0382232 # DEPENDENCYPART_GRANDPAR
(12,26),(26,19),-0.0311357 # DEPENDENCYPART_GRANDPAR
(12,26),(26,20),-0.237269 # DEPENDENCYPART_GRANDPAR
(12,26),(26,21),-0.238581 # DEPENDENCYPART_GRANDPAR
(12,26),(26,22),-0.235243 # DEPENDENCYPART_GRANDPAR
(12,26),(26,23),-0.476816 # DEPENDENCYPART_GRANDPAR
(12,26),(26,24),-0.288694 # DEPENDENCYPART_GRANDPAR
(12,26),(26,25),-0.253666 # DEPENDENCYPART_GRANDPAR
(12,26),(26,27),-0.407676 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.556682 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.118161 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.133196 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0513643 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.0586153 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.742802 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.718586 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),0.0953128 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.380219 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.106632 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.253499 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.00973806 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.324999 # DEPENDENCYPART_GRANDPAR
(13,12),(12,26),-0.62169 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.126207 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.621443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.597227 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.648245 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.0817222 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.221576 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),0.433663 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.0454993 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.684631 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.08658 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.247483 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.773245 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.0620936 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.27197 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.29735 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.513687 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.681803 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.287499 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.0465642 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.107077 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.482244 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.324021 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.239234 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.321 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.120376 # DEPENDENCYPART_GRANDPAR
(14,7),(7,26),-0.29495 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.412235 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.175766 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),0.158297 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.454254 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.52763 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.701993 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.0918066 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),0.242257 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.304475 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.817388 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.243721 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.338146 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.172104 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.356334 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.0222708 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.586188 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.287498 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.211847 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0761067 # DEPENDENCYPART_GRANDPAR
(14,10),(10,25),-0.442508 # DEPENDENCYPART_GRANDPAR
(14,10),(10,26),-0.392659 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.126028 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.109515 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.34062 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.786943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,21),-0.0230839 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.443413 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.338146 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0761067 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.0411615 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.206081 # DEPENDENCYPART_GRANDPAR
(14,12),(12,26),-0.392659 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.291571 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.143045 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0192592 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.136927 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.23059 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.207955 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.017474 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.521785 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.041841 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.43477 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.48202 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.122926 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),0.515855 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),0.166684 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.23059 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.544984 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.116722 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),0.276207 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.087891 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.25252 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.21226 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.260038 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.206675 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0643863 # DEPENDENCYPART_GRANDPAR
(15,7),(7,26),-0.419958 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.296924 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.133333 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.259596 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.27915 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0717413 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.538815 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.034751 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.42768 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0673444 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.313632 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.0682694 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.120845 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.12933 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.236199 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),0.15673 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.46304 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.0958531 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.0683888 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0213929 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-0.349521 # DEPENDENCYPART_GRANDPAR
(15,10),(10,26),-0.506483 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0997804 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.00903886 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.0116293 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.107535 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.0469028 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.583601 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.120845 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.0213929 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.052052 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.182764 # DEPENDENCYPART_GRANDPAR
(15,12),(12,26),-0.506483 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),0.110703 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.107941 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.21449 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.151106 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.201791 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),0.110703 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.174357 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.291746 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.00270093 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0894368 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),0.11725 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.107941 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.21449 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.353379 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.6666 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.296486 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.161886 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.28105 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.855609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,18),-0.0753987 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.116098 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.107211 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.226375 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.836367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.003597 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0485871 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),0.288012 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.248689 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.623044 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.213339 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.116098 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.107211 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.226375 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.836367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.003597 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.133073 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.416246 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.291249 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.245451 # DEPENDENCYPART_GRANDPAR
(15,26),(26,2),-0.828341 # DEPENDENCYPART_GRANDPAR
(15,26),(26,3),-0.446756 # DEPENDENCYPART_GRANDPAR
(15,26),(26,4),-0.0538266 # DEPENDENCYPART_GRANDPAR
(15,26),(26,7),-0.603158 # DEPENDENCYPART_GRANDPAR
(15,26),(26,8),-0.262032 # DEPENDENCYPART_GRANDPAR
(15,26),(26,9),-0.365185 # DEPENDENCYPART_GRANDPAR
(15,26),(26,10),-0.170618 # DEPENDENCYPART_GRANDPAR
(15,26),(26,11),-0.169361 # DEPENDENCYPART_GRANDPAR
(15,26),(26,12),-0.0733779 # DEPENDENCYPART_GRANDPAR
(15,26),(26,13),-0.0962095 # DEPENDENCYPART_GRANDPAR
(15,26),(26,14),-0.215373 # DEPENDENCYPART_GRANDPAR
(15,26),(26,15),-0.771571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,26),(26,16),0.0995374 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),-0.0702557 # DEPENDENCYPART_GRANDPAR
(15,26),(26,18),-0.38511 # DEPENDENCYPART_GRANDPAR
(15,26),(26,19),-0.182169 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),-0.0485309 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),0.112626 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.222233 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),-0.424072 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.263891 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.167649 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.21325 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.263462 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.229995 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.667022 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.588563 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.159524 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.687525 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.305889 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.328051 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.0761653 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.18835 # DEPENDENCYPART_GRANDPAR
(16,7),(7,26),-0.495776 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.208153 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.786713 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.708253 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.779609 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.315906 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.354253 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.237626 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.109428 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.356201 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.456324 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.354253 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.835227 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.528928 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.327371 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.367655 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.125207 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.237626 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.109428 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.381136 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.263462 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.229995 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.159524 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.687525 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.337748 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.219781 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.18039 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.160425 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0447671 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),0.144646 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.235114 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0594801 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.531365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.352377 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.433548 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-0.495776 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.197411 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.535922 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.241328 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),0.0391046 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.468136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.237431 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.345003 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.180659 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.385966 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),0.00763135 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),0.287505 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.113472 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.362744 # DEPENDENCYPART_GRANDPAR
(17,12),(12,26),-0.367504 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.496991 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.0586317 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.171071 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.4688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,1),-0.415642 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.496991 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.317854 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.214365 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.123731 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.120803 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.0940502 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.0586317 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.171071 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.0492213 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.346779 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.459186 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.428829 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.350282 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.300605 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.17736 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.0576777 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.0834969 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),0.0102297 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.00647619 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.138308 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0489326 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0564305 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.469032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.272682 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-0.340467 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.317071 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.130799 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.279366 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.18999 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0269887 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.396465 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.230666 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.408129 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.318753 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.242243 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),0.056251 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.394397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.204757 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.0720693 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.0911787 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.481331 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.514333 # DEPENDENCYPART_GRANDPAR
(17,21),(21,8),-0.31126 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.205263 # DEPENDENCYPART_GRANDPAR
(17,21),(21,10),-0.32437 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.127403 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.24735 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.320846 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.00171598 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.368054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.182952 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.171243 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.222821 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.045648 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.121124 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.129595 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.145595 # DEPENDENCYPART_GRANDPAR
(17,23),(23,6),-0.514333 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.31126 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.205263 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.32437 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.127403 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.24735 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.475896 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.38652 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.320846 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.00171598 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.368054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.182952 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.171243 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.222821 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.201599 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0799026 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.180927 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.130555 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.107272 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),0.0322524 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),0.00967917 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.140772 # DEPENDENCYPART_GRANDPAR
(18,12),(12,26),-0.867092 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.305174 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.208354 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0219848 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0773562 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.46132 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.305174 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.477856 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.727836 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.328926 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.307712 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.000401952 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.208354 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0219848 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.344816 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.282813 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.0476814 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.12068 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.348713 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.627396 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.309996 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.134656 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.118959 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.0298493 # DEPENDENCYPART_GRANDPAR
