# _root_ Ancak , o bahçeye _ girmek büyük cesaret istiyormuş , çünkü orası _ güçlü bir cadıya _ aitmiş .
#goldHeads=5,0,4,5,6,9,8,9,10,18,18,18,14,16,16,17,18,19,0,
#predictedHeads=19,0,4,5,6,9,8,9,10,18,19,13,14,16,16,17,18,19,0,
(19,1),(19,5),-0.151167 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0339608 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0880687 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.0378597 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.0723694 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0891117 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0880687 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.201376 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0163077 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.140337 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.0880687 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.132122 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.0378597 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0512373 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.00270819 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0258927 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0428143 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.065657 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0767046 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0258927 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.119944 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.00844065 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0479882 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0258927 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0164348 # DEPENDENCYPART_SIBL
(19,4),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.355848 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.472193 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.696399 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.25053 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.00442627 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.472193 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.807224 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.352019 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.274007 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.472193 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.52845 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.118406 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0592044 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0900488 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0915208 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.118406 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.17489 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0335036 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0216969 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.118406 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0879354 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0592044 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0428143 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.065657 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0767046 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0258927 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.119944 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00844065 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0479882 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0258927 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0164348 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.220022 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0366316 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.252873 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.325536 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.184526 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.192983 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.252873 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.217647 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.437848 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0907526 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0773112 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.117092 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.00831249 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.074076 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0773112 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.115211 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.025689 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0303947 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.149022 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0115274 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.111417 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0303947 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0888323 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0714734 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.105469 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.00844065 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0479882 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0114176 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0164348 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.175934 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.129012 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.245213 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.327238 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.215737 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0398417 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.101801 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0778273 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.044922 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0531242 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0584803 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0281203 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0164348 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.241494 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.463368 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.618215 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.17784 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.882973 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),-0.0703581 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),-0.210233 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),-0.507343 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.788866 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-1.04731 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.465901 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.605038 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.439184 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.384225 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.340536 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.414718 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-1.54684 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.806377 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-2.55734 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.522807 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),-0.463368 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),-0.523937 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.872565 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-1.31266 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-1.88844 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.989696 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.987409 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.962979 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.819205 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.180679 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.474471 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-1.85278 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.858505 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.882973 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.171794 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.526008 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.919815 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.313395 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.176326 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.256829 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.184493 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.761003 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.382264 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-2.01548 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.773892 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-1.21676 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.766298 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-2.96337 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.448304 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),0.00922436 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.387998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0918548 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.104173 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.222098 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0952039 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.265525 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),0.0734562 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.355726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.18245 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0445155 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.116455 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.173502 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0590372 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.281231 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),0.0301483 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0814441 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.151069 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0907214 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.427943 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),0.22737 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.382115 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.355726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),-0.18245 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.0445155 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.116455 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.173502 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.281231 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.336772 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.0935126 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.260719 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.264971 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.290485 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.191741 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.41774 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.514804 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.0486283 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.190711 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.231 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.262683 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.414522 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.197536 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.625988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,9),-0.655988 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.849418 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.35545 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.211283 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.34087 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.271148 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.563405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.0150115 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.197467 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.0640623 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.129334 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.375162 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.432507 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.330178 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.349755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.219625 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.297583 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.497498 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.353291 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.479391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.318654 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.289588 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.00742688 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.344865 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.173728 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.372889 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0794151 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.261187 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.698193 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.654812 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.104259 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),0.0426499 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.109948 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.107938 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.617795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.421533 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.227538 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.796478 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.0168589 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.248004 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.173928 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.238713 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.4348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.0465124 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.298505 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.172631 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.175879 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.502702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.262898 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.202719 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.0168589 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.248004 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.173928 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.238713 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.4348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.185717 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0954302 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.205161 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.500274 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.376449 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.17754 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.493809 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.789033 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.322815 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.520174 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.0909124 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.271954 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.337497 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.480352 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.332295 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.107081 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.310258 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.022507 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),0.249896 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.669707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.126054 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.0171668 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.0302141 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.109649 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.00938247 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.098547 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.519724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.0777447 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.301504 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.113706 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.474343 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.182199 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.338775 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),0.0263626 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.561809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,16),0.0391292 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.0657663 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.431507 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.271221 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.388601 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.42771 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.0846941 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.351296 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.119132 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.197711 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.28028 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.460549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,15),-0.426236 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.0355533 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.350583 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.130202 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.102386 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.433778 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-0.473247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.291864 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.248947 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.0846941 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.351296 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.119132 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.200044 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.175018 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.460549 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,1),-0.227057 # DEPENDENCYPART_GRANDPAR
(7,16),(16,3),-0.318005 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-0.49122 # DEPENDENCYPART_GRANDPAR
(7,16),(16,6),-0.430732 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.363964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),-0.245274 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),-0.13528 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),-0.221126 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),-0.0268651 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),-0.109998 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),-0.0622206 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),-0.228256 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),-0.395905 # DEPENDENCYPART_GRANDPAR
(7,16),(16,17),-0.0375361 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0756363 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.375204 # DEPENDENCYPART_GRANDPAR
(8,2),(2,9),-0.462274 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.637392 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.325749 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.0897164 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.301622 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),0.0231252 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0620082 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.125123 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.107353 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.338878 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.0455693 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.133734 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.0227195 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0647413 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.088527 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),0.112904 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.750455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,17),-0.296653 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.0897165 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.301622 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),0.0231252 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.140316 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),0.0292256 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.107353 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.29294 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.0431012 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.131892 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.176058 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.202915 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-0.447091 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.305185 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.806687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.31802 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.106403 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.0978461 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.106255 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),-0.394822 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.156086 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.219634 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),0.0526609 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.34966 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.23203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,18),-0.702422 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.219892 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),0.0296689 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.157243 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0438459 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),0.0723184 # DEPENDENCYPART_GRANDPAR
(9,4),(4,6),0.175045 # DEPENDENCYPART_GRANDPAR
(9,4),(4,7),-0.0976298 # DEPENDENCYPART_GRANDPAR
(9,4),(4,15),-0.346736 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),0.0739699 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.150854 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.133455 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.0535718 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.072182 # DEPENDENCYPART_GRANDPAR
