# _root_ Hannes_Alfven : Big_bang bir _ söylencedir , _ _ haksızlık etmeyelim , belki de iyi bir söylence .
#goldHeads=5,0,6,5,6,7,17,9,10,11,17,0,17,13,17,17,2,0,
#predictedHeads=6,0,5,5,6,7,11,9,10,11,12,17,17,13,17,17,18,0,
(18,12),(18,14),0.0248876 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0460475 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.074076 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0773112 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0740466 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.120792 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.108667 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.105898 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0889861 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.180619 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.139704 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0449694 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.11975 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0531242 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.0507416 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),-0.137549 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.451218 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.579877 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.105902 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-1.33186 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-1.34098 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),-0.138203 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.190135 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.22048 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.071945 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.317939 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-1.00548 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.0870766 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),-0.274674 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.817231 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.919845 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-1.67275 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.772786 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-1.49989 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-1.35738 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.430565 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.399997 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.772786 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.59672 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-2.34183 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-2.28386 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-1.3253 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-1.99875 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.031771 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.399997 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.614602 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.91101 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-1.43592 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.211522 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),-0.255325 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),-0.0703014 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.376742 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.646516 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.968227 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.359934 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-1.6373 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-1.72651 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.884816 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-1.41879 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.528424 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.239234 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.902264 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-1.13269 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-1.53627 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.612634 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.0908384 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.262004 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.0305782 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.99351 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.303248 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.0595516 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-1.66258 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-1.72591 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.538652 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.922711 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.228041 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.0285683 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.701625 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.784715 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-1.19572 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.30779 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.706191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),0.0177597 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),0.000251787 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0539054 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.646133 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.223716 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.140294 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.606693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.159139 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0164595 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.235496 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.396411 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.140449 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.33583 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.749081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.180399 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.399807 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.198759 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),0.0566112 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.295883 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.0950135 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.830909 # DEPENDENCYPART_GRANDPAR
(1,5),(5,16),-0.130967 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.677956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.139121 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.315843 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.130968 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.471219 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.320289 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.810909 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.421675 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.373753 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.305061 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.677956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),-0.139121 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.315843 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.130968 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.471219 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.273568 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.231643 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.606497 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.353766 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-1.00056 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.362172 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.373753 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.411729 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.305061 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.427564 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.297742 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.474231 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.292809 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.0161512 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.165579 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.0256305 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.052924 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),0.00804156 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.473263 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),0.0536925 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.145415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.136669 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.428058 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),0.250304 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.171015 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),0.0789806 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.161808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.363148 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0166082 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.255063 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.475066 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.275545 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.278038 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),0.124325 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),0.128573 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.198651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.106086 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.104985 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.00729154 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0887887 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.0299891 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.349247 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.186074 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.118649 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),0.0536925 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.145415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.319334 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0710282 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.338303 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.152585 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.24795 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),0.306458 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),0.308994 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.259131 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.0526641 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.173763 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),0.0789806 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.161808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),0.363148 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.0166082 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),0.255063 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.156959 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),0.234367 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.223219 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),0.284287 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.122407 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.216895 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),0.124325 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.0196615 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),0.128573 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.124266 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),0.0536925 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.145415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),0.319334 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.0710282 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),0.338303 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),0.24795 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),0.306458 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),0.308994 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),0.11711 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),0.21355 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),0.136226 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.0877537 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),0.136764 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.0244699 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.378712 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.198666 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.144185 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.829636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.0579852 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.712349 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.438745 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.44567 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.370256 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.291432 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.851156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.524769 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.246183 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-1.0179 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.531693 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.734423 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.670513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,1),-0.0976887 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.0479312 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.73449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0255399 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.115761 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0444459 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.122039 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.663702 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.146046 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.194413 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.15726 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.650526 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),0.0422508 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.543859 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.340727 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.172477 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.264751 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.138527 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.830109 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.167196 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.336731 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.358462 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.360216 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.388459 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.244459 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.391886 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.00262344 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.154391 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.274895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.138124 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.1738 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.347473 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.217709 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0771083 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.110678 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.921833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.284434 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.291229 # DEPENDENCYPART_GRANDPAR
(5,1),(1,16),-0.245942 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.167147 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.189519 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.379341 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),0.0221941 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.669673 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.386136 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-0.442527 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.129726 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0991859 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.110678 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.921833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,11),-0.291229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.245942 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0508864 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.298225 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.393617 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.252446 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.893408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.359544 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.230211 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.10423 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0907123 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),0.445518 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.107632 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),-0.205542 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.00155483 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.150761 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.149273 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.349047 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.113944 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.938834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.26777 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.0217441 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.423551 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.155623 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.487953 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.190022 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.353149 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.191635 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.586908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.153881 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0319921 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.0716253 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.159215 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0407335 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.44723 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.0438566 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.0695384 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.304665 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.0292993 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),0.0602192 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.114142 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.221059 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.531845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,11),0.434345 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.439553 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.265389 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0982701 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.596401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),0.0266792 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.0952909 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),0.36979 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.393095 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.260379 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.182015 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.114142 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.221059 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),0.434345 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.439553 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0694114 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),0.303092 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.393251 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.197109 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.0882243 # DEPENDENCYPART_GRANDPAR
(6,5),(5,7),0.260523 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.0097237 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),0.371548 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),0.117682 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.293262 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.0334016 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.524229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.0173116 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.522134 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.171636 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.0637777 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.000698405 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.137091 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.179692 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.0763584 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.441308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0475528 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.0278702 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.430381 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.288553 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.016678 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.146374 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.0442721 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.0442459 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.117585 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.187181 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.0526637 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.495372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0300337 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0959521 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.396786 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.0167383 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0920702 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0160596 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.0336356 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.134544 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.215929 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.0771903 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.00899739 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.137735 # DEPENDENCYPART_GRANDPAR
(6,17),(17,1),-0.0637777 # DEPENDENCYPART_GRANDPAR
(6,17),(17,2),-0.000698405 # DEPENDENCYPART_GRANDPAR
(6,17),(17,3),-0.137091 # DEPENDENCYPART_GRANDPAR
