# _root_ Ilık et suyunun yanında _ _ haşlanmış geyik eti , _ kızarmış ekmek , bir de ılık çay vardı masada .
#goldHeads=3,3,4,19,6,7,9,9,10,13,12,13,14,18,18,15,18,19,21,19,0,
#predictedHeads=2,3,4,6,6,7,9,9,19,0,12,13,19,0,18,15,18,19,21,19,0,
(18,11),(18,20),0.0346559 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.101764 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0237806 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.310444 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0065323 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.113634 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.0947366 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0671127 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0878522 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.044216 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0947789 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0114506 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0828271 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0707136 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.0267881 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0418352 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.059785 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0720616 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0722398 # DEPENDENCYPART_SIBL
(18,16),(18,17),-5.22724e-05 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0128077 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.0947366 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0405239 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0405331 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.0202407 # DEPENDENCYPART_SIBL
(19,2),(19,6),0.0202407 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0333149 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0378055 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0405275 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.165626 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.0202407 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0391996 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.0221308 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.165626 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.00727059 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0850943 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0395795 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0267483 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0703896 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0627042 # DEPENDENCYPART_SIBL
(19,3),(19,4),-0.0405331 # DEPENDENCYPART_SIBL
(19,3),(19,5),0.0202407 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0202407 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.0333149 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.0378055 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0405275 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.165626 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.0202407 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.0391996 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0221308 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.165626 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.00727059 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0850943 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0395795 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.0267483 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0703896 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0627042 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0478378 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0478378 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.0659369 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0548042 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0575262 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.182419 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0478378 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0718217 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0391295 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.182419 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.024036 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.101859 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0722015 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.043747 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0387908 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.0800606 # DEPENDENCYPART_SIBL
(19,5),(19,6),-1.04683 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.51687 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.549608 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.548266 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.453639 # DEPENDENCYPART_SIBL
(19,5),(19,11),-1.04683 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.51687 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.547867 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.453639 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.314902 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.336941 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.51687 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.541759 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0448555 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.122234 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.51687 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.549608 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.548266 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.453639 # DEPENDENCYPART_SIBL
(19,6),(19,11),-1.04683 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.51687 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.547867 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.453639 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.314902 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.336941 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.51687 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.541759 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0448555 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.122234 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.028765 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0444912 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.183839 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0350357 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.0221993 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0425625 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.183839 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.137351 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0920552 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0221993 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0431295 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.035893 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.10094 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0202641 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.146769 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0696798 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0239151 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00186746 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.146769 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0112932 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0662312 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.024295 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00648489 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0811676 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.0596431 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.152644 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0452084 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.0125623 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0124238 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.152644 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.00571155 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0721122 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0129422 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0170412 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0688372 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0627042 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.13557 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.0191048 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0515475 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.243069 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0154719 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0901498 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0191048 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0372595 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.018612 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0717754 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.51687 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.547867 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.453639 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.314902 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.336941 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.51687 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.541759 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0448555 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.122234 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0481462 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.183839 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.137351 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0920549 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0220619 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0487132 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.035893 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.10094 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.173424 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0150682 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0928919 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0473795 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0472886 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.069771 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.0633228 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0154719 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0901498 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0191048 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0372595 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.018612 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0717754 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.14706 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0799771 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0242158 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0439959 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0950947 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0221188 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0278468 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0301294 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.121608 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0487133 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.035893 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.10094 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0643746 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0647093 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.00876213 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0238863 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.0756078 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.0011063 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0756078 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.0884401 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.0527018 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0730824 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.007149 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.183602 # DEPENDENCYPART_SIBL
(20,8),(20,21),-0.0220722 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.0677397 # DEPENDENCYPART_SIBL
(20,9),(20,13),0.00872695 # DEPENDENCYPART_SIBL
(20,9),(20,14),-0.0677397 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0969033 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0448429 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.0947011 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.00268424 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.181987 # DEPENDENCYPART_SIBL
(20,9),(20,21),-0.0217351 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0129588 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.0839501 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0756676 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0707439 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.0204603 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.00377206 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0908016 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0556606 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0658493 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0987937 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0429525 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0897616 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.00241755 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.182336 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0217351 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0756676 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0707439 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0204603 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.00377206 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0908016 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0556606 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.059785 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.065764 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.134087 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00834881 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0444481 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.0063498 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0112252 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0414729 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.055279 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.083719 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.15098 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0405361 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.181101 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0244898 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0200503 # DEPENDENCYPART_SIBL
(21,1),(21,5),-0.0993041 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.0993041 # DEPENDENCYPART_SIBL
(21,1),(21,7),-0.0340921 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.101801 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0993041 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0340921 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.107327 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0851189 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.039842 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0336801 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.0340921 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.105743 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.0420621 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.101916 # DEPENDENCYPART_SIBL
(21,5),(21,6),-1.03143 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.352019 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.473356 # DEPENDENCYPART_SIBL
(21,5),(21,11),-1.03143 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.352019 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.479065 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.25053 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.274007 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0477317 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.352019 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.472238 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.693019 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.472193 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.352019 # DEPENDENCYPART_SIBL
(21,6),(21,9),-0.473356 # DEPENDENCYPART_SIBL
(21,6),(21,11),-1.03143 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.352019 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.479065 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.25053 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.274007 # DEPENDENCYPART_SIBL
(21,6),(21,16),-0.0477317 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.352019 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.472238 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.693019 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.472193 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0964925 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0995795 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0347797 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.102018 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0853943 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.0395665 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0334037 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0347797 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.100435 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.0423375 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.096608 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.0455678 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.00161306 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.0298603 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.065657 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0479882 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.0243335 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.00199292 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0203911 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0440224 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0403485 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.352019 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.479065 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.25053 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.274007 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0477317 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.352019 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.472238 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.693019 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.472193 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.107327 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0851189 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.039842 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0336801 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0340921 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.105743 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0420621 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.101916 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.065657 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0479882 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0243335 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.00882289 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0246297 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0426718 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0445872 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.074076 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0248876 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.00831249 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.0680715 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.020321 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0773103 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0883819 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.157453 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.044839 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.024971 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0531242 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0574413 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.139704 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0461323 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.139704 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.105743 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0420621 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.101916 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.044385 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0382164 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.270335 # DEPENDENCYPART_SIBL
(0,10),(10,1),-0.576066 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-1.08437 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-2.54286 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-2.35732 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.934046 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.867546 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-1.15317 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),-2.32091 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.620431 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.734329 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.638138 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.909492 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),-2.54286 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-2.35732 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.934046 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.868723 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-3.10977 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-1.06293 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-1.44346 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.49628 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.638138 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.909492 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),0.628969 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),-0.73887 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-2.30974 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.735127 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-1.00706 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-1.669 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),-0.58787 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.0892937 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),-1.57423 # DEPENDENCYPART_GRANDPAR
(0,21),(21,6),-1.38869 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.268961 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),-0.366512 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-2.14114 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.397567 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),-0.671544 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),-0.531805 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-1.38723 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.691011 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.648992 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.446682 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.156762 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.825755 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.489536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.182087 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.534019 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.489536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.374113 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.380716 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.478994 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.356092 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.390371 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.22567 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.267767 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.419718 # DEPENDENCYPART_GRANDPAR
