# _root_ Çam fidanı , _ süslü eşyalarla dolu _ olan bu salonda doğadan , topraktan _ iyice _ uzaklaşmıştı .
#goldHeads=2,18,0,5,6,7,8,9,11,11,18,13,14,18,16,18,18,19,0,
#predictedHeads=2,18,0,5,6,8,8,9,11,11,12,18,0,18,16,18,18,19,0,
(18,10),(18,16),-0.0788051 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0808816 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.102378 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0777804 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.161938 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0777804 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.014767 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.0200734 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.014767 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0714722 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.157828 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0706418 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.00970339 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.0241835 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.00970339 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.071472 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0214278 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.220887 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0320539 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.220887 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0680033 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00970339 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0241835 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00970339 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.071472 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.342119 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.782812 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.134127 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.111578 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0933014 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.134127 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0258927 # DEPENDENCYPART_SIBL
(19,1),(19,5),-0.00844065 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.0258927 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.0269383 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.0512373 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.00931652 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.0260113 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0258927 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.065657 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.0258927 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.102492 # DEPENDENCYPART_SIBL
(19,1),(19,16),0.00740053 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.102492 # DEPENDENCYPART_SIBL
(19,1),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.00844065 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0258927 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.0269383 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0512373 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.00931652 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.0260113 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0258927 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.065657 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.0258927 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.102492 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.00740053 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.102492 # DEPENDENCYPART_SIBL
(19,2),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.101801 # DEPENDENCYPART_SIBL
(19,5),(19,7),-0.0415697 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0993041 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0529346 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.101804 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.101801 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0851189 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.101801 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0884745 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.013859 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0884745 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0449217 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.0269383 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0512373 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.00931652 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0260113 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0258927 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.065657 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0258927 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.102492 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.00740053 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.102492 # DEPENDENCYPART_SIBL
(19,6),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,7),(19,8),-0.102173 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0529808 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.105907 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.105904 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0857842 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.105904 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0901565 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0139052 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0901565 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0461547 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.354516 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.472193 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.472193 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.25053 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.472193 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.68705 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.228543 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.68705 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.696399 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0883534 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.08835 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0895278 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.08835 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0639373 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0125326 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0639373 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0713916 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0250741 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.065657 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0250741 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.10313 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.00740053 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.10313 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0424861 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.065657 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0258927 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.102492 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.00740053 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.102492 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0773112 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.18609 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0158889 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.18609 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.025689 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.102492 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.00740053 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.102492 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0428143 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.101032 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.518335 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.303473 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.175141 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0197682 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.303473 # DEPENDENCYPART_SIBL
(0,3),(3,1),-0.620366 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),-0.786666 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.616093 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.581672 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-1.21475 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.793486 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-2.49875 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-0.698412 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.863135 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-1.00077 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-1.18128 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.60275 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.697502 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.616093 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),0.805006 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.166287 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),-1.33152e-05 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.083688 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.428098 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.128162 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-1.53013 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.0618614 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.214121 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.394632 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.209761 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.510543 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-2.47802 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.606356 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-2.83963 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.181424 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.690965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.224447 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.0444969 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.501648 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.827023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.526099 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.232415 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.48878 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.690965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.39004 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.257706 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.303133 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.342221 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.161173 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0614318 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),0.0444969 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.501648 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.762227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),-0.461302 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.222035 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.457644 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.301344 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.0861646 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.272818 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.249514 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.291901 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.0359543 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.317346 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.313673 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.49553 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.648003 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.41005 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.550947 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.313185 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.484831 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.917541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,5),-0.428425 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.346084 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.0752691 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.485422 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.822394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.121732 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.066899 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.200979 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.134874 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.751269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),-0.0616043 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.422995 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.290936 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.179812 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.204466 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.0253956 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.286043 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),0.0719224 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.449593 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.515656 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.335414 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.710043 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),-0.334336 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.494639 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.274357 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.333754 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.270662 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.166433 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.434762 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.274287 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.523867 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.151305 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.286586 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.274287 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.523867 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.0930641 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.0446784 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.166338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.082419 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.167372 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.0274941 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.157187 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.105843 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.0860988 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.00800946 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.260796 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.416146 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),0.0333593 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.469234 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),0.112768 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.184851 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),0.013108 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.242293 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.262174 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.981085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,10),0.0423979 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.643159 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.247525 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.351991 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.740868 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.149012 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.821789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.303388 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.257678 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0975343 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.11652 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0727248 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.0721967 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.328442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.141195 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.170341 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.311057 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0969869 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.20201 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.170341 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.311057 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0454985 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.277578 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.338094 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),0.31233 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.0310252 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.128203 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.176207 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.541582 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.269026 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.754111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,10),-0.169849 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.850014 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.423867 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.113151 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.169849 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.850014 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.00821314 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0534761 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.936539 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.441075 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0126143 # DEPENDENCYPART_GRANDPAR
(6,4),(4,7),-0.388863 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.119715 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.388958 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.434221 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.112693 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),0.169274 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.318417 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.418585 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.381 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.65346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,11),-0.120268 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.222479 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.224411 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.58387 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.629133 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.161364 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.298408 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.317361 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.730227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.341028 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.216952 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.315499 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.161468 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.317431 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.393424 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.65139 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.245804 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-0.707224 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.752487 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.275254 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.406637 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.374 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.587839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.308737 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.369061 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.355488 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.0226575 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.430148 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.533216 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.453177 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.535148 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.340219 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.452245 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.315057 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.361051 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.0307658 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),0.248644 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.340215 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),0.304515 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),0.247376 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.449794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.360035 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.238784 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),0.0406262 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.139992 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),0.0843396 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.061134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),0.218276 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),0.0698297 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),0.162227 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),0.11988 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-0.450023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),-0.221087 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.354167 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.313242 # DEPENDENCYPART_GRANDPAR
(7,11),(11,3),-0.230293 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.21698 # DEPENDENCYPART_GRANDPAR
(7,11),(11,5),-0.067159 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-0.096037 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.349677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0445985 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.133318 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.193626 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.0618177 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.123127 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),-0.0515435 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),0.0131695 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.0896977 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-0.413706 # DEPENDENCYPART_GRANDPAR
(7,12),(12,3),-0.230293 # DEPENDENCYPART_GRANDPAR
(7,12),(12,4),-0.21698 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-0.067159 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-0.096037 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.349677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),-0.0445985 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),-0.133318 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.193626 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.197654 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),0.123127 # DEPENDENCYPART_GRANDPAR
