# _root_ Kızaklarda _ _ _ kullanılan tahta , deri ve boynuzların dışında tek_tük halatlar , sicimler de dış dünyadan geliyor bu dağlara .
#goldHeads=4,3,4,5,6,7,8,9,10,11,19,13,14,15,19,15,18,19,22,21,19,0,
#predictedHeads=4,3,4,5,6,7,8,9,10,11,19,13,19,0,19,15,18,19,22,21,19,0,
(18,1),(18,21),-0.0209518 # DEPENDENCYPART_SIBL
(18,2),(18,5),-0.323138 # DEPENDENCYPART_SIBL
(18,2),(18,6),-0.442497 # DEPENDENCYPART_SIBL
(18,2),(18,7),-0.274376 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.247445 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.439026 # DEPENDENCYPART_SIBL
(18,2),(18,11),-0.435367 # DEPENDENCYPART_SIBL
(18,2),(18,12),-0.327106 # DEPENDENCYPART_SIBL
(18,2),(18,13),-0.439026 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.274376 # DEPENDENCYPART_SIBL
(18,2),(18,15),-0.439026 # DEPENDENCYPART_SIBL
(18,2),(18,16),-0.253106 # DEPENDENCYPART_SIBL
(18,2),(18,17),-0.334792 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.0172224 # DEPENDENCYPART_SIBL
(18,2),(18,21),-0.0363278 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0802342 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0337462 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.0111991 # DEPENDENCYPART_SIBL
(18,5),(18,10),0.0802389 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.080196 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.0933552 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0802389 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0337462 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0802389 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.00343332 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.0858361 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.000296334 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0944618 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0656379 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0358976 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.00807122 # DEPENDENCYPART_SIBL
(18,6),(18,11),-0.00441191 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.0915241 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00807122 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0656379 # DEPENDENCYPART_SIBL
(18,6),(18,15),-0.00807122 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0427412 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.083839 # DEPENDENCYPART_SIBL
(18,6),(18,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(18,6),(18,21),-0.0209518 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0371264 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.00649166 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.00338546 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.0212658 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.00649166 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0839136 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.00649166 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0707074 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.00588063 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.0347988 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0422724 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0636399 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0627777 # DEPENDENCYPART_SIBL
(18,9),(18,12),0.0394515 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0636399 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0163344 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0636399 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.103423 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.0318264 # DEPENDENCYPART_SIBL
(18,9),(18,20),-0.0115288 # DEPENDENCYPART_SIBL
(18,9),(18,21),-0.0019562 # DEPENDENCYPART_SIBL
(18,10),(18,11),-0.00335559 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0915241 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.0070149 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.0656379 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0070149 # DEPENDENCYPART_SIBL
(18,10),(18,16),-0.0427412 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.083839 # DEPENDENCYPART_SIBL
(18,10),(18,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0209518 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.0938806 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.00204333 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0656437 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.00204333 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0427469 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0861955 # DEPENDENCYPART_SIBL
(18,11),(18,20),-1.38853e-05 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0209565 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.088962 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.030237 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.088962 # DEPENDENCYPART_SIBL
(18,12),(18,16),7.58816e-05 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0876737 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.000396011 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.0947404 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0656379 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.0070149 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0427412 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.083839 # DEPENDENCYPART_SIBL
(18,13),(18,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(18,13),(18,21),-0.0209518 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.00649166 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0707074 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.00588063 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0347988 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0422724 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0427412 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.083839 # DEPENDENCYPART_SIBL
(18,15),(18,20),-1.17683e-05 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0209518 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.012184 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0163733 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0128077 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.000912345 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.093432 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0132885 # DEPENDENCYPART_SIBL
(19,1),(19,2),-0.0902486 # DEPENDENCYPART_SIBL
(19,1),(19,3),0.0137532 # DEPENDENCYPART_SIBL
(19,1),(19,4),0.0137532 # DEPENDENCYPART_SIBL
(19,1),(19,6),-0.118961 # DEPENDENCYPART_SIBL
(19,1),(19,7),-0.175833 # DEPENDENCYPART_SIBL
(19,1),(19,8),-0.122311 # DEPENDENCYPART_SIBL
(19,1),(19,9),-0.123688 # DEPENDENCYPART_SIBL
(19,1),(19,10),-0.107687 # DEPENDENCYPART_SIBL
(19,1),(19,11),-0.103913 # DEPENDENCYPART_SIBL
(19,1),(19,12),-0.0451498 # DEPENDENCYPART_SIBL
(19,1),(19,13),-0.107687 # DEPENDENCYPART_SIBL
(19,1),(19,14),-0.175833 # DEPENDENCYPART_SIBL
(19,1),(19,15),-0.107687 # DEPENDENCYPART_SIBL
(19,1),(19,16),-0.121423 # DEPENDENCYPART_SIBL
(19,1),(19,17),-0.0464031 # DEPENDENCYPART_SIBL
(19,1),(19,18),-0.107687 # DEPENDENCYPART_SIBL
(19,1),(19,21),-0.00609487 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.904091 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.904091 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.669288 # DEPENDENCYPART_SIBL
(19,2),(19,7),-0.449978 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.672639 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.403387 # DEPENDENCYPART_SIBL
(19,2),(19,10),-0.658014 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.654241 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.478374 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.658014 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.449978 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.658014 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.398771 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.479627 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.658014 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0132084 # DEPENDENCYPART_SIBL
(19,3),(19,4),-1.03149 # DEPENDENCYPART_SIBL
(19,3),(19,6),-0.565432 # DEPENDENCYPART_SIBL
(19,3),(19,7),-0.444621 # DEPENDENCYPART_SIBL
(19,3),(19,8),-0.566111 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.331495 # DEPENDENCYPART_SIBL
(19,3),(19,10),-0.561096 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.564827 # DEPENDENCYPART_SIBL
(19,3),(19,12),-0.500511 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.561096 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.444621 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.561096 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.34245 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.500805 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.561096 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.00627949 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.565432 # DEPENDENCYPART_SIBL
(19,4),(19,7),-0.444621 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.566111 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.331495 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.561096 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.564827 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.500511 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.561096 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.444621 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.561096 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.34245 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.500805 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.561096 # DEPENDENCYPART_SIBL
(19,4),(19,21),-0.00627949 # DEPENDENCYPART_SIBL
(19,6),(19,7),-0.177105 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.125696 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.12496 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.111071 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.107298 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0464215 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.111071 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.177105 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.111071 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.122694 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0476749 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.111071 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.00609487 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.00901275 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0929142 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0144163 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.00465072 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0182803 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0144163 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.241759 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.0144163 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.106164 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.0136074 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0144163 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0111907 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.126094 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.104698 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.100925 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0475559 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.104698 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.178239 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.104698 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.123829 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0488093 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.104698 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.00780473 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0153177 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0205964 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0184865 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0153177 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.107761 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0153177 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.144141 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0176841 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0153177 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0421838 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.103913 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0451498 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.107687 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.175833 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.107687 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.121423 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0464031 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.107687 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.00609487 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0383 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0950382 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.173712 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0950382 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.119301 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0395533 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0950382 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.00732575 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0562451 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.169288 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0562451 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0920297 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.00545202 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0562451 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.00357603 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.175833 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.107687 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.121423 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0464031 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.107687 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00609487 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0144163 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.106164 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0136074 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0144163 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0111907 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.121423 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0464031 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.107687 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.00609487 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.00722835 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0561458 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0602537 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0682179 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00357603 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00609487 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0180414 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0337462 # DEPENDENCYPART_SIBL
(21,5),(21,9),-0.0111991 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.080196 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.0933552 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0802389 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0337462 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.0802389 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.00343332 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0858361 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0802389 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.143456 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.142636 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0371264 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.00338546 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.0212658 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.00649166 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0839136 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.00649166 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0707074 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.00588063 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.00649166 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0974612 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0299327 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0627777 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.0394515 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0636399 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0163344 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0636399 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.103423 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0318264 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0636399 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0740377 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0616787 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0938806 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.00204333 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.0656437 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.00204333 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0427469 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0861955 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.00204333 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.181867 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.049502 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.088962 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.030237 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.088962 # DEPENDENCYPART_SIBL
(21,12),(21,16),7.58816e-05 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0876737 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.088962 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.150441 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.146146 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.0656379 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.0070149 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0427412 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.083839 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0070149 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.186093 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0494898 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.00649166 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0707074 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.00588063 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00649166 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0974612 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0299327 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0427412 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.083839 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0070149 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.186093 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0494898 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.012184 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0112536 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0497853 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0615046 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.102752 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.200259 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.161323 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.186093 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0494898 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0751517 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.0512373 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0512373 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.0293617 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0306976 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0258927 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0222137 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.00844065 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0258927 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.065657 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0258927 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0243335 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.00911369 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0258927 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0644916 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0644099 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0258927 # DEPENDENCYPART_SIBL
(22,3),(22,4),-1.03143 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.472264 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.352019 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.25053 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.0477317 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.352019 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.472193 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.649737 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.240474 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.472193 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.472193 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.472193 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.472193 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.472264 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.352019 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.472193 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.25053 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.472193 # DEPENDENCYPART_SIBL
(22,4),(22,16),-0.0477317 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.352019 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.472193 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.649737 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.240474 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.472193 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0317539 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0269491 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0232701 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.00844065 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.0269491 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.065657 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.0269491 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0243335 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.00911369 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0269491 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0642762 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0644099 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0269491 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0231957 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0195167 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.00844065 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0231957 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.065657 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0231957 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0243335 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.00911369 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0231957 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0593869 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0644099 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0231957 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0222137 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.00844065 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.0258927 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.065657 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0258927 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.0243335 # DEPENDENCYPART_SIBL
